scout_target_id,lane_id,municipality,state,target_unit_type,known_counterpart_id,period,match_priority_tier,same_city_match_status,overlapping_cycle_status,candidate_only
TS4-3-2622aa6cbed7ab2a,lane_3,Bruno,KS,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-4524ab3f1ea86716,lane_3,Muskegon charter,MI,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-1f5c5a6d2d5ab841,lane_3,Calumet,IL,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-f6131cd545e30a1e,lane_3,New Castle,NY,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-69a390576ba8ac28,lane_3,Morganton,NC,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-dd24ce0d7ab965ee,lane_3,East Lampeter,PA,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-c48c74d26d059d6b,lane_3,Hickory Point,IL,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-88415a4b3c4fe139,lane_3,South Ogden,UT,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-046ac0fae97d6e6e,lane_3,Frederick,CO,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-3f7b13c5cf9affcb,lane_3,Fairview,PA,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-e147237e371eee82,lane_3,East St. Louis,IL,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-00c87a0d9bf45d63,lane_3,Upper Saucon,PA,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-a2edfc7259be25e5,lane_3,Godfrey,IL,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-e74002c2400c5219,lane_3,Rockland,MA,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-87e7ceaf785a7336,lane_3,Webster,MA,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-fd90f9d23fff343b,lane_3,Colchester,VT,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-4c84519382eb8682,lane_3,Grovetown,GA,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-62ba1d306dfe5850,lane_3,Alice,TX,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-96bd0b9788654cca,lane_3,Scio,MI,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-32a5cc3d55225155,lane_3,Bay City,TX,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-61ee842344fea130,lane_3,Bellingham,MA,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-cc14d9adbea7449d,lane_3,Cinnaminson,NJ,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-46cfae60d99df1e9,lane_3,Blackberry,IL,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-72c98a7e8503cd77,lane_3,Malta,NY,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-9942360d2eee0f0f,lane_4,Madison,CT,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-e5aaf11a922dfabc,lane_4,Plainville,CT,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-a9841427e0b6d67e,lane_4,Brookfield,CT,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-13804b3cb41d0da7,lane_4,Sugar Creek,IN,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-2f30ac25305710b5,lane_4,Portsmouth,RI,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-927e30949b1c553d,lane_4,Goodlettsville,TN,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-24a86f84a5655ed3,lane_4,Honey Creek,IN,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-2d748f9e5a31b271,lane_4,Wilton,NY,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-043e5d7ca270f906,lane_4,Holmdel,NJ,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-6e55a6ed1db73f64,lane_4,Danville,KY,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-fa13c9c8bda74f3e,lane_4,Hopewell,NJ,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-1fa88762556a7778,lane_4,Swansea,MA,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-a81c22764926d3b9,lane_4,Millbrook,AL,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-1f5f8b9b524c4809,lane_4,Tifton,GA,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-0a22ae125cd1bcfa,lane_4,St. Matthews,KY,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-cfe7b1989aa2da6c,lane_4,Stafford,TX,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-9365d98d5daf0991,lane_4,Taylor,TX,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-928148e8aeb65181,lane_4,West Lampeter,PA,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-3d648bd34686383a,lane_4,New Castle,IN,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-13679934a600c13e,lane_4,Hinsdale,IL,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-9e6c81f7cfb09e6b,lane_4,Manvel,TX,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-521d63e245b444f4,lane_4,Lebanon,IN,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-dd2a0cd8a47907f4,lane_4,Cañon City,CO,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-37b6134555507948,lane_4,Upper Gwynedd,PA,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-d9983b49591483a4,lane_4,Stallings,NC,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-3a7eff477fe17100,lane_4,Muscle Shoals,AL,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-badd4fb2f8d101a6,lane_4,Bainbridge,IN,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-cfc7c258a1b70640,lane_4,Weehawken,NJ,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-e55f7c2294ddf071,lane_4,Fillmore,CA,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-3478828f237c9527,lane_4,West Hempfield,PA,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-646a95d67358959b,lane_4,Dixon,IL,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-ec0226d2e3127aa4,lane_4,Denville,NJ,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-00e94aef915ac6e2,lane_4,Fenton charter,MI,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-ca90f048198f8d32,lane_4,Cuba,IL,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-fa56877e6062e2fc,lane_4,Lemon,OH,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-b767c54747579660,lane_4,Cahokia Heights,IL,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-f0a58c908bfd9e4e,lane_4,Addison,TX,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-9e0b2eb5d56b56da,lane_4,Barrington,RI,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-a989a995e7283401,lane_4,Wyckoff,NJ,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-a3fba6a5396973e9,lane_4,Campton,IL,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-aaa7585786d0f288,lane_4,Greenville,OH,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-b606b6c9a0d4aa72,lane_4,Bellaire,TX,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-dd6cd58b4de19de5,lane_4,Scott,PA,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-d42a4552dd793002,lane_4,Laguna Woods,CA,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-3d38377fde6d0b31,lane_4,Milford charter,MI,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-4d90f93faac777d3,lane_4,Ellington,CT,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-83a162cc86c63b67,lane_4,Fort Thomas,KY,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-7d35ead904006800,lane_4,Radford,VA,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-180dae6230153727,lane_4,Abington,MA,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-803ad4eac2277f8f,lane_4,Seymour,CT,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-74239eae45ce3b34,lane_4,Sterling,IL,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-22147451b01cf215,lane_4,Albemarle,NC,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-dc1af31665c310d8,lane_4,Hilltown,PA,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-2714c3e218d1ac3b,lane_4,El Dorado,AR,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-9747356e2ebf048e,lane_4,Prairie,OH,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-1a1ca7507e201713,lane_4,Gulf Shores,AL,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-c8116a1c770eb38d,lane_4,Springfield,NJ,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-ae8fa288f6e7dee1,lane_4,Tahlequah,OK,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-b1db0557df35e818,lane_4,Auburn,MA,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-46478177d0c77e4f,lane_4,Butler,PA,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-183e7a425aa91af3,lane_4,Sharon,OH,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-fb02592f7c021b4f,lane_4,Bristol,VA,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-bf0bac05171db77d,lane_4,South Middleton,PA,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-ac01a5c0cae4e462,lane_4,Donna,TX,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-fbff7881c7812767,lane_4,Jasper,IN,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-7b889155c82c73a1,lane_4,Upper Chichester,PA,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-3cd5a491abb63636,lane_4,Chelsea,AL,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-a193fc7b7d8c799c,lane_4,Groves,TX,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-e3849191652c2e52,lane_4,Canfield,OH,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-c309c2abbf5f1516,lane_4,Chickasha,OK,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-05bf82dbd6745b56,lane_4,Dickson,TN,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-4f5acbce81521dab,lane_4,Mercedes,TX,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-9fc84e3bc1a437b3,lane_4,Payson,AZ,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-10e848d41f42ff0a,lane_4,Southern Pines,NC,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-6969f7732052483a,lane_4,North Strabane,PA,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-e6828e41a2b81465,lane_4,Huron charter,MI,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-dead73069b400185,lane_4,Caledonia,MI,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-2131eb51de085a55,lane_4,Geddes,NY,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-97a96a8b34070a29,lane_4,Hewitt,TX,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-591b16c57bb1054c,lane_4,Thompson,NY,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-f471ae1cf23701d6,lane_4,Moreau,NY,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-b17fa244e71f44d7,lane_4,Selma,AL,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-ed98e16369ef31ed,lane_4,Fairburn,GA,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-77f6077aea522bac,lane_4,Moncks Corner,SC,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-2e00a04384897ba1,lane_4,Aston,PA,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-c4431e35a34701bc,lane_4,Ada,OK,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-cbcbdcf996a29735,lane_4,Grain Valley,MO,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-d55c403c0bcd4d11,lane_4,Middletown,RI,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-b76fda926ec2568d,lane_4,Harborcreek,PA,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-cb324d8169d24ac5,lane_4,Crawfordsville,IN,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-c272d54faae4f3c4,lane_4,Sulphur Springs,TX,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-a0b731171c6800c0,lane_4,Moraga,CA,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-8db623de32cb2b56,lane_4,Pampa,TX,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-8307a1773442e6af,lane_4,Chestnuthill,PA,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-112ad4fa5a752c60,lane_4,Centerville,UT,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-e9ecfe0b37f25477,lane_4,Loganville,GA,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-cb5065f8a3688990,lane_4,Havelock,NC,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-a522db099f28c703,lane_4,Milledgeville,GA,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-9a1cc327ad2ef60a,lane_4,Westport,MA,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-e541507f926c3928,lane_4,Forks,PA,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-7fe8e7e3e16243d3,lane_4,Northbridge,MA,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-6b40db404f72af83,lane_4,East Greenbush,NY,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-57075fc19cec0fee,lane_4,El Segundo,CA,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-ee6b029bab15ed2a,lane_4,Monroe,OH,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-10180fd178c1f578,lane_4,Saraland,AL,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-3d58a324be8f5be9,lane_4,Hampton,NH,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-7024a3260e7502d2,lane_4,Bedford,NY,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-a9ad8412e4f35740,lane_4,Hayden,ID,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-8b56323baef96634,lane_4,Milford,NH,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-35cecd9e5f45b7f6,lane_4,Frankfort,IN,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-8c0bcd009e581873,lane_4,LaGrange,NY,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-c46c93a9c31666f3,lane_4,Goshen,OH,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-01d0add846a67059,lane_4,Burrillville,RI,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-49b833e416c9d429,lane_4,East Longmeadow,MA,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-b239cc6ba37aa9a7,lane_4,Chubbuck,ID,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-4-ff501ca19e21342a,lane_4,Manassas Park,VA,safety_and_non_safety_compensation_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
