quantitative_observation_id,extraction_case_id,mixed_join_key,document_identity_id,text_table_detection_id,source_review_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,contract_period_start,contract_period_end,page_number,compensation_type,occupation_unit_classification_rank,rate_value,salary_value,hourly_rate,annual_salary,pay_band,step,grade,percentage_increase,effective_date,currency_or_unit,bounded_evidence_pointer,confidence,reason_code,qa_status
qobs_fe9f191b43a0128d410eada6,cexrem_1323558c39cb570b4921cbcc,mix_7b8f10fa83d2acea940b0bd6,doc_ed7291c7b4bcb39086597bcb,ttd_f52d2378664e9d15867ad653,sr_cf3d1261d10e68f750a89d09,NSCQ-OH-20260720-0276,OH,Trotwood,CITY OF TROTWOOD,police,cba,,,17,percentage_increase,,,,,,,,,2.5%,"January 1, 2022",%,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0183_sr_cf3d1261d10e68f750a89d09.pdf#page=17,high,WAGE_STEPS_INCREASE_2_5_EFFECTIVE_JAN_1_,provisional_unverified
qobs_d3d3ef1da8f8d768ed8989ad,cexrem_1323558c39cb570b4921cbcc,mix_7b8f10fa83d2acea940b0bd6,doc_ed7291c7b4bcb39086597bcb,ttd_f52d2378664e9d15867ad653,sr_cf3d1261d10e68f750a89d09,NSCQ-OH-20260720-0276,OH,Trotwood,CITY OF TROTWOOD,police,cba,,,17,hourly_rate,,25.67,,25.67,,,Step 1 (2022 listed value order),,,2022,per hour,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0183_sr_cf3d1261d10e68f750a89d09.pdf#page=17,medium,STEP_SCHEDULE_2022_VALUE_25_67,provisional_unverified
qobs_74efd47ca0e7968f4cedb8bb,cexrem_1323558c39cb570b4921cbcc,mix_7b8f10fa83d2acea940b0bd6,doc_ed7291c7b4bcb39086597bcb,ttd_f52d2378664e9d15867ad653,sr_cf3d1261d10e68f750a89d09,NSCQ-OH-20260720-0276,OH,Trotwood,CITY OF TROTWOOD,police,cba,,,17,hourly_rate,,27.18,,27.18,,,Step 2 (2022 listed value order),,,2022,per hour,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0183_sr_cf3d1261d10e68f750a89d09.pdf#page=17,medium,STEP_SCHEDULE_2022_VALUE_27_18,provisional_unverified
qobs_aefbf6e74fb5d0042210bbde,cexrem_1323558c39cb570b4921cbcc,mix_7b8f10fa83d2acea940b0bd6,doc_ed7291c7b4bcb39086597bcb,ttd_f52d2378664e9d15867ad653,sr_cf3d1261d10e68f750a89d09,NSCQ-OH-20260720-0276,OH,Trotwood,CITY OF TROTWOOD,police,cba,,,17,hourly_rate,,28.86,,28.86,,,Step 3 (2022 listed value order),,,2022,per hour,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0183_sr_cf3d1261d10e68f750a89d09.pdf#page=17,medium,STEP_SCHEDULE_2022_VALUE_28_86,provisional_unverified
qobs_3d3a5e994192f7f5d1a9a16b,cexrem_23019cd5c7b3fc40c3dd4653,mix_bceafba1bfa3337280477c9b,doc_1049d2489e3bc56a095dca87,ttd_a058bc2c9c3ac894aa5136ba,sr_7066ab701dc20d67111bbbe8,NSCQ-OH-20260720-0356,OH,Vermilion,CITY OF VERMILION,police,cba,,,19,hourly_rate,PROBATIONARY,24.6452,,24.6452,,,,,,2023,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0255_sr_7066ab701dc20d67111bbbe8.pdf#page=19,medium,WAGE_TABLE_2023_OFFICER_PROBATIONARY,provisional_unverified
qobs_455511f1019907ba4cf7bb9b,cexrem_23019cd5c7b3fc40c3dd4653,mix_bceafba1bfa3337280477c9b,doc_1049d2489e3bc56a095dca87,ttd_a058bc2c9c3ac894aa5136ba,sr_7066ab701dc20d67111bbbe8,NSCQ-OH-20260720-0356,OH,Vermilion,CITY OF VERMILION,police,cba,,,19,hourly_rate,3RD_CLASS (1 year),27.5872,,27.5872,,,,,,2023,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0255_sr_7066ab701dc20d67111bbbe8.pdf#page=19,medium,WAGE_TABLE_2023_OFFICER_3RD_CLASS,provisional_unverified
qobs_caeabcce4a4b76edf5accd33,cexrem_23019cd5c7b3fc40c3dd4653,mix_bceafba1bfa3337280477c9b,doc_1049d2489e3bc56a095dca87,ttd_a058bc2c9c3ac894aa5136ba,sr_7066ab701dc20d67111bbbe8,NSCQ-OH-20260720-0356,OH,Vermilion,CITY OF VERMILION,police,cba,,,19,hourly_rate,2ND_CLASS (3 years),29.6682,,29.6682,,,,,,2023,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0255_sr_7066ab701dc20d67111bbbe8.pdf#page=19,medium,WAGE_TABLE_2023_OFFICER_2ND_CLASS,provisional_unverified
qobs_3f3b19edb8d76bd68af74e4d,cexrem_23019cd5c7b3fc40c3dd4653,mix_bceafba1bfa3337280477c9b,doc_1049d2489e3bc56a095dca87,ttd_a058bc2c9c3ac894aa5136ba,sr_7066ab701dc20d67111bbbe8,NSCQ-OH-20260720-0356,OH,Vermilion,CITY OF VERMILION,police,cba,,,19,hourly_rate,1ST_CLASS (5 years),32.0541,,32.0541,,,,,,2023,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0255_sr_7066ab701dc20d67111bbbe8.pdf#page=19,medium,WAGE_TABLE_2023_OFFICER_1ST_CLASS,provisional_unverified
qobs_1b56ce3f7b5d4ab66ad627f2,cexrem_23019cd5c7b3fc40c3dd4653,mix_bceafba1bfa3337280477c9b,doc_1049d2489e3bc56a095dca87,ttd_a058bc2c9c3ac894aa5136ba,sr_7066ab701dc20d67111bbbe8,NSCQ-OH-20260720-0356,OH,Vermilion,CITY OF VERMILION,police,cba,,,19,hourly_rate,SERGEANT,35.5801,,35.5801,,,,,,2023,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0255_sr_7066ab701dc20d67111bbbe8.pdf#page=19,medium,WAGE_TABLE_2023_OFFICER_SERGEANT,provisional_unverified
qobs_4b5db992df89fc51db7bae19,cexrem_9aff3a6793ab96240acc33ee,mix_86c43f8d2bdc1f317f7de59d,doc_c025089b28d8362b1cd6ac54,ttd_5711802d0e77a98bb095bdce,sr_5b507f41e7656687449db253,NSCQ-OH-20260720-0117,OH,Westlake,CITY OF WESTLAKE,police,cba,,,10,salary,Patrolman Detective Grade,,"$96,186.18",,"$96,186.18",,,,,,annual,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0328_sr_5b507f41e7656687449db253.pdf#page=10,medium,CBA_ART15_01_EFFECTIVE_MARCH_1_BASE_GUAR,provisional_unverified
qobs_555594ca210035c9fab0d150,cexrem_9aff3a6793ab96240acc33ee,mix_86c43f8d2bdc1f317f7de59d,doc_c025089b28d8362b1cd6ac54,ttd_5711802d0e77a98bb095bdce,sr_5b507f41e7656687449db253,NSCQ-OH-20260720-0117,OH,Westlake,CITY OF WESTLAKE,police,cba,,,10,salary,Patrolman Detective Grade,,"$99,312.23",,"$99,312.23",,,,,,annual,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0328_sr_5b507f41e7656687449db253.pdf#page=10,medium,CBA_ART15_01_EFFECTIVE_MARCH_1_BASE_GUAR,provisional_unverified
qobs_9de6044cf801424a7364453b,cexrem_9aff3a6793ab96240acc33ee,mix_86c43f8d2bdc1f317f7de59d,doc_c025089b28d8362b1cd6ac54,ttd_5711802d0e77a98bb095bdce,sr_5b507f41e7656687449db253,NSCQ-OH-20260720-0117,OH,Westlake,CITY OF WESTLAKE,police,cba,,,10,salary,Patrolman Detective Grade,,"$102,291.60",,"$102,291.60",,,,,,annual,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0328_sr_5b507f41e7656687449db253.pdf#page=10,medium,CBA_ART15_01_EFFECTIVE_MARCH_1_BASE_GUAR,provisional_unverified
qobs_4ca8277e1572486ab52efc23,cexrem_9aff3a6793ab96240acc33ee,mix_86c43f8d2bdc1f317f7de59d,doc_c025089b28d8362b1cd6ac54,ttd_5711802d0e77a98bb095bdce,sr_5b507f41e7656687449db253,NSCQ-OH-20260720-0117,OH,Westlake,CITY OF WESTLAKE,police,cba,,,10,salary,Patrolman 1st Grade,,"$90,742.51",,"$90,742.51",,,,,,annual,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0328_sr_5b507f41e7656687449db253.pdf#page=10,medium,CBA_ART15_01_EFFECTIVE_MARCH_1_BASE_GUAR,provisional_unverified
qobs_70703c3b95cd8b9a8df805b3,cexrem_9aff3a6793ab96240acc33ee,mix_86c43f8d2bdc1f317f7de59d,doc_c025089b28d8362b1cd6ac54,ttd_5711802d0e77a98bb095bdce,sr_5b507f41e7656687449db253,NSCQ-OH-20260720-0117,OH,Westlake,CITY OF WESTLAKE,police,cba,,,10,salary,Patrolman 1st Grade,,"$93,691.64",,"$93,691.64",,,,,,annual,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0328_sr_5b507f41e7656687449db253.pdf#page=10,medium,CBA_ART15_01_EFFECTIVE_MARCH_1_BASE_GUAR,provisional_unverified
qobs_01fde53ca68eab05b472dac3,cexrem_6ee442d820fa1998c5a3f4fb,mix_bc382ab63bf2d5f280c53d2d,doc_86263c2b2f3cd5993de0af80,ttd_441c05e69da898c78c3d4b03,sr_ad3cbc2be215d0c854742f34,NSCQ-OH-20260720-0290,OH,Whitehall,CITY OF WHITEHALL,fire,cba,,,28,hourly_rate,Firefighter (FF) 53 hrs,$23.18,,$23.18,,,1st Year,,,2022-01-01,$/hr (53-hr schedule),tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0315_sr_ad3cbc2be215d0c854742f34.pdf#page=28,high,IAFF_1729_WHTL_2022_FF_53_1Y_HOURLY,provisional_unverified
qobs_d8052656664036944ea43cb9,cexrem_6ee442d820fa1998c5a3f4fb,mix_bc382ab63bf2d5f280c53d2d,doc_86263c2b2f3cd5993de0af80,ttd_441c05e69da898c78c3d4b03,sr_ad3cbc2be215d0c854742f34,NSCQ-OH-20260720-0290,OH,Whitehall,CITY OF WHITEHALL,fire,cba,,,28,hourly_rate,Firefighter (FF) 53 hrs,$29.61,,$29.61,,,2nd year,,,2022-01-01,$/hr (53-hr schedule),tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0315_sr_ad3cbc2be215d0c854742f34.pdf#page=28,high,IAFF_1729_WHTL_2022_FF_53_2Y_HOURLY,provisional_unverified
qobs_6d6a5c293498b0b0a00a68ea,cexrem_6ee442d820fa1998c5a3f4fb,mix_bc382ab63bf2d5f280c53d2d,doc_86263c2b2f3cd5993de0af80,ttd_441c05e69da898c78c3d4b03,sr_ad3cbc2be215d0c854742f34,NSCQ-OH-20260720-0290,OH,Whitehall,CITY OF WHITEHALL,fire,cba,,,28,hourly_rate,Firefighter (FF) 53 hrs,$31.15,,$31.15,,,3rd year,,,2022-01-01,$/hr (53-hr schedule),tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0315_sr_ad3cbc2be215d0c854742f34.pdf#page=28,high,IAFF_1729_WHTL_2022_FF_53_3Y_HOURLY,provisional_unverified
qobs_de56de4922506e2054126e82,cexrem_6ee442d820fa1998c5a3f4fb,mix_bc382ab63bf2d5f280c53d2d,doc_86263c2b2f3cd5993de0af80,ttd_441c05e69da898c78c3d4b03,sr_ad3cbc2be215d0c854742f34,NSCQ-OH-20260720-0290,OH,Whitehall,CITY OF WHITEHALL,fire,cba,,,28,hourly_rate,Firefighter (FF) 53 hrs,$32.33,,$32.33,,,4th year,,,2022-01-01,$/hr (53-hr schedule),tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0315_sr_ad3cbc2be215d0c854742f34.pdf#page=28,high,IAFF_1729_WHTL_2022_FF_53_4Y_HOURLY,provisional_unverified
qobs_bcd2549cecbdd5749f4d97cf,cexrem_6ee442d820fa1998c5a3f4fb,mix_bc382ab63bf2d5f280c53d2d,doc_86263c2b2f3cd5993de0af80,ttd_441c05e69da898c78c3d4b03,sr_ad3cbc2be215d0c854742f34,NSCQ-OH-20260720-0290,OH,Whitehall,CITY OF WHITEHALL,fire,cba,,,28,hourly_rate,Firefighter (FF) 53 hrs,$33.31,,$33.31,,,5th year,,,2022-01-01,$/hr (53-hr schedule),tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0315_sr_ad3cbc2be215d0c854742f34.pdf#page=28,high,IAFF_1729_WHTL_2022_FF_53_5Y_HOURLY,provisional_unverified
qobs_4564a17023f8eae2501f8170,cexrem_b607038e8e9e36db50101e16,mix_2120aef87122630739edda61,doc_8ede9faf4ad1bca20f0eb4bf,ttd_3d18baa547b7e890f8e888c4,sr_c83e03d8991d20b06c0c182f,NSCQ-OH-20260720-0673,OH,Willard,CITY OF WILLARD,fire,cba,,,11,rate,,regular rate of pay,,,,,,,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0317_sr_c83e03d8991d20b06c0c182f.pdf#page=11,medium,WORKING_SUSPENSION_COMPENSATED_AT_REGUAL,provisional_unverified
qobs_3adf3b8d3c733092a2b5ab51,cexrem_c1327cb2f4e2606c0e57cf47,mix_2ebbcdeb3c075ef712c12fa9,doc_c9580fc8e50861427083d7d5,ttd_50ca9c74e2e92af8c9a069f1,sr_25bdb1cddea307fdc9bf3368,NSCQ-OH-20260720-0672,OH,Willard,CITY OF WILLARD,police,cba,,,47,annual_salary,,,"49,608",,"49,608",,STEP1,12a,,,ANNUAL,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0351_sr_25bdb1cddea307fdc9bf3368.pdf#page=47,medium,P47_SALARY_RANGE_12A_POLICE_SERGEANT_APT,provisional_unverified
qobs_28cba2c8d16384cc27fe0956,cexrem_c1327cb2f4e2606c0e57cf47,mix_2ebbcdeb3c075ef712c12fa9,doc_c9580fc8e50861427083d7d5,ttd_50ca9c74e2e92af8c9a069f1,sr_25bdb1cddea307fdc9bf3368,NSCQ-OH-20260720-0672,OH,Willard,CITY OF WILLARD,police,cba,,,47,annual_salary,,,"51,605",,"51,605",,STEP2,12a,,,ANNUAL,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0351_sr_25bdb1cddea307fdc9bf3368.pdf#page=47,medium,P47_SALARY_RANGE_12A_POLICE_SERGEANT_APT,provisional_unverified
qobs_d114851c4c349b19e1533845,cexrem_c1327cb2f4e2606c0e57cf47,mix_2ebbcdeb3c075ef712c12fa9,doc_c9580fc8e50861427083d7d5,ttd_50ca9c74e2e92af8c9a069f1,sr_25bdb1cddea307fdc9bf3368,NSCQ-OH-20260720-0672,OH,Willard,CITY OF WILLARD,police,cba,,,47,annual_salary,,,"53,664",,"53,664",,STEP3,12a,,,ANNUAL,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0351_sr_25bdb1cddea307fdc9bf3368.pdf#page=47,medium,P47_SALARY_RANGE_12A_POLICE_SERGEANT_APT,provisional_unverified
qobs_a57ebaab7ac312f253c7d7c7,cexrem_c1327cb2f4e2606c0e57cf47,mix_2ebbcdeb3c075ef712c12fa9,doc_c9580fc8e50861427083d7d5,ttd_50ca9c74e2e92af8c9a069f1,sr_25bdb1cddea307fdc9bf3368,NSCQ-OH-20260720-0672,OH,Willard,CITY OF WILLARD,police,cba,,,47,annual_salary,,,"55,827",,"55,827",,STEP4,12a,,,ANNUAL,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0351_sr_25bdb1cddea307fdc9bf3368.pdf#page=47,medium,P47_SALARY_RANGE_12A_POLICE_SERGEANT_APT,provisional_unverified
qobs_b7bcfd7912f23606ff5d7597,cexrem_c1327cb2f4e2606c0e57cf47,mix_2ebbcdeb3c075ef712c12fa9,doc_c9580fc8e50861427083d7d5,ttd_50ca9c74e2e92af8c9a069f1,sr_25bdb1cddea307fdc9bf3368,NSCQ-OH-20260720-0672,OH,Willard,CITY OF WILLARD,police,cba,,,47,annual_salary,,,"58,032",,"58,032",,STEP5,12a,,,ANNUAL,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0351_sr_25bdb1cddea307fdc9bf3368.pdf#page=47,medium,P47_SALARY_RANGE_12A_POLICE_SERGEANT_APT,provisional_unverified
qobs_2ee1948140afccb81160a07a,cexrem_637cdc5241563eaaf93d821e,mix_203fe6a46481a5e03c09621f,doc_cc6ca25085b814120ec48b6f,ttd_affc65a62ade60862636341c,sr_5fb648c88c4fb42756e82929,NSCQ-OH-20260720-0207,OH,Willoughby,CITY OF WILLOUGHBY,non_safety,cba,,,27,hourly_rate,"Laborer I, Unskilled",$21.51,,$21.51,,,,,,2021-03-28,per hour,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0250_sr_5fb648c88c4fb42756e82929.pdf#page=27,medium,BASE_WAGE_TOKEN_FROM_NEW_RATES_TABLE_LAB,provisional_unverified
qobs_7e30b014c6bafe3c08f06827,cexrem_637cdc5241563eaaf93d821e,mix_203fe6a46481a5e03c09621f,doc_cc6ca25085b814120ec48b6f,ttd_affc65a62ade60862636341c,sr_5fb648c88c4fb42756e82929,NSCQ-OH-20260720-0207,OH,Willoughby,CITY OF WILLOUGHBY,non_safety,cba,,,26,hourly_rate,Custodian,$22.30,,$22.30,,,,,,2019-03-31,per hour,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0250_sr_5fb648c88c4fb42756e82929.pdf#page=26,medium,BASE_WAGE_TOKEN_FROM_ARTICLE_33_WAGES_SI,provisional_unverified
qobs_be273478c4f1763697a74813,cexrem_a01b0d500987587220589a8d,mix_e9d4a507f5fcdc893a6a83de,doc_92b0a2b7c066376791f31a6a,ttd_0606324da6922fdd9d252eb1,sr_8620eb91424af0035d3b5f15,NSCQ-OH-20260720-0206,OH,Willoughby,CITY OF WILLOUGHBY,police,cba,,,13,hourly_rate,Patrolman,$30.44,,$30.44,,,L,,,"March 31, 2019",USD/hour,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0272_sr_8620eb91424af0035d3b5f15.pdf#page=13,medium,BASE_WAGE_RATE_FROM_SALARY_SCHEDULE,provisional_unverified
qobs_43a7846e89603da41c27d274,cexrem_a01b0d500987587220589a8d,mix_e9d4a507f5fcdc893a6a83de,doc_92b0a2b7c066376791f31a6a,ttd_0606324da6922fdd9d252eb1,sr_8620eb91424af0035d3b5f15,NSCQ-OH-20260720-0206,OH,Willoughby,CITY OF WILLOUGHBY,police,cba,,,13,hourly_rate,Patrolman,$37.39,,$37.39,,,A,,,"March 31, 2019",USD/hour,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0272_sr_8620eb91424af0035d3b5f15.pdf#page=13,medium,BASE_WAGE_RATE_FROM_SALARY_SCHEDULE,provisional_unverified
qobs_c2defd9512243e043124f234,cexrem_a01b0d500987587220589a8d,mix_e9d4a507f5fcdc893a6a83de,doc_92b0a2b7c066376791f31a6a,ttd_0606324da6922fdd9d252eb1,sr_8620eb91424af0035d3b5f15,NSCQ-OH-20260720-0206,OH,Willoughby,CITY OF WILLOUGHBY,police,cba,,,13,hourly_rate,Patrolman,$39.69,,$39.69,,,,,,"March 31, 2019",USD/hour,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0272_sr_8620eb91424af0035d3b5f15.pdf#page=13,low,BASE_WAGE_RATE_FROM_SALARY_SCHEDULE,needs_review
qobs_db8a80aa63bbd553f8eae9c6,cexrem_a01b0d500987587220589a8d,mix_e9d4a507f5fcdc893a6a83de,doc_92b0a2b7c066376791f31a6a,ttd_0606324da6922fdd9d252eb1,sr_8620eb91424af0035d3b5f15,NSCQ-OH-20260720-0206,OH,Willoughby,CITY OF WILLOUGHBY,police,cba,,,13,hourly_rate,Patrolman,$31.12,,$31.12,,,,,,"March 29, 2020",USD/hour,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0272_sr_8620eb91424af0035d3b5f15.pdf#page=13,low,BASE_WAGE_RATE_FROM_SALARY_SCHEDULE,needs_review
qobs_b087a79a36722640c4f35272,cexrem_a01b0d500987587220589a8d,mix_e9d4a507f5fcdc893a6a83de,doc_92b0a2b7c066376791f31a6a,ttd_0606324da6922fdd9d252eb1,sr_8620eb91424af0035d3b5f15,NSCQ-OH-20260720-0206,OH,Willoughby,CITY OF WILLOUGHBY,police,cba,,,13,hourly_rate,Patrolman,$38.23,,$38.23,,,A,,,"March 29, 2020",USD/hour,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0272_sr_8620eb91424af0035d3b5f15.pdf#page=13,medium,BASE_WAGE_RATE_FROM_SALARY_SCHEDULE,provisional_unverified
qobs_0af7119eaab6d6716e1f970e,cexrem_f26098ab062312424f3ff0ca,,doc_d13981bdad93b4ff96a26a4e,ttd_f0abd510ea7d433527a459fe,sr_1a019e0a3ad5c24bdaa8ac1e,NSCQ-OH-20260720-0395,OH,Willowick,CITY OF WILLOWICK,police,cba,,,8,percentage_increase,,,,,,,,,2 1/2%,"first full pay period after January 1, 2022",,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0161_sr_1a019e0a3ad5c24bdaa8ac1e.pdf#page=8,medium,WAGE_12_01_BASE_WAGE_INCREASE_2022_FIRST,provisional_unverified
qobs_329e8c9fa56a7a77f4607325,cexrem_f26098ab062312424f3ff0ca,,doc_d13981bdad93b4ff96a26a4e,ttd_f0abd510ea7d433527a459fe,sr_1a019e0a3ad5c24bdaa8ac1e,NSCQ-OH-20260720-0395,OH,Willowick,CITY OF WILLOWICK,police,cba,,,8,percentage_increase,,,,,,,,,2 Yi%,first full pay period occurring in 2023,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0161_sr_1a019e0a3ad5c24bdaa8ac1e.pdf#page=8,low,WAGE_12_01_BASE_WAGE_INCREASE_2023_FIRST,needs_review
qobs_1555de29d5fe0a43af4796bd,cexrem_f26098ab062312424f3ff0ca,,doc_d13981bdad93b4ff96a26a4e,ttd_f0abd510ea7d433527a459fe,sr_1a019e0a3ad5c24bdaa8ac1e,NSCQ-OH-20260720-0395,OH,Willowick,CITY OF WILLOWICK,police,cba,,,9,percentage_increase,,,,,,,,,2 3/4%,first full pay period occurring in 2024,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0161_sr_1a019e0a3ad5c24bdaa8ac1e.pdf#page=9,medium,WAGE_12_01_BASE_WAGE_INCREASE_2024_FIRST,provisional_unverified
qobs_7f94668bfefd03eb8a9ea36e,cexrem_f26098ab062312424f3ff0ca,,doc_d13981bdad93b4ff96a26a4e,ttd_f0abd510ea7d433527a459fe,sr_1a019e0a3ad5c24bdaa8ac1e,NSCQ-OH-20260720-0395,OH,Willowick,CITY OF WILLOWICK,police,cba,,,9,hourly_rate,Patrolman with 5 or more years,,,39.75,,,,,,First full pay in each year: 2022,per hour,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0161_sr_1a019e0a3ad5c24bdaa8ac1e.pdf#page=9,medium,WAGE_12_02_BASE_HOURLY_TABLE_2022_GE5_YE,provisional_unverified
qobs_a1bb7408a60eb1b076e09101,cexrem_f26098ab062312424f3ff0ca,,doc_d13981bdad93b4ff96a26a4e,ttd_f0abd510ea7d433527a459fe,sr_1a019e0a3ad5c24bdaa8ac1e,NSCQ-OH-20260720-0395,OH,Willowick,CITY OF WILLOWICK,police,cba,,,9,hourly_rate,Patrolman with 5 or more years,,,40.74,,,,,,First full pay in each year: 2023,per hour,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0161_sr_1a019e0a3ad5c24bdaa8ac1e.pdf#page=9,medium,WAGE_12_02_BASE_HOURLY_TABLE_2023_GE5_YE,provisional_unverified
qobs_d659cc5397c4737304264242,cexrem_f7c71aaea36ad780d761d55d,,doc_01f15067dc9af7378e09749b,ttd_63029065a962639c42a6eb49,sr_4fe1dcaf7cc9c89e43390190,NSCQ-OH-20260720-0467,OH,Wilmington,CITY OF WILMINGTON,fire,cba,,,27,hourly_rate,,,,"employee’s annual pay level / 2,912 hours (earned wages)",,,,,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0314_sr_4fe1dcaf7cc9c89e43390190.pdf#page=27,medium,WAGE_LEVEL_FORMULA_FOR_EARNED_WAGES_DIVV,provisional_unverified
qobs_c19e62eb95802a3aaf8476cc,cexrem_f7c71aaea36ad780d761d55d,,doc_01f15067dc9af7378e09749b,ttd_63029065a962639c42a6eb49,sr_4fe1dcaf7cc9c89e43390190,NSCQ-OH-20260720-0467,OH,Wilmington,CITY OF WILMINGTON,fire,cba,,,27,hourly_rate,,,,"employee’s annual pay level / 2,080 hours (wage levels for twenty-eight (28) day",,,,,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0314_sr_4fe1dcaf7cc9c89e43390190.pdf#page=27,low,WAGE_LEVEL_FORMULA_DIVV_FOR_28_DAY_WORK,needs_review
