document_identity_id,candidate_queue_row_id,text_table_detection_id,state,municipality,government_name,unit_type,contract_period_start,contract_period_end,negotiation_cycle_id,city_unit_negotiation_cycle_key,matched_set_id,cycle_bridge_status,cycle_source_fields,exact_period_pair_count,residual_cycle_bridge_status,residual_cycle_support_fields,residual_cycle_exact_evidence,residual_cycle_exact_evidence_sha256
doc_d226311bcf545250faf2cfa1,NSCQ-OH-20260720-0800,ttd_e25766e0e5abd37b24299e95,OH,Plain,TOWNSHIP OF PLAIN,fire,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_d2273e314efe6e2eed84635a,NSCQ-FL-20260720-0063,ttd_ca6ed9fa870bc0b823eaf8f4,FL,Fort Myers,CITY OF FORT MYERS,non_safety,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_d2575b9eb45a2bf1997012cc,NSCQ-OH-20260720-0349,ttd_b692566ad7ce62b173089f11,OH,New Philadelphia,CITY OF NEW PHILADELPHIA,police,2022-01-01,2024-12-31,cycle_0cda6794654f07ae909c608a,cuc_c6f6ddc6b701c95644e3bd23,,established_single_exact_pair,candidate_queue.contract_years_scouted|candidate_queue.visible_year_evidence,1,preserved_prior_exact_cycle,,,
doc_d25de88f370697c7e61516d8,NSCQ-FL-20260720-0187,ttd_59071f1304f68c0ceb658e8e,FL,Edgewater,CITY OF EDGEWATER,non_safety,2016-10-01,2019-09-30,cycle_497338831c43756d5ba8ff9e,cuc_4bba30b5574d4ecf72bf06f1,,established_single_exact_pair,candidate_queue.contract_years_scouted,1,preserved_prior_exact_cycle,,,
doc_d2676d1b74bd757020867e61,NSCQ-WA-20260720-0099,ttd_ed765c84a00300367a0b8763,WA,Lake Stevens,CITY OF LAKE STEVENS,police,2024-01-01,2026-12-31,cycle_289dad0223ccb17094407858,cuc_d7e2d685f2d979ca64d8d3e4,,established_single_exact_pair,candidate_queue.contract_years_scouted,1,preserved_prior_exact_cycle,,,
doc_d333b9403ec23f26936e5ce9,NSCQ-OH-20260720-0681,ttd_01678faa6bbe2bf305c9a133,OH,Huron,CITY OF HURON,police,2019-01-01,2021-12-31,cycle_c85610d37a5664204b570b05,cuc_4cb479fc3f3518c4b53d7fa1,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_d35526b6e96607b1c388ff06,NSCQ-CA-20260720-0040,ttd_59b884393ab0f5321be21ae8,CA,Modesto,CITY OF MODESTO,non_safety,2023-07-01,2027-06-30,cycle_822261e0644e47a45732372d,cuc_4745ce7596e3719840e2161c,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_d37233a7ecfaadecb34e0c79,NSCQ-NV-20260720-0011,ttd_a27a160a6bf80e656da5d057,NV,Reno,CITY OF RENO,non_safety,2024-07-01,2026-06-30,cycle_95c5b70051eaca55bbc2afe4,cuc_a0c51ed967e38b573c97af9f,,established_single_exact_pair,text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_d382baf5b95c90d22b030e44,NSCQ-OH-20260720-0602,ttd_fa32ac11a95aea521e3f76e9,OH,Wauseon,CITY OF WAUSEON,police,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_d3963f12e5b547dd4917f310,NSCQ-MI-20260720-0079,ttd_3b39989664585da4b347fcf6,MI,Jackson,CITY OF JACKSON,fire,2024-07-01,2028-06-30,cycle_f207b196086bf3a2b02da36f,cuc_54ce2f4526660c58c805060a,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_d3a1364cc5fbcf674c53d103,NSCQ-TX-20260720-0063,ttd_26948fff0b668c1abc792639,TX,New Braunfels,CITY OF NEW BRAUNFELS,police,2026-04-13,2028-09-30,cycle_b4c4f822ed6ca693d19c7652,cuc_1d0238cd45ba234ba36193cd,,established_single_exact_pair,candidate_queue.contract_years_scouted,1,preserved_prior_exact_cycle,,,
doc_d3d06ec8757cfbc1a242e6f0,NSCQ-NH-20260720-0005,ttd_10d84b8f79d819c47f1a4ccf,NH,Nashua,CITY OF NASHUA,police,2022-07-01,2026-06-30,cycle_12baaa13d87d1a48e3236b2f,cuc_6710713a05280a8755f1e8a3,,established_single_exact_pair,candidate_queue.contract_years_scouted|candidate_queue.visible_year_evidence|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_d403a3cf904fa4239ce8d268,NSCQ-WA-20260720-0165,ttd_b3a091875572f9e6d9a470a7,WA,Washougal,CITY OF WASHOUGAL,police,2025-01-01,2028-12-31,cycle_ab232353fc051abc55c22a74,cuc_dfaca64178fe066bb3b0b3ac,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_d4512a1a4b549f337b590a5a,NSCQ-OH-20260720-0064,ttd_d69513226a752d5482619679,OH,Cuyahoga Falls,CITY OF CUYAHOGA FALLS,police,2021-07-01,2024-06-30,cycle_8d9284dcafd05332d8b675f4,cuc_c46f8a22cb3b92fc9e4848b2,,established_single_exact_pair,candidate_queue.contract_years_scouted,1,preserved_prior_exact_cycle,,,
doc_d475e5b940b8c04d93f7d528,NSCQ-OH-20260720-0712,ttd_712e28d8b2f74b89394cb43c,OH,Uhrichsville,CITY OF UHRICHSVILLE,police,2022-01-01,2024-12-31,cycle_e0fad68d763bd9d233934bca,cuc_7b542b186178c83e536d164b,,established_single_exact_pair,candidate_queue.contract_years_scouted,1,preserved_prior_exact_cycle,,,
doc_d4989a163f5b9238af5e9101,NSCQ-OH-20260720-0682,ttd_b4835883f16ca108b6eeebd0,OH,Huron,CITY OF HURON,police,2022-01-01,2024-12-31,cycle_e006a4442e66e3afe264f371,cuc_98a23d812ccb6db2f1e3dbda,match_e006a4442e66e3afe264f371,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_d4c895e36494fabe9dae6476,NSCQ-WA-20260720-0225,ttd_a666dbe4a533c913c5f1d0e2,WA,Snoqualmie,CITY OF SNOQUALMIE,fire,2022-01-01,2025-12-31,cycle_9484bcde31234cfdaa9bdbfe,cuc_a9f927fe25e6207fd3c334fa,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_d4e8f84a7ff11a0fc59fba54,NSCQ-CA-20260720-0542,ttd_aaf653d34ebeaf4622f40676,CA,La Puente,CITY OF LA PUENTE,non_safety,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_d4f8e4858ce5273c95c26fb7,NSCQ-MI-20260720-0011,ttd_6d2bc365d268a0469c0d525f,MI,Ann Arbor,CITY OF ANN ARBOR,police,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_d55539619cecce8f1d6c0eeb,NSCQ-MI-20260720-0012,ttd_d98876a441b30bca257e16d4,MI,Ann Arbor,CITY OF ANN ARBOR,non_safety,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_d5be18d1719af03adfcedbab,NSCQ-WA-20260720-0220,ttd_10fae1fda36f34074d4b9f30,WA,Cheney,CITY OF CHENEY,non_safety,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_d5e823bf6535203d464763b7,NSCQ-NY-20260720-0042,ttd_c36fe8b18518fc2f384e97f7,NY,Watertown,CITY OF WATERTOWN,non_safety,2017-07-01,2021-06-30,cycle_4e47123511fd351de4275465,cuc_3398498d0fee99ad7978183c,,established_single_exact_pair,text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_d5f00c8ade08f76152fa9e21,NSCQ-MA-20260720-0035,ttd_5c83741f37993a354d053545,MA,Cambridge,CITY OF CAMBRIDGE,fire,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_d5f7f25a56eac803ffb0b880,NSCQ-WA-20260720-0208,ttd_8d45e8ef7f75464dfda6333a,WA,Yelm,CITY OF YELM,non_safety,2025-01-01,2027-12-31,cycle_402aaad1175c23dc85608088,cuc_881ef5944efc34e2ffd72dcd,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_d61e7c78a1610a9a96dc7c29,NSCQ-CA-20260720-0584,ttd_4387a342f06c5a878731600e,CA,Poway,CITY OF POWAY,fire,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_d63f6673f4b0234ca973815e,NSCQ-IL-20260720-0202,ttd_52d0393a1118bf8b093af0ac,IL,East Moline,CITY OF EAST MOLINE,police,2021-01-01,2023-12-31,cycle_a54d2193fec9658cd8a67291,cuc_618ff1acaa659f772ccd3e6c,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_d65f2e2038ce319f4a8cb2b0,NSCQ-OH-20260720-0334,ttd_77b37337dbbb031532e80e10,OH,Aurora,CITY OF AURORA,fire,2024-01-01,2025-12-31,cycle_a2eb41169149bdde5d33a537,cuc_68954c1244b1a5dc8c54e33e,,established_single_exact_pair,candidate_queue.contract_years_scouted|candidate_queue.visible_year_evidence|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_d674c119db187af55a841623,NSCQ-OH-20260720-0436,ttd_aad88dfeaa23664373c82288,OH,University Heights,CITY OF UNIVERSITY HEIGHTS,fire,2020-07-01,2023-06-30,cycle_d4336e168c7d4ef32f8c7612,cuc_ebe1f924cc3e09210e80e886,,established_single_exact_pair,candidate_queue.contract_years_scouted,1,preserved_prior_exact_cycle,,,
doc_d6fc539a1c0e1cdf369f7248,NSCQ-CA-20260720-0269,ttd_66d8169c24d008062e5321ca,CA,Tustin,CITY OF TUSTIN,non_safety,2021-07-01,2024-06-30,cycle_806d842408142621690806b5,cuc_19912ae39d7c05fa777b13f9,match_806d842408142621690806b5,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_d73e52311eb6c7604548cc6d,NSCQ-OH-20260720-0366,ttd_0c69a1c7225a927b4013a1de,OH,Fairview Park,CITY OF FAIRVIEW PARK,fire,2017-01-01,2019-12-31,cycle_425b18bf913a07e70aaddefc,cuc_0809e94f0da1b1e185498603,,established_single_exact_pair,candidate_queue.visible_year_evidence,1,preserved_prior_exact_cycle,,,
doc_d74f0fc0e24036274f2f2d08,NSCQ-OH-20260720-0646,ttd_f01b73a699f2dbfd098c5ad5,OH,Ontario,CITY OF ONTARIO,police,2020-01-01,2022-12-31,cycle_6316f0d2518690ca19ac5dd5,cuc_d11055e61f1f214790448f84,,established_single_exact_pair,candidate_queue.visible_year_evidence,1,preserved_prior_exact_cycle,,,
doc_d76dac7a66e1b54af3947249,NSCQ-OH-20260720-0725,ttd_dbcc7b8b771badb4eb4624d0,OH,Grafton,VILLAGE OF GRAFTON,police,2020-01-01,2022-12-31,cycle_135fd2208996197277ce6d30,cuc_6d5c3b8725850c90388b32aa,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_d786de187b1ab4d94e7926d1,NSCQ-WI-20260720-0003,ttd_40b22cd72bea7d5443eafd72,WI,Milwaukee,CITY OF MILWAUKEE,fire,2017-01-01,2020-12-31,cycle_04e28750813954db685de988,cuc_740aece9e240450223320d75,,established_single_exact_pair,text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_d78860f6de94776c814a556e,NSCQ-MA-20260720-0099,ttd_3d6a0bafab248eb57d47d35f,MA,Attleboro,CITY OF ATTLEBORO,fire,2023-07-01,2026-06-30,cycle_2b67fdfb3a133ef03689fbdc,cuc_6ad589135fcb11d166664a3b,match_2b67fdfb3a133ef03689fbdc,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_d796f005164125ce23771862,NSCQ-OH-20260720-0298,ttd_2c66256c106edd228abee920,OH,Ashland,CITY OF ASHLAND,fire,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_d7cc1a827d134c2d250ca5ea,NSCQ-OH-20260720-0285,ttd_ed4477646a17851c31b59874,OH,Forest Park,CITY OF FOREST PARK,police,2017-01-01,2019-12-31,cycle_14027f7fb00b76e184e28fc5,cuc_61f5faebcc1e4f1c87efe07a,,established_single_exact_pair,candidate_queue.contract_years_scouted|candidate_queue.visible_year_evidence,1,preserved_prior_exact_cycle,,,
doc_d7d9ac7263cbff7bad23a235,NSCQ-CA-20260720-0038,ttd_ed68bf0d585136179b56f69d,CA,Modesto,CITY OF MODESTO,police,,,,,,quarantined_conflicting_or_multiple_exact_pairs,candidate_queue.contract_years_scouted,2,quarantined_prior_conflict_not_deterministically_disambiguated,,,
doc_d7ec5daa5316582d6b64fb4b,NSCQ-IL-20260720-0024,ttd_33dd28b04bbd35c58036130a,IL,Peoria,CITY OF PEORIA,police,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_d808c89cc09a8492bbe5a136,NSCQ-CA-20260720-0232,ttd_1fe5094ef586df5f05c56f43,CA,San Leandro,CITY OF SAN LEANDRO,non_safety,2023-01-01,2028-06-30,cycle_de67bb84a8f96fe440c89378,cuc_680a7b9f2e5464035020eb33,match_de67bb84a8f96fe440c89378,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_d80ac71ac17fd1b16877eef2,NSCQ-OH-20260720-0344,ttd_286adaad2311973ad9e1f208,OH,Portsmouth,CITY OF PORTSMOUTH,non_safety,2020-01-01,2022-12-31,cycle_424fb83c3ca618283901e4dd,cuc_2c95e9def98e807b370eeb1e,,established_single_exact_pair,text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_d8226dffa35543f068367faf,NSCQ-OH-20260720-0265,ttd_db76eae4509a97f24e133cd0,OH,Mayfield Heights,CITY OF MAYFIELD HEIGHTS,fire,2021-01-01,2023-12-31,cycle_d7f232e30984068014f06456,cuc_fe0978ec9ac626033b731d01,,established_single_exact_pair,candidate_queue.contract_years_scouted|candidate_queue.visible_year_evidence|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_d82ce6fc42f19b1b331056fb,NSCQ-WI-20260720-0073,ttd_7abe0565ba1d2c7c037f4fbc,WI,West Bend,CITY OF WEST BEND,fire,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_d84631f37206b7846f2459eb,NSCQ-OH-20260720-0656,ttd_577413aa39c01a5ae82b589e,OH,Port Clinton,CITY OF PORT CLINTON,police,2023-04-01,2026-03-31,cycle_ff33679335b49c619d7c4d1b,cuc_1469a761b6783c15f814369f,,established_single_exact_pair,candidate_queue.contract_years_scouted|candidate_queue.visible_year_evidence|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_d864adbc0d9991e1d2f0abfd,NSCQ-WA-20260720-0057,ttd_fda69e2effc1261fa0a675a3,WA,Olympia,CITY OF OLYMPIA,non_safety,2019-01-01,2021-12-31,cycle_65d5fbd6d6dadbaf6baf95de,cuc_a673c63df44a38f9946a40d1,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_d87cfe791c63a4dfdbdafce2,NSCQ-IL-20260720-0159,ttd_4c072922ba8a25173e4a33cc,IL,Streamwood,VILLAGE OF STREAMWOOD,fire,2016-01-01,2018-12-31,cycle_655dfdf039bb38b4fb7826fc,cuc_a8d12db9b9342cb9030082a1,,established_single_exact_pair,text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_d89e5b45c6ee64c8087d2606,NSCQ-IL-20260720-0046,ttd_2da61afe672745b1f7049fc1,IL,Bolingbrook,VILLAGE OF BOLINGBROOK,fire,2019-05-01,2020-04-30,cycle_85ed130e2955966e311fe56a,cuc_a1d2ff835d77d26651e0a718,,established_single_exact_pair,text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_d8a1d427b1c4a5b6fcb12a86,NSCQ-WA-20260720-0020,ttd_ef1c78df2be99150023dbfc5,WA,Everett,CITY OF EVERETT,police,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_d925c859294ebb0df8894972,NSCQ-OH-20260720-0154,ttd_82b53751cb42143c4736b9d5,OH,Garfield Heights,CITY OF GARFIELD HEIGHTS,police,2018-01-01,2020-12-31,cycle_b69cb851135951d66c3476f8,cuc_622e0855f273f003394e37ae,,established_single_exact_pair,candidate_queue.contract_years_scouted|candidate_queue.visible_year_evidence,1,preserved_prior_exact_cycle,,,
doc_d938ff366a5433503e5bd3ca,NSCQ-CA-20260720-0291,ttd_81d81f436f646ddf81f5f278,CA,Lake Elsinore,CITY OF LAKE ELSINORE,non_safety,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_d9ceec9fb5d409755290163f,NSCQ-IL-20260720-0146,ttd_6d0ec4d10a4b4d1e75171bea,IL,Galesburg,CITY OF GALESBURG,police,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_da087fadcd471854a889f521,NSCQ-WI-20260720-0162,ttd_f033c22c21c7063d591aaa7c,WI,Oregon,VILLAGE OF OREGON,police,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_da2635a5443afcf1cb939508,NSCQ-CA-20260720-0201,ttd_653254faecb3912d05d63819,CA,San Marcos,CITY OF SAN MARCOS,non_safety,2025-07-01,2027-06-30,cycle_ab7459b2b44c9e80bcbe8cc0,cuc_04bfa13cde6e223d3bdf589d,match_ab7459b2b44c9e80bcbe8cc0,established_single_exact_pair,text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_da677fe6834726dd69991080,NSCQ-NV-20260720-0002,ttd_398b8d405d2bf353dbc904de,NV,Henderson,CITY OF HENDERSON,police,2009-07-01,2010-06-30,cycle_65da8fe44bc50ceadb1219ef,cuc_5e57771db5a6b41d2b646c45,,established_single_exact_pair,text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_da7485c1ac0e068460084041,NSCQ-CA-20260720-0063,ttd_8afee08ed60e90a39b47afa7,CA,Palo Alto,CITY OF PALO ALTO,non_safety,2019-07-01,2020-06-30,cycle_98481896a7088c17359c287c,cuc_f42bb93bfb0e956f11ba6018,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_da7bf6ea8389feda584ca27b,NSCQ-MI-20260720-0059,ttd_960e324c401178e1aa8bba8c,MI,Dearborn Heights,CITY OF DEARBORN HEIGHTS,police,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_da9c9f2ef2bda47ae5b4d24c,NSCQ-TX-20260720-0068,ttd_4aebaf0f8948333604ae7846,TX,Edinburg,CITY OF EDINBURG,police,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_dac45148e68d2f324af9d521,NSCQ-OH-20260720-0333,ttd_4cf5d3670b19f0f25483474b,OH,Aurora,CITY OF AURORA,police,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_dad15c9ca20a4f91ad63c06a,NSCQ-OH-20260720-0017,ttd_81c942fb490428a30188bedc,OH,Dublin,CITY OF DUBLIN,police,2023-01-01,2025-12-31,cycle_d24ebc3fc9fee8e2e79cda7a,cuc_e2d6e36495ade1b159f016da,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_db1c05e70a63710cb0425e03,NSCQ-WI-20260720-0108,ttd_b3c684eead1a7528926ed930,WI,Onalaska,CITY OF ONALASKA,police,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_db2db4e56cd42528e6cc458b,NSCQ-OH-20260720-0733,ttd_d089178ca90bdd0add9edaad,OH,Olmsted Falls,CITY OF OLMSTED FALLS,non_safety,2024-01-01,2026-12-31,cycle_51242665061949830d19be10,cuc_37562a2efa686bfc751c7ad2,,established_single_exact_pair,text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_db429d9d062bb07f9fe2d89f,NSCQ-OH-20260720-0710,ttd_e0c077ed181f644e44c64ffa,OH,Mentor-on-the-Lake,CITY OF MENTOR ON THE LAKE,fire,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_db632c9e635bbf454f585eea,NSCQ-OK-20260720-0002,ttd_7c5cc7f89c3b192e06785274,OK,Tulsa,CITY OF TULSA,police,2023-01-01,2024-06-30,cycle_813f4bb315bccd59cf2c46cb,cuc_dd22373b179a8b14fa6b5dd7,,established_single_exact_pair,text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_db93e234f5a78b74fd2861a7,NSCQ-OH-20260720-0531,ttd_bef7652e022cc73e9ed29616,OH,Heath,CITY OF HEATH,non_safety,2020-04-01,2023-03-31,cycle_ca876097a824b8b948bb0327,cuc_1927b4441c3b18016d321730,,established_single_exact_pair,candidate_queue.contract_years_scouted|candidate_queue.visible_year_evidence,1,preserved_prior_exact_cycle,,,
doc_dbad9cd1fc2560c993df7346,NSCQ-AK-20260720-0028,ttd_5ea9e73b5c1f986ce8cebe11,AK,Soldotna,CITY OF SOLDOTNA,police,2022-07-01,2025-06-30,cycle_b5526bcf2ed0fbbf94adfba2,cuc_f6ae80552d1f472357d1d49c,,established_single_exact_pair,candidate_queue.contract_years_scouted,1,preserved_prior_exact_cycle,,,
doc_dbe16f66d924ff4aa0791731,NSCQ-IL-20260720-0075,ttd_3baf55557ed7318f91358b3f,IL,Quincy,CITY OF QUINCY,non_safety,2024-05-01,2027-04-30,cycle_472f6cae864cbd58be812e3a,cuc_a70f41e7674fc285a3412322,,established_single_exact_pair,candidate_queue.contract_years_scouted,1,preserved_prior_exact_cycle,,,
doc_dbe5bdce453c666c73afff25,NSCQ-OH-20260720-0307,ttd_32cfa63a575ecb7ec623e93a,OH,Pataskala,CITY OF PATASKALA,non_safety,2017-01-01,2019-12-31,cycle_7f78dd26f5127872ced76417,cuc_68e1ee540a699cd05c966006,,established_single_exact_pair,text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_dc17f9313aeddf4edb53d83f,NSCQ-OK-20260720-0001,ttd_c1964d6cece721f14295be83,OK,Oklahoma City,CITY OF OKLAHOMA CITY,police,2023-07-01,2025-06-30,cycle_45a26ddc52da7743716f220b,cuc_5be54d55d3488356f0428119,,established_single_exact_pair,,0,established_single_exact_pair_from_explicit_cycle_metadata,candidate_queue.cycle_match_notes,"July 1, 2023 through June 30, 2025",2970ad60b6954e388341811bd4d660b08c9fa3fa37718edb0f074579a31352b7
doc_dc3cff2fce92632b66820dee,NSCQ-OR-20260720-0037,ttd_3768b9f47887dbeee0b32a33,OR,Springfield,CITY OF SPRINGFIELD,police,2023-07-01,2026-06-30,cycle_5ebaef808973b71e3d3042b4,cuc_31c37008684a00a66b43f9d9,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_dc52d27088f022cc4f69a94d,NSCQ-OR-20260720-0011,ttd_a5f6a97ddb04e440500e05be,OR,Eugene,CITY OF EUGENE,non_safety,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_dc6cbd0a45c474d81948c55e,NSCQ-WI-20260720-0198,ttd_539d4913967fae2729c554c2,WI,Hartland,VILLAGE OF HARTLAND,police,2022-01-01,2026-12-31,cycle_8222b86edefae54210840c51,cuc_c0094a605fe17e181238b77a,,established_single_exact_pair,candidate_queue.contract_years_scouted,1,preserved_prior_exact_cycle,,,
doc_dc962eaa24a34a5fdba3ffb5,NSCQ-CA-20260720-0730,ttd_e03b9757cadc49a60bfef432,CA,San Fernando,CITY OF SAN FERNANDO,police,2024-01-01,2028-06-30,cycle_d0599064e8bfeeba96e4e8dd,cuc_b7aa327f9e72327981a016b1,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_dcfe12d82a20c75fa4dad2d6,NSCQ-OH-20260720-0581,ttd_cb4e7d7c7b01e16601e1a64c,OH,Bryan,CITY OF BRYAN,fire,2025-01-01,2027-12-31,cycle_e7df5d03a059ed5240316387,cuc_f3ca78af49f7ac7acbd2dcbf,,established_single_exact_pair,text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_dd40e051223fc2d4e4cb87a6,NSCQ-CA-20260720-0233,ttd_06a45af88ea108217c2d8f47,CA,San Ramon,CITY OF SAN RAMON,police,2024-07-01,2027-06-30,cycle_facbbfa1e6cd54e37680dba0,cuc_74e1d06c099e1de287435917,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_dd575e3ac1cca575f55c8ee2,NSCQ-OH-20260720-0458,ttd_9edb702d054de474fac9eda8,OH,Greenville,CITY OF GREENVILLE,non_safety,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_dd5b9f8fcb898e7d8c1e7dda,NSCQ-CT-20260720-0007,ttd_339ac32d00e7669cbd148006,CT,New Haven,CITY OF NEW HAVEN,police,2016-07-01,2022-06-30,cycle_fe23bb27ad5d4977d44ead4b,cuc_c86cae0497f770c4027179e6,,established_single_exact_pair,text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_dd5c50f3ebe56c0fc5c84e09,NSCQ-OR-20260720-0082,ttd_b78c200cb126540be34e4127,OR,Lebanon,CITY OF LEBANON,police,2024-07-01,2027-06-30,cycle_e962f148f11f61061aa5f481,cuc_ee44b3c81a26b1e5f8f704a5,,established_single_exact_pair,candidate_queue.contract_years_scouted|candidate_queue.visible_year_evidence|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_dd6c76b54580bdba4284a5f4,NSCQ-TX-20260720-0057,ttd_f4cb8f7e9761c346ba9782b2,TX,Abilene,CITY OF ABILENE,police,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
