qualitative_evidence_id,qualitative_source_record_id,scope_origin,source_review_id,retained_source_id,retained_content_hash,case_id,text_table_detection_id,candidate_id,state,municipality,unit_type,bargaining_unit_name,contract_or_cycle_period,cycle_start,cycle_end,source_family,mechanism_family,claim_relevance,direction_of_pressure,evidence_strength,claim_boundary,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness
targeted:SPANR201-482bc9464058aead257bbeab,SPAN321-f74a25973225ee630d3dba9b,targeted_valid_173_rating,,RS429-728fa34f79dffe429f1c,,,,TS4L-945864d2fb70ff3ab742,IL,Addison,non_safety_comparator,,"January 1, 2015 – December 31, 2017 (referenced)",2015,2017,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,direct_text_claim,not_applicable,strong,Only indicates protection via an included salary-freeze clause; does not specify wage effects.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
targeted:SPANR201-485971d483af7d299b8a92d7,SPAN321-a4dfc94ab2aa3e39cac854f6,targeted_valid_173_rating,,RS429-8e2915cb9ad9a064768c,,,,TS4L-47bc35df77cb459f9100,OH,Clear Creek,safety_and_non_safety_bargaining_units,Clearcreek Professional Firefighters Local 4207,2021-2023,2021-01-01,2023-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,direct_text_claim,neutral_or_unclear,strong,Limits support to the section header stating no-strike/no-lockout; no additional mechanism details in the body sentence.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
targeted:SPANR201-4a61ab99649d3a65744de392,SPAN321-fde5812710dd68d23b9b7dec,targeted_valid_173_rating,,RS429-6ea8fd132f54f2e360a0,,,,TS4L-ac9b90b8cf0807ce53fc,NC,Lewisville,safety_and_non_safety_compensation_units,,"Request for Proposals (RFP) dated August 30, 2024",2024-08-30,2025-06-30,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,documentary_mechanism_claim,neutral_or_unclear,weak,"RFP title references a classification and compensation study, but does not explicitly mention market or peer comparability.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
targeted:SPANR201-4c05045c56707e61517b25b2,SPAN321-00d666cfc659fa0f74f0ee02,targeted_valid_173_rating,,RS429-8e2915cb9ad9a064768c,,,,TS4L-47bc35df77cb459f9100,OH,Clear Creek,safety_and_non_safety_bargaining_units,Clearcreek Professional Firefighters Local 4207,2021-2023,2021-01-01,2023-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,direct_text_claim,neutral_or_unclear,strong,Applies to the Union not causing/authorizing/condoning strikes and work stoppages during the Agreement term.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
targeted:SPANR201-4d55efe6fde1ee47505969f8,SPAN321-2c00567d73edd9ae9f534636,targeted_valid_173_rating,,RS429-66fa6f654cb677ff7e4e,,,,TS4L-b35f887ea07f8d108ef0,IL,Elk Grove,safety_and_non_safety_bargaining_units,Metropolitan Alliance of Police (MAP) / public safety units (as named within the award),Interest Arbitration Award (case/timeframe tied to S-MA-16-150),2014,2016,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,documentary_mechanism_claim,neutral_or_unclear,weak,Only states how disputed items/impasse are resolved via statutory impasse procedure; does not state strike/no-strike or stoppage terms.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
targeted:SPANR201-4fba2a2f3202daa2c8ffa1a1,SPAN321-12d4ed024f4596efe63f15d2,targeted_valid_173_rating,,RS429-6ea8fd132f54f2e360a0,,,,TS4L-ac9b90b8cf0807ce53fc,NC,Lewisville,safety_and_non_safety_compensation_units,,"Request for Proposals (RFP) dated August 30, 2024",2024-08-30,2025-06-30,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,documentary_mechanism_claim,neutral_or_unclear,moderate,Study-scope header indicating compensation/classification study services (no explicit market/comparability language).,rated_valid,not_ingested,not_codified,not_causal_evidence,false
targeted:SPANR201-51ca7f290771fc8bceac642d,SPAN321-342126f9dde79cbdf1ef34ab,targeted_valid_173_rating,,RS429-135641aa2b35e6a985c2,,,,TS4L-0c65caa80dc764fab8b4,TN,Athens,safety_and_non_safety_compensation_units,,2022-12-01 (proposal date; study proposal),,,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,direct_text_claim,neutral_or_unclear,strong,Proposal title indicating a compensation/classification study (no stated market comparison results or causal impact).,rated_valid,not_ingested,not_codified,not_causal_evidence,false
targeted:SPANR201-528a08a26d8d1638113dbb03,SPAN321-5e76060e89ea3f279eb40046,targeted_valid_173_rating,,RS429-135641aa2b35e6a985c2,,,,TS4L-0c65caa80dc764fab8b4,TN,Athens,safety_and_non_safety_compensation_units,,2022-12-01 (proposal date; study proposal),,,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,direct_text_claim,neutral_or_unclear,moderate,"Classifies and compensates via a compensation study for the city (market alignment/comparability context implied, no causal effect stated).",rated_valid,not_ingested,not_codified,not_causal_evidence,false
targeted:SPANR201-5326079d20e0574280061632,SPAN321-93fe4bcfbe4cdea37abb84e9,targeted_valid_173_rating,,RS429-d9faeebb6d7dce34f63e,,,,TS4L-26680789eee7d320ce8a,TX,Uvalde,safety_and_non_safety_compensation_units,,2022-2023 (context in salary plan development tables referenced in agenda packet),2021-07-01,2022-06-30,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,direct_text_claim,neutral_or_unclear,strong,only reflects planned market-competitive pay structure building/alignment; not evidence of wage gap magnitude or causal effect,rated_valid,not_ingested,not_codified,not_causal_evidence,false
targeted:SPANR201-54a375e251cf0625b28cdff4,SPAN321-cba64e40d9d5f749eb52bb9d,targeted_valid_173_rating,,RS429-49c177ab897f0f14676b,,,,TS4L-aa025692b3f0df067262,NH,Derry,safety_and_non_safety_bargaining_units,"Professional, Administrative & Technical Employees of Derry (PATE), SEA of NH, Inc., SEIU Local 1984","July 1, 2021 - June 30, 2026",2021-07-01,2026-06-30,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,direct_text_claim,neutral_or_unclear,strong,No-strike/anti-work-stoppage promise and disciplinary consequence in this Article.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
targeted:SPANR201-55de8c2afe8ff6ea5670eaa6,SPAN321-97f5c358367ad907ab2c684f,targeted_valid_173_rating,,RS429-251407d41bc1a2f00fd0,,,,TS4L-53cb55b2ec502323e8ee,TX,Bellaire,safety_and_non_safety_compensation_units,,Referenced in 2024 council workshop materials (salary/range workshop; exact effective period not confirmed from search snippet),2024-01-01,2024-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,direct_text_claim,neutral_or_unclear,strong,Compensation Study scope referencing recruitment/retention challenges and market comparability via comparable labor markets,rated_valid,not_ingested,not_codified,not_causal_evidence,false
targeted:SPANR201-58f10a98ccbba50cc05c07d7,SPAN321-a0c236ffb9afc2e48fe7d7a5,targeted_valid_173_rating,,RS429-68db620565c5ffc8a222,,,,TS4L-49ab66d3fa558f37d11a,GA,Americus,safety_and_non_safety_compensation_units,,2014-2024 target window (reference indicates 2024 Council Approved / Implementation Completed),2014,2024,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,documentary_mechanism_claim,neutral_or_unclear,moderate,Applies only to the listed 'classification and compensation study' items; no explicit market comparison or adjustment described beyond the study title.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
targeted:SPANR201-593eabc804b97a9f382152da,SPAN321-d08f86624f2bdd3f259cc18a,targeted_valid_173_rating,,RS429-43069126527fe98d3b6c,,,,TS4L-ebe871bdd8c0b550dff7,IL,Dundee,safety_and_non_safety_bargaining_units,Metropolitan Alliance of Police (MAP) (exact chapter/unit naming not extracted here),2023-2026 (as named in filename),2023,2026,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,direct_text_claim,neutral_or_unclear,strong,ARTICLE IV NO STRIKE CLAUSE heading (Section 4.1),rated_valid,not_ingested,not_codified,not_causal_evidence,false
targeted:SPANR201-5c07f2dde31c7e560ccc3f28,SPAN321-d7912ae93ad7478bb534c9ca,targeted_valid_173_rating,,RS429-75877f6f2bb83306c3e3,,,,TS4L-a5ce737e9deaa462634d,GA,Monroe,safety_and_non_safety_compensation_units,,2020,2020,2020,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,documentary_mechanism_claim,neutral_or_unclear,moderate,"Only references a wage and salary survey (market/benchmarks), without stating wage adjustments or comparators.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
targeted:SPANR201-5ecb215856267678789e46c5,SPAN321-b005b0bbeb3a7a73cd660f85,targeted_valid_173_rating,,RS429-3562f188f529e2642700,,,,TS4L-669720ef20a6058e3d34,TX,Palmview,safety_and_non_safety_compensation_units,,Budget document labeled 2020 (contains an Employee Salary Schedule section),,,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,direct_text_claim,neutral_or_unclear,strong,Competitiveness framing for recruitment/retention/reward; no wage gap or causal outcome claimed.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
targeted:SPANR201-6679e3da6259f95d93aa7b6d,SPAN321-a31b20c64ef2ca5ed76e2fea,targeted_valid_173_rating,,RS429-d717bcc3e7fe96bdfbeb,,,,TS4L-a941e4912e55e0f8a56e,CO,Castle Pines,safety_and_non_safety_compensation_units,,2024 Annual Budget,2024-01-01,2024-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,direct_text_claim,neutral_or_unclear,strong,Budget compensation policy to be commensurate with labor market via market-matching; does not quantify wage effects,rated_valid,not_ingested,not_codified,not_causal_evidence,false
targeted:SPANR201-67cc336d431ba616d1f6ffbf,SPAN321-db3415e611e61906ba3520a3,targeted_valid_173_rating,,RS429-66fa6f654cb677ff7e4e,,,,TS4L-b35f887ea07f8d108ef0,IL,Elk Grove,safety_and_non_safety_bargaining_units,Metropolitan Alliance of Police (MAP) / public safety units (as named within the award),Interest Arbitration Award (case/timeframe tied to S-MA-16-150),2014,2016,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,context_only,neutral_or_unclear,weak,"Mentions compulsory interest arbitration panel selection; does not reference strike, no-strike, labor-peace, or impasse suspension terms.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
targeted:SPANR201-68841195a1aa6d9ae5ecef52,SPAN321-3b210c390a6d6d6f5c966f2a,targeted_valid_173_rating,,RS429-bb584e3a5c1e28e534cb,,,,TS4L-65919c2632c5c4ecc811,PA,Middletown,safety_and_non_safety_bargaining_units,not_identified_in_locator_snippet,2020 (document date; contract period not specified in locator snippet),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,direct_text_claim,neutral_or_unclear,strong,Article 4 heading only; no mediation/impasse process mentioned,rated_valid,not_ingested,not_codified,not_causal_evidence,false
targeted:SPANR201-69429c505dd313246b8e7c23,SPAN321-ce1eb4e1b46012f47e29dfe6,targeted_valid_173_rating,,RS429-8e2915cb9ad9a064768c,,,,TS4L-47bc35df77cb459f9100,OH,Clear Creek,safety_and_non_safety_bargaining_units,Clearcreek Professional Firefighters Local 4207,2021-2023,2021-01-01,2023-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,direct_text_claim,neutral_or_unclear,strong,Applies to the contract period and constrains union/employee actions by forbidding strikes and lockouts and related work stoppages; does not specify any causal effect.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
targeted:SPANR201-6b47257f0e2cd53d249cf326,SPAN321-316639e2c45c09f7f3a6a932,targeted_valid_173_rating,,RS429-94d0eff8ffa1df6361ff,,,,TS4L-b21f1a9452910a919fef,IL,Galesburg City,safety_and_non_safety_bargaining_units,Public Safety Employees’ Organization (PSEO),"Entered May 20, 2024; term shown as 2024-2026 on file title",2024-01-01,2026-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,direct_text_claim,neutral_or_unclear,strong,Article VI heading naming strike/lockout constraints,rated_valid,not_ingested,not_codified,not_causal_evidence,false
targeted:SPANR201-6dffa70e4a7d8d14b75695d3,SPAN321-d3d69973f06d2aeb6f00bd40,targeted_valid_173_rating,,RS429-c6832562c3f7d73bf144,,,,TS4L-93c9ae0c4d54845f4fd0,OH,Hamilton,safety_and_non_safety_bargaining_units,Fraternal Order of Police (rank-and-file bargaining unit),"Collective bargaining agreement for the City of Hamilton, Ohio; arbitration/impasse-related provisions present (exact dates not confirmed from search snippet)",,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,direct_text_claim,neutral_or_unclear,strong,Provisions stating no lockout by the CITY; no strike/sympathy strike/interference authorization by the Union.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
targeted:SPANR201-6e39a8a720989b76961d86bd,SPAN321-085a11666c4861a22206568e,targeted_valid_173_rating,,RS429-5ae4c771afffd9a33c20,,,,TS4L-2b78cb0b5f05c8511918,MA,Northborough,safety_and_non_safety_compensation_units,Northborough Firefighters Local 3057,FY2023–FY2025 (effective wage changes include FY2023/FY2024/FY2025 step and market adjustment tables),2014-01-01,2024-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,direct_text_claim,neutral_or_unclear,strong,"Supports presence of market-adjustment wage mechanism; does not state comparisons, peers, or causal effects.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
targeted:SPANR201-6e73970084874b1c1f70aa85,SPAN321-acef157131ee44f3b82482cb,targeted_valid_173_rating,,RS429-707c34876407db7dbda8,,,,TS4L-1df40ff88b7f3e987c7e,IL,Downers Grove,safety_and_non_safety_bargaining_units,Public Works/General Municipal employee bargaining unit (Local 150 with Village of Downers Grove),2024-2028,2024-01-01,2028-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,direct_text_claim,neutral_or_unclear,strong,Only states a contractual no-strike/no-lockout rule; does not specify effects or direction.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
targeted:SPANR201-6f5a8080c0b0bb8fb0d6c338,SPAN321-a835d0d5a91b630c099c75f4,targeted_valid_173_rating,,RS429-bdd561e3099a7165fd64,,,,TS4L-f8bfd25f9865018517ba,OH,Washington,safety_and_non_safety_bargaining_units,International Association of Fire Fighters Local 699,"Effective July 1, 2019 through June 30, 2022",2019-07-01,2022-06-30,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,direct_text_claim,neutral_or_unclear,strong,Only the prohibition/constraint terms in Section 5.01; no causal inference.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
targeted:SPANR201-704563e251f3fdcdadcdf092,SPAN321-27b2105a04650d76fe2ce941,targeted_valid_173_rating,,RS429-135641aa2b35e6a985c2,,,,TS4L-0c65caa80dc764fab8b4,TN,Athens,safety_and_non_safety_compensation_units,,2022-12-01 (proposal date; study proposal),,,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,documentary_mechanism_claim,neutral_or_unclear,moderate,Used only to document that a classification/compensation study was proposed; no claim about wage effects,rated_valid,not_ingested,not_codified,not_causal_evidence,false
targeted:SPANR201-73c9375739a09996278f6e4a,SPAN321-f1af03b0e039d16792056f9d,targeted_valid_173_rating,,RS429-58dd5defc8efa4d4540d,,,,TS4L-7fe1aa060f2c81a0851d,CT,East Hartford,safety_and_non_safety_bargaining_units,"Local 1548, International Association of Fire Fighters (IAFF) (East Hartford Fire)","Effective July 1, 2019 through June 30, 2022",2019-07-01,2022-06-30,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,context_only,neutral_or_unclear,weak,Evidence only for arbitration/decision power; does not mention strike/no-strike or labor impasse.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
targeted:SPANR201-79a6f662aafc977f9c22550c,SPAN321-5ad78c7baa4ab1af5917bd0a,targeted_valid_173_rating,,RS429-a2e45b84b083dce0bb5b,,,,TS4L-65203e774a76590d9aaf,TX,Fate,non_safety_municipal_units,,FY 2016-2017,2016,2017,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,direct_text_claim,not_applicable,moderate,FY17 budget appropriates funds specifically for targeted pay increases for sworn Fire Department positions (appropriation language tied to compensation).,rated_valid,not_ingested,not_codified,not_causal_evidence,false
targeted:SPANR201-7a9fa6a8ba2dc485cd535e0e,SPAN321-eae4bc4e647b66db7be7b073,targeted_valid_173_rating,,RS429-c2da85650090257f4a35,,,,TS4L-3b33b6337549143b691b,IL,Galesburg City,safety_and_non_safety_bargaining_units,AFSCME Council 31 / Local 1173,"Entered June 3, 2024; term shown as 2024-2026 on file title",2024-01-01,2026-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,direct_text_claim,neutral_or_unclear,strong,"Limited to the express no-lockout prohibition during the agreement term; does not address strikes, mediation, or impasse.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
targeted:SPANR201-7c0ff5ccbb67bd25bd52a5b5,SPAN321-bd9a2dcada131f220c5aed30,targeted_valid_173_rating,,RS429-afd4608518bfe5e8f752,,,,TS4L-9352bcad1f5b79be8c34,WI,Waunakee,non_safety_comparator,,Successor agreement context for 1992 and 1993 (as indicated by search snippet),1992,1993,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,direct_text_claim,neutral_or_unclear,strong,Wage freeze as an exchange for reduced work hours; no safety/comparative inference.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
targeted:SPANR201-7cc6fd08e00519d6c3f13736,SPAN321-a0917d0e992428c941aface0,targeted_valid_173_rating,,RS429-5ae4c771afffd9a33c20,,,,TS4L-2b78cb0b5f05c8511918,MA,Northborough,safety_and_non_safety_compensation_units,Northborough Firefighters Local 3057,FY2023–FY2025 (effective wage changes include FY2023/FY2024/FY2025 step and market adjustment tables),2014-01-01,2024-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,direct_text_claim,neutral_or_unclear,moderate,Bounds to the label introducing market adjustment figures (no causality or peer-logic stated).,rated_valid,not_ingested,not_codified,not_causal_evidence,false
targeted:SPANR201-7e34d86ab09d557134ddf381,SPAN321-6fb1deab5b6ae2d72e2f5624,targeted_valid_173_rating,,RS429-c2da85650090257f4a35,,,,TS4L-3b33b6337549143b691b,IL,Galesburg City,safety_and_non_safety_bargaining_units,AFSCME Council 31 / Local 1173,"Entered June 3, 2024; term shown as 2024-2026 on file title",2024-01-01,2026-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,direct_text_claim,neutral_or_unclear,strong,No-strike covenant text only; does not address mediation/arbitration/impasse or causality,rated_valid,not_ingested,not_codified,not_causal_evidence,false
targeted:SPANR201-7f78da20ec328d4a3a86b0f4,SPAN321-ffec5acea6870598b8a65762,targeted_valid_173_rating,,RS429-ee6c869d501c296a7925,,,,TS4L-1ff9f2e16c7b9d78d284,IL,Collinsville,non_safety_comparator,FOP Civilian Unit (City of Collinsville),Referenced as part of a 2011-2013 collective bargaining agreement context (document includes wage offer/appendix content),2011-01-01,2013-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,direct_text_claim,not_applicable,moderate,Only reflects that the cost-of-living assessment considers a prior wage freeze; does not state any ongoing or binding pay constraint for 2012-2013.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
targeted:SPANR201-80dbec08184dcfcbe64e3f99,SPAN321-3325ae91ee837fa7fdef5a06,targeted_valid_173_rating,,RS429-b098d45fb3a507609f10,,,,TS4L-89794d2bc0f628b20b24,OH,Franklin,safety_and_non_safety_bargaining_units,Franklin Law Enforcement Association (FLEA),2017-2020 (per document heading),2017-01-01,2020-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,direct_text_claim,neutral_or_unclear,strong,Limit to the explicit “No Strike/No Lockout” term/heading shown in the span.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
targeted:SPANR201-826c6195c25be5dcf51e552d,SPAN321-ae31b06146fcec018d341db3,targeted_valid_173_rating,,RS429-728fa34f79dffe429f1c,,,,TS4L-945864d2fb70ff3ab742,IL,Addison,non_safety_comparator,,"January 1, 2015 – December 31, 2017 (referenced)",2015,2017,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,direct_text_claim,non_safety_advantage,strong,Salary freeze protection tied to $300 annual payment and award timing,rated_valid,not_ingested,not_codified,not_causal_evidence,false
targeted:SPANR201-8294b181660700365f30b4e8,SPAN321-3f73e087e7dcf0601222a45e,targeted_valid_173_rating,,RS429-8e2915cb9ad9a064768c,,,,TS4L-47bc35df77cb459f9100,OH,Clear Creek,safety_and_non_safety_bargaining_units,Clearcreek Professional Firefighters Local 4207,2021-2023,2021-01-01,2023-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,direct_text_claim,neutral_or_unclear,strong,Covers contractual no-strike/no-lockout obligation and union steps to terminate strike/work stoppage activities; does not address causal wage outcomes.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
targeted:SPANR201-851b4b72084650d5942a0afc,SPAN321-187fb9bee16f13e7d405a362,targeted_valid_173_rating,,RS429-920b49d41a0106fa10a0,,,,TS4L-4802e54c7a5ea047ca32,GA,Tifton,safety_and_non_safety_compensation_units,,2022,2022-01-01,2022-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,documentary_mechanism_claim,neutral_or_unclear,strong,Documentary reference to a wage/ salary survey as evidence of market/comparability-based wage setting; does not show effects or wage differences.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
targeted:SPANR201-85870200de8d779fe091df5a,SPAN321-b8a775881765d6244476c8ac,targeted_valid_173_rating,,RS429-c1911e453a975167f396,,,,TS4L-8e3e335736343674eb0e,OH,Genoa,safety_and_non_safety_bargaining_units,OPBA (Supervisors) — Genoa Township,2019-2020,2019,2020,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,direct_text_claim,neutral_or_unclear,strong,ARTICLE 13 Section 13.1 establishes a no-strike constraint (members prohibited from engaging in a strike).,rated_valid,not_ingested,not_codified,not_causal_evidence,false
targeted:SPANR201-86809b4904563ad79f25c0f2,SPAN321-ce1118a50e98aca08ba96139,targeted_valid_173_rating,,RS429-920b49d41a0106fa10a0,,,,TS4L-4802e54c7a5ea047ca32,GA,Tifton,safety_and_non_safety_compensation_units,,2022,2022-01-01,2022-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,documentary_mechanism_claim,neutral_or_unclear,moderate,bounded to the named wage/salary survey reference only; no causal inference,rated_valid,not_ingested,not_codified,not_causal_evidence,false
targeted:SPANR201-8cce5d29146549109ac303ca,SPAN321-fb258d6e9b50f5c6ab7d72b0,targeted_valid_173_rating,,RS429-43069126527fe98d3b6c,,,,TS4L-ebe871bdd8c0b550dff7,IL,Dundee,safety_and_non_safety_bargaining_units,Metropolitan Alliance of Police (MAP) (exact chapter/unit naming not extracted here),2023-2026 (as named in filename),2023,2026,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,direct_text_claim,neutral_or_unclear,strong,"Only identifies presence of a 'No Strike Clause' section heading; does not state enforcement, scope, or effects.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
targeted:SPANR201-8d0dc6a4272290e281338239,SPAN321-63f0043863c4f01b6d2c2be8,targeted_valid_173_rating,,RS429-c8d1a73b5db53bb40074,,,,TS4L-d1d265c5e0754156ef11,OH,Monroe,safety_and_non_safety_compensation_units,"Monroe Firefighters, IAFF Local 3824",Fact-finding report (case year 2019; wage/comparison discussion tied to contract negotiation),,,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,direct_text_claim,neutral_or_unclear,strong,Documents comparator-based wage-rate comparison for entry/top-level wages using proposed comparable municipalities; does not establish causal mechanism or safety/fiscal constraint.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
targeted:SPANR201-8e4e01724542b7c9f04b1fcd,SPAN321-6a6e64dafd4c7c93ebe4db5b,targeted_valid_173_rating,,RS429-37d509202897eb8b798c,,,,TS4L-a886e0c411c01094fbb0,OH,Lawrence,safety_and_non_safety_compensation_units,Lawrence Township police bargaining context (fact-finding report format; specific unit may be represented in the report),Fact-finding report dated 2024 (explicit figures and discussion include a multi-year/annual settlement comparison context),,,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,direct_text_claim,neutral_or_unclear,strong,Limited to specifying which jurisdictions to use for wage/benefit comparisons; not evidence of any wage adjustment outcome.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
targeted:SPANR201-90f2248635f38571339da9d5,SPAN321-ece15cdfdab1775218177779,targeted_valid_173_rating,,RS429-920b49d41a0106fa10a0,,,,TS4L-4802e54c7a5ea047ca32,GA,Tifton,safety_and_non_safety_compensation_units,,2022,2022-01-01,2022-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,documentary_mechanism_claim,neutral_or_unclear,strong,Supports that wage/compensation was studied for municipal government pay setting; does not state competitive or pay adjustment outcomes.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
targeted:SPANR201-93fb990b6f4f8f2c0163024d,SPAN321-5060012a408f78e794afc247,targeted_valid_173_rating,,RS429-044a060b73ec93c592d2,,,,TS4L-d54bf5ef55c5786ce557,NJ,West Windsor,safety_and_non_safety_bargaining_units,West Windsor Policemen’s Benevolent Association (P.B.A.) Local 271,IA-2019-014 (referenced within 2022 biennial report; arbitration/factfinding/impasse-related procedural record),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,context_only,neutral_or_unclear,weak,Procedural timing for interest arbitration; no explicit strike/no-strike or impasse/labor-peace constraint stated.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
targeted:SPANR201-941d315d7a0160957d3b9257,SPAN321-fb4523540831eebe39edc8ee,targeted_valid_173_rating,,RS429-c6832562c3f7d73bf144,,,,TS4L-93c9ae0c4d54845f4fd0,OH,Hamilton,safety_and_non_safety_bargaining_units,Fraternal Order of Police (rank-and-file bargaining unit),"Collective bargaining agreement for the City of Hamilton, Ohio; arbitration/impasse-related provisions present (exact dates not confirmed from search snippet)",,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,direct_text_claim,neutral_or_unclear,strong,"Shows an express no-strike constraint; does not indicate any negotiation, impasse, or mediation outcome.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
targeted:SPANR201-a10bb8a53f555909f7989051,SPAN321-d876fe2c49b0dbbbc24b57df,targeted_valid_173_rating,,RS429-b098d45fb3a507609f10,,,,TS4L-89794d2bc0f628b20b24,OH,Franklin,safety_and_non_safety_bargaining_units,Franklin Law Enforcement Association (FLEA),2017-2020 (per document heading),2017-01-01,2020-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,direct_text_claim,neutral_or_unclear,strong,"Document heading listing a no-strike/no-lockout constraint (not causation, not wage-gap related).",rated_valid,not_ingested,not_codified,not_causal_evidence,false
targeted:SPANR201-a12c26ff20557bf22a5494ad,SPAN321-36bbc5e99dfaab061cdcee4a,targeted_valid_173_rating,,RS429-b098d45fb3a507609f10,,,,TS4L-89794d2bc0f628b20b24,OH,Franklin,safety_and_non_safety_bargaining_units,Franklin Law Enforcement Association (FLEA),2017-2020 (per document heading),2017-01-01,2020-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,direct_text_claim,neutral_or_unclear,strong,selection of arbitrator via striking names; does not state strikes as work stoppages,rated_valid,not_ingested,not_codified,not_causal_evidence,false
