analytical_unit,channel_classification_basis,claim_ids,department,external_staffing_unit_id,field_name,hypothesis_class,municipality,normalized_value,observation_id,observation_type,period,raw_value,side,source_SHA_256,source_coordinate_input_sha256,staffing_hypothesis_type,terminal_match_status,unit
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-628cbae5bfde6c2404e8dc78,vacant_positions,supports_safety_pressure_channel,cog_2025_131439,2023,EXTRECON-22eaa69b712c5c475760e416,vacant_position_observation,2024,2023,police,a56bddfb8482e2b9a2fd219f050767dc289ab5a2c7c1e835925e7aac394fab60,2d428442b5bd9457ec47f1d5f20a52bd60e443dc9e8339c5995070d63b62f669,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-fbb8389557d695d8782eadbd,vacant_positions,supports_safety_pressure_channel,cog_2025_209122,441,EXTRECON-eaccc6439ddd40debc4731f2,vacant_position_observation,2024,441,police,3850d2c2de89ea5384a5411759c22417670ee2f094294f40bd8a2c665d5de167,fe022671a1ba7264394bdccb70f5b08d9d2355c874d39fae984b40912311c3ab,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-46196a6f2bd86b0e4ed76366,vacant_positions,supports_safety_pressure_channel,cog_2025_225354,23,EXTRECON-bbae0eb9f6f715fba003137a,vacant_position_observation,2022,23,police,eb7e3c3624ba6feb74e1721e85e1ffcf9268e14875c38b6629d5811d3ee20e53,6f7ae23a1aa3a10293c6c1f14bd1afde337c18d9b92826c6f70e37b90cbc266f,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-f5d3bf9a7ba2799280b4de34,vacant_positions,supports_safety_pressure_channel,cog_2025_184103,812,EXTRECON-15da9ca624eb823138624099,vacant_position_observation,undated-source-B4X2500LIVE-20260729-008912,812,police,78be025517b14695592d4588e862498b297ca4405422bd6cd49985f6d40cd8ea,46edc33b6d86e358d5adae29ace1aad278e7fed1552923a777b0d7745c36cd0a,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-dcfa8a4ea8b56ab064e3ea98,vacant_positions,supports_safety_pressure_channel,cog_2025_184103,70,EXTRECON-5e8dc16535f8578858199dad,vacant_position_observation,undated-source-B4X2500LIVE-20260729-008912,70,police,78be025517b14695592d4588e862498b297ca4405422bd6cd49985f6d40cd8ea,e713741a06cf362b5b643594f3a6c59fa0f0235175e5a1ebbe74d269472c23cc,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-51c87a6a2cbccf78f904ac41,vacant_positions,supports_safety_pressure_channel,cog_2025_184103,30.3,EXTRECON-e8caa288345441bb1dfd0495,vacant_position_observation,undated-source-B4X2500LIVE-20260729-008912,30.3,police,78be025517b14695592d4588e862498b297ca4405422bd6cd49985f6d40cd8ea,d8fc5a299bdf8c69da09e3368b61275509073c9d512fafd880add02ba8abd882,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,fire,EXTSTAFF-c3a5b1018ea39ab69c244822,vacant_positions,supports_safety_pressure_channel,cog_2025_184103,77,EXTRECON-9aafa7fbb3891e098487a61b,vacant_position_observation,undated-source-B4X2500LIVE-20260729-008912,77,fire,78be025517b14695592d4588e862498b297ca4405422bd6cd49985f6d40cd8ea,1b423cb950b52d4795acdef9b30f4b2e232bfbf5afb8cc5640fe39e9ba1f695c,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-c366fa2c2a61d43b6115a60d,vacant_positions,supports_safety_pressure_channel,cog_2025_186518,57,EXTRECON-50414f6826e29493815eaab3,vacant_position_observation,2019,57,police,ea946faf36098abd2e3ce43e7a832dc16056dd43b24349d6147971e14d8e1a72,ec8e0e3b495829d7999b5c7615d30c6ee46df0a5aa25c99b652cf61fcb37821c,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,unclear,EXTSTAFF-582faca45efbae17483bef00,vacant_positions,supports_safety_pressure_channel,cog_2025_166702,557.56,EXTRECON-6780589904ea0325e938049c,vacant_position_observation,2022,557.56,safety_combined,3f56130ac9c71f02b73d30f00fbfaf635f01a6b08d0ae2f2acfedd4b1001f201,463bd25d8419cdbb28128235168ca9f464b07bf044aa36accf5e335fbd04022a,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-816040ac33cdb392004a5219,vacant_positions,supports_safety_pressure_channel,cog_2025_171041,15,EXTRECON-c2946890e5a927dc128587f9,vacant_position_observation,2025,15,police,dba0d12b89c019c020244ca3717c09f3430264e634acaab4148b750d838eb653,e6255703deadbe48f0350b3685221fa54850bdc133211b71b7ffff3741702b2e,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,fire,EXTSTAFF-0cf53c3519d0fbeea875a0e2,vacant_positions,supports_safety_pressure_channel,cog_2025_171041,21.8,EXTRECON-0675620d390f0a203c157943,vacant_position_observation,2025,21.8,fire,dba0d12b89c019c020244ca3717c09f3430264e634acaab4148b750d838eb653,b35ab4703745cd404e589db03ea8bcc81a284cb61117102aa62fcefcd1322619,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,fire,EXTSTAFF-ea1cee97dbd1d9786830401c,vacant_positions,supports_safety_pressure_channel,cog_2025_170709,"March 31, 2022",EXTRECON-846cbc80fb826168b3444271,vacant_position_observation,2014,"March 31, 2022",fire,da48f889e4cd592ed07112973d39afcb89c34b392696fdcd18c36847417de058,e1935248544a5c9ae506f293dc353403af9a241cc5475a593a85f762fb171106,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,,police,EXTSTAFF-becae4d6e735cbe10f099ac3,vacancy_rate_explicit,supports_safety_pressure_channel,cog_2025_207913,12,EXTRECON-5f66e1995e35a54c1f0c077e,vacant_position_observation,2021,12%,police,cb37fefa7ca38f6e0189e33fab2045dab79bb753730d60442999e87d121b7e5e,ca45f0268a35bfcdcd57c92c054e9b9d2e7075eb26977e551d31d67128541fed,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,,police,EXTSTAFF-c9dbf8c3e1939a0f0968ba21,vacancy_rate_explicit,supports_safety_pressure_channel,cog_2025_207913,-26,EXTRECON-5e183aed9ebec61a8e8c3d9e,vacant_position_observation,2021,-26,police,cb37fefa7ca38f6e0189e33fab2045dab79bb753730d60442999e87d121b7e5e,ee104986bc73fdb04e61bda587de7bc90bb5517975e41bc065996147f288a903,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-92c973f258e690a80332ccea,vacant_positions,supports_safety_pressure_channel,cog_2025_170800,812,EXTRECON-4926856be84b2f4fda5a142b,vacant_position_observation,undated,812,police,e2197861bb7238485864db7e921d4a6ccf01fe63cf772bd96e51d24179d6c7ff,d8644ef9b4054f6b64518bf3f21da09695e26fd3148ae71d8f83fd90cce9a944,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-2564649357482ce7fc58e1c2,vacant_positions,supports_safety_pressure_channel,cog_2025_170800,2024,EXTRECON-4e60c12cdbf32fb59544dfcc,vacant_position_observation,undated,2024,police,e2197861bb7238485864db7e921d4a6ccf01fe63cf772bd96e51d24179d6c7ff,0081f9bb8dd6171684d826fa7780459e3dec18e07ba51221cd95853c2618c379,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,,police,EXTSTAFF-59955e6ca06e0b792d269c6a,vacancy_rate_explicit,supports_safety_pressure_channel,cog_2025_131402,812,EXTRECON-6326cb61c2ce3a525e66fb12,vacant_position_observation,undated,812,police,b9e80d11db56aabb56fbf048135d9ac32b73db3160871c13d84e8606db232d8c,bd609e4d0041e1fa500def44facc5ecec24ed88f15f67c4b46baae8371347255,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,fire,EXTSTAFF-9f0e0541345e104190902291,vacant_positions,supports_safety_pressure_channel,cog_2025_131402,743,EXTRECON-e23438e20eacab8cdd3e4e1b,vacant_position_observation,undated,743,fire,b9e80d11db56aabb56fbf048135d9ac32b73db3160871c13d84e8606db232d8c,ce46276b9da70a77d18bee35aaf3513ed20d1cd6d8c1b788f88b5196826a2628,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,unclear,EXTSTAFF-70cca7c1debeed961c9e9528,vacant_positions,supports_safety_pressure_channel,cog_2025_170629,2018,EXTRECON-29c726d2c26f1522e43096c7,vacant_position_observation,2018,2018,police,303bcbc7f84d0b2f3ea088772b7347c18b5db005a6a0cae6d5498e20611609c4,5ad8678b68307c42d8cb0625cb81429e44e8d72fa0aa8951fa386d0173c14281,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,fire,EXTSTAFF-878359cabf11509447adf4af,vacant_positions,supports_safety_pressure_channel,cog_2025_111399,3,EXTRECON-d90a7d8a1fa5c118c23d422f,vacant_position_observation,2019,3,fire,0a54d000fa9366565d6880598d59ce64214edca8e0ab6da4ee646ea6796a5ebf,1823638e66af869f9a31edc2f0577a9b6748958ae668a2074d30b1efb2863427,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-68af3e6487a2f4df71bf7938,vacant_positions,supports_safety_pressure_channel,cog_2025_193897,1,EXTRECON-0b8ba977b3d7e337531a5338,vacant_position_observation,2015,1,police,11262a6a899c8062bae1ec9d397edef07b706137c475be4adb2ad98fc4d01b0d,c76362d90d254eb11abde10e775bd7de66189565dcd102f053a75fd5cbaceb37,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,unclear,EXTSTAFF-f76633d9f8e38a768931d330,vacant_positions,supports_safety_pressure_channel,cog_2025_162180,2025,EXTRECON-2f0da31f7ccd27bbd89dbc25,vacant_position_observation,2023,2025,fire,0f97c73af92eeebf4f67a857c989627f135150096156db0f6db780eac3a3f0c0,008960ecf807ed0d7b2bb6da96e7978ecd83f414d4dccbcdaf055333145bb88c,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,fire,EXTSTAFF-c18332597bb25211c1cc90c0,vacant_positions,supports_safety_pressure_channel,cog_2025_162180,5,EXTRECON-42c013ea7afedc5734c06a80,vacant_position_observation,2023,5%,fire,0f97c73af92eeebf4f67a857c989627f135150096156db0f6db780eac3a3f0c0,96675e1e911421f67bb456a0b483b63bc7189282c456ca10a06f8a57be14a819,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-04b7f814e0de8d5165f3e694,vacant_positions,supports_safety_pressure_channel,cog_2025_194874,07/01/20,EXTRECON-d1f7440d4becb0b59c21709d,vacant_position_observation,2026,07/01/20,police,ad5a70ca2253a90ec62d0ccc0a3fdfa591e34e6290253318d4dd0f2a6822e7b4,0fd508373747bfd1037feb937623be3026bbce9ed9e775e0cc687d7c883bfa89,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-e98a6f04a867dd12b8852ab4,vacant_positions,supports_safety_pressure_channel,cog_2025_193555,25,EXTRECON-c786bae47848844b6ce206f1,vacant_position_observation,2026,25,police,5fe938870a7e1d51521f0b221aa8fa3b2667c34b489a05670b33621d49dc4f7b,334269160a92d9823a07875641c7423b5bd57d80bf349327853f99d30d9d717e,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,fire,EXTSTAFF-e51009e397001250f52211ee,vacant_positions,supports_safety_pressure_channel,cog_2025_208363,251546,EXTRECON-e9f1fe853734907f6c04194b,vacant_position_observation,2021,"$251,546",fire,3596feaaf18a144b8e16cb96cd38bc4aed9c71552899d4bd5647db96a82d7974,789835bb16730cadcc16a46f7988ebdcf135bf0c688ef30924c252d8d36d60c6,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,,police,EXTSTAFF-a05af7b2b63e9b2bbcac836a,vacancy_rate_explicit,supports_safety_pressure_channel,cog_2025_202206,812,EXTRECON-2a40448b7dac3deb2dfa54e9,vacant_position_observation,2024,"812,",police,cb2ffa05527f64d9b9f86d3a27c04d5e08d1b14168bea9bae650eea39336216a,46143ab0e4252b46c4e7ba1feb4b933a862379982ba8e2306e827aff3401839a,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,fire,EXTSTAFF-d649991b50a3e176d14c7822,vacant_positions,supports_safety_pressure_channel,cog_2025_202206,743,EXTRECON-afc0d2ec1fd3018399f79e65,vacant_position_observation,2024,"743,",fire,cb2ffa05527f64d9b9f86d3a27c04d5e08d1b14168bea9bae650eea39336216a,4ff96728234d8d4338b8403824ae327e569262bf5a5a2b972a6805fbc2711afb,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,fire,EXTSTAFF-3500d60b1ec689d61754b1c0,vacant_positions,supports_safety_pressure_channel,cog_2025_100699,6.67,EXTRECON-fb2498734db2c4721c4b9d36,vacant_position_observation,2024,6.67%,fire,fda84e0debaabfb40ab31e521209bac67e304d095a74f8f5292cbf3efafd1fa2,701be8daa4b8a5cdaf31bc96a09e628c71364c1c3858ab0439929341cf68ecc9,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-545ce04ba85a65163edbfc99,vacant_positions,supports_safety_pressure_channel,cog_2025_131431,"March 31, 2026",EXTRECON-160b15ef2009e16aca200687,vacant_position_observation,2024,"March 31, 2026",police,536e9a4a95abc12f681665504cbcecf7c50a65729e06814ae8f9bfa121390a4e,7e8b051027b1a53e4725d974021950bd35c2c4926f2f767d8d9ed534e96fcb56,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-cab112ed9951d4c71b98fb65,vacant_positions,supports_safety_pressure_channel,cog_2025_166790,-1,EXTRECON-bb98e6932c4f7af9d80745dd,vacant_position_observation,undated-source-B4X2500LIVE-20260729-002884,-1.0,police,93528aa7111cd4e1c3e53c29e20eefbf3bb7ad066f9c7b890ffc5a1d7989a53d,48dc5018669445ed42752f0b8b46fb527ea2f97b4bb201d73280e4b0d270fc2f,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-9e096e8d28caa8dd2bdeba0e,vacant_positions,supports_safety_pressure_channel,cog_2025_170646,69,EXTRECON-39d0dc16b5f2e22fbdd75881,vacant_position_observation,2025,69,police,658a403131fb5d819fa7494dca86ed37ba2f975b387dd35f58f3442b0043bcbe,2d247c850f96c0346b8c3737e39b341236f5724c0f88a7e154f15db0894f11e2,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,,police,EXTSTAFF-46f45574ee2f2c503ae8ad13,vacancy_rate_explicit,supports_safety_pressure_channel,cog_2025_170985,12.9,EXTRECON-d4269e36a1ef140ef7b2f301,vacant_position_observation,2023,12.9%,police,0e41b15ae9f4d49e9b97a0c880817807952f6643fce83e69813a2c3822bba46e,e2e259646e49afc54d71730fb94d549d139609abaf1f0445def7e6e1d8e9616e,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,,fire,EXTSTAFF-ccbbeded682b4386cac1b6b3,vacancy_rate_explicit,supports_safety_pressure_channel,cog_2025_170985,9.4,EXTRECON-ec8ada2584917342be75b17c,vacant_position_observation,2023,9.4%,fire,0e41b15ae9f4d49e9b97a0c880817807952f6643fce83e69813a2c3822bba46e,7593e0da75309f63b9b753fdbfec44be2fe3ef1802c2251e6baa4d20d61e4528,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,,police,EXTSTAFF-c09abde1fb948eb440f7a4b0,vacancy_rate_explicit,supports_safety_pressure_channel,cog_2025_170985,812,EXTRECON-3d51f74a2851e4bd749bb131,vacant_position_observation,2023,812,police,0e41b15ae9f4d49e9b97a0c880817807952f6643fce83e69813a2c3822bba46e,6708bddc493a2ac63c47cb54889881c22bbae94aa50c9f08b75970f049a56702,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-a177cbceb414724d85b87fb1,vacant_positions,supports_safety_pressure_channel,cog_2025_208467,1,EXTRECON-3c0050979723792c130c4f6c,vacant_position_observation,undated-source-B4X2500LIVE-20260729-000495,1.0,police,2d949f6fc49dca3e1f5895f364c84046f2fb06e8c55bad2ab93d5c61ef44149f,cee59e1b20b0c9905a637177ea58925bec151e9d6a1ebbc98a4be406e3b84fa5,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,,unclear,EXTSTAFF-bae1be0d94f25588914c5857,vacancy_rate_explicit,supports_safety_pressure_channel,cog_2025_225678,911,EXTRECON-cfbf6b520bba86670cd9a146,vacant_position_observation,2017,911,safety_combined,ab74bd81f2aa2e3d56c3819f150b998cdc1ac92a5275c3dbbe593672bce2cc18,e375f15bc2baa7070bca61e099a7da562bb9eb4b6f60e4d8edab89d78ba0dda7,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-91d608f709955c82bb1566c8,vacant_positions,supports_safety_pressure_channel,cog_2025_193555,2024,EXTRECON-72b1bc9a49ad714ca2edba71,vacant_position_observation,2025,"2024,",police,7ea83c3e6a1c675d0e27b3c61ada95cbd85344becde3adc0be48017e838a6e77,6747ecef265dd30cf88d726a263ced697340d0ca3fd1f58285a69df61b1d4a0c,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,unclear,EXTSTAFF-efb081b8b530391ac2312e11,vacant_positions,supports_safety_pressure_channel,cog_2025_172811,2020,EXTRECON-fa49822a9e26ade05499c6a4,vacant_position_observation,2022,2020,fire,e462d956dee8acb504075cc8b2d15e992831ecccc2b3a8e00513212d1dcfe0c0,871fa8fb63cd6e7849feb0bf017933e121634795f8c591e3c14a0eff5a1f7d65,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-18a333c9c702b6c19438009a,vacant_positions,supports_safety_pressure_channel,cog_2025_204762,39500,EXTRECON-6bdb1a6e376f0fe249482177,vacant_position_observation,2020,"39,500",police,ebdc40d08d739c54edf36b722639108f513f88c59c9569a997352a062466b71e,0654e5d99456bfe0d8892c242047579e9965d05b976cd460c267b6cf01c9aa27,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,unclear,EXTSTAFF-804d7e824dc22ce84970c576,vacant_positions,supports_safety_pressure_channel,cog_2025_111011,2024,EXTRECON-49ae99af7619fa3e579b73f1,vacant_position_observation,2016,2024,safety_combined,b12763aeb0bb2371b17fea4b225bdbe592102b9b16b494633b22c8763d6c8666,32c7b66f02c923f162689c4e3aa84305a8bb09a12ca542387867016e378b701c,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-53305a103a950a1e48386f4c,vacant_positions,supports_safety_pressure_channel,cog_2025_191566,35,EXTRECON-26090a812e844ca6df87698c,vacant_position_observation,undated,35,police,cc5788a7ef72b3e69a705ae9f175b65658a389e1c699db27c768b550454155d1,98c0b78929901cc843dded36902d845d24d0e9fca6e4ab67d58b65a2dd7a2408,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,unclear,EXTSTAFF-8f8f7e9936b027c2ecc2249e,vacant_positions,supports_safety_pressure_channel,cog_2025_106593,1642680,EXTRECON-873b0c6071b7d0f8e109e62d,vacant_position_observation,2021,"1,642,680.00",fire,7bda6668e71807272c5b78eb51cad6157f60f4de49a51b843279364160e3c9d8,2fd495ea26e9fe8112e3643906af320a3f87e535d273a511c92458cd08199c64,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,unclear,EXTSTAFF-f6851a1dd9a0537111d85c43,vacant_positions,supports_safety_pressure_channel,cog_2025_204756,2022,EXTRECON-16958ab799143a5eeac99dc5,vacant_position_observation,2025,2022,police,b3011e6f1becb239de581a1712306322b853460b8a2557259ad0fe078c8e9d4f,466611e87666fbebf5ce0efc0766afdf8c4b875a71659dbdcee0d29337a892c2,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-96fdd6209218948f50c431c1,vacant_positions,supports_safety_pressure_channel,cog_2025_191844,1,EXTRECON-d4b1f2532291113d41935d68,vacant_position_observation,undated-source-B4X2500LIVE-20260729-005879,1,police,1fee5b300f0b2ce042022db6c3349f0a2fe36c3eadb476925c06e1585b72d8f9,e00eb91b63c5d4ab09951a2b604ae0461fd22dd4766c157542963c081b1e97ba,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,unclear,EXTSTAFF-ce916fa94e634666091c7f78,vacant_positions,supports_safety_pressure_channel,cog_2025_170801,21,EXTRECON-8179d04b46e6ae122f5e52e7,vacant_position_observation,undated,21,fire,3f2c815902ec5375f0f620c8e397662b4d3cc4478fa8dfe090b4401095eba9c4,5ed4a76d0f8b2ef8aa077b3b7355bcf86b8590fbd9567334b6a26458310e031e,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-056ff1f6611e84da20a7a25b,vacant_positions,supports_safety_pressure_channel,cog_2025_170801,25,EXTRECON-69f9a7a57283f86da029acf6,vacant_position_observation,undated,"25,",police,3f2c815902ec5375f0f620c8e397662b4d3cc4478fa8dfe090b4401095eba9c4,6e7cb44864acbb2aad2da38adc3ecadbf65564c985ff0cf9c9c1358cc5ac7ee4,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-2f0a7992c06f06fc335a3223,vacant_positions,supports_safety_pressure_channel,cog_2025_170801,25,EXTRECON-23139d29239c2164d46f9ef4,vacant_position_observation,undated,25,police,3f2c815902ec5375f0f620c8e397662b4d3cc4478fa8dfe090b4401095eba9c4,e98a53d4b88fbacf2750d0a20536cb8c88ba32da5c4e0666413b3da5318db4e3,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,fire,EXTSTAFF-7af7cd138d1598e8787634f4,vacant_positions,supports_safety_pressure_channel,cog_2025_170801,51,EXTRECON-e113f56af54fbda901d11a3f,vacant_position_observation,undated,51,fire,3f2c815902ec5375f0f620c8e397662b4d3cc4478fa8dfe090b4401095eba9c4,3a0eb5521f9d7f1dac612eea6f984e2f2150c366ce1e49ce9927c24c4a38fb76,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-deb9be0117bd1bf87c5ec5c2,vacant_positions,supports_safety_pressure_channel,cog_2025_109598,11652,EXTRECON-0744ffb562be13d6533427f0,vacant_position_observation,2019,"116,52",police,99451ae383390eddefab91ddedcbae983ff178c96f0f74ecedfeeff4e1a67d72,92e99064bea07e798d5d0472bc84df9af9796dc4ee7dd1cfa083e21d17a54ec5,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-087b325da358d84369803e37,vacant_positions,supports_safety_pressure_channel,cog_2025_170794,2024,EXTRECON-70f707617e52a034c096882e,vacant_position_observation,undated,2024,police,3ec0ca4e769d98ada26fcfa37ae729fa224bc35f4fd57ca59f4837b9131bd7a8,0653a1d11d11dd63b1abbd3d64f8fe0a38894ede833c066732df13817c16e45c,vacancy_without_elimination,matched_staffing_ready,
