normalization_id,normalization_prep_id,span_rating_id,source_rating_id,span_id,retained_source_id,candidate_id,municipality,state,region,source_type,source_family,cba_non_cba_hint,evidence_category,evidence_family,claim_readiness_bucket,downstream_use_bucket,raw_span_snippet,raw_bounded_context_snippet,raw_value_tokens,raw_percent_tokens,raw_period_tokens,normalized_value,normalized_value_candidates,normalized_value_min,normalized_value_max,normalized_value_type,normalized_pay_basis,normalized_period_start,normalized_period_end,normalized_period_label,normalized_period_status,normalized_role_unit,normalized_side_label,compensation_type,normalization_status,normalization_confidence,normalization_caveats,normalization_repair_codes,reconciliation_confidence,reconciliation_reason_codes,source_title,page_location_pointer,source_locator_lineage,bounded_snippet_reference,hourly_annual_conversion_performed,imputed_hours_weeks_fte
BRMQNORM-20260803-008e33031f6286a41d16e40f,BRMNORMPREP-20260803-66bdc0dedc012f5274094725,BRMGRT-20260802-0382495f3b1adfec2fcd7a4e,BRMGRS-20260802-a7689faa56978e8bcac84198,BRMSPAN-20260802-8a987feb491d074e69cfc2c2,RMSRD-20260802-cb7bf5d9c43f5b883bbb,BRM5C-BRM5-20260731-03619-01,Blue Mound,TX,South,pdf,personnel_policy,non_cba_or_unresolved_hint,quant_base_wage_direct_value,quantitative_compensation,quantitative_direct_text_claim_ready,core_finding_candidate,"$75.00 per hour, one (1) hour minimum.",,"[""$120"",""$75.00 per hour"",""$80""]",[],"[""Nov 20, 2023""]",,"[120.0,75.0,80.0]",,,currency_amount,hourly,2023,2023,2023,explicit_or_bounded_repair,unclear_role,remains_unclear,base_wage,side_unclear_defer,low,"[""role_unit_anchor_unresolved_or_not_applicable"",""final_side_label_remains_unclear"",""multiple_raw_values_preserved_no_single_value_selected"",""no_cross_basis_conversion_performed""]",[],low,"[""no_strong_or_multiple_moderate_side_anchor""]","Regular City Council Meeting - Agenda Packet (Nov 20, 2023) — revising personnel policy to include on-call stipulations and compensation ($80/week; $120/week if holiday)",46321,"{""candidate_id"": ""BRM5C-BRM5-20260731-03619-01"", ""final"": ""https://bluemoundtexas.gov/wp-content/uploads/2023/11/11.20.23-AGENDA-PACKET-website.pdf"", ""original"": ""https://bluemoundtexas.gov/wp-content/uploads/2023/11/11.20.23-AGENDA-PACKET-website.pdf"", ""scout_target_id"": ""BRM5-20260731-03619""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-8a987feb491d074e69cfc2c2,false,false
BRMQNORM-20260803-0091860ebfa5a04f45ec19bd,BRMNORMPREP-20260803-df8463a9981e6fadb8e08338,BRMGRT-20260802-88b31302a57b2d2829a5b8b4,BRMGRS-20260802-5aa10ab22c441eb7ff74b849,BRMSPAN-20260802-083144de6f1d929b6654ecb4,RMSRD-20260802-93f3b5c5028bc1776796,BRM5C-BRM5-20260731-10874-01,Ralpho,PA,Northeast,pdf,agenda_packet_or_minutes,non_cba_or_unresolved_hint,quant_base_wage_direct_value,quantitative_compensation,quantitative_direct_text_claim_ready,core_finding_candidate,"at $18.00 per hour, effective September 28, 2022.",,"[""$18.00 per hour""]",[],"[""2023-2027"",""September 28, 2022""]",18.0,[18.0],,,currency_amount,hourly,2022,2027,2022–2027,explicit_or_bounded_repair,police_role,police_direct,base_wage,normalized_ready,high,"[""no_cross_basis_conversion_performed""]",[],high,"[""source_title_anchor:police_direct""]",Ralpho Township Supervisors Minutes (adopt 2023-2027 Collective Bargaining Agreement for Ralpho Township Police),2597,"{""candidate_id"": ""BRM5C-BRM5-20260731-10874-01"", ""final"": ""https://ralphotownship.org/app/download/16146883/20220913.pdf"", ""original"": ""https://www.ralphotownship.org/app/download/16146883/20220913.pdf"", ""scout_target_id"": ""BRM5-20260731-10874""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-083144de6f1d929b6654ecb4,false,false
BRMQNORM-20260803-0098b513b4ce64ce6c2504d2,BRMNORMPREP-20260803-b260f006ff160e7550677831,BRMGRT-20260802-c132537da295ecb2dd2e1f17,BRMGRS-20260802-cfa06ffae1c761c7308961a3,BRMSPAN-20260802-2b930216a41db72c204c5537,RMSRD-20260802-0c6352e09dbdfc75d959,BRM5C-BRM5-20260731-14072-01,Springfield,WI,Midwest,pdf,agenda_packet_or_minutes,non_cba_or_unresolved_hint,quant_cpi_indexed_adjustment,quantitative_compensation,qualitative_mechanism_claim_ready,mechanism_summary_candidate,"Supervisor IV: Middleton Fire is increasing the 2025 wages to keep up with COLA, resulting in a budget increase
",,[],[],"[""2025""]",,[],,,,budget_amount,2025,2025,2025,explicit_or_bounded_repair,not_applicable,not_applicable,cola_or_raise,not_applicable_defer,low,"[""no_explicit_normalizable_value_token"",""role_unit_anchor_unresolved_or_not_applicable"",""final_side_label_not_applicable""]",[],original_rating_preserved,[],Springfield Town Board Minutes (Part-Time Road Patrolman Wage Increase),3227,"{""candidate_id"": ""BRM5C-BRM5-20260731-14072-01"", ""final"": ""https://town.springfield.wi.us/wp-content/uploads/10.15.24-TB-Minutes.pdf"", ""original"": ""https://www.town.springfield.wi.us/wp-content/uploads/10.15.24-TB-Minutes.pdf"", ""scout_target_id"": ""BRM5-20260731-14072""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-2b930216a41db72c204c5537,false,false
BRMQNORM-20260803-009939a34aea7fdd1f16f016,BRMNORMPREP-20260803-b3edb14340c57f1137c8e6d6,BRMGRT-20260802-a16b7787492947724487e820,BRMGRS-20260802-19bc0674e6a9d73be90f0df1,BRMSPAN-20260802-1f7f51b380ea7a4f3e4e62fb,RMSRD-20260802-13cee9bfd91257e881d8,BRM5C-BRM5-20260731-10832-01,North Sewickley,PA,Northeast,pdf,civil_service_or_hr_pay_plan,non_cba_or_unresolved_hint,quant_allowance_or_reimbursement,quantitative_compensation,quantitative_needs_normalization,manual_review_candidate,"to a vacation with pay, or in lieu thereof, to vacation allowance
",,[],[],"[""2025–2027""]",,[],,,,allowance,2025,2027,2025–2027,explicit_or_bounded_repair,police_role,police_direct,allowance_reimbursement,needs_value_review,low,"[""no_explicit_normalizable_value_token""]",[],high,"[""source_title_anchor:police_direct""]",North Sewickley Township Police Agreement (2025–2027),37074,"{""candidate_id"": ""BRM5C-BRM5-20260731-10832-01"", ""final"": ""https://beavervalleyfop.org/wp-content/uploads/2025/05/north-sewickley-2025-2027.pdf"", ""original"": ""https://beavervalleyfop.org/wp-content/uploads/2025/05/north-sewickley-2025-2027.pdf"", ""scout_target_id"": ""BRM5-20260731-10832""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-1f7f51b380ea7a4f3e4e62fb,false,false
BRMQNORM-20260803-009b264c17858bf657f99ca7,BRMNORMPREP-20260803-fda9c5fe69c7e602253c4b63,BRMGRT-20260802-995aef0726cd97ef826456be,BRMGRS-20260802-8ae38eaa756dac42c6396dd0,BRMSPAN-20260802-d9d36047387720c5350f5dd8,RMSRD-20260802-f77c695ac77c94024c09,BRM5C-BRM5-20260731-09853-04,Perry,OH,Midwest,pdf,wage_schedule,cba_arbitration_factfinding_hint,quant_percentage_raise_or_cola,quantitative_compensation,quantitative_direct_text_claim_ready,quantitative_normalization_candidate,"2% increases per annum retroactive to January 1, 2019
",,[],"[""2%""]","[""2018"",""January 1, 2019"",""June 11, 2019""]",2.0,[2.0],,,percentage,percentage_raise,2018,2019,2018–2019,explicit_or_bounded_repair,fire_role,fire_direct,cola_or_raise,normalized_growth_or_percentage_only,moderate,[],[],high,"[""source_title_anchor:fire_direct""]","Fact-Finding Report and Recommendations — Perry Township (Firefighter/Paramedics & Capts.) / IAFF Local 3960 (Case: 2018-MED-10-0993) (Date of Issuance: June 11, 2019)",17226,"{""candidate_id"": ""BRM5C-BRM5-20260731-09853-04"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2018/18-MED-10-0993.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2018/18-MED-10-0993.pdf"", ""scout_target_id"": ""BRM5-20260731-09853""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-d9d36047387720c5350f5dd8,false,false
BRMQNORM-20260803-009ead44f634c282410d7751,BRMNORMPREP-20260803-4e854cd02e9b679eafc35fe5,BRMGRT-20260802-cf36085e9141d248c63031f1,BRMGRS-20260802-a3508a4f9cb4f0040f025678,BRMSPAN-20260802-090e2436eeeaeb822ec5f9f7,RMSRD-20260802-7812a049a3f37201e9a8,BRM5C-BRM5-20260731-07373-01,Clarendon,TX,South,pdf,mou_or_memorandum,non_cba_or_unresolved_hint,quant_retroactive_pay_or_lump_sum,quantitative_compensation,quantitative_direct_text_claim_ready,core_finding_candidate," Amend severance pay benefit lump sum payment from 6 months salary to 5
",,[],[],[],,[],,,,unknown_or_mixed,,,,missing_period_anchor,unclear_role,remains_unclear,non_base_compensation,side_unclear_defer,low,"[""no_explicit_normalizable_value_token"",""period_anchor_missing_or_unresolved"",""pay_basis_unresolved"",""role_unit_anchor_unresolved_or_not_applicable"",""final_side_label_remains_unclear""]",[],low,"[""no_strong_or_multiple_moderate_side_anchor""]","Employment Agreement (Executed) — City of Clarendon, Texas (City Secretary)",15305,"{""candidate_id"": ""BRM5C-BRM5-20260731-07373-01"", ""final"": ""https://cityofclarendontx.com/documents/451/2025_Covey_Employment_Agreement_OCR.pdf"", ""original"": ""https://cityofclarendontx.com/documents/451/2025_Covey_Employment_Agreement_OCR.pdf"", ""scout_target_id"": ""BRM5-20260731-07373""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-090e2436eeeaeb822ec5f9f7,false,false
BRMQNORM-20260803-009f6fbaf363bf7649f5daca,BRMNORMPREP-20260803-dddefed010b23ca1c4c4cfaa,BRMGRT-20260802-ef2e4efd3e3cbce2b0b485b2,BRMGRS-20260802-8c2a88890806b6b55d63870d,BRMSPAN-20260802-8a454381cb5f33bd4e3cd6e1,RMSRD-20260802-3c251c9da4f374ce8948,BRM5C-BRM5-20260731-03252-01,Hanover,PA,Northeast,pdf,cba,cba_arbitration_factfinding_hint,quant_cpi_indexed_adjustment,quantitative_compensation,local_context_only,local_context_candidate,"2022 Cost-Of-Living Adjustment: The base salary amounts set forth above for the
",,[],[],"[""2020-2024"",""2022""]",,[],,,,cola_cpi,2020,2024,2020–2024,explicit_or_bounded_repair,police_role,police_direct,cola_or_raise,needs_value_review,low,"[""no_explicit_normalizable_value_token""]",[],high,"[""source_title_anchor:police_direct""]",Agreement Between the Borough of Hanover and Hanover Borough Police Officer’s Association (Police Contract 2020-2024),4143,"{""candidate_id"": ""BRM5C-BRM5-20260731-03252-01"", ""final"": ""https://crimewatch.net/sites/default/files/42186/page/2022/08/hanover_borough_police_contract_cba_2020-2024_final.pdf"", ""original"": ""https://crimewatch.net/sites/default/files/42186/page/2022/08/hanover_borough_police_contract_cba_2020-2024_final.pdf"", ""scout_target_id"": ""BRM5-20260731-03252""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-8a454381cb5f33bd4e3cd6e1,false,false
BRMQNORM-20260803-00a80f78485a0c3b3a53acec,BRMNORMPREP-20260803-6576c7c2fcae8ea0d957e8d2,BRMGRT-20260802-dd6a9903a155466ca912f06e,BRMGRS-20260802-38b188176b51057b1f5555d1,BRMSPAN-20260802-949fbfddef238f659d8ee379,RMSRD-20260802-f24568243d6a2192296a,BRM5C-BRM5-20260731-17288-01,Marion,OH,Midwest,pdf,mou_or_memorandum,cba_arbitration_factfinding_hint,quant_percentage_raise_or_cola,quantitative_compensation,quantitative_direct_text_claim_ready,supporting_example_candidate,"2.25% wage increase.
",,[],"[""2.25%""]",[],2.25,[2.25],,,percentage,percentage_raise,,,,missing_period_anchor,police_role,police_direct,cola_or_raise,needs_period_review,low,"[""period_anchor_missing_or_unresolved""]",[],high,"[""source_title_anchor:police_direct""]",Collective Bargaining Agreement (FOP/OLC Blue Unit — Patrol Officers and MOU items),72237,"{""candidate_id"": ""BRM5C-BRM5-20260731-17288-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-09-0945.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-09-0945.pdf"", ""scout_target_id"": ""BRM5-20260731-17288""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-949fbfddef238f659d8ee379,false,false
BRMQNORM-20260803-00ad8cdeabcce59863ed68d6,BRMNORMPREP-20260803-715e8a450a3dd2d27eb199e1,BRMGRT-20260802-38f489138220a4c5c1d35746,BRMGRS-20260802-99abeefc21e9453f28bbcfa2,BRMSPAN-20260802-86f62f078fd31fd68a9bc719,RMSRD-20260802-ba2e7fc41244446081a0,BRM5C-BRM5-20260731-00500-01,Virgil,IL,Midwest,pdf,other_local_government_pay_policy,non_cba_or_unresolved_hint,quant_allowance_or_reimbursement,quantitative_compensation,weak_or_not_supported,exclude_or_write_off,"allowance for off-site runoff, maximum ponding depths, and other considerations shall meet
",,[],[],"[""March 15, 2023""]",,[],,,,allowance,2023,2023,2023,explicit_or_bounded_repair,non_safety_role,non_safety_direct,allowance_reimbursement,needs_value_review,low,"[""no_explicit_normalizable_value_token""]",[],high,"[""source_title_anchor:non_safety_direct""]","Village of Virgil Village Code (Revised March 15, 2023) — Subchapter 3 (Compensation), § 122 (Clerk) / § 120 (President) / § 121 (Trustees) / § 123 (Treasurer)",631812,"{""candidate_id"": ""BRM5C-BRM5-20260731-00500-01"", ""final"": ""https://villageofvirgil.net/wp-content/uploads/2023/04/2023-02-28-Code-Expanded2.pdf"", ""original"": ""https://villageofvirgil.net/wp-content/uploads/2023/04/2023-02-28-Code-Expanded2.pdf"", ""scout_target_id"": ""BRM5-20260731-00500""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-86f62f078fd31fd68a9bc719,false,false
BRMQNORM-20260803-00b13e6599a214dd40b89c4d,BRMNORMPREP-20260803-3070306cdf8cbec8044ae492,BRMGRT-20260802-adcba90d32a60f3e434799f8,BRMGRS-20260802-5f143f352ded33e4a5f8d8b2,BRMSPAN-20260802-910cb33da8417b5ae4dcc287,RMSRD-20260802-4c3d2cf8aa62ad5ec24a,BRM5C-BRM5-20260731-18166-02,East Fallowfield,PA,Northeast,pdf,budget_or_pay_plan,non_cba_or_unresolved_hint,qual_non_base_compensation_mechanism,qualitative_mechanism,quantitative_direct_text_claim_ready,supporting_example_candidate,"430.180 · Foreman - Overtime Pay $ 3,338 $ - $ 4,856 $ - $ - $ 1,500
",,"[""$ 1,500"",""$ 3,338"",""$ 4,856""]",[],"[""2023""]",,"[1500.0,3338.0,4856.0]",,,currency_amount,budget_amount,2023,2023,2023,explicit_or_bounded_repair,unclear_role,remains_unclear,other,side_unclear_defer,low,"[""role_unit_anchor_unresolved_or_not_applicable"",""final_side_label_remains_unclear"",""multiple_raw_values_preserved_no_single_value_selected""]",[],low,"[""no_strong_or_multiple_moderate_side_anchor""]",East Fallowfield Township — Fiscal Year 2023 General Fund Budget (line items include personnel overtime/benefits),19206,"{""candidate_id"": ""BRM5C-BRM5-20260731-18166-02"", ""final"": ""https://eastfallowfield.org/2015pdf/2023_Proposed_East.Fallowfield.Township.Budget.pdf"", ""original"": ""https://www.eastfallowfield.org/2015pdf/2023_Proposed_East.Fallowfield.Township.Budget.pdf"", ""scout_target_id"": ""BRM5-20260731-18166""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-910cb33da8417b5ae4dcc287,false,false
BRMQNORM-20260803-00c1e51030788459373d2aca,BRMNORMPREP-20260803-079f97ab1c6bad6ff9d96d2d,BRMGRT-20260802-f94333b39bf794117a0b6485,BRMGRS-20260802-9cbb3d6a233bf5eeb6242528,BRMSPAN-20260802-daad6bb6dbd73ea50aa0a77d,RMSRD-20260802-0c325fba833d138e2c71,BRM5C-BRM5-20260731-14177-03,Elmira,NY,Northeast,pdf,civil_service_or_hr_pay_plan,non_cba_or_unresolved_hint,quant_overtime_or_holiday_rate,quantitative_compensation,source_navigation_or_reference_only,exclude_or_write_off,"OVERTIME REPORTS
",,[],[],"[""Dec 31, 2026""]",,[],,,,overtime_rate,2026,2026,2026,explicit_or_bounded_repair,not_applicable,write_off,overtime_holiday,write_off_exclude,low,"[""no_explicit_normalizable_value_token"",""role_unit_anchor_unresolved_or_not_applicable"",""final_side_label_write_off""]",[],low,"[""not_useful_for_side_sensitive_downstream_work""]","Memorandum of Understanding (MOU) between Civil Service Employees Association, Inc., Local 1000 AFSCME, AFL-CIO for the City of Elmira Unit #6351 and City of Elmira (modifications/amendments to existing CBA expiring Dec 31, 2026)",2674,"{""candidate_id"": ""BRM5C-BRM5-20260731-14177-03"", ""final"": ""https://d3n9y02raazwpg.cloudfront.net/cityofelmira/b206158e-8df0-11ed-9024-0050569183fa-ac35a5f0-ac44-4d79-9290-2e26ac1d98b1-1701379648.pdf"", ""original"": ""https://d3n9y02raazwpg.cloudfront.net/cityofelmira/b206158e-8df0-11ed-9024-0050569183fa-ac35a5f0-ac44-4d79-9290-2e26ac1d98b1-1701379648.pdf"", ""scout_target_id"": ""BRM5-20260731-14177""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-daad6bb6dbd73ea50aa0a77d,false,false
BRMQNORM-20260803-00d4584dfc5c7bc9c8ab9726,BRMNORMPREP-20260803-45ef54ea6deb52fd1eeda37f,BRMGRT-20260802-c470d2b20ba2efdc1f09a9ba,BRMGRS-20260802-7d400df81cfcc93f1848ac9c,BRMSPAN-20260802-1b893b057fa456f0f81b625a,RMSRD-20260802-94ed6a5d41cfb124046b,BRM5C-BRM5-20260731-03456-01,Tinicum,PA,Northeast,pdf,budget_or_pay_plan,non_cba_or_unresolved_hint,quant_allowance_or_reimbursement,quantitative_compensation,quantitative_direct_text_claim_ready,supporting_example_candidate,"430.000 · PUBLIC WORKS:430-326 · Clothing Allowance 2,108 2,100 1,600
",,[],[],"[""2026""]",,[],,,,allowance,2026,2026,2026,explicit_or_bounded_repair,non_safety_role,non_safety_direct,allowance_reimbursement,needs_value_review,low,"[""no_explicit_normalizable_value_token""]",[],original_rating_preserved,[],Tinicum Township Final Budget-2026 (General Fund) – Police salary line items,17403,"{""candidate_id"": ""BRM5C-BRM5-20260731-03456-01"", ""final"": ""https://tinicumtownship.org/wp-content/uploads/2025/12/2026-Final-Budget-All-Funds21.pdf"", ""original"": ""https://tinicumtownship.org/wp-content/uploads/2025/12/2026-Final-Budget-All-Funds21.pdf"", ""scout_target_id"": ""BRM5-20260731-03456""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-1b893b057fa456f0f81b625a,false,false
BRMQNORM-20260803-00da630611c9a9722b2c7837,BRMNORMPREP-20260803-d581ea01effb918541306816,BRMGRT-20260802-6579b03cd5c3f0d61735bb64,BRMGRS-20260802-2b9b90def45f199c6aeb30be,BRMSPAN-20260802-b6ce18f1de4286ec9ed5df28,RMSRD-20260802-902acef5ca6831deeaf7,BRM5C-BRM5-20260731-05998-01,Franklin,OH,Midwest,pdf,other_local_government_pay_policy,non_cba_or_unresolved_hint,quant_allowance_or_reimbursement,quantitative_compensation,quantitative_direct_text_claim_ready,supporting_example_candidate,"Second Lieutenant (additional stipend per hour) $0.58 $0.85 $1.11 $1.38 $1.64 $1.91
",,"[""$0.58"",""$0.85"",""$1.11"",""$1.38"",""$1.64"",""$1.91"",""$16.38"",""$16.67"",""$16.93"",""$17.23"",""$17.51"",""$17.81"",""$18.11"",""$18.41"",""$18.73""]",[],"[""2025-88"",""2026""]",,"[0.58,0.85,1.11,1.38,1.64,1.91,16.38,16.67,16.93,17.23,17.51,17.81,18.11,18.41,18.73]",,,currency_amount,hourly,2025,2026,2025–2026,explicit_or_bounded_repair,police_role,police_direct,allowance_reimbursement,normalized_non_base_only,moderate,"[""multiple_raw_values_preserved_no_single_value_selected"",""no_cross_basis_conversion_performed""]",[],original_rating_preserved,[],Resolution 2025-88: Establishing the Organizational Listings and Pay Rates for City of Franklin Officials and Employees for the Year 2026,8311,"{""candidate_id"": ""BRM5C-BRM5-20260731-05998-01"", ""final"": ""https://cms2.revize.com/revize/franklinoh/Legislation/Resolutions/2025/R-25-88%20Pay%20Rates%202026.pdf"", ""original"": ""https://cms2.revize.com/revize/franklinoh/Legislation/Resolutions/2025/R-25-88%20Pay%20Rates%202026.pdf?t=202512171012090"", ""scout_target_id"": ""BRM5-20260731-05998""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-b6ce18f1de4286ec9ed5df28,false,false
BRMQNORM-20260803-00f827a2f5297fa31aff728e,BRMNORMPREP-20260803-0e4fbefcfe2fa067a1785cd1,BRMGRT-20260802-f72aeaf90f1f8aef4cff4352,BRMGRS-20260802-f5a887f09c3bf2f6ab6e5171,BRMSPAN-20260802-8fd7cae16e59fd7a4e193fae,RMSRD-20260802-a24c65510e6e72be5246,BRM5C-BRM5-20260731-02866-02,Washington,WI,Midwest,pdf,budget_or_pay_plan,cba_arbitration_factfinding_hint,quant_allowance_or_reimbursement,quantitative_compensation,quantitative_direct_text_claim_ready,supporting_example_candidate,"Police Department Stipend $ 11,000.00
",,"[""$ 11,000.00""]",[],"[""2026""]",11000.0,[11000.0],,,currency_amount,budget_amount,2026,2026,2026,explicit_or_bounded_repair,police_role,police_direct,allowance_reimbursement,normalized_budget_context_only,moderate,[],[],original_rating_preserved,[],Town of Washington Budget Worksheet 2026 (Approved),3430,"{""candidate_id"": ""BRM5C-BRM5-20260731-02866-02"", ""final"": ""https://static1.squarespace.com/static/639390de9155a340ff2c2c88/t/690b822a8175045bce6a2db1/1762361898281/Town_of_Washington_Budget_Worksheet_2026_Approved_251104.pdf"", ""original"": ""https://www.washingtonisland-wi.gov/s/Town_of_Washington_Budget_Worksheet_2026_Approved_251104.pdf"", ""scout_target_id"": ""BRM5-20260731-02866""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-8fd7cae16e59fd7a4e193fae,false,false
BRMQNORM-20260803-00fbdd76e87a38b90a0f9374,BRMNORMPREP-20260803-31a3dd2b0e94d953bfa33835,BRMGRT-20260802-01bf7da69a83be942e755803,BRMGRS-20260802-0987d81c9e77d5f44c1f38e4,BRMSPAN-20260802-5da9a4bb74fe2eecb201e0a6,RMSRD-20260802-8d418651d9f4bef6edce,BRM5C-BRM5-20260731-08397-03,McPherson,KS,Midwest,pdf,arbitration_award,cba_arbitration_factfinding_hint,quant_stipend_or_premium,quantitative_compensation,weak_or_not_supported,manual_review_candidate,"overtime, shift differential pay, jury duty and grievance procedures,
",,[],[],"[""1976""]",,[],,,,overtime_rate,1976,1976,1976,explicit_or_bounded_repair,fire_role,fire_direct,stipend_premium,needs_value_review,low,"[""no_explicit_normalizable_value_token""]",[],high,"[""source_title_anchor:fire_direct""]","75-UDC-6-1976 (Kansas DOL PERB) — Unit determination for firefighters employed by the City of McPherson, Kansas (IAFF Local 2522)",11694,"{""candidate_id"": ""BRM5C-BRM5-20260731-08397-03"", ""final"": ""https://labordecisions.dol.ks.gov/Documents/PDF/PEERA/75-udc-6-1976.pdf"", ""original"": ""https://labordecisions.dol.ks.gov/Documents/PDF/PEERA/75-udc-6-1976.pdf"", ""scout_target_id"": ""BRM5-20260731-08397""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-5da9a4bb74fe2eecb201e0a6,false,false
BRMQNORM-20260803-00fe991130100e5e9b358c1f,BRMNORMPREP-20260803-c005817f897a99fdf8df8833,BRMGRT-20260802-8714a2aa3077819cbc7f7244,BRMGRS-20260802-682e37a5db0f4f7a4fed2213,BRMSPAN-20260802-2dcb215c40298a62805844d5,RMSRD-20260802-6706c5311f5d1d8cdb29,BRM5C-BRM5-20260731-13411-03,Bay,OH,Midwest,pdf,cba,cba_arbitration_factfinding_hint,quant_other_compensation_value,quantitative_compensation,quantitative_direct_text_claim_ready,core_finding_candidate,"Effective January 1, 2024, three percent (3.0%) general wage increase.
",,[],"[""3.0%""]","[""January 1, 2024""]",3.0,[3.0],,,percentage,percentage_raise,2024,2024,2024,explicit_or_bounded_repair,unclear_role,remains_unclear,other,side_unclear_defer,low,"[""role_unit_anchor_unresolved_or_not_applicable"",""final_side_label_remains_unclear""]",[],low,"[""no_strong_or_multiple_moderate_side_anchor""]","Collective Bargaining Agreement between the City of Bay Village, Ohio and AFSCME Ohio Council 8 & Local 3816 (Administrative Unit)",51790,"{""candidate_id"": ""BRM5C-BRM5-20260731-13411-03"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-09-0998.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-09-0998.pdf"", ""scout_target_id"": ""BRM5-20260731-13411""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-2dcb215c40298a62805844d5,false,false
