calibration_id,text_table_detection_id,pdf_readiness_id,source_review_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,priority_for_content_review,source_officialness_rating,source_relevance_rating,document_type_rating,pdf_page_count,content_artifact_path,wage_table_signal,contract_period_signal,table_like_structure_signal,candidate_wage_pages,candidate_wage_page_count,detection_notes,calibration_round_id,calibration_selection_rank,calibration_selection_reason,source_review_pilot_id,page_count_bin,text_layer_status,wage_table_signal_confidence,contract_period_confidence,candidate_contract_period_text,extraction_pilot_priority,recommended_next_action,table_detection_method,reviewer,reviewed_at,calibration_status,page_hint_precision_label,wage_table_present_label,wage_table_page_match_label,contract_period_present_label,contract_period_hint_match_label,table_layout_type,extraction_complexity_label,false_positive_family,extraction_schema_notes,recommended_extraction_action,reviewer_confidence,reviewer_notes,review_id,review_method,review_status_detail,artifact_exists_review,artifact_hash_verified_review,artifact_size_verified_review,pdf_opened_review,candidate_pages_requested,candidate_pages_inspected,adjacent_pages_inspected,context_pages_inspected,pages_inspected,pages_with_text_review,bounded_text_chars_inspected,review_elapsed_seconds
cal_2d661ee8ab7ef19340fbad0c,ttd_444293e47a52034a46fea9c5,pr_4da0b21f4daa5b1243cfe585,sr_d950ee809737f7cc9ed93a71,NSCQ-IL-20260720-0176,IL,North Chicago,CITY OF NORTH CHICAGO,non_safety,memorandum_or_settlement,p2,uncertain,possible,unknown,62,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0495_sr_d950ee809737f7cc9ed93a71.pdf,likely,likely,likely,"15,21,28,32,62",5,deterministic bounded keyword/numeric-structure signals; 5 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,11,stratified_likely,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,51_to_100,present,high,high,"{[number redacted].DOCX v. 2 } AGREEMENT BETWEEN CITY OF NORTH CHICAGO, ILLINOIS AND SEIU LOCAL73 2022 – 2025",p1,wage_table_extraction_pilot,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:09Z,reviewed,correct,yes,exact,yes,partially_correct,step_grade,moderate,not_applicable,preserve step and grade/range headers,include_in_wage_extraction_pilot,high,Assisted review inspected 5 bounded pages; 2 strong exact-hint pages and 0 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"15,21,28,32,62","15,21,28,32,62",,,"15,21,28,32,62",5,11817,0.061070
cal_32e26e9fd1b36d8f29174580,ttd_c4d3c4549305b568be046506,pr_b3f02bdc7284604509c80d90,sr_982e3d978294d76b87e6eecc,NSCQ-KS-20260720-0034,KS,Pittsburg,CITY OF PITTSBURG,non_safety,ordinance_or_policy,p2,uncertain,possible,unknown,7,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0497_sr_982e3d978294d76b87e6eecc.pdf,likely,unlikely,likely,"1,2,3,4,5,6,7",7,deterministic bounded keyword/numeric-structure signals; 7 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,12,stratified_likely,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,1_to_10,present,high,low,,p1,wage_table_extraction_pilot,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:09Z,needs_second_review,correct,yes,exact,maybe,unknown,step_grade,moderate,not_applicable,preserve step and grade/range headers,include_in_wage_extraction_pilot,medium,Assisted review inspected 5 bounded pages; 5 strong exact-hint pages and 0 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"1,2,3,4,5,6,7","1,3,4,5,7",,1,"1,3,4,5,7",5,7378,0.035967
cal_3641a73760e319fa915df354,ttd_065156d1d0746f27646cb4df,pr_0dfcd8ea30c0d6f761ef2f7e,sr_32786611fb6285f4b9d0ad9d,NSCQ-IN-20260720-0031,IN,Lawrence,CITY OF LAWRENCE,non_safety,ordinance_or_policy,p2,uncertain,possible,unknown,3,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0481_sr_32786611fb6285f4b9d0ad9d.pdf,likely,possible,likely,"1,2",2,deterministic bounded keyword/numeric-structure signals; 2 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,13,stratified_likely,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,1_to_10,present,high,medium,"SECTION 7. All salary changes having an effective date other than the beginning of the pay period shall become effective with the following pay period. Adopted this ____day of December 2024. __________________________________ Tracy Boyd, Chairperson Attest: ___________",p1,wage_table_extraction_pilot,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:09Z,reviewed,correct,yes,exact,yes,correct,step_grade,easy,not_applicable,preserve step and grade/range headers,include_in_wage_extraction_pilot,high,Assisted review inspected 3 bounded pages; 2 strong exact-hint pages and 0 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"1,2","1,2",3,"1,2","1,2,3",3,4114,0.031701
cal_3780a6990e664d2e6c35ff2e,ttd_6a69ecf3755e166259a92997,pr_d5f23c592a744b92e056f7eb,sr_fe40278a3d486e04f76aefa4,NSCQ-IN-20260720-0009,IN,Bloomington,CITY OF BLOOMINGTON,police,cba,p1,unknown,possible,cba_candidate,48,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0103_sr_fe40278a3d486e04f76aefa4.pdf,likely,likely,likely,"2,11,22,25,27,47",6,deterministic bounded keyword/numeric-structure signals; 6 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,14,stratified_likely,SOURCE-REVIEW-BATCH2-500-2026-07-24,26_to_50,present,high,high,"e as follows: Officer 1st Class [currency redacted] Senior Police Officer [currency redacted] Effective January 1, 2024, the base salary rate of all members subject to this Agreement shall increase by two and eight tenths percent ([percent redacted]) and shall be as follows: Officer 1st Class [curre",p1,wage_table_extraction_pilot,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:09Z,needs_second_review,partially_correct,yes,exact,yes,incorrect,rank_step,moderate,not_applicable,"preserve rank, step, and effective-date columns",include_in_wage_extraction_pilot,medium,Assisted review inspected 5 bounded pages; 1 strong exact-hint pages and 0 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"2,11,22,25,27,47","2,11,22,27,47",,2,"2,11,22,27,47",5,7113,0.028860
cal_37bc3a947fbe1061dfff33b8,ttd_4fcd75928b39509aee3cf12a,pr_7be15724a711c8f633f1ea67,sr_346a89c5f1515120aa023e79,NSCQ-MD-20260720-0034,MD,Cumberland,CITY OF CUMBERLAND,fire,ordinance_or_policy,p2,official_municipal,possible,unknown,12,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0481_sr_346a89c5f1515120aa023e79.pdf,likely,likely,likely,"2,5,6,8,10,11,12",7,deterministic bounded keyword/numeric-structure signals; 7 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,15,stratified_likely,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,11_to_25,present,high,high,owing pay grades shall apply for all City employees who are as of the effective date of this section represented by the American Federation of State County and Municipal Employees No [number redacted] 1 APR 4 2017,p1,wage_table_extraction_pilot,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:09Z,needs_second_review,correct,yes,exact,maybe,correct,step_grade,moderate,not_applicable,preserve step and grade/range headers,include_in_wage_extraction_pilot,medium,Assisted review inspected 5 bounded pages; 1 strong exact-hint pages and 0 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"2,5,6,8,10,11,12","2,6,8,10,12",,2,"2,6,8,10,12",5,2604,0.013295
cal_37ea2ac16336a1ebf64724bd,ttd_51aed6c78c57f9ec6fb6635b,pr_c9bff97dd79338da1191f9e2,sr_012768cc36d0233f0b1abdd6,NSCQ-ND-20260720-0001,ND,Fargo,CITY OF FARGO,non_safety,wage_schedule_or_compensation_plan,p2,official_municipal,possible,unknown,4,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0488_sr_012768cc36d0233f0b1abdd6.pdf,likely,unlikely,likely,"1,2,3,4",4,deterministic bounded keyword/numeric-structure signals; 4 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,16,stratified_likely,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,1_to_10,present,high,low,,p1,wage_table_extraction_pilot,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:09Z,reviewed,correct,yes,exact,no,no_period_found,step_grade,moderate,not_applicable,preserve step and grade/range headers,include_in_wage_extraction_pilot,medium,Assisted review inspected 4 bounded pages; 4 strong exact-hint pages and 0 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"1,2,3,4","1,2,3,4",,"1,2","1,2,3,4",4,12647,0.087709
cal_3bb99602441b9cfadcc0f8cc,ttd_4c2c9ae2a5dea11964ab0567,pr_b68ae4323fded1fd1263baae,sr_0c39899118ec6a5846bec1c9,NSCQ-CA-20260720-0295,CA,Redlands,CITY OF REDLANDS,non_safety,cba,p1,official_union,possible,cba_candidate,36,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0150_sr_0c39899118ec6a5846bec1c9.pdf,likely,likely,likely,"5,17,19,20",4,deterministic bounded keyword/numeric-structure signals; 4 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,17,stratified_likely,SOURCE-REVIEW-BATCH2-500-2026-07-24,26_to_50,present,high,high,"MEMORANDUM OF UNDERSTANDING BETWEEN THE CITY OF REDLANDS AND TEAMSTERS LOCAL #1932 JULY 1, 2023 - JUNE 30, 2026",p1,wage_table_extraction_pilot,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:09Z,reviewed,correct,yes,exact,yes,correct,step_grade,moderate,not_applicable,preserve step and grade/range headers,include_in_wage_extraction_pilot,high,Assisted review inspected 5 bounded pages; 2 strong exact-hint pages and 0 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"5,17,19,20","5,17,19,20",4,,"5,17,19,20,4",5,15067,0.091050
cal_433c56e99c2468011e67a57f,ttd_b82dd1a6d8aa19b1de2ee937,pr_268e1c3ca19f82bbd05b8dc5,sr_c24dec1e2e6f33eb55b8dc73,NSCQ-TN-20260720-0003,TN,Memphis,CITY OF MEMPHIS,police,cba,p1,official_union,possible,cba_candidate,59,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0043_sr_c24dec1e2e6f33eb55b8dc73.pdf,likely,likely,likely,"27,30,58",3,deterministic bounded keyword/numeric-structure signals; 3 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,18,stratified_likely,SOURCE-REVIEW-PILOT1-150-2026-07-24,51_to_100,present,high,high,"E ASSOCIATION And The CITY OF MEMPHIS, TENNESSEE Dedicated to Service EFFECTIVE JULY 1, 2022 THROUGH JUNE 30, 2025",p1,wage_table_extraction_pilot,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:09Z,reviewed,correct,yes,exact,yes,incorrect,step_grade,moderate,not_applicable,preserve step and grade/range headers,include_in_wage_extraction_pilot,medium,Assisted review inspected 5 bounded pages; 3 strong exact-hint pages and 1 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"27,30,58","27,30,58","26,28",,"27,30,58,26,28",5,10890,0.125303
cal_444af6472fbcec8ba405d09d,ttd_5ba6700e26959d2d235f56c5,pr_24fde6bdb8a18daec7cd5fe8,sr_085e00e9c5537c6e4fe3c8f9,NSCQ-NE-20260720-0031,NE,La Vista,CITY OF LAVISTA,non_safety,ordinance_or_policy,p2,uncertain,possible,unknown,9,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0469_sr_085e00e9c5537c6e4fe3c8f9.pdf,likely,likely,likely,"1,2,3,4,5,6,7,9",8,deterministic bounded keyword/numeric-structure signals; 8 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,19,stratified_likely,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,1_to_10,present,high,high,"the FY 21 municipal budget: • For all City employees not covered by a collective bargaining agreement , the range for salary increases will be 0-[percent redacted] in accordance with the adopted pay matrix. • A [number redacted] percent increase for members of the Fraternal Order of Police in conjun",p1,wage_table_extraction_pilot,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:09Z,needs_second_review,correct,yes,exact,yes,partially_correct,step_grade,moderate,not_applicable,preserve step and grade/range headers,include_in_wage_extraction_pilot,medium,Assisted review inspected 5 bounded pages; 4 strong exact-hint pages and 0 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"1,2,3,4,5,6,7,9","1,3,5,6,9",,1,"1,3,5,6,9",5,13710,0.083108
cal_4453630dbcea0b4cd5ed3aed,ttd_a47bf7ddde6f703ded5257d5,pr_8cb9648992ae6c6565f7ce6a,sr_f9aa5e9819cf2c79c486059b,NSCQ-SC-20260720-0001,SC,North Charleston,CITY OF NORTH CHARLESTON,non_safety,wage_schedule_or_compensation_plan,p2,uncertain,possible,unknown,6,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0491_sr_f9aa5e9819cf2c79c486059b.pdf,likely,possible,likely,"1,2,3,4,5,6",6,deterministic bounded keyword/numeric-structure signals; 6 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,20,stratified_likely,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,1_to_10,present,high,medium,Pay Grade Minimum Market Maximum City of North Charleston Pay Scale - Effective 01/05/2026 [number redacted] CITY CODE INSPECTOR/HAZMAT FT [number redacted] [currency redacted][currency redacted][currency redacted][currency redacted] CITY PLANNER FT [number redacted] [currency redacted][currency red,p1,wage_table_extraction_pilot,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:10Z,needs_second_review,correct,yes,exact,maybe,correct,step_grade,moderate,not_applicable,preserve step and grade/range headers,include_in_wage_extraction_pilot,medium,Assisted review inspected 5 bounded pages; 5 strong exact-hint pages and 0 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"1,2,3,4,5,6","1,2,3,5,6",,"1,2","1,2,3,5,6",5,20394,0.272125
cal_473055028533d315d7876b00,ttd_46b1dd3c946ef5c698032cd8,pr_f32c1c37e0f3d6e0802fcb0c,sr_1c0fd9f2cdb1d3b8e392f969,NSCQ-ME-20260720-0007,ME,Bangor,CITY OF BANGOR,fire,cba,p1,official_state_repository,possible,cba_candidate,72,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0161_sr_1c0fd9f2cdb1d3b8e392f969.pdf,likely,likely,likely,"2,9,17,71",4,deterministic bounded keyword/numeric-structure signals; 4 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,21,stratified_likely,SOURCE-REVIEW-BATCH2-500-2026-07-24,51_to_100,partial,high,high,"AGREEMENT CITY OF BANGOR, MAINE AND THE BANGOR FIREFIGHTERS ASSOCIATION LOCAL [number redacted] INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS A.F.L. - C.I.O. July 1, 2018 to June 30, 2021",p1,wage_table_extraction_pilot,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:10Z,reviewed,correct,yes,exact,yes,correct,step_grade,hard,not_applicable,preserve step and grade/range headers,include_after_schema_update,high,Assisted review inspected 5 bounded pages; 1 strong exact-hint pages and 0 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"2,9,17,71","2,9,17,71",1,"1,2","2,9,17,71,1",5,8610,0.018783
cal_4bc1c73b4633dbdc54bcb906,ttd_4c3364ce60c174ed201f6934,pr_a926d8b1863e60301ea3c985,sr_9e9a57070c5cef750e05db5a,NSCQ-OH-20260720-0455,OH,Bedford,CITY OF BEDFORD,non_safety,ordinance_or_policy,p2,uncertain,possible,unknown,7,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0492_sr_9e9a57070c5cef750e05db5a.pdf,likely,possible,likely,"1,2,3,4,5,6",6,deterministic bounded keyword/numeric-structure signals; 6 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,22,stratified_likely,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,1_to_10,present,high,medium,". [number redacted]-22 Section 1, be and the same is hereby amended to read: TITLE BEGINNING RANGE Law Director As Negotiated By Council Assistant Law Director As Negotiated By Council Section 2. That with regards to the positions of Law Director and Assistant Law Director, the provisions of Ordinan",p1,wage_table_extraction_pilot,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:10Z,needs_second_review,correct,yes,exact,maybe,partially_correct,step_grade,moderate,not_applicable,preserve step and grade/range headers,include_in_wage_extraction_pilot,medium,Assisted review inspected 5 bounded pages; 4 strong exact-hint pages and 0 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"1,2,3,4,5,6","1,2,3,5,6",,"1,2","1,2,3,5,6",5,10014,0.046720
cal_4c6f22b20218be88851ac92b,ttd_78e9d2607c35ea6e1b61f5db,pr_23e25af9fbd1f645e208dc99,sr_6f03205124bf801518e58992,NSCQ-NY-20260720-0010,NY,Syracuse,CITY OF SYRACUSE,non_safety,cba,p1,official_union,possible,cba_candidate,52,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0146_sr_6f03205124bf801518e58992.pdf,likely,likely,likely,"2,12,24,27,29",5,deterministic bounded keyword/numeric-structure signals; 5 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,23,stratified_likely,SOURCE-REVIEW-BATCH2-500-2026-07-24,51_to_100,present,high,high,"AGREEMENT by and between the CITY OF SYRACUSE and the CSEA, INC. LOCAL [number redacted] AFSCME, AFL-CIO City of Syracuse Unit [number redacted]-00 Onondaga County Local [number redacted] January1, 2018 - December 31, 2020",p1,wage_table_extraction_pilot,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:10Z,reviewed,correct,yes,exact,yes,incorrect,rank_step,moderate,not_applicable,"preserve rank, step, and effective-date columns",include_in_wage_extraction_pilot,medium,Assisted review inspected 5 bounded pages; 4 strong exact-hint pages and 0 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"2,12,24,27,29","2,12,24,27,29",,2,"2,12,24,27,29",5,17434,0.090060
cal_50d728e95903683ee807533b,ttd_d8135315ee395a0dbbca46b7,pr_2f53cff6a1c6aa572ba4a72b,sr_26bfc55d01df6ea7b51672b8,NSCQ-WY-20260720-0013,WY,Rawlins,CITY OF RAWLINS,non_safety,wage_schedule_or_compensation_plan,p2,official_municipal,possible,unknown,4,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0486_sr_26bfc55d01df6ea7b51672b8.pdf,likely,likely,likely,"1,2,3,4",4,deterministic bounded keyword/numeric-structure signals; 4 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,24,stratified_likely,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,1_to_10,present,high,high,"l now wishes to adopt the Fiscal Year 2024-2025 Pay Plan contained in Appendix ""A,"" attached hereto and incorporated herein, as presented; and NOW, THEREFORE, BE IT RESOLVED BY THE G9VERNING BODY OF THE CITY OF RAWLINS, CARBON COUNTY, WYOMING, that the Fiscal Year 2024-2025 Pay Plan as contained i",p1,wage_table_extraction_pilot,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:10Z,reviewed,correct,yes,exact,yes,correct,step_grade,moderate,not_applicable,preserve step and grade/range headers,include_in_wage_extraction_pilot,high,Assisted review inspected 4 bounded pages; 1 strong exact-hint pages and 0 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"1,2,3,4","1,2,3,4",,"1,2","1,2,3,4",4,5818,0.022807
cal_56072a1d4fb5a9252e95b51b,ttd_8baa1cfca2e336178191cee6,pr_11b70a88e2c99cab8c8d94f4,sr_375a318dd7ce24b48569c434,NSCQ-WA-20260720-0115,WA,Moses Lake,CITY OF MOSES LAKE,police,memorandum_or_settlement,p2,official_municipal,possible,unknown,4,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0462_sr_375a318dd7ce24b48569c434.pdf,likely,likely,likely,"1,2,3",3,deterministic bounded keyword/numeric-structure signals; 3 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,25,stratified_likely,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,1_to_10,present,high,high,City of Moses Lake and Moses Lake Police Officer’s Guild Memorandum of Agreement Wages/Line of Death/Compensatory Time Buy Back/ Retirement Health Savings/Flexible Spending Account Recitals: 1. The City of Moses Lake and the Moses Lake Police Officer’s Guild entered into a Collective Ba,p1,wage_table_extraction_pilot,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:10Z,reviewed,correct,yes,exact,yes,partially_correct,rank_step,moderate,not_applicable,"preserve rank, step, and effective-date columns",include_in_wage_extraction_pilot,high,Assisted review inspected 4 bounded pages; 2 strong exact-hint pages and 0 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"1,2,3","1,2,3",4,"1,2","1,2,3,4",4,5841,0.058115
cal_577b9aee5b4319988b53305c,ttd_c2aec89c4d1fa37a4b151b77,pr_662f24dc0535bd38dea14ddd,sr_6d5ace15262503bd643a943c,NSCQ-WA-20260720-0041,WA,Kirkland,CITY OF KIRKLAND,fire,cba,p1,official_municipal,possible,cba_candidate,46,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0090_sr_6d5ace15262503bd643a943c.pdf,likely,likely,likely,26,1,deterministic bounded keyword/numeric-structure signals; 1 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,26,stratified_likely,SOURCE-REVIEW-BATCH2-500-2026-07-24,26_to_50,partial,high,high,"City of Kirkland IAFF CBA 2022-2024 AGREEMENT BETWEEN the INTERNATIONAL ASSOCIATION OF FIREFIGHTERS LOCAL #[number redacted] and the CITY OF KIRKLAND January 1, 2022 - December 31, 2024",p1,wage_table_extraction_pilot,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:10Z,reviewed,correct,yes,exact,yes,correct,step_grade,hard,not_applicable,preserve step and grade/range headers,include_after_schema_update,high,Assisted review inspected 5 bounded pages; 1 strong exact-hint pages and 2 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,26,26,"25,27","1,2","26,25,27,1,2",5,14926,0.036586
cal_588e854d43e77da72a9780c3,ttd_932198829851e30986ed55b1,pr_23ed328e04edb7576327ea16,sr_81818a204439f7b18118b420,NSCQ-KY-20260720-0001,KY,Metro Government Of Louisville-Jefferson County,METRO GOVERNMENT OF LOUISVILLE-JEFFERSON COUNTY,police,cba,p1,official_municipal,possible,cba_candidate,59,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0041_sr_81818a204439f7b18118b420.pdf,likely,likely,likely,"14,30,33,58",4,deterministic bounded keyword/numeric-structure signals; 4 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,27,stratified_likely,SOURCE-REVIEW-PILOT1-150-2026-07-24,51_to_100,partial,high,high,"s shall be as indicated on the attached salary schedule (Appendix 4), effective July 1, 2021 through June 30, 2023. Members shall be placed on the pay grade of the salary schedule based upon the Member’s seniority date. ARTICLE 25 – PENSION Section 1. Metro Government shall enroll and begin require",p1,wage_table_extraction_pilot,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:10Z,reviewed,correct,yes,exact,yes,correct,step_grade,hard,not_applicable,preserve step and grade/range headers,include_after_schema_update,high,Assisted review inspected 5 bounded pages; 2 strong exact-hint pages and 1 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"14,30,33,58","14,30,33,58",13,,"14,30,33,58,13",5,13405,0.062654
