municipality,municipality_id,state,region,county,shard_id,scout_target_count,prior_scout_covered_flag,newly_planned_this_wave_flag,source_family_diversification_opportunity_flags,matched_safety_non_safety_opportunity_flag,planned_search_query_families,dashboard_map_inclusion_rule,notes
Reidville,cog_2025_194047,SC,South,Spartanburg County (45083; primary),broad_4x2500_shard_003,1,false,true,civil_service_or_hr_pay_plan,false,civil_service_hr_pay,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Ridge Spring,cog_2025_174962,SC,South,Saluda County (45081; primary),broad_4x2500_shard_003,1,false,true,compensation_study; classification_study,false,compensation_classification_study,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Ridgeway,cog_2025_209443,SC,South,Fairfield County (45039; primary),broad_4x2500_shard_003,1,false,true,personnel_policy,false,personnel_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Salem,cog_2025_112885,SC,South,Oconee County (45073; primary),broad_4x2500_shard_003,1,false,true,agenda_packet_or_minutes,false,agenda_minutes_attachment,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Santee,cog_2025_174954,SC,South,Orangeburg County (45075; primary),broad_4x2500_shard_003,1,false,true,other_local_government_pay_policy,false,local_pay_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Sellers,cog_2025_174940,SC,South,Marion County (45067; primary),broad_4x2500_shard_003,1,false,true,cba; mou_or_memorandum; arbitration_award; factfinding_report,false,labor_relations_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Sharon,cog_2025_174979,SC,South,York County (45091; primary),broad_4x2500_shard_003,1,false,true,salary_ordinance; wage_schedule; budget_or_pay_plan; civil_service_or_hr_pay_plan,false,broad_pay_document_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Six Mile,cog_2025_174958,SC,South,Pickens County (45077; primary),broad_4x2500_shard_003,1,false,true,cba,false,cba_agreement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Stuckey,cog_2025_174976,SC,South,Williamsburg County (45089; primary),broad_4x2500_shard_003,1,false,true,mou_or_memorandum; settlement_agreement,false,mou_settlement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Swansea,cog_2025_184066,SC,South,Lexington County (45063; primary),broad_4x2500_shard_003,1,false,true,arbitration_award; factfinding_report,false,arbitration_factfinding,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Sycamore,cog_2025_174874,SC,South,Allendale County (45005; primary),broad_4x2500_shard_003,1,false,true,salary_ordinance; wage_schedule,false,salary_wage_schedule,exclude_until_committed_parseable_live_result,planned only; not scout coverage
West Pelzer,cog_2025_184067,SC,South,Anderson County (45007; primary),broad_4x2500_shard_003,1,false,true,budget_or_pay_plan,false,budget_pay_plan,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Whitmire,cog_2025_134457,SC,South,Newberry County (45071; primary),broad_4x2500_shard_003,1,false,true,civil_service_or_hr_pay_plan,false,civil_service_hr_pay,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Allardt,cog_2025_175741,TN,South,Fentress County (47049; primary),broad_4x2500_shard_003,1,false,true,compensation_study; classification_study,false,compensation_classification_study,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Altamont,cog_2025_175755,TN,South,Grundy County (47061; primary),broad_4x2500_shard_003,1,false,true,personnel_policy,false,personnel_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Auburntown,cog_2025_113316,TN,South,Cannon County (47015; primary),broad_4x2500_shard_003,1,false,true,agenda_packet_or_minutes,false,agenda_minutes_attachment,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Baneberry,cog_2025_175779,TN,South,Jefferson County (47089; primary),broad_4x2500_shard_003,1,false,true,other_local_government_pay_policy,false,local_pay_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Bell Buckle,cog_2025_175707,TN,South,Bedford County (47003; primary),broad_4x2500_shard_003,1,false,true,cba; mou_or_memorandum; arbitration_award; factfinding_report,false,labor_relations_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Bells,cog_2025_175725,TN,South,Crockett County (47033; primary),broad_4x2500_shard_003,1,false,true,salary_ordinance; wage_schedule; budget_or_pay_plan; civil_service_or_hr_pay_plan,false,broad_pay_document_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Blaine,cog_2025_175754,TN,South,Grainger County (47057; primary),broad_4x2500_shard_003,1,false,true,cba,false,cba_agreement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Bradford,cog_2025_113331,TN,South,Gibson County (47053; primary),broad_4x2500_shard_003,1,false,true,mou_or_memorandum; settlement_agreement,false,mou_settlement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Bruceton,cog_2025_205404,TN,South,Carroll County (47017; primary),broad_4x2500_shard_003,1,false,true,arbitration_award; factfinding_report,false,arbitration_factfinding,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Burlison,cog_2025_175833,TN,South,Tipton County (47167; primary),broad_4x2500_shard_003,1,false,true,salary_ordinance; wage_schedule,false,salary_wage_schedule,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Byrdstown,cog_2025_113363,TN,South,Pickett County (47137; primary),broad_4x2500_shard_003,1,false,true,budget_or_pay_plan,false,budget_pay_plan,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Carthage,cog_2025_209523,TN,South,Smith County (47159; primary),broad_4x2500_shard_003,1,false,true,civil_service_or_hr_pay_plan,false,civil_service_hr_pay,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Caryville,cog_2025_175716,TN,South,Campbell County (47013; primary),broad_4x2500_shard_003,1,false,true,compensation_study; classification_study,false,compensation_classification_study,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Cedar Hill,cog_2025_175821,TN,South,Robertson County (47147; primary),broad_4x2500_shard_003,1,false,true,personnel_policy,false,personnel_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Centerville,cog_2025_175774,TN,South,Hickman County (47081; primary),broad_4x2500_shard_003,1,false,true,agenda_packet_or_minutes,false,agenda_minutes_attachment,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Cumberland City,cog_2025_194109,TN,South,Stewart County (47161; primary),broad_4x2500_shard_003,1,false,true,other_local_government_pay_policy,false,local_pay_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Dandridge,cog_2025_175777,TN,South,Jefferson County (47089; primary),broad_4x2500_shard_003,1,false,true,cba; mou_or_memorandum; arbitration_award; factfinding_report,false,labor_relations_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Ducktown,cog_2025_134911,TN,South,Polk County (47139; primary),broad_4x2500_shard_003,1,false,true,salary_ordinance; wage_schedule; budget_or_pay_plan; civil_service_or_hr_pay_plan,false,broad_pay_document_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Dyer,cog_2025_175745,TN,South,Gibson County (47053; primary),broad_4x2500_shard_003,1,false,true,cba,false,cba_agreement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Estill Springs,cog_2025_191558,TN,South,Franklin County (47051; primary),broad_4x2500_shard_003,1,false,true,mou_or_memorandum; settlement_agreement,false,mou_settlement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Gainesboro,cog_2025_113344,TN,South,Jackson County (47087; primary),broad_4x2500_shard_003,1,false,true,arbitration_award; factfinding_report,false,arbitration_factfinding,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Gallaway,cog_2025_134883,TN,South,Fayette County (47047; primary),broad_4x2500_shard_003,1,false,true,salary_ordinance; wage_schedule,false,salary_wage_schedule,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Gates,cog_2025_187582,TN,South,Lauderdale County (47097; primary),broad_4x2500_shard_003,1,false,true,budget_or_pay_plan,false,budget_pay_plan,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Gatlinburg,cog_2025_209520,TN,South,Sevier County (47155; primary),broad_4x2500_shard_003,1,false,true,civil_service_or_hr_pay_plan,false,civil_service_hr_pay,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Gleason,cog_2025_134925,TN,South,Weakley County (47183; primary),broad_4x2500_shard_003,1,false,true,compensation_study; classification_study,false,compensation_classification_study,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Henning,cog_2025_175783,TN,South,Lauderdale County (47097; primary),broad_4x2500_shard_003,1,false,true,personnel_policy,false,personnel_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Hickory Valley,cog_2025_175764,TN,South,Hardeman County (47069; primary),broad_4x2500_shard_003,1,false,true,agenda_packet_or_minutes,false,agenda_minutes_attachment,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Hollow Rock,cog_2025_175719,TN,South,Carroll County (47017; primary),broad_4x2500_shard_003,1,false,true,other_local_government_pay_policy,false,local_pay_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Hornsby,cog_2025_209509,TN,South,Hardeman County (47069; primary),broad_4x2500_shard_003,1,false,true,cba; mou_or_memorandum; arbitration_award; factfinding_report,false,labor_relations_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Kenton,cog_2025_175747,TN,South,Gibson County (47053; primary); Obion County (47131),broad_4x2500_shard_003,1,false,true,salary_ordinance; wage_schedule; budget_or_pay_plan; civil_service_or_hr_pay_plan,false,broad_pay_document_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Kimball,cog_2025_175797,TN,South,Marion County (47115; primary),broad_4x2500_shard_003,1,false,true,cba,false,cba_agreement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Lakesite,cog_2025_187579,TN,South,Hamilton County (47065; primary),broad_4x2500_shard_003,1,false,true,mou_or_memorandum; settlement_agreement,false,mou_settlement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Liberty,cog_2025_113325,TN,South,DeKalb County (47041; primary),broad_4x2500_shard_003,1,false,true,arbitration_award; factfinding_report,false,arbitration_factfinding,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Lookout Mountain,cog_2025_113338,TN,South,Hamilton County (47065; primary),broad_4x2500_shard_003,1,false,true,salary_ordinance; wage_schedule,false,salary_wage_schedule,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Luttrell,cog_2025_202595,TN,South,Union County (47173; primary),broad_4x2500_shard_003,1,false,true,budget_or_pay_plan,false,budget_pay_plan,exclude_until_committed_parseable_live_result,planned only; not scout coverage
McEwen,cog_2025_194102,TN,South,Humphreys County (47085; primary),broad_4x2500_shard_003,1,false,true,civil_service_or_hr_pay_plan,false,civil_service_hr_pay,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Morrison,cog_2025_191567,TN,South,Warren County (47177; primary),broad_4x2500_shard_003,1,false,true,compensation_study; classification_study,false,compensation_classification_study,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Moscow,cog_2025_175737,TN,South,Fayette County (47047; primary),broad_4x2500_shard_003,1,false,true,personnel_policy,false,personnel_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
New Market,cog_2025_113345,TN,South,Jefferson County (47089; primary),broad_4x2500_shard_003,1,false,true,agenda_packet_or_minutes,false,agenda_minutes_attachment,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Niota,cog_2025_175788,TN,South,McMinn County (47107; primary),broad_4x2500_shard_003,1,false,true,other_local_government_pay_policy,false,local_pay_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Parrottsville,cog_2025_194095,TN,South,Cocke County (47029; primary),broad_4x2500_shard_003,1,false,true,cba; mou_or_memorandum; arbitration_award; factfinding_report,false,labor_relations_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Petersburg,cog_2025_175786,TN,South,Lincoln County (47103; primary); Marshall County (47117),broad_4x2500_shard_003,1,false,true,salary_ordinance; wage_schedule; budget_or_pay_plan; civil_service_or_hr_pay_plan,false,broad_pay_document_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Piperton,cog_2025_175739,TN,South,Fayette County (47047; primary),broad_4x2500_shard_003,1,false,true,cba,false,cba_agreement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Pittman Center,cog_2025_209521,TN,South,Sevier County (47155; primary),broad_4x2500_shard_003,1,false,true,mou_or_memorandum; settlement_agreement,false,mou_settlement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Pleasant Hill,cog_2025_187572,TN,South,Cumberland County (47035; primary),broad_4x2500_shard_003,1,false,true,arbitration_award; factfinding_report,false,arbitration_factfinding,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Ridgeside,cog_2025_209507,TN,South,Hamilton County (47065; primary),broad_4x2500_shard_003,1,false,true,salary_ordinance; wage_schedule,false,salary_wage_schedule,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Rutledge,cog_2025_175753,TN,South,Grainger County (47057; primary),broad_4x2500_shard_003,1,false,true,budget_or_pay_plan,false,budget_pay_plan,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Saulsbury,cog_2025_134893,TN,South,Hardeman County (47069; primary),broad_4x2500_shard_003,1,false,true,civil_service_or_hr_pay_plan,false,civil_service_hr_pay,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Silerton,cog_2025_175765,TN,South,Hardeman County (47069; primary); Chester County (47023),broad_4x2500_shard_003,1,false,true,compensation_study; classification_study,false,compensation_classification_study,exclude_until_committed_parseable_live_result,planned only; not scout coverage
South Carthage,cog_2025_134920,TN,South,Smith County (47159; primary),broad_4x2500_shard_003,1,false,true,personnel_policy,false,personnel_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Troy,cog_2025_175809,TN,South,Obion County (47131; primary),broad_4x2500_shard_003,1,false,true,agenda_packet_or_minutes,false,agenda_minutes_attachment,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Tusculum,cog_2025_209506,TN,South,Greene County (47059; primary),broad_4x2500_shard_003,1,false,true,other_local_government_pay_policy,false,local_pay_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Vonore,cog_2025_175804,TN,South,Monroe County (47123; primary); Blount County (47009),broad_4x2500_shard_003,1,false,true,cba; mou_or_memorandum; arbitration_award; factfinding_report,false,labor_relations_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Walden,cog_2025_205405,TN,South,Hamilton County (47065; primary),broad_4x2500_shard_003,1,false,true,salary_ordinance; wage_schedule; budget_or_pay_plan; civil_service_or_hr_pay_plan,false,broad_pay_document_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Wartburg,cog_2025_113360,TN,South,Morgan County (47129; primary),broad_4x2500_shard_003,1,false,true,cba,false,cba_agreement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Woodbury,cog_2025_175717,TN,South,Cannon County (47015; primary),broad_4x2500_shard_003,1,false,true,mou_or_memorandum; settlement_agreement,false,mou_settlement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Addison,cog_2025_176072,TX,South,Dallas County (48113; primary),broad_4x2500_shard_003,1,false,true,arbitration_award; factfinding_report,false,arbitration_factfinding,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Bee Cave,cog_2025_140306,TX,South,Travis County (48453; primary),broad_4x2500_shard_003,1,false,true,salary_ordinance; wage_schedule,false,salary_wage_schedule,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Bellaire,cog_2025_113622,TX,South,Harris County (48201; primary),broad_4x2500_shard_003,1,false,true,budget_or_pay_plan,false,budget_pay_plan,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Brazoria,cog_2025_209547,TX,South,Brazoria County (48039; primary),broad_4x2500_shard_003,1,false,true,civil_service_or_hr_pay_plan,false,civil_service_hr_pay,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Brownfield,cog_2025_176390,TX,South,Terry County (48445; primary),broad_4x2500_shard_003,1,false,true,compensation_study; classification_study,false,compensation_classification_study,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Burnet,cog_2025_135102,TX,South,Burnet County (48053; primary),broad_4x2500_shard_003,1,false,true,personnel_policy,false,personnel_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Caldwell,cog_2025_135100,TX,South,Burleson County (48051; primary),broad_4x2500_shard_003,1,false,true,agenda_packet_or_minutes,false,agenda_minutes_attachment,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Carthage,cog_2025_113692,TX,South,Panola County (48365; primary),broad_4x2500_shard_003,1,false,true,other_local_government_pay_policy,false,local_pay_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Castle Hills,cog_2025_175986,TX,South,Bexar County (48029; primary),broad_4x2500_shard_003,1,false,true,cba; mou_or_memorandum; arbitration_award; factfinding_report,false,labor_relations_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Clifton,cog_2025_194815,TX,South,Bosque County (48035; primary),broad_4x2500_shard_003,1,false,true,salary_ordinance; wage_schedule; budget_or_pay_plan; civil_service_or_hr_pay_plan,false,broad_pay_document_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Clute,cog_2025_194834,TX,South,Brazoria County (48039; primary),broad_4x2500_shard_003,1,false,true,cba,false,cba_agreement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Combes,cog_2025_176023,TX,South,Cameron County (48061; primary),broad_4x2500_shard_003,1,false,true,mou_or_memorandum; settlement_agreement,false,mou_settlement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Combine,cog_2025_176253,TX,South,Kaufman County (48257; primary); Dallas County (48113),broad_4x2500_shard_003,1,false,true,arbitration_award; factfinding_report,false,arbitration_factfinding,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Crandall,cog_2025_212119,TX,South,Kaufman County (48257; primary),broad_4x2500_shard_003,1,false,true,salary_ordinance; wage_schedule,false,salary_wage_schedule,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Crane,cog_2025_113575,TX,South,Crane County (48103; primary),broad_4x2500_shard_003,1,false,true,budget_or_pay_plan,false,budget_pay_plan,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Dayton,cog_2025_135223,TX,South,Liberty County (48291; primary),broad_4x2500_shard_003,1,false,true,civil_service_or_hr_pay_plan,false,civil_service_hr_pay,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Donna,cog_2025_194818,TX,South,Hidalgo County (48215; primary),broad_4x2500_shard_003,1,false,true,compensation_study; classification_study,false,compensation_classification_study,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Edgecliff Village,cog_2025_194146,TX,South,Tarrant County (48439; primary),broad_4x2500_shard_003,1,false,true,personnel_policy,false,personnel_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Edna,cog_2025_176229,TX,South,Jackson County (48239; primary),broad_4x2500_shard_003,1,false,true,agenda_packet_or_minutes,false,agenda_minutes_attachment,exclude_until_committed_parseable_live_result,planned only; not scout coverage
El Lago,cog_2025_113628,TX,South,Harris County (48201; primary),broad_4x2500_shard_003,1,false,true,other_local_government_pay_policy,false,local_pay_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Escobares,cog_2025_217921,TX,South,Starr County (48427; primary),broad_4x2500_shard_003,1,false,true,cba; mou_or_memorandum; arbitration_award; factfinding_report,false,labor_relations_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Everman,cog_2025_135279,TX,South,Tarrant County (48439; primary),broad_4x2500_shard_003,1,false,true,salary_ordinance; wage_schedule; budget_or_pay_plan; civil_service_or_hr_pay_plan,false,broad_pay_document_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Floydada,cog_2025_202622,TX,South,Floyd County (48153; primary),broad_4x2500_shard_003,1,false,true,cba,false,cba_agreement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Fredericksburg,cog_2025_194819,TX,South,Gillespie County (48171; primary),broad_4x2500_shard_003,1,false,true,mou_or_memorandum; settlement_agreement,false,mou_settlement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Galena Park,cog_2025_191611,TX,South,Harris County (48201; primary),broad_4x2500_shard_003,1,false,true,arbitration_award; factfinding_report,false,arbitration_factfinding,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Garden Ridge,cog_2025_176061,TX,South,Comal County (48091; primary),broad_4x2500_shard_003,1,false,true,salary_ordinance; wage_schedule,false,salary_wage_schedule,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Giddings,cog_2025_209596,TX,South,Lee County (48287; primary),broad_4x2500_shard_003,1,false,true,budget_or_pay_plan,false,budget_pay_plan,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Gonzales,cog_2025_135163,TX,South,Gonzales County (48177; primary),broad_4x2500_shard_003,1,false,true,civil_service_or_hr_pay_plan,false,civil_service_hr_pay,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Groesbeck,cog_2025_176271,TX,South,Limestone County (48293; primary),broad_4x2500_shard_003,1,false,true,compensation_study; classification_study,false,compensation_classification_study,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Gun Barrel City,cog_2025_135185,TX,South,Henderson County (48213; primary),broad_4x2500_shard_003,1,false,true,personnel_policy,false,personnel_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Hallsville,cog_2025_176179,TX,South,Harrison County (48203; primary),broad_4x2500_shard_003,1,false,true,agenda_packet_or_minutes,false,agenda_minutes_attachment,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Henrietta,cog_2025_176044,TX,South,Clay County (48077; primary),broad_4x2500_shard_003,1,false,true,other_local_government_pay_policy,false,local_pay_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Hitchcock,cog_2025_113606,TX,South,Galveston County (48167; primary),broad_4x2500_shard_003,1,false,true,cba; mou_or_memorandum; arbitration_award; factfinding_report,false,labor_relations_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Jarrell,cog_2025_213318,TX,South,Williamson County (48491; primary),broad_4x2500_shard_003,1,false,true,salary_ordinance; wage_schedule; budget_or_pay_plan; civil_service_or_hr_pay_plan,false,broad_pay_document_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Justin,cog_2025_176088,TX,South,Denton County (48121; primary),broad_4x2500_shard_003,1,false,true,cba,false,cba_agreement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Kenedy,cog_2025_135210,TX,South,Karnes County (48255; primary),broad_4x2500_shard_003,1,false,true,mou_or_memorandum; settlement_agreement,false,mou_settlement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Kingsville,cog_2025_187677,TX,South,Kleberg County (48273; primary),broad_4x2500_shard_003,1,false,true,arbitration_award; factfinding_report,false,arbitration_factfinding,exclude_until_committed_parseable_live_result,planned only; not scout coverage
La Feria,cog_2025_202614,TX,South,Cameron County (48061; primary),broad_4x2500_shard_003,1,false,true,salary_ordinance; wage_schedule,false,salary_wage_schedule,exclude_until_committed_parseable_live_result,planned only; not scout coverage
La Joya,cog_2025_176205,TX,South,Hidalgo County (48215; primary),broad_4x2500_shard_003,1,false,true,budget_or_pay_plan,false,budget_pay_plan,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Lago Vista,cog_2025_135286,TX,South,Travis County (48453; primary),broad_4x2500_shard_003,1,false,true,civil_service_or_hr_pay_plan,false,civil_service_hr_pay,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Laguna Vista,cog_2025_176027,TX,South,Cameron County (48061; primary),broad_4x2500_shard_003,1,false,true,compensation_study; classification_study,false,compensation_classification_study,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Lake Dallas,cog_2025_213115,TX,South,Denton County (48121; primary),broad_4x2500_shard_003,1,false,true,personnel_policy,false,personnel_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Littlefield,cog_2025_209595,TX,South,Lamb County (48279; primary),broad_4x2500_shard_003,1,false,true,agenda_packet_or_minutes,false,agenda_minutes_attachment,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Los Fresnos,cog_2025_176024,TX,South,Cameron County (48061; primary),broad_4x2500_shard_003,1,false,true,other_local_government_pay_policy,false,local_pay_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Lucas,cog_2025_113569,TX,South,Collin County (48085; primary),broad_4x2500_shard_003,1,false,true,cba; mou_or_memorandum; arbitration_award; factfinding_report,false,labor_relations_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Luling,cog_2025_225282,TX,South,Caldwell County (48055; primary); Guadalupe County (48187),broad_4x2500_shard_003,1,false,true,salary_ordinance; wage_schedule; budget_or_pay_plan; civil_service_or_hr_pay_plan,false,broad_pay_document_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Lytle,cog_2025_187638,TX,South,Atascosa County (48013; primary); Bexar County (48029); Medina County (48325),broad_4x2500_shard_003,1,false,true,cba,false,cba_agreement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Marlin,cog_2025_135147,TX,South,Falls County (48145; primary),broad_4x2500_shard_003,1,false,true,mou_or_memorandum; settlement_agreement,false,mou_settlement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Mart,cog_2025_176284,TX,South,McLennan County (48309; primary); Limestone County (48293),broad_4x2500_shard_003,1,false,true,arbitration_award; factfinding_report,false,arbitration_factfinding,exclude_until_committed_parseable_live_result,planned only; not scout coverage
McLendon-Chisholm,cog_2025_176350,TX,South,Rockwall County (48397; primary); Kaufman County (48257),broad_4x2500_shard_003,1,false,true,salary_ordinance; wage_schedule,false,salary_wage_schedule,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Muleshoe,cog_2025_205438,TX,South,Bailey County (48017; primary),broad_4x2500_shard_003,1,false,true,budget_or_pay_plan,false,budget_pay_plan,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Nassau Bay,cog_2025_176178,TX,South,Harris County (48201; primary),broad_4x2500_shard_003,1,false,true,civil_service_or_hr_pay_plan,false,civil_service_hr_pay,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Olney,cog_2025_176433,TX,South,Young County (48503; primary),broad_4x2500_shard_003,1,false,true,compensation_study; classification_study,false,compensation_classification_study,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Palacios,cog_2025_176293,TX,South,Matagorda County (48321; primary),broad_4x2500_shard_003,1,false,true,personnel_policy,false,personnel_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Pearsall,cog_2025_194135,TX,South,Frio County (48163; primary),broad_4x2500_shard_003,1,false,true,agenda_packet_or_minutes,false,agenda_minutes_attachment,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Pecos,cog_2025_113699,TX,South,Reeves County (48389; primary),broad_4x2500_shard_003,1,false,true,other_local_government_pay_policy,false,local_pay_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Penitas,cog_2025_135188,TX,South,Hidalgo County (48215; primary),broad_4x2500_shard_003,1,false,true,cba; mou_or_memorandum; arbitration_award; factfinding_report,false,labor_relations_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Perryton,cog_2025_191624,TX,South,Ochiltree County (48357; primary),broad_4x2500_shard_003,1,false,true,salary_ordinance; wage_schedule; budget_or_pay_plan; civil_service_or_hr_pay_plan,false,broad_pay_document_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Piney Point Village,cog_2025_176174,TX,South,Harris County (48201; primary),broad_4x2500_shard_003,1,false,true,cba,false,cba_agreement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Pleasanton,cog_2025_135082,TX,South,Atascosa County (48013; primary),broad_4x2500_shard_003,1,false,true,mou_or_memorandum; settlement_agreement,false,mou_settlement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Port Aransas,cog_2025_194924,TX,South,Nueces County (48355; primary),broad_4x2500_shard_003,1,false,true,arbitration_award; factfinding_report,false,arbitration_factfinding,exclude_until_committed_parseable_live_result,planned only; not scout coverage
