state,municipality,unit_type,candidate_rows_reviewed,verification_ready_rows,mechanism_families,contract_periods_with_metadata,counterpart_ids_present,coverage_status
MO,Gladstone,non_safety_comparator,1,1,non_safety_constraint_signal,1,1,candidate_only_not_verified
MO,Grain Valley,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MO,Independence,non_safety_comparator,1,0,non_safety_constraint_signal,1,1,candidate_only_not_verified
MO,Lebanon,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MO,Lee's Summit,non_safety_comparator,2,2,non_safety_constraint_signal,2,2,candidate_only_not_verified
MO,Liberty,non_safety_comparator,3,1,non_safety_constraint_signal,3,3,candidate_only_not_verified
MO,Marshall,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MO,Moberly,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MO,Neosho,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MO,Nixa,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
MO,Overland,safety_and_non_safety_compensation_units,1,1,market_or_comparability_pressure,1,0,candidate_only_not_verified
MO,Polk,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MO,Poplar Bluff,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MO,Springfield,non_safety_comparator,3,1,non_safety_constraint_signal,3,3,candidate_only_not_verified
MO,St. Charles,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
MO,Warrensburg,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
MO,Washington,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MO,Webb City,safety_and_non_safety_compensation_units,3,2,market_or_comparability_pressure,3,0,candidate_only_not_verified
MO,Wentzville,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
MS,D'Iberville,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MT,Anaconda-Deer Lodge County,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
MT,Havre,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
MT,Helena,non_safety_comparator,2,2,non_safety_constraint_signal,2,2,candidate_only_not_verified
NC,Albemarle,safety_and_non_safety_compensation_units,3,2,market_or_comparability_pressure,3,0,candidate_only_not_verified
NC,Belmont,safety_and_non_safety_compensation_units,3,2,market_or_comparability_pressure,3,0,candidate_only_not_verified
NC,Boone,non_safety_municipal_units,2,1,fiscal_constraint_signal,2,0,candidate_only_not_verified
NC,Carrboro,non_safety_municipal_units,3,1,fiscal_constraint_signal,3,0,candidate_only_not_verified
NC,Clemmons,non_safety_municipal_units,3,1,fiscal_constraint_signal,3,0,candidate_only_not_verified
NC,Davidson,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
NC,Elizabeth City,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
NC,Fuquay-Varina,non_safety_comparator,2,0,non_safety_constraint_signal,0,2,candidate_only_not_verified
NC,Graham,non_safety_municipal_units,2,1,fiscal_constraint_signal,2,0,candidate_only_not_verified
NC,Harrisburg,non_safety_municipal_units,3,1,fiscal_constraint_signal,3,0,candidate_only_not_verified
NC,Havelock,safety_and_non_safety_compensation_units,3,2,market_or_comparability_pressure,3,0,candidate_only_not_verified
NC,Henderson,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
NC,Hendersonville,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
NC,Hope Mills,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
NC,Kernersville,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
NC,Kinston,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
NC,Knightdale,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
NC,Laurinburg,safety_and_non_safety_compensation_units,3,1,market_or_comparability_pressure,3,0,candidate_only_not_verified
NC,Lenoir,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
NC,Lewisville,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
NC,Mebane,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
NC,Morganton,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
NC,Mount Holly,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
NC,Pinehurst,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
NC,Roanoke Rapids,safety_and_non_safety_compensation_units,3,1,market_or_comparability_pressure,3,0,candidate_only_not_verified
NC,Shelby,non_safety_municipal_units,2,0,fiscal_constraint_signal,2,0,candidate_only_not_verified
NC,Southern Pines,safety_and_non_safety_compensation_units,3,2,market_or_comparability_pressure,3,0,candidate_only_not_verified
NC,Stallings,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
NC,Weddington,safety_and_non_safety_compensation_units,3,2,market_or_comparability_pressure,3,0,candidate_only_not_verified
NC,Wendell,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
NE,Fremont,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
NE,Hastings,non_safety_comparator,3,3,non_safety_constraint_signal,2,3,candidate_only_not_verified
NE,North Platte,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
NE,Omaha,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
NH,Bedford,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
NH,Concord,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
NH,Derry,safety_and_non_safety_bargaining_units,2,2,strike_or_no_strike_constraint,2,0,candidate_only_not_verified
NH,Durham,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
NH,Exeter,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
NH,Goffstown,non_safety_municipal_units,3,2,fiscal_constraint_signal,3,0,candidate_only_not_verified
NH,Hampton,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
NH,Hooksett,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
NH,Hudson,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
NH,Londonderry,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
NH,Merrimack,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
NH,Milford,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
NH,Nashua,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
NH,Pelham,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
NH,Salem,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
NH,Windham,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
NJ,Aberdeen,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
NJ,Barnegat,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
NJ,Bayonne,non_safety_comparator,1,1,non_safety_constraint_signal,1,1,candidate_only_not_verified
NJ,Berkeley Heights,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
NJ,Bernards,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
NJ,Bloomfield,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
NJ,Branchburg,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
NJ,Bridgewater,safety_and_non_safety_bargaining_units,2,2,strike_or_no_strike_constraint,2,0,candidate_only_not_verified
NJ,Burlington,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
NJ,Camden,non_safety_comparator,2,2,non_safety_constraint_signal,2,2,candidate_only_not_verified
NJ,Cedar Grove,safety_and_non_safety_compensation_units,3,2,market_or_comparability_pressure,3,0,candidate_only_not_verified
NJ,City of Orange,safety_and_non_safety_bargaining_units,2,2,strike_or_no_strike_constraint,2,0,candidate_only_not_verified
NJ,Clark,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
NJ,Cranford,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
NJ,Delran,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
NJ,Denville,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
NJ,Deptford,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
NJ,East Orange,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
NJ,East Windsor,safety_and_non_safety_bargaining_units,1,1,strike_or_no_strike_constraint,1,0,candidate_only_not_verified
NJ,Edison,safety_and_non_safety_bargaining_units,3,1,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
NJ,Egg Harbor,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
NJ,Ewing,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
NJ,Fair Lawn,non_safety_comparator,1,1,non_safety_constraint_signal,1,1,candidate_only_not_verified
NJ,Fairview,non_safety_comparator,3,3,non_safety_constraint_signal,1,3,candidate_only_not_verified
NJ,Freehold,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
NJ,Galloway,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
NJ,Glassboro,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
NJ,Haddon,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
NJ,Hamilton,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
NJ,Hanover,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
NJ,Harrison,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
NJ,Hazlet,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
NJ,Hillside,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
NJ,Holmdel,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
NJ,Hopewell,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
NJ,Howell,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
NJ,Irvington,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
NJ,Jefferson,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
NJ,Lacey,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
NJ,Lakewood,safety_and_non_safety_bargaining_units,3,1,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
NJ,Little Egg Harbor,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
NJ,Little Falls,safety_and_non_safety_compensation_units,2,2,market_or_comparability_pressure,2,0,candidate_only_not_verified
NJ,Livingston,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
NJ,Lodi,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
NJ,Long Branch,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
NJ,Lower,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
NJ,Lyndhurst,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
NJ,Mahwah,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
NJ,Manchester,safety_and_non_safety_bargaining_units,2,2,strike_or_no_strike_constraint,2,0,candidate_only_not_verified
NJ,Mantua,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
NJ,Maple Shade,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
NJ,Maplewood,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
NJ,Marlboro,safety_and_non_safety_bargaining_units,3,1,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
NJ,Medford,non_safety_municipal_units,3,2,fiscal_constraint_signal,3,0,candidate_only_not_verified
NJ,Middle,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
NJ,Middlesex,non_safety_comparator,2,2,non_safety_constraint_signal,2,2,candidate_only_not_verified
NJ,Millburn,non_safety_municipal_units,3,2,fiscal_constraint_signal,3,0,candidate_only_not_verified
NJ,Monroe,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
NJ,Montclair,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
NJ,Montgomery,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
NJ,Montville,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
NJ,Moorestown,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
NJ,Morris,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
NJ,Mount Olive,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
NJ,Neptune,safety_and_non_safety_bargaining_units,2,1,strike_or_no_strike_constraint,2,0,candidate_only_not_verified
NJ,New Providence,non_safety_comparator,1,1,non_safety_constraint_signal,1,1,candidate_only_not_verified
NJ,Newark,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
NJ,Ocean,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
NJ,Parsippany-Troy Hills,safety_and_non_safety_bargaining_units,1,1,strike_or_no_strike_constraint,1,0,candidate_only_not_verified
NJ,Pemberton,non_safety_municipal_units,2,2,fiscal_constraint_signal,2,0,candidate_only_not_verified
NJ,Pequannock,safety_and_non_safety_compensation_units,2,2,market_or_comparability_pressure,2,0,candidate_only_not_verified
NJ,Piscataway,safety_and_non_safety_bargaining_units,2,1,strike_or_no_strike_constraint,2,0,candidate_only_not_verified
NJ,Plainsboro,non_safety_municipal_units,3,1,fiscal_constraint_signal,3,0,candidate_only_not_verified
NJ,Ramsey,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
NJ,Randolph,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
NJ,Raritan,non_safety_municipal_units,3,1,fiscal_constraint_signal,3,0,candidate_only_not_verified
NJ,Readington,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
NJ,Ridgefield Park,non_safety_comparator,3,3,non_safety_constraint_signal,1,3,candidate_only_not_verified
NJ,Robbinsville,safety_and_non_safety_compensation_units,2,2,market_or_comparability_pressure,2,0,candidate_only_not_verified
NJ,Rockaway,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
NJ,Roxbury,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
NJ,Saddle Brook,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
NJ,Scotch Plains,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
NJ,South Brunswick,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
NJ,South Orange Village,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
NJ,South River,non_safety_comparator,2,2,non_safety_constraint_signal,2,2,candidate_only_not_verified
NJ,Sparta,non_safety_municipal_units,3,2,fiscal_constraint_signal,3,0,candidate_only_not_verified
NJ,Springfield,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
NJ,Stafford,safety_and_non_safety_bargaining_units,2,0,strike_or_no_strike_constraint,2,0,candidate_only_not_verified
NJ,Teaneck,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
NJ,Vernon,non_safety_municipal_units,3,1,fiscal_constraint_signal,3,0,candidate_only_not_verified
NJ,Verona,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
NJ,Voorhees,safety_and_non_safety_bargaining_units,2,2,strike_or_no_strike_constraint,2,0,candidate_only_not_verified
NJ,Wall,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
NJ,Warren,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
NJ,Washington,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
NJ,West Deptford,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
NJ,West Milford,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
NJ,West Orange,safety_and_non_safety_bargaining_units,2,2,strike_or_no_strike_constraint,2,0,candidate_only_not_verified
NJ,West Windsor,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
NJ,Willingboro,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
NJ,Woodbridge,safety_and_non_safety_bargaining_units,1,1,strike_or_no_strike_constraint,1,0,candidate_only_not_verified
NJ,Woodland Park,non_safety_comparator,2,2,non_safety_constraint_signal,2,2,candidate_only_not_verified
NJ,Woolwich,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
NJ,Wyckoff,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
NM,Albuquerque,non_safety_comparator,3,2,non_safety_constraint_signal,3,3,candidate_only_not_verified
NM,Hobbs,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
NM,Raton,non_safety_comparator,3,3,non_safety_constraint_signal,2,3,candidate_only_not_verified
NM,Roswell,non_safety_comparator,1,1,non_safety_constraint_signal,1,1,candidate_only_not_verified
NV,Carson,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
NY,Albany,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
NY,Amherst,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
NY,Babylon,safety_and_non_safety_bargaining_units,2,2,strike_or_no_strike_constraint,2,0,candidate_only_not_verified
NY,Bedford,safety_and_non_safety_compensation_units,2,2,market_or_comparability_pressure,2,0,candidate_only_not_verified
NY,Beekman,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
NY,Bethlehem,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
NY,Binghamton,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
NY,Blooming Grove,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
NY,Buffalo,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
NY,Camillus,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
NY,Cheektowaga,safety_and_non_safety_bargaining_units,1,1,strike_or_no_strike_constraint,1,0,candidate_only_not_verified
NY,Chili,safety_and_non_safety_bargaining_units,1,1,strike_or_no_strike_constraint,1,0,candidate_only_not_verified
NY,Cicero,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
NY,Clay,safety_and_non_safety_bargaining_units,2,1,strike_or_no_strike_constraint,2,0,candidate_only_not_verified
NY,Colonie,safety_and_non_safety_bargaining_units,2,2,strike_or_no_strike_constraint,2,0,candidate_only_not_verified
NY,De Witt,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
NY,Dryden,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
NY,Elmira,non_safety_comparator,2,2,non_safety_constraint_signal,2,2,candidate_only_not_verified
NY,Evans,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
NY,Fallsburg,safety_and_non_safety_compensation_units,1,1,market_or_comparability_pressure,1,0,candidate_only_not_verified
NY,Farmington,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
NY,Fishkill,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
NY,Freeport,non_safety_comparator,3,1,non_safety_constraint_signal,3,3,candidate_only_not_verified
NY,Geddes,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
NY,Glenville,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
NY,Goshen,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
NY,Grand Island,non_safety_municipal_units,3,2,fiscal_constraint_signal,3,0,candidate_only_not_verified
NY,Greece,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
NY,Guilderland,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
NY,Halfmoon,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
NY,Harrison,safety_and_non_safety_bargaining_units,3,2,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
NY,Henrietta,safety_and_non_safety_bargaining_units,1,1,strike_or_no_strike_constraint,1,0,candidate_only_not_verified
NY,Horseheads,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
NY,Hyde Park,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
NY,Islip,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
NY,Ithaca,non_safety_municipal_units,3,2,fiscal_constraint_signal,3,0,candidate_only_not_verified
NY,Jamestown,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
NY,LaGrange,safety_and_non_safety_compensation_units,2,2,market_or_comparability_pressure,2,0,candidate_only_not_verified
NY,Lackawanna,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
NY,Lancaster,safety_and_non_safety_bargaining_units,1,1,strike_or_no_strike_constraint,1,0,candidate_only_not_verified
NY,Lewiston,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
NY,Lockport,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
NY,Lysander,non_safety_municipal_units,2,2,fiscal_constraint_signal,2,0,candidate_only_not_verified
NY,Malta,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
NY,Manlius,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
NY,Middletown,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
NY,Milton,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
NY,Montgomery,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
NY,Moreau,safety_and_non_safety_compensation_units,3,2,market_or_comparability_pressure,3,0,candidate_only_not_verified
NY,Mount Pleasant,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
NY,New Castle,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
NY,New Hartford,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
NY,New Paltz,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
NY,New Rochelle,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
NY,New Windsor,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
NY,Newburgh,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
NY,Niagara Falls,non_safety_comparator,3,2,non_safety_constraint_signal,3,3,candidate_only_not_verified
NY,North Greenbush,safety_and_non_safety_compensation_units,3,2,market_or_comparability_pressure,2,0,candidate_only_not_verified
NY,Ogden,non_safety_municipal_units,2,2,fiscal_constraint_signal,2,0,candidate_only_not_verified
NY,Olean,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
NY,Onondaga,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
NY,Oswego,non_safety_comparator,2,2,non_safety_constraint_signal,0,2,candidate_only_not_verified
NY,Owego,non_safety_municipal_units,3,2,fiscal_constraint_signal,3,0,candidate_only_not_verified
NY,Peekskill,non_safety_comparator,1,1,non_safety_constraint_signal,1,1,candidate_only_not_verified
NY,Potsdam,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
NY,Poughkeepsie,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
NY,Rome,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
NY,Rotterdam,safety_and_non_safety_bargaining_units,2,2,strike_or_no_strike_constraint,2,0,candidate_only_not_verified
NY,Rye,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
NY,Salina,safety_and_non_safety_bargaining_units,2,2,strike_or_no_strike_constraint,2,0,candidate_only_not_verified
NY,Saugerties,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
NY,Shawangunk,safety_and_non_safety_compensation_units,1,1,market_or_comparability_pressure,1,0,candidate_only_not_verified
NY,Smithtown,safety_and_non_safety_bargaining_units,3,2,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
NY,Somers,non_safety_municipal_units,2,1,fiscal_constraint_signal,2,0,candidate_only_not_verified
NY,Southeast,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
