mechanism_exposure_event_id,root_compensation_event_id,municipality,state,region,compensation_cycle_id,mechanism_family,mechanism_tag,side,implementation_status,implementation_confidence,recurring_or_one_time,corroborating_source_count,technical_lineage,linked_root_compensation_event_ids,linked_root_count
MECHEXP-c4d0c2fa6a3269821454549f,ROOTCOMP-32cb008c897c20e600d58283,Elyria,OH,Midwest,2023,institutional_channel,budget_pay_plan_process,police,implemented,high,budget_context_only,0,"[""WCM-66737d6b438c0bb48c00e79a""]",ROOTCOMP-32cb008c897c20e600d58283,1
MECHEXP-9766a822d47ffbb82a6c2832,ROOTCOMP-32cb008c897c20e600d58283,Elyria,OH,Midwest,2023,compensation_outcome,no_direct_compensation_outcome,police,implemented,high,budget_context_only,0,"[""WCM-66737d6b438c0bb48c00e79a""]",ROOTCOMP-32cb008c897c20e600d58283,1
MECHEXP-86277009b03f8987a73d6800,ROOTCOMP-32cb008c897c20e600d58283,Elyria,OH,Midwest,2023,timing_implementation,payroll_effective_date,police,implemented,high,budget_context_only,0,"[""WCM-66737d6b438c0bb48c00e79a""]",ROOTCOMP-32cb008c897c20e600d58283,1
MECHEXP-43ee3c7fe17338eaafbbee7f,ROOTCOMP-32cb008c897c20e600d58283,Elyria,OH,Midwest,2023,pressure_channel,fiscal_constraint,police,implemented,high,budget_context_only,0,"[""WCM-66737d6b438c0bb48c00e79a""]",ROOTCOMP-32cb008c897c20e600d58283,1
MECHEXP-33420bffb5acdacb251b8d1c,ROOTCOMP-459fad7225e04deff50b6932,Fairfield,OH,Midwest,2017,institutional_channel,budget_pay_plan_process,side_independent,implemented,high,budget_context_only,0,"[""WCM-024bf57c7914e4c97176b61e""]",ROOTCOMP-459fad7225e04deff50b6932,1
MECHEXP-2158dc891b24f92e97cce458,ROOTCOMP-459fad7225e04deff50b6932,Fairfield,OH,Midwest,2017,compensation_outcome,no_direct_compensation_outcome,side_independent,implemented,high,budget_context_only,0,"[""WCM-024bf57c7914e4c97176b61e""]",ROOTCOMP-459fad7225e04deff50b6932,1
MECHEXP-3944e077436b2cae5d3df9c7,ROOTCOMP-459fad7225e04deff50b6932,Fairfield,OH,Midwest,2017,timing_implementation,payroll_effective_date,side_independent,implemented,high,budget_context_only,0,"[""WCM-024bf57c7914e4c97176b61e""]",ROOTCOMP-459fad7225e04deff50b6932,1
MECHEXP-52f42312607587473dece6be,ROOTCOMP-459fad7225e04deff50b6932,Fairfield,OH,Midwest,2017,pressure_channel,fiscal_constraint,side_independent,implemented,high,budget_context_only,0,"[""WCM-024bf57c7914e4c97176b61e""]",ROOTCOMP-459fad7225e04deff50b6932,1
MECHEXP-ea975aba7e3f72ccae1a9966,ROOTCOMP-b3c4e98baccead129ec531dd,Fairfield,OH,Midwest,2018,institutional_channel,budget_pay_plan_process,side_independent,implemented,high,retroactive_back_pay,0,"[""WCM-266835575936af97ded386e2"",""WCM-44594f5e896b4b2b51a1eff8"",""WCM-87c739d3dff46db2b8b20490""]",ROOTCOMP-b3c4e98baccead129ec531dd,1
MECHEXP-a85d626f3284ed639451c28e,ROOTCOMP-b3c4e98baccead129ec531dd,Fairfield,OH,Midwest,2018,compensation_outcome,retroactive_pay,side_independent,implemented,high,retroactive_back_pay,0,"[""WCM-266835575936af97ded386e2"",""WCM-44594f5e896b4b2b51a1eff8"",""WCM-87c739d3dff46db2b8b20490""]",ROOTCOMP-b3c4e98baccead129ec531dd,1
MECHEXP-9457506a3e466dacf68926a5,ROOTCOMP-b3c4e98baccead129ec531dd,Fairfield,OH,Midwest,2018,timing_implementation,one_time,side_independent,implemented,high,retroactive_back_pay,0,"[""WCM-266835575936af97ded386e2"",""WCM-44594f5e896b4b2b51a1eff8"",""WCM-87c739d3dff46db2b8b20490""]",ROOTCOMP-b3c4e98baccead129ec531dd,1
MECHEXP-551f7209ff8701de38b70e5e,ROOTCOMP-b3c4e98baccead129ec531dd,Fairfield,OH,Midwest,2018,timing_implementation,retroactive,side_independent,implemented,high,retroactive_back_pay,0,"[""WCM-266835575936af97ded386e2"",""WCM-44594f5e896b4b2b51a1eff8"",""WCM-87c739d3dff46db2b8b20490""]",ROOTCOMP-b3c4e98baccead129ec531dd,1
MECHEXP-d3b25491e0527b0d6a7bc423,ROOTCOMP-b3c4e98baccead129ec531dd,Fairfield,OH,Midwest,2018,pressure_channel,fiscal_constraint,side_independent,implemented,high,retroactive_back_pay,0,"[""WCM-266835575936af97ded386e2"",""WCM-44594f5e896b4b2b51a1eff8"",""WCM-87c739d3dff46db2b8b20490""]",ROOTCOMP-b3c4e98baccead129ec531dd,1
MECHEXP-afc89b9a96b6200a4649ebf8,ROOTCOMP-d3b72a5390980798c1d0757b,Fairfield,OH,Midwest,2019,institutional_channel,budget_pay_plan_process,side_independent,implemented,high,budget_context_only,1,"[""WCM-3cc8506d29c3baaf55473eb0"",""WCM-bb41a88ea299971a5aef90e0"",""WCM-c41b9d9b7de590178c7245d6""]",ROOTCOMP-d3b72a5390980798c1d0757b,1
MECHEXP-f30f6a8696f4780c14b82234,ROOTCOMP-d3b72a5390980798c1d0757b,Fairfield,OH,Midwest,2019,compensation_outcome,no_direct_compensation_outcome,side_independent,implemented,high,budget_context_only,1,"[""WCM-3cc8506d29c3baaf55473eb0"",""WCM-bb41a88ea299971a5aef90e0"",""WCM-c41b9d9b7de590178c7245d6""]",ROOTCOMP-d3b72a5390980798c1d0757b,1
MECHEXP-b7e5a3df8969b9b78412e548,ROOTCOMP-d3b72a5390980798c1d0757b,Fairfield,OH,Midwest,2019,timing_implementation,payroll_effective_date,side_independent,implemented,high,budget_context_only,1,"[""WCM-3cc8506d29c3baaf55473eb0"",""WCM-bb41a88ea299971a5aef90e0"",""WCM-c41b9d9b7de590178c7245d6""]",ROOTCOMP-d3b72a5390980798c1d0757b,1
MECHEXP-a0ace07bde0bbcec1191fd9d,ROOTCOMP-d3b72a5390980798c1d0757b,Fairfield,OH,Midwest,2019,pressure_channel,fiscal_constraint,side_independent,implemented,high,budget_context_only,1,"[""WCM-3cc8506d29c3baaf55473eb0"",""WCM-bb41a88ea299971a5aef90e0"",""WCM-c41b9d9b7de590178c7245d6""]",ROOTCOMP-d3b72a5390980798c1d0757b,1
MECHEXP-5c2d35705fe1f7e4bbac8b2f,ROOTCOMP-80419dfece0479de31424d6b,Fairfield,OH,Midwest,2020,institutional_channel,budget_pay_plan_process,side_independent,implemented,high,budget_context_only,0,"[""WCM-91c1590b668e0e63bda087d7""]",ROOTCOMP-80419dfece0479de31424d6b,1
MECHEXP-d6f8c0a258d5a8791f2df99f,ROOTCOMP-80419dfece0479de31424d6b,Fairfield,OH,Midwest,2020,compensation_outcome,no_direct_compensation_outcome,side_independent,implemented,high,budget_context_only,0,"[""WCM-91c1590b668e0e63bda087d7""]",ROOTCOMP-80419dfece0479de31424d6b,1
MECHEXP-3af673e090ee38474fe29882,ROOTCOMP-80419dfece0479de31424d6b,Fairfield,OH,Midwest,2020,timing_implementation,payroll_effective_date,side_independent,implemented,high,budget_context_only,0,"[""WCM-91c1590b668e0e63bda087d7""]",ROOTCOMP-80419dfece0479de31424d6b,1
MECHEXP-7b6c98e6148ee7b7b88d96d2,ROOTCOMP-80419dfece0479de31424d6b,Fairfield,OH,Midwest,2020,pressure_channel,fiscal_constraint,side_independent,implemented,high,budget_context_only,0,"[""WCM-91c1590b668e0e63bda087d7""]",ROOTCOMP-80419dfece0479de31424d6b,1
MECHEXP-73853328d80f5f78801f6976,ROOTCOMP-cc652c398f18c4c85879eb2f,Fairfield,OH,Midwest,2021,institutional_channel,none_identified,police,implemented,high,percentage_adjustment,0,"[""WCM-51c03fb94bfeb5636d43d02d""]",ROOTCOMP-a3bf7aa080f37cdcccde79b9|ROOTCOMP-cc652c398f18c4c85879eb2f,2
MECHEXP-505393f37a5dac2e97b87349,ROOTCOMP-cc652c398f18c4c85879eb2f,Fairfield,OH,Midwest,2021,compensation_outcome,across_the_board_raise,police,implemented,high,percentage_adjustment,0,"[""WCM-51c03fb94bfeb5636d43d02d""]",ROOTCOMP-cc652c398f18c4c85879eb2f,1
MECHEXP-4c643566bf22a782a10301a5,ROOTCOMP-cc652c398f18c4c85879eb2f,Fairfield,OH,Midwest,2021,timing_implementation,recurring,police,implemented,high,percentage_adjustment,0,"[""WCM-51c03fb94bfeb5636d43d02d""]",ROOTCOMP-cc652c398f18c4c85879eb2f,1
MECHEXP-7317119c2416b90eb2a05bd5,ROOTCOMP-cc652c398f18c4c85879eb2f,Fairfield,OH,Midwest,2021,pressure_channel,none_identified,police,implemented,high,percentage_adjustment,0,"[""WCM-51c03fb94bfeb5636d43d02d""]",ROOTCOMP-a3bf7aa080f37cdcccde79b9|ROOTCOMP-cc652c398f18c4c85879eb2f,2
MECHEXP-77c673cd2264784fa4065435,ROOTCOMP-d6f227dca61eddb8e8f63b87,Fairfield,OH,Midwest,2021,institutional_channel,budget_pay_plan_process,side_independent,implemented,high,budget_context_only,0,"[""WCM-7dbb6c9b52ee210e84c63821""]",ROOTCOMP-d6f227dca61eddb8e8f63b87,1
MECHEXP-305e41f11aaae852b6514538,ROOTCOMP-d6f227dca61eddb8e8f63b87,Fairfield,OH,Midwest,2021,compensation_outcome,no_direct_compensation_outcome,side_independent,implemented,high,budget_context_only,0,"[""WCM-7dbb6c9b52ee210e84c63821""]",ROOTCOMP-d6f227dca61eddb8e8f63b87,1
MECHEXP-3c9ee8f0b1a26535d4d02125,ROOTCOMP-d6f227dca61eddb8e8f63b87,Fairfield,OH,Midwest,2021,timing_implementation,payroll_effective_date,side_independent,implemented,high,budget_context_only,0,"[""WCM-7dbb6c9b52ee210e84c63821""]",ROOTCOMP-d6f227dca61eddb8e8f63b87,1
MECHEXP-d9d9edde473c943fb41a6002,ROOTCOMP-d6f227dca61eddb8e8f63b87,Fairfield,OH,Midwest,2021,pressure_channel,fiscal_constraint,side_independent,implemented,high,budget_context_only,0,"[""WCM-7dbb6c9b52ee210e84c63821""]",ROOTCOMP-d6f227dca61eddb8e8f63b87,1
MECHEXP-4239f16b528a182081f567c6,ROOTCOMP-9d1785c8db35fc94a4525abd,Fairfield,OH,Midwest,2021,institutional_channel,none_identified,fire,implemented,high,retroactive_back_pay,0,"[""WCM-6d177ac47c6bf5e1ca3ac13d"",""WCM-b2a16bc0b056e84faa0a8683""]",ROOTCOMP-8955e3d604ea198d731b0bcf|ROOTCOMP-9d1785c8db35fc94a4525abd,2
MECHEXP-d634db5dd5183d1ec47dec45,ROOTCOMP-9d1785c8db35fc94a4525abd,Fairfield,OH,Midwest,2021,compensation_outcome,retroactive_pay,fire,implemented,high,retroactive_back_pay,0,"[""WCM-6d177ac47c6bf5e1ca3ac13d"",""WCM-b2a16bc0b056e84faa0a8683""]",ROOTCOMP-9d1785c8db35fc94a4525abd,1
MECHEXP-2c94dd59fd81ae85012c4ded,ROOTCOMP-9d1785c8db35fc94a4525abd,Fairfield,OH,Midwest,2021,timing_implementation,one_time,fire,implemented,high,retroactive_back_pay,0,"[""WCM-6d177ac47c6bf5e1ca3ac13d"",""WCM-b2a16bc0b056e84faa0a8683""]",ROOTCOMP-9d1785c8db35fc94a4525abd,1
MECHEXP-2b71d19d65d88f02dff321ef,ROOTCOMP-9d1785c8db35fc94a4525abd,Fairfield,OH,Midwest,2021,timing_implementation,retroactive,fire,implemented,high,retroactive_back_pay,0,"[""WCM-6d177ac47c6bf5e1ca3ac13d"",""WCM-b2a16bc0b056e84faa0a8683""]",ROOTCOMP-9d1785c8db35fc94a4525abd,1
MECHEXP-ac0cf857a04b0f5812fc47e2,ROOTCOMP-9d1785c8db35fc94a4525abd,Fairfield,OH,Midwest,2021,pressure_channel,none_identified,fire,implemented,high,retroactive_back_pay,0,"[""WCM-6d177ac47c6bf5e1ca3ac13d"",""WCM-b2a16bc0b056e84faa0a8683""]",ROOTCOMP-8955e3d604ea198d731b0bcf|ROOTCOMP-9d1785c8db35fc94a4525abd,2
MECHEXP-2240033f802450adf360a706,ROOTCOMP-a3bf7aa080f37cdcccde79b9,Fairfield,OH,Midwest,2021,compensation_outcome,retroactive_pay,police,implemented,high,retroactive_back_pay,0,"[""WCM-0e7e57ec8c086883a6a51d73"",""WCM-9f90cca655473f9aed001a8b"",""WCM-bd2a56e57c1fb33d651dd7fb""]",ROOTCOMP-a3bf7aa080f37cdcccde79b9,1
MECHEXP-9cb2a7ab36f06a62586d122d,ROOTCOMP-a3bf7aa080f37cdcccde79b9,Fairfield,OH,Midwest,2021,timing_implementation,one_time,police,implemented,high,retroactive_back_pay,0,"[""WCM-0e7e57ec8c086883a6a51d73"",""WCM-9f90cca655473f9aed001a8b"",""WCM-bd2a56e57c1fb33d651dd7fb""]",ROOTCOMP-a3bf7aa080f37cdcccde79b9,1
MECHEXP-4b79102c1fc85f8ded979f37,ROOTCOMP-a3bf7aa080f37cdcccde79b9,Fairfield,OH,Midwest,2021,timing_implementation,retroactive,police,implemented,high,retroactive_back_pay,0,"[""WCM-0e7e57ec8c086883a6a51d73"",""WCM-9f90cca655473f9aed001a8b"",""WCM-bd2a56e57c1fb33d651dd7fb""]",ROOTCOMP-a3bf7aa080f37cdcccde79b9,1
MECHEXP-f8f620addba0db9169115521,ROOTCOMP-8955e3d604ea198d731b0bcf,Fairfield,OH,Midwest,2021,compensation_outcome,step_progression,fire,implemented,high,scheduled_step,0,"[""WCM-d271131e60f92d61dd2980f2""]",ROOTCOMP-8955e3d604ea198d731b0bcf,1
MECHEXP-d42f42c4dc27711ea21f056e,ROOTCOMP-8955e3d604ea198d731b0bcf,Fairfield,OH,Midwest,2021,timing_implementation,recurring,fire,implemented,high,scheduled_step,0,"[""WCM-d271131e60f92d61dd2980f2""]",ROOTCOMP-8955e3d604ea198d731b0bcf,1
MECHEXP-fe984e10cb88d6c3593ef8a8,ROOTCOMP-61d5bb024b09bed691068cbd,Fairfield,OH,Midwest,2022,institutional_channel,budget_pay_plan_process,side_independent,implemented,high,budget_context_only,0,"[""WCM-d3ad12b82674a79b104787e1""]",ROOTCOMP-61d5bb024b09bed691068cbd,1
MECHEXP-adae93e9931bb192dbbe974c,ROOTCOMP-61d5bb024b09bed691068cbd,Fairfield,OH,Midwest,2022,compensation_outcome,no_direct_compensation_outcome,side_independent,implemented,high,budget_context_only,0,"[""WCM-d3ad12b82674a79b104787e1""]",ROOTCOMP-61d5bb024b09bed691068cbd,1
MECHEXP-1f81efb6374643aeb6b76d2d,ROOTCOMP-61d5bb024b09bed691068cbd,Fairfield,OH,Midwest,2022,timing_implementation,payroll_effective_date,side_independent,implemented,high,budget_context_only,0,"[""WCM-d3ad12b82674a79b104787e1""]",ROOTCOMP-61d5bb024b09bed691068cbd,1
MECHEXP-047c3db4d514b9f49d4e0bec,ROOTCOMP-61d5bb024b09bed691068cbd,Fairfield,OH,Midwest,2022,pressure_channel,fiscal_constraint,side_independent,implemented,high,budget_context_only,0,"[""WCM-d3ad12b82674a79b104787e1""]",ROOTCOMP-61d5bb024b09bed691068cbd,1
MECHEXP-c5f1b2ea3ded696daf084910,ROOTCOMP-7a36e63e27352578c731c150,Fairfield,OH,Midwest,2024,institutional_channel,budget_pay_plan_process,police,implemented,high,budget_context_only,0,"[""WCM-caf7534c7b8c5b1d73bed451"",""WCM-e7bfce2d9ddf9b47d447eb36""]",ROOTCOMP-7a36e63e27352578c731c150,1
MECHEXP-aa64913f9a2b48d42cae36f0,ROOTCOMP-7a36e63e27352578c731c150,Fairfield,OH,Midwest,2024,compensation_outcome,no_direct_compensation_outcome,police,implemented,high,budget_context_only,0,"[""WCM-caf7534c7b8c5b1d73bed451"",""WCM-e7bfce2d9ddf9b47d447eb36""]",ROOTCOMP-7a36e63e27352578c731c150,1
MECHEXP-9b8028ae1cb5625f29318b20,ROOTCOMP-7a36e63e27352578c731c150,Fairfield,OH,Midwest,2024,timing_implementation,payroll_effective_date,police,implemented,high,budget_context_only,0,"[""WCM-caf7534c7b8c5b1d73bed451"",""WCM-e7bfce2d9ddf9b47d447eb36""]",ROOTCOMP-7a36e63e27352578c731c150,1
MECHEXP-4667f5ffadb6e2a244da7eec,ROOTCOMP-7a36e63e27352578c731c150,Fairfield,OH,Midwest,2024,pressure_channel,fiscal_constraint,police,implemented,high,budget_context_only,0,"[""WCM-caf7534c7b8c5b1d73bed451"",""WCM-e7bfce2d9ddf9b47d447eb36""]",ROOTCOMP-7a36e63e27352578c731c150,1
MECHEXP-ee51893d06b3a2df8712122e,ROOTCOMP-1bf271c9aaf2ba86a6083520,Fairfield,OH,Midwest,2025,institutional_channel,budget_pay_plan_process,police,implemented,high,budget_context_only,0,"[""WCM-747a04ba94e93276947f2e13"",""WCM-a1c67937636dc64982c07d9e""]",ROOTCOMP-1bf271c9aaf2ba86a6083520,1
MECHEXP-7459a7e1246ee155360ddfb4,ROOTCOMP-1bf271c9aaf2ba86a6083520,Fairfield,OH,Midwest,2025,compensation_outcome,no_direct_compensation_outcome,police,implemented,high,budget_context_only,0,"[""WCM-747a04ba94e93276947f2e13"",""WCM-a1c67937636dc64982c07d9e""]",ROOTCOMP-1bf271c9aaf2ba86a6083520,1
MECHEXP-ff48f8dc5e4d87d291bfe624,ROOTCOMP-1bf271c9aaf2ba86a6083520,Fairfield,OH,Midwest,2025,timing_implementation,payroll_effective_date,police,implemented,high,budget_context_only,0,"[""WCM-747a04ba94e93276947f2e13"",""WCM-a1c67937636dc64982c07d9e""]",ROOTCOMP-1bf271c9aaf2ba86a6083520,1
MECHEXP-71fce6db35d5c58f62539ff2,ROOTCOMP-1bf271c9aaf2ba86a6083520,Fairfield,OH,Midwest,2025,pressure_channel,fiscal_constraint,police,implemented,high,budget_context_only,0,"[""WCM-747a04ba94e93276947f2e13"",""WCM-a1c67937636dc64982c07d9e""]",ROOTCOMP-1bf271c9aaf2ba86a6083520,1
MECHEXP-3018c1b196d592115f600e48,ROOTCOMP-0ae7ff684426777350263391,Fairfield,OH,Midwest,2026,institutional_channel,budget_pay_plan_process,police,implemented,high,budget_context_only,0,"[""WCM-753108620beb5271cdaa186f"",""WCM-926895116df5ccff4cf7707a""]",ROOTCOMP-0ae7ff684426777350263391,1
MECHEXP-3d8052a5773ecfd5f3d969e0,ROOTCOMP-0ae7ff684426777350263391,Fairfield,OH,Midwest,2026,compensation_outcome,no_direct_compensation_outcome,police,implemented,high,budget_context_only,0,"[""WCM-753108620beb5271cdaa186f"",""WCM-926895116df5ccff4cf7707a""]",ROOTCOMP-0ae7ff684426777350263391,1
MECHEXP-0911adecfb69ef4f0b65c71b,ROOTCOMP-0ae7ff684426777350263391,Fairfield,OH,Midwest,2026,timing_implementation,payroll_effective_date,police,implemented,high,budget_context_only,0,"[""WCM-753108620beb5271cdaa186f"",""WCM-926895116df5ccff4cf7707a""]",ROOTCOMP-0ae7ff684426777350263391,1
MECHEXP-e371fab0d9211318e02c9012,ROOTCOMP-0ae7ff684426777350263391,Fairfield,OH,Midwest,2026,pressure_channel,fiscal_constraint,police,implemented,high,budget_context_only,0,"[""WCM-753108620beb5271cdaa186f"",""WCM-926895116df5ccff4cf7707a""]",ROOTCOMP-0ae7ff684426777350263391,1
MECHEXP-0858dbf5ee684d4cdcd08652,ROOTCOMP-12ecaa866552a76c16fea4b7,Franklin,OH,Midwest,2017,institutional_channel,none_identified,police,implemented,high,unclear_duration,0,"[""WCM-4a9793bc42d013bd056da6b4""]",ROOTCOMP-12ecaa866552a76c16fea4b7,1
MECHEXP-16b95f280e2801e2c5e7dbc4,ROOTCOMP-12ecaa866552a76c16fea4b7,Franklin,OH,Midwest,2017,compensation_outcome,non_base_compensation_other,police,implemented,high,unclear_duration,0,"[""WCM-4a9793bc42d013bd056da6b4""]",ROOTCOMP-12ecaa866552a76c16fea4b7,1
MECHEXP-1da405cd057b566057cd13a0,ROOTCOMP-12ecaa866552a76c16fea4b7,Franklin,OH,Midwest,2017,timing_implementation,payroll_effective_date,police,implemented,high,unclear_duration,0,"[""WCM-4a9793bc42d013bd056da6b4""]",ROOTCOMP-12ecaa866552a76c16fea4b7,1
MECHEXP-366f18add0a7d3cd2b854054,ROOTCOMP-12ecaa866552a76c16fea4b7,Franklin,OH,Midwest,2017,pressure_channel,none_identified,police,implemented,high,unclear_duration,0,"[""WCM-4a9793bc42d013bd056da6b4""]",ROOTCOMP-12ecaa866552a76c16fea4b7,1
MECHEXP-c3592fc6fe2692359fd4c12f,ROOTCOMP-90ebf77063d06086bd9263b7,Franklin,OH,Midwest,2017,institutional_channel,none_identified,remains_unclear,implemented,high,unclear_duration,1,"[""WCM-956fc9a596c5b9cf10a28b86"",""WCM-ad5b416ddae1a167bacf44b7""]",ROOTCOMP-90ebf77063d06086bd9263b7,1
MECHEXP-de4f1d5d65159170f51fdbbe,ROOTCOMP-90ebf77063d06086bd9263b7,Franklin,OH,Midwest,2017,compensation_outcome,non_base_compensation_other,remains_unclear,implemented,high,unclear_duration,1,"[""WCM-956fc9a596c5b9cf10a28b86"",""WCM-ad5b416ddae1a167bacf44b7""]",ROOTCOMP-90ebf77063d06086bd9263b7,1
MECHEXP-cefabbe8f0bb610146b5a90f,ROOTCOMP-90ebf77063d06086bd9263b7,Franklin,OH,Midwest,2017,timing_implementation,payroll_effective_date,remains_unclear,implemented,high,unclear_duration,1,"[""WCM-956fc9a596c5b9cf10a28b86"",""WCM-ad5b416ddae1a167bacf44b7""]",ROOTCOMP-90ebf77063d06086bd9263b7,1
MECHEXP-00572050777d87094743ac5b,ROOTCOMP-90ebf77063d06086bd9263b7,Franklin,OH,Midwest,2017,pressure_channel,none_identified,remains_unclear,implemented,high,unclear_duration,1,"[""WCM-956fc9a596c5b9cf10a28b86"",""WCM-ad5b416ddae1a167bacf44b7""]",ROOTCOMP-90ebf77063d06086bd9263b7,1
MECHEXP-bae77a55e13e4d88e86bca7c,ROOTCOMP-d5a765410c5317a29c66cc5b,Franklin,OH,Midwest,2018,institutional_channel,none_identified,remains_unclear,implemented,high,recurring_non_base,0,"[""WCM-73c8275ffcb387dcfd2b5595""]",ROOTCOMP-d5a765410c5317a29c66cc5b,1
MECHEXP-6bbdc09fb9cbb3e0d59b427b,ROOTCOMP-d5a765410c5317a29c66cc5b,Franklin,OH,Midwest,2018,compensation_outcome,stipend_or_premium,remains_unclear,implemented,high,recurring_non_base,0,"[""WCM-73c8275ffcb387dcfd2b5595""]",ROOTCOMP-d5a765410c5317a29c66cc5b,1
MECHEXP-ccba4480acc23aa82fb805e2,ROOTCOMP-d5a765410c5317a29c66cc5b,Franklin,OH,Midwest,2018,timing_implementation,payroll_effective_date,remains_unclear,implemented,high,recurring_non_base,0,"[""WCM-73c8275ffcb387dcfd2b5595""]",ROOTCOMP-d5a765410c5317a29c66cc5b,1
MECHEXP-bbdc9f26539a04e7ebedb4fa,ROOTCOMP-d5a765410c5317a29c66cc5b,Franklin,OH,Midwest,2018,timing_implementation,recurring,remains_unclear,implemented,high,recurring_non_base,0,"[""WCM-73c8275ffcb387dcfd2b5595""]",ROOTCOMP-d5a765410c5317a29c66cc5b,1
MECHEXP-fddb242f651f6d030da8ac73,ROOTCOMP-d5a765410c5317a29c66cc5b,Franklin,OH,Midwest,2018,pressure_channel,none_identified,remains_unclear,implemented,high,recurring_non_base,0,"[""WCM-73c8275ffcb387dcfd2b5595""]",ROOTCOMP-d5a765410c5317a29c66cc5b,1
MECHEXP-39ee30465664d024ce50a724,ROOTCOMP-aff95362a8f44d6909f842f7,Franklin,OH,Midwest,2019,institutional_channel,none_identified,police,formally_adopted,high,percentage_adjustment,0,"[""WCM-ea49a16a02911ace47db4b7f""]",ROOTCOMP-0933131d055bd2fae9d78c65|ROOTCOMP-aff95362a8f44d6909f842f7,2
MECHEXP-65a0e87a39115b1e663b32cd,ROOTCOMP-aff95362a8f44d6909f842f7,Franklin,OH,Midwest,2019,compensation_outcome,across_the_board_raise,police,formally_adopted,high,percentage_adjustment,0,"[""WCM-ea49a16a02911ace47db4b7f""]",ROOTCOMP-aff95362a8f44d6909f842f7,1
MECHEXP-36f9cef1a764a32ae37f276c,ROOTCOMP-aff95362a8f44d6909f842f7,Franklin,OH,Midwest,2019,timing_implementation,recurring,police,formally_adopted,high,percentage_adjustment,0,"[""WCM-ea49a16a02911ace47db4b7f""]",ROOTCOMP-aff95362a8f44d6909f842f7,1
MECHEXP-2608147472f904e683c717dd,ROOTCOMP-aff95362a8f44d6909f842f7,Franklin,OH,Midwest,2019,pressure_channel,none_identified,police,formally_adopted,high,percentage_adjustment,0,"[""WCM-ea49a16a02911ace47db4b7f""]",ROOTCOMP-0933131d055bd2fae9d78c65|ROOTCOMP-aff95362a8f44d6909f842f7,2
MECHEXP-3473ecfec6c638de1810672c,ROOTCOMP-1a58f1519aa30369f570077e,Franklin,OH,Midwest,2019,institutional_channel,none_identified,remains_unclear,implemented,high,unclear_duration,0,"[""WCM-e478332705e457a736bf018c""]",ROOTCOMP-1a58f1519aa30369f570077e,1
MECHEXP-3c3bf05f9c8b2c9bd684b641,ROOTCOMP-1a58f1519aa30369f570077e,Franklin,OH,Midwest,2019,compensation_outcome,non_base_compensation_other,remains_unclear,implemented,high,unclear_duration,0,"[""WCM-e478332705e457a736bf018c""]",ROOTCOMP-1a58f1519aa30369f570077e,1
MECHEXP-294b47915b807e3ba5693507,ROOTCOMP-1a58f1519aa30369f570077e,Franklin,OH,Midwest,2019,timing_implementation,payroll_effective_date,remains_unclear,implemented,high,unclear_duration,0,"[""WCM-e478332705e457a736bf018c""]",ROOTCOMP-1a58f1519aa30369f570077e,1
MECHEXP-94cd4f5b8736c6113746a537,ROOTCOMP-1a58f1519aa30369f570077e,Franklin,OH,Midwest,2019,pressure_channel,none_identified,remains_unclear,implemented,high,unclear_duration,0,"[""WCM-e478332705e457a736bf018c""]",ROOTCOMP-1a58f1519aa30369f570077e,1
MECHEXP-3994e2241592e84dd4585801,ROOTCOMP-0933131d055bd2fae9d78c65,Franklin,OH,Midwest,2019,compensation_outcome,retroactive_pay,police,implemented,high,not_applicable,0,"[""WCM-1f6dd101a24117c98d777391""]",ROOTCOMP-0933131d055bd2fae9d78c65,1
MECHEXP-a4681efeaae89c86e525820e,ROOTCOMP-0933131d055bd2fae9d78c65,Franklin,OH,Midwest,2019,timing_implementation,payroll_effective_date,police,implemented,high,not_applicable,0,"[""WCM-1f6dd101a24117c98d777391""]",ROOTCOMP-0933131d055bd2fae9d78c65,1
MECHEXP-17543c5a6b8ddd4a2f779348,ROOTCOMP-0933131d055bd2fae9d78c65,Franklin,OH,Midwest,2019,timing_implementation,retroactive,police,implemented,high,not_applicable,0,"[""WCM-1f6dd101a24117c98d777391""]",ROOTCOMP-0933131d055bd2fae9d78c65,1
MECHEXP-09893cd0006b0e8558b61a05,ROOTCOMP-40cdbaf045de6c25a6d4b153,Franklin,OH,Midwest,2020,institutional_channel,budget_pay_plan_process,police,implemented,high,budget_context_only,0,"[""WCM-639b4d4131aa93fc074933da"",""WCM-944dba25b98396d9462d1a15""]",ROOTCOMP-40cdbaf045de6c25a6d4b153,1
MECHEXP-40205db9ee43338b9fa8d5a5,ROOTCOMP-40cdbaf045de6c25a6d4b153,Franklin,OH,Midwest,2020,compensation_outcome,no_direct_compensation_outcome,police,implemented,high,budget_context_only,0,"[""WCM-639b4d4131aa93fc074933da"",""WCM-944dba25b98396d9462d1a15""]",ROOTCOMP-40cdbaf045de6c25a6d4b153,1
MECHEXP-221828094f5ae401ea3eba19,ROOTCOMP-40cdbaf045de6c25a6d4b153,Franklin,OH,Midwest,2020,timing_implementation,payroll_effective_date,police,implemented,high,budget_context_only,0,"[""WCM-639b4d4131aa93fc074933da"",""WCM-944dba25b98396d9462d1a15""]",ROOTCOMP-40cdbaf045de6c25a6d4b153,1
