search_target_id,missingness_id,search_priority,search_family,municipality,state,compensation_cycle_or_year,side,target_query_hints,expected_claim_upgrade,checkpoint_status,lane_id,external_search_executed
EXTTARGET-e44ad70fde5907920b16dbee,EXTMISS-1166b0a46b3ae03fcf90d19c,Tier 1,payroll_and_earnings,River Bend,NC,2024,unclear,River Bend NC 2024 unclear actual wages paid,upgrades implementation from documented term to paid outcome,not_started,search_lane_004,false
EXTTARGET-32903dede660dc8caf7fe6f4,EXTMISS-3fd167734587acc3bdb8da35,Tier 1,staffing_and_headcount,River Bend,NC,2024,unclear,River Bend NC 2024 unclear authorized positions,tests vacancy and staffing-reduction mechanisms with denominators,not_started,search_lane_001,false
EXTTARGET-63fd3411e1e90c0aea83bc62,EXTMISS-5ba97d381fb7ae34f5ab7f57,Tier 1,recruitment_and_retention,River Bend,NC,2024,unclear,River Bend NC 2024 unclear applicant counts,tests recruitment and retention pressure with comparable administrative outcomes,not_started,search_lane_005,false
EXTTARGET-a90efd038dc70c8e99f07477,EXTMISS-8acc2f42e0adc832f695cab5,Tier 2,tenure_and_progression,River Bend,NC,2024,unclear,River Bend NC 2024 unclear employee tenure,distinguishes contractual progression from compositional or tenure differences,not_started,search_lane_001,false
EXTTARGET-ab2d8df7e2ef04d63e869d6c,EXTMISS-204bfbe96267ebbf8e20eb71,Tier 1,implementation,River Bend,NC,2024,unclear,River Bend NC 2024 unclear payroll-effective date,confirms whether negotiated or adopted terms became operative and paid,not_started,search_lane_004,false
EXTTARGET-63efe504469bfba6f2cb398d,EXTMISS-55597b6309e01f816477d5a1,Tier 2,benefits_and_total_compensation,River Bend,NC,2024,unclear,River Bend NC 2024 unclear pension contributions,separates wages from benefits and measures recurring total-compensation effects,not_started,search_lane_004,false
EXTTARGET-7708a63b94543e4078e9af42,EXTMISS-951d45700488912be0b2817b,Tier 2,urbanicity_and_context,River Bend,NC,2024,unclear,River Bend NC 2024 unclear authoritative coordinates,enables hex-density placement and contextual interpretation,not_started,search_lane_004,false
EXTTARGET-f5a4738913d1be70f8d1af64,EXTMISS-634b20c7dd97f5a24074fa71,Tier 1,payroll_and_earnings,River Falls,WI,2020,police,River Falls WI 2020 police actual wages paid,upgrades implementation from documented term to paid outcome,not_started,search_lane_005,false
EXTTARGET-a4ba67739b6856feaa188b08,EXTMISS-27e8f9d83fda3a9384ff8a68,Tier 1,staffing_and_headcount,River Falls,WI,2020,police,River Falls WI 2020 police authorized positions,tests vacancy and staffing-reduction mechanisms with denominators,not_started,search_lane_002,false
EXTTARGET-1296d3c7a548ea69b819b430,EXTMISS-dede7849dba24715dc11383b,Tier 1,recruitment_and_retention,River Falls,WI,2020,police,River Falls WI 2020 police applicant counts,tests recruitment and retention pressure with comparable administrative outcomes,not_started,search_lane_003,false
EXTTARGET-ee459a0d609443905d4bf9dd,EXTMISS-68fb2f6d91d09d92694b35e2,Tier 2,tenure_and_progression,River Falls,WI,2020,police,River Falls WI 2020 police employee tenure,distinguishes contractual progression from compositional or tenure differences,not_started,search_lane_001,false
EXTTARGET-10e335c5e2c53a74ebc2cd41,EXTMISS-686e3baac69ef61cbb1be939,Tier 1,implementation,River Falls,WI,2020,police,River Falls WI 2020 police payroll-effective date,confirms whether negotiated or adopted terms became operative and paid,not_started,search_lane_002,false
EXTTARGET-d29851a70b388e8e342f8323,EXTMISS-23a8d55bb11265b241225a1b,Tier 2,benefits_and_total_compensation,River Falls,WI,2020,police,River Falls WI 2020 police pension contributions,separates wages from benefits and measures recurring total-compensation effects,not_started,search_lane_001,false
EXTTARGET-55a0aa39018be3c5960b534b,EXTMISS-c35daf2d22babf2926e1322c,Tier 2,urbanicity_and_context,River Falls,WI,2020,police,River Falls WI 2020 police authoritative coordinates,enables hex-density placement and contextual interpretation,not_started,search_lane_003,false
EXTTARGET-f70857ae771d09cbcb0422d0,EXTMISS-dac147290d964c1a0d3a5895,Tier 1,payroll_and_earnings,River Falls,WI,2021,police,River Falls WI 2021 police actual wages paid,upgrades implementation from documented term to paid outcome,not_started,search_lane_001,false
EXTTARGET-04b866eaaeeb49a4907140a5,EXTMISS-2c46cee5b878fc660903c0f7,Tier 1,staffing_and_headcount,River Falls,WI,2021,police,River Falls WI 2021 police authorized positions,tests vacancy and staffing-reduction mechanisms with denominators,not_started,search_lane_003,false
EXTTARGET-f36399b0ec263312694c2ad6,EXTMISS-f819518237dd32249aef5de8,Tier 1,recruitment_and_retention,River Falls,WI,2021,police,River Falls WI 2021 police applicant counts,tests recruitment and retention pressure with comparable administrative outcomes,not_started,search_lane_001,false
EXTTARGET-3b2ec7d95bb5f6af779edbd3,EXTMISS-abe2dfa7f5ec16599572159d,Tier 2,tenure_and_progression,River Falls,WI,2021,police,River Falls WI 2021 police employee tenure,distinguishes contractual progression from compositional or tenure differences,not_started,search_lane_005,false
EXTTARGET-148dd6754a14057e99ec17f1,EXTMISS-9c63915cac0a51a90cf877c2,Tier 1,implementation,River Falls,WI,2021,police,River Falls WI 2021 police payroll-effective date,confirms whether negotiated or adopted terms became operative and paid,not_started,search_lane_001,false
EXTTARGET-6233faca416b89284fa70a8c,EXTMISS-5770d7575c02fffa915359fd,Tier 2,benefits_and_total_compensation,River Falls,WI,2021,police,River Falls WI 2021 police pension contributions,separates wages from benefits and measures recurring total-compensation effects,not_started,search_lane_005,false
EXTTARGET-d0ab84f6a7030abe38e80515,EXTMISS-5b00f56e0c7c7b69e065a180,Tier 2,urbanicity_and_context,River Falls,WI,2021,police,River Falls WI 2021 police authoritative coordinates,enables hex-density placement and contextual interpretation,not_started,search_lane_005,false
EXTTARGET-9891b5e2e737dbcce1f82be9,EXTMISS-159031793240e6a58ef113dd,Tier 1,payroll_and_earnings,River Falls,WI,2022,police,River Falls WI 2022 police actual wages paid,upgrades implementation from documented term to paid outcome,not_started,search_lane_005,false
EXTTARGET-3dad2583e39e6533dc620e57,EXTMISS-fb5c1e26fb9bd33abbf52043,Tier 1,staffing_and_headcount,River Falls,WI,2022,police,River Falls WI 2022 police authorized positions,tests vacancy and staffing-reduction mechanisms with denominators,not_started,search_lane_001,false
EXTTARGET-9b80de0259382976e6df1d88,EXTMISS-3c59c53902ede3f3bcb33042,Tier 1,recruitment_and_retention,River Falls,WI,2022,police,River Falls WI 2022 police applicant counts,tests recruitment and retention pressure with comparable administrative outcomes,not_started,search_lane_003,false
EXTTARGET-fc36a04a0a79a281b140059e,EXTMISS-e29997816ec1426db0aa3053,Tier 2,tenure_and_progression,River Falls,WI,2022,police,River Falls WI 2022 police employee tenure,distinguishes contractual progression from compositional or tenure differences,not_started,search_lane_005,false
EXTTARGET-1e044641f7ecafa17c4ac85c,EXTMISS-24ca41490d66844631f2a94e,Tier 1,implementation,River Falls,WI,2022,police,River Falls WI 2022 police payroll-effective date,confirms whether negotiated or adopted terms became operative and paid,not_started,search_lane_005,false
EXTTARGET-41d534c6c8e1eebddb51203d,EXTMISS-fb1dd8b35a6a6a343aa5f3ce,Tier 2,benefits_and_total_compensation,River Falls,WI,2022,police,River Falls WI 2022 police pension contributions,separates wages from benefits and measures recurring total-compensation effects,not_started,search_lane_002,false
EXTTARGET-681337d43e5c653c87e67153,EXTMISS-fecd6eaff911732be4caaac3,Tier 2,urbanicity_and_context,River Falls,WI,2022,police,River Falls WI 2022 police authoritative coordinates,enables hex-density placement and contextual interpretation,not_started,search_lane_002,false
EXTTARGET-fa86570bfa39dac4a4d18261,EXTMISS-279fe5e42b1fb60cfc3b5f47,Tier 1,payroll_and_earnings,River Falls,WI,undated-source-BRMGRS-20260802-d019a24f0c42b4382902dff6,police,River Falls WI undated-source-BRMGRS-20260802-d019a24f0c42b4382902dff6 police actual wages paid,upgrades implementation from documented term to paid outcome,not_started,search_lane_002,false
EXTTARGET-3f6324d49d696fc38b7cef8d,EXTMISS-67df7711d8b1aca0862904af,Tier 1,staffing_and_headcount,River Falls,WI,undated-source-BRMGRS-20260802-d019a24f0c42b4382902dff6,police,River Falls WI undated-source-BRMGRS-20260802-d019a24f0c42b4382902dff6 police authorized positions,tests vacancy and staffing-reduction mechanisms with denominators,not_started,search_lane_004,false
EXTTARGET-ce5870c4afdd2fe504c7acd5,EXTMISS-77133ebeb8f72acebe1eb4e5,Tier 1,recruitment_and_retention,River Falls,WI,undated-source-BRMGRS-20260802-d019a24f0c42b4382902dff6,police,River Falls WI undated-source-BRMGRS-20260802-d019a24f0c42b4382902dff6 police applicant counts,tests recruitment and retention pressure with comparable administrative outcomes,not_started,search_lane_005,false
EXTTARGET-06012198dbb522fe26e1cfef,EXTMISS-cea0bb85e8d9a6c7f90353f0,Tier 2,tenure_and_progression,River Falls,WI,undated-source-BRMGRS-20260802-d019a24f0c42b4382902dff6,police,River Falls WI undated-source-BRMGRS-20260802-d019a24f0c42b4382902dff6 police employee tenure,distinguishes contractual progression from compositional or tenure differences,not_started,search_lane_004,false
EXTTARGET-68d6200d24041158bd048dd8,EXTMISS-d32a7c7a50fe4930899d0091,Tier 1,implementation,River Falls,WI,undated-source-BRMGRS-20260802-d019a24f0c42b4382902dff6,police,River Falls WI undated-source-BRMGRS-20260802-d019a24f0c42b4382902dff6 police payroll-effective date,confirms whether negotiated or adopted terms became operative and paid,not_started,search_lane_003,false
EXTTARGET-8d028ec18612bba577c55748,EXTMISS-7d48042d5d71fe7dfc1b257d,Tier 2,benefits_and_total_compensation,River Falls,WI,undated-source-BRMGRS-20260802-d019a24f0c42b4382902dff6,police,River Falls WI undated-source-BRMGRS-20260802-d019a24f0c42b4382902dff6 police pension contributions,separates wages from benefits and measures recurring total-compensation effects,not_started,search_lane_004,false
EXTTARGET-9044cf21d16667d0c4d3f975,EXTMISS-11b11a44d3f75ab20012629c,Tier 2,urbanicity_and_context,River Falls,WI,undated-source-BRMGRS-20260802-d019a24f0c42b4382902dff6,police,River Falls WI undated-source-BRMGRS-20260802-d019a24f0c42b4382902dff6 police authoritative coordinates,enables hex-density placement and contextual interpretation,not_started,search_lane_003,false
EXTTARGET-fa86570bfa39dac4a4d18261,EXTMISS-279fe5e42b1fb60cfc3b5f47,Tier 1,payroll_and_earnings,River Falls,WI,undated-source-BRMGRS-20260802-d019a24f0c42b4382902dff6,police,River Falls WI undated-source-BRMGRS-20260802-d019a24f0c42b4382902dff6 police actual wages paid,upgrades implementation from documented term to paid outcome,not_started,search_lane_002,false
EXTTARGET-3f6324d49d696fc38b7cef8d,EXTMISS-67df7711d8b1aca0862904af,Tier 1,staffing_and_headcount,River Falls,WI,undated-source-BRMGRS-20260802-d019a24f0c42b4382902dff6,police,River Falls WI undated-source-BRMGRS-20260802-d019a24f0c42b4382902dff6 police authorized positions,tests vacancy and staffing-reduction mechanisms with denominators,not_started,search_lane_004,false
EXTTARGET-ce5870c4afdd2fe504c7acd5,EXTMISS-77133ebeb8f72acebe1eb4e5,Tier 1,recruitment_and_retention,River Falls,WI,undated-source-BRMGRS-20260802-d019a24f0c42b4382902dff6,police,River Falls WI undated-source-BRMGRS-20260802-d019a24f0c42b4382902dff6 police applicant counts,tests recruitment and retention pressure with comparable administrative outcomes,not_started,search_lane_005,false
EXTTARGET-06012198dbb522fe26e1cfef,EXTMISS-cea0bb85e8d9a6c7f90353f0,Tier 2,tenure_and_progression,River Falls,WI,undated-source-BRMGRS-20260802-d019a24f0c42b4382902dff6,police,River Falls WI undated-source-BRMGRS-20260802-d019a24f0c42b4382902dff6 police employee tenure,distinguishes contractual progression from compositional or tenure differences,not_started,search_lane_004,false
EXTTARGET-68d6200d24041158bd048dd8,EXTMISS-d32a7c7a50fe4930899d0091,Tier 1,implementation,River Falls,WI,undated-source-BRMGRS-20260802-d019a24f0c42b4382902dff6,police,River Falls WI undated-source-BRMGRS-20260802-d019a24f0c42b4382902dff6 police payroll-effective date,confirms whether negotiated or adopted terms became operative and paid,not_started,search_lane_003,false
EXTTARGET-8d028ec18612bba577c55748,EXTMISS-7d48042d5d71fe7dfc1b257d,Tier 2,benefits_and_total_compensation,River Falls,WI,undated-source-BRMGRS-20260802-d019a24f0c42b4382902dff6,police,River Falls WI undated-source-BRMGRS-20260802-d019a24f0c42b4382902dff6 police pension contributions,separates wages from benefits and measures recurring total-compensation effects,not_started,search_lane_004,false
EXTTARGET-9044cf21d16667d0c4d3f975,EXTMISS-11b11a44d3f75ab20012629c,Tier 2,urbanicity_and_context,River Falls,WI,undated-source-BRMGRS-20260802-d019a24f0c42b4382902dff6,police,River Falls WI undated-source-BRMGRS-20260802-d019a24f0c42b4382902dff6 police authoritative coordinates,enables hex-density placement and contextual interpretation,not_started,search_lane_003,false
EXTTARGET-2a55ce0221266949f0f941ed,EXTMISS-56e323143f8b27009be78143,Tier 1,payroll_and_earnings,River Forest,IL,2019,police,River Forest IL 2019 police actual wages paid,upgrades implementation from documented term to paid outcome,not_started,search_lane_004,false
EXTTARGET-0f672c91205927c44aa04fa8,EXTMISS-710bfc8d2562dbdae3cada50,Tier 1,staffing_and_headcount,River Forest,IL,2019,police,River Forest IL 2019 police authorized positions,tests vacancy and staffing-reduction mechanisms with denominators,not_started,search_lane_004,false
EXTTARGET-1e5bd183e4fc09890c6b7875,EXTMISS-169de8106492af4b87d39524,Tier 1,recruitment_and_retention,River Forest,IL,2019,police,River Forest IL 2019 police applicant counts,tests recruitment and retention pressure with comparable administrative outcomes,not_started,search_lane_005,false
EXTTARGET-59958c6cb3a6e7d6303b5fac,EXTMISS-1ed6cb3eb4c03c621f28a790,Tier 2,tenure_and_progression,River Forest,IL,2019,police,River Forest IL 2019 police employee tenure,distinguishes contractual progression from compositional or tenure differences,not_started,search_lane_003,false
EXTTARGET-fa7292e93eb13f00ec76f050,EXTMISS-a8bebdd051fe78a31ca1fc30,Tier 1,implementation,River Forest,IL,2019,police,River Forest IL 2019 police payroll-effective date,confirms whether negotiated or adopted terms became operative and paid,not_started,search_lane_003,false
EXTTARGET-9a54c783e3e3890a9fc2104c,EXTMISS-b7f9db8801c1ad9619779f86,Tier 2,benefits_and_total_compensation,River Forest,IL,2019,police,River Forest IL 2019 police pension contributions,separates wages from benefits and measures recurring total-compensation effects,not_started,search_lane_002,false
EXTTARGET-f487b9c5637df574955ef50a,EXTMISS-ff6e1d811bcda6a6b380baab,Tier 2,urbanicity_and_context,River Forest,IL,2019,police,River Forest IL 2019 police authoritative coordinates,enables hex-density placement and contextual interpretation,not_started,search_lane_001,false
EXTTARGET-9fcda5c48d9b265d8ce2fada,EXTMISS-0d708d2a948d58fa6104f10c,Tier 1,payroll_and_earnings,River Forest,IL,2023,police,River Forest IL 2023 police actual wages paid,upgrades implementation from documented term to paid outcome,not_started,search_lane_005,false
EXTTARGET-97ad1544c5057daa6da54356,EXTMISS-efe7464706cafcb22c6dc9a3,Tier 1,staffing_and_headcount,River Forest,IL,2023,police,River Forest IL 2023 police authorized positions,tests vacancy and staffing-reduction mechanisms with denominators,not_started,search_lane_004,false
EXTTARGET-3015a0c2caffbde1b8d5faed,EXTMISS-3b012f91dd31de937b6b7e0a,Tier 1,recruitment_and_retention,River Forest,IL,2023,police,River Forest IL 2023 police applicant counts,tests recruitment and retention pressure with comparable administrative outcomes,not_started,search_lane_005,false
EXTTARGET-66133b8ac3764cebfd3f6810,EXTMISS-48b58c51777889e0fa0d7d34,Tier 2,tenure_and_progression,River Forest,IL,2023,police,River Forest IL 2023 police employee tenure,distinguishes contractual progression from compositional or tenure differences,not_started,search_lane_005,false
EXTTARGET-8a33fb3fdbe20e0d7ddf0365,EXTMISS-7aa0385418a7bb014b1a1002,Tier 1,implementation,River Forest,IL,2023,police,River Forest IL 2023 police payroll-effective date,confirms whether negotiated or adopted terms became operative and paid,not_started,search_lane_002,false
EXTTARGET-4d77cd4411b104953b17a772,EXTMISS-aad0672ba4b48f6660ee34b1,Tier 2,benefits_and_total_compensation,River Forest,IL,2023,police,River Forest IL 2023 police pension contributions,separates wages from benefits and measures recurring total-compensation effects,not_started,search_lane_001,false
EXTTARGET-0974e3335ffc07dd02386850,EXTMISS-1d5cda7185ebc438bfb6596f,Tier 2,urbanicity_and_context,River Forest,IL,2023,police,River Forest IL 2023 police authoritative coordinates,enables hex-density placement and contextual interpretation,not_started,search_lane_005,false
EXTTARGET-a19d7f718e0754de6ce5e0fc,EXTMISS-bbc9603cca8bab5eaf31d676,Tier 1,payroll_and_earnings,River Forest,IL,2025,unclear,River Forest IL 2025 unclear actual wages paid,upgrades implementation from documented term to paid outcome,not_started,search_lane_001,false
EXTTARGET-edd3a13380f34166058b10dd,EXTMISS-09ee4a3ce838674731c14af1,Tier 1,staffing_and_headcount,River Forest,IL,2025,unclear,River Forest IL 2025 unclear authorized positions,tests vacancy and staffing-reduction mechanisms with denominators,not_started,search_lane_005,false
EXTTARGET-c5e4fd7c12af67bb3097c185,EXTMISS-0b1c563a021acc7ae521ba7d,Tier 1,recruitment_and_retention,River Forest,IL,2025,unclear,River Forest IL 2025 unclear applicant counts,tests recruitment and retention pressure with comparable administrative outcomes,not_started,search_lane_001,false
EXTTARGET-3cb07f001e3285c283c2302d,EXTMISS-d96962b1f5ec3ff86b6155bd,Tier 2,tenure_and_progression,River Forest,IL,2025,unclear,River Forest IL 2025 unclear employee tenure,distinguishes contractual progression from compositional or tenure differences,not_started,search_lane_001,false
EXTTARGET-c4f9966432e45da8da565dcf,EXTMISS-158f4956ebbe641447f717df,Tier 1,implementation,River Forest,IL,2025,unclear,River Forest IL 2025 unclear payroll-effective date,confirms whether negotiated or adopted terms became operative and paid,not_started,search_lane_002,false
EXTTARGET-98b21f30dd42e85ceec72053,EXTMISS-1cb2c5559ffcbb33f59670d6,Tier 2,benefits_and_total_compensation,River Forest,IL,2025,unclear,River Forest IL 2025 unclear pension contributions,separates wages from benefits and measures recurring total-compensation effects,not_started,search_lane_004,false
EXTTARGET-2dd88b60fb947a8a8ce33ff4,EXTMISS-c601ac6096a5c16e08d1b54b,Tier 2,urbanicity_and_context,River Forest,IL,2025,unclear,River Forest IL 2025 unclear authoritative coordinates,enables hex-density placement and contextual interpretation,not_started,search_lane_004,false
EXTTARGET-7202fece8d3f7dc1c18f3aa4,EXTMISS-48be9a62397b02312649ecdc,Tier 1,payroll_and_earnings,River Forest,IL,2026,police,River Forest IL 2026 police actual wages paid,upgrades implementation from documented term to paid outcome,not_started,search_lane_004,false
EXTTARGET-f6ac33e4a580af284f1be46f,EXTMISS-0ef1c38907623ac35591d1f4,Tier 1,staffing_and_headcount,River Forest,IL,2026,police,River Forest IL 2026 police authorized positions,tests vacancy and staffing-reduction mechanisms with denominators,not_started,search_lane_001,false
EXTTARGET-48ca84f52a556557af2d0bab,EXTMISS-15ef79b55b15aa9a4e444338,Tier 1,recruitment_and_retention,River Forest,IL,2026,police,River Forest IL 2026 police applicant counts,tests recruitment and retention pressure with comparable administrative outcomes,not_started,search_lane_003,false
EXTTARGET-409703c3dd7411b48757473e,EXTMISS-55d57d20074f7f8aa0b1fd1e,Tier 2,tenure_and_progression,River Forest,IL,2026,police,River Forest IL 2026 police employee tenure,distinguishes contractual progression from compositional or tenure differences,not_started,search_lane_002,false
EXTTARGET-3304b0ff9579cf12bf0ad66f,EXTMISS-f028ca1ddc6fe5019fae66f6,Tier 1,implementation,River Forest,IL,2026,police,River Forest IL 2026 police payroll-effective date,confirms whether negotiated or adopted terms became operative and paid,not_started,search_lane_003,false
EXTTARGET-552589477fa98a2489b5edcf,EXTMISS-d28c67950d3ca679e226afd3,Tier 2,benefits_and_total_compensation,River Forest,IL,2026,police,River Forest IL 2026 police pension contributions,separates wages from benefits and measures recurring total-compensation effects,not_started,search_lane_002,false
EXTTARGET-ca00f51da8a6c7f79fb38f1e,EXTMISS-087f4f9fc6d7aebb451a065f,Tier 2,urbanicity_and_context,River Forest,IL,2026,police,River Forest IL 2026 police authoritative coordinates,enables hex-density placement and contextual interpretation,not_started,search_lane_004,false
EXTTARGET-3ec1b6f41c1cad4fff3170bd,EXTMISS-f4290aa3388505ce20aebd9c,Tier 1,payroll_and_earnings,River Forest,IL,undated-source-B4X2500LIVE-20260729-005147,police,River Forest IL undated-source-B4X2500LIVE-20260729-005147 police actual wages paid,upgrades implementation from documented term to paid outcome,not_started,search_lane_001,false
EXTTARGET-b2c1451a3c9a610d8bf309e8,EXTMISS-4cbbc02775ff3f90337f705e,Tier 1,staffing_and_headcount,River Forest,IL,undated-source-B4X2500LIVE-20260729-005147,police,River Forest IL undated-source-B4X2500LIVE-20260729-005147 police authorized positions,tests vacancy and staffing-reduction mechanisms with denominators,not_started,search_lane_005,false
EXTTARGET-48afe4d261aa9830de2b1550,EXTMISS-d92bd8fdf1ec8bccc4b3ee23,Tier 1,recruitment_and_retention,River Forest,IL,undated-source-B4X2500LIVE-20260729-005147,police,River Forest IL undated-source-B4X2500LIVE-20260729-005147 police applicant counts,tests recruitment and retention pressure with comparable administrative outcomes,not_started,search_lane_002,false
EXTTARGET-efd457dc4fb265a2b5de98c1,EXTMISS-2f2c8261f9eb43e546ee1870,Tier 2,tenure_and_progression,River Forest,IL,undated-source-B4X2500LIVE-20260729-005147,police,River Forest IL undated-source-B4X2500LIVE-20260729-005147 police employee tenure,distinguishes contractual progression from compositional or tenure differences,not_started,search_lane_005,false
EXTTARGET-ccb6b3cc0b0f4152b5f67e83,EXTMISS-b73ea9c5e2adc3c2ad9b68e9,Tier 1,implementation,River Forest,IL,undated-source-B4X2500LIVE-20260729-005147,police,River Forest IL undated-source-B4X2500LIVE-20260729-005147 police payroll-effective date,confirms whether negotiated or adopted terms became operative and paid,not_started,search_lane_001,false
EXTTARGET-c615b82cc27364897f89a9a9,EXTMISS-f775043e52e15a9037d31d9d,Tier 2,benefits_and_total_compensation,River Forest,IL,undated-source-B4X2500LIVE-20260729-005147,police,River Forest IL undated-source-B4X2500LIVE-20260729-005147 police pension contributions,separates wages from benefits and measures recurring total-compensation effects,not_started,search_lane_005,false
EXTTARGET-f1156b709370a140bc9a1ec2,EXTMISS-aaa0b59955dda256aaff5dfa,Tier 2,urbanicity_and_context,River Forest,IL,undated-source-B4X2500LIVE-20260729-005147,police,River Forest IL undated-source-B4X2500LIVE-20260729-005147 police authoritative coordinates,enables hex-density placement and contextual interpretation,not_started,search_lane_004,false
EXTTARGET-a60acf31a0efc68bd6833fd2,EXTMISS-b7ddca052aee02271424e215,Tier 1,payroll_and_earnings,River Forest,IL,undated-source-BRMGRS-20260802-9b7101700da56ca3bcc11235,police,River Forest IL undated-source-BRMGRS-20260802-9b7101700da56ca3bcc11235 police actual wages paid,upgrades implementation from documented term to paid outcome,not_started,search_lane_001,false
EXTTARGET-23446566ffe43bbd15ecd1e7,EXTMISS-5fe9cdc85ac20606f1fdefe5,Tier 1,staffing_and_headcount,River Forest,IL,undated-source-BRMGRS-20260802-9b7101700da56ca3bcc11235,police,River Forest IL undated-source-BRMGRS-20260802-9b7101700da56ca3bcc11235 police authorized positions,tests vacancy and staffing-reduction mechanisms with denominators,not_started,search_lane_003,false
EXTTARGET-45c4b757265b63db0d8cc9d3,EXTMISS-cd314411c128fb669806fa47,Tier 1,recruitment_and_retention,River Forest,IL,undated-source-BRMGRS-20260802-9b7101700da56ca3bcc11235,police,River Forest IL undated-source-BRMGRS-20260802-9b7101700da56ca3bcc11235 police applicant counts,tests recruitment and retention pressure with comparable administrative outcomes,not_started,search_lane_002,false
EXTTARGET-fa8da6fa514b0fdade2e10d2,EXTMISS-c7556d8b2f5b766e49866a57,Tier 2,tenure_and_progression,River Forest,IL,undated-source-BRMGRS-20260802-9b7101700da56ca3bcc11235,police,River Forest IL undated-source-BRMGRS-20260802-9b7101700da56ca3bcc11235 police employee tenure,distinguishes contractual progression from compositional or tenure differences,not_started,search_lane_004,false
EXTTARGET-37ee4f10fd00ce41a776ccaa,EXTMISS-2c56062c02d514cd24915fb3,Tier 1,implementation,River Forest,IL,undated-source-BRMGRS-20260802-9b7101700da56ca3bcc11235,police,River Forest IL undated-source-BRMGRS-20260802-9b7101700da56ca3bcc11235 police payroll-effective date,confirms whether negotiated or adopted terms became operative and paid,not_started,search_lane_001,false
EXTTARGET-137706ac86fb45d1ef57a60b,EXTMISS-b409d3dfb4bb0ee9fd716832,Tier 2,benefits_and_total_compensation,River Forest,IL,undated-source-BRMGRS-20260802-9b7101700da56ca3bcc11235,police,River Forest IL undated-source-BRMGRS-20260802-9b7101700da56ca3bcc11235 police pension contributions,separates wages from benefits and measures recurring total-compensation effects,not_started,search_lane_004,false
EXTTARGET-e5a724868549526d4b3cfe07,EXTMISS-3400411893582c48e7abe7ac,Tier 2,urbanicity_and_context,River Forest,IL,undated-source-BRMGRS-20260802-9b7101700da56ca3bcc11235,police,River Forest IL undated-source-BRMGRS-20260802-9b7101700da56ca3bcc11235 police authoritative coordinates,enables hex-density placement and contextual interpretation,not_started,search_lane_003,false
EXTTARGET-094bc1afe6262d13ba844af8,EXTMISS-c8cdde1083247b0eb4178129,Tier 1,payroll_and_earnings,River Forest,IL,undated-source-BRMGRS-20260802-c9aabbd6e7fb6c98ea6a5058,unclear,River Forest IL undated-source-BRMGRS-20260802-c9aabbd6e7fb6c98ea6a5058 unclear actual wages paid,upgrades implementation from documented term to paid outcome,not_started,search_lane_004,false
EXTTARGET-21b91dbd46c0c31eda5b87a8,EXTMISS-dc1cbe5f40ad7c8115158060,Tier 1,staffing_and_headcount,River Forest,IL,undated-source-BRMGRS-20260802-c9aabbd6e7fb6c98ea6a5058,unclear,River Forest IL undated-source-BRMGRS-20260802-c9aabbd6e7fb6c98ea6a5058 unclear authorized positions,tests vacancy and staffing-reduction mechanisms with denominators,not_started,search_lane_005,false
EXTTARGET-5f93ce64d6f499de8500d912,EXTMISS-2d6f13cf797de0001a8b65ba,Tier 1,recruitment_and_retention,River Forest,IL,undated-source-BRMGRS-20260802-c9aabbd6e7fb6c98ea6a5058,unclear,River Forest IL undated-source-BRMGRS-20260802-c9aabbd6e7fb6c98ea6a5058 unclear applicant counts,tests recruitment and retention pressure with comparable administrative outcomes,not_started,search_lane_004,false
EXTTARGET-ec7238cf0f18e2355ccf21ca,EXTMISS-e25141f35808c96cc85fad77,Tier 2,tenure_and_progression,River Forest,IL,undated-source-BRMGRS-20260802-c9aabbd6e7fb6c98ea6a5058,unclear,River Forest IL undated-source-BRMGRS-20260802-c9aabbd6e7fb6c98ea6a5058 unclear employee tenure,distinguishes contractual progression from compositional or tenure differences,not_started,search_lane_003,false
EXTTARGET-08cc73dd50c51f5782c2872b,EXTMISS-b8f898fe8379b7781819f2ab,Tier 1,implementation,River Forest,IL,undated-source-BRMGRS-20260802-c9aabbd6e7fb6c98ea6a5058,unclear,River Forest IL undated-source-BRMGRS-20260802-c9aabbd6e7fb6c98ea6a5058 unclear payroll-effective date,confirms whether negotiated or adopted terms became operative and paid,not_started,search_lane_004,false
EXTTARGET-5642cf187de3f9a3479d876e,EXTMISS-481eb91c71ae09155aa43836,Tier 2,benefits_and_total_compensation,River Forest,IL,undated-source-BRMGRS-20260802-c9aabbd6e7fb6c98ea6a5058,unclear,River Forest IL undated-source-BRMGRS-20260802-c9aabbd6e7fb6c98ea6a5058 unclear pension contributions,separates wages from benefits and measures recurring total-compensation effects,not_started,search_lane_002,false
EXTTARGET-8f3246bb107593ab7d3a08a9,EXTMISS-fc2f7d912aab7905a794ef84,Tier 2,urbanicity_and_context,River Forest,IL,undated-source-BRMGRS-20260802-c9aabbd6e7fb6c98ea6a5058,unclear,River Forest IL undated-source-BRMGRS-20260802-c9aabbd6e7fb6c98ea6a5058 unclear authoritative coordinates,enables hex-density placement and contextual interpretation,not_started,search_lane_001,false
