root_compensation_event_id,source_implementation_event_id,municipality,state,compensation_cycle_id,side,beneficiary_unit,implementation_status,evidence_excerpt,human_readable_citation,root_action_summary,technical_lineage
ROOTCOMP-5e99f0a130dfed90489504b1,IMPEVT-b0c8c2f4bacad6d55f253dbe,Union,OH,2024,remains_unclear,unclear,implemented,"be retroactive to the first day, full-time, the employee reported for work.","Union, Ohio, Collective Bargaining Agreement, 2024.",implemented retroactive pay for remains unclear,"[""WCM-aefb97ba3aa38ea1f4b3d41c"",""WCM-ef16af16ae537381112b2eac""]"
ROOTCOMP-818c54358b2efb82454a5bd5,IMPEVT-a0e7e01536015d35e9747c02,Union,OH,2025,remains_unclear,unclear,implemented,"Effective January 1, 2025","Union, Ohio, Collective Bargaining Agreement, 2025.",implemented mechanism only for remains unclear,"[""WCM-970d7cee1452a6002a80b361"",""WCM-cc29c549c87801d8302dac36""]"
ROOTCOMP-a5eba2a126f6faecf04e33fd,IMPEVT-6b838995baa597d431940e92,Urbana,OH,2017,police,police,implemented,"Standards"" (effective January 1, 2017) into the applicable classification in the Urbana","Urbana, Ohio, Collective Bargaining Agreement, 2017.",implemented classification band for police,"[""WCM-30e77079af3082fd411500c3""]"
ROOTCOMP-de90da56b7a1213088cf7150,IMPEVT-d918b75dabe0ee90baee5f74,Urbana,OH,2019,police,police,implemented,Patrol officers hired after January 1 shall receive the uniform allowance,"Urbana, Ohio, Collective Bargaining Agreement, 2019.",implemented uniform or equipment allowance for police,"[""WCM-3d362622794af56bbf237186""]"
ROOTCOMP-9ab122dbb697bb724aba3b7d,IMPEVT-e9bbd593ab833da9312776da,Urbana,OH,2019,police,police,implemented,"Effective January 1, 2019, January 1, 2020 and January 1, 2021","Urbana, Ohio, Collective Bargaining Agreement, 2019.",implemented mechanism only for police,"[""WCM-4e5d5719ebef3aa39397725a""]"
ROOTCOMP-4b291889e5415adbfb332268,IMPEVT-48f6614a0bfc5c600e141a5d,Urbancrest,OH,2026,non_safety,non_safety,implemented,"Third Reading: A RESOLUTION AUTHORIZING A 4% WAGE INCREASE FOR THE VILLAGE EMPLOYEES (Full-time/Part-time), STREET COMMISSIONER, CODE ENFORCEMENT, AND SPOT LABORERS MAKING SUCH INCREASE EFFECTIVE WITH THE SECOND PAY PERIOD OF JANUARY 2026 RESOLUTION NUMBER 25-28 (4 YES)","Urbancrest, Ohio, Wage Schedule, 2026.",implemented budget or pay plan for non safety,"[""WCM-1c92cd4d7e38e791717c0188"",""WCM-c3410bef1a6f4d43bd82c57f"",""WCM-e13c5b076a9e7f8eee77b644""]"
ROOTCOMP-8874618fb87a86b0483c3ca8,IMPEVT-8daf11511f426f0f03ee407f,Vanlue,OH,2025,non_safety,non_safety,implemented,"SECTION 3: That effective September 1, 2025, the pay rate for all hourly employees shall be at","Vanlue, Ohio, Other Local Government Pay Policy, 2025.",implemented budget or pay plan for non safety,"[""WCM-7fd03ede02c7590d54b0ef30"",""WCM-e4bd07578d08abad5e3c648f""]"
ROOTCOMP-10840dc27618195175f357d3,IMPEVT-c14f9187e99d1dfa94695f3c,Vanlue,OH,2026,non_safety,non_safety,implemented,"SECTION 2: That effective January 1, 2026, the position of Water/Sewer Operator shall be","Vanlue, Ohio, Other Local Government Pay Policy, 2026.",implemented budget or pay plan for non safety,"[""WCM-470e197fd4216f9c81d92c04""]"
ROOTCOMP-2cde8a787bf2116567b89585,IMPEVT-5c28a9aefad50b0ef15f0026,Vienna,OH,2021,side_independent,unclear,implemented,"salary of $13.75 per hour effective June 15, 2021.","Vienna, Ohio, Council Packet Or Minutes, 2021.",implemented budget or pay plan for side independent,"[""WCM-566f1af7b75ac9298351d832"",""WCM-a68428bb266417c2cd2c9059""]"
ROOTCOMP-224e7d4ed3a99680ffbcf952,IMPEVT-da6eaa09d5368af7916b61f7,Wadsworth,OH,2016,side_independent,unclear,implemented,"Duration This Agreement shall be effective on June 1, 2016 and shall","Wadsworth, Ohio, Factfinding Report, 2016.",implemented budget or pay plan for side independent,"[""WCM-1e869f8a110fd0fed8e702a0"",""WCM-63226d4132c6a6cfe5cb2c97""]"
ROOTCOMP-aa064257e1bc4fd66997b9d7,IMPEVT-10428f4ac7432e72d60ec9cc,Wadsworth,OH,2019,fire,fire,implemented,"additional .25% increase for dispatchers effective July 1, 2019.","Wadsworth, Ohio, Arbitration Award, 2019.",implemented budget or pay plan for fire,"[""WCM-eff8cac2a3e44534f55d6077""]"
ROOTCOMP-b251cb7b9f054124351f58ae,IMPEVT-3f264ed69dc62e25cbdcc268,Wadsworth,OH,2021,police,police,implemented,promotion shall receive a wage increase of 8% greater than the highest level of pay for Patrol,"Wadsworth, Ohio, Wage Schedule, 2021.",implemented budget or pay plan for police,"[""WCM-f184cc80880d36d6b145f2e3""]"
ROOTCOMP-d0ba2efe99d305ac6c02b371,IMPEVT-796170f6f601a748a37e6ca0,Walton Hills,OH,2023,remains_unclear,unclear,implemented,Any current employee that agrees to serve and perform all duties of zoning inspector shall receive a yearly stipend,"Walton Hills, Ohio, Wage Schedule, 2023.",implemented stipend or premium for remains unclear,"[""WCM-6390677e8dc67aeb390b8508""]"
ROOTCOMP-0b110ce4aa31f3d32aa2e3f4,IMPEVT-8719a50f5c90d3a17df3a878,Warren,OH,2016,side_independent,unclear,implemented,"Effective January 1, 1992, in additional to their regular rate of pay, an employee who attains","Warren, Ohio, Memorandum Of Understanding, 2016.",implemented budget or pay plan for side independent,"[""WCM-257c869b5b51a5890f4b53d2"",""WCM-363714218ea2d540837b7e6f"",""WCM-4b01e7e38b09d6dbc6736982"",""WCM-a01d1df2d45c65776fa6fc09"",""WCM-d3258d4cc91da88434c9185c""]"
ROOTCOMP-19952c94cd314e4b40860a96,IMPEVT-06dc8d5a544158cb448dff39,Warren,OH,2017,side_independent,unclear,implemented,"This Agreement supersedes as of January 1, 2017, the Agreement effective January 1, 2014.","Warren, Ohio, Memorandum Of Understanding, 2017.",implemented budget or pay plan for side independent,"[""WCM-edeb0340af342009055d1296""]"
ROOTCOMP-01826c84e077209382048c21,IMPEVT-8b5240c40fbd18b84a38b8b1,Warren,OH,2019,police,police,implemented,"Section 4: SERVICE CREDIT: Effective January 1, 1986 any employee hired by the City into","Warren, Ohio, Collective Bargaining Agreement, 2019.",implemented budget or pay plan for police,"[""WCM-6d20c24941ad8f359453b6c3"",""WCM-95d0a691622c315cd499fdfb"",""WCM-f470a63037f9a2c1c504259f""]"
ROOTCOMP-7a545ddc4257a77463d5dc4d,IMPEVT-46ab4f77e8f8b43b30030502,Warren,OH,2019,fire,fire,implemented,"Section 1: HOLIDAYS: Members of the bargaining unit shall be granted (seven (7) effective January 1, 2001) twenty-fem (24) hour work days off in lieu of the holidays regardless of the","Warren, Ohio, Collective Bargaining Agreement, 2019.",implemented holiday pay for fire,"[""WCM-76c77f9ab26887eda7f2bb58""]"
ROOTCOMP-9d7d1d9cbf3aa77b3101fda0,IMPEVT-3f80d570caa56345c52d7d80,Warren,OH,2020,police,police,implemented,"Effective January 1, 2020","Warren, Ohio, Collective Bargaining Agreement, 2020.",implemented budget or pay plan for police,"[""WCM-854c7c5cc3b4cf5bed547a0e"",""WCM-abfe247fb1dde308ddff404e"",""WCM-e5ae3c223e1cd87aa641366e""]"
ROOTCOMP-7b74e4685ac8ca7489e4c8d5,IMPEVT-f036693e019eca1bfdb3fdd4,Warren,OH,2021,police,police,implemented,"Effective January 1, 2021 wages for all bargaining units shall increase by 2%","Warren, Ohio, Factfinding Report, 2021.",implemented budget or pay plan for police,"[""WCM-170f806c169d85f89b13d575"",""WCM-abf31e14dd9a2676aa44511a"",""WCM-ccea2ea098c281f8e946d631""]"
ROOTCOMP-43ab334068b629029e9d7340,IMPEVT-2f521d173e169ad6641a031f,Washington,OH,2018,police,police,implemented,**A Sergeant assigned as a detective shall receive an additional $1.00 per hour wage,"Washington, Ohio, Wage Schedule, 2018.",implemented across the board raise for police,"[""WCM-2c3d146bd6c667d872447cc0""]"
ROOTCOMP-0d982c450a2f90db247608a6,IMPEVT-7180bb94d039a1426b69379c,Washington,OH,2018,police,police,implemented,higher classification for a period of one (1) hour or more during any one day shall receive an increase in his pay to Step F of the Sergeant's pay scale for those hours actually,"Washington, Ohio, Wage Schedule, 2018.",implemented step progression for police,"[""WCM-33d6ff67ea1b12dfee203cdb""]"
ROOTCOMP-31194e1e008ea72ae94a8356,IMPEVT-8ef790e46b885dc4bb7bd850,Washington,OH,2018,police,police,implemented,Injury leave may begin (retroactive to the date of injury) after the City has,"Washington, Ohio, Wage Schedule, 2018.",implemented retroactive pay for police,"[""WCM-77aa116f59500878f160363d""]"
ROOTCOMP-38c4d8e6619829be43602a96,IMPEVT-f89bb0d4686178d00ab27722,Washington,OH,2019,police,police,implemented,"Effective March 1, 2019 through February 28, 2022","Washington, Ohio, Wage Schedule, 2019.",implemented other for police,"[""WCM-3d3b99af59859f370b4c002b"",""WCM-4a97935a28bbe5edcaf2b284"",""WCM-74dc292995924bea94e00c0e""]"
ROOTCOMP-21a74506aded5e161aeb1569,IMPEVT-c68bf2be7a583cb4d327035e,Washington,OH,2019,fire,fire,implemented,"Effective July 1, 2019 (or next closest payroll date): a 3.0% increase will","Washington, Ohio, Wage Schedule, 2019.",implemented mechanism only for fire,"[""WCM-c1e8f03a65b2e1373960c1a2""]"
ROOTCOMP-1f1b6036c53ae23d8121d14a,IMPEVT-1bee977e954ff895a9742a50,Washington,OH,2019,non_safety,non_safety,implemented,Hourly rates will increase as follows: 3% effective 4/1/20;,"Washington, Ohio, Wage Schedule, 2019.",implemented base wage for non safety,"[""WCM-bb721300c9d350475983074e"",""WCM-c45098da0270bcda477eb9f5"",""WCM-fc716aa2f092fbe3f638f4e9""]"
ROOTCOMP-d4dbf9ddbe1133377b7cfb3b,IMPEVT-2fac1a84b5da2f2891493bc6,Washington,OH,2019,police,police,implemented,"***Wages are retroactive to March 1, 2019.","Washington, Ohio, Wage Schedule, 2019.",implemented retroactive pay for police,"[""WCM-fa0fa9571e1be8adc23ac95c""]"
ROOTCOMP-886347b53ba04820fb3dd02b,IMPEVT-3755a3840a2e2bad88441e2e,Washington,OH,2020,side_independent,unclear,implemented,"The factfinder recommends a $1.25 increase to all grades and steps effective January 1 ,","Washington, Ohio, Arbitration Award, 2020.",implemented step progression for side independent,"[""WCM-33350d083cad300efd4d1a1e"",""WCM-cd768fe9e07d5d339d1dcdf9"",""WCM-dac6203f75328f8227ee52f3""]"
ROOTCOMP-02387ca128d35fa91a7338eb,IMPEVT-7cf622d2db6ad30c5c351c9d,Washington,OH,2020,fire,fire,implemented,"Effective July 1, 2020 (or next closest payroll date): a 3.0% increase will be","Washington, Ohio, Wage Schedule, 2020.",implemented mechanism only for fire,"[""WCM-2743f98691bae2089f5d8fb6""]"
ROOTCOMP-1664f985035a0b363afa08f7,IMPEVT-2b07dfb454afb10f9aaf0995,Washington,OH,2021,police,police,implemented,**Patrol Officers designated as detective shall receive an additional $1.60 per hour wage,"Washington, Ohio, Collective Bargaining Agreement, 2021.",implemented budget or pay plan for police,"[""WCM-025775ba526935420dc0c20d"",""WCM-1396d205b66648b03ebb4a37"",""WCM-5c5843266d9e07d593ab2760"",""WCM-dd04a5de83549cdee3759a02""]"
ROOTCOMP-036a4f0019dba87db09b9fb6,IMPEVT-2cb53801d563e16534bb458e,Washington,OH,2021,side_independent,unclear,implemented,"Section 25 .4 The Employer's tuition reimbursement program policy implemented effective January 1, 1987 shall remain in effect.","Washington, Ohio, Collective Bargaining Agreement, 2021.",implemented reimbursement for side independent,"[""WCM-08eee9e48b945589dc409518"",""WCM-1c89b15d29728f7557db0274"",""WCM-6ee5312f8af59e96c35920b9"",""WCM-771d1ddd94b27f8014ae85a4"",""WCM-b674e33572f6dc54157f7bcb"",""WCM-e9b2e4da227249ef6a59a6ba""]"
ROOTCOMP-e51dc3d1dc05b7cfa5fa498b,IMPEVT-f532fac2fa8ccc5644f0299e,Washington,OH,2021,fire,fire,implemented,"Effective July l, 2021 (or next closest payroll date): a 3.0'¼1 increase will be","Washington, Ohio, Wage Schedule, 2021.",implemented mechanism only for fire,"[""WCM-5678191491d4d4e015b9eb5f""]"
ROOTCOMP-64802d775b246ffeb989ee8f,IMPEVT-63a0d0e793a71517e6df6e56,Washington,OH,2022,fire,fire,implemented,Longevity pay adjustments referenced above shall become effective at the beginning of the pay,"Washington, Ohio, Collective Bargaining Agreement, 2022.",implemented longevity for fire,"[""WCM-1326cd543e461482b62f59df"",""WCM-d21b52a93113f72a28646897"",""WCM-e8489646f9e86e70604f4f54""]"
ROOTCOMP-f4ac5458cb946a139e63466d,IMPEVT-2285fc30b1b08a69a59a9f6e,Washington,OH,2022,police,police,implemented,"above that which he/she normally holds for a period of two (2) hours or more, shall receive an increase in his/her pay to Step A of the Lieutenant/EMT pay scale for actual hours worked in the","Washington, Ohio, Collective Bargaining Agreement, 2022.",implemented step progression for police,"[""WCM-c75d99416ed0588ed2f925ab""]"
ROOTCOMP-741b27b82caaba923b2d78b6,IMPEVT-9c3a3d6a136a28f13a83db3c,Washington,OH,2023,fire,fire,implemented,"step as of January 1, 2023 in order to reflect new step structuring. All union members shall receive a bonus in the amount of $600.00 each year for the first two (2)","Washington, Ohio, Collective Bargaining Agreement, 2023.",implemented step progression for fire,"[""WCM-480731a16a59f8cd222a9c43""]"
ROOTCOMP-e22271f4b82e8dd8c844173b,IMPEVT-b31bbe6110c326e5881ba0a7,Waterville,OH,undated-source-BRMGRS-20260802-7065cb4fbeaab4765744d04e,police,police,implemented,"Effective January 1, 2013, after employees have completed five (5) years","Waterville, Ohio, Arbitration Award, period not explicit.",implemented budget or pay plan for police,"[""WCM-18659c8d11ae239b7baf040b"",""WCM-755c742a5e39f6ca9b3cd53a""]"
ROOTCOMP-2811e69027466b42f5e596eb,IMPEVT-0ab5320be13af7c9b0625612,Weathersfield,OH,2019,police,police,implemented,"Effective July 1, 2009, each employee will receive the following amounts on the","Weathersfield, Ohio, Collective Bargaining Agreement, 2019.",implemented mechanism only for police,"[""WCM-184120bc8a5b64c49a0c0e12""]"
ROOTCOMP-6a02fdda09ce49e5f70cab84,IMPEVT-0537e787856506514a6678c1,Weathersfield,OH,2021,police,police,implemented,"Effective January 1, 2021, and each year thereafter, all newly hired probationary","Weathersfield, Ohio, Collective Bargaining Agreement, 2021.",implemented mechanism only for police,"[""WCM-3b70d89a101398c63d146284"",""WCM-bff38aae1e919a6d1e885e70""]"
ROOTCOMP-f01a9ed473a6890d85df2352,IMPEVT-415188b51074edffaf0aaa25,Wooster,OH,2015,fire,fire,implemented,"Effective January 1, 2015 or as soon as practicable the Employer will provide","Wooster, Ohio, Collective Bargaining Agreement, 2015.",implemented other for fire,"[""WCM-8bf3d695da35e7d10a5821b9"",""WCM-ca33438f673c902870e47f63""]"
ROOTCOMP-59664aa4f94b5bdcb4e32079,IMPEVT-e1c9f6be33c6a23b6bf9acca,Wooster,OH,2021,fire,fire,implemented,the total pager hours will receive a lump sum stipend of $500 in the last pay in December of that,"Wooster, Ohio, Collective Bargaining Agreement, 2021.",implemented lump sum for fire,"[""WCM-0e3bfa014e8529f0de64ce34"",""WCM-279f26ab62f2fc8985007a2f""]"
ROOTCOMP-180f3edc174553f4f3c5877f,IMPEVT-c22fe5b3e262947e99c7318f,Wooster,OH,2021,fire,fire,implemented,retroactive to his/her date of hire.,"Wooster, Ohio, Collective Bargaining Agreement, 2021.",implemented retroactive pay for fire,"[""WCM-2712eb312cb86d3086c1881b"",""WCM-6d53a0cd4b592445b9c81bf4""]"
ROOTCOMP-3158cbf799971663590e9042,IMPEVT-ab7efbe6c13b7f34d982a0a1,Chouteau,OK,2026,remains_unclear,unclear,implemented,• Motion made by Cunningham and seconded by Couch on wage increase of $1.00 per hour for Jaime Witt due to her increased responsibilities with the Children’s programming with effective date.,"Chouteau, OK, Council Packet Or Minutes, 2026.",implemented across the board raise for remains unclear,"[""WCM-31dfe1562d5883a07c178134""]"
ROOTCOMP-07ff838a516d5bc0ca501967,IMPEVT-47cae4c0017ca9a5c22d489e,Comanche,OK,2019,remains_unclear,unclear,implemented,"Effective November l, 2019, the licensee shall","Comanche, OK, Other Local Government Pay Policy, 2019.",implemented mechanism only for remains unclear,"[""WCM-5ab130a50c238e27fe6a1ac2"",""WCM-fccdc97d5de1e082b3c65829""]"
ROOTCOMP-0d46aaa23fb56a253093e6c2,IMPEVT-87fff58a4973fdfe86351db1,Comanche,OK,2026,remains_unclear,unclear,implemented,"Pursuant to Title 11 O.S., Section 16-302 (effective November 1, 2013), the City of Comanche,","Comanche, OK, Other Local Government Pay Policy, 2026.",implemented mechanism only for remains unclear,"[""WCM-6d43ad3b8bda20b9e0a087c9""]"
ROOTCOMP-4f70a00356aadd7eedf3db53,IMPEVT-b671ab5017947b96c42ecb45,Drummond,OK,2021,remains_unclear,unclear,implemented,"users shall be increased effective November 1, 2021, as follows:","Drummond, OK, Wage Schedule, 2021.",implemented mechanism only for remains unclear,"[""WCM-56ad50cf78ae3b66281457c7""]"
ROOTCOMP-211cfb97417d7f533f73ba56,IMPEVT-64a91ed7123f6225da3c9e9e,Drummond,OK,undated-source-B4X2500LIVE-20260729-004549,remains_unclear,unclear,implemented,"This ordinance shall become effective on Mayor, the Town Board of Trustees shall elect an November 14, 2011.","Drummond, OK, Wage Schedule, period not explicit.",implemented mechanism only for remains unclear,"[""WCM-2eaf14d060d215e3159bc296""]"
ROOTCOMP-02c294b80d15adae8dc8260a,IMPEVT-4f78e2d4f6b28acd2cb6ca5f,Eufaula,OK,2025,police,police,formally_adopted,"The most recent CBA was adopted on May 5, 2025 to become effective on July 1, 2025 through June","Eufaula, OK, Memorandum Of Understanding, 2025.",formally adopted mechanism only for police,"[""WCM-eff117d8d9ca679f88c2f4ae""]"
ROOTCOMP-73b4d6dcb34c590da91ee854,IMPEVT-46cfba560093ea370b519f93,Eufaula,OK,2026,police,police,implemented,"Pursuant to the terms of the Agreement, it is agreed by both parties that effective July 1, 2026:","Eufaula, OK, Collective Bargaining Agreement, 2026.",implemented mechanism only for police,"[""WCM-22c4b399a778d89fcc14deb6"",""WCM-df61de8ca0fbe3f8d9382859""]"
ROOTCOMP-40373720538caedb0463157d,IMPEVT-38c33a267c626fa86e290799,Geary,OK,undated-source-B4X2500LIVE-20260729-009585,remains_unclear,unclear,implemented,"§ 49-122, effective 1/1/81.","Geary, OK, Collective Bargaining Agreement, period not explicit.",implemented mechanism only for remains unclear,"[""WCM-f14ec73859be7672de7ed021""]"
ROOTCOMP-5acfcd365d2d0f3ad2ef105d,IMPEVT-a293a6388dfd387e4daf2de6,Kiefer,OK,2021,remains_unclear,unclear,formally_adopted,"When authorized, by regulation issued by the city council, in other similar cases of reasonable necessity, similarly handled but adopted to necessary night-time","Kiefer, OK, Wage Schedule, 2021.",formally adopted mechanism only for remains unclear,"[""WCM-f8ff20d761de9934bc109bd1""]"
ROOTCOMP-b35dc77e3fb1290fc152edbb,IMPEVT-b092f7916b386a0387f5c2da,Kiefer,OK,2021,remains_unclear,unclear,implemented,"10, 1999 and effective on August 30, 1999.","Kiefer, OK, Wage Schedule, 2021.",implemented mechanism only for remains unclear,"[""WCM-e215bea1363b1a73783bc23b""]"
ROOTCOMP-6bb45501460cfa25f27cf254,IMPEVT-13ed7ece893a271c220cae21,Kiowa,OK,undated-source-B4X2500LIVE-20260729-009596,remains_unclear,unclear,implemented,"This Ordinance shall become effective 1-1-2009, subject to approval of","Kiowa, OK, Wage Schedule, period not explicit.",implemented mechanism only for remains unclear,"[""WCM-523d987e04db02f331c4eff8""]"
ROOTCOMP-586fc9f91f0ef56c529af005,IMPEVT-c921ae06d627886638223ed8,Krebs,OK,2023,fire,fire,implemented,"David Bailey makes a motion to hire Cindy Cooper full time effective December 11, 2023 at a rate of $19.54 per hour.","Krebs, OK, Wage Schedule, 2023.",implemented across the board raise for fire,"[""WCM-6185ff8ccc7510a1593235ff""]"
ROOTCOMP-db18ccdc345d2cec85325796,IMPEVT-f3dacdc40e6e81fc8a87d325,Krebs,OK,2023,fire,fire,implemented,"TO BE EFFECTIVE DECEMBER 11, 2023 AT A RATE OF $19.54 PER HOUR.","Krebs, OK, Wage Schedule, 2023.",implemented mechanism only for fire,"[""WCM-2b9bb27182dc6af392495aba"",""WCM-cf8ff35b35316d31f87f2da2""]"
ROOTCOMP-6e475bd71c4c7b1be7796cb2,IMPEVT-759ac3fa828772d79d2cb70b,Pink,OK,2021,remains_unclear,unclear,implemented,"8 of the Town of Pink, effective July 10, 1973.","Pink, OK, Collective Bargaining Agreement, 2021.",implemented mechanism only for remains unclear,"[""WCM-5b5b31ba58108939b43e95b4"",""WCM-7acdb345c0db54cb38c42b02"",""WCM-a388bd8aeb9cc9b95f260db4""]"
ROOTCOMP-376c9633586eabb321cc0c0a,IMPEVT-a392f560a5e708993538e80f,Shattuck,OK,undated-source-B4X2500LIVE-20260729-002111,remains_unclear,unclear,implemented,"Motion by Pittman, 2 by Schultz to approve raises for employees effective July 1, 2013.","Shattuck, OK, Council Packet Or Minutes, period not explicit.",implemented mechanism only for remains unclear,"[""WCM-82ccaece0b0b9d9c8222c995""]"
ROOTCOMP-d1f872be1bc658023be59aff,IMPEVT-4710ac0ef513921e6e6c762a,Halsey,OR,2025,remains_unclear,unclear,implemented,"important topic in both recruiting and retention, and marketing is essential to effective advocacy","Halsey, OR, Wage Schedule, 2025.",implemented mechanism only for remains unclear,"[""WCM-e616dd946f03bb277a946c1e""]"
ROOTCOMP-b12a0594b52c84d1a70bea26,IMPEVT-337aea8fdd4036a2966410b6,Manzanita,OR,2026,remains_unclear,unclear,formally_adopted,The following table outlines the adopted salary schedule for fiscal year 2027 and incorporated,"Manzanita, OR, Budget Or Pay Plan, 2026.",formally adopted across the board raise for remains unclear,"[""WCM-47e62ec27374b5d656ba91d6""]"
ROOTCOMP-91b735292528b874dd56b688,IMPEVT-00534eb99a146da7fcb84fd7,Merrill,OR,2017,non_safety,non_safety,implemented,effective 7/15/2017 Amended 1/11/2023,"Merrill, OR, Wage Schedule, 2017.",implemented mechanism only for non safety,"[""WCM-892ff5eb277b2eeaab22ad66""]"
ROOTCOMP-ff6f2254297e43b717dcb3d3,IMPEVT-c12a0bf699c5122550dca6e9,Merrill,OR,2017,remains_unclear,unclear,implemented,effective 7/15/2017 Amended 1/11/2023,"Merrill, OR, Wage Schedule, 2017.",implemented mechanism only for remains unclear,"[""WCM-52be21904b9abef18a384561"",""WCM-f01efda87d43b9cae45a65a4""]"
ROOTCOMP-1a63c59c9fabdbe7a1eb44b3,IMPEVT-7c6165f421e40f73a6bb1a18,Adams,PA,2026,police,police,implemented,"employment with the Adams Police Department prior to or on the Effective Date at or above their current compensation rate, provided that rate falls within the existing","Adams, Pennsylvania, Collective Bargaining Agreement, 2026.",implemented mechanism only for police,"[""WCM-75c2c4e75d5748c37c7c6771""]"
ROOTCOMP-2d21519fe66d04d08535df61,IMPEVT-ace6a5e08904622c6223bf11,Alburtis,PA,2018,police,police,formally_adopted,"CREASES OF 3.0% PLUS $1,200 FOR THE FIRST YEAR, AND 3.0% INCREASES FOR THE SECOND, THIRD, AND FOURTH YEARS),","Alburtis, Pennsylvania, Arbitration Award, 2018.",formally adopted across the board raise for police,"[""WCM-1d3a82b19f2e22b0bd806965"",""WCM-537cd58b2ecae006238189d5"",""WCM-7dda579409b028ebb3f0f4b7"",""WCM-849e19b5ec5508e6d70639d0"",""WCM-8d86b8424e993ad689b6272a"",""WCM-9e974a3ccdf4a298e1f3f3ab"",""WCM-c0e0b43329443def4e7eccf9"",""WCM-f2d167619b65f3fe5fa10526""]"
ROOTCOMP-0a1781d8acf2fc2b33ef3147,IMPEVT-fd1087d5845ffdac8e656e4e,Alburtis,PA,2018,police,police,implemented,"PENSATION FOR NON-UNIFORMED EMPLOYEES EFFECTIVE JULY 1, 2018.","Alburtis, Pennsylvania, Arbitration Award, 2018.",implemented uniform or equipment allowance for police,"[""WCM-081820c7787af4300c2e7d26"",""WCM-3a623a556cc66d0969ff34f2"",""WCM-53c8dd5abdb7a7c6302ca0ba"",""WCM-7b497abc71bfad14b7da1c70"",""WCM-7c34ae24876f9b7109ce9460""]"
ROOTCOMP-76a255ce691307d289f3f592,IMPEVT-720c34a9cdf0fb7e39c6b4b0,Alburtis,PA,2026,remains_unclear,unclear,implemented,"APPOINTMENT BY THE BOROUGH, EFFECTIVE JANUARY 1, 2026,","Alburtis, Pennsylvania, Other Local Government Pay Policy, 2026.",implemented mechanism only for remains unclear,"[""WCM-b2b0eb15b8c5be9904626da8"",""WCM-ef3e6dd01f98d142a0ca94de""]"
ROOTCOMP-17db31b69fa64c8159ffff2b,IMPEVT-36ba9bbe6616b8072d158e3f,Allegheny,PA,2023,side_independent,unclear,implemented,"The Allegheny Township Sewer & Water Authority is pleased to announce effective October 1, 2023 customers will now be able to pay their sewer bill online via credit card by clicking the link below! This link is only for credit card payments.","Allegheny, Pennsylvania, Council Packet Or Minutes, 2023.",implemented budget or pay plan for side independent,"[""WCM-e7750bda5ecfe685976927f1""]"
ROOTCOMP-a10fb9661ca8ba6d53cd59f9,IMPEVT-a883915ec241adc8b53b769e,Beaver,PA,2020,police,police,implemented,"Agreement between the Beaver Police Association and the Borough of Beaver effective January 1, 2020","Beaver, Pennsylvania, Factfinding Report, 2020.",implemented budget or pay plan for police,"[""WCM-23868a6d837166fe05a0ce65""]"
ROOTCOMP-f43d984ec31986447600721f,IMPEVT-08c4af9504f11a4b1c0bce55,Beaver,PA,2025,police,police,implemented,"between the Beaver Police Association and the Borough of Beaver effective January 1, 2025 through December","Beaver, Pennsylvania, Council Packet Or Minutes, 2025.",implemented mechanism only for police,"[""WCM-75a85e2f437fb3c4afedc61f""]"
ROOTCOMP-59c240767cd962f7d5de5400,IMPEVT-33ee4644cb47acf08b987383,Bradford,PA,2026,fire,fire,implemented,"effective 4/12/2026 Firefighter/Paramedic $ 53,462.92","Bradford, Pennsylvania, Budget Or Pay Plan, 2026.",implemented budget or pay plan for fire,"[""WCM-db3ee09e01bbe777f915dd27"",""WCM-f59bb50c0074f7c02bde2659""]"
ROOTCOMP-51f1fc8bbc5b6e8f8db8ec30,IMPEVT-7ce52753adfe84f501ef05b4,Bradford,PA,2026,police,police,implemented,"BE IT FURTHER RESOLVED that all salaries/wages shall be effective January 16, 2026.","Bradford, Pennsylvania, Budget Or Pay Plan, 2026.",implemented budget or pay plan for police,"[""WCM-54d1043e312b081221614d58""]"
ROOTCOMP-493cb0a9c676a2fff823a35a,IMPEVT-a210a537a7e344aa50985a56,Brighton,PA,2023,police,police,formally_adopted,approved by the FOP and the Brighton Township Police Bargaining Unit.,"Brighton, Pennsylvania, Council Packet Or Minutes, 2023.",formally adopted budget or pay plan for police,"[""WCM-4b290d773289e4ee15f8e22f""]"
ROOTCOMP-ab1bd13b8d59a11f749796d6,IMPEVT-d55f5c7f23a9d13ec18704fb,Brighton,PA,2024,mixed,mixed,implemented,"Quarterly Refuse Rate effective January 1, 2024 $39.06","Brighton, Pennsylvania, Council Packet Or Minutes, 2024.",implemented budget or pay plan for mixed,"[""WCM-04fde1b44265b92794bc5e45"",""WCM-094830fd1347fdde680fbb00"",""WCM-faf0ef8f1c2dc64b66c1319a""]"
ROOTCOMP-f81f107fc1dd30f00e8d20cc,IMPEVT-70336ced56eb20dea761e630,Bushkill,PA,2025,remains_unclear,unclear,implemented,"Tax Collector – Resolution 2025-03 Setting the wage for the Tax Collector, effective January 1, 2026, at","Bushkill, Pennsylvania, Council Packet Or Minutes, 2025.",implemented other for remains unclear,"[""WCM-1f895ccafd79ce58a087eda8""]"
