implementation_event_id,municipality,state,original_side,repaired_side,side_confidence,side_repair_reason,bounded_side_evidence,technical_lineage
IMPEVT-7a1c8e2c18ecec02e4649b2e,Giddings,TX,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"this ordinance will take effect upon its adoption by the city council and publication of the caption hereof. passed and approved by the city council of the city of giddings, texas this the 1st day of october, 2012. giddings, texas, council packet or minutes, 2023","[""WCM-bf2c43723e4d6e74a09dfd85""]"
IMPEVT-9f806fd40de125ed3a09bdaf,Glen Rose,TX,unclear,side_independent,low,citywide or public-body mechanism lacks employee-side specificity,"and granted upon approval by the city administrator in accordance with the compensation plan approved by the city council and within the guidelines of the city budget. glen rose, texas, wage schedule, period not explicit. unclear","[""WCM-bee13e72eb485a226b4d94b3""]"
IMPEVT-13f4aad00800d4639b2b0688,Haslet,TX,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"topic: longevity pay effective date: 2/14/2011 haslet, texas, budget or pay plan, period not explicit. unclear","[""WCM-9b76d9dea4c9c0fcfd4edc3d""]"
IMPEVT-9ce262e05c3851daf0c5f9cd,Haslet,TX,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"topic: compensation plan effective date: 2/14/2011 haslet, texas, budget or pay plan, period not explicit. unclear","[""WCM-1e0fffe2c0682dbd1f4743ac""]"
IMPEVT-b847f273192fda255c116805,Holland,TX,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"city’s adopted classification and compensation program. holland, texas, salary ordinance, 2025. unclear","[""WCM-3839bd68c9dcda90a5c5199d""]"
IMPEVT-719994aa616127adf18284c3,Holland,TX,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"the city of holland and becomes effective september 2025. holland, texas, salary ordinance, 2025. unclear","[""WCM-1c34bbbf2a27886f54877cff"",""WCM-758e4157eeb4046311067f97""]"
IMPEVT-8cc6e13c464d46f57a2bb0bd,Jonestown,TX,unclear,side_independent,low,citywide or public-body mechanism lacks employee-side specificity,"approved ____________________, effective 10-1-2022 jonestown, texas, budget or pay plan, 2022. unclear","[""WCM-0fe9465cc33ec6201b1dbab4""]"
IMPEVT-4539848e6adab7bbebe7a079,Joshua,TX,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"whereas, the city council of the city of joshua has adopted the revised pay plan to provide joshua, texas, budget or pay plan, 2025. unclear","[""WCM-d2c8dc3b9a9ecda62e8b24fd""]"
IMPEVT-b02d079e19af7d3a38f5f888,Joshua,TX,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective 05/15/2025 joshua, texas, budget or pay plan, 2025. unclear","[""WCM-457040ff1bba768ada71ba49"",""WCM-d011a4215f40252f68c8165d""]"
IMPEVT-d111390783dda41f4fa06526,Kingsville,TX,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"cba - city of kingsville and klea - effective 10-01-2025 to 09-30-2026 kingsville, texas, collective bargaining agreement, 2025. unclear","[""WCM-49c83030b8cd47c3c9d828bd"",""WCM-4d7d7fa2d2c0dbf441673fa8"",""WCM-8c1b543f69f2621b254800c6""]"
IMPEVT-f9e55a0390cbbfa4e418144a,Meadowlakes,TX,unclear,side_independent,low,citywide or public-body mechanism lacks employee-side specificity,"it is possible for the meadowlakes city council to call for an election to adopt a sales tax. a local sales tax may only be adopted through by holding an election and the election may be meadowlakes, texas, council packet or minutes, 2018. unclear","[""WCM-e08a563454d7620387525c1f""]"
IMPEVT-12db82dd38b11af42e19ded5,Meadowlakes,TX,unclear,side_independent,low,citywide or public-body mechanism lacks employee-side specificity,"texas, effective february 18, 2025, providing a severability clause meadowlakes, texas, council packet or minutes, 2025. unclear","[""WCM-2101ea30cba6da17d81a50fc"",""WCM-ad1486ffb89e0cc378c1c889""]"
IMPEVT-36b91d94b89e8c315266b2f6,Mount Vernon,TX,unclear,side_independent,low,citywide or public-body mechanism lacks employee-side specificity,"pay for city employees is set each year by the city council in the adopted city operating budget. mount vernon, texas, other local government pay policy, period not explicit. unclear","[""WCM-eb1839e91ba2e1ee036a7c04""]"
IMPEVT-02711ecba191621937bae20b,Mount Vernon,TX,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"these policies are established by the city council and any deletions, amendments, revisions, or additions to the policies must be approved by the council. mount vernon, texas, other local government pay policy, period not explicit. unclear","[""WCM-35626299f29a10d05625d757""]"
IMPEVT-9192dedaf07c47b88b4641e5,Natalia,TX,unclear,side_independent,low,citywide or public-body mechanism lacks employee-side specificity,"the city council adopted a bulk non-potable water sales ordinance that allows the utility department to natalia, texas, budget or pay plan, 2014. unclear","[""WCM-019ac85f42cd8ef7fe81fb3e""]"
IMPEVT-04b0bf5838799ded0beff3ae,New Fairview,TX,unclear,side_independent,low,citywide or public-body mechanism lacks employee-side specificity,"on june 1, 2020, the city council adopted the current personnel policy and procedure manual new fairview, texas, personnel policy, 2020. unclear","[""WCM-545254249290df1c5d21c896""]"
IMPEVT-b1c62f6e2ac85b1327107781,New Fairview,TX,unclear,side_independent,low,citywide or public-body mechanism lacks employee-side specificity,"responsibilities to more than one department will receive the highest level of certification pay new fairview, texas, personnel policy, 2024. unclear","[""WCM-57066b7b5550393e4986e7c2"",""WCM-ba802879615cd1834d2da97d"",""WCM-d660de039b881d64d047f889""]"
IMPEVT-7b6009a94b7da9f13a535422,Parker,TX,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"• h.b.1869 effective september 1, 2021 parker, texas, personnel policy, 2021. unclear","[""WCM-57612b3c2b6644b0777ff0ad""]"
IMPEVT-244e2b2f0e0e7b890f7a9cbe,Port Lavaca,TX,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"communicable disease while on duty, effective june 15, 2021. port lavaca, texas, civil-service or hr pay plan, 2021. unclear","[""WCM-7af4431718e9238ef5c8564f""]"
IMPEVT-8e10cee90447716eb0e65a97,Port Lavaca,TX,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"these policies are established by the city council, and any deletions, amendments, revisions, or additions to the policies must be approved by the city council. port lavaca, texas, civil-service or hr pay plan, 2025. unclear","[""WCM-8434353064bf02753ff07f00""]"
IMPEVT-52c2ae15b7618b850bec4254,Raymondville,TX,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"during the fiscal year 2025-2026 will be approved by the board of commissioners of the city of raymondville raymondville, texas, budget or pay plan, 2025. unclear","[""WCM-c443ce4fc46bf9296f824ce9""]"
IMPEVT-22252ed0d61ec24916aae415,Sealy,TX,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective october 1, 2020, and thereafter; sealy, texas, budget or pay plan, 2020. unclear","[""WCM-4879cd950eee0147b3b2b59b"",""WCM-9c981961d4b3474df0096b9a""]"
IMPEVT-244e3459d5989da949a3226e,Seymour,TX,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"nuity increase under this section is computed as the sum of the prior and current service annuities on the effective date of retirement of the person on whose service the annuities are based, multiplied by seventy (70) per cent of the percentage change in the","[""WCM-4d15c6fe688063ccc13b9aeb""]"
IMPEVT-396f79622c9790f68c28e542,Seymour,TX,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"the city council approved a monetary cash incentive sick leave program starting january 1, 2000. the purpose of this program is to increase productivity by reducing the amount of sick leave time taken by employees. this policy is reviewed annually during budget hearings and may","[""WCM-e83cb03a2649f9b1a51f5a2f""]"
IMPEVT-048db96a424b22da8d9530ca,Silsbee,TX,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"in addition to base pay, each officer shall receive longevity pay often silsbee, texas, collective bargaining agreement, 2024. unclear","[""WCM-0fe13eacfb68be6b4a1bda7b""]"
IMPEVT-4210af538726f8a03be73287,Silsbee,TX,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"dental/vision coverage effective october 1, 2002, the city will provide dental/ vision silsbee, texas, collective bargaining agreement, 2024. unclear","[""WCM-d40bee68031519543ce6190a""]"
IMPEVT-b3d3099d4279635ebe1a5959,Thompsons,TX,unclear,side_independent,low,citywide or public-body mechanism lacks employee-side specificity,"appropriated by the city council for the fiscal year beginning may 1, 2024 and ending april 30, 2025, be and it is hereby adopted as thompsons, texas, budget or pay plan, 2024. unclear","[""WCM-9772844fc733106707ef02e0""]"
IMPEVT-fa5711345b1a8902643e12d4,Wink,TX,unclear,side_independent,low,citywide or public-body mechanism lacks employee-side specificity,"wink city council regular meeting tuesday, november 11, 2025 6:00 p.m. adjournment: 7:51 p.m. these minutes were approved by the wink city council on the 9th day of december 2025. wink, texas, council packet or minutes, 2025. unclear","[""WCM-bf17c652e70712b271283779""]"
IMPEVT-afef82ae7245700d8f388f19,Woodway,TX,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"note: effective 10/1/2023, carleen bright arboretum operations will be recorded in a separate special woodway, texas, civil-service or hr pay plan, 2023. unclear","[""WCM-67ad48ec241f6a4689fccdee"",""WCM-88a4ca89befddb53615fb9b6"",""WCM-c103a141b09585e31494b4bf""]"
IMPEVT-f4d912c2f3d3fb1c9978497a,Yoakum,TX,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"as appointed by city manager william linn effective january 9, 2024 yoakum, texas, budget or pay plan, 2024. unclear","[""WCM-34e2deae63f5d1bf552e6ba7"",""WCM-485399490a375259cef48400"",""WCM-5198fba5e18ac99aba5c9a3a""]"
IMPEVT-8fe91501fb6ed2086458fad4,Yoakum,TX,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"city of yoakum personnel manual, and adopted pay grade. yoakum, texas, budget or pay plan, 2024. unclear","[""WCM-f0c4c1e81c34e3ae0548f706""]"
IMPEVT-978fcbc51ba67a08fb294218,Escalante,UT,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"section 2: effective date this ordinance shall become effective july 1, 2024. escalante, ut, other local government pay policy, 2024. unclear","[""WCM-22b1b6c509c29838429998ba""]"
IMPEVT-d5a79e78c502738054e90701,Fountain Green,UT,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective november 16, 2023 fountain green, ut, collective bargaining agreement, 2023. unclear","[""WCM-65691b6b36a4d713da0dc8ed""]"
IMPEVT-8e4bb5dfdf80a7e8014c968b,Fountain Green,UT,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective august 8, 2024 fountain green, ut, collective bargaining agreement, 2024. unclear","[""WCM-0bc3fe2af2080a6e61cf6c48""]"
IMPEVT-531895506dd3802223faa116,Fountain Green,UT,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"these revised ordinances shall become effective september 22, 1995 fountain green, ut, collective bargaining agreement, period not explicit. unclear","[""WCM-bb9766a6616a742cf9acc140""]"
IMPEVT-432e13fd041137d403a31e22,Hideout,UT,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"this ordinance shall become effective july 1, 2024. hideout, ut, other local government pay policy, 2024. unclear","[""WCM-2a3aa17484f854cdb3c91f6d""]"
IMPEVT-9c77a2366d1ca7602ec5fcf8,Marysvale,UT,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"ordinance shall become effective july 11, 2017. marysvale, ut, other local government pay policy, 2017. unclear","[""WCM-9d34694a3eb16595bbf81a9d""]"
IMPEVT-3f7ef2eb4c01fc921de481b6,Marysvale,UT,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"they have been adopted as official by resolution of the city council. c. any change in the rules and regulations shall be adopted by the city council marysvale, ut, other local government pay policy, 2026. unclear","[""WCM-221977d5cf09d656699d3b17""]"
IMPEVT-b7dd15cfa1c6b1b24dbe51f0,Marysvale,UT,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"these revised ordinances shall become effective march 1, 1996. marysvale, ut, other local government pay policy, 2026. unclear","[""WCM-9c179ebc60573365b73671b2"",""WCM-fa609a666f8d875a4f926489""]"
IMPEVT-05ac64939bb980a6c988112c,Onancock,VA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective january 1, 2013 onancock, va, personnel policy, 2023. unclear","[""WCM-bf14c19016172d5e6f3073c9""]"
IMPEVT-6811f1a5cdd6e5631a68a1a2,Cabot,VT,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective january 1, 2017, and pursuant to 21 v.s.a. cabot, vt, personnel policy, 2017. unclear","[""WCM-335d6f9fff45888bf43fde1c""]"
IMPEVT-99a6233aebe1299caa9579ae,Cabot,VT,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"participate in the health insurance plan through the town will receive a monthly stipend which will be cabot, vt, personnel policy, 2025. unclear","[""WCM-67e515db7d869bce9d1a52f5""]"
IMPEVT-9864eaa45bc63642eec4cf95,Canaan,VT,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"employees required to be on call shall receive a stipend of forty hours (40) additional hours at canaan, vt, budget or pay plan, 2014. unclear","[""WCM-a52a712483bb04bf20f9595a""]"
IMPEVT-be9aed4cf784c44db2e89f77,Canaan,VT,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"compensation –effective 1/01/2022 canaan, vt, budget or pay plan, 2022. unclear","[""WCM-2ee9167665874891e1f9c485""]"
IMPEVT-62addeb24ba0f0855e12a69d,Canaan,VT,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective october 14, 2024, any new hire or part- canaan, vt, budget or pay plan, 2024. unclear","[""WCM-70dcd12572af438b825ca0f0"",""WCM-cf47ea05ee34f5e9d5e10d4b""]"
IMPEVT-408e55eca9d3373b115fbff5,Corinth,VT,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"adopted this sh day of december, 2017 effective january 1, 2018. corinth, vt, wage schedule, 2017. unclear","[""WCM-78d6b1a3c65aa467dd368ae4""]"
IMPEVT-ad43b6f636452a4dc07c1ea5,Corinth,VT,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"twenty four (24) for 2018 and forty (40) hours effective january 1, 2019 and beyond. corinth, vt, wage schedule, 2018. unclear","[""WCM-26d03bb736aea7f695835709"",""WCM-dd10b1680051169d5b2c9b6d""]"
IMPEVT-cda6c507e90cfa7f5f045388,Fairlee,VT,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"the current policies herein are effective july 21, 2014, as fairlee, vt, personnel policy, 2014. unclear","[""WCM-7601afbeba63ec4f8320693e""]"
IMPEVT-b71f7ac6b8ce54c62640d5f7,Fletcher,VT,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"the school’s expense, effective january 2021. fletcher, vt, wage schedule, 2021. unclear","[""WCM-02455fbed69977fe109b14fd""]"
IMPEVT-771c0154055891b57a74719a,Fletcher,VT,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective july 1, 2022. fletcher, vt, wage schedule, 2022. unclear","[""WCM-8c8b4ecf3514114a445e76e6""]"
IMPEVT-ed3d77187c89a58a72979a35,Kirby,VT,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"keith isham made the motion to increase the town clerk and road foreman pay by $1.00/hr effective january 2026. kirby, vt, budget or pay plan, 2026. unclear","[""WCM-57bc3d1cb5b01dac003354db""]"
IMPEVT-e82b463a9b427f0eb7765622,Middletown Springs,VT,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective january 6, 2020 in accordance with 49 cfr, all drivers shall be subjected to a query of middletown springs, vt, wage schedule, 2020. unclear","[""WCM-aaf248cb4ce54157c27eed5d""]"
IMPEVT-3d1c8637a930665cfeb92b0e,Middletown Springs,VT,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective may 10, 2003, the financial work week is saturday through friday. middletown springs, vt, wage schedule, 2025. unclear","[""WCM-a98c95cf96b90d8372a0a17c""]"
IMPEVT-a4f66470f11ba40981720fd5,Plainfield,VT,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective february 6, 2023. plainfield, vt, budget or pay plan, 2023. unclear","[""WCM-13d959da94da35842493687e""]"
IMPEVT-58ff6e3c834feaf8e258b7d8,Plainfield,VT,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"the complete revised personnel policy was approved by the selectboard and is effective april plainfield, vt, budget or pay plan, 2026. unclear","[""WCM-355e340a8f435654023e75e9""]"
IMPEVT-899b2cc126d10e4a8c548707,Westfield,VT,unclear,remains_unclear,low,bounded corpus context does not identify an employee side," the recycling helpers pay rate will increase to $11/hour effective october 1. westfield, vt, budget or pay plan, 2020. unclear","[""WCM-8e7056c9bdd80be21018b911""]"
IMPEVT-93442335c64283f017939ab6,Westfield,VT,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"• other town employees will receive an 8.7% cola increase after the budget is approved by westfield, vt, budget or pay plan, 2022. unclear","[""WCM-00dd83b626d7b7c121f0a0b9""]"
IMPEVT-fde4ea29ed009be4e3df3015,Westfield,VT,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective january 1, westfield, vt, budget or pay plan, 2022. unclear","[""WCM-172a09e9aa4404fbc73c91f1""]"
IMPEVT-331ee687580f0881f30d16ff,Concrete,WA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"• the total adopted annual salary amount for the 2025 budget year is $379,619.03. concrete, washington, budget or pay plan, 2025. unclear","[""WCM-1fe8d6b635fc52c48e7d4a27""]"
IMPEVT-a8b58743fa81af3a68896081,Elmer City,WA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective january 1st of each year. elmer city, washington, wage schedule, period not explicit. unclear","[""WCM-6236f9a23f9863d48f6334df""]"
IMPEVT-a33072963d3135ce024cccec,Entiat,WA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"the rates listed in the resolutions shall become effective december 14, 2023 after passgae. entiat, washington, budget or pay plan, 2023. unclear","[""WCM-695bf1e93d7330493f919121""]"
IMPEVT-3734b287aeb46727b8430d89,Garfield,WA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"suggesting that council give him a raise effective january 1st. garfield, washington, wage schedule, period not explicit. unclear","[""WCM-69e1d7bd4a638b0e85392bef"",""WCM-d4905585daec16456180c91f""]"
IMPEVT-056fc4242e6182d60d563c74,Waitsburg,WA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"this ordinance shall become effective january 1, 2025, upon its passage by waitsburg, washington, budget or pay plan, 2025. unclear","[""WCM-5498c49d89e11b9506e94f98""]"
IMPEVT-1213a4965ccf5941dae88b35,Wilkeson,WA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"the rate of pay becomes effective january 1, 2018 for employees: wilkeson, washington, wage schedule, 2018. unclear","[""WCM-4b3e73ac75aa79d3cbc9e2ac"",""WCM-627ecf1bbcdd0feb1a5df9db"",""WCM-6869ba0fff99d0e61e11db58""]"
IMPEVT-78e899bb274880c8fc18e1f2,Wilkeson,WA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"the current town clerk/treasurer position shall receive an hourly rate of twenty-four dollars and fifty cents ($24.50) per hour plus a wage increase as stated below. wilkeson, washington, wage schedule, period not explicit. unclear","[""WCM-22c0f0377a9728a8add8bb65"",""WCM-3692749f15ddf31dff0a2831""]"
IMPEVT-f11ee131656e674ef81db63c,Wilkeson,WA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"listed in schedule “a.” per the chart at the end of their second year employees shall receive stipend wage wilkeson, washington, wage schedule, period not explicit. unclear","[""WCM-8b6cc9c091737c725a26e427""]"
IMPEVT-1ac77e6b8cf1ec13d39d56b7,Wilkeson,WA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"seniority shall begin six (6) months from the employee’s date of hire retroactive to the first wilkeson, washington, wage schedule, period not explicit. unclear","[""WCM-ff7f069eb2eaddd39a27ea1f""]"
IMPEVT-59c843be9e4017d228b220f5,Woodway,WA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"retention bonuses pursuant to the town’s adopted retention policy are excluded from the woodway, washington, other local government pay policy, 2024. unclear","[""WCM-f444ca1acac97913598a09b3""]"
IMPEVT-8f069bacc784b8ca9bfce2e7,Yacolt,WA,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"from the current expense/general fund (#001) during fiscal year 2021 and prior to the effective date of this yacolt, washington, budget or pay plan, 2021. unclear","[""WCM-0b758c03314ade41ed0f1f75""]"
IMPEVT-812a7274d054666a5e097428,Adams,WI,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"hereby suspended for 2 weeks effective 9/21/05. adams, wisconsin, arbitration award, period not explicit. unclear","[""WCM-9ef412b0b1ffac3fdaf258da"",""WCM-ea50535fd044dc8a43d728e8""]"
IMPEVT-2359b11b727668b01c7dc615,Alban,WI,unclear,side_independent,low,citywide or public-body mechanism lacks employee-side specificity,"and a $75 per meeting per diem for mary schuster effective january 1, 2022. alban, wisconsin, council packet or minutes, 2022. unclear","[""WCM-65786e43dfc3a4d3a51dcc4b"",""WCM-666185e28525f59973e3bdf7"",""WCM-ed13313565e3ce2d3de2cd2c""]"
IMPEVT-207012d24212496072cc6b1c,Antigo,WI,unclear,side_independent,low,citywide or public-body mechanism lacks employee-side specificity,"draft was formerly adopted by the city council on march 14, 1990. the record shows that then-union president michael bartz was aware of the adoption of antigo, wisconsin, arbitration award, period not explicit. unclear","[""WCM-4008e65dad63b002b7aaa76c""]"
IMPEVT-d2e3faf4d3762642c65f9adb,Arena,WI,unclear,side_independent,low,citywide or public-body mechanism lacks employee-side specificity,"effective january 1, 2022. arena, wisconsin, personnel policy, 2022. unclear","[""WCM-9df22c9c13673cf4deda9d2b""]"
IMPEVT-8760ff031c5ed320f9f9ee69,Auburndale,WI,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"motion marten/weiler to approve a 5% wage increase for village employees effective july 1, 2023. auburndale, wisconsin, council packet or minutes, 2023. unclear","[""WCM-62f251ce34e5957ec942aebc""]"
IMPEVT-b86f3d1dfbbc3c22e405fd50,Black Earth,WI,unclear,side_independent,low,citywide or public-body mechanism lacks employee-side specificity,"effective january 1, 2025, for chief election inspectors to $15.00 per hour and election inspectors black earth, wisconsin, council packet or minutes, 2025. unclear","[""WCM-3f74f01b0649826680dc8736"",""WCM-961744a000b68d263fcaef32"",""WCM-b618624c983b789bdef4cb79""]"
IMPEVT-029e8ab916355cef732bc302,Bloomer,WI,unclear,side_independent,low,citywide or public-body mechanism lacks employee-side specificity,"were paid basic wage rates from $9.54 to $9.58 per hour, a far bloomer, wisconsin, arbitration award, period not explicit. unclear","[""WCM-0ce1b13b340c0e8ed87c39dc"",""WCM-45c5838b7afe3d6bb341d33c"",""WCM-978187290c3eaad223ce6e78"",""WCM-e00a0ad75777974825808f22"",""WCM-eff49e92334fec71945d3a56""]"
IMPEVT-79929dd121fe1bc642a910f7,Bonduel,WI,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"at a pay rate of $16.07@ hour effective january 1, 2010. bonduel, wisconsin, arbitration award, period not explicit. unclear","[""WCM-1ae2b4e7275c28d709453ba1"",""WCM-66066b662ae05afeca0c9416""]"
IMPEVT-d8220d7e154d1980d1bf3dbf,Butler,WI,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"rates for the water, storm water and sewer service utilities are based on rates effective june 1, 2023 for water, january 1, 2016 sewer service and january 1, 2022 for storm water. butler, wisconsin, wage schedule, 2023. unclear","[""WCM-531abf0458c2fcd67f5abd7f""]"
IMPEVT-01ffc9b8aa821d3433ac5974,Cable,WI,unclear,side_independent,low,citywide or public-body mechanism lacks employee-side specificity,"upon completion of a 90-day probation period, effective january 1, 2020, with mr. cable, wisconsin, council packet or minutes, 2020. unclear","[""WCM-f74c005c62ca95cf1562f736""]"
IMPEVT-294d6c2fe03736eff777788f,Cedarburg,WI,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"discussion and possible motion on resolution 2021-1, “approving wages effective january 1, 2021”* cedarburg, wisconsin, other local government pay policy, 2021. unclear","[""WCM-0be388d0243aad1011f2f4a9"",""WCM-702b4309fa9bc7ed6d51f198"",""WCM-a276fdfb64ecc9f1daced4a7""]"
IMPEVT-4e3b219818bd2592b9ab7070,Chilton,WI,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"chilton, wisconsin, arbitration award, period not explicit. unclear","[""WCM-b302a20d1c860d4d45bf9bb0""]"
IMPEVT-aa92e99f92c356295d5ee096,Corning,WI,unclear,side_independent,low,citywide or public-body mechanism lacks employee-side specificity,"they went on effective 3/10/2025 corning, wisconsin, council packet or minutes, 2025. unclear","[""WCM-9254d4115de4f92f1f1bfc5e""]"
IMPEVT-625fe95c999dc77b4f8dfdc4,Cuba City,WI,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"cuba city, wisconsin, arbitration award, period not explicit. unclear","[""WCM-60185f2dd82c6f1290ec8b94"",""WCM-b035e0380e49c312aa6001a4"",""WCM-f10e3b7bb67b272f7af13c62""]"
IMPEVT-f24c307a709dec8b7bac071a,Cumberland,WI,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"was entitled to full-time employment with the city effective june 15, pursuant cumberland, wisconsin, arbitration award, period not explicit. unclear","[""WCM-efb548cd6b5de1f4154dbbb4""]"
IMPEVT-bcf129a5f95b1914eed37cf4,Delafield,WI,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"delafield, wisconsin, arbitration award, period not explicit. unclear","[""WCM-b04619b9eadd0c09ffb98eb5"",""WCM-cd752fca5925aba4550500a8""]"
IMPEVT-e60c937be984257292f96f54,Dodgeville,WI,unclear,side_independent,low,citywide or public-body mechanism lacks employee-side specificity,"""effective january 1, 1993: increase all wages by 7.5x except that the dodgeville, wisconsin, arbitration award, period not explicit. unclear","[""WCM-631eeb44ac0c37fd423a7225"",""WCM-936fe29ec3355207c705794b"",""WCM-d7bb8ca21ba0011a3dccbf07""]"
IMPEVT-d1105cbe4f9cb201ba146874,Dresser,WI,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"would be effective on may 1, 2026. dresser, wisconsin, council packet or minutes, 2026. unclear","[""WCM-f4b15748b8d1f877f1b293c4""]"
IMPEVT-1a64d4ce0af29d61774b1db9,Eagle Point,WI,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"for jesse effective january 1, 2026, seconded by eagle point, wisconsin, council packet or minutes, 2026. unclear","[""WCM-42b30574dbbef799fe9ab72b"",""WCM-7721e1ee07581a2b9dd4500b""]"
IMPEVT-8351a077b3be80f335a99cc6,Eaton,WI,unclear,side_independent,low,citywide or public-body mechanism lacks employee-side specificity,"the contract is effective january 1, 2025, to december 31, 2027 . eaton, wisconsin, budget or pay plan, 2025. unclear","[""WCM-52c2fa40beba5fff78fbfe5d""]"
IMPEVT-5688c9906fedd3cda6acb795,Fifield,WI,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"during the term of the 1995-97 collective bargaining agreement, the hourly rate for his replacement, if any, will be as follows: effective 1/1/96, $11.68; fifield, wisconsin, factfinding report, period not explicit. unclear","[""WCM-8ce473e893c1478b89d92818""]"
IMPEVT-42e112d67684f8960de2e129,Fifield,WI,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective 1/1/97 $12.02. fifield, wisconsin, factfinding report, period not explicit. unclear","[""WCM-5fe3802b381cd0e6d22baa04"",""WCM-9bfec06dd6fa9700cf1e6f95"",""WCM-ff1026d5fbd3734a60e274f4""]"
IMPEVT-8c9f3919cbc3d54e39890677,Franklin,WI,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"31 increase to five hundred seventy-five dollars ($575) effective january 1, 2021. franklin, wisconsin, collective bargaining agreement, 2021. unclear","[""WCM-c60675740a0698f947f2e80f""]"
IMPEVT-af56cfbc29e57684ec767e8e,Franklin,WI,unclear,side_independent,low,citywide or public-body mechanism lacks employee-side specificity,"age.” the city agreed to change 25 years of service down to 20 effective january 1, franklin, wisconsin, arbitration award, period not explicit. unclear","[""WCM-430b5bb64f312e38231108a8"",""WCM-823dff7c84fd9e17b823e67d"",""WCM-ddb4c32cb57656518c378464""]"
