municipality,reviewed_rows,source_review_ready,ready_high,ready_medium,ready_low,deferred_or_excluded,global_analysis_readiness
Oyster Bay,2,1,1,0,0,1,false
Ozark,3,2,1,1,0,1,false
Pacific,5,5,3,2,0,0,false
Paden City,2,1,0,1,0,1,false
Paducah,4,4,3,1,0,0,false
Page,3,3,1,2,0,0,false
Pahokee,2,2,0,2,0,0,false
Painesville,1,1,0,0,1,0,false
Paintsville,2,0,0,0,0,2,false
Palatine,1,0,0,0,0,1,false
Palestine,5,4,1,3,0,1,false
Palisade,1,1,0,1,0,0,false
Palm Beach,2,1,0,1,0,1,false
Palm Springs,1,0,0,0,0,1,false
Palmer Lake,1,0,0,0,0,1,false
Palmerton,2,2,2,0,0,0,false
Palmview,1,1,0,1,0,0,false
Palmyra,3,2,1,1,0,1,false
Palos,1,1,0,1,0,0,false
Palos Hills,2,2,1,1,0,0,false
Palos Verdes Estates,2,0,0,0,0,2,false
Pampa,1,1,0,1,0,0,false
Panguitch,2,2,1,1,0,0,false
Paola,2,0,0,0,0,2,false
Paradise,1,0,0,0,0,1,false
Paradise Valley,3,2,1,1,0,1,false
Paris,15,9,6,3,0,6,false
Park City,3,2,2,0,0,1,false
Park Rapids,1,1,0,1,0,0,false
Park Ridge,2,2,0,2,0,0,false
Park River,2,2,0,2,0,0,false
Parker,8,4,2,2,0,4,false
Parkston,4,4,3,1,0,0,false
Parma,1,0,0,0,0,1,false
Parowan,2,2,2,0,0,0,false
Parsons,3,3,1,2,0,0,false
Pass Christian,2,2,1,1,0,0,false
Patagonia,2,2,2,0,0,0,false
Patterson,2,2,2,0,0,0,false
Pauls Valley,2,2,1,1,0,0,false
Paulsboro,5,4,4,0,0,1,false
Payette,1,1,1,0,0,0,false
Payson,7,1,0,1,0,6,false
Pea Ridge,2,1,0,1,0,1,false
Peachtree City,2,0,0,0,0,2,false
Pearl River,2,2,1,1,0,0,false
Peculiar,1,1,0,1,0,0,false
Pelham,13,3,3,0,0,10,false
Pell City,3,3,2,1,0,0,false
Pembina,2,2,0,2,0,0,false
Pembroke,6,0,0,0,0,6,false
Pembroke Park,2,0,0,0,0,2,false
Pender,2,1,0,1,0,1,false
Pendleton,1,0,0,0,0,1,false
Pequannock,2,0,0,0,0,2,false
Perry,14,13,8,5,0,1,false
Perrysburg,1,1,1,0,0,0,false
Perryville,5,4,2,2,0,1,false
Peru,5,5,5,0,0,0,false
Peshtigo,2,2,0,2,0,0,false
Petal,2,1,0,0,1,1,false
Peters,1,0,0,0,0,1,false
Petersburg,2,2,2,0,0,0,false
Petoskey,2,2,0,2,0,0,false
Pevely,3,0,0,0,0,3,false
Pewaukee,2,0,0,0,0,2,false
Philip,2,2,2,0,0,0,false
Philipsburg,5,5,3,2,0,0,false
Philomath,3,1,1,0,0,2,false
Phoenix,5,5,5,0,0,0,false
Pickens,4,3,1,2,0,1,false
Piedmont,2,2,2,0,0,0,false
Pierce,4,4,3,1,0,0,false
Pigeon Forge,3,3,2,1,0,0,false
Pike,3,3,0,3,0,0,false
Piketon,2,2,2,0,0,0,false
Pikeville,1,1,1,0,0,0,false
Pilot Rock,5,0,0,0,0,5,false
Pilot Station,1,1,1,0,0,0,false
Pima,2,2,2,0,0,0,false
Pine,2,0,0,0,0,2,false
Pine City,2,2,1,1,0,0,false
Pine Haven,2,2,0,2,0,0,false
Pine Hill,1,0,0,0,0,1,false
Pine Island,1,1,0,1,0,0,false
Pinedale,2,0,0,0,0,2,false
Pinehurst,3,2,0,2,0,1,false
Pinetop-Lakeside,3,1,1,0,0,2,false
Pineville,2,2,0,1,1,0,false
Pinole,5,4,3,1,0,1,false
Pipestone,2,1,0,1,0,1,false
Pitman,2,0,0,0,0,2,false
Pittsburg,2,1,1,0,0,1,false
Pittsfield,4,1,1,0,0,3,false
Pittsfield charter,3,0,0,0,0,3,false
Pittsford,3,3,3,0,0,0,false
Pittston,3,2,0,2,0,1,false
Pittsville,1,1,1,0,0,0,false
Placerville,3,3,2,1,0,0,false
Plain City,2,2,2,0,0,0,false
Plainfield,4,4,0,3,1,0,false
Plainview,7,7,1,5,1,0,false
Plainville,3,2,0,2,0,1,false
Plaistow,1,0,0,0,0,1,false
Plankinton,2,2,0,2,0,0,false
Plano,2,2,2,0,0,0,false
Plaquemine,2,2,1,1,0,0,false
Platte City,2,2,1,1,0,0,false
Plattsmouth,3,3,2,1,0,0,false
Pleasant Grove,2,2,2,0,0,0,false
Pleasant Hill,3,1,1,0,0,2,false
Pleasant Hills,2,0,0,0,0,2,false
Pleasant View,2,2,2,0,0,0,false
Pleasantville,2,1,0,1,0,1,false
Plumstead,3,3,0,3,0,0,false
Plymouth,17,13,10,3,0,4,false
Plymouth charter,3,3,0,1,2,0,false
Pocola,2,2,0,2,0,0,false
Pocomoke City,2,1,1,0,0,1,false
Point Hope,1,1,1,0,0,0,false
Point Pleasant,2,0,0,0,0,2,false
Poland,4,3,1,2,0,1,false
Polk,3,2,0,2,0,1,false
Polk City,2,2,2,0,0,0,false
Pompano Beach,1,1,0,1,0,0,false
Pompton Lakes,3,1,1,0,0,2,false
Ponca City,2,2,2,0,0,0,false
Ponchatoula,3,3,3,0,0,0,false
Ponderay,2,2,0,2,0,0,false
Pontiac,3,2,0,2,0,1,false
Pooler,2,2,1,1,0,0,false
Poolesville,3,3,3,0,0,0,false
Poplar Bluff,6,3,2,1,0,3,false
Poplarville,1,0,0,0,0,1,false
Poquoson,3,2,2,0,0,1,false
Port Allen,2,0,0,0,0,2,false
Port Barre,5,5,4,1,0,0,false
Port Deposit,3,2,1,1,0,1,false
Port Jefferson,3,2,1,1,0,1,false
Port Jervis,4,4,3,1,0,0,false
Port Neches,2,2,0,2,0,0,false
Port Orford,2,2,2,0,0,0,false
Port Royal,2,0,0,0,0,2,false
Port St. Joe,2,2,2,0,0,0,false
Port St. Lucie,1,0,0,0,0,1,false
Port Wentworth,2,2,0,2,0,0,false
Portage,3,1,0,1,0,2,false
Portland,8,7,5,1,1,1,false
Portsmouth,4,0,0,0,0,4,false
Post Falls,2,2,0,0,2,0,false
Poteau,1,0,0,0,0,1,false
Potsdam,3,2,1,0,1,1,false
Poultney,4,4,4,0,0,0,false
Poway,2,0,0,0,0,2,false
Powder Springs,7,4,2,1,1,3,false
Powell,1,0,0,0,0,1,false
Pownal,2,1,0,1,0,1,false
Prairie,2,2,1,1,0,0,false
Prairie Grove,2,2,1,1,0,0,false
Prairie du Chien,3,3,3,0,0,0,false
Pratt,1,1,1,0,0,0,false
Prescott,2,2,2,0,0,0,false
Prescott Valley,3,0,0,0,0,3,false
Preston,3,3,1,2,0,0,false
Prestonsburg,1,0,0,0,0,1,false
Price,2,2,2,0,0,0,false
Prichard,1,1,0,1,0,0,false
Princess Anne,2,0,0,0,0,2,false
Princeton,10,7,3,4,0,3,false
Prospect,5,2,0,2,0,3,false
Prospect Heights,6,2,2,0,0,4,false
Prospect Park,2,0,0,0,0,2,false
Prosser,3,1,0,1,0,2,false
Providence,1,1,1,0,0,0,false
Proviso,1,1,0,1,0,0,false
Pryor Creek,3,0,0,0,0,3,false
Pulaski,4,3,1,2,0,1,false
Punxsutawney,3,1,0,1,0,2,false
Purcell,2,2,2,0,0,0,false
Purcellville,2,2,2,0,0,0,false
Putnam,1,0,0,0,0,1,false
Quakertown,1,1,1,0,0,0,false
Quartzsite,2,1,0,0,1,1,false
Queenstown,2,2,2,0,0,0,false
Quincy,2,1,0,1,0,1,false
Quinhagak,1,1,1,0,0,0,false
Quitman,1,1,1,0,0,0,false
Racine,1,1,0,1,0,0,false
Radcliff,2,2,2,0,0,0,false
Radford,2,1,1,0,0,1,false
Rainbow City,1,0,0,0,0,1,false
Rainier,2,2,1,1,0,0,false
Rainsville,4,4,3,1,0,0,false
Ralston,2,0,0,0,0,2,false
Ramapo,2,2,2,0,0,0,false
Ramsey,1,1,0,0,1,0,false
Ranchester,3,2,0,2,0,1,false
Rancho Mirage,3,1,0,1,0,2,false
Randolph,2,2,0,2,0,0,false
Rantoul,4,0,0,0,0,4,false
Raritan,2,1,1,0,0,1,false
Rathdrum,1,1,1,0,0,0,false
Raton,2,2,0,2,0,0,false
Ravenswood,1,0,0,0,0,1,false
Raymond,8,2,1,1,0,6,false
Raynham,2,2,1,1,0,0,false
Reading,7,0,0,0,0,7,false
Readington,1,0,0,0,0,1,false
Red Bank,6,0,0,0,0,6,false
Red Lion,2,2,2,0,0,0,false
Red Lodge,2,0,0,0,0,2,false
Red Oak,3,2,0,2,0,1,false
Red River,1,0,0,0,0,1,false
Redding,4,4,4,0,0,0,false
Redfield,2,2,0,2,0,0,false
Redford charter,3,0,0,0,0,3,false
Redwood City,2,0,0,0,0,2,false
Redwood Falls,2,2,1,1,0,0,false
Reedsport,2,0,0,0,0,2,false
Rehoboth,1,1,0,1,0,0,false
Rehoboth Beach,3,2,2,0,0,1,false
Reile's Acres,4,4,2,2,0,0,false
Rensselaer,5,4,4,0,0,1,false
Reserve,1,0,0,0,0,1,false
Rice Lake,1,1,0,1,0,0,false
Rich,3,3,0,2,1,0,false
Richardton,4,4,3,1,0,0,false
Richfield,5,0,0,0,0,5,false
Richland,5,3,2,1,0,2,false
Richland Center,3,2,2,0,0,1,false
Richlands,2,0,0,0,0,2,false
Richmond,6,5,5,0,0,1,false
Richmond Heights,1,0,0,0,0,1,false
Richwood,5,5,1,4,0,0,false
Ridgefield,5,5,4,1,0,0,false
Ridgefield Park,1,0,0,0,0,1,false
Ridgeland,2,2,2,0,0,0,false
Ridgely,3,0,0,0,0,3,false
Ridley,1,1,0,1,0,0,false
Ridley Park,2,2,2,0,0,0,false
Rifle,3,1,1,0,0,2,false
Rigby,2,1,1,0,0,1,false
Rincon,2,1,0,1,0,1,false
Rindge,4,2,2,0,0,2,false
Ringwood,2,0,0,0,0,2,false
Rio Communities,3,0,0,0,0,3,false
Rio Grande City,2,2,0,2,0,0,false
Rio Vista,2,1,0,1,0,1,false
Ripley,5,0,0,0,0,5,false
Ripon,7,1,0,0,1,6,false
Ritzville,1,1,0,1,0,0,false
River Edge,2,2,1,1,0,0,false
River Heights,1,1,1,0,0,0,false
Riverdale,5,2,2,0,0,3,false
Riverside,3,1,0,1,0,2,false
Riverview,1,1,0,1,0,0,false
Roanoke,1,1,0,1,0,0,false
Roanoke Rapids,4,3,3,0,0,1,false
Robbinsdale,4,4,2,2,0,0,false
Roberts,1,1,1,0,0,0,false
Robertsdale,2,2,2,0,0,0,false
Robins,1,1,1,0,0,0,false
Robinson,2,1,1,0,0,1,false
Rochelle,3,3,0,3,0,0,false
Rochester,5,1,1,0,0,4,false
Rochester Hills,1,0,0,0,0,1,false
Rock Hall,3,1,0,1,0,2,false
Rock Island,2,2,0,2,0,0,false
Rock Rapids,2,1,1,0,0,1,false
Rock River,2,2,2,0,0,0,false
Rock Valley,1,1,0,1,0,0,false
Rockaway,5,2,1,1,0,3,false
Rockaway Beach,2,1,0,1,0,1,false
Rockford,6,2,1,1,0,4,false
Rockingham,2,1,0,1,0,1,false
Rockland,5,0,0,0,0,5,false
Rocklin,2,2,0,2,0,0,false
Rockport,2,2,2,0,0,0,false
Rockton,3,3,2,1,0,0,false
Rockwood,1,1,0,1,0,0,false
Rocky Hill,4,0,0,0,0,4,false
Roeland Park,3,0,0,0,0,3,false
Rogers,1,1,1,0,0,0,false
Rogersville,1,1,1,0,0,0,false
Rogue River,2,2,1,1,0,0,false
Rohnert Park,3,3,0,3,0,0,false
Roland,2,0,0,0,0,2,false
Rolesville,3,3,3,0,0,0,false
Rolla,2,2,0,2,0,0,false
Rolling Fork,2,2,0,2,0,0,false
Roosevelt,1,1,1,0,0,0,false
Roscoe,4,2,0,2,0,2,false
Rose Hill,2,2,2,0,0,0,false
Roseland,1,0,0,0,0,1,false
Roselle,4,1,1,0,0,3,false
Rosenberg,2,1,0,1,0,1,false
Roseville,1,1,1,0,0,0,false
Rothschild,2,2,2,0,0,0,false
Round Lake,1,1,1,0,0,0,false
Roxboro,3,0,0,0,0,3,false
Royal City,1,1,1,0,0,0,false
Royal Oak,3,0,0,0,0,3,false
Royalton,2,2,2,0,0,0,false
Royse City,2,1,1,0,0,1,false
Ruidoso Downs,1,1,0,1,0,0,false
Rumford,4,4,4,0,0,0,false
Rumson,2,0,0,0,0,2,false
Runnemede,2,2,1,1,0,0,false
Rupert,2,1,0,1,0,1,false
Russell,1,0,0,0,0,1,false
Russellville,2,2,1,1,0,0,false
Rutland,2,2,0,2,0,0,false
Rye,2,1,1,0,0,1,false
Rye Brook,2,2,0,2,0,0,false
Sabattus,4,3,3,0,0,1,false
Sabina,2,0,0,0,0,2,false
Sachse,3,0,0,0,0,3,false
Saddle Brook,3,2,0,2,0,1,false
Safford,1,0,0,0,0,1,false
Saginaw,3,3,0,3,0,0,false
Sahuarita,3,0,0,0,0,3,false
Salamanca,3,3,2,1,0,0,false
Salem,7,2,2,0,0,5,false
Salida,1,0,0,0,0,1,false
Saline,2,1,0,1,0,1,false
Salisbury,6,4,3,1,0,2,false
Sallisaw,1,0,0,0,0,1,false
Salmon,1,0,0,0,0,1,false
Saltillo,3,0,0,0,0,3,false
San Anselmo,3,0,0,0,0,3,false
San Benito,3,0,0,0,0,3,false
San Leandro,1,1,0,1,0,0,false
San Luis,2,0,0,0,0,2,false
San Marcos,1,0,0,0,0,1,false
San Marino,3,3,2,1,0,0,false
San Mateo,3,0,0,0,0,3,false
San Ramon,2,2,2,0,0,0,false
San Ysidro,1,1,1,0,0,0,false
Sand Point,3,3,0,3,0,0,false
Sand Springs,2,0,0,0,0,2,false
Sandown,3,0,0,0,0,3,false
Sandpoint,5,2,1,1,0,3,false
Sandwich,7,0,0,0,0,7,false
Sanford,1,1,0,1,0,0,false
Sanger,2,0,0,0,0,2,false
Sanibel,3,1,0,1,0,2,false
Santa Ana,2,2,0,1,1,0,false
Santa Clara,2,1,1,0,0,1,false
Santa Cruz,1,0,0,0,0,1,false
Santa Maria,2,2,0,2,0,0,false
Santa Monica,2,1,0,1,0,1,false
Santa Rosa,1,1,1,0,0,0,false
Santee,2,1,0,1,0,1,false
Saraland,3,1,0,1,0,2,false
Saranac Lake,2,2,1,1,0,0,false
Saratoga,2,0,0,0,0,2,false
Satsuma,3,3,3,0,0,0,false
Sauk Centre,3,3,1,2,0,0,false
Sauk City,3,3,1,2,0,0,false
Sauk Rapids,6,3,1,2,0,3,false
Sausalito,4,2,0,2,0,2,false
Savannah,3,2,0,2,0,1,false
Sayre,4,2,2,0,0,2,false
Scarborough,3,3,0,3,0,0,false
Schaumburg,5,2,1,1,0,3,false
Schererville,2,2,2,0,0,0,false
Schuyler,3,0,0,0,0,3,false
Scio,2,1,0,1,0,1,false
Scioto,4,4,2,2,0,0,false
Scituate,6,3,2,1,0,3,false
Scobey,2,0,0,0,0,2,false
Scotia,3,2,1,1,0,1,false
Scotland,3,0,0,0,0,3,false
Scott,3,2,0,2,0,1,false
Scott City,5,0,0,0,0,5,false
Scotts Valley,3,0,0,0,0,3,false
Scottsboro,1,1,0,1,0,0,false
Scottsburg,2,1,1,0,0,1,false
Scottsville,3,0,0,0,0,3,false
Seabrook,7,2,0,2,0,5,false
Seal Beach,3,1,1,0,0,2,false
Searcy,5,5,0,4,1,0,false
Seat Pleasant,2,2,2,0,0,0,false
Sebastian,1,0,0,0,0,1,false
Sebastopol,5,5,4,1,0,0,false
Selah,4,0,0,0,0,4,false
Selinsgrove,2,2,1,1,0,0,false
Sellersburg,1,1,1,0,0,0,false
Selma,4,4,2,2,0,0,false
Selmer,3,3,3,0,0,0,false
Seminole,1,0,0,0,0,1,false
Seneca,4,4,0,4,0,0,false
Sequim,7,0,0,0,0,7,false
Sergeant Bluff,1,1,0,1,0,0,false
Sevierville,3,1,0,0,1,2,false
Seville,1,1,0,1,0,0,false
Seward,5,1,1,0,0,4,false
Seymour,11,10,6,4,0,1,false
Shady Cove,1,1,0,1,0,0,false
Shaftsbury,1,1,1,0,0,0,false
Shakopee,1,1,0,1,0,0,false
Shamokin,3,1,0,1,0,2,false
Shannon Hills,2,2,2,0,0,0,false
Sharon,4,1,0,1,0,3,false
Sharon Hill,3,1,0,1,0,2,false
Sharpsburg,1,1,0,1,0,0,false
Sharptown,2,1,0,1,0,1,false
Shasta Lake,3,1,1,0,0,2,false
Shaw,1,0,0,0,0,1,false
Shawnee,1,0,0,0,0,1,false
Shawswick,2,2,0,2,0,0,false
Sheboygan,2,2,2,0,0,0,false
Sheffield,2,2,0,2,0,0,false
Shelburne,3,2,2,0,0,1,false
Shelby,7,5,4,1,0,2,false
Shelby charter,3,0,0,0,0,3,false
Shelbyville,7,4,1,3,0,3,false
Sheldon,1,1,1,0,0,0,false
Shelley,1,1,1,0,0,0,false
Shelton,2,2,1,1,0,0,false
Shenandoah,6,4,1,3,0,2,false
Shepherdstown,2,2,1,1,0,0,false
Shepherdsville,2,2,0,2,0,0,false
Sheridan,4,3,0,3,0,1,false
Shiloh,1,0,0,0,0,1,false
Shinnston,4,4,3,1,0,0,false
Shippensburg,3,2,2,0,0,1,false
Shively,6,5,5,0,0,1,false
Shorewood,5,4,2,2,0,1,false
Shoshone,2,2,2,0,0,0,false
Shoshoni,2,2,2,0,0,0,false
Show Low,1,1,0,1,0,0,false
Shrewsbury,5,0,0,0,0,5,false
Sidney,2,2,2,0,0,0,false
Sierra Madre,4,4,4,0,0,0,false
Sierra Vista,7,1,0,1,0,6,false
Signal Hill,2,1,1,0,0,1,false
Signal Mountain,2,2,0,2,0,0,false
Siloam Springs,5,1,1,0,0,4,false
Simi Valley,2,0,0,0,0,2,false
Simpsonville,2,2,2,0,0,0,false
Simsbury,7,1,0,1,0,6,false
Sinclair,2,2,1,1,0,0,false
Sioux Center,2,2,2,0,0,0,false
Sisseton,1,1,0,1,0,0,false
Sisters,3,0,0,0,0,3,false
Skiatook,1,1,1,0,0,0,false
Skokie,1,1,0,1,0,0,false
Skowhegan,4,1,1,0,0,3,false
Sleepy Hollow,2,0,0,0,0,2,false
Slinger,1,0,0,0,0,1,false
Smithfield,12,4,3,1,0,8,false
Smithsburg,2,0,0,0,0,2,false
Smithtown,3,1,0,1,0,2,false
Smithville,4,4,3,1,0,0,false
Smyrna,2,0,0,0,0,2,false
Snellville,4,3,1,2,0,1,false
Snohomish,3,1,1,0,0,2,false
Snow Hill,2,0,0,0,0,2,false
Snowmass Village,4,2,0,2,0,2,false
Soap Lake,3,3,0,3,0,0,false
Soddy-Daisy,5,5,0,5,0,0,false
Solana Beach,3,3,3,0,0,0,false
Soldier,1,1,0,1,0,0,false
Solvay,3,2,2,0,0,1,false
Somers,5,3,2,1,0,2,false
Somers Point,2,2,2,0,0,0,false
Somerset,13,10,5,5,0,3,false
Somerton,5,4,1,2,1,1,false
Sonoma,2,2,0,2,0,0,false
Sonora,4,4,0,4,0,0,false
Souderton,2,1,1,0,0,1,false
South Amboy,2,1,1,0,0,1,false
South Berwick,2,2,0,2,0,0,false
South Bethany,3,3,3,0,0,0,false
South Bloomfield,3,0,0,0,0,3,false
South Boston,2,0,0,0,0,2,false
South Burlington,1,1,0,1,0,0,false
South Congaree,2,2,2,0,0,0,false
South Daytona,5,0,0,0,0,5,false
South El Monte,4,1,0,1,0,3,false
South Gate,2,1,0,1,0,1,false
South Hadley,5,1,1,0,0,4,false
South Hill,2,1,0,1,0,1,false
South Houston,1,1,0,0,1,0,false
South Hutchinson,2,1,1,0,0,1,false
South Kingstown,4,0,0,0,0,4,false
South Lyon,2,1,0,1,0,1,false
South Miami,3,0,0,0,0,3,false
South Ogden,4,4,0,4,0,0,false
South Orange Village,2,0,0,0,0,2,false
South Park,3,3,0,3,0,0,false
South Rock Island,1,1,0,1,0,0,false
South Salt Lake,2,1,0,1,0,1,false
South Tucson,3,1,0,1,0,2,false
South Weber,2,2,0,2,0,0,false
South Whitehall,1,0,0,0,0,1,false
South Windsor,6,3,1,2,0,3,false
Southbury,3,3,0,3,0,0,false
Southern Pines,5,4,0,4,0,1,false
Southfield,1,1,1,0,0,0,false
Southgate,3,3,3,0,0,0,false
Southington,4,1,1,0,0,3,false
Southlake,3,3,3,0,0,0,false
Southside,3,3,3,0,0,0,false
Spanish Fort,1,1,0,1,0,0,false
Sparta,4,2,2,0,0,2,false
Spartanburg,6,3,0,3,0,3,false
Speedway,3,2,1,1,0,1,false
Spencer,9,3,2,0,1,6,false
Spencerville,2,2,0,2,0,0,false
Spirit Lake,2,2,0,2,0,0,false
Spring Garden,3,2,0,2,0,1,false
Spring Hill,2,1,1,0,0,1,false
Spring Lake,2,1,1,0,0,1,false
Spring Lake Park,3,3,1,2,0,0,false
Springdale,2,2,0,2,0,0,false
Springer,1,1,1,0,0,0,false
Springerville,3,3,2,1,0,0,false
Springfield,12,8,3,5,0,4,false
Springfield charter,3,3,0,3,0,0,false
Springhill,2,2,2,0,0,0,false
St. Albans,4,2,0,2,0,2,false
St. Ann,1,0,0,0,0,1,false
St. Anthony,4,1,0,1,0,3,false
St. Augustine Beach,2,0,0,0,0,2,false
St. Charles,3,2,1,1,0,1,false
St. Clair,3,3,2,1,0,0,false
St. Cloud,2,0,0,0,0,2,false
St. Francis,7,3,1,1,1,4,false
St. Gabriel,2,0,0,0,0,2,false
St. Ignatius,2,2,1,1,0,0,false
St. James,3,3,1,2,0,0,false
St. John,4,2,0,2,0,2,false
St. Johns,1,1,1,0,0,0,false
St. Johnsbury,3,3,0,3,0,0,false
St. Joseph,1,1,1,0,0,0,false
St. Louis,3,3,0,3,0,0,false
St. Maries,1,0,0,0,0,1,false
St. Martinville,2,1,1,0,0,1,false
St. Marys,2,2,0,0,2,0,false
St. Matthews,6,5,1,3,1,1,false
St. Michaels,1,1,1,0,0,0,false
St. Paul Park,1,1,0,1,0,0,false
St. Pete Beach,2,0,0,0,0,2,false
St. Peter,4,4,3,1,0,0,false
St. Robert,1,0,0,0,0,1,false
Stafford,5,3,0,3,0,2,false
Stallings,3,3,1,2,0,0,false
Stanfield,2,1,0,1,0,1,false
Stanford,4,2,2,0,0,2,false
Stanley,5,1,0,1,0,4,false
Stanwood,6,0,0,0,0,6,false
Staples,1,1,0,1,0,0,false
Star City,2,1,1,0,0,1,false
Star Valley,3,3,1,2,0,0,false
Star Valley Ranch,1,1,0,1,0,0,false
Starke,1,0,0,0,0,1,false
Statesville,2,2,0,2,0,0,false
Ste. Genevieve,1,0,0,0,0,1,false
Steamboat Springs,3,1,0,1,0,2,false
Steelton,1,1,0,1,0,0,false
Steger,4,4,3,1,0,0,false
Steilacoom,3,3,2,1,0,0,false
Stephenville,2,2,0,2,0,0,false
Sterling,7,5,3,1,1,2,false
Sterling Heights,1,1,0,1,0,0,false
Sterlington,3,3,2,1,0,0,false
Stevenson,4,4,1,3,0,0,false
Stevensville,3,0,0,0,0,3,false
Stewartville,2,0,0,0,0,2,false
Stilwell,2,2,1,1,0,0,false
Stockton,3,3,1,2,0,0,false
Stonecrest,4,2,2,0,0,2,false
Stoneham,2,0,0,0,0,2,false
Stonewall,3,3,3,0,0,0,false
Stonewood,1,1,0,1,0,0,false
Stonington,3,0,0,0,0,3,false
Story City,4,4,4,0,0,0,false
Stoughton,6,0,0,0,0,6,false
Stowe,2,0,0,0,0,2,false
Strafford,1,1,1,0,0,0,false
Strasburg,2,0,0,0,0,2,false
Stratford,4,3,2,1,0,1,false
Streamwood,3,1,0,1,0,2,false
Streator,2,2,2,0,0,0,false
Stromsburg,2,1,0,1,0,1,false
Stroudsburg,2,2,0,2,0,0,false
Sturgis,2,2,2,0,0,0,false
Sturtevant,5,0,0,0,0,5,false
Sublimity,4,0,0,0,0,4,false
Sudbury,3,3,3,0,0,0,false
Sudlersville,1,1,0,1,0,0,false
Suffern,5,4,4,0,0,1,false
Suffield,4,4,0,4,0,0,false
Sugar Hill,2,2,0,2,0,0,false
Sullivan,2,2,0,2,0,0,false
Sulphur,3,3,1,2,0,0,false
Sulphur Springs,4,4,0,3,1,0,false
Sultan,2,0,0,0,0,2,false
Summerfield,2,2,2,0,0,0,false
Summerset,2,0,0,0,0,2,false
Summersville,1,0,0,0,0,1,false
Sumter,3,2,0,2,0,1,false
Sun Valley,1,1,1,0,0,0,false
Sunapee,2,0,0,0,0,2,false
Sundance,2,1,1,0,0,1,false
Sunset,4,1,1,0,0,3,false
Sunset Hills,3,3,1,2,0,0,false
Superior,8,4,0,2,2,4,false
Superior charter,3,0,0,0,0,3,false
Surf City,1,0,0,0,0,1,false
Surfside,3,2,2,0,0,1,false
Surfside Beach,1,1,0,1,0,0,false
Surrey,1,1,1,0,0,0,false
Sutherland,4,3,1,2,0,1,false
Sutton,1,1,0,1,0,0,false
Suwanee,6,5,0,2,3,1,false
Swansea,4,1,1,0,0,3,false
Swanton,4,4,4,0,0,0,false
Swarthmore,2,0,0,0,0,2,false
Swartz Creek,4,2,2,0,0,2,false
Sweetwater,4,4,3,1,0,0,false
Swissvale,1,1,0,1,0,0,false
Sylacauga,2,1,0,1,0,1,false
Symmes,1,1,0,1,0,0,false
Syracuse,1,1,0,1,0,0,false
Tahlequah,5,2,1,1,0,3,false
Talent,2,0,0,0,0,2,false
Talladega,4,4,0,3,1,0,false
Tama,1,1,1,0,0,0,false
Tamaqua,4,3,3,0,0,1,false
Tampa,2,2,2,0,0,0,false
Tamworth,3,2,2,0,0,1,false
Tanana,1,1,1,0,0,0,false
Taos Ski Valley,2,2,0,2,0,0,false
Tappahannock,3,3,2,1,0,0,false
Tarrant,2,1,1,0,0,1,false
Tarrytown,2,2,2,0,0,0,false
Tatum,1,0,0,0,0,1,false
Taylor,3,2,2,0,0,1,false
Taylor Mill,4,4,4,0,0,0,false
Taylorville,2,2,2,0,0,0,false
Tecumseh,4,3,1,2,0,1,false
Tega Cay,2,2,2,0,0,0,false
Tehachapi,3,2,0,2,0,1,false
Telford,1,0,0,0,0,1,false
Teller,1,1,1,0,0,0,false
Tenino,2,2,2,0,0,0,false
Tequesta,3,1,0,1,0,2,false
Terrell,5,0,0,0,0,5,false
Terry,3,3,1,2,0,0,false
Teton,3,3,1,2,0,0,false
Tewksbury,6,0,0,0,0,6,false
Texico,2,0,0,0,0,2,false
The Village,2,0,0,0,0,2,false
Thermopolis,3,3,3,0,0,0,false
Thetford,2,1,0,1,0,1,false
Thief River Falls,2,1,0,1,0,1,false
Thomaston,2,1,0,1,0,1,false
Thomasville,4,4,0,2,2,0,false
Thompson,1,1,0,1,0,0,false
Thorne Bay,2,0,0,0,0,2,false
Thornton,2,2,1,1,0,0,false
Three Forks,3,3,3,0,0,0,false
Three Rivers,1,1,0,1,0,0,false
Tiburon,3,1,1,0,0,2,false
Tiffin,2,2,0,2,0,0,false
Tifton,2,2,0,2,0,0,false
Tijeras,2,2,2,0,0,0,false
Tilden,3,3,1,2,0,0,false
Tillamook,2,0,0,0,0,2,false
Tilton,1,1,1,0,0,0,false
Timber Lake,1,1,1,0,0,0,false
Timberville,2,2,0,2,0,0,false
Timnath,2,2,0,2,0,0,false
Tinley Park,1,1,0,0,1,0,false
Tioga,4,4,2,2,0,0,false
Tipton,3,0,0,0,0,3,false
Tishomingo,2,0,0,0,0,2,false
Tiverton,3,2,1,1,0,1,false
Togiak,2,2,2,0,0,0,false
Toksook Bay,1,1,1,0,0,0,false
Toledo,7,5,5,0,0,2,false
Tolland,3,1,1,0,0,2,false
Tolleson,1,1,0,1,0,0,false
Tomahawk,1,1,0,1,0,0,false
Tomball,4,3,1,2,0,1,false
Tombstone,2,0,0,0,0,2,false
Toms River,3,1,0,1,0,2,false
Tonganoxie,3,2,0,2,0,1,false
Tonkawa,2,1,1,0,0,1,false
Tontitown,2,2,1,1,0,0,false
Toppenish,3,1,1,0,0,2,false
Topsham,1,1,1,0,0,0,false
Toquerville,1,1,1,0,0,0,false
