MIME_type,SHA_256,administrative_source_type,analytical_rows_extracted,byte_size,candidate_fanout,canonical_payload_id,canonical_retained_source_ids,canonical_source_fanout,canonical_source_record_ids,claim_fanout,deferred_queue,department_scope,detected_file_type,diagnostic_full_text_persisted,diagnostics_json,duplicate_retained_source_ids,event_fanout,expected_claim_upgrade_tags,extraction_priority,extraction_ready,inspected_at,inspection_runtime_seconds,linked_candidate_ids,linked_claim_ids,linked_mechanism_exposure_event_ids,linked_root_event_ids,linked_search_waves,local_artifact_path,municipality,ocr_performed,original_filename,payload_origin,period,primary_extraction_queue,prior_retained_source_reuse_ids,readiness_lane_id,readiness_lane_sequence,readiness_reason_codes,readiness_result_id,readiness_status,review_priority,secondary_processing_hints,secondary_source_families,side_scope,source_family,source_quality,state,version_relationship_ids,retained_source_ids,duplicate_source_ids,prior_reuse_source_ids,candidate_ids,search_wave_provenance,municipality_names,states,periods,side_scopes,department_scopes,primary_source_family,root_event_ids,mechanism_event_ids,claim_ids,extraction_lane_id,extraction_lane_sequence
text/html; charset=utf-8,ee2dd2fbf69525a6de6b6393746dc008ffb1022a09c8cb8d531023ceeee7667e,pension_or_retirement_document,0,13127,1,EXTPAYLOAD-01c2990961c97eebcdb5f67d,EXTSOURCE-01c2990961c97eebcdb5f67d,1,EXTREADYQ-ab96a5f6d8ab2ec8ce810b3f,3,,unclear,html,False,"{""bounded_inspection"":false,""bytes_inspected"":13127,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":1,""link_count"":15,""navigation_density"":0.117188,""payload_bytes"":13127,""row_element_count"":0,""script_count"":6,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":825}",,6,upgrades_growth_analysis|upgrades_local_wage_comparison|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T19:00:39.125109+00:00,0.000645,RESCAND-190c1638bce2e029fbab8c6d,,MECHEXP-1c52743f0c14301c85427b0f|MECHEXP-629513c89eb59c0dbc464142|MECHEXP-9618e37beaef60e873acdd3e|MECHEXP-fa72133506ba709d30b15479|MECHEXP-fffdd35a25a952b4de8e7dc0,ROOTCOMP-69679022a459172915c4b46a,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/ee2dd2fbf69525a6de6b6393746dc008ffb1022a09c8cb8d531023ceeee7667e.html,Atwood,False,46748254577299-How-are-agency-contributions-handled-in-dual-service-arrangements,current_30_gib_store,undated-source-B4X2500LIVE-20260729-002135,html_text_extraction_queue,,readiness_lane_003,14,substantive_visible_html_text,EXTREADINESS-95ffbe508a391b1d5b389ba4,html_text_ready,high,,,unclear,benefits_and_total_compensation,official_administrative_summary,TN,,EXTSOURCE-01c2990961c97eebcdb5f67d,,,RESCAND-190c1638bce2e029fbab8c6d,external_search_wave_002_exhaustive_residual,Atwood,TN,undated-source-B4X2500LIVE-20260729-002135,unclear,unclear,benefits_and_total_compensation,ROOTCOMP-69679022a459172915c4b46a,MECHEXP-1c52743f0c14301c85427b0f|MECHEXP-629513c89eb59c0dbc464142|MECHEXP-9618e37beaef60e873acdd3e|MECHEXP-fa72133506ba709d30b15479|MECHEXP-fffdd35a25a952b4de8e7dc0,,extraction_lane_001,11
text/html; charset=UTF-8,b7926f11862bc67cfe2f70ecdb67d04faf154c020795ff1db24ac3353ea65686,staffing_table,0,231859,1,EXTPAYLOAD-01ec37d12ffab733808936a7,EXTSOURCE-01ec37d12ffab733808936a7,1,EXTREADYQ-066a66a08f9c66efa9dd2944,4,,police,html,False,"{""bounded_inspection"":false,""bytes_inspected"":231859,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":1,""link_count"":184,""navigation_density"":0.082216,""payload_bytes"":231859,""row_element_count"":0,""script_count"":16,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":14466}",,9,upgrades_implementation_confirmation|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T18:57:39.303451+00:00,0.004963,EXTCAND-1db148b504e70df31a7c1d16,,MECHEXP-08f2f88f5aab5f73448c2368|MECHEXP-0c2ce240e5b282a7c3a86650|MECHEXP-233b561ec9bae1fa1f0dd7eb|MECHEXP-64e739471415750cefe2c2fd|MECHEXP-c388d4711743e22a0f76399c|MECHEXP-e2b997a212d82daab4462a17|MECHEXP-ef5eba28d02d7aafcbeea893,ROOTCOMP-6e3ed65a8f04fd7192b42eee|ROOTCOMP-e548be1bee735dddef03be23,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/b7926f11862bc67cfe2f70ecdb67d04faf154c020795ff1db24ac3353ea65686.html,Plattsburgh,False,info-for-students.html,current_30_gib_store,2016,html_text_extraction_queue,,readiness_lane_002,21,substantive_visible_html_text,EXTREADINESS-789ddea8bf530e5799234178,html_text_ready,high,,benefits_and_total_compensation|implementation_confirmation|staffing_and_headcount,police,payroll_and_earnings,official_administrative_summary,NY,,EXTSOURCE-01ec37d12ffab733808936a7,,,EXTCAND-1db148b504e70df31a7c1d16,external_search_wave_001_compacted,Plattsburgh,NY,2016,police,police,payroll_and_earnings,ROOTCOMP-6e3ed65a8f04fd7192b42eee|ROOTCOMP-e548be1bee735dddef03be23,MECHEXP-08f2f88f5aab5f73448c2368|MECHEXP-0c2ce240e5b282a7c3a86650|MECHEXP-233b561ec9bae1fa1f0dd7eb|MECHEXP-64e739471415750cefe2c2fd|MECHEXP-c388d4711743e22a0f76399c|MECHEXP-e2b997a212d82daab4462a17|MECHEXP-ef5eba28d02d7aafcbeea893,,extraction_lane_001,12
text/html; charset=utf-8,8f404074eb54144d79ae1d6422b77c067dc48466deb382b0d374478086755b29,payroll_roster,0,3856,1,EXTPAYLOAD-020e68f72165f2a469e4e522,EXTSOURCE-020e68f72165f2a469e4e522,1,EXTREADYQ-d37e6d82ffed9a9ff0fda54c,4,,police,html,False,"{""bounded_inspection"":false,""bytes_inspected"":3856,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":0,""link_count"":0,""navigation_density"":0.0,""payload_bytes"":3856,""row_element_count"":0,""script_count"":12,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":96}",,6,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,extraction_priority_high,True,2026-08-05T18:54:39.041225+00:00,0.000431,EXTCAND-a827ac07e472810ffc615318,,MECHEXP-ad6a126f7841eeb416c370ae|MECHEXP-c1b578a9a00107b7e76271a5|MECHEXP-da7b318c180e3e2891d23a4f|MECHEXP-e65da81f28f2a58f550a1230|MECHEXP-ec50a1dc51f54e37f5a88c93,ROOTCOMP-677e1a83240e83d9869f19c1,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/8f404074eb54144d79ae1d6422b77c067dc48466deb382b0d374478086755b29.html,Casey,False,DocView.aspx,current_30_gib_store,2022,html_text_extraction_queue,,readiness_lane_001,16,sparse_nonempty_visible_html_text,EXTREADINESS-98d934ce23edab41dc192f2f,html_low_text_usable,high,,implementation_confirmation|payroll_and_earnings|recruitment_and_retention,police,multi_family_administrative_source,official_administrative_summary,IL,,EXTSOURCE-020e68f72165f2a469e4e522,,,EXTCAND-a827ac07e472810ffc615318,external_search_wave_001_compacted,Casey,IL,2022,police,police,multi_family_administrative_source,ROOTCOMP-677e1a83240e83d9869f19c1,MECHEXP-ad6a126f7841eeb416c370ae|MECHEXP-c1b578a9a00107b7e76271a5|MECHEXP-da7b318c180e3e2891d23a4f|MECHEXP-e65da81f28f2a58f550a1230|MECHEXP-ec50a1dc51f54e37f5a88c93,,extraction_lane_001,13
text/html;charset=utf-8,11382496ec533a5a53a06339403726ebf76bd2ea61af48a11f8b7ec3584c3e86,payroll_roster,0,101690,1,EXTPAYLOAD-027580a602a1b43be420641a,EXTSOURCE-027580a602a1b43be420641a,1,EXTREADYQ-c01a49a04b0593810cbeaee1,4,,all_units,html,False,"{""bounded_inspection"":false,""bytes_inspected"":101690,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":2,""link_count"":112,""navigation_density"":0.238298,""payload_bytes"":101690,""row_element_count"":0,""script_count"":18,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":3256}",,5,upgrades_growth_analysis|upgrades_local_wage_comparison|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T18:57:39.317086+00:00,0.002537,EXTCAND-ba928a95a3c0aee86de8d7e0,,MECHEXP-02f3130ed3ba212abb539091|MECHEXP-d140fdae9f4aa7c36f8b6210|MECHEXP-d70d6189237330b9e3e11c7a|MECHEXP-e6cfac5ab6aa7877d9f42c4e,ROOTCOMP-a3fcab40d6c49cc5efd79fb1,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/11382496ec533a5a53a06339403726ebf76bd2ea61af48a11f8b7ec3584c3e86.html,Lake,False,budget-finance,current_30_gib_store,undated,html_text_extraction_queue,,readiness_lane_002,24,substantive_visible_html_text,EXTREADINESS-90d4ad92b8862a888e9b2f02,html_text_ready,high,,benefits_and_total_compensation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,all_units,multi_family_administrative_source,official_administrative_summary,MN,,EXTSOURCE-027580a602a1b43be420641a,,,EXTCAND-ba928a95a3c0aee86de8d7e0,external_search_wave_001_compacted,Lake,MN,undated,all_units,all_units,multi_family_administrative_source,ROOTCOMP-a3fcab40d6c49cc5efd79fb1,MECHEXP-02f3130ed3ba212abb539091|MECHEXP-d140fdae9f4aa7c36f8b6210|MECHEXP-d70d6189237330b9e3e11c7a|MECHEXP-e6cfac5ab6aa7877d9f42c4e,,extraction_lane_001,14
text/html; charset=utf-8,f9e3151ba3e87b9b9925d6b2c31744ccc650fccbf9d7cc681460a5ed6f7a4bcc,payroll_roster,0,35143,1,EXTPAYLOAD-02a309aec12ed756103b5490,EXTSOURCE-02a309aec12ed756103b5490,1,EXTREADYQ-621633c2851bbbc22963c5f9,5,,fire,html,False,"{""bounded_inspection"":false,""bytes_inspected"":35143,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":2,""link_count"":141,""navigation_density"":0.125111,""payload_bytes"":35143,""row_element_count"":0,""script_count"":5,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":7955}",,10,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T19:00:39.132517+00:00,0.001588,RESCAND-5f527391c183d09ec1fd8971,,MECHEXP-0f1beaf2dfca160bd295c2e7|MECHEXP-35b3c5a5fe57cc705345bba6|MECHEXP-37f0a058a2c2694066e6f769|MECHEXP-52d0773e35537c62bb6e51a8|MECHEXP-6fc3f956ebcb777aed236227|MECHEXP-a286c4818cc7bcdca8320558|MECHEXP-d50fd64a8f371e597c60cf72|MECHEXP-ef9cbaf73fa96d4cc58c475b,ROOTCOMP-2f883deef7c431502f0aaeae|ROOTCOMP-b933434dde93695c9d0f777b,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/f9e3151ba3e87b9b9925d6b2c31744ccc650fccbf9d7cc681460a5ed6f7a4bcc.html,Bloomfield charter,False,bloomfield-township-fire-department-1,current_30_gib_store,2025,html_text_extraction_queue,,readiness_lane_003,18,substantive_visible_html_text,EXTREADINESS-4fc9715dd18fa61836b0d07e,html_text_ready,high,,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|tenure_and_progression,fire,multi_family_administrative_source,official_administrative_summary,MI,,EXTSOURCE-02a309aec12ed756103b5490,,,RESCAND-5f527391c183d09ec1fd8971,external_search_wave_002_exhaustive_residual,Bloomfield charter,MI,2025,fire,fire,multi_family_administrative_source,ROOTCOMP-2f883deef7c431502f0aaeae|ROOTCOMP-b933434dde93695c9d0f777b,MECHEXP-0f1beaf2dfca160bd295c2e7|MECHEXP-35b3c5a5fe57cc705345bba6|MECHEXP-37f0a058a2c2694066e6f769|MECHEXP-52d0773e35537c62bb6e51a8|MECHEXP-6fc3f956ebcb777aed236227|MECHEXP-a286c4818cc7bcdca8320558|MECHEXP-d50fd64a8f371e597c60cf72|MECHEXP-ef9cbaf73fa96d4cc58c475b,,extraction_lane_001,15
text/html; charset=utf-8,8c2677106dfccf2efcd71f38e854fa3202f5ae44d28302311e9bb95579b2aba8,payroll_roster,0,79538,1,EXTPAYLOAD-02a528ef57318404e9c169e3,EXTSOURCE-02a528ef57318404e9c169e3,1,EXTREADYQ-40bad0cbeced7d705fa2011d,5,,unclear,html,False,"{""bounded_inspection"":false,""bytes_inspected"":79538,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":2,""link_count"":42,""navigation_density"":0.2625,""payload_bytes"":79538,""row_element_count"":0,""script_count"":38,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":1084}",,10,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,extraction_priority_high,True,2026-08-05T19:06:39.142136+00:00,0.001791,RESCAND-32222865f92e775f63144fe0,,MECHEXP-2f427a10e3ed9834812d82f5|MECHEXP-6f0f24ab7ccfb6a58ad96bcc|MECHEXP-9b575bfd2bfa86c547cb32b2|MECHEXP-a7ec486f449b0592bb954f88|MECHEXP-becc8d86b97719117b61d5f6|MECHEXP-d8fbd71e866eaf6c138cb1c8|MECHEXP-f26dbd3d556cddc05502331e|MECHEXP-ff4d73c8e10f685d1ff771f2,ROOTCOMP-0ebfa6a88ca8b19b0175ab6e|ROOTCOMP-6442cfb1fa2faae863d4b38c,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/8c2677106dfccf2efcd71f38e854fa3202f5ae44d28302311e9bb95579b2aba8.html,Bellmead,False,newsflash,current_30_gib_store,2026,html_text_extraction_queue,,readiness_lane_005,21,substantive_visible_html_text,EXTREADINESS-cd06ff59e98de4db06cce19b,html_text_ready,high,,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,unclear,multi_family_administrative_source,official_administrative_summary,TX,,EXTSOURCE-02a528ef57318404e9c169e3,,,RESCAND-32222865f92e775f63144fe0,external_search_wave_002_exhaustive_residual,Bellmead,TX,2026,unclear,unclear,multi_family_administrative_source,ROOTCOMP-0ebfa6a88ca8b19b0175ab6e|ROOTCOMP-6442cfb1fa2faae863d4b38c,MECHEXP-2f427a10e3ed9834812d82f5|MECHEXP-6f0f24ab7ccfb6a58ad96bcc|MECHEXP-9b575bfd2bfa86c547cb32b2|MECHEXP-a7ec486f449b0592bb954f88|MECHEXP-becc8d86b97719117b61d5f6|MECHEXP-d8fbd71e866eaf6c138cb1c8|MECHEXP-f26dbd3d556cddc05502331e|MECHEXP-ff4d73c8e10f685d1ff771f2,,extraction_lane_001,16
text/html; charset=utf-8,567ffdce573d5159d8659013d5bd815d6b482b3f7a9780420e2da94cbc6ff0c6,ordinance_or_resolution,0,164970,1,EXTPAYLOAD-02dae2fdba5ef4d602817240,EXTSOURCE-02dae2fdba5ef4d602817240,1,EXTREADYQ-9fe5f44aaac12fb6ec375d3e,4,,police,html,False,"{""bounded_inspection"":false,""bytes_inspected"":164970,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":4,""link_count"":64,""navigation_density"":0.125245,""payload_bytes"":164970,""row_element_count"":0,""script_count"":53,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":3313}",,18,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,extraction_priority_high,True,2026-08-05T19:06:39.145108+00:00,0.002621,RESCAND-39961eb90217dfc9a8af2691,,MECHEXP-1b126978821fffd16f9011e5|MECHEXP-2cf6443affa37a9f3bf872b9|MECHEXP-3b3b47052f8011a65310ae78|MECHEXP-58d47180c7fb3080e38fda98|MECHEXP-81d2c4d74ea5cb6321aa4a26|MECHEXP-88d1e8719a1d026e6b1f15f6|MECHEXP-a184a2420fa49b57a509b40e|MECHEXP-a9d74fc3d533ffd80302f020|MECHEXP-cda064781d2e896d7885f9d6|MECHEXP-e24953f85e72bdb97a22f5a8|MECHEXP-e890c671cbd5d2aff3e5a1ed|MECHEXP-f0c330004eec2818637b00f8|MECHEXP-fbed68d9e5e390da649790bb|MECHEXP-fd3db8e0d6e88aa5718c74c5,ROOTCOMP-22b6b1e4cbdb454a143b676e|ROOTCOMP-8e2c565f31ba60b4d636a063|ROOTCOMP-959597fd9612d5c05857e49a|ROOTCOMP-eb19e377aaa05215359b351c,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/567ffdce573d5159d8659013d5bd815d6b482b3f7a9780420e2da94cbc6ff0c6.html,Bainbridge,False,calendar.aspx,current_30_gib_store,2025,html_text_extraction_queue,,readiness_lane_005,22,substantive_visible_html_text,EXTREADINESS-db347d23531305f272d62c00,html_text_ready,high,,,police,implementation_confirmation,official_administrative_summary,OH,,EXTSOURCE-02dae2fdba5ef4d602817240,,,RESCAND-39961eb90217dfc9a8af2691,external_search_wave_002_exhaustive_residual,Bainbridge,OH,2025,police,police,implementation_confirmation,ROOTCOMP-22b6b1e4cbdb454a143b676e|ROOTCOMP-8e2c565f31ba60b4d636a063|ROOTCOMP-959597fd9612d5c05857e49a|ROOTCOMP-eb19e377aaa05215359b351c,MECHEXP-1b126978821fffd16f9011e5|MECHEXP-2cf6443affa37a9f3bf872b9|MECHEXP-3b3b47052f8011a65310ae78|MECHEXP-58d47180c7fb3080e38fda98|MECHEXP-81d2c4d74ea5cb6321aa4a26|MECHEXP-88d1e8719a1d026e6b1f15f6|MECHEXP-a184a2420fa49b57a509b40e|MECHEXP-a9d74fc3d533ffd80302f020|MECHEXP-cda064781d2e896d7885f9d6|MECHEXP-e24953f85e72bdb97a22f5a8|MECHEXP-e890c671cbd5d2aff3e5a1ed|MECHEXP-f0c330004eec2818637b00f8|MECHEXP-fbed68d9e5e390da649790bb|MECHEXP-fd3db8e0d6e88aa5718c74c5,,extraction_lane_001,17
text/html; charset=UTF-8,086891401bc96e9b36f0e65898e709c88e7db140b60d150f3107156dd97bdcbb,payroll_roster,0,236055,1,EXTPAYLOAD-02dc4b73d459ffe2fc303060,EXTSOURCE-02dc4b73d459ffe2fc303060,1,EXTREADYQ-71af64aacad8d1e32bc804bb,6,,police,html,False,"{""bounded_inspection"":false,""bytes_inspected"":236055,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":2,""link_count"":464,""navigation_density"":0.358855,""payload_bytes"":236055,""row_element_count"":0,""script_count"":262,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":9055}",,5,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T18:57:39.324505+00:00,0.004392,EXTCAND-e9480b8afc7c4f22a9fc64cb,,MECHEXP-0ccc3de19ab9cb68ce9986a7|MECHEXP-1d3ee229666d61750363d6d8|MECHEXP-7025e233164005204169bc2e|MECHEXP-9d6cbfd461a99abd82d16160,ROOTCOMP-cce6426404e2dee995a1d7cb,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/086891401bc96e9b36f0e65898e709c88e7db140b60d150f3107156dd97bdcbb.html,West Windsor,False,financial_documents.php,current_30_gib_store,2021,html_text_extraction_queue,,readiness_lane_002,26,substantive_visible_html_text,EXTREADINESS-d17127180ba67e8e3bcb6639,html_text_ready,high,,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,police,multi_family_administrative_source,official_administrative_summary,NJ,,EXTSOURCE-02dc4b73d459ffe2fc303060,,,EXTCAND-e9480b8afc7c4f22a9fc64cb,external_search_wave_001_compacted,West Windsor,NJ,2021,police,police,multi_family_administrative_source,ROOTCOMP-cce6426404e2dee995a1d7cb,MECHEXP-0ccc3de19ab9cb68ce9986a7|MECHEXP-1d3ee229666d61750363d6d8|MECHEXP-7025e233164005204169bc2e|MECHEXP-9d6cbfd461a99abd82d16160,,extraction_lane_001,18
text/html; charset=utf-8,f54df2fcb036b55b718079be8dded55310f987b69e4ded21fa9664a1c01c4bec,payroll_roster,0,43469,1,EXTPAYLOAD-02f52bead143d93ed0a2da53,EXTSOURCE-02f52bead143d93ed0a2da53,1,EXTREADYQ-fd6a5f5f4efd87a96bf728a3,3,,unclear,html,False,"{""bounded_inspection"":false,""bytes_inspected"":43469,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":3,""link_count"":150,""navigation_density"":0.226244,""payload_bytes"":43469,""row_element_count"":0,""script_count"":16,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":4351}",,6,upgrades_growth_analysis|upgrades_local_wage_comparison|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T19:06:39.149621+00:00,0.001322,RESCAND-2b32e4bad2eec6dd8437b1c6,,MECHEXP-072117439ea0275047cd4cea|MECHEXP-5c7e838d9fb9e32b25e4e318|MECHEXP-8ad49a0637dd03eb7935c82c|MECHEXP-af687c6b0c547444630d253c|MECHEXP-d425b217e69f4c8357343447,ROOTCOMP-07192482f3bd4db202fa1f70,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/f54df2fcb036b55b718079be8dded55310f987b69e4ded21fa9664a1c01c4bec.html,Century,False,0185.60,current_30_gib_store,2025,html_text_extraction_queue,,readiness_lane_005,24,substantive_visible_html_text,EXTREADINESS-d97084a978f38fee8c79bdcf,html_text_ready,high,,benefits_and_total_compensation,unclear,payroll_and_earnings,official_administrative_summary,FL,,EXTSOURCE-02f52bead143d93ed0a2da53,,,RESCAND-2b32e4bad2eec6dd8437b1c6,external_search_wave_002_exhaustive_residual,Century,FL,2025,unclear,unclear,payroll_and_earnings,ROOTCOMP-07192482f3bd4db202fa1f70,MECHEXP-072117439ea0275047cd4cea|MECHEXP-5c7e838d9fb9e32b25e4e318|MECHEXP-8ad49a0637dd03eb7935c82c|MECHEXP-af687c6b0c547444630d253c|MECHEXP-d425b217e69f4c8357343447,,extraction_lane_001,19
text/html; charset=utf-8,0caf2bfd34900956e4bfe6e07cc599f3d10ee18da1ff8be2cdadf04c3f09bbb0,payroll_roster,0,91961,1,EXTPAYLOAD-02fc44312f05f3a3e3ad0bd4,EXTSOURCE-02fc44312f05f3a3e3ad0bd4,1,EXTREADYQ-c7172abcdb41d9a45bec1ea3,4,,non_safety,html,False,"{""bounded_inspection"":false,""bytes_inspected"":91961,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":2,""link_count"":43,""navigation_density"":0.089958,""payload_bytes"":91961,""row_element_count"":0,""script_count"":42,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":3363}",,5,upgrades_growth_analysis|upgrades_local_wage_comparison|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T19:03:39.159531+00:00,0.001565,EXTCAND-9e7aac3313d4fe8bb3f62c55,,MECHEXP-338d6ae108223218a431332e|MECHEXP-5f2e41781927df2be4ebf805|MECHEXP-a4fe0f9508538319cb95a229|MECHEXP-a503f07baf18de225603c282,ROOTCOMP-57bfe204b3a325327dad5806,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/0caf2bfd34900956e4bfe6e07cc599f3d10ee18da1ff8be2cdadf04c3f09bbb0.html,Findlay,False,Administration,current_30_gib_store,2022,html_text_extraction_queue,,readiness_lane_004,26,substantive_visible_html_text,EXTREADINESS-58dfa0e18408b27d42cdb4d6,html_text_ready,high,,benefits_and_total_compensation|payroll_and_earnings|staffing_and_headcount,non_safety,multi_family_administrative_source,official_administrative_summary,PA,,EXTSOURCE-02fc44312f05f3a3e3ad0bd4,,,EXTCAND-9e7aac3313d4fe8bb3f62c55,external_search_wave_001_compacted,Findlay,PA,2022,non_safety,non_safety,multi_family_administrative_source,ROOTCOMP-57bfe204b3a325327dad5806,MECHEXP-338d6ae108223218a431332e|MECHEXP-5f2e41781927df2be4ebf805|MECHEXP-a4fe0f9508538319cb95a229|MECHEXP-a503f07baf18de225603c282,,extraction_lane_001,20
