adjudication_performed,ambiguity_flags,canonical_external_ingestion_id,claim_linkage_status_after,compensation_basis_after,conflict_flags,conflict_reconciliation_status,department_after,expected_consequence_if_rejected,expected_consequence_if_upheld,external_administrative_observation_id,linked_claim_ids,municipality_after,pay_basis_after,period_after,proposed_analytical_role,reason_for_cross_examination,recommended_review_type,reconciled_external_observation_id,side_after,source_SHA_256,source_character_end,source_character_start,source_excerpt_or_table_row,source_page,source_row,source_table_id,normalization_match_id,formula_ids,math_compatibility_status,claim_adjudicated
False,,EXTINGEST-f455dae8500aff78362f974e,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-3962441807665291aabd5846,,cog_2025_161950,staffing_count,undated-source-B4X2500LIVE-20260729-009296,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-c1f40f6380dfc442d737e744,unclear,282236c499210b063c53db9d6c171718ed10a75a0dc71e5af99c283647cfeba2,3821519,3821518,1,572,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-117bf89ec922676c8463bfe6,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-9bdea848d57399f09edbb079,,cog_2025_161950,staffing_count,undated-source-B4X2500LIVE-20260729-009296,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-71b6ba52a582dbdf772f4d41,unclear,282236c499210b063c53db9d6c171718ed10a75a0dc71e5af99c283647cfeba2,4838874,4838873,2,725,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-899142adc2747457542313f5,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,not_applicable,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-ec63c8fffceb8b9d6a0267cf,,cog_2025_161950,contextual_value,undated-source-B4X2500LIVE-20260729-009296,contextual_only,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-4ef08fae60c67285e3088f8a,side_independent,282236c499210b063c53db9d6c171718ed10a75a0dc71e5af99c283647cfeba2,4909922,4909921,5,736,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-c37aab2c1a5097309de5737d,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-34d43c98b34a2e2f2dabae76,,cog_2025_161950,staffing_count,undated-source-B4X2500LIVE-20260729-009296,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-d7a65c9f194862eb5b99659b,unclear,282236c499210b063c53db9d6c171718ed10a75a0dc71e5af99c283647cfeba2,5071464,5071463,3,760,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-a386ecb54a364be71d0af48a,event_linked_claim_pending,unclear,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-2e239f7e4f5a415cf28bb30c,,cog_2025_177113,unclear,undated,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-fc05835df8b08f5e6eb37cc5,unclear,143dabf32ebc10d2d2572481314f305e6bf7abaed550ae8a62ad2c2266e7b1ab,65,64,1,,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-b6f0fc0a4a28d0133428e135,event_linked_claim_pending,unclear,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-b344a1504106b85586201461,,cog_2025_188039,unclear,2026,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-7b809cb41d64fc6d4ae6226c,unclear,75f637f11b18ee2ce9074d497850dd4cc51067dc71acfe727850c854d4d96702,161289,161287,14,55,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-ec995804b12b45f27bf52b02,event_linked_claim_pending,unclear,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-ddb2ce3d89cd2b17e38b5a20,,cog_2025_166790,unclear,undated-source-B4X2500LIVE-20260729-002884,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-b6d64cd5883edaf0a46dd158,unclear,6b22257f140b78307823657d3fe313ff6f420eede273bdad7ff7507d99bb12d8,421641,421637,2024,201,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-30e01e9adcafc3a3fc298a7f,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-879ab0289dc7a6d22cd5f5a6,,cog_2025_109487,staffing_count,2019,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-8e8317f0db0203c0b0b3f9c2,unclear,baff3a44f6ddfe8fe0a514b10b2fe18505322c5808514bb99c049bcc0e120b3b,70421,70418,358,25,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-0b817855ff3f674e3716543d,event_linked_claim_pending,unclear,,not_applicable,police,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-72cfc38be070a16c9e122a30,,cog_2025_202206,unclear,2024,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-f5284b3e10f5480b2c9c22a6,police,39bff442c2e33aa8d2a6ceb70863f48e467136d210d1dd4be44638360805f009,48668,48661,"995,244",27,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-18ef38dad1151b641323e409,event_linked_claim_pending,benefit_component,,not_applicable,not_applicable,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-acdb111f47dbd55c6df1d993,,cog_2025_160951,benefit_contribution,2024,total_compensation_candidate,total_compensation_component,direct manual source review,EXTRECON-2741a63848317218c80ccf96,side_independent,9b82c3cf4468fb5eb3de9e205a006c8c173200b04633e96d3cd2ab428f9fcd8b,592376,592373,-12,361,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-b50b5a9664666db7ec60f05f,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,not_applicable,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-819a272f31fb18090244d736,,cog_2025_168447,contextual_value,2026,contextual_only,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-eecf5e14a1cd3e48fa8fc955,side_independent,fadd764f6b8157aeb46c36ef19d1a6a1de898e37dfd49cc7df83af4fb1fba63f,2270657,2270652,"1800,",1365,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-9661f678389d8de700c2dde5,exact_claim_id_link,salary_schedule_rate,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-931b9f01fc679d80a3d93cba,MECH-04,cog_2025_209145,unclear,2016,growth_candidate,exact_claim_id_linked_direct_observation,direct manual source review,EXTRECON-c4c8fdee03cb5e2e15234774,unclear,f764f33975c3226997220413522efea6ad1048e95de1806c4a9b0db2d6ddce16,33934,33933,1,18,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-eeb84091f2cefce6c0b9c9fd,exact_claim_id_link,not_applicable,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-1fac1b04dbc26bfd81529143,MECH-08,cog_2025_172617,not_applicable,2026,implementation_confirmation_candidate,exact_claim_id_linked_direct_observation|lifecycle_sequence_relevance,direct manual source review,EXTRECON-8b5fd843cafc6def38012682,unclear,878ab6a49fd6e92c048a9265a2507614aaf02deb03bbdd12c9631bb3b9324141,5062,5058,2025,3,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-84d649702b6d0cf47904fe72,event_linked_claim_pending,salary_schedule_rate,source_local_incompatible_literal_values,genuine_unresolved_basis_conflict,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-e6a69a4061f6e3f78e0dba02,,cog_2025_128411,unclear,2025,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,EXTRECON-072afe11c273c6b1dbc8573a,unclear,1b36fb777f4df7c29e23449873f3a7c382c83cb9bb0da2806e4360f248298ccf,,,64614,,2,html_table_818,,,retained_not_promoted_to_math,False
False,,EXTINGEST-8724c77cd687cee17e2a5514,event_linked_claim_pending,salary_schedule_rate,source_local_incompatible_literal_values,genuine_unresolved_basis_conflict,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-8805fd5b4693ad64e4ca353c,,cog_2025_128411,unclear,2025,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,EXTRECON-c3f3309671f2e5585b3a0014,unclear,1b36fb777f4df7c29e23449873f3a7c382c83cb9bb0da2806e4360f248298ccf,,,51750,,5,html_table_1090,,,retained_not_promoted_to_math,False
False,,EXTINGEST-78a2e6a26c2e4d6bc8475ea8,event_linked_claim_pending,salary_schedule_rate,source_local_incompatible_literal_values,genuine_unresolved_basis_conflict,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-b472d432b5acd265a93627df,,cog_2025_128411,unclear,2025,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,EXTRECON-f12e96df5376166a109d79f2,unclear,1b36fb777f4df7c29e23449873f3a7c382c83cb9bb0da2806e4360f248298ccf,,,58035,,2,html_table_1682,,,retained_not_promoted_to_math,False
False,,EXTINGEST-32ec67483602c165267e79da,event_linked_claim_pending,salary_schedule_rate,source_local_incompatible_literal_values,genuine_unresolved_basis_conflict,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-16efd8dc7117e076615c1243,,cog_2025_128411,unclear,2025,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,EXTRECON-9e0564dcc1e6c0aae3cec0cc,unclear,1b36fb777f4df7c29e23449873f3a7c382c83cb9bb0da2806e4360f248298ccf,,,123876,,5,html_table_1902,,,retained_not_promoted_to_math,False
False,,EXTINGEST-3be01a918a30dfe7c648af8b,event_linked_claim_pending,salary_schedule_rate,source_local_incompatible_literal_values,genuine_unresolved_basis_conflict,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-633a7d6c65b10be5867d7e56,,cog_2025_170188,unclear,2022,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,EXTRECON-7afc16b86ae9d1bf65a84954,unclear,df20c3d13fe568917eafe7d59b70f2d7ceaf0e2c3ae3a2e90f63343fab551b58,,,53899,,3,html_table_226,,,retained_not_promoted_to_math,False
False,,EXTINGEST-55904940e844346a93587166,event_linked_claim_pending,salary_schedule_rate,source_local_incompatible_literal_values,genuine_unresolved_basis_conflict,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-5150ae3f0e4a445f0c771eb5,,cog_2025_170188,unclear,2022,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,EXTRECON-cfc736dfbe1caf58bf909e7b,unclear,df20c3d13fe568917eafe7d59b70f2d7ceaf0e2c3ae3a2e90f63343fab551b58,,,81133,,4,html_table_838,,,retained_not_promoted_to_math,False
False,,EXTINGEST-910bb2c96e06edc08c9afbd8,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-317687e2b171ca65a1ab009f,,cog_2025_173290,staffing_count,2022,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-af97906a1c5d534ba1266cf7,unclear,8bb59a48de28b460e8489c96fad08b8d19f6759dc54adf440d9e8ed57d9f4116,19211,19209,39,15,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-d6929a6f2939e2756eb50f6f,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,not_applicable,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-f6392bb5b5ffe71906181806,,cog_2025_209423,contextual_value,undated,contextual_only,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-8e362f582c5b37451d59e83c,side_independent,18fb8327028ab50f7fd893a265cd5cd6662eb45b86958768df41d985b31813da,,,Snyder,,2086,html_table_1,,,retained_not_promoted_to_math,False
False,,EXTINGEST-4661409850c5154f1026c140,exact_claim_id_link,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-44a1d278207079c8746aa342,MECH-09,cog_2025_167497,staffing_count,2023,staffing_hypothesis_candidate,exact_claim_id_linked_direct_observation|staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-af4aca22874b62601db55d49,unclear,4814f5464ef1cfb7cbfac6ec24bd3b1f129e4681be1bf380486391189fa9949c,99479,99475,2021,60,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-0fd370a41455c2b64119da19,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,not_applicable,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-6c7ea57c0463db2e14a9e58a,,cog_2025_167803,contextual_value,2018,contextual_only,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-1c9e31c6ecde86a28b975aa8,side_independent,4481d4f699d35e72528988fc74285e867748e4dd2a877eae410f702c8ebe893c,148258,148255,7.1,19,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-37d3610bc7e9cb9bcc147224,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,not_applicable,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-f53bf709976b0fbbe41643e6,,cog_2025_167803,contextual_value,2018,contextual_only,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-430c24ef5aef7359e212d380,side_independent,4481d4f699d35e72528988fc74285e867748e4dd2a877eae410f702c8ebe893c,161148,161145,3.9,21,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-863b43fbf72dcc976f4d133a,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-29bbf2a871e94b88a765b0f5,,cog_2025_170754,staffing_count,2023,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-735705d0b053a477a58325bf,unclear,dfce9eb6458c6ad6d612c8ad95a1722a89036815b3ab9f16ab059dfbfb84993c,247675,247673,16,99,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-dd55a77950fbd5f6761f80e5,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-42fd8c2fa7e70598378eac1e,,cog_2025_209858,staffing_count,2022,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-417f88d894cf2e51176a6d7a,unclear,cc3245ff403e31f918a52d486dfe6c93b11dfe6fd374b307bbefc3270799d025,671884,671880,2023,246,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-02b69c42e9348a88e41add32,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-33ac5ad9859e1bc5af6a8153,,cog_2025_209858,staffing_count,2022,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-527b3f82df0f14a67c6c6087,unclear,cc3245ff403e31f918a52d486dfe6c93b11dfe6fd374b307bbefc3270799d025,786882,786880,14,308,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-ac455f81ca41ec73a7999e3b,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,not_applicable,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-ce0368cbfd91d2fe621485c1,,cog_2025_167334,contextual_value,undated-source-B4X2500LIVE-20260729-005363,contextual_only,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-b18c2d27f91572cb89a53f73,side_independent,97002ee5c90e5fe5f84b9ea52b48a86d179998bc05bacc88a386e6dc6a7c9858,1517,1513,2025,,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-93e54851f613e514c1b9d0c6,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-85c8053b990d75bd6f8fd083,,cog_2025_170794,staffing_count,undated,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-3171a43c99d23739c85c2679,unclear,3ec0ca4e769d98ada26fcfa37ae729fa224bc35f4fd57ca59f4837b9131bd7a8,234762,234748,"March 31, 2024",78,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-fc77eb0ed96d64980c98f8d0,event_linked_claim_pending,benefit_component,,not_applicable,not_applicable,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-39352c578181d95a9e32845c,,cog_2025_167808,benefit_contribution,2016,total_compensation_candidate,total_compensation_component,direct manual source review,EXTRECON-49005428ba680557f893ec51,side_independent,1c4be541cfc0330d56aeef3dfe5293c31215f38cdd014de78425445247abdc9f,199595,199588,"115,100",105,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-16c9c6b94357f489a91287ff,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,not_applicable,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-7dbf7ae55ef7be4d201aedad,,cog_2025_131201,contextual_value,2022,contextual_only,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-171a9413970bac679dd2f074,side_independent,2c668cd764da3f8e3f6d306d36306fd084a29b2f7e64e61ed874b8e82d333f3e,,,"2,073",,524,html_table_1,,,retained_not_promoted_to_math,False
False,,EXTINGEST-9a76b9d67c755e29a3de9b4b,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,not_applicable,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-d53f08c0202048b3f1007a83,,cog_2025_131201,contextual_value,2022,contextual_only,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-59bf1dad015996a979990768,side_independent,2c668cd764da3f8e3f6d306d36306fd084a29b2f7e64e61ed874b8e82d333f3e,,,Livingston,,576,html_table_1,,,retained_not_promoted_to_math,False
False,,EXTINGEST-69aee6682742c129f780c040,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-17cd87d2cca8113fa35e26fe,,cog_2025_204762,staffing_count,2020,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-572fa46b93a38abb09128727,unclear,7ec59cceea231e27bf3d1a5f5c03429504f78675ed6af13cfede623aaeac5180,1454735,1454733,51,556,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-ef7ddb49dec5e71b4f84803e,event_linked_claim_pending,not_applicable,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-12762801429aa58b756aeb59,,cog_2025_225684,not_applicable,2023,implementation_confirmation_candidate,lifecycle_sequence_relevance,direct manual source review,EXTRECON-180c9f8416179c0301a6d317,unclear,72255ec1374c2a024194683497c8487eda2ee3cffe8b6a1b7f60d1c81742b8f2,506732,506724,01/01/20,,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-99ed2246bd95441cac6c2f0e,event_linked_claim_pending,salary_schedule_rate,source_local_incompatible_literal_values,genuine_unresolved_basis_conflict,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-4e3b85ab46c9800f96d614f1,,cog_2025_225684,unclear,2023,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,EXTRECON-b5b13b2bf49ae88fd671225e,unclear,72255ec1374c2a024194683497c8487eda2ee3cffe8b6a1b7f60d1c81742b8f2,,,164525,,12,html_table_570,,,retained_not_promoted_to_math,False
False,,EXTINGEST-dac64a134cb4f60f719356d2,event_linked_claim_pending,salary_schedule_rate,source_local_incompatible_literal_values,genuine_unresolved_basis_conflict,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-a1db3e4e7f433722f1a7f902,,cog_2025_225684,unclear,2023,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,EXTRECON-381f95fcd4fa4bac089ee16c,unclear,72255ec1374c2a024194683497c8487eda2ee3cffe8b6a1b7f60d1c81742b8f2,,,114205,,5,html_table_874,,,retained_not_promoted_to_math,False
False,,EXTINGEST-a1b3acf2280431f5b17b7fd9,event_linked_claim_pending,salary_schedule_rate,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-28e36b448e1a6fde184da153,,cog_2025_166647,unclear,2017,growth_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-f20d522b3b139a18841416d4,unclear,71a109771554f6d669c22f519c1b61e6b7396732088fdb110ae31c9c59ab80bc,67117,67113,0.5%,38,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-8c35118509b8b5c3f01397c3,event_linked_claim_pending,unclear,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-4e63e35c744b8776c8219574,,cog_2025_167149,unclear,2025,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-4946c2d035c80813812f9ee8,unclear,03a8e56268ed552942887806a6be4549201f41e03084daf167e9cf78f5377f59,31730,31726,2024,16,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-bca0aa230c6826c00bc02737,event_linked_claim_pending,unclear,,not_applicable,not_applicable,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-f126b72843863f0463983e8f,,cog_2025_100715,benefit_contribution,2017,total_compensation_candidate,total_compensation_component,direct manual source review,EXTRECON-3697c46207dec68e9f214352,side_independent,dd3113315cf2199b3e62df5ea83385b49105caaf693e650135b00a48b292f4ab,9500,9497,"16,",,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-b7f214c5ed7254805cede5c5,exact_claim_id_link,premium_pay,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-19f72b6069da4d623e00f893,MECH-03,cog_2025_208470,annual_salary,2022,local_comparison_candidate,exact_claim_id_linked_direct_observation,direct manual source review,EXTRECON-08828048583f8d7ec37dea40,unclear,582fa950ef74b262cda77077ac5f987c08ca811068d715545ee8c51d1e195939,77355,77347,"-229089,",,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-74ff705ee659629382482e9e,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,not_applicable,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-b3ec9a6deae47f993da20be7,,cog_2025_170754,contextual_value,2023,contextual_only,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-148f9401ff45f3aa0f054ef0,side_independent,cc07b72c9ba9f37672dbc8889b0ea45ac6f4d529c8f6ff0ef03676b7f2b091a4,,,Otsego,,1451,html_table_1,,,retained_not_promoted_to_math,False
False,,EXTINGEST-0b7a99d208427dedceb45995,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,not_applicable,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-5b1fb9bdf4ea9179499bf867,,cog_2025_225676,contextual_value,2021,contextual_only,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-dba9cf0c0783c27a69a039f5,side_independent,2dbafdff60c46eb8f4aa1043c7968595a4a67309d96c9ac5a1ff555409bdfb9f,113277,113275,26,73,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-ce537dcc8c808ea8aba2e076,event_linked_claim_pending,unclear,,not_applicable,police,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-cf7e77d53eea4fd5c17a8190,,cog_2025_212039,unclear,2019,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-7fa0c7dd62b197a7d308dfdf,police,6b0bc06d55ff4509bf6d3c453403e44cf5c049fe18782346f67b48e078ef2213,,,"Barstow, City of",,42,html_table_1,,,retained_not_promoted_to_math,False
False,,EXTINGEST-f4c318354bdeda3be5a3e70b,event_linked_claim_pending,not_applicable,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-1a3925e42b02acf40786ecc7,,cog_2025_204767,not_applicable,undated,implementation_confirmation_candidate,lifecycle_sequence_relevance,direct manual source review,EXTRECON-e6ae1d8fc254cf5b17590b7d,unclear,8dc4c1e71bdbb0bb66780c53d3b5c8538086128a64f5513eae9d9250adf754da,677077,677070,"9,578.9",188,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-554a2dcfb2252cd9a5298094,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-57942e06b15d655871235f06,,cog_2025_204462,staffing_count,2024,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-7fb3e45178467cd8f02574c1,unclear,9df29fa0f3a399f524e759bf6ea32c7218e898eaf072154b9ad404e1c04539e7,108,107,3,,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-ab5d8c7db6c304f30c2d4a2e,exact_claim_id_link,salary_schedule_rate,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-411a38765976f7534d7c2b5c,MECH-04,cog_2025_176161,unclear,2022,growth_candidate,exact_claim_id_linked_direct_observation,direct manual source review,EXTRECON-a925dd31f9ad10191376212f,unclear,35553c71ee32caa7ca40efa677ecfa91feb4b8a7d528eb74a0fc33b996eb219e,200560,200553,"$12,242",114,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-f60b57494e4250cd1f2a01b5,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,not_applicable,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-f80b1966eb9e9c4cf71abb0d,,cog_2025_207834,contextual_value,2017,contextual_only,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-a445a70ea940e53eaccda1e4,side_independent,b08fd742367dfb15e1da85be4d2d5ee163bc33b78ff3a2474c4ae0d2c612f25c,350508,350499,"2,459,616",170,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-6ee65b3a5f4998a2a002a2d4,event_linked_claim_pending,unclear,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-9c68d5da7a557c481ec738d3,,cog_2025_225518,unclear,2024,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-b47ba3e4f5773b153a4aaa2e,unclear,0876f0adcee8cd01d00c289a3bec75cd91a1a35e1c20787c2e610b3dc0fab7f8,,,[3].spatialCoverage.additionalProperty[18].value,,150,embedded_1,,,retained_not_promoted_to_math,False
False,,EXTINGEST-e6db71a3b3786949ffb2b7b5,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-d3550060b88316a9bdc8834f,,cog_2025_110062,staffing_count,2025,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-a100579e19d878593fd40069,unclear,409fc15771bc1f6bda6d116af3abbf4ca5f347f8ec115feacd9efd113e709f11,194087,194083,"-27,",76,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-4d49b711a44b3317e3cfcf8b,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-7fe86027ae8c43083e2faf0d,,cog_2025_225869,staffing_count,2015,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-f2d88f78ecaa9cdf9d594150,unclear,fc1a6f1bd6215fef560f10767f51bebbe90ec67d0fd37b2e1800bb52038d0cea,55512,55511,5,28,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-5059e9883ea9af475caed43b,exact_claim_id_link,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-0549e9a054cd0376f31977e9,MECH-09,cog_2025_193555,staffing_count,2026,staffing_hypothesis_candidate,exact_claim_id_linked_direct_observation|staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-360cf5458163e9ea7c75e707,unclear,a5ee123d2e19d4c15fad12658d72b587b640643a10ecddae7d648dd6a127575c,217768,217764,2026,116,,,,,retained_not_promoted_to_math,False
