MIME_type,SHA_256,administrative_source_type_change_reason,analytical_extraction_runs,bounded_metadata_preview,bounded_structure_summary,byte_size,canonical_final_url,canonical_locator_id,content_disposition,department_scope,detected_file_type,download_http_status,final_administrative_source_type,final_download_url,final_priority_bucket,gabriel_calls,hosted_search_calls,implementation_event_deduplication_rerun,linked_candidate_ids,linked_claim_ids,linked_mechanism_exposure_event_ids,linked_root_event_ids,linked_search_waves,local_artifact_path,locator_host,municipality,ocr_runs,official_source_flag,original_filename,period,primary_content_family,prior_administrative_source_type,readiness_hint,request_count,retained_source_id,retrieved_timestamp,retry_count,secondary_content_families,side_scope,source_quality,source_review_id,source_review_lane_id,source_review_lane_sequence,source_review_reason,source_review_status,state
text/html; charset=utf-8,50525c412b1d96dd6f63a79d292939f3c7a2db9424699e0a810498e1ed63c3ab,retained prior type,0,Update Record In FacilityIncident Table --> Waste Water Inventory Website UserID: Password: Remember me next time. Go To Page Facilities Update For Facility: Canaan Permits For Facility Documents For Facility (only works in IE) CAFO Facilities For Facility Contacts For Facility NAICs For Facility SICs For Facility Solid Waste Units For Facility Biosolids Samplings For Facility TCLP Samplings For Facility Residuals Reporting For Facility Disposals For Facility Inspections/Reviews For Facility Waste Received For Facility Permits Applications Contacts NPDES All (other links) Reports Maintenance L,"{""bounded_link_count"": 7, ""bounded_visible_character_count"": 11516, ""html_title"": ""Update Record In FacilityIncident Table""}",36150,https://anrweb.vt.gov/DEC/WWInventory/UpdateFacilityIncident.aspx?F=65&FI=6572&option=view,EXTLOC-5c52c3d16ec7444fd2022a1d,,unclear,html,200,payroll_roster,https://anrweb.vt.gov/DEC/WWInventory/UpdateFacilityIncident.aspx?F=65&FI=6572&option=view,high,0,0,False,RESCAND-74d4cc6822c7510925694a46,,MECHEXP-19461b485d121d8cb3083ade|MECHEXP-353b1411d924177ba7cd3542|MECHEXP-8a541d315a9df9111307a253|MECHEXP-9342f9a733cc6a84b659c802|MECHEXP-b2beeb186358e37d68ba04ee,ROOTCOMP-cee6245236d5ea9cee989794,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/50525c412b1d96dd6f63a79d292939f3c7a2db9424699e0a810498e1ed63c3ab.html,anrweb.vt.gov,Canaan,0,true,UpdateFacilityIncident.aspx,2024,payroll_and_earnings,payroll_roster,html_text_candidate,1,EXTSOURCE-d204011117d20fce9dbcaf21,2026-08-05T17:19:44.689970+00:00,0,,unclear,official_administrative_summary,EXTSRCREV-5d85355f56f03861ebfb72a2,source_review_lane_004,21,bounded HTML shell contains plausible administrative source signal,retained_html,VT
application/pdf,c9307480e12761108aa28c9d83f3dab3895cbd020c8242600a7ab5aef4df6406,retained prior type,0,,"{""pdf_eof_marker_present"": true, ""pdf_header"": ""%PDF-1.6""}",713005,https://app.auditor.mo.gov/Repository/Press/2015081474688.pdf,EXTLOC-6bc13487a335237e0d650fa5,,unclear,pdf,200,payroll_roster,https://app.auditor.mo.gov/Repository/Press/2015081474688.pdf,high,0,0,False,RESCAND-0675bbf8345e9f0bce0a6c4b,,MECHEXP-618a4c7a57c55e67a2bba319|MECHEXP-86a0d052f0f0e56d776491ff|MECHEXP-b503518a99e25bdd73dc91f0|MECHEXP-d3cdedd54f97e395026fa465,ROOTCOMP-fec4a5b39c977d47468ca3f5,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/c9307480e12761108aa28c9d83f3dab3895cbd020c8242600a7ab5aef4df6406.pdf,app.auditor.mo.gov,Arrow Rock,0,true,2015081474688.pdf,2014,multi_family_administrative_source,payroll_roster,parse_text_pdf_candidate,1,EXTSOURCE-80769834879e71d22c4df1b2,2026-08-05T17:19:44.989619+00:00,0,implementation_confirmation|payroll_and_earnings|staffing_and_headcount,unclear,direct_official_administrative_record,EXTSRCREV-a254787a953a4f9b08edc9fc,source_review_lane_004,22,supported source format and plausible administrative metadata,retained_pdf,MO
application/pdf,05f2c9c749e490885c7ed617bdade58e5c40f8a89e322edd6000b1b7db99dc20,retained prior type,0,,"{""pdf_eof_marker_present"": true, ""pdf_header"": ""%PDF-1.7""}",19209937,https://annistonal.gov/wp-content/uploads/2023/08/FY-2024-CITY-MANAGERS-PROPOSED-BUDGET-8.5.2023-1.pdf,EXTLOC-72c918a33b48a9e34c9131e9,,unclear,pdf,200,payroll_roster,https://annistonal.gov/wp-content/uploads/2023/08/FY-2024-CITY-MANAGERS-PROPOSED-BUDGET-8.5.2023-1.pdf,high,0,0,False,RESCAND-80445d81c551548fcae6f6cf,,MECHEXP-05f704c11811ccd93f4d7e8b|MECHEXP-71d5c47bb40cb3023fea7113|MECHEXP-a3335900e8a6c27991fec196|MECHEXP-fa2160036b6c16110177cb31,ROOTCOMP-5db969efd322f8997a271ae4,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/05f2c9c749e490885c7ed617bdade58e5c40f8a89e322edd6000b1b7db99dc20.pdf,annistonal.gov,Annsville,0,true,FY-2024-CITY-MANAGERS-PROPOSED-BUDGET-8.5.2023-1.pdf,2024,multi_family_administrative_source,payroll_roster,parse_text_pdf_candidate,1,EXTSOURCE-5ad58d1d1a6f612a1f710fca,2026-08-05T17:19:45.281682+00:00,0,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings,unclear,direct_official_administrative_record,EXTSRCREV-97559de5b87334d1e567f5f3,source_review_lane_004,19,supported source format and plausible administrative metadata,retained_pdf,NY
application/pdf,e8b219c6ddcb3689210c9102f1892ee493bdda29a1dc1d1d1b894a24fa70706a,retained prior type,0,,"{""pdf_eof_marker_present"": true, ""pdf_header"": ""%PDF-1.7""}",6049588,https://adams.extension.wisc.edu/files/2024/04/April-May-print.pdf,EXTLOC-7f180ae876aa4454f7fa0290,,non_safety,pdf,200,payroll_roster,https://adams.extension.wisc.edu/files/2024/04/April-May-print.pdf,high,0,0,False,RESCAND-5edda7e72f9c837b21e31557,,MECHEXP-2278935578c369dc012f46e3|MECHEXP-51117b6b219b66ab9eb6d42c|MECHEXP-e8999630fc77a54139e5725c|MECHEXP-ff0bec2e139abef2e21abbe8,ROOTCOMP-d8da717fb16c45f92c9b5d49,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/e8b219c6ddcb3689210c9102f1892ee493bdda29a1dc1d1d1b894a24fa70706a.pdf,adams.extension.wisc.edu,Adams,0,true,April-May-print.pdf,2024,payroll_and_earnings,payroll_roster,parse_text_pdf_candidate,1,EXTSOURCE-fddfe42c678005fd06ad3f0a,2026-08-05T17:19:45.833914+00:00,0,tenure_and_progression,non_safety,direct_official_administrative_record,EXTSRCREV-93c14154e945835edf05ed8d,source_review_lane_004,4,supported source format and plausible administrative metadata,retained_pdf,WI
text/html;charset=windows-1252,1321ce78b8f73630b989a77f77da529eae73408c740c96d315620c559396114c,retained prior type,0,"NYSDOL - Prevailing Wages (View Wage Schedule) Navigation menu Prevailing Wage Unemployment Benefits Career Services Business Services Worker Protection Forms and Publications Home --> Home > Prevailing Wage Prevailing Wage Rate View PDF Overtime Codes Holiday Codes Search Again JOB DESCRIPTION Guards, Security DISTRICT 10 ENTIRE COUNTIES Bronx, Kings, New York, Queens, Richmond WAGES Per Hour: 07/01/2026 01/01/2027 05/01/2027 Security Guard (Armed) $ 33.70 $ 33.70 $ 34.65 Security Guard (Unarmed) 0 to 36 months 18.87 18.87 19.68 36 months or more* 22.20 22.20 23.15 *Applicable to employees th","{""bounded_link_count"": 21, ""bounded_visible_character_count"": 10697, ""html_title"": ""NYSDOL - Prevailing Wages (View Wage Schedule)""}",26019,https://apps.labor.ny.gov/wpp/publicViewWageSchedule.do?id=5424&scheduleTypeId=Article+9,EXTLOC-05c52e513d5d9d60730a6db9,,side_independent,html,200,payroll_roster,https://apps.labor.ny.gov/wpp/publicViewWageSchedule.do?id=5424&scheduleTypeId=Article+9,high,0,0,False,EXTCAND-0025915eb47f0d0276af937f,,MECHEXP-65dcfd9af61dbc8cefa010e5|MECHEXP-d1a122cf67defc4c7a784d60|MECHEXP-d435699afe3f6fddcdc9357d|MECHEXP-f5781ce9c296f19157b2e20d,ROOTCOMP-e958d33871cbda179db35583,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/1321ce78b8f73630b989a77f77da529eae73408c740c96d315620c559396114c.html,apps.labor.ny.gov,Wirt,0,true,publicViewWageSchedule.do,undated,multi_family_administrative_source,payroll_roster,html_text_candidate,1,EXTSOURCE-8fcf3bb1c2086df6b1b36621,2026-08-05T17:19:46.109234+00:00,0,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,side_independent,official_administrative_summary,EXTSRCREV-aa17805f41c6a91de58c2cbf,source_review_lane_004,26,bounded HTML shell contains plausible administrative source signal,retained_html,NY
application/pdf,e1b1128326e64e5b15c90b54d6ec3925473aee5a624e68f7d17f60935e79b773,retained prior type,0,,"{""pdf_eof_marker_present"": true, ""pdf_header"": ""%PDF-1.6""}",5891776,https://agendadocs.downers.us/public/docs/agendas/2023/12-19-23/RES_2023-10148.pdf,EXTLOC-614d66b5f500ac117a7f0ccf,,fire,pdf,200,payroll_roster,https://agendadocs.downers.us/public/docs/agendas/2023/12-19-23/RES_2023-10148.pdf,high,0,0,False,RESCAND-f48fc970f55e73b872ee820a,,MECHEXP-3a7056b40587c5d0c94cfd9b|MECHEXP-d21164f809a1c7ea66141f4b|MECHEXP-f49a57ffb43053bf89208c76|MECHEXP-f65c8d3392d378e07464ca0f,ROOTCOMP-329d0a0286521d22457aac4d,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/e1b1128326e64e5b15c90b54d6ec3925473aee5a624e68f7d17f60935e79b773.pdf,agendadocs.downers.us,Broadview,0,true,RES_2023-10148.pdf,2023,payroll_and_earnings,payroll_roster,parse_text_pdf_candidate,1,EXTSOURCE-fd4573cfde43056a5992276b,2026-08-05T17:19:46.300321+00:00,0,implementation_confirmation,fire,direct_official_administrative_record,EXTSRCREV-528eade1c7c2c0626c1ff42b,source_review_lane_004,7,supported source format and plausible administrative metadata,retained_pdf,IL
text/html; charset=utf-8,a429607b21d5120027d31940ca52935b568d193dee9a393423d9bf75a1cf87ad,retained prior type,0,"WAC 296-128-550: Menu Website Search Term Search Menu Menu Website Search Term Search Bills, meetings, and session Bills, meetings, and session Bills How to track a bill How to comment on a bill Help with bills Data and statistics Prefiled bills for 2025 Meeting schedules Session How to testify at a committee meeting Session documents Initiatives and referenda State laws and rules State laws and rules Washington State Constitution State laws (RCW) Session laws Past versions of state laws Help with state laws State rules (WAC) Past versions of state rules Washington State Register Rule-making h","{""bounded_link_count"": 122, ""bounded_visible_character_count"": 16217, ""html_title"": ""WAC 296-128-550:""}",108246,https://apps.leg.wa.gov/wac/default.aspx?cite=296-128-550,EXTLOC-454988428d37c56e1f00164b,,fire|side_independent,html,200,payroll_roster,https://apps.leg.wa.gov/wac/default.aspx?cite=296-128-550,high,0,0,False,EXTCAND-7d2832b10434af3024f32ea8,,MECHEXP-0de442e00452718d671a4b97|MECHEXP-2ad850ff06d38fcb54a384ab|MECHEXP-4902089e3d8f22aa89dba6c4|MECHEXP-617fc947d3d92a56e61aaf60|MECHEXP-6d4bae48147420f3c5c6a5e0|MECHEXP-70fca95ad0fd43bbab8ef1b3|MECHEXP-8a7f87e906640048961d65c0|MECHEXP-930848c276272fa27a23b774|MECHEXP-cf156468401572ced303ede9|MECHEXP-d6e320e23e176559e54d0089|MECHEXP-e2c25b726725ab7289d4dd4a|MECHEXP-ed6fba8d1f8dd6c9eba57b89|MECHEXP-ee249564b5408dbe6c5f3358,ROOTCOMP-a9a9667173d28f9063310c7d|ROOTCOMP-e520b429a49a74f95071702b|ROOTCOMP-f5a28c90d8fadacc576d1b52,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/a429607b21d5120027d31940ca52935b568d193dee9a393423d9bf75a1cf87ad.html,apps.leg.wa.gov,Washington,0,true,default.aspx,2026,multi_family_administrative_source,payroll_roster,html_text_candidate,1,EXTSOURCE-f6ca4c3102068350c1367eca,2026-08-05T17:19:46.881965+00:00,0,benefits_and_total_compensation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,fire|side_independent,official_administrative_summary,EXTSRCREV-095e3d9e52c0b85c1c095840,source_review_lane_004,27,bounded HTML shell contains plausible administrative source signal,retained_html,PA
application/pdf,c52db04e2f64b2251fecc10f8806f9ce22b708b02fab1647f3b9f5eda1390fee,retained prior type,0,,"{""pdf_eof_marker_present"": true, ""pdf_header"": ""%PDF-1.3""}",11202890,https://apps.lickingcounty.gov/commissioners/resolutions/118/118-195.pdf,EXTLOC-3743d0456e1204340b2bbfad,,all_units,pdf,200,payroll_roster,https://apps.lickingcounty.gov/commissioners/resolutions/118/118-195.pdf,high,0,0,False,EXTCAND-1aed3b79be377c8857ed198c,,MECHEXP-1b79ede3995ece5fe0f362e4|MECHEXP-2580aad78c4b96ea63c6f983|MECHEXP-5734fc0716d4c6720101e9c1|MECHEXP-853d2c81e68d7848c64de16b|MECHEXP-bf84c25c25b84bffced16bc6|MECHEXP-cd13cff1725cd6aec100f785,ROOTCOMP-588b7a9de1e7aacbd38e2f77|ROOTCOMP-8a7a00a018efd3701e46de37,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/c52db04e2f64b2251fecc10f8806f9ce22b708b02fab1647f3b9f5eda1390fee.pdf,apps.lickingcounty.gov,Licking,0,true,118-195.pdf,2023,multi_family_administrative_source,payroll_roster,parse_text_pdf_candidate,1,EXTSOURCE-7b4d3967bf5a13a5a5ee0c70,2026-08-05T17:19:46.886514+00:00,0,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,all_units,direct_official_administrative_record,EXTSRCREV-3fbbae9bbc492e3982e7d908,source_review_lane_004,28,supported source format and plausible administrative metadata,retained_pdf,OH
application/pdf,d11fe2a783d34a0b43b54177e9858275b54967c6a74a4e87984c2a3d372acd97,retained prior type,0,,"{""pdf_eof_marker_present"": true, ""pdf_header"": ""%PDF-1.7""}",193195,https://apps.ccc.edu/brpublic/2024/dec/35309.pdf,EXTLOC-ebba7184fe337a6ee19845dd,,unclear,pdf,200,payroll_roster,https://apps.ccc.edu/brpublic/2024/dec/35309.pdf,high,0,0,False,RESCAND-8b4909baf734151778339f17,,MECHEXP-1056b510222d35021e335455|MECHEXP-2405a1befdd417472ef5f6f9|MECHEXP-9959b8be0ada26aa239e9548|MECHEXP-bb5e02c679a91592dd63ea8c|MECHEXP-c9e357a159bf8ade1918d1c6,ROOTCOMP-beb85ac7fb032e49ae21c99e,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/d11fe2a783d34a0b43b54177e9858275b54967c6a74a4e87984c2a3d372acd97.pdf,apps.ccc.edu,Camargo,0,true,35309.pdf,undated-source-BRMGRS-20260802-3091efa7884845e6e848001f,payroll_and_earnings,payroll_roster,parse_text_pdf_candidate,1,EXTSOURCE-d751a91d14b5d5ca6ede26f1,2026-08-05T17:19:47.205781+00:00,0,implementation_confirmation,unclear,direct_official_administrative_record,EXTSRCREV-a89ff58f59c853cbfcea6cb1,source_review_lane_004,24,supported source format and plausible administrative metadata,retained_pdf,IL
text/html; charset=UTF-8,bf723027ff747ded94f5093256aaab95c5ab94fe46533169ed8af75375f18394,retained prior type,0,"State of Missouri Administrative Hearing Commission --> × Notice : You are using Internet Explorer version 8 or below. Support for these browsers has been discontinued . For your safety & user experience, please upgrade to a modern web browser such as: Google Chrome , Mozilla Firefox , or Microsoft Internet Explorer 11 . State of Missouri Administrative Hearing Commission Quick Navigation Skip to Main Content MO.gov Governor Kehoe Find an Agency Online Services Accessibility Search Search Search Mobile Menu Button Toolbar Links Home About Commissioners FAQs Forms Press Releases --> Publication","{""bounded_link_count"": 47, ""bounded_visible_character_count"": 17444, ""html_title"": ""State of Missouri Administrative Hearing Commission""}",32634,https://ahc.mo.gov/cases/historical/10048597,EXTLOC-df5ba3b4dfd5eb2633325b6a,,unclear,html,200,payroll_roster,https://ahc.mo.gov/cases/historical/10048597,high,0,0,False,RESCAND-38f2b392130113fb1315cdba,,MECHEXP-618a4c7a57c55e67a2bba319|MECHEXP-86a0d052f0f0e56d776491ff|MECHEXP-b503518a99e25bdd73dc91f0|MECHEXP-d3cdedd54f97e395026fa465,ROOTCOMP-fec4a5b39c977d47468ca3f5,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/bf723027ff747ded94f5093256aaab95c5ab94fe46533169ed8af75375f18394.html,ahc.mo.gov,Arrow Rock,0,true,10048597,2014,payroll_and_earnings,payroll_roster,html_text_candidate,1,EXTSOURCE-6b4255d5b68ba274e7b20249,2026-08-05T17:19:47.620902+00:00,0,implementation_confirmation,unclear,official_administrative_summary,EXTSRCREV-8a47b3be23ccde79ffbc4d52,source_review_lane_004,10,bounded HTML shell contains plausible administrative source signal,retained_html,MO
application/pdf,15bbaae96df1faccc5fcebbdce55dec68d9b5cf26178875c94b95d8613c75116,retained prior type,0,,"{""pdf_eof_marker_present"": true, ""pdf_header"": ""%PDF-1.4""}",85430,https://aging.waynecountypa.gov/AgendaCenter/ViewFile/Minutes/_07032025-828,EXTLOC-2c59429748a93ffad73cd547,inline;filename=,all_units,pdf,200,salary_schedule,https://aging.waynecountypa.gov/AgendaCenter/ViewFile/Minutes/_07032025-828,high,0,0,False,EXTCAND-b3be094fde7430362e7a5ee3,,MECHEXP-115eb8ed02f6bf080ddfe7c4|MECHEXP-185d3d5546b464a5f46e6a30|MECHEXP-48094bd90e2e90a161c93d97|MECHEXP-c75dce2ccdbfea1bed5c2252,ROOTCOMP-87168affb4bcfac7e3ee55f2,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/15bbaae96df1faccc5fcebbdce55dec68d9b5cf26178875c94b95d8613c75116.pdf,aging.waynecountypa.gov,Wayne,0,true,_07032025-828,2024,staffing_and_headcount,salary_schedule,parse_text_pdf_candidate,1,EXTSOURCE-c46327822f65640b516ff79f,2026-08-05T17:19:47.995753+00:00,0,recruitment_and_retention,all_units,direct_official_administrative_record,EXTSRCREV-928daf988fb5f14e086cbbe8,source_review_lane_004,9,supported source format and plausible administrative metadata,retained_pdf,PA
text/html; charset=UTF-8,5bfeca7aa6d0659afc008e0edce6aebe02c4e437c09fa3d8af49f44b73097762,retained prior type,0,"Cheektowaga Town Consolidated Plan for 1995 Executive Summary U.S. Department of Housing and Urban Development Office of Community Planning and Development Consolidated Plan Contact CITIZEN'S SUMMARY The Town of Cheektowaga, located directly east of the City of Buffalo and ten miles from the Canadian border, is the acknowledged transportation hub of Western New York. The Town, home of the Greater Buffalo International Airport, a network of major regional and Interstate highways, and passenger and industrial rail facilities, provides easy and timely access to local, national and global destinat","{""bounded_link_count"": 9, ""bounded_visible_character_count"": 15098, ""html_title"": ""Cheektowaga Town Consolidated Plan for 1995 Executive Summary""}",15973,https://archives.hud.gov/reports/plan/ny/cheektny.html,EXTLOC-68f82414259faee78928f039,,unclear,html,200,payroll_roster,https://archives.hud.gov/reports/plan/ny/cheektny.html,high,0,0,False,RESCAND-7f341c6c578bb08c8665f630,,MECHEXP-091a9610ba7cd7cfd50d2a66|MECHEXP-2e3c8645969dd7a7dcc90991|MECHEXP-35973b13a4f122f09ed14a0c|MECHEXP-44054e9699e54ab21291b19d|MECHEXP-9c91c8ebb3721e0c4236bcda|MECHEXP-c655fd992aff0f81ed3bd528|MECHEXP-cb2ea68bcb1ba40bdf2c64df,ROOTCOMP-2cb6e811983f28e58725f417|ROOTCOMP-cc1405b62975ab9a8df77c9c,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/5bfeca7aa6d0659afc008e0edce6aebe02c4e437c09fa3d8af49f44b73097762.html,archives.hud.gov,Cheektowaga,0,true,cheektny.html,2024,payroll_and_earnings,payroll_roster,html_text_candidate,1,EXTSOURCE-4aba06610ad956cbe501db4b,2026-08-05T17:19:48.605054+00:00,0,implementation_confirmation,unclear,official_administrative_summary,EXTSRCREV-893f6b33b9a9cc2b6cc79bc9,source_review_lane_004,33,bounded HTML shell contains plausible administrative source signal,retained_html,NY
text/html; charset=utf-8,2b1c4470516346072b42b172e2361fece09f9e93685ce5211b09f64da987a772,retained prior type,0,Municipal Statistics Skip to content Municipal Statistics Hidden Button to Trap Enter Key DCED.PA.Gov Skip Navigation Links Taxes Find Local Withholding Rates by Address Find Municipality by Address Tax Registers EIT / PIT / LST Tax Registers (Official) EIT / PIT / LST Tax Registers (Real-Time) EIT / PIT / LST Tax Registers (Official) - Printable EIT / PIT / LST Tax Registers (Real-Time) - Printable EIT / PIT / LST Official Tax Registers (Historic) Tax Reports County Tax Information Municipal Tax Information Multi-Year Municipal Tax Information Financials County Annual Financial Reports Statew,"{""bounded_link_count"": 42, ""bounded_visible_character_count"": 15334, ""html_title"": ""Municipal Statistics""}",65316,https://appssyst.dced.pa.gov/munstats-public/ReportInformation2?report=LocalOfficial_Excel,EXTLOC-85c63239092865f372b5f8e2,,unclear,html,200,payroll_roster,https://appssyst.dced.pa.gov/munstats-public/ReportInformation2?report=LocalOfficial_Excel,high,0,0,False,RESCAND-b7c08a22dc01a6d16b157911,,MECHEXP-2aa73b2c84e1612bf18b5963|MECHEXP-683fb019e7d855a57c355b18|MECHEXP-7b3ca9759b828eb836243bcc|MECHEXP-d30d92c989cc699ec1984824,ROOTCOMP-f81f107fc1dd30f00e8d20cc,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/2b1c4470516346072b42b172e2361fece09f9e93685ce5211b09f64da987a772.html,appssyst.dced.pa.gov,Bushkill,0,true,ReportInformation2,2025,payroll_and_earnings,payroll_roster,html_text_candidate,1,EXTSOURCE-e6e8d6ba0e85a7faed4ecc85,2026-08-05T17:19:48.760573+00:00,0,implementation_confirmation,unclear,official_administrative_summary,EXTSRCREV-68af93455e648d49eb63fabe,source_review_lane_004,31,bounded HTML shell contains plausible administrative source signal,retained_html,PA
text/html; charset=utf-8,193fd332cef522847da75d48444a2b7566732d20d82d914b378c564130fa7c03,retained prior type,0,"Citywide Policies Skip to main content × MyAlbany Data retention notice: Only the address you choose to save and its corresponding latitude/longitude are stored as a cookie on your device for a period of one year. Because your saved location is stored on your device and not our servers, you will have to save your location seperately on each device you want to use MyAlbany on. --> Calendar Jobs Bill pay --> Toggle navigation --> --> --> Business & Development Business Resources Code Enforcement Protecting your business Short-Term Rentals Codes & Standards Business licenses in Albany Comprehensi","{""bounded_link_count"": 284, ""bounded_visible_character_count"": 12925, ""html_title"": ""Citywide Policies""}",155555,https://albanyoregon.gov/hr/policies,EXTLOC-346c2998d1d09f9c2d7b40a6,,unclear,html,200,payroll_roster,https://albanyoregon.gov/hr/policies,high,0,0,False,RESCAND-1cec2fe6158b026340b06c92,,MECHEXP-1d18f861ab95897d6507967d|MECHEXP-2af5ee42b1ee515661efb39c|MECHEXP-7a799fefb30950d6b3770e07|MECHEXP-ab700f378f74232929f1fce7,ROOTCOMP-f6a5356e1966b7ce1b190a17,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/193fd332cef522847da75d48444a2b7566732d20d82d914b378c564130fa7c03.html,albanyoregon.gov,Alban,0,true,policies,2022,payroll_and_earnings,payroll_roster,html_text_candidate,1,EXTSOURCE-e4cca67c7f24beefd1b2cb2d,2026-08-05T17:19:49.086268+00:00,0,implementation_confirmation,unclear,official_administrative_summary,EXTSRCREV-188a29a7e6737a61837f383e,source_review_lane_004,11,bounded HTML shell contains plausible administrative source signal,retained_html,WI
text/html;charset=UTF-8,ba81ebe9a94db00da345123f1eeede4a79ec03aaf717b0c8d5ac4e6145253c68,retained prior type,0,"Print Agenda Report Print Print ar-2161 Pgs. 7-12 City Council - Regular Meeting Meeting Date: 06/08/2016 Item Title: COPS Hiring Program Grant Submitted For: Scott Bieber, Police Department Project No: Funding/BARS No.: Financial Comments: There is no financial obligation to apply for this grant. If we are awarded the grant and accept it, that is when the City's financial obligation would begin. For each position we are awarded in the grant, we would receive a total of $125,000 over three years to help off-set the cost of one officer. The total cost of salary and benefits for an officer betwe","{""bounded_link_count"": 0, ""bounded_visible_character_count"": 10375, ""html_title"": ""Print Agenda Report""}",18571,https://agendas.ci.walla-walla.wa.us/print_ag_memo.cfm?mode=External&reloaded=true&rev_num=0&seq=2161,EXTLOC-2ca09771c36e858ad573c708,,police,html,200,payroll_roster,https://agendas.ci.walla-walla.wa.us/print_ag_memo.cfm?mode=External&reloaded=true&rev_num=0&seq=2161,high,0,0,False,RESCAND-b06bc94084432fc4509e5c79,,MECHEXP-00ed0d31982847f54866688a|MECHEXP-4005b5bb91eca44ff8c924a2|MECHEXP-424da1a495b132ca91d09a74|MECHEXP-d51ecf8f899ee9b4e0c948f9|MECHEXP-dc3a7942d55674cffad743ba,ROOTCOMP-3a05197640d21a9d8877d3a5,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/ba81ebe9a94db00da345123f1eeede4a79ec03aaf717b0c8d5ac4e6145253c68.html,agendas.ci.walla-walla.wa.us,Cassopolis,0,true,print_ag_memo.cfm,2016,multi_family_administrative_source,payroll_roster,html_text_candidate,1,EXTSOURCE-69e661c0b95327bad1a0253e,2026-08-05T17:19:49.165001+00:00,0,implementation_confirmation|payroll_and_earnings|staffing_and_headcount,police,official_administrative_summary,EXTSRCREV-f2f7212afd5489ce8742b0e0,source_review_lane_004,8,bounded HTML shell contains plausible administrative source signal,retained_html,MI
application/pdf,a7047ee7d34ea2abbc7e46a64390a2a102c57c283e86c7af20bc2c098b19cb44,retained prior type,0,,"{""pdf_eof_marker_present"": true, ""pdf_header"": ""%PDF-1.7""}",149343,https://arklegaudit.gov/downloadReport.php?id=LOM202222,EXTLOC-10dc6454f07dcfb712d69414,"inline; filename=""LOM202222.pdf""",police,pdf,200,payroll_roster,https://arklegaudit.gov/downloadReport.php?id=LOM202222,high,0,0,False,RESCAND-a91a257accf637aeea9e11fb,,MECHEXP-69725b44ac3177e0fa642352|MECHEXP-82d056a2e9fb030f93c0df68|MECHEXP-998ff8bfe2a4add7aaccaa5e|MECHEXP-dc2c11b3fbc6ecd903be3506|MECHEXP-e4c81b35da2a8cea198be5f4,ROOTCOMP-ad06d93710f6ad3ce533ac78,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/a7047ee7d34ea2abbc7e46a64390a2a102c57c283e86c7af20bc2c098b19cb44.pdf,arklegaudit.gov,Cammack Village,0,true,downloadReport.php,2023,multi_family_administrative_source,payroll_roster,parse_text_pdf_candidate,1,EXTSOURCE-79ec580f80f41d110d11e95b,2026-08-05T17:19:49.287940+00:00,0,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,police,direct_official_administrative_record,EXTSRCREV-f645d15a30cf9221db7fb81b,source_review_lane_004,34,supported source format and plausible administrative metadata,retained_pdf,AR
