staffing_evidence_id,municipality,state,compensation_cycle_id,side,staffing_reduction_language,vacancy_language,recruitment_language,retention_language,minimum_staffing_language,overtime_response_language,outsourcing_language,consolidation_language,attrition_language,hiring_freeze_language,position_elimination_language,authorized_headcount_language,filled_headcount_language,pressure_direction,implementation_status,evidence_quality,bounded_evidence_excerpt,technical_lineage_id
STAFF-7a8c4e130f0d7ff07ce118e4,Darby,OH,2021,unclear,,,,,,Article 19 Overtime 20,,,,,,,,upward,negotiated_term,moderate,Article 19 Overtime 20,WCM-df56587c6870fa571e336af6
STAFF-8a617a6435162bf692d6d203,Darby,OH,2021,unclear,,"For example, when a captain is on vacation, the vacancy will first be offered to the other captains,",,,,,,,,,,,,unclear,negotiated_term,moderate,"For example, when a captain is on vacation, the vacancy will first be offered to the other captains,",WCM-450aa2e4b8ae02da7c9948e4
STAFF-9752feeb00eeab7b14907c1f,Darby,OH,2021,unclear,,"vacancy will first be offered to the other lieutenants, then the captains, and finally to the available",,,,,,,,,,,,unclear,negotiated_term,moderate,"vacancy will first be offered to the other lieutenants, then the captains, and finally to the available",WCM-d6ce470ff6e610138abea377
STAFF-c5c6090f55643c0f5bc8879c,Springfield,OH,2019,police,,service may fill vacant non-rotating positions if vacancies occur in the non-rotating positions,,,,,,,,,,,,mixed,negotiated_term,moderate,service may fill vacant non-rotating positions if vacancies occur in the non-rotating positions,WCM-d28d5b599ad227cbcd696ed7
STAFF-29b937c9bd43e6fccc78a497,Liberty,OH,2019,fire,,shift personnel may be contacted to fill a vacancy without utilizing the entire distribution list and,,,,,,,,,,,,unclear,negotiated_term,moderate,shift personnel may be contacted to fill a vacancy without utilizing the entire distribution list and,WCM-4f66446630c9d39589584d36
STAFF-f592dde2d29727e54595ac0f,Liberty,OH,2019,fire,,may continue to call through the overtime list to fill the vacancy and cover the opening;,,,,may continue to call through the overtime list to fill the vacancy and cover the opening;,,,,,,,,upward,negotiated_term,moderate,may continue to call through the overtime list to fill the vacancy and cover the opening;,WCM-1ca0a9451d262049942d4499
STAFF-73a9dfc2d3f41bf2737936b2,Oronoco,MN,2025,unclear,,,,"201 100-42200-42259 Retention 1,000.00 1,000.00 551.53 1,500.00 1,018.20 - - - -",,,,,,,,,,unclear,negotiated_term,moderate,"201 100-42200-42259 Retention 1,000.00 1,000.00 551.53 1,500.00 1,018.20 - - - -",WCM-a07f7e35621093a4849054b8
STAFF-8859c27cc734ef9ac0d3d7b3,Oronoco,MN,2025,unclear,,,"232 100-42210-42258 Recruitment - - - 1,500.00 139.00 - - - -",,,,,,,,,,,unclear,negotiated_term,moderate,"232 100-42210-42258 Recruitment - - - 1,500.00 139.00 - - - -",WCM-0b3cfafe91819b28ecf0df48
STAFF-585e6579922f72206e6976d0,Oronoco,MN,2025,unclear,,,"200 100-42200-42258 Recruitment 1,000.00 1,000.00 590.30 1,500.00 868.43 - - - -",,,,,,,,,,,unclear,negotiated_term,moderate,"200 100-42200-42258 Recruitment 1,000.00 1,000.00 590.30 1,500.00 868.43 - - - -",WCM-93e061ec967af44815fd7a4a
STAFF-f8d8c672b914f9d858931ba1,Oxford,OH,2021,unclear,,Whenever a vacancy,,,,,,,,,,,,unclear,negotiated_term,moderate,Whenever a vacancy,WCM-361920599704c82f98d4cb96
STAFF-bf1a750f9b777f26883b46a1,Hammondsport,NY,2024,police,,,,,,"The Association has proposed that the current overtime provision, which requires",,,,,,,,upward,proposal_or_demand,moderate,"The Association has proposed that the current overtime provision, which requires",WCM-336d4e46432e2fef8438c707
STAFF-fb6b0bc4d7051b186b274c56,Hammondsport,NY,2024,police,,,,,,"The Association has proposed that the current overtime provision, which requires",,,,,,,,upward,proposal_or_demand,moderate,"The Association has proposed that the current overtime provision, which requires",WCM-7d7b7c8cac84e960429dd530
STAFF-7456fec240324c08892326c7,Union,IN,2025,police,,,,,,04/11/2025 84949 PAYROLL FUND 6101060151.000 WATER-OVERTIME WAGE Water Overtime 572.17 PR84949 04/09/2025,,,,,,,,upward,unclear_status,moderate,04/11/2025 84949 PAYROLL FUND 6101060151.000 WATER-OVERTIME WAGE Water Overtime 572.17 PR84949 04/09/2025,WCM-b2649200ab708f5823d65dec
STAFF-c603f43fc07159b040279f90,Union,IN,2025,police,,,,,,03/28/2025 84796 PAYROLL FUND 6101060151.000 WATER-OVERTIME WAGE Water Overtime 258.60 PR84796 03/26/2025,,,,,,,,upward,unclear_status,moderate,03/28/2025 84796 PAYROLL FUND 6101060151.000 WATER-OVERTIME WAGE Water Overtime 258.60 PR84796 03/26/2025,WCM-b2cb8d66f8c1254752f51c62
STAFF-16c3086a62926bdfcee21e2f,Union,IN,2025,police,,,,,,04/11/2025 84949 PAYROLL FUND 6101060151.000 WATER-OVERTIME WAGE Water Overtime 572.17 PR84949 04/09/2025,,,,,,,,upward,unclear_status,moderate,04/11/2025 84949 PAYROLL FUND 6101060151.000 WATER-OVERTIME WAGE Water Overtime 572.17 PR84949 04/09/2025,WCM-24076f8f8958c46b19d448ef
STAFF-ee00affaba28a5ff7a8a096d,Union,IN,2025,police,,,,,,03/28/2025 84796 PAYROLL FUND 6101060151.000 WATER-OVERTIME WAGE Water Overtime 258.60 PR84796 03/26/2025,,,,,,,,upward,unclear_status,moderate,03/28/2025 84796 PAYROLL FUND 6101060151.000 WATER-OVERTIME WAGE Water Overtime 258.60 PR84796 03/26/2025,WCM-9bac6d1f7a0cb01cd5c7168c
STAFF-5bbb7a07449441750ba67f3e,Marion,OH,2020,fire,,days after vacancy.,,,,,,,,,,,,unclear,negotiated_term,moderate,days after vacancy.,WCM-14fd88ce61d532f72afbf3e0
STAFF-d6d4df02b6c08ab48716ec26,Marion,OH,2020,fire,,Temporary transfers shall be defined as for one (1) day or to fill a vacancy,,,,,,,,,,,,unclear,negotiated_term,moderate,Temporary transfers shall be defined as for one (1) day or to fill a vacancy,WCM-ab18182c4843e0f80d18fe82
STAFF-485b17119eea506bc25a8714,Dodge,KS,undated-source-BRMGRS-20260802-06cd53fd2c0cb60c8edfeda0,police,,Authorized leave of less than thirty (30) days is not considered a vacancy.,,,,,,,,,,,,unclear,negotiated_term,moderate,Authorized leave of less than thirty (30) days is not considered a vacancy.,WCM-8148223ed4dbf6978ea616f4
STAFF-613ba35e18c0eb5d01298b70,Dodge,KS,undated-source-BRMGRS-20260802-06cd53fd2c0cb60c8edfeda0,police,,,,should retain his/her higher salary grade/range.,,,,,,,,,,neutral_or_procedural,negotiated_term,moderate,should retain his/her higher salary grade/range.,WCM-4432e86d94dfc56aca862f43
STAFF-4a2576b59584dcefe083d514,Dodge,KS,undated-source-BRMGRS-20260802-06cd53fd2c0cb60c8edfeda0,police,,,,should retain his/her higher salary grade/range.,,,,,,,,,,neutral_or_procedural,negotiated_term,moderate,should retain his/her higher salary grade/range.,WCM-6a6571387ead275f5a1d70f6
STAFF-458eb08c676192a8023a5595,Dodge,KS,undated-source-BRMGRS-20260802-06cd53fd2c0cb60c8edfeda0,police,,When a permanent vacancy occurs in any Employee Unit position except Patrol,,,,,,,,,,,,unclear,negotiated_term,moderate,When a permanent vacancy occurs in any Employee Unit position except Patrol,WCM-61f6c5cdb4d6f1845bc073a6
STAFF-9498991a33dc31b187477309,Lake,MN,undated-source-BRMGRS-20260802-af762117c19981e8234de3cf,unclear,,,"In the most recent recruitment cycle, we received three qualified applicants, all of",,,,,,,,,,,unclear,negotiated_term,moderate,"In the most recent recruitment cycle, we received three qualified applicants, all of",WCM-9152de432ec5319a64985fa1
STAFF-0ea7ae740738f8429dd8beb7,Big Flats,NY,2021,unclear,,"FURTHER RESOLVED the salaries are for incumbents and if there shall be any vacancy, the Town",,,,,,,,,,,,unclear,unclear_status,moderate,"FURTHER RESOLVED the salaries are for incumbents and if there shall be any vacancy, the Town",WCM-bd93f1063572e9884a35ce2d
STAFF-7f61b953660ee8574770a28b,Ticonderoga,NY,2022,non_safety,,,,,,o SW06.8320.191 Water Overtime $279.90,,,,,,,,upward,negotiated_term,moderate,o SW06.8320.191 Water Overtime $279.90,WCM-c2c3739a62cff59bae20fb25
STAFF-116ea8903836a1b2d089edf5,Ticonderoga,NY,2022,non_safety,,,,,,o SW06.8320.191 Water Overtime $279.90,,,,,,,,upward,negotiated_term,moderate,o SW06.8320.191 Water Overtime $279.90,WCM-214054e0faa18b13954d76d3
STAFF-16dc41339dd591e45fa3f031,Ticonderoga,NY,2022,non_safety,,,,,,o A.1110.191 Justice Overtime $321.78,,,,,,,,upward,negotiated_term,moderate,o A.1110.191 Justice Overtime $321.78,WCM-14e8b5f0e8275e8bcca25607
STAFF-3e81bfb8164a3438f943c16f,Ticonderoga,NY,2022,non_safety,,,,,,o A.1110.191 Justice Overtime $321.78,,,,,,,,upward,negotiated_term,moderate,o A.1110.191 Justice Overtime $321.78,WCM-9b4e78f60a0036fd946224ab
STAFF-ecd66768cd67f9307d921ce7,Ticonderoga,NY,2022,non_safety,,,,,,"o DA.5142.191 Snow Removal Highway Overtime ($7,060.89)",,,,,,,,upward,negotiated_term,moderate,"o DA.5142.191 Snow Removal Highway Overtime ($7,060.89)",WCM-fa602c1f595f3acdaa58295b
STAFF-90f007ebef3dcdf2ee074105,Ticonderoga,NY,2022,fire,,,"of Ti EMS in regards to staffing and making sure people have their certificates and recruiting,",,,,,,,,,,,mixed,negotiated_term,moderate,"of Ti EMS in regards to staffing and making sure people have their certificates and recruiting,",WCM-9a9962fea04c5937c3764e11
STAFF-09644437cd4edb9eac653c5a,Ticonderoga,NY,2022,non_safety,,,,,,"o DA.5142.191 Snow Removal Highway Overtime ($7,060.89)",,,,,,,,upward,negotiated_term,moderate,"o DA.5142.191 Snow Removal Highway Overtime ($7,060.89)",WCM-23ad668669af05b9c5bf2fc9
STAFF-e142a14fe55732f21602eb8e,Grandview,IN,undated-source-BRMGRS-20260802-c7938058c73ed696b4feeae4,unclear,,,,"adhere to, practice and follow the Cities and Towns Retention Schedule, Indiana",,,,,,,,,,unclear,unclear_status,moderate,"adhere to, practice and follow the Cities and Towns Retention Schedule, Indiana",WCM-8a24d4c91b2f402ace4f50a1
STAFF-8fe057bfe04e7763b8cb5359,Elyria,OH,2020,police,,"the abolishment, or should a vacancy occur through death, resignation or any other cause within",,,,,,,,,,,,unclear,unclear_status,moderate,"the abolishment, or should a vacancy occur through death, resignation or any other cause within",WCM-a886c4b9b08de6dddcf5d74a
STAFF-94a1fd23592cea6122439ed3,Vergas,MN,undated-source-BRMGRS-20260802-327099d5ce39b70383b7ab79,non_safety,,,,,,Employees shall be compensated for overtime rates at one and one-half (1.5) the regular,,,,,,,,upward,negotiated_term,moderate,Employees shall be compensated for overtime rates at one and one-half (1.5) the regular,WCM-876305a31a40427c159f4ce1
STAFF-a0d3a84c92dff2ad5701c4ff,Vergas,MN,undated-source-BRMGRS-20260802-327099d5ce39b70383b7ab79,non_safety,,,,,,Overtime will be calculated to the nearest 15 minutes.,,,,,,,,upward,negotiated_term,moderate,Overtime will be calculated to the nearest 15 minutes.,WCM-d123a9b74be212ac80fdaf35
STAFF-4cdc70c1ac00bd740f1bc0d5,Vergas,MN,undated-source-BRMGRS-20260802-327099d5ce39b70383b7ab79,non_safety,,,"employment, including but not limited to recruitment, hiring, demotion, transfer,",,,,,,,,,,,mixed,negotiated_term,moderate,"employment, including but not limited to recruitment, hiring, demotion, transfer,",WCM-727169be48c005f6d8d9f0b3
STAFF-aee6509ed2af297f509f50f7,Vergas,MN,undated-source-BRMGRS-20260802-327099d5ce39b70383b7ab79,non_safety,,,,,,Employees shall be compensated for overtime rates at one and one-half (1.5) the regular,,,,,,,,upward,negotiated_term,moderate,Employees shall be compensated for overtime rates at one and one-half (1.5) the regular,WCM-71b1349ce3afde13f8febfac
STAFF-cd9de773c9576eabf947f1e9,Vergas,MN,undated-source-BRMGRS-20260802-327099d5ce39b70383b7ab79,non_safety,,,,,,Overtime will be calculated to the nearest 15 minutes.,,,,,,,,upward,negotiated_term,moderate,Overtime will be calculated to the nearest 15 minutes.,WCM-f4d2d4744c53c2d475e41631
STAFF-d486f00dcb97c047cb91d762,Vergas,MN,undated-source-BRMGRS-20260802-327099d5ce39b70383b7ab79,non_safety,,"Pay tables will be established annually, for new positions at time of a position vacancy,",,,,,,,,,,,,mixed,negotiated_term,moderate,"Pay tables will be established annually, for new positions at time of a position vacancy,",WCM-7f0e8a8cbcee8d24131db0f7
STAFF-0db1f95e3caaad680850230d,Frankenmuth,MI,undated-source-BRMGRS-20260802-0632892211433bb455c6f837,unclear,,,,,,"All unscheduled hours of overtime worked, to be compensable,",,,,,,,,upward,negotiated_term,moderate,"All unscheduled hours of overtime worked, to be compensable,",WCM-8d1263e0ba58601a9a767bb0
STAFF-6baa264e9e03f38514265c36,Frankenmuth,MI,undated-source-BRMGRS-20260802-0632892211433bb455c6f837,unclear,,,,,,overtime hours be pyramided to create an hourly rate greater,,,,,,,,upward,negotiated_term,moderate,overtime hours be pyramided to create an hourly rate greater,WCM-b3e986f37d45685f7b9de781
STAFF-0c36a56fa39a86c3b77665b7,Frankenmuth,MI,undated-source-BRMGRS-20260802-0632892211433bb455c6f837,unclear,,,,,,"All unscheduled hours of overtime worked, to be compensable,",,,,,,,,upward,negotiated_term,moderate,"All unscheduled hours of overtime worked, to be compensable,",WCM-758456b2778afa7ed4d035b7
STAFF-c41135f427d7afb127a9a7f5,Frankenmuth,MI,undated-source-BRMGRS-20260802-0632892211433bb455c6f837,unclear,,,,,,overtime hours be pyramided to create an hourly rate greater,,,,,,,,upward,negotiated_term,moderate,overtime hours be pyramided to create an hourly rate greater,WCM-c9602123e089ec03b4046ac1
STAFF-05202e5cf571daf7a956ecc0,Miles,IA,2021,unclear,,,,,,Overtime parking $ 20.00,,,,,,,,upward,negotiated_term,moderate,Overtime parking $ 20.00,WCM-465b2a23971d9f91b10e6427
STAFF-88fe6586b504472a714f5709,Miles,IA,2021,unclear,,,,,,Overtime parking $ 20.00,,,,,,,,upward,negotiated_term,moderate,Overtime parking $ 20.00,WCM-14db0a231c3051f00c86893c
STAFF-c11284f28557c09655e623db,Olive,NY,2025,unclear,,,,,,2.2.1 Summary: The Fair Labor Standards Act (FLSA) establishes overtime pay and record,,,,,,,,upward,unclear_status,moderate,2.2.1 Summary: The Fair Labor Standards Act (FLSA) establishes overtime pay and record,WCM-3e848f83686b97ce68eb2dee
STAFF-f6ca18eb31e6b3bec35a7737,Olive,NY,2025,unclear,,,,,,2.2.1 Summary: The Fair Labor Standards Act (FLSA) establishes overtime pay and record,,,,,,,,upward,unclear_status,moderate,2.2.1 Summary: The Fair Labor Standards Act (FLSA) establishes overtime pay and record,WCM-e1719b4ae34714fc94e7c361
STAFF-52631a2c9de9aed78d5afe9f,Meadowlakes,TX,2018,unclear,,"WHEREAS, under Texas Local Government Code §22.010 a single vacancy on",,,,,,,,,,,,mixed,unclear_status,moderate,"WHEREAS, under Texas Local Government Code §22.010 a single vacancy on",WCM-c8ab6f2a44ceee00b007a948
STAFF-f6ba083dedbf5f2c66328619,Meadowlakes,TX,2018,unclear,,,,,,"6416 · Overtime & Standby Pay 913 4,975",,,,,,,,upward,unclear_status,moderate,"6416 · Overtime & Standby Pay 913 4,975",WCM-56a7d4343f359294af6c4023
STAFF-e83abab31d18b70fb15b6d11,Meadowlakes,TX,2018,unclear,,"WHEREAS, there is a current vacancy on Place One (1) of City Council (“City",,,,,,,,,,,,mixed,unclear_status,moderate,"WHEREAS, there is a current vacancy on Place One (1) of City Council (“City",WCM-2847639a429e0bfa3807bafc
STAFF-fb5ab992dc2098b55b648e7e,Meadowlakes,TX,2018,unclear,,,,,,"6416 · Overtime & Standby Pay 913 4,975",,,,,,,,upward,unclear_status,moderate,"6416 · Overtime & Standby Pay 913 4,975",WCM-73017c8d62912ab5c69c9cf9
STAFF-4698c8eaab9a3bf4e5ebd945,Montague,MI,2025,unclear,,,,,,"101-301-704.000 OVERTIME-SALARY 48,738 42,375 46,715 50,000 50,000",,,,,,,,upward,unclear_status,moderate,"101-301-704.000 OVERTIME-SALARY 48,738 42,375 46,715 50,000 50,000",WCM-9db6c34208880074e03aabb6
STAFF-4ecaea4b29a25ee8af2e8839,Montague,MI,2025,unclear,,,,,,"101-567-704.000 OVERTIME-SALARY 3,747 4,056 3,939 4,500 4,000",,,,,,,,upward,unclear_status,moderate,"101-567-704.000 OVERTIME-SALARY 3,747 4,056 3,939 4,500 4,000",WCM-844d7b905921ee6cfcd72694
STAFF-efd8ff9cf2fc628c41821ec1,Montague,MI,2025,unclear,,,,,,101-265-704.000 OVERTIME-SALARY 108 110 100,,,,,,,,upward,unclear_status,moderate,101-265-704.000 OVERTIME-SALARY 108 110 100,WCM-4acf41b2787e6a8d1bebea42
STAFF-61876f2af20743087f546c5d,Montague,MI,2025,unclear,,,,,,"101-301-704.000 OVERTIME-SALARY 48,738 42,375 46,715 50,000 50,000",,,,,,,,upward,unclear_status,moderate,"101-301-704.000 OVERTIME-SALARY 48,738 42,375 46,715 50,000 50,000",WCM-6aa7d6837ac7a4c8044b9552
STAFF-c40cfd33530aa862315c1e21,Montague,MI,2025,unclear,,,,,,101-265-704.000 OVERTIME-SALARY 108 110 100,,,,,,,,upward,unclear_status,moderate,101-265-704.000 OVERTIME-SALARY 108 110 100,WCM-88b68e30c229d91daa19f830
STAFF-64d64a036519b58052bd55ae,Montague,MI,2025,unclear,,,,,,"101-567-704.000 OVERTIME-SALARY 3,747 4,056 3,939 4,500 4,000",,,,,,,,upward,unclear_status,moderate,"101-567-704.000 OVERTIME-SALARY 3,747 4,056 3,939 4,500 4,000",WCM-a565e68fd4ff4c4380fd2b16
STAFF-720215bd2cfbf8f7f89ee46d,New Baltimore,NY,2025,unclear,,,,,,"shall be 40 hours, and that overtime be paid for hours worked by full-time employees over 40",,,,,,,,upward,unclear_status,moderate,"shall be 40 hours, and that overtime be paid for hours worked by full-time employees over 40",WCM-7d1382502aeeda735e7cb217
STAFF-5cdb8ff3f39bd67c5c87d0c3,New Baltimore,NY,2025,unclear,,,,,,shall be 32.5 hours per week and that overtime be paid for hours worked in excess of 40 hours,,,,,,,,upward,unclear_status,moderate,shall be 32.5 hours per week and that overtime be paid for hours worked in excess of 40 hours,WCM-743659d6dc7c03b2dc0257ee
STAFF-e11945097d43622580bb6d3e,New Baltimore,NY,2025,unclear,,,,,,shall be 32.5 hours per week and that overtime be paid for hours worked in excess of 40 hours,,,,,,,,upward,unclear_status,moderate,shall be 32.5 hours per week and that overtime be paid for hours worked in excess of 40 hours,WCM-44ecb18c3934f71e3026d3d0
STAFF-59fe82dc45e409847c194b80,New Baltimore,NY,2025,unclear,,,,as engineering firms that are eligible for retention,,,,,,,,,,unclear,unclear_status,moderate,as engineering firms that are eligible for retention,WCM-e1cb817a44b3da9d12de4207
STAFF-5f404995c81913478d10f7df,New Baltimore,NY,2025,unclear,,,,,,Overtime shall be paid at 1.5 times the regular rate of pay at the 41st hour.,,,,,,,,upward,unclear_status,moderate,Overtime shall be paid at 1.5 times the regular rate of pay at the 41st hour.,WCM-95f59fb5d47ba4dee4d0af97
STAFF-0a461b4b4f1a8b4cea1df33e,New Baltimore,NY,2026,unclear,,,,"retained as Attorney for the Town of New Baltimore for the year 2026 at the annual rate of $20,000, payable monthly, to provide such legal services as the Town Board deems",,,,,,,,,,unclear,unclear_status,moderate,"retained as Attorney for the Town of New Baltimore for the year 2026 at the annual rate of $20,000, payable monthly, to provide such legal services as the Town Board deems",WCM-7597840682ff0dd0a27c8998
STAFF-8757df5b269b1f58609cf429,New Baltimore,NY,2025,unclear,,,,,,"shall be 40 hours, and that overtime be paid for hours worked by full-time employees over 40",,,,,,,,upward,unclear_status,moderate,"shall be 40 hours, and that overtime be paid for hours worked by full-time employees over 40",WCM-83ddd856c22a7f6dbad61194
STAFF-cc7fd3097d74de1056c36ace,New Baltimore,NY,2025,unclear,,,,,,Overtime shall be paid at 1.5 times the regular rate of pay at the 41st hour.,,,,,,,,upward,unclear_status,moderate,Overtime shall be paid at 1.5 times the regular rate of pay at the 41st hour.,WCM-8a0d58780fb5c21fcb03bd81
STAFF-352a6a8995408057d5f2b4ae,Darien,WI,undated-source-BRMGRS-20260802-b0f489421e8123dda4c9fefa,unclear,,,,,,24 ▪ Exempt - an employee whose position meets the overtime exemption requirements,,,,,,,,upward,negotiated_term,moderate,24 ▪ Exempt - an employee whose position meets the overtime exemption requirements,WCM-f198bc17f0f465a1ccd81297
STAFF-cd6252280b441b8470c401e0,Darien,WI,undated-source-BRMGRS-20260802-b0f489421e8123dda4c9fefa,unclear,,,,,,24 ▪ Exempt - an employee whose position meets the overtime exemption requirements,,,,,,,,upward,negotiated_term,moderate,24 ▪ Exempt - an employee whose position meets the overtime exemption requirements,WCM-0f4d37a4cf4183f91c14157f
STAFF-63abb97121d86819598c23bc,Decatur,MI,undated-source-BRMGRS-20260802-76fc5fed91f2a1efdc64b9eb,unclear,,,,,,Overtime were reduced based on the above analysis.,,,,,,,,upward,unclear_status,moderate,Overtime were reduced based on the above analysis.,WCM-c50f1b7e4c3395c558bd1e56
STAFF-bdaf8f3665a2b0fe3beec4a1,Decatur,MI,undated-source-BRMGRS-20260802-76fc5fed91f2a1efdc64b9eb,unclear,,,,,,Overtime were reduced based on the above analysis.,,,,,,,,upward,unclear_status,moderate,Overtime were reduced based on the above analysis.,WCM-d7fd75bd657b53fc488ac851
STAFF-4dae1c6f4b62968bbf3b36e3,Halcott,NY,2025,unclear,,,,,,3) That each fulltime highway employee in the Town of Halcott be paid time and a half for overtime after a 40/hr week.,,,,,,,,upward,negotiated_term,moderate,3) That each fulltime highway employee in the Town of Halcott be paid time and a half for overtime after a 40/hr week.,WCM-48e970cf4f1360a0ef1ddb58
STAFF-226de576e3f158da6938be5c,Halcott,NY,2025,unclear,,,,,,3) That each fulltime highway employee in the Town of Halcott be paid time and a half for overtime after a 40/hr week.,,,,,,,,upward,negotiated_term,moderate,3) That each fulltime highway employee in the Town of Halcott be paid time and a half for overtime after a 40/hr week.,WCM-0f0fb4259783537320bb1d62
STAFF-bd46d0c54f361aec1e2b9e41,Halcott,NY,2025,unclear,,,,,,"5b) That hourly employees who work less than 40 hours in a week, may not receive overtime for that week.",,,,,,,,upward,negotiated_term,moderate,"5b) That hourly employees who work less than 40 hours in a week, may not receive overtime for that week.",WCM-68257e5613c5cbcb5d70f2d3
STAFF-72c51cb8b009babdd5bb9461,Halcott,NY,2025,unclear,,,,,,"5b) That hourly employees who work less than 40 hours in a week, may not receive overtime for that week.",,,,,,,,upward,negotiated_term,moderate,"5b) That hourly employees who work less than 40 hours in a week, may not receive overtime for that week.",WCM-1826ea1e5e2350e5666f913a
STAFF-9097cb673c9561b3f61d8704,Lawrence Park,PA,2018,police,,Cadwallader to fill a vacancy;,,,,,,,,,,,,unclear,unclear_status,moderate,Cadwallader to fill a vacancy;,WCM-a14f3c833337c70913af0991
STAFF-a758914548fb50b9d8f68482,Put-in-Bay,OH,2024,police,,,,,,Overtime for police officers and police officers - deputy marshals is based on an 86 hour pay,,,,,,,,upward,unclear_status,moderate,Overtime for police officers and police officers - deputy marshals is based on an 86 hour pay,WCM-d3dc86b33c0e5fb8bd917ebd
STAFF-2914a60b4963523b0c81b5f6,Put-in-Bay,OH,2024,unclear,,,,,,Exempt employees shall not be eligible for overtime but,,,,,,,,upward,unclear_status,moderate,Exempt employees shall not be eligible for overtime but,WCM-28dc0dcec6f884e186f7c018
STAFF-f03808fc2d57177ffa808c89,Put-in-Bay,OH,2024,unclear,,,,,,Exempt employees shall not be eligible for overtime but,,,,,,,,upward,unclear_status,moderate,Exempt employees shall not be eligible for overtime but,WCM-c7ff7048bad6903478a8c28a
STAFF-e6b939f5971495fdb1d13592,Put-in-Bay,OH,2024,police,,,,,,Overtime for police officers and police officers - deputy marshals is based on an 86 hour pay,,,,,,,,upward,unclear_status,moderate,Overtime for police officers and police officers - deputy marshals is based on an 86 hour pay,WCM-98ac3c25240064f3d5e666b1
STAFF-74248eb29873619b074ff591,Templeton,IA,undated-source-BRMGRS-20260802-fac6f03389e983e247b4b28d,unclear,,,,,,Overtime parking $10.00 $5.00,,,,,,,,upward,negotiated_term,moderate,Overtime parking $10.00 $5.00,WCM-9d1665d50bf5ae7aaf9f667c
STAFF-64b3cfd45fbe574c913804b9,Templeton,IA,undated-source-BRMGRS-20260802-fac6f03389e983e247b4b28d,unclear,,,,,,Overtime parking $10.00 $5.00,,,,,,,,upward,negotiated_term,moderate,Overtime parking $10.00 $5.00,WCM-1993ec5767e912d5b66b0a91
STAFF-21886aa1b5bc052de05fac26,Kaukauna,WI,undated-source-BRMGRS-20260802-11da59a35d4e62877f7ccd6a,fire,,,,,,"Article IV - Overtime – As a clarification to existing application only, modify the first",,,,,,,,upward,negotiated_term,moderate,"Article IV - Overtime – As a clarification to existing application only, modify the first",WCM-e1b3249cc82632bb8bbf2b33
STAFF-896d4cc14df1663ad97b0ff0,Kaukauna,WI,undated-source-BRMGRS-20260802-11da59a35d4e62877f7ccd6a,fire,,,,,,"Article IV - Overtime – As a clarification to existing application only, modify the first",,,,,,,,upward,negotiated_term,moderate,"Article IV - Overtime – As a clarification to existing application only, modify the first",WCM-5f1f5a4c08e108352c2ea14c
STAFF-ac619390eb84bdda64f4d6a1,Emmett,MI,undated-source-BRMGRS-20260802-dcde6af64d379fe2f9bbb977,police,,,,,,"101-215-705.00 OVERTIME 500 3,700 4,229",,,,,,,,upward,unclear_status,moderate,"101-215-705.00 OVERTIME 500 3,700 4,229",WCM-2eae9a5b9a9cfb76f1568cd4
STAFF-49e9ef0dd3b9b2f453121bf1,Emmett,MI,undated-source-BRMGRS-20260802-dcde6af64d379fe2f9bbb977,police,,,,,,101-257-705.00 OVERTIME,,,,,,,,upward,unclear_status,moderate,101-257-705.00 OVERTIME,WCM-362c3797bb6a0885a806193e
STAFF-18fb684d09ea1352206be066,Emmett,MI,undated-source-BRMGRS-20260802-dcde6af64d379fe2f9bbb977,police,,,,,,101-253-705.00 OVERTIME,,,,,,,,upward,unclear_status,moderate,101-253-705.00 OVERTIME,WCM-2f18c448e9df0820586fa019
STAFF-52472bca589197c712aa90d2,Emmett,MI,undated-source-BRMGRS-20260802-dcde6af64d379fe2f9bbb977,police,,,,,,"101-215-705.00 OVERTIME 500 3,700 4,229",,,,,,,,upward,unclear_status,moderate,"101-215-705.00 OVERTIME 500 3,700 4,229",WCM-64ca24ce16c98d6176ceae8d
STAFF-dc13649630de09967c72e6ce,Emmett,MI,undated-source-BRMGRS-20260802-dcde6af64d379fe2f9bbb977,police,,,,,,101-257-705.00 OVERTIME,,,,,,,,upward,unclear_status,moderate,101-257-705.00 OVERTIME,WCM-74eba254cdf797d4618d3fa9
STAFF-27a0a7cec90099051b7250da,Emmett,MI,undated-source-BRMGRS-20260802-dcde6af64d379fe2f9bbb977,police,,,,,,101-253-705.00 OVERTIME,,,,,,,,upward,unclear_status,moderate,101-253-705.00 OVERTIME,WCM-806a42481739c87e38681053
STAFF-451d12f626ade8f605b366fa,Nether Providence,PA,2024,unclear,,,,,,01410-179 Local Drug Enforcement Overtime 0.00 0.00,,,,,,,,upward,unclear_status,moderate,01410-179 Local Drug Enforcement Overtime 0.00 0.00,WCM-9c6db8f5b856f5544169bfde
STAFF-27272a6852b11b56561dc602,Nether Providence,PA,2024,unclear,,,,,,01410-179 Local Drug Enforcement Overtime 0.00 0.00,,,,,,,,upward,unclear_status,moderate,01410-179 Local Drug Enforcement Overtime 0.00 0.00,WCM-300db51da67419dad99a371b
