technical_lineage_id,source_span_lineage_id,municipality,state,region,source_family,source_title,source_url,mechanism_class,side,bounded_evidence_excerpt,claim_boundary,structure_type,table_identity,row_column_labels,step_rank_grade_label,effective_period,structured_value_elements,formula_text,caps_floors,fake_scalar_created
WCM-064aecbce555d2284e69e4ec,WCRS-fb8d0f5fb944ce6705f234d7,Leon,WI,Midwest,agenda_packet_or_minutes,,https://townleon.com/files/minutes/2025.pdf,cola_cpi_indexing,unclear,"Mark Piechowski presented the 2026 budget request with a 10% increase from 2025,",claim_ready,percentage,,,,2026,"[""2026"", ""10%"", ""2025,""]",,,false
WCM-6d1568fd17c5eb369576c851,WCRS-d2ebc0a5b4c10851030aade6,Leon,WI,Midwest,agenda_packet_or_minutes,,https://townleon.com/files/minutes/2025.pdf,cola_cpi_indexing,non_safety,Becky Horvath presented the proposed 2026 budget for the library with an increase of 1.8% over 2025.,claim_ready,percentage,,,,2026,"[""2026"", ""1.8%"", ""2025""]",,,false
WCM-8743b7c49743a598304eaa82,WCRS-8efffab0fa55a8333d5fdadd,Lena,WI,Midwest,budget_or_pay_plan,,https://villageoflena.net/wp-content/uploads/2025/11/09-15-2025-Village-Board-Minutes.pdf,step_schedule_seniority,unclear,-Wage Schedule: Discussion on the Finance Committee’s recommended 3% wage increase for full-time,claim_ready,percentage,,,,2025,"[""3%""]",,,false
WCM-04bf9c5429379b904f7569f8,WCRS-dc7b541f7489e1706a9608a3,Lena,WI,Midwest,budget_or_pay_plan,,https://villageoflena.net/wp-content/uploads/2025/11/09-15-2025-Village-Board-Minutes.pdf,cola_cpi_indexing,unclear,-Wage Schedule: Discussion on the Finance Committee’s recommended 3% wage increase for full-time,claim_ready,percentage,,,,2025,"[""3%""]",,,false
WCM-589506fda013b95aabf3fb4b,WCRS-fbbafde77c9c2b52a785acab,Chardon,OH,Midwest,cba,,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Addendums/2023/23-MED-04-0377.pdf,cola_cpi_indexing,unclear,Income Tax Based on the 3.5% wage increase resulting from the income tax formula (see,claim_ready,percentage,CJTY MANAGE R,,,2023,"[""3.5%""]",Income Tax Based on the 3.5% wage increase resulting from the income tax formula (see,,false
WCM-ad8fae10c14b30deec1a6e95,WCRS-db32e9d3c13fe02d3c92c343,Chardon,OH,Midwest,cba,,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Addendums/2023/23-MED-04-0377.pdf,step_schedule_seniority,police,Fax: 440-286-2658 Position Step 1 Step 2 Step 3 Step 4 Step 5 Step 6 Patrol $32.92 $34.57 $36.30 $38.11 $40.02 N/A,claim_ready,step_schedule,,,,2023,"[""440"", ""286"", ""2658"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6"", ""$32.92"", ""$34.57"", ""$36.30"", ""$38.11"", ""$40.02""]",,,false
WCM-f93e081693a5a91ed0098970,WCRS-5fbe63ad4f8244262b97b8f5,Richland,WI,Midwest,other_local_government_pay_policy,,https://mccmeetingspublic.blob.core.usgovcloudapi.net/richlandwi-meet-9d225318bdbc4f818b5028ef497002d0/ITEM-Attachment-001-92728f7d343e4666b11e9c85445634df.pdf,cola_cpi_indexing,unclear,City Full Time - Non-Represented Employees 2.75% Increase from 2025 Rate,claim_ready,percentage,RESOLUTION TO ESTABLISH 2026 WAGE RATES,,,2025,"[""2.75%"", ""2025""]",,,false
WCM-95087e9af65e1da9ece35955,WCRS-b12a29f7d8f2055a27446132,Richland,WI,Midwest,other_local_government_pay_policy,,https://mccmeetingspublic.blob.core.usgovcloudapi.net/richlandwi-meet-9d225318bdbc4f818b5028ef497002d0/ITEM-Attachment-001-92728f7d343e4666b11e9c85445634df.pdf,cola_cpi_indexing,unclear,City Permanent Part-Time Non-Represented Employees 2.75% Increase from 2025 Rate,claim_ready,percentage,,,,2025,"[""2.75%"", ""2025""]",,,false
WCM-e91e7eef6092a7d239f9186e,WCRS-3f5d3db2fcc9603a6793f64b,Richland,WI,Midwest,other_local_government_pay_policy,,https://mccmeetingspublic.blob.core.usgovcloudapi.net/richlandwi-meet-9d225318bdbc4f818b5028ef497002d0/ITEM-Attachment-001-92728f7d343e4666b11e9c85445634df.pdf,cola_cpi_indexing,unclear,City Full Time - Represented Employees (Per Union Contract) 6% Increase from 2025 Rate,claim_ready,percentage,RESOLUTION TO ESTABLISH 2026 WAGE RATES,,,2025,"[""6%"", ""2025""]",,,false
WCM-28b69e080d126c2ae042c190,WCRS-6a1228f59b630ad6d4e731be,Champion,NY,Northeast,wage_schedule,,https://townofchampionny.gov/wp-content/uploads/2023/11/2024-Adopted-Town-of-Champion-Budget11032023.pdf,budget_pay_plan,unclear,Adopted Schedule of Salaries of Elected Town Officials,mechanism_only,budget_amount,"V"" . '",,,2023,[],,,false
WCM-8966d4616ee497412ad7f4af,WCRS-66bfa55d97da3f7c5076fef3,Wayne,PA,Northeast,wage_schedule,,https://wayne-township.com/wp-content/uploads/2024/01/January-2024-Reorganization-Meeting-Wayne-Website.pdf,budget_pay_plan,unclear,Supervisor Calhoun made a motion to reappoint Rod Stabley to the Vacancy Board;,mechanism_only,budget_amount,,,,2024,[],,,false
WCM-1d1f17ee1c4a78c420ef9938,WCRS-0a5ad35cc5567e264369a11d,Wayne,PA,Northeast,wage_schedule,,https://wayne-township.com/wp-content/uploads/2024/01/January-2024-Reorganization-Meeting-Wayne-Website.pdf,budget_pay_plan,unclear,Supervisor Calhoun made a motion to approve a wage increase of 4% for all Township,claim_ready,percentage,,,,2024,"[""4%""]",,,false
WCM-e2d3e335e6d03950b825a820,WCRS-7e946c7a8fb21d73a5737884,Beddington,ME,Northeast,agenda_packet_or_minutes,,https://beddingtonmaine.org/wp-content/uploads/2023/03/BEDDINGTON-ANNUAL-REPORT-2022.pdf,budget_pay_plan,unclear,25% of the 2023 budget in fiscal year 2024 prior to the Town Meeting.,claim_ready,percentage,ARTICLE 9,,,2023,"[""25%"", ""2023"", ""2024""]",,,false
WCM-640348c0ed9c25e53f0f9fd6,WCRS-00f73dcc9872ff1638814228,Hoosick,NY,Northeast,agenda_packet_or_minutes,,https://files-backend.assets.thrillshare.com/documents/asset/uploaded_file/3739/Toh/00a69314-8516-4a30-a2f6-536c1b175784/TB-Agenda-14sep.pdf,budget_pay_plan,unclear,representatives and agreed to a 2% increase in wages for 2021 & a 2% wage increase for,claim_ready,percentage,,,,2021,"[""2%"", ""2021"", ""2%""]",,,false
WCM-85dceb40c058ef290bc15dad,WCRS-d6fa7f153a9df8c3b101ff08,Kittanning,PA,Northeast,agenda_packet_or_minutes,,https://kittanning-borough.com/wp-content/uploads/2021/09/July-12-2021-Council-Meeting-Minutes.pdf,budget_pay_plan,non_safety,"On a motion by Brautigam, seconded Schiano to approve Public Works Director 3% retroactive to January 1, 2021, roll call all yes.",claim_ready,percentage,EXECUTIVE SESSION:,,,2021,"[""3%"", ""1,"", ""2021,""]",,,false
WCM-94fb956a0d1f32fef908a6f9,WCRS-1bc419a6c92fbf5919736d40,Kittanning,PA,Northeast,agenda_packet_or_minutes,,https://kittanning-borough.com/wp-content/uploads/2021/09/July-12-2021-Council-Meeting-Minutes.pdf,budget_pay_plan,police,"On a motion by Brautigam, seconded Schiano, to approve Chief of Police raise of 2.25% effective",claim_ready,percentage,EXECUTIVE SESSION:,,,2021,"[""2.25%""]",,,false
WCM-9b5d37a4673d55f9afce5523,WCRS-1abb4979da1a4d825fccadd8,Lower Milford,PA,Northeast,agenda_packet_or_minutes,,https://lowermilford.org/_files/ugd/2a973d_1068c51731e2401f82cef934198436c6.pdf,budget_pay_plan,unclear,Appointing a resident to Vacancy Board was tabled until a letter of interest has been received.,claim_ready,budget_amount,,,,,[],,,false
WCM-b135190f0a56014ac7b0d2e0,WCRS-47d48ec6a0980af9c434deb9,Cutler,WI,Midwest,agenda_packet_or_minutes,,https://townshipofcutler.com/files/minutes/2025.pdf,budget_pay_plan,unclear,"HWAH contract renewal in May, expecting 3% increase due to cost of living.",claim_ready,percentage,,,,2025,"[""3%""]",,,false
WCM-dabd19f80ad24fdec17c117c,WCRS-2a8f968ec77906d0bc6d0d9c,Riverside,IL,Midwest,budget_or_pay_plan,,https://riverside.il.us/AgendaCenter/ViewFile/Minutes/_09042025-1642,budget_pay_plan,non_safety,to Parks and Recreation at the consistent minimum rate of .0667 per $100 of,claim_ready,budget_amount,,,,,"[""0667"", ""$100""]",,,false
WCM-89fb6ecaf15d1affb48d6d6c,WCRS-0af8100ac95c522d8cae11ce,Riverside,IL,Midwest,budget_or_pay_plan,,https://riverside.il.us/AgendaCenter/ViewFile/Minutes/_09042025-1642,budget_pay_plan,non_safety,to Parks and Recreation at the consistent minimum rate of .0667 per $100 of,claim_ready,budget_amount,,,,,"[""0667"", ""$100""]",,,false
WCM-41678f2619a4e5dc89bf030f,WCRS-c516a1edeaff3db89d4a5157,Ephraim,WI,Midwest,budget_or_pay_plan,,https://storage.googleapis.com/juniper-media-library/416/2025/09/2024-VOE-Budget.pdf,cola_cpi_indexing,non_safety,"2 Wastewater Fund 46410 Sewer Charges 7% increase in rates $ 333,000 $ 333,000 $ 333,000 $ 352,027 $ 376,669.00 $ 24,642.00 $ 264,078 $ 249,352 $ 328,430 $ 325,316",claim_ready,percentage,,,,2025,"[""2"", ""46410"", ""7%"", ""333,000"", ""333,000"", ""333,000"", ""352,027"", ""376,669.00"", ""24,642.00"", ""264,078"", ""249,352"", ""328,430"", ""325,316""]",,,false
WCM-77b5e4aeaf4040e0fb0a5e17,WCRS-ef74e910db5ccbda61ac733f,Balsam Lake,WI,Midwest,wage_schedule,,https://balsamlakevillage.com/wp-content/uploads/2025/08/08-25-2025-Labor-Comm-Mtg-Minutes.pdf,budget_pay_plan,non_safety,"Hoen, Myles Schleusner, Darryl Ince, Lori Duncan and Amy Wilson a 4% wage increase starting",claim_ready,percentage,,,,2025,"[""4%""]",,,false
WCM-10c7ff8a10221f2c7d2a27be,WCRS-d31bee0398e7141770c38655,Byron,IL,Midwest,agenda_packet_or_minutes,,https://cityofbyron.com/AgendaCenter/ViewFile/Minutes/_04162025-30,budget_pay_plan,unclear,CPI was 2.4% for the year ending in March 2025 and he distributed new rates using this,claim_ready,percentage,,,,2025,"[""2.4%"", ""2025""]",CPI was 2.4% for the year ending in March 2025 and he distributed new rates using this,,false
WCM-1ac517edaf40c8ba48d43886,WCRS-9d67a47ba19d16bfc642579c,Byron,IL,Midwest,agenda_packet_or_minutes,,https://cityofbyron.com/AgendaCenter/ViewFile/Minutes/_04162025-30,budget_pay_plan,unclear,CPI was 2.4% for the year ending in March 2025 and he distributed new rates using this,claim_ready,percentage,,,,2025,"[""2.4%"", ""2025""]",CPI was 2.4% for the year ending in March 2025 and he distributed new rates using this,,false
WCM-9d82f4dc90f7f41cfc85c934,WCRS-134c7377db4fb4f64ece1daf,Elmore,MN,Midwest,agenda_packet_or_minutes,,https://elmoremn.com/vertical/sites/%7BC2E7BC0F-12D9-43C2-9BB6-6B5954200784%7D/uploads/01-13-25_Reg_Meeting.pdf,budget_pay_plan,unclear,"After discussion, it was moved by Dickson, seconded by Myhrom to approve the 4% increase for all City employees.",claim_ready,percentage,,,,,"[""4%""]",,,false
WCM-17869b42e2ee8c54554db175,WCRS-1243f945b1c98675c101c9de,Elmore,MN,Midwest,agenda_packet_or_minutes,,https://elmoremn.com/vertical/sites/%7BC2E7BC0F-12D9-43C2-9BB6-6B5954200784%7D/uploads/01-13-25_Reg_Meeting.pdf,budget_pay_plan,unclear,At the August budget workshop it was advised to budget for a 4% increase in,claim_ready,percentage,,,,,"[""4%""]",,,false
WCM-f752b942d54cbdd710f913da,WCRS-a92f3c0a725ac4165e77fd17,Pembroke,NY,Northeast,agenda_packet_or_minutes,,https://cms8.revize.com/revize/pembrokeny/01-05-23%20Packet.pdf,step_schedule_seniority,unclear,2023 Town of Pembroke Schedule of Salaries & Rates of Pay,repair_needed,table_or_formula,,,,2023,"[""2023""]",,,false
WCM-faa46bdca6e0cbdca06d3d5d,WCRS-198f42f3607449c92c0061de,Lower Swatara,PA,Northeast,agenda_packet_or_minutes,,https://lowerswatara.org/wp-content/uploads/agendas/agenda_june_15.pdf,budget_pay_plan,non_safety,Approve/reject/table a Settlement Agreement and Release between Sunoco,claim_ready,budget_amount,,,,,[],,,false
WCM-c88c6bc6e9b6e75d01aa2b84,WCRS-c90d0558e711de1ba3d67f21,Lower Swatara,PA,Northeast,agenda_packet_or_minutes,,https://lowerswatara.org/wp-content/uploads/agendas/agenda_june_15.pdf,budget_pay_plan,non_safety,Approve/reject/table the Collective Bargaining Agreement between Lower Swatara,claim_ready,budget_amount,,,,,[],,,false
WCM-c2fd8e25b77817d5aa365d08,WCRS-64d7b8c9a31b692e88d6ab86,Hudson,MI,Midwest,budget_or_pay_plan,,https://hudsontownship.org/wp-content/uploads/2025/05/hudson-township-budget-hearing-minutes-march-12-2025-final.pdf,budget_pay_plan,fire,"board agreed to increase the hourly rate to minimum was page the ﬁrst hour.  Randi Terry asked the road budget of $17,000 to be paid for out of the 2% millage for the",claim_ready,hourly,,,,2025,"[""$17,000"", ""2%""]",,,false
WCM-3b7e0bc97cd352b9632913c6,WCRS-5fbf04e5f128b16e5a72c7a7,Hudson,MI,Midwest,budget_or_pay_plan,,https://hudsontownship.org/wp-content/uploads/2025/05/hudson-township-budget-hearing-minutes-march-12-2025-final.pdf,step_schedule_seniority,fire,"All other posi ons shall be as per the Salary Schedule dated March 12,",mechanism_only,annual_salary,,,,2025,"[""12,""]",,,false
WCM-ad6ca21620c31cb9af70068a,WCRS-80fb40bd2939471fcaf6b403,Lynd,MN,Midwest,budget_or_pay_plan,,https://lyndcity.gov/documents/641/1-20-2026_signed_minutes.pdf,budget_pay_plan,unclear,and regular City Council meetings scheduled for 6:00 p.m. to approve the annual appointmen ts.,mechanism_only,annual_salary,,,,2026,"[""6"", ""00""]",,,false
WCM-acecebb6c149f87f79907fc4,WCRS-d9a321a1d0876d467e76c356,Lodi,NY,Northeast,budget_or_pay_plan,,https://lodiny.com/wp-content/uploads/2026/02/Meeting-01-14-2026.pdf,budget_pay_plan,unclear,Supervisor Luke Latini approves the 7% increase in wages for the year 2026.,claim_ready,percentage,,,,2026,"[""7%"", ""2026""]",,,false
WCM-d15d8eb35938ef257aab409f,WCRS-7d5eb539c3a715c5585e0941,West Hampton Dunes,NY,Northeast,budget_or_pay_plan,,https://storage.googleapis.com/proudcity/westhamptondunesny/2025/04/2025-2026-ADOPTED-BUDGET-4-14-2025-to-convert-to-PDF.pdf,non_base_compensation,police,CONSTABLE OVERTIME - PER SERV A3020.103 0.00 0.00 0.00 0.00 0.00 -,repair_needed,table_or_formula,"PERSONAL SERVICE-CONSTABLES A3020.1 550,086.67 621,317.16 468,579.85 697,398.22 697,398.22 76,081.06",,,2025,"[""3020.103"", ""0.00"", ""0.00"", ""0.00"", ""0.00"", ""0.00""]",,,false
WCM-cb8970ea3605750bbba4b846,WCRS-631f0df76997097683b722c6,West Hampton Dunes,NY,Northeast,budget_or_pay_plan,,https://storage.googleapis.com/proudcity/westhamptondunesny/2025/04/2025-2026-ADOPTED-BUDGET-4-14-2025-to-convert-to-PDF.pdf,non_base_compensation,police,CONSTABLE OVERTIME - PER SERV A3020.103 0.00 0.00 0.00 0.00 0.00 -,repair_needed,table_or_formula,"PERSONAL SERVICE-CONSTABLES A3020.1 550,086.67 621,317.16 468,579.85 697,398.22 697,398.22 76,081.06",,,2025,"[""3020.103"", ""0.00"", ""0.00"", ""0.00"", ""0.00"", ""0.00""]",,,false
WCM-5b12b70453ca66d34fc7d2d1,WCRS-581bad8cf90458db5e217958,Blair,PA,Northeast,budget_or_pay_plan,,https://blairtownship-pa.org/wp-content/uploads/bsk-pdf-manager/2023-12-12_Supervisors_Agenda_418.pdf,budget_pay_plan,unclear,Township has followed the BTPD Collective Bargaining Agreement percentages for pay,claim_ready,percentage,MOTION: _____SECONDED: _____VOTE: _____,,,2023,[],,,false
WCM-bbd7678fed18b961acde7712,WCRS-1ab6127418c1f097d43b9ca4,Heidelberg,PA,Northeast,budget_or_pay_plan,,https://heidelbergtownship.com/wp-content/uploads/2026/01/01.January-5-2026.pdf,budget_pay_plan,unclear,A motion was made by Steve Martin to establish the hourly wage and salary schedule per,repair_needed,hourly,,,,2026,[],,,false
WCM-84b4c8fe458d210e5ce8e2e3,WCRS-02e4e888be84a3560690a8f7,Luck,WI,Midwest,budget_or_pay_plan,,https://luckwisconsin.com/wp-content/uploads/2025/11/2025-10-8-Village-Budget-and-Board-Minutes.pdf,cola_cpi_indexing,police,Chief of Police Compensation- 4% increase.,claim_ready,percentage,XIX. ACTION FROM CLOSED SESSION-,,,2025,"[""4%""]",,,false
WCM-63e79bc93407f3ba00a0f901,WCRS-19bddc1232440a980c2c506e,Luck,WI,Midwest,budget_or_pay_plan,,https://luckwisconsin.com/wp-content/uploads/2025/11/2025-10-8-Village-Budget-and-Board-Minutes.pdf,cola_cpi_indexing,police,"state 4% increase, an additional say of PTO ad the change in vacation",repair_needed,percentage,XIX. ACTION FROM CLOSED SESSION-,,,2025,"[""4%""]",,,false
WCM-571cbd231985901d1057cfb7,WCRS-2faafcaa1677d507efa9e41a,Lawrence Park,PA,Northeast,cba,,https://lawrenceparktwp.org/part-16-fire-prevention-services,market_recruitment_retention,unclear,(f) The fire company may conduct scheduled special work details at the fire stations related to maintenance activities and recruitment programs.,conditional_with_caveats,table_or_formula,,,,,[],,,false
WCM-68482d9ec7bfcad242abc1c5,WCRS-ea19d0ea1addef48b4434d43,Oconee,GA,South,other_local_government_pay_policy,,https://oconeecountyga.gov/284/Benefits-for-Full-Time-Employees,budget_pay_plan,unclear,"The amount of coverage is twice the annual salary with $10,000 minimum and $60,000 maximum.",claim_ready,annual_salary,,,,,"[""$10,000"", ""$60,000""]",,,false
WCM-b315ce00823f818c62e477d3,WCRS-e1d8f84de28d0426b706fff3,Ancram,NY,Northeast,other_local_government_pay_policy,,https://ancramny.org/8639-2,budget_pay_plan,unclear,"Whereas, the Ancram Town Board wishes to adjust certain elected official’s salaries to reflect the 5.9% increases in the cost of living index between 3Q 2020 and 3Q 2021.",claim_ready,percentage,,,,2020,"[""5.9%"", ""3"", ""2020"", ""3"", ""2021""]",,,false
WCM-fc8a983c606e19ee2e4ab70c,WCRS-cf8da6d5a440beb6460bde36,Waterloo,MI,Midwest,wage_schedule,,https://waterlootwpmi.gov/wp-content/uploads/2026/05/Fee-Schedule-Effective-June-1_2026_Approved.pdf,non_base_compensation,unclear,"WATERLOO TOWNSHIP FEE SCHEDULE : Effective May 1, 2026",mechanism_only,table_or_formula,,,,2026,"[""1,"", ""2026""]",,,false
WCM-45c491b16ece732f852a6e7c,WCRS-65d0bfff3f3c4fb7a6e9a6e0,Goose Lake,IA,Midwest,agenda_packet_or_minutes,,https://gooselakeiowa.org/docs/minutes/20220616.pdf,cola_cpi_indexing,unclear,"9419 cost of living increase of 4% for all current employees as of July 1, 2022.",claim_ready,percentage,,,,2022,"[""9419"", ""4%"", ""1,"", ""2022""]",,,false
WCM-1980c654906e7c47bbc35f9a,WCRS-eb6cfc142b936f9693a132dd,Stonington,IL,Midwest,agenda_packet_or_minutes,,https://villageofstonington.com/documents/654/March_28_2022_Finance_Meeting_Minutes.pdf,cola_cpi_indexing,unclear,"living increase, and after much discussion, decided a 3% increase would be an",claim_ready,percentage,,,,2022,"[""3%""]",,,false
WCM-22712cfc54d95010382fcdb2,WCRS-d2d5733ed0547fffaf559daa,Lyons Falls,NY,Northeast,agenda_packet_or_minutes,,https://lyonsfallsny.gov/meetings/3524-2,budget_pay_plan,unclear,"Mayor: On Motion by Trustee Jeff Hoskins, Seconded by Trustee Ron Dorrity, and unanimous approval of attending Board Members, Resolution #1-2025 to establish a date for a Public Hearing on proposed local law #1-2025 to override the 2% tax cap for the 2025/2026 Village Budget.",claim_ready,percentage,,,,2025,"[""1"", ""2025"", ""1"", ""2025"", ""2%"", ""2025"", ""2026""]",,,false
WCM-675268ebf50dd1e752057ede,WCRS-e018d478f7c1d5d245388fdc,Saxonburg,PA,Northeast,agenda_packet_or_minutes,,https://saxonburgpa.com/wp-content/uploads/2020/01/11.19.19-Meeting-Minutes-clarified.pdf,budget_pay_plan,unclear,• Mary explained that the existing UPMC Platinum PPO was quoted to increase by 22%.,claim_ready,percentage,,,,2020,"[""22%""]",,,false
WCM-0245126f361de0e351fd0514,WCRS-9ae043e9f99ededfab7cba96,Pleasant Springs,WI,Midwest,agenda_packet_or_minutes,,https://tn.pleasantsprings.wi.gov/images/uploads/files/11-18-2025%20MINUTES.pdf,budget_pay_plan,unclear,include a 3% wage increase for all employees.,claim_ready,percentage,,,,2025,"[""3%""]",,,false
WCM-98cae98a241e1b22e478a7c7,WCRS-c7833b9a6600a8b9745edd68,Wyocena,WI,Midwest,agenda_packet_or_minutes,,https://villageofwyocena.com/wp-content/uploads/2024/10/9-9-2024_Board_Minutes.pdf,budget_pay_plan,unclear,"4%, and 6% wage increase, and associated costs, for the next board meeting.",claim_ready,percentage,,,,2024,"[""4%"", ""6%""]",,,false
WCM-9932b2d41a9ab29681a1240b,WCRS-f3a3e2ae81bdd5a575e57c4d,Onamia,MN,Midwest,budget_or_pay_plan,,https://onamiamn.com/wp-content/uploads/2024/10/08.14.24RegualarCouncilMtg.pdf,budget_pay_plan,unclear,"Marge also suggested that the Ordinance should state that there will be a 2% increase every year, and that the city might have to add a base charge.",claim_ready,percentage,,,,2024,"[""2%""]",,,false
WCM-dcfc09b6b26304ac1a5d5603,WCRS-51a05e0545f8ac21c8d23f50,Andalusia,IL,Midwest,wage_schedule,,https://villageofandalusiail.org/documents-toolbar/minutes/762-2025-11-17-minutes/file,budget_pay_plan,unclear,11-14 A RESOLUTION ESTABLISHING A WAGE AND SALARY SCHEDULE FOR THE,claim_ready,annual_salary,TRUSTEE KENSINGER MADE A MOTION TO APPROVE RESOLUTION NO. 2025-,,,2025,"[""11"", ""14""]",,,false
WCM-e4537b65615e37e655451146,WCRS-1d600aaa44ac9f96006bde79,Avoca,NY,Northeast,wage_schedule,,https://img1.wsimg.com/blobby/go/0d6d70e2-13a1-4b03-aae4-5105d41e4c7e/downloads/78298f66-3e30-4a25-8c04-4b9eb6b5c66c/Village%20of%20Avoca%20-%20Policy%20_1%20-%20Compensation%20Po.pdf,budget_pay_plan,unclear,Based on the salary schedule currently in effect and approved by the,repair_needed,annual_salary,COMPENSATION FORMULA,,,,[],,,false
WCM-77b88ac745f1de703f28491e,WCRS-f930d1a573e95888a9f3c827,Goshen,OH,Midwest,wage_schedule,,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-09-0763.pdf,market_recruitment_retention,police,"assign, schedule, promote, or retain employees;",claim_ready,table_or_formula,{2/17/2020 AGGOSPD 00245658.DOCX },,,2019,[],,,false
WCM-f7cdc96fbe4f1684747342bb,WCRS-ec5dd5b26d2f4c9a6a7b1c83,Green Lake,WI,Midwest,arbitration_award,,https://werc.wi.gov/DOAroot/interest_award_issues_index_MIA.pdf,budget_pay_plan,police,"05 & 3.3% 1-1-06)*, Comparables, Wage Schedule, Special Duty Pay (Lt.",claim_ready,percentage,,,,,"[""05"", ""3.3%"", ""1"", ""1"", ""06""]",,,false
WCM-218e65fef22db7fadbde2d1a,WCRS-c7b68a3346d36bd73394c321,Macomb City,IL,Midwest,wage_schedule,,https://cityofmacomb.com/wp-content/uploads/2022/09/Personnel-Maual-9-1-2022.pdf,budget_pay_plan,unclear,Each position in the City government is assigned a pay grade from Grade 12 to 32.,claim_ready,pay_grade,STATEMENT OF POLICY:,,,2022,"[""12"", ""32""]",,,false
WCM-f932c9b0bd6c6cf7b0df81db,WCRS-e1c76cd3953cb2b10e26289d,Macomb City,IL,Midwest,wage_schedule,,https://cityofmacomb.com/wp-content/uploads/2022/09/Personnel-Maual-9-1-2022.pdf,budget_pay_plan,unclear,"position, and does not advance to the next pay grade.",claim_ready,pay_grade,,,,2022,[],,,false
WCM-32170edf5e5668f1d492d676,WCRS-6f0a35c1f7d9a14c4bcacd3b,Macomb City,IL,Midwest,wage_schedule,,https://cityofmacomb.com/wp-content/uploads/2022/09/Personnel-Maual-9-1-2022.pdf,budget_pay_plan,unclear,The salary schedule shall be adopted by the City Council and shall apply to all employees,claim_ready,annual_salary,STATEMENT OF POLICY:,,,2022,[],,,false
WCM-9dcd171af4a6c71f3f656a15,WCRS-1faa2a8de49a694c8d9c3818,Macomb City,IL,Midwest,wage_schedule,,https://cityofmacomb.com/wp-content/uploads/2022/09/Personnel-Maual-9-1-2022.pdf,budget_pay_plan,unclear,"Each Pay Grade contains 6 steps, with a new employee starting at Step 1, unless authorized",claim_ready,step_schedule,,,,2022,"[""6"", ""1,""]",,,false
WCM-8fafbaa7a29f487c104d86f2,WCRS-a45e7491eef3a71490756fc8,Macomb City,IL,Midwest,wage_schedule,,https://cityofmacomb.com/wp-content/uploads/2022/09/Personnel-Maual-9-1-2022.pdf,budget_pay_plan,unclear,Each pay step of each pay grade is adjusted each year by whatever cost of living adjustment may be awarded by the City Council.,claim_ready,step_schedule,,,,2022,[],,,false
WCM-d09b6e7920add98d407e3f4f,WCRS-f23472f72ea1d4fa623d5d77,Macomb City,IL,Midwest,wage_schedule,,https://cityofmacomb.com/wp-content/uploads/2022/09/Personnel-Maual-9-1-2022.pdf,budget_pay_plan,unclear,Each position in the City government is assigned a pay grade from Grade 12 to 32.,claim_ready,pay_grade,STATEMENT OF POLICY:,,,2022,"[""12"", ""32""]",,,false
WCM-5dfd57fb895604251f210dfa,WCRS-cd710a5c5d91cada9d8a212e,Macomb City,IL,Midwest,wage_schedule,,https://cityofmacomb.com/wp-content/uploads/2022/09/Personnel-Maual-9-1-2022.pdf,budget_pay_plan,unclear,"position, and does not advance to the next pay grade.",claim_ready,pay_grade,,,,2022,[],,,false
WCM-d5854e1521c5e980297b9572,WCRS-930b1d3c1d5ab140c7fcdb38,Macomb City,IL,Midwest,wage_schedule,,https://cityofmacomb.com/wp-content/uploads/2022/09/Personnel-Maual-9-1-2022.pdf,budget_pay_plan,unclear,"Each Pay Grade contains 6 steps, with a new employee starting at Step 1, unless authorized",claim_ready,step_schedule,,,,2022,"[""6"", ""1,""]",,,false
WCM-7fd8ff9961cb0e4de95dc0c3,WCRS-75563572269c86beb8695ae5,Macomb City,IL,Midwest,wage_schedule,,https://cityofmacomb.com/wp-content/uploads/2022/09/Personnel-Maual-9-1-2022.pdf,budget_pay_plan,unclear,Each pay step of each pay grade is adjusted each year by whatever cost of living adjustment may be awarded by the City Council.,claim_ready,step_schedule,,,,2022,[],,,false
WCM-cc76eed16a25ecb5492a1732,WCRS-422a12da26d97bc6e62e7e14,Kaukauna,WI,Midwest,budget_or_pay_plan,,https://mccmeetings.blob.core.usgovcloudapi.net/kaukaunawi-pubu/MEET-Packet-250f1b7e8489470cab6a35d4fb8f0ea0.pdf,budget_pay_plan,police,"Effective January 1, 2027 3.5%",repair_needed,percentage,,,,,"[""1,"", ""2027"", ""3.5%""]",,,false
WCM-eb1e4c252af750a70ea2702a,WCRS-1e78c31d3aaea53ef45c2cf7,Kaukauna,WI,Midwest,budget_or_pay_plan,,https://mccmeetings.blob.core.usgovcloudapi.net/kaukaunawi-pubu/MEET-Packet-250f1b7e8489470cab6a35d4fb8f0ea0.pdf,budget_pay_plan,police,"Effective January 1, 2028 3%",repair_needed,percentage,,,,,"[""1,"", ""2028"", ""3%""]",,,false
