technical_lineage_id,source_span_lineage_id,municipality,state,region,source_family,source_title,source_url,mechanism_class,side,bounded_evidence_excerpt,claim_boundary,compensation_cycle_id,period_start,period_end,period_label,period_source,period_confidence,period_caveats,conflicting_period_flag
WCM-aaca1bda54ab9f1415848d75,WCRS-91447faddd20acbba674bab7,Dassel,MN,Midwest,personnel_policy,,https://dassel.com/documents/781/regular-city-council-meeting_2025-09-15_214646_combined.pdf,non_base_compensation,unclear,"Assistant, effective September 4, 2025.",repair_needed,2025,2025,2025,2025,bounded_text_or_title_or_source_url,moderate,,false
WCM-b2220db17523ba6d02f2b4c0,WCRS-b3618f8e4caa77d296f9e483,Belknap,MI,Midwest,wage_schedule,,https://belknaptownship.org/Minutes/2024%20Minutes%20of%20the%20Board.pdf,step_schedule_seniority,unclear,2024/25 wage schedule review and adopt.,mechanism_only,2024,2024,2024,2024,bounded_text_or_title_or_source_url,moderate,,false
WCM-bd65f2edc5e179271d5ba62a,WCRS-1ff91c7e9e8d5bb2a72c1456,Belknap,MI,Midwest,wage_schedule,,https://belknaptownship.org/Minutes/2024%20Minutes%20of%20the%20Board.pdf,non_base_compensation,unclear,"which includes clerk election stipend, and the understanding caretaker charges hired",repair_needed,2024,2024,2024,2024,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-a69148c381db497be06923fb,WCRS-9d06e723b98bde99c3da6de4,Belknap,MI,Midwest,wage_schedule,,https://belknaptownship.org/Minutes/2024%20Minutes%20of%20the%20Board.pdf,non_base_compensation,unclear,"Budget: Consensus of board to plan for 3% raise for the board, and clerk has asked for a stipend for 2 months prior to election time.",claim_ready,2024,2024,2024,2024,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-ecdb68a2affce94d8c227311,WCRS-717838968fab64c764363fcb,Belknap,MI,Midwest,wage_schedule,,https://belknaptownship.org/Minutes/2024%20Minutes%20of%20the%20Board.pdf,non_base_compensation,unclear,"Budget: Consensus of board to plan for 3% raise for the board, and clerk has asked for a stipend for 2 months prior to election time.",claim_ready,2024,2024,2024,2024,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-929f3a9d39b8a85ca418d9bd,WCRS-58ff492b73a9699b0bbf75ce,Belknap,MI,Midwest,wage_schedule,,https://belknaptownship.org/Minutes/2024%20Minutes%20of%20the%20Board.pdf,non_base_compensation,unclear,"which includes clerk election stipend, and the understanding caretaker charges hired",repair_needed,2024,2024,2024,2024,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-849a207867abacec0d9071f1,WCRS-ca6254b21ab703d810460b46,Belknap,MI,Midwest,wage_schedule,,https://belknaptownship.org/Minutes/2024%20Minutes%20of%20the%20Board.pdf,cola_cpi_indexing,unclear,"Budget: Consensus of board to plan for 3% raise for the board, and clerk has asked for a stipend for 2 months prior to election time.",claim_ready,2024,2024,2024,2024,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-dfac6d981fe0e2cc62f49b98,WCRS-5bcd6741f99bbfe73ce401b8,Huron,NY,Northeast,wage_schedule,,https://cms2.revize.com/revize/huron/2025%20Compensation%20Schedule%20W.pdf,budget_pay_plan,unclear,"Highway Superintendent $ 84,635.25 Insurance 100% Single & Stipend",claim_ready,2025,2025,2025,2025,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-ad5fd906cd0912fc6522dcb2,WCRS-a58a0388af950a9ffb85fd11,Huron,NY,Northeast,wage_schedule,,https://cms2.revize.com/revize/huron/2025%20Compensation%20Schedule%20W.pdf,budget_pay_plan,non_safety,"Building Inspector/CEO $ 71,177.00 Insurance 40% Buyout & Stipend",claim_ready,2025,2025,2025,2025,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-10711afe7eb27d2e0f30b2d2,WCRS-bbbc2433ca058e9d72c9dec7,Huron,NY,Northeast,wage_schedule,,https://cms2.revize.com/revize/huron/2025%20Compensation%20Schedule%20W.pdf,budget_pay_plan,unclear,"Town Clerk $ 54,178.00 Insurance 90% 2-Person & Stipend",claim_ready,2025,2025,2025,2025,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-e1d5c72647b7ceca32adcf0d,WCRS-02260c4b72d4e558cb3e6892,Huron,NY,Northeast,wage_schedule,,https://cms2.revize.com/revize/huron/2025%20Compensation%20Schedule%20W.pdf,budget_pay_plan,unclear,"Highway Superintendent $ 84,635.25 Insurance 100% Single & Stipend",claim_ready,2025,2025,2025,2025,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-383515def1a62f3a0ddb3496,WCRS-984dd2819b673788d80ce213,Huron,NY,Northeast,wage_schedule,,https://cms2.revize.com/revize/huron/2025%20Compensation%20Schedule%20W.pdf,budget_pay_plan,non_safety,"Building Inspector/CEO $ 71,177.00 Insurance 40% Buyout & Stipend",claim_ready,2025,2025,2025,2025,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-0f140930e06121c0b1d79a3e,WCRS-d4c9a38ea586a7e2218d6f1b,Huron,NY,Northeast,wage_schedule,,https://cms2.revize.com/revize/huron/2025%20Compensation%20Schedule%20W.pdf,budget_pay_plan,unclear,"Town Clerk $ 54,178.00 Insurance 90% 2-Person & Stipend",claim_ready,2025,2025,2025,2025,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-0b00dbd118ae874ff23f4708,WCRS-2f61cbc18b2afa3475f52502,Salem,IL,Midwest,agenda_packet_or_minutes,,https://salemil.us/sites/g/files/vyhlif1161/f/news/minutes_-_2026_04-06.pdf,budget_pay_plan,unclear,Soda Ash/50# bag (grade 100 on 40” pallet): Hawkins Inc $27.00,claim_ready,2026,2026,2026,2026,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-c19c75e8464cd751a8e454b6,WCRS-4830a1a18bd910a721bbc063,Salem,IL,Midwest,agenda_packet_or_minutes,,https://salemil.us/sites/g/files/vyhlif1161/f/news/minutes_-_2026_04-06.pdf,budget_pay_plan,unclear,approve the low bid for Soda Ash (grade 100) 50-pound bags at a cost of $23.00/bag to,claim_ready,2026,2026,2026,2026,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-9b27e9eadad19cb5486be06a,WCRS-686e84ceb641a7080665f83c,Balkan,MN,Midwest,agenda_packet_or_minutes,,https://balkantownshipmn.gov/wp-content/uploads/2022/02/Meeting-Minutes-January-11th-2022-final-2.pdf,budget_pay_plan,unclear,stipend of MET money is expected to come in March.,conditional_with_caveats,2022,2022,2022,2022,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-2d985f32982998dba9e09e05,WCRS-02d3514c80eaa6f1807024ad,Balkan,MN,Midwest,agenda_packet_or_minutes,,https://balkantownshipmn.gov/wp-content/uploads/2022/02/Meeting-Minutes-January-11th-2022-final-2.pdf,budget_pay_plan,unclear,stipend of MET money is expected to come in March.,conditional_with_caveats,2022,2022,2022,2022,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-52874e295c26b0e22e112866,WCRS-aac918a54dcdffcc5153fd88,Balkan,MN,Midwest,agenda_packet_or_minutes,,https://balkantownshipmn.gov/wp-content/uploads/2022/02/Meeting-Minutes-January-11th-2022-final-2.pdf,budget_pay_plan,unclear,"$17,872.56/year, effective January 1st, 2022.",claim_ready,2022,2022,2022,2022,bounded_text_or_title_or_source_url,moderate,,false
WCM-ff9c508ed1236f0513fc9219,WCRS-a7e55c1f8eb50659d0333e1d,Balkan,MN,Midwest,agenda_packet_or_minutes,,https://balkantownshipmn.gov/wp-content/uploads/2022/02/Meeting-Minutes-January-11th-2022-final-2.pdf,budget_pay_plan,unclear,"hire and retain good attendants, Balkan had to raise the Canister site attendants’ wages to $15/hour",claim_ready,2022,2022,2022,2022,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-bb13a28539d1ec95e221c7a7,WCRS-ec2194d7fc93b918747e1d5c,Balkan,MN,Midwest,agenda_packet_or_minutes,,https://balkantownshipmn.gov/wp-content/uploads/2022/02/Meeting-Minutes-January-11th-2022-final-2.pdf,budget_pay_plan,unclear,At a rate of $28.78/hour for a,claim_ready,2022,2022,2022,2022,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-e9d9087ed7f97732fcba3177,WCRS-0c0c36c0b5ef51965424acfb,Kabetogama,MN,Midwest,agenda_packet_or_minutes,,https://kabtownship.com/township-board-minutes/category/all/2,market_recruitment_retention,unclear,Election Judge - $15.00 per hour,claim_ready,undated-source-BRMGRS-20260802-7f98908de94704c12ae565e2,,,,source_level_identifier_only,low,missing explicit period,false
WCM-6d2eafd7839478979561fab4,WCRS-cade217dfa050e8b195d1f91,Kabetogama,MN,Midwest,agenda_packet_or_minutes,,https://kabtownship.com/township-board-minutes/category/all/2,market_recruitment_retention,fire,"The Fire Department is asking the Township for a 1.5% increase up from $44,300 for 2025 to $44,965 in 20026",claim_ready,2025,2025,2025,2025,bounded_text_or_title_or_source_url,moderate,,false
WCM-a45ad49bdc29ab491a95af43,WCRS-5ba2aa9ff57113fb9f52a2fe,Kabetogama,MN,Midwest,agenda_packet_or_minutes,,https://kabtownship.com/township-board-minutes/category/all/2,market_recruitment_retention,unclear,Town Hall Cleaning Person - $20.00 per hour,claim_ready,undated-source-BRMGRS-20260802-7f98908de94704c12ae565e2,,,,source_level_identifier_only,low,missing explicit period,false
WCM-bd860eb117ba14c3f0b1c724,WCRS-a5e6092615d71d039e42b64e,Kabetogama,MN,Midwest,agenda_packet_or_minutes,,https://kabtownship.com/township-board-minutes/category/all/2,market_recruitment_retention,unclear,Clerk - $20.00 per hour,claim_ready,undated-source-BRMGRS-20260802-7f98908de94704c12ae565e2,,,,source_level_identifier_only,low,missing explicit period,false
WCM-499d9fea64f961e3beda78ed,WCRS-5e9841a6a5004d60e266935e,Licking,OH,Midwest,agenda_packet_or_minutes,,https://lickingtwplc.gov/documents/trustees/minutes/2023/05-01-2023.pdf,across_the_board_raise,unclear,"Wilson’s annual salary from $72,500.00 to $75,000.00",claim_ready,2023,2023,2023,2023,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-85d2b031d307873c5ae16fbc,WCRS-031ccc2822e06b5456919a98,Licking,OH,Midwest,agenda_packet_or_minutes,,https://lickingtwplc.gov/documents/trustees/minutes/2023/05-01-2023.pdf,non_base_compensation,unclear,(authorizing a $2500.00 annual salary increase) effective 5/1/23.,claim_ready,2023,2023,2023,2023,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-d5fe722f0fc420088d2997b4,WCRS-9a8abcf7f10359afc42b82a6,Licking,OH,Midwest,agenda_packet_or_minutes,,https://lickingtwplc.gov/documents/trustees/minutes/2023/05-01-2023.pdf,non_base_compensation,unclear,implement effective 5/1/23 a $1.00/hour raise across the,claim_ready,2023,2023,2023,2023,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-7071aee5f778094438ddb80d,WCRS-ed096b9eae69034e1aceffb5,Licking,OH,Midwest,agenda_packet_or_minutes,,https://lickingtwplc.gov/documents/trustees/minutes/2023/05-01-2023.pdf,across_the_board_raise,unclear,implement effective 5/1/23 a $1.00/hour raise across the,claim_ready,2023,2023,2023,2023,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-29951f10981f37ac88e38a4c,WCRS-8d47b845a9ae88e294cef163,Licking,OH,Midwest,agenda_packet_or_minutes,,https://lickingtwplc.gov/documents/trustees/minutes/2023/05-01-2023.pdf,across_the_board_raise,unclear,FF1/EMT – B $15.00/hr increased to $16.00/hr,claim_ready,2023,2023,2023,2023,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-2de16ccada5b8fe97f6b61b5,WCRS-bb50ebbfbe5ee85d77f334a6,Saxonburg,PA,Northeast,agenda_packet_or_minutes,,https://saxonburgpa.com/wp-content/uploads/2019/02/1.15.19-Meeting-Minutes.pdf,market_recruitment_retention,non_safety,"• Council discussed the vacancies on the Planning Commission, Zoning Hearing Board, and",mechanism_only,2019,2019,2019,2019,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-a0e046f21bbfdcd5fcad47ea,WCRS-501ad6388fcfcfbb69e4bc4c,Saxonburg,PA,Northeast,agenda_packet_or_minutes,,https://saxonburgpa.com/wp-content/uploads/2019/02/1.15.19-Meeting-Minutes.pdf,cola_cpi_indexing,police,"Motion was made and seconded by Davis Felsing/Patricia Rinebolt to approve a 4% pay increase for the Police Chief effective January 1, 2019.",claim_ready,2019,2019,2019,2019,bounded_text_or_title_or_source_url,moderate,,false
WCM-b7dc8d64d2ddfefc8e82ea1c,WCRS-c8e0abf572c3991553966c30,Saxonburg,PA,Northeast,agenda_packet_or_minutes,,https://saxonburgpa.com/wp-content/uploads/2019/02/1.15.19-Meeting-Minutes.pdf,non_base_compensation,police,"increase for the Police Chief effective January 1, 2019.",repair_needed,2019,2019,2019,2019,bounded_text_or_title_or_source_url,moderate,,false
WCM-bb7dbd287380fd62968fd1fc,WCRS-708137b9d9735cb7971a7b66,West Nottingham,PA,Northeast,agenda_packet_or_minutes,,https://wnt-gov.org/files/01-07-19_BOS_Org_Minutes.pdf,cola_cpi_indexing,unclear,"Miller moved to approve a 2% wage increase for hourly employees listed below, effective with",claim_ready,undated-source-BRMGRS-20260802-3c6816e0777a275ebd4123b8,,,,source_level_identifier_only,low,missing explicit period,false
WCM-7b41f28b13d9bd3b3559702f,WCRS-fed80ecef2167d5bfe94efea,West Nottingham,PA,Northeast,agenda_packet_or_minutes,,https://wnt-gov.org/files/01-07-19_BOS_Org_Minutes.pdf,across_the_board_raise,unclear,rate as Extra Labor ($19.07 per hour).,claim_ready,undated-source-BRMGRS-20260802-3c6816e0777a275ebd4123b8,,,,source_level_identifier_only,low,missing explicit period,false
WCM-58ff77d1a6845163e615b728,WCRS-768fd404da69f8832f6ec294,West Nottingham,PA,Northeast,agenda_packet_or_minutes,,https://wnt-gov.org/files/01-07-19_BOS_Org_Minutes.pdf,market_recruitment_retention,unclear,Miller moved to appoint Ed Herr as the Vacancy Board member.,mechanism_only,undated-source-BRMGRS-20260802-3c6816e0777a275ebd4123b8,,,,source_level_identifier_only,low,missing explicit period,false
WCM-0688c5f9413901bea984974b,WCRS-c6f12c2e749893b2202c47ec,West Nottingham,PA,Northeast,agenda_packet_or_minutes,,https://wnt-gov.org/files/01-07-19_BOS_Org_Minutes.pdf,cola_cpi_indexing,unclear,Employee Position 2018 Rate 2% increase,claim_ready,2018,2018,2018,2018,bounded_text_or_title_or_source_url,moderate,,false
WCM-e9c8c38b1623c416f66beb03,WCRS-cc28e9391dbbe263cdb9888c,Clear Lake,SD,Midwest,agenda_packet_or_minutes,,https://clearlakesd.com/wp-content/uploads/2022/09/2022-Sept-12-Minutes.pdf,budget_pay_plan,unclear,Works employee at a rate of $14.50/hr.,claim_ready,2022,2022,2022,2022,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-6df4baf6ae3833bd9b9699dd,WCRS-f60954f889397f3ffe07d1b3,Clear Lake,SD,Midwest,agenda_packet_or_minutes,,https://clearlakesd.com/wp-content/uploads/2022/09/2022-Sept-12-Minutes.pdf,budget_pay_plan,unclear,"the deposit to $75.00 per event effective January 1, 2023.",claim_ready,2023,2023,2023,2023,bounded_text_or_title_or_source_url,moderate,,false
WCM-12e1385b92a0e0e84a73f8bd,WCRS-88543dcea263300702309b3a,Clear Lake,SD,Midwest,agenda_packet_or_minutes,,https://clearlakesd.com/wp-content/uploads/2022/09/2022-Sept-12-Minutes.pdf,budget_pay_plan,unclear,"Community Center by $25.00 per category and the deposit to $400.00 per event effective January 1,",claim_ready,2022,2022,2022,2022,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-abf81154de376e338a35b1ad,WCRS-13a0c8b25bdc62815915eca5,Clear Lake,SD,Midwest,agenda_packet_or_minutes,,https://clearlakesd.com/wp-content/uploads/2022/09/2022-Sept-12-Minutes.pdf,budget_pay_plan,unclear,"Motion by Pauli, seconded by Mack to increase the hourly wage of Michael Ahlers to $15.00/hr.",claim_ready,2022,2022,2022,2022,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-be16a855c4153e56e6b8fe6a,WCRS-41e9832d2fb1b22a4d88dc14,Hull,WI,Midwest,agenda_packet_or_minutes,,https://static1.squarespace.com/static/66c0ca9a61dac87faa745883/t/66eae3a4ad25495eb66ceee0/1726669732493/Minutes+01-03-11.pdf,budget_pay_plan,non_safety,o Barb Brilowski in 2010 received 2.5% increase,claim_ready,undated-source-BRMGRS-20260802-7bbceb4bc7c710010f004056,,,,source_level_identifier_only,low,missing explicit period,false
WCM-9c3b1ee68f4f4cfbd9bb3290,WCRS-09c95a051b4722176892747e,Hull,WI,Midwest,agenda_packet_or_minutes,,https://static1.squarespace.com/static/66c0ca9a61dac87faa745883/t/66eae3a4ad25495eb66ceee0/1726669732493/Minutes+01-03-11.pdf,budget_pay_plan,non_safety,"M Bembenek in 09-10 Point FD increase of 3%, in 2011 they are not receiving an increase, and in 2012 they will",claim_ready,undated-source-BRMGRS-20260802-7bbceb4bc7c710010f004056,,,,source_level_identifier_only,low,missing explicit period,false
WCM-c83b35758f1a2feabc44e341,WCRS-72a7d63fcc4c60086b2222f3,Hull,WI,Midwest,agenda_packet_or_minutes,,https://static1.squarespace.com/static/66c0ca9a61dac87faa745883/t/66eae3a4ad25495eb66ceee0/1726669732493/Minutes+01-03-11.pdf,budget_pay_plan,non_safety,"M Fritsche, part of it is retention too.",claim_ready,undated-source-BRMGRS-20260802-7bbceb4bc7c710010f004056,,,,source_level_identifier_only,low,missing explicit period,false
WCM-0fe5a6125719492bde4bb7d4,WCRS-4d69b9d94908b484301d237e,Hull,WI,Midwest,agenda_packet_or_minutes,,https://static1.squarespace.com/static/66c0ca9a61dac87faa745883/t/66eae3a4ad25495eb66ceee0/1726669732493/Minutes+01-03-11.pdf,budget_pay_plan,non_safety,some negotiation with the carrier of the insurance for the department that one of our members was asked what,claim_ready,undated-source-BRMGRS-20260802-7bbceb4bc7c710010f004056,,,,source_level_identifier_only,low,missing explicit period,false
WCM-e7c79be2052b920675b87a7d,WCRS-8180e1faf9dad136678f1d02,Hull,WI,Midwest,agenda_packet_or_minutes,,https://static1.squarespace.com/static/66c0ca9a61dac87faa745883/t/66eae3a4ad25495eb66ceee0/1726669732493/Minutes+01-03-11.pdf,budget_pay_plan,non_safety,o Union will get 3% increase based on the contract (in 2010 they received a 2% increase),claim_ready,undated-source-BRMGRS-20260802-7bbceb4bc7c710010f004056,,,,source_level_identifier_only,low,missing explicit period,false
WCM-3460c61f0e65659a0ecfa3d7,WCRS-afacf8fbfa4a6c77fa4afae7,Kenockee,MI,Midwest,budget_or_pay_plan,,https://kenockeetownshipmi.gov/wp-content/uploads/2025/05/2025-3-25-Twp-Annual-Meeting.pdf,budget_pay_plan,unclear,Office Manager Robbie Dailey’s wage to $18 per hour.,claim_ready,2025,2025,2025,2025,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-6ed1f7b40bb06aaaec79ed64,WCRS-26ec85e4b79c5342e9b8ec19,Kenockee,MI,Midwest,budget_or_pay_plan,,https://kenockeetownshipmi.gov/wp-content/uploads/2025/05/2025-3-25-Twp-Annual-Meeting.pdf,budget_pay_plan,unclear,o Maintenance - $15 per hour (Joshua Schieweck),claim_ready,2025,2025,2025,2025,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-805d0c370e6f498d6e7ec51d,WCRS-6f05cb06778eea331e93c78b,Freeport,IL,Midwest,cba,,https://cityoffreeport.org/OrdRes/AFSCME%20Memo%20on%20contract%20revisions%20-%20Attorney%20Sosnowski.pdf,non_base_compensation,non_safety,Section 14.4 - Shift Differential (.35 for library clerks on Saturdays),claim_ready,undated-source-BRMGRS-20260802-272040a1208d3bdd63f920e0,,,,source_level_identifier_only,low,missing explicit period,false
WCM-3c2983547416d245260dc26b,WCRS-a61f2d122e0c2d95d6b8b9be,Freeport,IL,Midwest,cba,,https://cityoffreeport.org/OrdRes/AFSCME%20Memo%20on%20contract%20revisions%20-%20Attorney%20Sosnowski.pdf,non_base_compensation,unclear,"Effective May 1, 2019, a",repair_needed,2019,2019,2019,2019,bounded_text_or_title_or_source_url,moderate,,false
WCM-cdc4248e1568c44ffe3deb7d,WCRS-62c6bd6c304f71f1616c9012,Freeport,IL,Midwest,cba,,https://cityoffreeport.org/OrdRes/AFSCME%20Memo%20on%20contract%20revisions%20-%20Attorney%20Sosnowski.pdf,collective_bargaining,unclear,Collective Bargaining Agreement between the City of Freeport and AFSCME:,mechanism_only,undated-source-BRMGRS-20260802-272040a1208d3bdd63f920e0,,,,source_level_identifier_only,low,missing explicit period,false
WCM-859b2760af8746982563056a,WCRS-28219d0c3d25ed95a774cfca,Freeport,IL,Midwest,cba,,https://cityoffreeport.org/OrdRes/AFSCME%20Memo%20on%20contract%20revisions%20-%20Attorney%20Sosnowski.pdf,non_base_compensation,non_safety,Section 14.4 - Shift Differential (.35 for library clerks on Saturdays),claim_ready,undated-source-BRMGRS-20260802-272040a1208d3bdd63f920e0,,,,source_level_identifier_only,low,missing explicit period,false
WCM-232ebbd880dbc4107f39ced5,WCRS-56e68477d174fcd34c65f60e,Freeport,IL,Midwest,cba,,https://cityoffreeport.org/OrdRes/AFSCME%20Memo%20on%20contract%20revisions%20-%20Attorney%20Sosnowski.pdf,cola_cpi_indexing,unclear,which reflects more than a 10% increase in respective COBRA rates through the end of,repair_needed,undated-source-BRMGRS-20260802-272040a1208d3bdd63f920e0,,,,source_level_identifier_only,low,missing explicit period,false
WCM-bebeace7e8bb840b44e5b185,WCRS-102102d25c480d4c6bd562b7,Clarion,PA,Northeast,mou_or_memorandum,,https://clarionboro.org/wp-content/uploads/2010/02/November-17-2015-2nd-Council-Meeting.pdf,cola_cpi_indexing,non_safety,for a 5% increase for 2016 and for the Public Works employees it’s a 1.6% increase.,claim_ready,2016,2016,2016,2016,bounded_text_or_title_or_source_url,moderate,,false
WCM-ab410fb8c0f9d308f834540d,WCRS-59982fc64c50a7957d98ea25,Clarion,PA,Northeast,mou_or_memorandum,,https://clarionboro.org/wp-content/uploads/2010/02/November-17-2015-2nd-Council-Meeting.pdf,collective_bargaining,police,Secretary Hall reported the Collective Bargaining Agreements for the Police Department calls,claim_ready,2015,2015,2015,2015,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-47b1eb2f0618d44c968f4778,WCRS-a897f751c5a536c1327ce1c9,Clarion,PA,Northeast,mou_or_memorandum,,https://clarionboro.org/wp-content/uploads/2010/02/November-17-2015-2nd-Council-Meeting.pdf,cola_cpi_indexing,non_safety,Administrative is figured with a 3% increase.,claim_ready,2015,2015,2015,2015,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-08549bf7b62948bf3254bb3c,WCRS-05a5a89600a29b32d2fb2547,Bound Brook,NJ,Northeast,personnel_policy,,https://boundbrook-nj.org/wp-content/uploads/2022/10/10-11-2022_Final-Agenda-Packet_Public_10-11-22.pdf,collective_bargaining,unclear,COLLECTIVE BARGAINING AGREEMENT AND SAID AGREEMENT,mechanism_only,2022,2022,2022,2022,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-7d5619e310017e52a446bac4,WCRS-4dc1ec20f0f1554d1ed414af,Bound Brook,NJ,Northeast,personnel_policy,,https://boundbrook-nj.org/wp-content/uploads/2022/10/10-11-2022_Final-Agenda-Packet_Public_10-11-22.pdf,collective_bargaining,unclear,THEY ARE COVERED BY A SEPARATE COLLECTIVE BARGAINING,mechanism_only,2022,2022,2022,2022,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-0cfcebf0fbfe7be217e90613,WCRS-aa312a506a0f5704c41a3aa9,Bound Brook,NJ,Northeast,personnel_policy,,https://boundbrook-nj.org/wp-content/uploads/2022/10/10-11-2022_Final-Agenda-Packet_Public_10-11-22.pdf,ordinance_council_adoption,unclear,appropriation and salary ordinance.,repair_needed,2022,2022,2022,2022,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-0d6805fc20995805c3c5aef4,WCRS-bd68bbf454bf8f525d993e26,Bound Brook,NJ,Northeast,personnel_policy,,https://boundbrook-nj.org/wp-content/uploads/2022/10/10-11-2022_Final-Agenda-Packet_Public_10-11-22.pdf,collective_bargaining,unclear,"event there is a conflict between these rules and any collective bargaining agreement,",mechanism_only,2022,2022,2022,2022,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-3a95feadf5f69e699c339bfe,WCRS-4ba3c7775cccdc0a46864554,Shrewsbury,NJ,Northeast,salary_ordinance,,https://townshipofshrewsbury.com/uploads/3/4/2/9/34299549/2020-05__salary__ordinance__002_.pdf,budget_pay_plan,unclear,Time worked in excess of the 40 hours per week shall be paid at time and one-half the employee's hourly,claim_ready,2020,2020,2020,2020,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-3b253df84e4403c6806f9c43,WCRS-f3ea9ba154218d7d3daa3970,Shrewsbury,NJ,Northeast,salary_ordinance,,https://townshipofshrewsbury.com/uploads/3/4/2/9/34299549/2020-05__salary__ordinance__002_.pdf,budget_pay_plan,unclear,Time worked in excess of the 40 hours per week shall be paid at time and one-half the employee's hourly,claim_ready,2020,2020,2020,2020,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-d6519c683b9e9f5712d6dfb2,WCRS-ed9be04b758c838238849d0a,Hiawatha,KS,Midwest,wage_schedule,,https://cityofhiawatha.org/media/476,across_the_board_raise,unclear,"Governing Body & Other Officials Annual Salary Mayor $2,300.00",claim_ready,undated-source-BRMGRS-20260802-71bda9c7f66bda8997d51453,,,,source_level_identifier_only,low,missing explicit period,false
WCM-282916b984e33391a8ffa761,WCRS-a29f5dd6b4a7ab853e81caef,Hiawatha,KS,Midwest,wage_schedule,,https://cityofhiawatha.org/media/476,across_the_board_raise,unclear,Hourly Hourly Wage Wage Assistant City Clerk $19.73 $21.78,claim_ready,undated-source-BRMGRS-20260802-71bda9c7f66bda8997d51453,,,,source_level_identifier_only,low,missing explicit period,false
WCM-d5627d865bd251fd94e7f70b,WCRS-e66f173ccbb01b57a759c8d9,Hiawatha,KS,Midwest,wage_schedule,,https://cityofhiawatha.org/media/476,non_base_compensation,unclear,"effective April 11, 2020:",conditional_with_caveats,2020,2020,2020,2020,bounded_text_or_title_or_source_url,moderate,,false
WCM-9f90195ed52f81c74dbb9687,WCRS-8cb72a324545d72083c21ff9,Hiawatha,KS,Midwest,wage_schedule,,https://cityofhiawatha.org/media/476,across_the_board_raise,unclear,Hourly Hourly Wage Wage City Administrator $43.81 $50.33,claim_ready,undated-source-BRMGRS-20260802-71bda9c7f66bda8997d51453,,,,source_level_identifier_only,low,missing explicit period,false
WCM-a8f93880a2f534dc0fbc809f,WCRS-d8354da084b75ba4d7a9ede3,Hiawatha,KS,Midwest,wage_schedule,,https://cityofhiawatha.org/media/476,across_the_board_raise,unclear,Hourly Hourly Wage Wage Office Assistant $15.92 $18.28,claim_ready,undated-source-BRMGRS-20260802-71bda9c7f66bda8997d51453,,,,source_level_identifier_only,low,missing explicit period,false
