qualitative_observation_id,extraction_case_id,mixed_join_key,document_identity_id,text_table_detection_id,source_review_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,contract_period_start,contract_period_end,page_number,mechanism_type,bargaining_logic,indexing_formula,comparability_basis,parity_logic,step_progression_rule,eligibility_rule,implementation_rule,fiscal_constraint,reopener_clause,differentiation_logic,bounded_evidence_pointer,confidence,reason_code,qa_status
lobs_0b88c842d83f94ec507288e1,cexrem_ed87c297c90ab9f1bcf05cf6,mix_ec83b94cb53c7af472ba66be,doc_70b172f23fa4db1194fc1b6f,ttd_4cb8f2d247d7b1de08e9eedc,sr_e782959d17bebdcdf9bd1dac,NSCQ-TX-20260720-0073,TX,Georgetown,CITY OF GEORGETOWN,police,cba,,,10,fiscal_constraint_or_budget_logic,Future minimum market gap proposal is costed for City Council when budget is submitted.,propose at minimum 60% of the market gap using comparator organizations; show cost of implementing the pay increase as calculated above,nine (9) comparator organizations,minimum base pay receives an increase to reflect the market gap methodology,,,implementation during first full pay period in October (unless Section 4 override timing applies),financial forecasts affect timing; budget submitted to City Council includes implementation cost,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0115_sr_e782959d17bebdcdf9bd1dac.pdf#page=10,low,BUDGET_COATING_AND_TIMING_FOR_FUTURE_PAY,needs_review
lobs_598c2a5597d605716629e52e,cexrem_ed87c297c90ab9f1bcf05cf6,mix_ec83b94cb53c7af472ba66be,doc_70b172f23fa4db1194fc1b6f,ttd_4cb8f2d247d7b1de08e9eedc,sr_e782959d17bebdcdf9bd1dac,NSCQ-TX-20260720-0073,TX,Georgetown,CITY OF GEORGETOWN,police,cba,,,10,implementation_or_effective_date_logic,City may implement compensation recommendations between specified pay periods depending on financial forecasts.,,,,,,between first pay period of fiscal year and first pay period of July each fiscal year (subject to Section 4 override),depending upon financial forecasts,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0115_sr_e782959d17bebdcdf9bd1dac.pdf#page=10,medium,FLEXIBLE_IMPLEMENTATION_WINDOW_BY_FINANC,provisional_unverified
lobs_7ee2011cb6dcfe2fc1014a5d,cexrem_27b934e4605d6618b56843d4,,doc_7b4f94b2a7f0981f87ddc6f8,ttd_5e525d0bb72413b1b76135cb,sr_3509ecc184e2110363a7fdf7,NSCQ-TX-20260720-0029,TX,McKinney,CITY OF MCKINNEY,police,cba,,,3,comparability_or_market_study,,"Market Data = average minimum and maximum annual rates of pay at benchmark cities plus additive factors by fiscal year (1.5% FY21-22; 1.75% FY22-23; 2.0% FY24-25 and FY25-26; 2.25% FY26-27); calculated for Police Officer, Corporal, Sergeant","Benchmark cities Lewisville, Mesquite, Plano, and Richardson",,,Market Data applied for ranks listed in the definition,Market Data utilized in determining salary adjustments twice per calendar year,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0004_sr_3509ecc184e2110363a7fdf7.pdf#page=3,medium,P3_1_MARKET_DATA_DEFINITION_FOR_SALARY_4,provisional_unverified
lobs_805feea0552c3adbc168b429,cexrem_27b934e4605d6618b56843d4,,doc_7b4f94b2a7f0981f87ddc6f8,ttd_5e525d0bb72413b1b76135cb,sr_3509ecc184e2110363a7fdf7,NSCQ-TX-20260720-0029,TX,McKinney,CITY OF MCKINNEY,police,cba,,,3,implementation_or_effective_date_logic,,,,,,,April 30th survey results effective October 1st; January 1st survey results effective February 1st,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0004_sr_3509ecc184e2110363a7fdf7.pdf#page=3,high,P3_2_SURVEY_EFFECTIVE_DATES_2,provisional_unverified
lobs_ca117ad2588f26ee1d601479,cexrem_27b934e4605d6618b56843d4,,doc_7b4f94b2a7f0981f87ddc6f8,ttd_5e525d0bb72413b1b76135cb,sr_3509ecc184e2110363a7fdf7,NSCQ-TX-20260720-0029,TX,McKinney,CITY OF MCKINNEY,police,cba,,,5,implementation_or_effective_date_logic,,"Pay plan in Appendix A applied when it is equal to or greater than the Police Officer’s expected salary as of September 30, 2021",,,,,"Adjustment reflected on the first paycheck of the fiscal year; Beginning October 1, 2021 officers also eligible for a one-step pay increase (if not topped out) on hire or promotion anniversary date for each fiscal year",,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0004_sr_3509ecc184e2110363a7fdf7.pdf#page=5,medium,P5_1_BASE_SALARY_EFFECTIVE_FIRST_PAYDAY_,provisional_unverified
lobs_afbe9f73c5ba57769ffedcbe,cexrem_27b934e4605d6618b56843d4,,doc_7b4f94b2a7f0981f87ddc6f8,ttd_5e525d0bb72413b1b76135cb,sr_3509ecc184e2110363a7fdf7,NSCQ-TX-20260720-0029,TX,McKinney,CITY OF MCKINNEY,police,cba,,,5,step_movement_or_seniority,,,,,One-step pay increase on hire or promotion anniversary date for each fiscal year (if not topped out),Police Officers; only if not topped out,,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0004_sr_3509ecc184e2110363a7fdf7.pdf#page=5,high,P5_2_ONE_STEP_PAY_INCREASE_ON_ANNIVERSAR,provisional_unverified
lobs_cf3c4b054a6744fd2bcca850,cexrem_27b934e4605d6618b56843d4,,doc_7b4f94b2a7f0981f87ddc6f8,ttd_5e525d0bb72413b1b76135cb,sr_3509ecc184e2110363a7fdf7,NSCQ-TX-20260720-0029,TX,McKinney,CITY OF MCKINNEY,police,cba,,,5,comparability_or_market_study,,"City staff survey salary competitiveness based on Market Data twice each calendar year; management includes adjustments based on Market Data, steps (as reflected in Appendix B), and salaries consistent with each completed market study",Market Data,,,,Completed market study adjustments reflected in each fiscal year budget submitted to City Council; positive market adjustment approved by City Council not considered an amendment to the agreement,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0004_sr_3509ecc184e2110363a7fdf7.pdf#page=5,medium,P5_3_MARKET_ADJUSTMENTS_TWICE_PER_YEAR_,provisional_unverified
lobs_7868d571d2dd5630d644486c,cexrem_f76c22d4954111dca478021c,,doc_30943d642c43e15ddd0f13e3,ttd_e978b89db99f616a5b4c5bdd,sr_504e9f9ede69cd714aa6d5ac,NSCQ-TX-20260720-0030,TX,McKinney,CITY OF MCKINNEY,police,cba,,,6,implementation_or_effective_date_logic,,,,,,,"Adjust base salary according to Appendix A pay plan that is equal to or greater than the officer’s expected salary as of September 30, 2015; adjustment occurs September 24, 2015 and is reflected on the October 12, 2015 paycheck.",,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0162_sr_504e9f9ede69cd714aa6d5ac.pdf#page=6,medium,BASE_SALARY_PAY_PLAN_IMPLEMENTATION_DDMM,provisional_unverified
lobs_4417d88ef83506b7d3264162,cexrem_f76c22d4954111dca478021c,,doc_30943d642c43e15ddd0f13e3,ttd_e978b89db99f616a5b4c5bdd,sr_504e9f9ede69cd714aa6d5ac,NSCQ-TX-20260720-0030,TX,McKinney,CITY OF MCKINNEY,police,cba,,,6,step_movement_or_seniority,,,,,One-step pay increase (if not topped out) on hire or promotion anniversary date for each fiscal year of the Agreement.,,"Beginning October 1, 2015, police officers are eligible for the one-step increase on the applicable hire/promotion anniversary date.",,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0162_sr_504e9f9ede69cd714aa6d5ac.pdf#page=6,medium,ONE_STEP_INCREASE_IF_NOT_TOPPED_OUT,provisional_unverified
lobs_e4d074efb1f7f6712e681518,cexrem_f76c22d4954111dca478021c,,doc_30943d642c43e15ddd0f13e3,ttd_e978b89db99f616a5b4c5bdd,sr_504e9f9ede69cd714aa6d5ac,NSCQ-TX-20260720-0030,TX,McKinney,CITY OF MCKINNEY,police,cba,,,6,comparability_or_market_study,,,Market Data and a completed market study in the next fiscal year budget submitted to City Council.,,,,"City staff surveys salary competitiveness by April 30th of each calendar year; management includes adjustments based on Market Data, steps (as reflected in Appendix B), and salaries consistent with the completed market study in the next/fut",,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0162_sr_504e9f9ede69cd714aa6d5ac.pdf#page=6,low,MARKET_SURVEY_AND_MARKET_STUDY_ADJUSTED,needs_review
lobs_645f362bf72a754053764970,cexrem_f76c22d4954111dca478021c,,doc_30943d642c43e15ddd0f13e3,ttd_e978b89db99f616a5b4c5bdd,sr_504e9f9ede69cd714aa6d5ac,NSCQ-TX-20260720-0030,TX,McKinney,CITY OF MCKINNEY,police,cba,,,5,wage_reopener_or_future_negotiation,,,,,,,"If the City Council fails to appropriate funds in any fiscal year, the City agrees to reopen the salary and other compensation provisions for renegotiating them.",Failure to appropriate funds; reduction in revenues due to reduction in tax rate.,Negotiations begin; if no agreement after sixty (60) calendar days (as stated).,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0162_sr_504e9f9ede69cd714aa6d5ac.pdf#page=5,low,REOPEN_SALARY_ON_FUNDING_APPROPRIATION,needs_review
lobs_422d4df9cb896e923db2aef6,cexrem_9ed319f686a23282cb5258e4,,doc_a1c62a7f2abff37c6b54ed8a,ttd_d64578b7bbc4b456c2a7b80f,sr_6100c44e9d9dd15e5965d4b9,NSCQ-TX-20260720-0089,TX,Missouri City,CITY OF MISSOURI CITY,police,cba,,,2,step_movement_or_seniority,,,,,Lateral appointments placed on the Step Pay Matrix upon hire on a year-to-year level of experience with internal employees up to a maximum of 7 steps.,For lateral hires; based on level of experience with internal employees.,Place upon hire on the Step Pay Matrix.,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0387_sr_6100c44e9d9dd15e5965d4b9.pdf#page=2,medium,L2L9_LATERAL_APPTS_STEP_PAY_MATRIX_YEAR_,provisional_unverified
lobs_abf0e6333ab7c85676f54497,cexrem_9ed319f686a23282cb5258e4,,doc_a1c62a7f2abff37c6b54ed8a,ttd_d64578b7bbc4b456c2a7b80f,sr_6100c44e9d9dd15e5965d4b9,NSCQ-TX-20260720-0089,TX,Missouri City,CITY OF MISSOURI CITY,police,cba,,,13,longevity_or_service_based_pay,,,,,Credited with up to seven (7) years of seniority pay on the City’s step pay matrix.,For seniority on the City’s step pay matrix for lateral hires.,Seniority pay credit for lateral hires; up to 7 years.,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0387_sr_6100c44e9d9dd15e5965d4b9.pdf#page=13,medium,P13_SENIORITY_PAY_LATERAL_HIRES_UP_TO_7Y,provisional_unverified
lobs_b80b6a45c07dfb69618d7480,cexrem_2278a6afb446a56508604760,,doc_8dd59b9da3f774ee5049386e,ttd_f831107951db48b64e627e9f,sr_6f5ac49aa47cbeefe509d064,NSCQ-TX-20260720-0088,TX,Missouri City,CITY OF MISSOURI CITY,police,cba,,,2,step_movement_or_seniority,,,,,"Lateral appointments placed on the Step Pay Matrix upon hire on a year-to-year level of experience with internal employees, up to a maximum of 5 steps.",,,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0080_sr_6f5ac49aa47cbeefe509d064.pdf#page=2,medium,LATERAL_HIRE_PLACEMENT_ON_STEP_PAY_WITH_,provisional_unverified
lobs_f586af9163082c6420799ef3,cexrem_2278a6afb446a56508604760,,doc_8dd59b9da3f774ee5049386e,ttd_f831107951db48b64e627e9f,sr_6f5ac49aa47cbeefe509d064,NSCQ-TX-20260720-0088,TX,Missouri City,CITY OF MISSOURI CITY,police,cba,,,12,step_movement_or_seniority,,,,,Up to five (5) years of seniority pay credited for seniority on the City’s step pay matrix for qualifying lateral hires.,Creditable as a peace officer within the last two (2) required examination cycles with minimum passing grade (70 percent) referenced in surrounding text.,Seniority credited for purposes of pay matrix; Ordinance No. O-23-17 referenced as the governing pay ordinance.,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0080_sr_6f5ac49aa47cbeefe509d064.pdf#page=12,low,SENIORITY_PAY_CREDIT_FOR_LATERAL_HIRES_5,needs_review
lobs_a3cad844c9e6d6fa2f2cc79f,cexrem_2278a6afb446a56508604760,,doc_8dd59b9da3f774ee5049386e,ttd_f831107951db48b64e627e9f,sr_6f5ac49aa47cbeefe509d064,NSCQ-TX-20260720-0088,TX,Missouri City,CITY OF MISSOURI CITY,police,cba,,,2,CPI_or_COLA_indexing,,,,,,Applies to non-civil service employees’ base pay for the cost of living adjustment.,Cost of living adjustment to base pay for non-civil service employees (details/formula not visible in this excerpt).,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0080_sr_6f5ac49aa47cbeefe509d064.pdf#page=2,low,COLA_TO_BASE_PAY_FOR_NON_CIVIL_SERVICE,needs_review
lobs_e89fddc37169d8609c498d14,cexrem_e71f4309c45190b81be6d99b,,doc_cfcdcb9ce1e453b3296ab4ab,ttd_0594fdef1e67adfa418b51fb,sr_7a12a66f7b0f84bc41a183e7,NSCQ-TX-20260720-0058,TX,Pearland,CITY OF PEARLAND,police,cba,,,9,longevity_or_service_based_pay,,,,,Seniority pay based on time in each rank step is incorporated into the Civil Service Pay Plan; base pay minimum amounts reflected in attached Appendix A/B (not shown on this page).,Police officers compensated according to rank and step indicated on such plan until expiration of the agreement.,Effective date for the time-in-step seniority system continues to be based on the employee’s civil service seniority date as a Police Officer or date of promotion as applicable.,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0369_sr_7a12a66f7b0f84bc41a183e7.pdf#page=9,medium,ARTICLE_4_PAY_A_STATES_SENIORITY_BY_TIME,provisional_unverified
lobs_2f038cd732506dff8e6167a1,cexrem_e71f4309c45190b81be6d99b,,doc_cfcdcb9ce1e453b3296ab4ab,ttd_0594fdef1e67adfa418b51fb,sr_7a12a66f7b0f84bc41a183e7,NSCQ-TX-20260720-0058,TX,Pearland,CITY OF PEARLAND,police,cba,,,9,implementation_or_effective_date_logic,,,,,Raises during the term of the agreement on the schedule outlined in attached Appendix A and Appendix B (not shown on this page).,Each police officer given raises while being paid to each Police Officer during Fiscal Year 2025 using starting rates in the City’s FY2025 Civil Service Pay Plan.,Timing and amounts follow Appendix A/B attached to the agreement.,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0369_sr_7a12a66f7b0f84bc41a183e7.pdf#page=9,medium,ARTICLE_4_PAY_B_RAISES_SCHEDULE_APPENDIX,provisional_unverified
lobs_998581bd6991b9e85dca226e,cexrem_e71f4309c45190b81be6d99b,,doc_cfcdcb9ce1e453b3296ab4ab,ttd_0594fdef1e67adfa418b51fb,sr_7a12a66f7b0f84bc41a183e7,NSCQ-TX-20260720-0058,TX,Pearland,CITY OF PEARLAND,police,cba,,,9,other,,,,,,,This Article modifies and preempts Section 143.041 of the Texas Local Government Code.,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0369_sr_7a12a66f7b0f84bc41a183e7.pdf#page=9,medium,ARTICLE_4_PAY_C_PREEMPT_143_041,provisional_unverified
lobs_dff5298e676317e44968a984,cexrem_c998a2f3c694811d51d08295,,doc_9958537300daf16828fa383b,ttd_3f971475262b268fc98a4ec4,sr_357fbd7ec7a7fbd400e90004,NSCQ-TX-20260720-0020,TX,Plano,CITY OF PLANO,fire,cba,,,6,implementation_or_effective_date_logic,,,,,,,"During the transition, field operations firefighters will progressively have fewer work hours for the same salaried compensation.",,,,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0057_sr_357fbd7ec7a7fbd400e90004.pdf#page=6,medium,SCHEDULE_TRANSITION_SAME_SALARIED_COMP,provisional_unverified
lobs_7fecafb01c53a1379f89eea9,cexrem_c998a2f3c694811d51d08295,,doc_9958537300daf16828fa383b,ttd_3f971475262b268fc98a4ec4,sr_357fbd7ec7a7fbd400e90004,NSCQ-TX-20260720-0020,TX,Plano,CITY OF PLANO,fire,cba,,,6,step_movement_or_seniority,,,,,No increases in base salary for four (4) years; increases ramp up after that initial period as provided in the Agreement.,Field operations firefighters during the transition period.,Step increases are as provided in Exhibits 1 and 2.,,,,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0057_sr_357fbd7ec7a7fbd400e90004.pdf#page=6,medium,BASE_SALARY_NO_INCREASE_FIRST_4_YEARS_TH,provisional_unverified
lobs_f71b8b533f4cd3f1ab6de251,cexrem_c998a2f3c694811d51d08295,,doc_9958537300daf16828fa383b,ttd_3f971475262b268fc98a4ec4,sr_357fbd7ec7a7fbd400e90004,NSCQ-TX-20260720-0020,TX,Plano,CITY OF PLANO,fire,cba,,,5,implementation_or_effective_date_logic,,,,,,,Parties agree to implement a revised schedule reducing hours of work for field operations personnel from 56 hours per week to 42.12 hours per week over a five (5) year period (implementation tied to exhibits).,,,,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0057_sr_357fbd7ec7a7fbd400e90004.pdf#page=5,medium,HOURS_REDUCTION_56_TO_42_12_OVER_5_YEARS,provisional_unverified
lobs_7ff941f624029bd554bae3d8,cexrem_c998a2f3c694811d51d08295,,doc_9958537300daf16828fa383b,ttd_3f971475262b268fc98a4ec4,sr_357fbd7ec7a7fbd400e90004,NSCQ-TX-20260720-0020,TX,Plano,CITY OF PLANO,fire,cba,,,7,longevity_or_service_based_pay,,,,,,,Continuation of the current base salary amounts for legacy firefighters during the first four (4) years of the Agreement (and correlating increases in the hourly rate of pay during those four (4) years).,,,,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0057_sr_357fbd7ec7a7fbd400e90004.pdf#page=7,medium,LEGACY_BASE_SALARY_CONTINUED_FIRST_4_YE,provisional_unverified
lobs_d9c8140f93302382d0c3abe6,cexrem_c998a2f3c694811d51d08295,,doc_9958537300daf16828fa383b,ttd_3f971475262b268fc98a4ec4,sr_357fbd7ec7a7fbd400e90004,NSCQ-TX-20260720-0020,TX,Plano,CITY OF PLANO,fire,cba,,,7,step_movement_or_seniority,,,,,"New personnel receive compensation under a five (5) year step pay plan, instead of an existing two (2) year step pay plan (which continues to apply to legacy employees prior to October 1, 2025).","New vs. legacy employees; legacy applicability before October 1, 2025.",Step plan treatment is set out in Exhibits 1 and 2.,,,Differentiates by new personnel vs legacy employees.,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0057_sr_357fbd7ec7a7fbd400e90004.pdf#page=7,medium,NEW_5YR_STEP_PLAN_VS_LEGACY_2YR,provisional_unverified
lobs_4e42a0b40f0ed45623f7f884,cexrem_4f48e641dc5aa9e4429533c5,mix_4cca8470c03bfad1e71b11da,doc_aa4adea591a6b49a3ace8234,ttd_2562401fefdc349b6b4e2f0b,sr_9d62e15d815337d20f379263,NSCQ-TX-20260720-0091,TX,San Marcos,CITY OF SAN MARCOS,fire,cba,,,6,step_movement_or_seniority,,,,,"one (1) year prior full-time work experience qualifies for advancing one step, up to a maximum of 8 steps; conditional job offer placement can be up above the minimum starting, up to step 19.08 of the pay schedules",dual certified (Firefighter (TCFP) and EMT Basic or higher) plus at least one year prior full-time experience with similar duties in a comparable agency; no break in service as a Firefighter and/or EMT Basic (or higher) of more than 180/180,"Fire Chief determination following review with Association President whether applicant is placed above minimum starting, up to step 19.08 of the pay schedules",,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0062_sr_9d62e15d815337d20f379263.pdf#page=6,medium,LATERAL_ENTRY_PAY_STEP_ADVANCEMENT_MAX_8,provisional_unverified
lobs_4840342c784590df022125ea,cexrem_61c1f693b303580c92670528,,doc_8c1b48ca2dd8000c86e117ba,ttd_c4da7ab7fff20059a7f7a598,sr_4f53be7c99faf4e392b0b85d,NSCQ-TX-20260720-0077,TX,Temple,CITY OF TEMPLE,fire,cba,,,13,implementation_or_effective_date_logic,,,,,,"Fire fighters stepping up to perform duties of a higher classification when the higher rank is absent (e.g., illness, injury, military duties, vacation, or other valid reason).",Compensation rates for stepping up are effective upon ratification of the Meet and Confer Agreement.,Aligned with objectives of the 2019 Civil Service Compensation Plan and budgetary constraints.,Rates will be re-evaluated with the 2021 Civil Service Compensation Study for implementation in fiscal year 2022.,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0178_sr_4f53be7c99faf4e392b0b85d.pdf#page=13,high,ARTICLE_3_SECTION_2_RATES_EFFECTIVE_ON_R,provisional_unverified
lobs_0ba2ab07187af618deb701a1,cexrem_53a1b599443a9fafd70f7cfd,,doc_521e84ee5572a21489544f07,ttd_37fafafab3ccc06030f326e0,sr_d74c8f9f6f718857937299f0,NSCQ-TX-20260720-0098,TX,Texas City,CITY OF TEXAS CITY,police,cba,,,2,implementation_or_effective_date_logic,,,,,,,"Agreement effective October 1, 2024; remains in force until September 30, 2026 (or until a superseding contract).",,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0132_sr_d74c8f9f6f718857937299f0.pdf#page=2,high,AGREEMENT_EFFECTIVE_AND_EXPIRATION_DATES,provisional_unverified
lobs_d227afc21369f674b63f9149,cexrem_9a71ced5494ff243c85d04be,mix_e9f541eff622a06dc02d0f65,doc_157694da580bf0693d20255b,ttd_1ad57d6ba4d6cc6bd9cb6137,sr_f214d44fd61c5cde10474328,NSCQ-UT-20260720-0011,UT,Draper,CITY OF DRAPER,police,wage_schedule_or_compensation_plan,,,1,implementation_or_effective_date_logic,,,,,Step Increase shown as 4.0% across listed steps.,,applies to step movement within each grade’s step table.,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0464_sr_f214d44fd61c5cde10474328.pdf#page=1,medium,STEP_INCREASE_RULE_4_PERCENT,provisional_unverified
lobs_2563a3742a9ad38038bd2e34,cexrem_9a71ced5494ff243c85d04be,mix_e9f541eff622a06dc02d0f65,doc_157694da580bf0693d20255b,ttd_1ad57d6ba4d6cc6bd9cb6137,sr_f214d44fd61c5cde10474328,NSCQ-UT-20260720-0011,UT,Draper,CITY OF DRAPER,police,wage_schedule_or_compensation_plan,,,1,CPI_or_COLA_indexing,,,,,,,4% Market adjustment for P2 & P3 - July 2023; 4% COLA - July 2023; 3% Market adjustment for P1 - Feb 2024.,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0464_sr_f214d44fd61c5cde10474328.pdf#page=1,medium,MARKET_ADJUSTMENTS_AND_COLA_DATES_AND_PW,provisional_unverified
lobs_ef9dd915ae087f588bc39a88,cexrem_2db8f372dd7befad4886cae8,mix_ed413180b628406696831716,doc_1b50cb7b32a93467eba61767,ttd_1bb6255583002c3c9d8dad17,sr_502a7f016ce66849c0ff33ea,NSCQ-VA-20260720-0007,VA,Alexandria,CITY OF ALEXANDRIA,non_safety,cba,,,15,step_movement_or_seniority,,,,,"If an employee is not given their annual performance evaluation within 60 days of their merit increase eligibility date, the employee moves up a step and receives the pay increase associated with the step movement retroactive to the eligibl",Annual performance evaluation not provided within 60 days of the merit increase eligibility date,Step movement pay increase is retroactive to the eligibility date,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0136_sr_502a7f016ce66849c0ff33ea.pdf#page=15,medium,ARTICLE_17_B_MERIT_INCREASE_EVALUATION_6,provisional_unverified
lobs_f161de0b9e2e2888c1b3630d,cexrem_8ffb0372469bc6f5fb511516,mix_af8d736a0482117c94a1c94c,doc_7a950d513e402a46d5c9fcf2,ttd_788d16641ddf258434469d0b,sr_244222ff567949a7e4ba4dbf,NSCQ-VA-20260720-0024,VA,Fredericksburg,CITY OF FREDERICKSBURG,non_safety,wage_schedule_or_compensation_plan,,,1,comparability_or_market_study,,,Pay study against the labor market; pay scales behind the market,Increase current pay scales to address market lag,,,"Increase the City’s current pay scales by 5.1% (new minimums, midpoints, and maximums)",,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0472_sr_244222ff567949a7e4ba4dbf.pdf#page=1,medium,STEP_1_LABOR_MARKET_DRIVEN_PAY_SCALE_INR,provisional_unverified
lobs_28a619e1243f82e38e5bc4f2,cexrem_8ffb0372469bc6f5fb511516,mix_af8d736a0482117c94a1c94c,doc_7a950d513e402a46d5c9fcf2,ttd_788d16641ddf258434469d0b,sr_244222ff567949a7e4ba4dbf,NSCQ-VA-20260720-0024,VA,Fredericksburg,CITY OF FREDERICKSBURG,non_safety,wage_schedule_or_compensation_plan,,,1,comparability_or_market_study,,,Recommended Budget adjustment to current employees following pay scale increase,,,Full-time employees,Provide a “Labor Market Adjustment” increase of 3%,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0472_sr_244222ff567949a7e4ba4dbf.pdf#page=1,medium,STEP_2_LABOR_MARKET_ADJUSTMENT_ELIG,provisional_unverified
lobs_901494548e01973066b43215,cexrem_8ffb0372469bc6f5fb511516,mix_af8d736a0482117c94a1c94c,doc_7a950d513e402a46d5c9fcf2,ttd_788d16641ddf258434469d0b,sr_244222ff567949a7e4ba4dbf,NSCQ-VA-20260720-0024,VA,Fredericksburg,CITY OF FREDERICKSBURG,non_safety,wage_schedule_or_compensation_plan,,,3,CPI_or_COLA_indexing,,"Cost-of-living adjustment increased to 4%, or 3% if total annual salary is more than $101,000",,,,"Applies based on total annual salary threshold ($101,000)",Increase cost-of-living adjustment to 4% for eligible non-public safety employees; 3% for those above the threshold,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0472_sr_244222ff567949a7e4ba4dbf.pdf#page=3,high,STEP_5_COLA_TIERED_BY_SALARY_THRESHOLD,provisional_unverified
