state,municipality,derived_region,unit_type,contract_or_document_period,queue_count,verified_source_lead_count,mechanism_families,coverage_status
NV,Carson,West,non_safety_comparator,"July 1, 2023 through June 30, 2027",1,1,non_safety_constraint_signal,verified_locator_metadata_only
NY,Albany,Northeast,non_safety_comparator,2015-2018 (overlaps expected 2016-2022 successor window partially),1,1,non_safety_constraint_signal,verified_locator_metadata_only
NY,Beekman,Northeast,safety_and_non_safety_compensation_units,"January 1, 2021–December 31, 2023 (referenced) and amended/extended to January 1, 2024–December 31, 2027 (referenced in MOA text)",1,1,market_or_comparability_pressure,verified_locator_metadata_only
NY,Beekman,Northeast,safety_and_non_safety_compensation_units,"Manual adopted effective January 1, 2016 (per referenced description in search snippets)",1,1,market_or_comparability_pressure,verified_locator_metadata_only
NY,Bethlehem,Northeast,safety_and_non_safety_bargaining_units,"Arbitration findings statement tied to PERB case A2015-004 (award referenced as October 16, 2015)",1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
NY,Bethlehem,Northeast,safety_and_non_safety_bargaining_units,"Arbitration opinion/award dated October 16, 2015 (CBA sections 11.1 and 20.2 referenced)",1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
NY,Bethlehem,Northeast,safety_and_non_safety_bargaining_units,"Article date Oct 23, 2015; references an arbitration outcome",1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NY,Buffalo,Northeast,non_safety_comparator,"Board book references CBA expired June 30, 2022 and notes current CBA covers July 1, 2019 through June 30, 2025 (per snippet; not extracted here)",1,0,non_safety_constraint_signal,no_verified_tier_c_lead
NY,Buffalo,Northeast,non_safety_comparator,"Includes language effective July 1, 2017 (successor/term details not extracted here)",1,0,non_safety_constraint_signal,no_verified_tier_c_lead
NY,Buffalo,Northeast,non_safety_comparator,MOA labeled for 2025 successor period (exact start/end dates not extracted here),1,1,non_safety_constraint_signal,verified_locator_metadata_only
NY,Chili,Northeast,safety_and_non_safety_bargaining_units,Agreement dated 1st day of January 2017 (successor agreement period not fully determined from lead snippet),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NY,Cicero,Northeast,safety_and_non_safety_bargaining_units,01.01.2022–12.31.2025 (as listed on the Town’s agreements page),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NY,Cicero,Northeast,safety_and_non_safety_bargaining_units,Includes PBA contract 01.01.2023–12.31.2027; CSEA Highway Agreement 01.01.2022–12.31.2025 (page also lists other agreements outside 2014-2024),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NY,Clay,Northeast,safety_and_non_safety_bargaining_units,2014-2024 target window,1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NY,Colonie,Northeast,safety_and_non_safety_bargaining_units,2014-2018 filter context shown on the index page (exact award year not confirmed in snippet),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NY,Dryden,Northeast,safety_and_non_safety_compensation_units,"Mentions current labor agreement effective June 1, 2013 to May 31, 2016 (as described in the study)",1,1,market_or_comparability_pressure,verified_locator_metadata_only
NY,Elmira,Northeast,non_safety_comparator,"January 1, 2024 through December 31, 2027",1,0,non_safety_constraint_signal,no_verified_tier_c_lead
NY,Fishkill,Northeast,non_safety_municipal_units,2014 (budget year),1,1,fiscal_constraint_signal,verified_locator_metadata_only
NY,Fishkill,Northeast,non_safety_municipal_units,2016 (budget year),1,1,fiscal_constraint_signal,verified_locator_metadata_only
NY,Freeport,Northeast,non_safety_comparator,Award issued/dated (within document): 1976-10-26; wages operative dates not confirmed in scout view,1,0,non_safety_constraint_signal,no_verified_tier_c_lead
NY,Geddes,Northeast,safety_and_non_safety_compensation_units,"O&T: 2019-2022; PBA: Jan 1, 2022 through Dec 31, 2023 (per document text snippet)",1,1,market_or_comparability_pressure,verified_locator_metadata_only
NY,Glenville,Northeast,safety_and_non_safety_bargaining_units,"Jan 1, 2017 through Dec 31, 2021",1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
NY,Glenville,Northeast,safety_and_non_safety_bargaining_units,"Jan 1, 2019 through Dec 31, 2023",1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
NY,Glenville,Northeast,safety_and_non_safety_bargaining_units,"Jan 1, 2022 through Dec 31, 2024",1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
NY,Greece,Northeast,safety_and_non_safety_bargaining_units,Compulsory interest arbitration decision and award (PERB No. IA91-004 per the page content),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NY,Greece,Northeast,safety_and_non_safety_bargaining_units,Interest arbitration award (covers period commencing 1/1/1998 through 12/31/2000 per the award on the page),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NY,Guilderland,Northeast,safety_and_non_safety_bargaining_units,01/01/2025–12/31/2027,1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
NY,Halfmoon,Northeast,non_safety_municipal_units,2022 fiscal year budget (adopted),1,0,fiscal_constraint_signal,no_verified_tier_c_lead
NY,Harrison,Northeast,safety_and_non_safety_bargaining_units,CBA Memorandum of Agreement — term not shown in search snippet,1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
NY,Islip,Northeast,safety_and_non_safety_bargaining_units,"January 1, 2014 – December 31, 2016",1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NY,Islip,Northeast,safety_and_non_safety_bargaining_units,"January 1, 2017 – December 31, 2020",1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NY,Islip,Northeast,safety_and_non_safety_bargaining_units,"January 1, 2021 – December 31, 2024",1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NY,Jamestown,Northeast,non_safety_comparator,2022-2024,1,0,non_safety_constraint_signal,no_verified_tier_c_lead
NY,Jamestown,Northeast,non_safety_comparator,2022-2025 (with appendix salary schedules covering 2016-2021 per document snippet),1,1,non_safety_constraint_signal,verified_locator_metadata_only
NY,Jamestown,Northeast,non_safety_comparator,Not a single contract (directory/index),1,1,non_safety_constraint_signal,verified_locator_metadata_only
NY,Lackawanna,Northeast,non_safety_comparator,2013 City Council communications referencing Chapter 36-19 wage schedule/classification (context around non-bargaining-unit wage schedule changes),1,1,non_safety_constraint_signal,verified_locator_metadata_only
NY,Lackawanna,Northeast,non_safety_comparator,Adopted 3-17-2009; § 36-19 Wage schedule and classification (non-safety comparator wage schedule framework),1,0,non_safety_constraint_signal,no_verified_tier_c_lead
NY,Lackawanna,Northeast,non_safety_comparator,Article V effective date/renewal provisions (effective/retroactive language present within the eCode360 article set),1,0,non_safety_constraint_signal,no_verified_tier_c_lead
NY,Lancaster,Northeast,safety_and_non_safety_bargaining_units,2014-2018 (award listing window); case received 10/5/2015,1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NY,Lockport,Northeast,non_safety_municipal_units,2017 (with wage increase schedule through 2024 and beyond indicated),1,1,fiscal_constraint_signal,verified_locator_metadata_only
NY,Lockport,Northeast,non_safety_municipal_units,"2023 update (implied coverage into subsequent years, including effective dates)",1,1,fiscal_constraint_signal,verified_locator_metadata_only
NY,Lockport,Northeast,non_safety_municipal_units,Through Dec. 2026,1,1,fiscal_constraint_signal,verified_locator_metadata_only
NY,Manlius,Northeast,safety_and_non_safety_bargaining_units,2023 trial basis side agreement (referenced as prior to 2023 contract negotiations),1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
NY,Manlius,Northeast,safety_and_non_safety_bargaining_units,"Appears to cover Jan 1, 2021 through Dec 31, 2023 (as shown in the hosted document text snippet)",1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NY,Manlius,Northeast,safety_and_non_safety_bargaining_units,Interest arbitration award following a wage re-opener impasse (1987),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NY,Middletown,Northeast,non_safety_comparator,"January 1, 2023 - December 31, 2027",2,0,non_safety_constraint_signal,no_verified_tier_c_lead
NY,Milton,Northeast,non_safety_municipal_units,2014 (audit reference label 2014M-357; report issued in 2015),1,1,fiscal_constraint_signal,verified_locator_metadata_only
NY,Milton,Northeast,non_safety_municipal_units,Policy/Handbook (updated 2024-09-25),1,0,fiscal_constraint_signal,no_verified_tier_c_lead
NY,Montgomery,Northeast,non_safety_municipal_units,"Explicit salary increase reference: “after the probation period ends the salary will increase by $1.00 per hour in addition to any possible pay raises that Town employees may receive on January 1, 2018.” (document date not captured in the lead snippet)",1,0,fiscal_constraint_signal,no_verified_tier_c_lead
NY,Moreau,Northeast,safety_and_non_safety_compensation_units,"Comparative salary schedule columns include Adopted 2018, Adopted 2019, Adopted 2020, Adopted 2021, Adopted 2022, Adopted 2023 (document year 2024 adopted budget)",1,1,market_or_comparability_pressure,verified_locator_metadata_only
NY,Mount Pleasant,Northeast,safety_and_non_safety_bargaining_units,"Fact-finder recommendation content references wage changes effective July 1, 2016 with additional wage schedule through January 2020 (as shown on the page)",1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
NY,Mount Pleasant,Northeast,safety_and_non_safety_bargaining_units,Impose-process listing page; underlying record includes Declaration of Impasse in 2014 and fact-finding within the 2016 period,1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NY,Mount Pleasant,Northeast,safety_and_non_safety_bargaining_units,"Successor negotiations for CBA expired on December 31, 2010 and continued in effect; Declaration of Impasse filed August 21, 2014; fact-finding appointed April 27, 2016",1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NY,New Castle,Northeast,non_safety_municipal_units,11/2021–12/31/2027 (as indicated by document filename),1,0,fiscal_constraint_signal,no_verified_tier_c_lead
NY,New Castle,Northeast,non_safety_municipal_units,2022 tentative budget document,1,0,fiscal_constraint_signal,no_verified_tier_c_lead
NY,New Castle,Northeast,non_safety_municipal_units,2024 tentative budget document (file indicates 2024; working version),1,0,fiscal_constraint_signal,no_verified_tier_c_lead
NY,New Hartford,Northeast,non_safety_municipal_units,Calendar year 2017 (Non-union Benefits and Compensation; also mileage rate policy language for FY 2017),1,1,fiscal_constraint_signal,verified_locator_metadata_only
NY,New Hartford,Northeast,non_safety_municipal_units,Calendar year 2024 (2024 Salary Schedule),1,1,fiscal_constraint_signal,verified_locator_metadata_only
NY,New Rochelle,Northeast,non_safety_comparator,"January 1, 2021 through December 31, 2026",2,2,non_safety_constraint_signal,verified_locator_metadata_only
NY,New Windsor,Northeast,safety_and_non_safety_bargaining_units,2014-2024 target window,2,2,strike_or_no_strike_constraint,verified_locator_metadata_only
NY,Newburgh,Northeast,safety_and_non_safety_bargaining_units,2014-2018 (indexed by received fiscal year on PERB awards page),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NY,Newburgh,Northeast,safety_and_non_safety_bargaining_units,2019-2023 (award PDF dated 9/9/20; case number IA2017-009),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NY,Niagara Falls,Northeast,non_safety_comparator,"Retroactive to May 19, 2021 (MOA terms described in document; references effective CBA dates)",1,0,non_safety_constraint_signal,no_verified_tier_c_lead
NY,North Greenbush,Northeast,safety_and_non_safety_compensation_units,"PERB Case No. IA2003-010; M2002-284 (older than the requested window, but may include wage/benefit classification and comparability rationale useful for method/structure)",1,1,market_or_comparability_pressure,verified_locator_metadata_only
NY,North Greenbush,Northeast,safety_and_non_safety_compensation_units,Received 10/2/2012 (award listing; may cover a contract cycle around the early/mid 2010s),1,0,market_or_comparability_pressure,no_verified_tier_c_lead
NY,Ogden,Northeast,non_safety_municipal_units,"Effective Oct 23, 2024 through Dec 31, 2025 (MOA extension within ongoing labor agreement context)",1,0,fiscal_constraint_signal,no_verified_tier_c_lead
NY,Ogden,Northeast,non_safety_municipal_units,"Jan 1, 2022 through Dec 31, 2025 (agreement term referenced)",1,0,fiscal_constraint_signal,no_verified_tier_c_lead
NY,Olean,Northeast,non_safety_comparator,"Begins: July 1, 2021; Ends: June 30, 2025",1,1,non_safety_constraint_signal,verified_locator_metadata_only
NY,Olean,Northeast,non_safety_comparator,"Begins: September 1, 2020; Ends: August 31, 2025",1,1,non_safety_constraint_signal,verified_locator_metadata_only
NY,Olean,Northeast,non_safety_comparator,"MOA referenced in minutes (exact MOA start/end not extracted here); meeting date: Jan 25, 2022",1,0,non_safety_constraint_signal,no_verified_tier_c_lead
NY,Owego,Northeast,non_safety_municipal_units,Audit (2018) referencing employee/payroll documentation (exact period not identified in lead snippet),1,1,fiscal_constraint_signal,verified_locator_metadata_only
NY,Owego,Northeast,non_safety_municipal_units,Discussion includes 2014-2016 budget context (per lead snippet),1,1,fiscal_constraint_signal,verified_locator_metadata_only
NY,Peekskill,Northeast,non_safety_comparator,"Includes January 1, 2006 through December 31, 2009 (and indicates agreement running to 2010); relevant overlap with 2009–2010 target years",1,1,non_safety_constraint_signal,verified_locator_metadata_only
NY,Poughkeepsie,Northeast,safety_and_non_safety_bargaining_units,Case No. IA93-036 (year received appears to be ~1993; outside requested 2014-2024 window),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NY,Poughkeepsie,Northeast,safety_and_non_safety_bargaining_units,PERB Case No. M2010-266 (fact-finding; outside requested 2014-2024 window),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NY,Rome,Northeast,non_safety_comparator,2013 (MOA),1,1,non_safety_constraint_signal,verified_locator_metadata_only
NY,Rotterdam,Northeast,safety_and_non_safety_bargaining_units,Union contracts table listing contract expiration dates (CSEA and PBA) and noting police/CSEA contracts not approved until Oct 2023,1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
NY,Rye,Northeast,safety_and_non_safety_bargaining_units,2014-2024 target window,3,3,strike_or_no_strike_constraint,verified_locator_metadata_only
NY,Salina,Northeast,safety_and_non_safety_bargaining_units,Not stated in snippet; document dated 2025-05-14 (case identifier E-2676 referenced),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NY,Saugerties,Northeast,non_safety_municipal_units,"2015 Adopted Budget (approved as of Aug 31, 2014)",1,1,fiscal_constraint_signal,verified_locator_metadata_only
NY,Saugerties,Northeast,non_safety_municipal_units,"2019 Adopted Budget (approved as of Aug 31, 2018)",1,0,fiscal_constraint_signal,no_verified_tier_c_lead
NY,Saugerties,Northeast,non_safety_municipal_units,"2022 Combined Adopted Budget (as of June 30, 2021)",1,0,fiscal_constraint_signal,no_verified_tier_c_lead
NY,Smithtown,Northeast,safety_and_non_safety_bargaining_units,Effective Date: 2015-07-01; Expiration Date: 2024-06-30,1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NY,Southold,Northeast,non_safety_municipal_units,2014-2024 (access point to specific CBA documents/periods),1,1,fiscal_constraint_signal,verified_locator_metadata_only
NY,Southold,Northeast,non_safety_municipal_units,2024 (budget year; supports fiscal constraint/pay plan context across 2014-2024 research window),1,1,fiscal_constraint_signal,verified_locator_metadata_only
NY,Southold,Northeast,non_safety_municipal_units,"includes explicit compensation mechanism; snippet indicates force through December 31, 2016",1,1,fiscal_constraint_signal,verified_locator_metadata_only
NY,Stony Point,Northeast,safety_and_non_safety_compensation_units,"Memorandum of Agreement commencing January 1, 2014 for four (4) years (successor CBA period referenced by meeting minutes)",1,1,market_or_comparability_pressure,verified_locator_metadata_only
NY,Stony Point,Northeast,safety_and_non_safety_compensation_units,"Wage increases Memorandum of Agreement (successor/supplemental wage MOA referenced; current PBA CBA noted as expired Dec 31, 2017)",1,1,market_or_comparability_pressure,verified_locator_metadata_only
NY,Sweden,Northeast,safety_and_non_safety_compensation_units,"2014 (salary schedule set via resolution dated January 2, 2014)",1,1,market_or_comparability_pressure,verified_locator_metadata_only
NY,Thompson,Northeast,safety_and_non_safety_compensation_units,2014-2024 target window,1,1,market_or_comparability_pressure,verified_locator_metadata_only
NY,Tonawanda,Northeast,safety_and_non_safety_bargaining_units,2016-2018 (referenced standoff; exact PERB report period not extracted),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NY,Tonawanda,Northeast,safety_and_non_safety_bargaining_units,2019-2023 (from listing page segment; exact award period not extracted),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NY,Union,Northeast,safety_and_non_safety_bargaining_units,"Impasse arising from CBA expiration Dec 31, 2012; bargaining began Jan 2013 (as indicated in the PDF text preview snippet)",1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NY,Utica,Northeast,non_safety_comparator,Table lists contract expiration dates including 03/31/2018 for CSEA Local 1000 and Teamsters Local 182 (wage/schedule not extracted here),1,0,non_safety_constraint_signal,no_verified_tier_c_lead
NY,Warwick,Northeast,safety_and_non_safety_bargaining_units,2014-2018 (indexed as such by PERB; case received 7/17/2015; Case Number: IA2014-008),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NY,Webster,Northeast,safety_and_non_safety_bargaining_units,"Effective May 19, 2023; agreement period through December 31, 2026 (per document title/contents context)",1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
NY,Webster,Northeast,safety_and_non_safety_bargaining_units,"January 1, 2023 – December 31, 2026",1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
NY,Webster,Northeast,safety_and_non_safety_bargaining_units,"January 1, 2024 – December 31, 2026",1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
NY,West Seneca,Northeast,safety_and_non_safety_bargaining_units,2014-2024 target window,1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NY,West Seneca,Northeast,safety_and_non_safety_bargaining_units,2017 to 2020 (Part 1),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NY,West Seneca,Northeast,safety_and_non_safety_bargaining_units,"Effective January 1, 2020 to December 31, 2022",1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NY,White Plains,Northeast,non_safety_comparator,1975-1976,2,2,non_safety_constraint_signal,verified_locator_metadata_only
NY,White Plains,Northeast,non_safety_comparator,1976 (entry indicates year; contract cycle not stated in lead),1,0,non_safety_constraint_signal,no_verified_tier_c_lead
OH,Beavercreek,Midwest,non_safety_comparator,"January 1, 2024 to December 31, 2026 (overlaps requested 2025–2027 period for years 2025–2026 only)",1,0,non_safety_constraint_signal,no_verified_tier_c_lead
OH,Boardman,Midwest,safety_and_non_safety_bargaining_units,Conciliation Award (issued in/for 2013 proceedings; successor agreement period likely 2014–2016),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
OH,Brookville,Midwest,non_safety_comparator,Document dated 07/25/2022; effective/term dates not confirmed in lead metadata,1,1,non_safety_constraint_signal,verified_locator_metadata_only
OH,Brookville,Midwest,non_safety_comparator,"July 1, 2020 through June 30, 2023 (overlaps Jan 1, 2021 through June 30, 2022)",1,1,non_safety_constraint_signal,verified_locator_metadata_only
OH,Brookville,Midwest,non_safety_comparator,"Pay schedule effective pay period including July 1, 2021 (within expected window); broader agreement period not confirmed in lead metadata",1,0,non_safety_constraint_signal,no_verified_tier_c_lead
OH,Bucyrus,Midwest,non_safety_comparator,2023-25 (tentative; overlaps 2024),1,1,non_safety_constraint_signal,verified_locator_metadata_only
OH,Clear Creek,Midwest,safety_and_non_safety_bargaining_units,2021-2023,1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
OH,Cleveland,Midwest,non_safety_comparator,2025-2028,2,2,non_safety_constraint_signal,verified_locator_metadata_only
OH,Deerfield,Midwest,safety_and_non_safety_bargaining_units,CBA associated with SERB Case 19-MED-06-0577 (contract document in SERB Contracts repository; dated/period details inside record),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
OH,Deerfield,Midwest,safety_and_non_safety_bargaining_units,"Conciliation award issued May 30, 2014 for SERB No. 2013-MED-10-1321",1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
OH,Delhi,Midwest,safety_and_non_safety_bargaining_units,Contract dated 1st day of January 2017 (URL indicates 16-MED-10-1225),1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
OH,Delhi,Midwest,safety_and_non_safety_bargaining_units,"MOU dated and effective December 18, 2019; referenced as attached to parties’ CBA (PDF hosted under 19-MED-10-1139 addendums)",1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
OH,Dublin,Midwest,non_safety_comparator,"January 1, 2023 – December 31, 2025",1,1,non_safety_constraint_signal,verified_locator_metadata_only
OH,Findlay,Midwest,non_safety_comparator,"2016-2018 wage schedule revision context; tied to the City of Findlay OPBA collective bargaining agreement period (Jan 1, 2016–Dec 31, 2018) per surrounding materials",1,0,non_safety_constraint_signal,no_verified_tier_c_lead
OH,Franklin,Midwest,safety_and_non_safety_bargaining_units,"Effective January 1, 2021 through June 30, 2023 (per document header)",1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
OH,Franklin,Midwest,safety_and_non_safety_bargaining_units,Not fully confirmed from snippet alone (SERB contract PDF; target window is 2014-2024).,1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
OH,Genoa,Midwest,safety_and_non_safety_bargaining_units,2021-2023,1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
OH,Groveport,Midwest,non_safety_comparator,"July 1, 2022 through June 30, 2024",1,1,non_safety_constraint_signal,verified_locator_metadata_only
OH,Hillsboro,Midwest,non_safety_comparator,"Contract set to expire December 31, 2021 (term details not fully specified in search snippet)",1,0,non_safety_constraint_signal,no_verified_tier_c_lead
OH,Jackson,Midwest,safety_and_non_safety_bargaining_units,"Effective Sep 1, 2021 to Aug 31, 2024 (document references parties’ collective bargaining agreement period)",1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
OH,Loveland,Midwest,non_safety_comparator,"Effective May 5, 2020 through May 1, 2023",2,2,non_safety_constraint_signal,verified_locator_metadata_only
OH,Mentor-on-the-Lake,Midwest,non_safety_comparator,"June 25, 2016 to June 24, 2019 (wage re-opener effective June 25, 2018)",1,1,non_safety_constraint_signal,verified_locator_metadata_only
OH,Miami,Midwest,non_safety_comparator,"Effective July 1, 2022 through June 30, 2025",1,1,non_safety_constraint_signal,verified_locator_metadata_only
OH,Mount Healthy,Midwest,non_safety_comparator,"July 1, 2021 through June 30, 2022",1,1,non_safety_constraint_signal,verified_locator_metadata_only
OH,Munroe Falls,Midwest,non_safety_comparator,"Effective upon ratification; remains in full force and effect until June 30, 2023",1,0,non_safety_constraint_signal,no_verified_tier_c_lead
OH,Norwich,Midwest,safety_and_non_safety_bargaining_units,"January 1, 2022 through December 31, 2024 (per document header visible in locator snippet)",1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
OH,Perry,Midwest,safety_and_non_safety_bargaining_units,2015 (fact-finding report in the 2015 directory; bargaining-cycle period not extracted),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
OH,Riverside,Midwest,non_safety_comparator,"2022-2025 (amended by Board of Education on July 28, 2022)",1,1,non_safety_constraint_signal,verified_locator_metadata_only
OH,Springboro,Midwest,non_safety_comparator,"2019-2021 (amendment text indicates revisions through June 30, 2021)",1,1,non_safety_constraint_signal,verified_locator_metadata_only
OH,Springboro,Midwest,non_safety_comparator,2021 (posting references R-20-36 for year 2021; associated with employee pay ranges/wage scale index adjustment),1,0,non_safety_constraint_signal,no_verified_tier_c_lead
OH,Washington,Midwest,safety_and_non_safety_bargaining_units,"Effective March 1, 2019 through February 28, 2022",1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
OH,Willard,Midwest,non_safety_comparator,"Effective July 1, 2017 through June 30, 2020",1,1,non_safety_constraint_signal,verified_locator_metadata_only
OH,Willard,Midwest,non_safety_comparator,"Effective July 1, 2019 through June 30, 2022",1,1,non_safety_constraint_signal,verified_locator_metadata_only
OH,Willard,Midwest,non_safety_comparator,"Effective July 1, 2021 through June 30, 2024",1,1,non_safety_constraint_signal,verified_locator_metadata_only
OK,Bethany,South,non_safety_municipal_units,FY 2014,1,0,fiscal_constraint_signal,no_verified_tier_c_lead
OK,Bethany,South,non_safety_municipal_units,FY 2022 General Pay Plan (referenced within agenda packet),1,0,fiscal_constraint_signal,no_verified_tier_c_lead
OK,Bethany,South,non_safety_municipal_units,FY 2024 General Pay Plan (referenced within agenda),1,0,fiscal_constraint_signal,no_verified_tier_c_lead
OK,Claremore,South,non_safety_municipal_units,2019/2020 (collective bargaining agreement referenced),1,1,fiscal_constraint_signal,verified_locator_metadata_only
OK,Claremore,South,non_safety_municipal_units,2021/2022 (collective bargaining agreement referenced),1,1,fiscal_constraint_signal,verified_locator_metadata_only
OK,Claremore,South,non_safety_municipal_units,FY-17 / 2017/2018 (collective bargaining agreement referenced),1,1,fiscal_constraint_signal,verified_locator_metadata_only
OK,Jenks,South,safety_and_non_safety_bargaining_units,"Effective July 1, 2023 to (not including) July 1, 2025 (per “ARTICLE 32 DURATION OF AGREEMENT” shown in agenda file excerpt)",1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
OK,Midwest City,South,non_safety_comparator,FY 2024-2025 (as referenced in the 07/23/2024 agenda),1,0,non_safety_constraint_signal,no_verified_tier_c_lead
OK,Midwest City,South,non_safety_comparator,FY 2024/2025 (as labeled 2024-25),1,0,non_safety_constraint_signal,no_verified_tier_c_lead
OK,Midwest City,South,non_safety_comparator,"Through June 30, 2025 (within the 2024-dated packet)",1,0,non_safety_constraint_signal,no_verified_tier_c_lead
OK,Moore,South,non_safety_comparator,2025-2026 (negotiated contract and procedural agreement),1,1,non_safety_constraint_signal,verified_locator_metadata_only
OK,Owasso,South,non_safety_comparator,2024-2025 (FY 2024-25),1,1,non_safety_constraint_signal,verified_locator_metadata_only
OK,Owasso,South,non_safety_comparator,2024-2025 (negotiated agreement document),1,1,non_safety_constraint_signal,verified_locator_metadata_only
OK,Owasso,South,non_safety_comparator,Effective 7-1-24 through 6-30-25 (Fiscal Year 2024-25),1,0,non_safety_constraint_signal,no_verified_tier_c_lead
OK,Ponca City,South,non_safety_municipal_units,2019-20,1,0,fiscal_constraint_signal,no_verified_tier_c_lead
OK,Ponca City,South,non_safety_municipal_units,2020-21,1,0,fiscal_constraint_signal,no_verified_tier_c_lead
OK,Ponca City,South,non_safety_municipal_units,FY 2018,1,0,fiscal_constraint_signal,no_verified_tier_c_lead
OR,Corvallis,West,non_safety_comparator,2018-2023 contract (exact term dates not captured in search snippet),1,0,non_safety_constraint_signal,no_verified_tier_c_lead
OR,Corvallis,West,non_safety_comparator,"Effective July 1, 2023 through June 30, 2026",1,0,non_safety_constraint_signal,no_verified_tier_c_lead
PA,Allentown,Northeast,non_safety_comparator,2023 (MOU exhibit for Paraprofessional Summer Scholar Rate),1,0,non_safety_constraint_signal,no_verified_tier_c_lead
PA,Allentown,Northeast,non_safety_comparator,"Document dated June 23, 2022 (exact contract term not stated in locator snippet)",1,0,non_safety_constraint_signal,no_verified_tier_c_lead
PA,Allentown,Northeast,non_safety_comparator,"Term of July 1, 2021 to June 30, 2024 (referenced for Exhibit B approval)",1,0,non_safety_constraint_signal,no_verified_tier_c_lead
PA,Amity,Northeast,safety_and_non_safety_compensation_units,2014-2024 target window,2,1,market_or_comparability_pressure,verified_locator_metadata_only
PA,Bensalem,Northeast,safety_and_non_safety_bargaining_units,2014-2024 target window,1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
PA,Bristol,Northeast,safety_and_non_safety_bargaining_units,2020 (June 2020 disciplinary action; arbitration upheld in hearings described in PDF),1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
PA,Caln,Northeast,safety_and_non_safety_compensation_units,"January 1, 2018 to December 31, 2022 (per audit text)",1,1,market_or_comparability_pressure,verified_locator_metadata_only
PA,Cheltenham,Northeast,safety_and_non_safety_bargaining_units,Contract terms shown on the page (includes years spanning 2014-2024),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
PA,Cheltenham,Northeast,safety_and_non_safety_bargaining_units,Opinion date appears to fall within 2014-2024 window (2018 in URL/path and snippet),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
PA,Chester,Northeast,non_safety_comparator,Chapter 9 plan document (published/hosted 2024-11); references 'Teamsters CBA' and indicates it is between the City and the Teamsters as amended,1,1,non_safety_constraint_signal,verified_locator_metadata_only
