candidate_id,lane_id,priority_tier,quality_label,gap_priority_score,gap_priority_reason,source_url_or_locator,source_title,municipality,state,derived_region,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,same_city_match_status,overlapping_cycle_status,candidate_only_lineage_status,review_candidate_quality_score,review_queue_rank,secondary_mechanism_families,match_priority_tier,review_disposition
TS4L-ec63ad3e7c1854dc45cb,lane_4,tier_c,verification_ready_low,119,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://williamsburgva.gov/DocumentCenter/View/876/Budget-Message-PDF,City Manager’s Budget Message (FY 2018) — includes implementation of Compensation and Classification Study (market recommendations / competitive pay scales),Williamsburg,VA,South,safety_and_non_safety_compensation_units,City employees (includes Public Safety departments such as Police/Fire plus other departments subject to revised pay scales),,FY 2018 budget (implementation year referenced),2017-07-01,2018-06-30,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,yes_same_city_documentation,overlaps_2014_to_2024_window,candidate_only_not_verified,79,1616,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,verification_queue
TS4L-f29b0add165ec6b6f02d,lane_4,tier_c,verification_ready_low,119,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://stallingsnc.org/LinkClick.aspx?fileticket=8ts50mP9YLw%3D&portalid=0,"July 9, 2018 — Pay Plan / Classification Plan Development (Town of Stallings)",Stallings,NC,South,safety_and_non_safety_compensation_units,Police/public safety + general municipal positions (classification/pay plan development context),,2018-07-09 (document date; pay plan development phase),2018-07-09,2018-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"same municipality (Stallings, NC) matched by document context",overlaps expected 2014-2024 window (dated 2018),candidate_only_not_verified,79,1622,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,verification_queue
TS4L-2639965333dc4cc67f52,lane_4,tier_c,verification_ready_low,118,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://jacksonvilletx.org/bids.aspx?bidID=36,"Bid Postings • Compensation and Classification Study (Jacksonville, TX)",Jacksonville,TX,South,safety_and_non_safety_compensation_units,Police and Fire (public safety) / includes classification and compensation study scope,,2014-2024 target window (study solicitation; specific term not shown in lead snippet),,,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"same_city (Jacksonville, TX)",unknown_from_lead,candidate_only_not_verified,78,1670,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,verification_queue
TS4L-8f920b077baf9db0af44,lane_4,tier_c,verification_ready_low,118,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.viennava.gov/files/assets/town/v/1/finance/budget-files/fy23-town-of-vienna-budget.pdf,"Adopted Budget Fiscal Year 2022-2023 (Town of Vienna, VA) — Human Resources section",Vienna,VA,South,safety_and_non_safety_compensation_units,Public safety sworn employees (police) + Town workforce (non-sworn) referenced via HR initiatives,,FY 2022-2023,2022-07-01,2023-06-30,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same_municipality_identified,overlaps_target_window_2014_2024,candidate_only_not_verified,78,1772,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,verification_queue
TS4L-957765e9621d6c12cca5,lane_4,tier_c,verification_ready_low,118,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://tppfl.civicweb.net/document/8217/Town%20of%20Pembroke%20Park%20FINAL%20Compensation%20Study_11-.pdf?handle=C5F24F6B7D354540959468F067A8D697,Town of Pembroke Park FINAL Compensation Study (includes West Park entries in a comparative classification/compensation context),West Park,FL,South,safety_and_non_safety_compensation_units,"Municipal job classifications including public safety (e.g., sworn police/firefighter categories shown alongside other classifications)",,Not determined (document published ~6.7 years ago; contains comparative classification/compensation tables referencing West Park),,,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,Same city mentioned as a municipality in the study’s comparative tables (West Park).,Overlaps target window only insofar as the study contains West Park comparative data and may cover earlier years; exact West Park years for safety vs non-safety compensation not determined from search snippet.,candidate_only_not_verified,78,1778,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,verification_queue
TS4L-ae835385dae83b4295f3,lane_4,tier_c,verification_ready_low,118,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.lockhart-tx.org/page/open/1901/0/June%2019%202018%20council%20packet.pdf,"June 19 2018 council packet (City of Lockhart, TX) — discusses Ordinance (step pay plan for police and fire under civil service) and revisions linked to Fire Department classification plan changes",Lockhart,TX,South,safety_and_non_safety_compensation_units,Police and Fire (Civil Service classified personnel),,Ordinance discussion (step pay plan revision) tied to classification changes and personnel rank adjustments (within 2018 council packet),2018-06-19 (council ,Unknown from lead-on,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"Same city (Lockhart, TX) expected; city-hosted council packet",Overlaps target window (2014-2024) via 2018 documentation of step pay plan revisions,candidate_only_not_verified,78,1793,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,verification_queue
TS4L-ff7224d3bfa7c9a8c5bc,lane_4,tier_c,verification_ready_low,118,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.seabrooktx.gov/DocumentCenter/View/13427/BID-AWARD_comp_RFP,City of Seabrook BID/AWARD — compensation and classification study (RFP referenced),Seabrook,TX,South,safety_and_non_safety_compensation_units,Municipal workforce (compensation & classification study; likely includes safety classifications),,2014-2024 target window,,,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same_city,unknown_without_metadata,candidate_only_not_verified,78,1870,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,verification_queue
TS4L-91a72083ac88561c13bb,lane_4,tier_c,verification_ready_low,117,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.hidalgocounty.us/1183/Salary-Schedule-Database,"Salary Schedule Database | Hidalgo County, TX - Official Website",Hidalgo,TX,South,safety_and_non_safety_compensation_units,Law enforcement (safety) and other county classifications (non-safety),,Salary schedules (multiple years/tables available; includes Law Enforcement Step and Grade Pay Plan),2014,2024,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,likely_same_city,overlaps_2014_to_2024,candidate_only_not_verified,77,1995,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,verification_queue
TS4L-9f3d0b2652cde59acb00,lane_4,tier_c,verification_ready_low,117,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.walb.com/2019/08/23/americus-city-council-oks-millage-rate-increase/,"WALB (Aug 23, 2019) — “Americus City Council OKs millage rate increase” referencing a salary compensation study",Americus,GA,South,safety_and_non_safety_compensation_units,City employees (public safety + non-safety implied),,Likely prior-year study referenced in 2019 article (exact period not specified in snippet),2018,2019,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"Same municipality (Americus, GA)",Overlaps target window (2014-2024) via 2019 reporting of a completed study,candidate_only_not_verified,77,2006,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,verification_queue
TS4L-fe11eb6733a0c96c4315,lane_4,tier_c,verification_ready_low,117,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://perb.ny.gov/north-greenbush-town-north-greenbush-pba,PERB — North Greenbush Town of and North Greenbush Police Benevolent Association (PBA) (Opinion and Award / arbitration panel document page),North Greenbush,NY,Northeast,safety_and_non_safety_compensation_units,Police / law enforcement,North Greenbush Police Benevolent Association (PBA),"PERB Case No. IA2003-010; M2002-284 (older than the requested window, but may include wage/benefit classification and comparability rationale useful for method/structure)",,,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same_city_match,likely_no_overlap_to_2014_2024,candidate_only_not_verified,77,2088,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,verification_queue
TS4L-0bcfd9154d0ad16cbb2b,lane_4,tier_c,verification_ready_medium,116,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.seymourct.org/media/Human%20Resources/Public%20Works.pdf,"Seymour, CT Public Works Employees Collective Bargaining Agreement (PDF)",Seymour,CT,Northeast,safety_and_non_safety_compensation_units,Public Works / Highway / Transfer Station (non-sworn municipal employees),"Seymour Public Works Employees Local 1303-24 (AFSCME, AFL-CIO) (as indicated by document title/header snippet)","Language indicates agreement entered into effective July 1, 2017 (full term not extracted)",2017-07-01,,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same_city_uncertain,overlaps_expected_window_uncertain,candidate_only_not_verified,86,841,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,verification_queue
TS4L-4eb204a13268b14169fe,lane_4,tier_c,verification_ready_medium,116,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://holliston.ma.aft.org/files/_secretaries_final_contract_2014-2017.pdf,CONTRACT Between The SCHOOL COMMITTEE of the TOWN OF HOLLISTON (2014-2017) (PDF),Holliston,MA,Northeast,safety_and_non_safety_compensation_units,School department clerical/secretarial (school committee bargaining),Holliston School Secretaries (AFT/Holliston MA) (implied by document),"July 1, 2014 to June 30, 2017",2014-07-01,2017-06-30,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same_city,overlaps_target_window_2014_2024,candidate_only_not_verified,86,860,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,verification_queue
TS4L-4f83252227b41886bddf,lane_4,tier_c,verification_ready_medium,116,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.paauditor.gov/Media/Default/Reports/MunCalnTwpPPP030420.pdf,Pennsylvania Auditor General — Caln Township Police Pension Plan Compliance Audit (mentions CBA period),Caln,PA,Northeast,safety_and_non_safety_compensation_units,Police (public safety),Caln Township police CBA (Police Officers Association referenced indirectly via “collective bargaining agreement”),"January 1, 2018 to December 31, 2022 (per audit text)",2018-01-01,2022-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same_municipality_expected,overlaps_target_window,candidate_only_not_verified,86,861,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,verification_queue
TS4L-529be9b7474e5f67aeaf,lane_4,tier_c,verification_ready_medium,116,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.franconiatownship.org/media/3817/bosagenda-12-16-24.pdf,"Franconia Township (PA) Board of Supervisors Regular Meeting Agenda — Monday, December 16, 2024 (includes motion to authorize approval of Police Collective Bargaining Extension Agreement)",Franconia,PA,Northeast,safety_and_non_safety_compensation_units,Police (safety),Police collective bargaining unit (extension agreement referenced),2024-12-16 (agenda item referencing extension),,,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same_municipality_expected,within_target_window_expected,candidate_only_not_verified,86,863,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,verification_queue
TS4L-55843849bdf30789b5e4,lane_4,tier_c,verification_ready_medium,116,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://thompsonny.gov/wp-content/uploads/2024/11/Thompson-HB-Adopted-9-1-22-Updated-1-1-25.pdf,"Town of Thompson Employee Handbook (Effective September 1, 2022; updated January 1, 2025) — references collective bargaining agreements as controlling for bargaining-unit employees",Thompson,NY,Northeast,safety_and_non_safety_compensation_units,Bargaining-unit employees (safety and non-safety groups may be covered depending on applicable CBAs),Not specified (general statement about collective bargaining agreements),2014-2024 target window,,,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same_city_match_expected,overlaps_target_window_contextually,candidate_only_not_verified,86,864,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,verification_queue
TS4L-758a916f727c45b95fe3,lane_4,tier_c,verification_ready_medium,116,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.eastnorritontwp.org/vertical/sites/%7BB7471FAD-6AC4-47AD-BCD7-1688A6B15163%7D/uploads/Financial_Statements-FY2024.pdf,East Norriton Township FY2024 Financial Statements — references union contracts / police labor contracts,East Norriton,PA,Northeast,safety_and_non_safety_compensation_units,Police + other union-covered employees (safety and non-safety compensation context via referenced union contracts),Union contracts (exact bargaining unit names not visible from lead snippet),FY2024 financial statements period (document labeled FY2024),2024,2024,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same_city,overlaps_2014_2024,candidate_only_not_verified,86,871,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,verification_queue
TS4L-75c78181bf8d6f73a4e1,lane_4,tier_c,verification_ready_medium,116,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://townofbeekman.gov/wp-content/uploads/2024/08/May-14-2024-Town-Board-Minutes.pdf,"Town of Beekman Town Board Minutes (May 14, 2024) — includes CBA effective dates/amendments for CSEA Local 1000 (AFSCME)",Beekman,NY,Northeast,safety_and_non_safety_compensation_units,"Civil Service Employees Association (CSEA), Local 1000 (AFSCME) town bargaining unit (includes multiple job titles)","CSEA, Local 1000, AFSCME, AFL-CIO — Town of Beekman Unit 6677 / Local 814","January 1, 2021–December 31, 2023 (referenced) and amended/extended to January 1, 2024–December 31, 2027 (referenced in MOA text)",2024-01-01,2027-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same_city_expected,overlaps_2014_2024_window_via_2024_start,candidate_only_not_verified,86,872,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,verification_queue
TS4L-9a48fceeb0ba0dd0b7bc,lane_4,tier_c,verification_ready_medium,116,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.swampscottma.gov/sites/g/files/vyhlif1296/f/pages/2018-2021_-_police_cba_-_final.pdf,"Agreement Between the Town of Swampscott and The Massachusetts Coalition of Police Local 417 (July 1, 2018 through June 30, 2021)",Swampscott,MA,Northeast,safety_and_non_safety_compensation_units,Safety (police),"Massachusetts Coalition of Police, Local 417","July 1, 2018 through June 30, 2021",2018-07-01,2021-06-30,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same_city,overlaps_expected_window,candidate_only_not_verified,86,886,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,verification_queue
TS4L-9e25f5536ff7b9ab5dba,lane_4,tier_c,verification_ready_medium,116,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.stonypointny.gov/userfiles/file/7-8-2014%20TB%20Minutes.pdf,"Stony Point Town Board Meeting – July 8, 2014 (includes PBA Memorandum of Agreement filed; term commencing Jan 1, 2014 for 4 years)",Stony Point,NY,Northeast,safety_and_non_safety_compensation_units,Police (PBA bargaining unit; public safety),Stony Point Policemen’s Benevolent Association (PBA),"Memorandum of Agreement commencing January 1, 2014 for four (4) years (successor CBA period referenced by meeting minutes)",2014-01-01,2017-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same_municipality_match,overlaps_target_window,candidate_only_not_verified,86,889,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,verification_queue
TS4L-c0572ef993e472b3ecd0,lane_4,tier_c,verification_ready_medium,116,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://archive.cgr.org/dryden_police/docs/DrydenPDFinalReport11-17.pdf,"Village of Dryden Police Services Restructuring Study (final report, 11/17) — includes collective bargaining / labor agreement period information",Dryden,NY,Northeast,safety_and_non_safety_compensation_units,Police (public safety) — DPBA labor agreement references,Dryden Police Benevolent Association (DPBA) (referenced),"Mentions current labor agreement effective June 1, 2013 to May 31, 2016 (as described in the study)",2013-06-01,2016-05-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same_city_match,overlaps_2014_2024_window,candidate_only_not_verified,86,900,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,verification_queue
TS4L-c1b20ccb61d8d3ec1929,lane_4,tier_c,verification_ready_medium,116,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.stonypointny.gov/userfiles/tbm_9102019_5943.pdf,"Stony Point Town Board Meeting – September 10, 2019 (Resolution 2019/29: MOA regarding PBA wage increases; notes CBA expired Dec 31, 2017)",Stony Point,NY,Northeast,safety_and_non_safety_compensation_units,Police (PBA bargaining unit; public safety),Stony Point Policemen’s Benevolent Association (PBA),"Wage increases Memorandum of Agreement (successor/supplemental wage MOA referenced; current PBA CBA noted as expired Dec 31, 2017)",2018-01-01,2019-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same_municipality_match,overlaps_target_window,candidate_only_not_verified,86,901,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,verification_queue
TS4L-dcbdd33e7993abd1a415,lane_4,tier_c,verification_ready_medium,116,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.exeternh.gov/sites/default/files/fileattachments/human_resources/page/13581/firefighters_assoc_2019-2022_agreement.pdf,"Exeter Firefighters Association CBA 2019-2022 (Town of Exeter, NH)",Exeter,NH,Northeast,safety_and_non_safety_compensation_units,Safety - Firefighters,Exeter Firefighters Association (Local bargaining unit; firefighter ranks incl. lieutenants/inspector per Town materials),2019-2022,2019-01-01,2022-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"Same municipality (Exeter, NH) implied by source host and Town-of-Exeter CBA filename",Overlaps target window 2014-2024 (covers 2019-2022 portion),candidate_only_not_verified,86,907,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,verification_queue
TS4L-e1afdb3746e9c1d07bdc,lane_4,tier_c,verification_ready_medium,116,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.swampscottma.gov/sites/g/files/vyhlif1296/f/pages/2018-2021_-_fire_cba.pdf,"Town of Swampscott and Swampscott Firefighters Local #1459, I.A.F.F. Collective Bargaining Agreement (July 1, 2018- June 30, 2021)",Swampscott,MA,Northeast,safety_and_non_safety_compensation_units,Safety (firefighters),IAFF Local 1459,"July 1, 2018 through June 30, 2021",2018-07-01,2021-06-30,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same_city,overlaps_expected_window,candidate_only_not_verified,86,909,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,verification_queue
TS4L-f00511cc4a7b483bc6b5,lane_4,tier_c,verification_ready_medium,116,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.eastnorritontwp.org/vertical/sites/%7BB7471FAD-6AC4-47AD-BCD7-1688A6B15163%7D/uploads/12-2019_Audit_East_Norriton_Twp_-_FINAL.pdf,East Norriton Township 2019 Audit (Notes to Financial Statements) — references “Police Labor Contract”,East Norriton,PA,Northeast,safety_and_non_safety_compensation_units,Police (safety compensation context via referenced labor contract),Police labor contract (exact bargaining unit name not visible from lead snippet),"December 31, 2019 audit financial statement period",2019,2019,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same_city,overlaps_2014_2024,candidate_only_not_verified,86,912,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,verification_queue
TS4L-01c9681542873225683e,lane_4,tier_c,verification_ready_medium,116,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|cycle_metadata_value,https://scott-twp.com/wp-content/uploads/2021/01/2021-Adopted-Budget.pdf,Scott Township Adopted Budget (2021),Scott,PA,Northeast,safety_and_non_safety_compensation_units,Police Department (safety) and clerical/other bargaining unit context (non-safety-adjacent),Clerical union contract referenced; police contract referenced (details not confirmed in lead search results),Budget year 2021,2021,2021,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"Exact municipality match (Scott Township, PA).",Overlaps target window (2014-2024).,candidate_only_not_verified,84,939,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,verification_queue
TS4L-20045f403699e06811de,lane_4,tier_c,verification_ready_low,116,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.canyontx.gov/DocumentCenter/View/3656/2018-2019-Budget,"City of Canyon, TX — 2018-2019 Budget (PDF)",Canyon,TX,South,safety_and_non_safety_compensation_units,Public Safety (Police/Fire) and non-safety city departments,,Fiscal Year 2018-2019,2018-10-01,2019-09-30,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same_city_match_unconfirmed,overlaps_2014_2024_window,candidate_only_not_verified,76,2112,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,verification_queue
TS4L-487c331181fb837f8b30,lane_4,tier_c,verification_ready_low,116,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://portroyal.org/DocumentCenter/View/1070/2324-Expenditure-Budget,Town Of Port Royal — 2023 - 2024 Expenditure Statement (Expenditure Statement for Accounting Period 6/30/2024) (DocumentCenter),Port Royal,SC,South,safety_and_non_safety_compensation_units,Police Department (safety) + other general fund departments (non-safety categories within same budget package),,2023-2024 (accounting period shown through 6/30/2024),2023,2024-06-30,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same_municipality_match_expected,overlaps_target_window_2014_2024,candidate_only_not_verified,76,2148,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,verification_queue
TS4L-4969380fee06ebdda7db,lane_4,tier_c,verification_ready_low,116,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.radfordva.gov/DocumentCenter/View/1887/City-of-Radford-Comp-RFP,City of Radford — Classification and Compensation Study (Request for Proposal #2017-HR-01; Attachment D referenced as Current Classification Schedule & FY 2017 Pay Scale),Radford,VA,South,safety_and_non_safety_compensation_units,safety_and_non_safety_compensation_units,,"RFP #2017-HR-01 (Feb 1, 2017 issuance; addendum Feb 8, 2017 referenced in related attachment/doc)",2017,2017,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same_city,overlaps_2014_2024,candidate_only_not_verified,76,2151,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,verification_queue
TS4L-5b5213e2cc73323d3e14,lane_4,tier_c,verification_ready_low,116,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://twp.patton.pa.us/Archive/ViewFile/Item/70,2023 Patton Township Budget – includes notes that police pay is tied to collective bargaining agreement and non-uniform employees receive merit increases,Patton,PA,Northeast,safety_and_non_safety_compensation_units,Police (safety) and non-uniform municipal employees (non-safety),Non-uniform employees (bargaining unit name not confirmed in lead snippet); police tied to collective bargaining agreement,Budget year 2023 (mentions police pay governed by CBA; non-uniform merit increase noted),2023,2023,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same_city,overlaps_target_window,candidate_only_not_verified,76,2169,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,verification_queue
TS4L-6786bdcfba34093dc21b,lane_4,tier_c,verification_ready_low,116,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.townofweddington.com/file/1192/download?token=zRYVGlgY,Town of Weddington – Budget/Forecast document (FY2014-2019 section; includes Fire and Police expenditure growth assumptions),Weddington,NC,South,safety_and_non_safety_compensation_units,Public safety (Police protection; Fire estimated growth; salaries/benefits/payroll taxes assumptions),,FY2014-2019 (forecast/plan section shown),2014,2019,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"same municipality (Weddington, NC)",overlaps 2014-2024,candidate_only_not_verified,76,2179,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,verification_queue
