source_domain,attempted_rows,retained_sources,excluded_or_deferred,retained_bytes,global_analysis_readiness
stlouismi.com,3,3,0,27697009,false
stmartinville.gov,1,1,0,122516,false
stmatthewsky.gov,4,4,0,3551823,false
stmichaelsmd.gov,1,1,0,10023,false
stockton.granicus.com,1,0,1,0,false
stockton.legistar.com,1,0,1,0,false
storage.googleapis.com,32,32,0,113165233,false
strafford.nh.gov,1,1,0,8203451,false
stratfordct.gov,1,1,0,1511247,false
stratfordnj.org,2,2,0,194209,false
stromsburgnebraska.com,1,1,0,1496646,false
stroudsburgboro.com,2,2,0,898675,false
sturgismi.gov,2,2,0,571101,false
suffernny.gov,4,4,0,2363275,false
sullivancountyny.legistar.com,1,0,1,0,false
sullivanny.gov,1,1,0,5707538,false
sulphurok.city,3,3,0,1730427,false
summerfieldnc.gov,2,0,2,0,false
sumtersc.gov,2,2,0,10728095,false
sundancetimes.com,1,1,0,15158968,false
sunset-hills.com,3,0,3,0,false
sunvalleyidaho.gov,1,1,0,6368681,false
surfsidebeach.org,1,1,0,159850,false
surreynd.org,1,1,0,39272,false
swagit-attachments.granicus.com,5,5,0,29114804,false
swanseail.org,1,1,0,104548,false
swantonvt.gov,4,4,0,442072,false
sweetwatertn.gov,3,3,0,4185896,false
swissvaleborough.com,1,1,0,200469,false
symmestownship.org,1,1,0,118443,false
syracusene.com,1,1,0,91803,false
tamacityia.gov,1,0,1,0,false
tamaquaborough.com,3,3,0,359881,false
tampa.gov,2,2,0,3187465,false
tamworthnh.gov,2,2,0,324343,false
tappahannock-va.gov,2,2,0,65396,false
tarrytownny.gov,1,1,0,436834,false
taylorborough.com,2,2,0,1060626,false
taylormillky.gov,4,4,0,2491514,false
taylorpress.net,1,1,0,67684,false
tcfp.texas.gov,1,0,1,0,false
ted.cviog.uga.edu,17,17,0,184328544,false
tegacaysc.org,2,1,1,12601,false
tetoniaidaho.com,3,3,0,1066635,false
thealmanac.net,1,1,0,72636,false
thecityofportland.net,3,3,0,1985349,false
thermopoliswy.gov,3,3,0,3785984,false
thetelegraph.com,1,1,0,668719,false
thetownofstonewall.com,3,3,0,45549782,false
thomasville.org,1,1,0,443264,false
thompsonny.gov,1,1,0,1353987,false
threeforksmontana.us,3,3,0,2749490,false
tifton.net,1,1,0,1691295,false
tijerasnm.gov,2,2,0,664550,false
tildenne.com,3,3,0,2137173,false
timnath.civicweb.net,2,2,0,190435,false
tinyurl.com,1,1,0,1090670,false
tiogand.net,4,4,0,2542850,false
tlsd.us,1,1,0,435483,false
tocc.us,1,0,1,0,false
togwy.us,3,3,0,232009,false
tok.md.gov,1,1,0,3192939,false
tollandct.gov,1,0,1,0,false
tomballtx.gov,1,1,0,117624,false
tomsrivertownship.com,1,1,0,495761,false
tonganoxie.org,2,0,2,0,false
tonkawaok.gov,1,1,0,1348927,false
tontitown.com,2,2,0,315763,false
torringtonwy.gov,1,1,0,94159,false
tosv.com,1,1,0,106754,false
totowanj.org,1,1,0,1321575,false
towamencin.org,2,2,0,19054894,false
town.boonsboro.md.us,3,3,0,1832150,false
town.duxbury.ma.us,4,4,0,6753046,false
town.raynham.ma.us,2,2,0,1493849,false
town.williston.vt.us,3,3,0,1657903,false
towncloud-core-prod.s3.amazonaws.com,1,1,0,385862,false
towncloud-core-prod.s3.us-west-2.amazonaws.com,8,8,0,6308135,false
towncloud.io,1,1,0,18440,false
townofabitasprings.com,2,2,0,875270,false
townofallendale.sc.gov,2,2,0,1412589,false
townofansted.com,2,2,0,6994951,false
townofappalachiava.us,1,1,0,423211,false
townofappomattox.com,2,2,0,459090,false
townofarlington.org,2,2,0,2921844,false
townofbainville.com,2,2,0,812100,false
townofbeekman.gov,1,1,0,212486,false
townofbelgrade.com,1,0,1,0,false
townofbellefonte.com,2,2,0,642335,false
townofbellewv.com,1,1,0,450566,false
townofbigsandy.com,2,2,0,231364,false
townofblanchard.us,1,1,0,68265,false
townofbrandon.com,1,1,0,1364513,false
townofbroadus.com,2,2,0,583576,false
townofcamillus.com,2,2,0,2418024,false
townofchester.net,1,1,0,87193,false
townofclearmont.com,2,2,0,608703,false
townofcoupeville.org,2,2,0,3158286,false
townofdanville.org,1,1,0,215179,false
townofdavidson.org,1,1,0,106508,false
townofdelhi.municipalimpact.com,2,2,0,604384,false
townofdelmar.us,3,3,0,1264875,false
townofdundee.com,1,1,0,286584,false
townofdutton.com,3,3,0,5804331,false
townofelkmountain.com,2,2,0,3180190,false
townofelsmere.com,1,1,0,95677,false
townoferath.com,1,1,0,51215,false
townofestancia.com,3,3,0,2307299,false
townofevansville.org,2,2,0,97285,false
townoffairfield.com,3,3,0,616065,false
townofforestcity.com,3,3,0,433385,false
townoffroid.com,2,2,0,94250,false
townofgramercy.com,1,1,0,214688,false
townofgranby.com,1,1,0,9838404,false
townofgretna.org,3,3,0,584892,false
townofgrottoes.com,4,4,0,939111,false
townofgypsum.com,2,2,0,15110753,false
townofgypsum.granicus.com,1,0,1,0,false
townofhalfmoon-ny.gov,1,1,0,9997610,false
townofhaydenaz.gov,1,1,0,308633,false
townofhaymarket.org,1,1,0,75321,false
townofhillsville.com,1,1,0,551998,false
townofholliston.us,1,1,0,2850,false
townofhopemills.com,1,1,0,111321,false
townofhotspringsmt.com,3,3,0,245327,false
townofhulettwy.com,5,5,0,669910,false
townofhurley.us,1,1,0,113237,false
townofjackson.myruralwater.com,1,1,0,191015,false
townofjaffrey.com,3,3,0,20710432,false
townofjena.com,1,1,0,96521,false
townofjolietmt.net,2,2,0,1213625,false
townofkinder.com,1,1,0,118811,false
townoflabarge.org,1,0,1,0,false
townoflaurel.net,2,0,2,0,false
townofleland.civicweb.net,2,2,0,118378,false
townofleland.com,1,1,0,271068,false
townoflewistonny.gov,1,1,0,151119,false
townoflimon.com,1,1,0,3029989,false
townofluray.com,1,1,0,48506,false
townoflysander.org,1,1,0,822614,false
townofmaltany.gov,2,2,0,33924581,false
townofmaurice.gov,1,1,0,10586,false
townofmeeteetse.org,1,1,0,282486,false
townofmontville.org,1,1,0,1633,false
townofnarrows.org,2,2,0,138836,false
townofnewmarket.org,4,3,1,585775,false
townofnewpaltzny.gov,2,2,0,171253,false
townofoceanawv.gov,1,1,0,18049,false
townofparkeraz.com,2,2,0,2523651,false
townofphilipsburgmt.com,5,5,0,2394804,false
townofportbarre.com,5,5,0,8045441,false
townofpownal.org,1,1,0,556317,false
townofrichwood.com,3,3,0,597594,false
townofrockriver.org,2,2,0,159989,false
townofselmer.com,3,3,0,1769425,false
townofsharptown.org,1,1,0,98063,false
townofsheridanmt.org,2,2,0,92434,false
townofsomerset.org,4,4,0,1663650,false
townofsouthcongaree.org,2,2,0,317984,false
townofspringlake.com,1,1,0,2417476,false
townofsteilacoom.org,2,2,0,7389578,false
townofsterlington.com,2,2,0,391751,false
townofstignatius.com,2,2,0,83029,false
townofstjamesnc.org,1,1,0,1684014,false
townofsudlersville.org,1,1,0,3451253,false
townofsurfsidefl.gov,2,2,0,8228960,false
townofterry.com,3,3,0,417621,false
townofvalier.com,2,2,0,729675,false
townofvc.com,2,2,0,1699295,false
townofvivian.us,3,3,0,370926,false
townofweddington.com,2,2,0,54699,false
townofwestyellowstone.com,1,1,0,2672771,false
townofwheatlandwy.org,1,1,0,34087,false
townofwhitehallmt.com,2,2,0,13155030,false
townofwinifred.com,1,1,0,949154,false
townofwoodstock.org,4,4,0,13835937,false
townsend.delaware.gov,2,2,0,638703,false
townsendmontana.net,4,4,0,297624,false
townsendpd.org,1,1,0,98538,false
tpoam.net,2,2,0,388480,false
tremontoncity.org,1,1,0,5726371,false
trentonmo.com,3,3,0,223872,false
trophyclub.org,3,1,2,199250,false
troyil.us,3,3,0,1928074,false
trumbull-ct.gov,1,1,0,89792,false
tucumcari.civicweb.net,1,1,0,17273171,false
turnermaine.com,1,1,0,1377271,false
turneroregon.gov,1,1,0,9725040,false
turtlelakend.org,1,1,0,470388,false
tuttleok.gov,1,1,0,151932,false
twinbridgesmt.com,2,2,0,2081030,false
twinlakeswi.gov,1,1,0,223348,false
twp.fairview.pa.us,3,3,0,10982570,false
twp.howell.nj.us,1,0,1,0,false
uawlocal2250.wordpress.com,1,1,0,123280,false
ufpo.us,1,1,0,134189,false
unioncityca.gov,1,0,1,0,false
unionvillenc.org,1,1,0,132631,false
upmd.org,2,2,0,436229,false
uppergwynedd.org,1,1,0,1248162,false
upperprovmcpa.gov,1,1,0,97404,false
uppersaucon.org,1,1,0,71539,false
utah.gov,65,1,64,15110,false
valdosta.edu,1,1,0,32427,false
valdostacity.com,1,1,0,115272,false
vassalboro.net,1,1,0,21850725,false
vbg.org,1,1,0,110982,false
velvand.com,1,1,0,206488,false
ventnorcity.org,3,3,0,4554856,false
vernal.gov,2,0,2,0,false
vernon-ct.gov,2,2,0,2562515,false
vernontwp.com,1,1,0,379447,false
veronanj.org,2,2,0,2865655,false
versaillesoh.com,4,4,0,451014,false
viborgsd.org,3,3,0,539137,false
vidaliaga.gov,2,2,0,1155557,false
vienna-wv.com,1,1,0,2438854,false
vil.bellwood.il.us,3,3,0,252934,false
village-npb.org,1,1,0,4873257,false
village.kewaskum.wi.us,1,1,0,6427837,false
villagenhpny.gov,2,2,0,1891543,false
villageofarcanum.com,2,2,0,283807,false
villageofbaldwin.com,2,0,2,0,false
villageofbeachpark.com,2,2,0,13898896,false
villageofbloomfield.com,1,1,0,168974,false
villageofcimarron.net,1,1,0,471709,false
villageofcovington.com,1,1,0,144390,false
villageofcrete.org,2,2,0,88009,false
villageofellsworth.org,3,3,0,672408,false
villageofenosburgfalls.org,1,1,0,235349,false
villageoffloydnm.com,1,1,0,126849,false
villageoffranklinpark.com,5,5,0,5290388,false
villageofgoshen-ny.gov,4,4,0,667987,false
villageofhatch.org,1,1,0,147729,false
villageofhaverstraw.gov,1,0,1,0,false
villageofhinsdale.org,2,2,0,47279173,false
villageofislandlake.com,2,2,0,486908,false
villageofjohnson.com,1,1,0,368200,false
villageoflagrange.com,2,1,1,9068920,false
villageoflisle.org,1,1,0,89032,false
villageofmidlothian.net,2,2,0,157794,false
villageofmilford.org,1,1,0,6885729,false
villageofmonroe.org,3,3,0,290989,false
villageofmosquero.com,3,3,0,1126874,false
villageofpender.com,1,1,0,686755,false
villageofscotia.org,1,1,0,193736,false
villageofseville.org,1,1,0,215425,false
villageofshelton.com,2,2,0,352018,false
villageofsolvay.com,1,1,0,5448000,false
villageofsteger.org,3,3,0,893675,false
villageofsutherland.com,3,3,0,476639,false
villageoftularosa.com,1,1,0,209940,false
villageofwaynesville.org,3,3,0,1513362,false
villageofwilliamsburg.com,2,2,0,35769,false
villageofwoodsfield.org,2,2,0,172059,false
vineyardut.suiteonemedia.com,1,1,0,441784,false
vokimberly.org,2,2,0,9300892,false
vokimberlywi.gov,1,1,0,11837202,false
vtsv.org,3,3,0,2747693,false
wagonmound.org,1,1,0,397148,false
waldwicknj.gov,2,2,0,2141126,false
walhalland.org,1,1,0,1694513,false
walker.la.us,2,2,0,954017,false
walkercountyal.us,1,1,0,25219,false
wallace.id.gov,1,1,0,272941,false
walledlake.us,3,3,0,17162817,false
wallingfordct.gov,1,1,0,2442127,false
walpole-ma.gov,3,0,3,0,false
walterborosc.org,1,1,0,30629,false
wamego.org,1,0,1,0,false
wamsutter-wy.org,2,2,0,364023,false
wappingersfallsny.gov,2,2,0,476353,false
wardarkansas.org,1,1,0,315205,false
wareshoalssc.com,1,1,0,1170124,false
warrenmaine.org,2,2,0,1262596,false
warrensburg-mo.com,1,1,0,100822,false
warrensburg-mo.gov,1,1,0,120267,false
warrentonva.gov,1,1,0,98878,false
warrenvillefire.com,1,1,0,42443711,false
warsaw.in.gov,5,5,0,1053239,false
washburnnd.com,3,3,0,134756,false
washingtonboro-nj.gov,2,2,0,1020620,false
washingtongrovemd.gov,2,2,0,409791,false
washingtonpa.us,1,1,0,560452,false
washingtonterrace.gov,1,1,0,1218388,false
washingtonville-ny.gov,1,1,0,338438,false
watchdogri.org,2,2,0,3496906,false
watchungnj.gov,2,2,0,448556,false
waterboromaine.net,1,1,0,2261043,false
waterburyvt.com,2,2,0,7147342,false
waterfordtwp.org,1,1,0,89440,false
waterloo.il.us,3,3,0,22405508,false
waterloowi.us,2,2,0,10333334,false
watertownct.org,3,3,0,22877595,false
watertownmn.gov,3,2,1,168123,false
watervalleyms.gov,2,2,0,28423,false
wauconda-il.gov,1,1,0,6229812,false
waukonstandard.com,2,2,0,70765,false
waverlyia.com,1,1,0,5525981,false
waverlyva.org,1,1,0,130471,false
waxhaw.civicweb.net,1,1,0,1170776,false
waynesboro.va.us,1,1,0,68708,false
waynesboroms.us,2,2,0,4673334,false
waynesvillemo.org,1,1,0,1289864,false
waynesvillenc.gov,1,1,0,8564272,false
wbcityut.gov,1,1,0,2163208,false
weare.nh.gov,3,3,0,11861338,false
webbcitymo.org,1,1,0,2324571,false
webdocs.northglenn.org,3,3,0,2343685,false
webgen1files.revize.com,1,1,0,2768528,false
webgen1files1.revize.com,15,14,1,12204148,false
weepingwater.org,2,2,0,76605,false
wellingtoncolorado.gov,2,2,0,415832,false
wellingtonks.municipalone.com,1,1,0,1635200,false
wellsrivervillage.org,1,1,0,7245429,false
welltonaz.gov,1,1,0,1216294,false
werc.wi.gov,57,57,0,17082926,false
westbranchiowa.org,3,3,0,199102,false
westchester-il.gov,4,4,0,19670137,false
westcolumbiasc.civicweb.net,3,3,0,531820,false
westcolumbiasc.gov,2,2,0,2818838,false
westcooknews.com,1,1,0,124662,false
westerlyri.gov,1,1,0,94020,false
westfordma.gov,3,3,0,568083,false
westhempfield.org,2,2,0,2032666,false
westlafayettevillage.com,3,3,0,39350435,false
westliberty.ky.gov,1,1,0,681367,false
westlongbranch.org,1,1,0,505753,false
westminsterca.granicus.com,1,0,1,0,false
westminstersc.org,2,2,0,39830365,false
westminstervt.org,1,1,0,445194,false
westplains.gov,1,1,0,6477758,false
westpointutah.gov,1,1,0,144424,false
westsalemwi.gov,2,2,0,308186,false
westutx.gov,2,2,0,42402593,false
westwarwickri.gov,2,2,0,7279045,false
whartonnj.com,3,3,0,1444488,false
wheatfield-ny.gov,1,1,0,132151,false
white.sdcity.gov,1,1,0,379784,false
whitecastle.us,1,1,0,94852,false
whitecity.utah.gov,1,1,0,1879374,false
whiteoakborough.com,1,1,0,72858,false
whitestown.in.gov,3,3,0,387951,false
whitesulphurspringswv.org,2,2,0,145168,false
wichita.gov,1,1,0,55295209,false
wilderky.gov,2,2,0,393654,false
willardcityut.gov,3,3,0,5707205,false
willcox.az.gov,2,2,0,1622901,false
williamsaz.gov,1,1,0,104631,false
williamsburgohio.org,2,2,0,164399,false
williamstonsc.us,2,2,0,206767,false
williamstownwv.org,1,1,0,8092298,false
williston-sc.com,3,3,0,4323079,false
willistonfire.com,1,1,0,1750593,false
wilmingtonma.gov,4,0,4,0,false
wilmingtonvermont.us,1,1,0,585245,false
wilmore.org,1,1,0,72930,false
wiltonct.gov,1,1,0,3800512,false
wiltonmanors.gov,1,1,0,133290,false
wiltonnh.gov,1,0,1,0,false
winchester-tn.com,1,0,1,0,false
windhamnh.gov,3,3,0,14714035,false
windsorct.gov,1,1,0,3288,false
windsorlocksct.org,1,1,0,2823860,false
winfield.in.gov,5,5,0,875486,false
winnersd.org,1,1,0,981457,false
winstoncity.org,1,1,0,190316,false
winterset.gov,2,2,0,268386,false
wintervillenc.com,2,2,0,17178468,false
wiscasset.gov,1,1,0,80035,false
wmuaaup.org,1,0,1,0,false
wnypapers.com,2,2,0,302369,false
woboro.com,2,2,0,161936,false
wolcottct.org,1,1,0,126035,false
wolfeboronh.us,1,1,0,91937,false
woodbridgect.org,1,1,0,233460,false
woodbury.nj.us,2,2,0,1078670,false
woodburyct.org,3,3,0,23596043,false
woodhavenmi.civicweb.net,1,1,0,563974,false
woodlandpark.gov,2,2,0,52968420,false
woodridgenj.gov,2,2,0,521199,false
woodriver.org,1,1,0,3560586,false
woodstockga.granicus.com,1,1,0,86967,false
woodstockva.gov,1,1,0,8057812,false
woolwichtwp.org,1,1,0,88444,false
wpnet.org,1,1,0,45821,false
wrightwyoming.com,1,1,0,410955,false
wtvbam.com,1,1,0,83463,false
wvboro.com,1,1,0,102359,false
wvfirefighters.com,1,1,0,29825,false
wvlegals.com,1,1,0,66509,false
wyckoff-nj.com,1,1,0,22214972,false
wyckoffnj.gov,2,2,0,2090322,false
wyoming.delaware.gov,2,2,0,455031,false
wyomingmn.org,1,1,0,50901,false
yankeeinstitute.org,3,3,0,16112419,false
yarmouth.ma.us,5,5,0,5278788,false
yorktownindiana.org,1,1,0,164012,false
youngtownaz.hosted.civiclive.com,1,1,0,68007,false
yourdailyglobe.com,1,1,0,48977,false
yukonok.gov,1,1,0,6022818,false
yutannebraska.com,2,0,2,0,false
zimmerman.govoffice.com,2,2,0,644126,false
