state,municipality,geography_type
PA,Green Tree,municipality
PA,Greene,municipality
PA,Greenfield,municipality
PA,Greenwood,municipality
PA,Grove City,municipality
PA,Haines,municipality
PA,Hamilton,municipality
PA,Hampden,municipality
PA,Hampton,municipality
PA,Hanover,municipality
PA,Harrisville,municipality
PA,Hatfield,municipality
PA,Heidelberg,municipality
PA,Hellertown,municipality
PA,Hemlock,municipality
PA,Hempfield,municipality
PA,Hereford,municipality
PA,Highspire,municipality
PA,Hilltown,municipality
PA,Honesdale,municipality
PA,Honey Brook,municipality
PA,Hopewell,municipality
PA,Horsham,municipality
PA,Howe,municipality
PA,Hummelstown,municipality
PA,Independence,municipality
PA,Indian Lake,municipality
PA,Ingram,municipality
PA,Irwin,municipality
PA,Jackson,municipality
PA,Jeannette,municipality
PA,Jefferson,municipality
PA,Jenkintown,municipality
PA,Jessup,municipality
PA,Jim Thorpe,municipality
PA,Juniata,municipality
PA,Keating,municipality
PA,Kittanning,municipality
PA,Knox,municipality
PA,Kulpmont,municipality
PA,Laceyville,municipality
PA,Lamar,municipality
PA,Lancaster,municipality
PA,Langhorne,municipality
PA,Lansford,municipality
PA,Larksville,municipality
PA,Latimore,municipality
PA,Latrobe,municipality
PA,Laurel Mountain,municipality
PA,Lawrence Park,municipality
PA,Lehigh,municipality
PA,Lehman,municipality
PA,Lenhartsville,municipality
PA,Lewisberry,municipality
PA,Lewistown,municipality
PA,Ligonier,municipality
PA,Limerick,municipality
PA,Limestone,municipality
PA,Linesville,municipality
PA,Lock Haven,municipality
PA,Lower Allen,municipality
PA,Lower Heidelberg,municipality
PA,Lower Makefield,municipality
PA,Lower Milford,municipality
PA,Lower Moreland,municipality
PA,Lower Oxford,municipality
PA,Lower Paxton,municipality
PA,Lower Salford,municipality
PA,Lower Southampton,municipality
PA,Lower Swatara,municipality
PA,Lower Windsor,municipality
PA,Lykens,municipality
PA,Lynn,municipality
PA,Macungie,municipality
PA,Mahoning,municipality
PA,Maidencreek,municipality
PA,Manchester,municipality
PA,Manheim,municipality
PA,Manor,municipality
PA,Manorville,municipality
PA,Marple,municipality
PA,Mars,municipality
PA,Marysville,municipality
PA,Maxatawny,municipality
PA,McCandless,municipality
PA,McIntyre,municipality
PA,McKees Rocks,municipality
PA,Mercer,municipality
PA,Meyersdale,municipality
PA,Middleburg,municipality
PA,Middlesex,municipality
PA,Middletown,municipality
PA,Mifflin,municipality
PA,Mifflintown,municipality
PA,Millcreek,municipality
PA,Millersburg,municipality
PA,Millersville,municipality
PA,Milton,municipality
PA,Monaca,municipality
PA,Monessen,municipality
PA,Monongahela,municipality
PA,Montoursville,municipality
PA,Moore,municipality
PA,Morgan,municipality
PA,Morton,municipality
PA,Mount Carmel,municipality
PA,Mount Joy,municipality
PA,Mount Wolf,municipality
PA,Muhlenberg,municipality
PA,Muncy,municipality
PA,Muncy Creek,municipality
PA,Nanty-Glo,municipality
PA,Nazareth,municipality
PA,Nether Providence,municipality
PA,New Beaver,municipality
PA,New Berlin,municipality
PA,New Brighton,municipality
PA,New Britain,municipality
PA,New Buffalo,municipality
PA,New Castle,municipality
PA,New Florence,municipality
PA,New Hope,municipality
PA,New Sewickley,municipality
PA,Newport,municipality
PA,Newtown,municipality
PA,Newville,municipality
PA,North Catasauqua,municipality
PA,North Codorus,municipality
PA,North Cornwall,municipality
PA,North East,municipality
PA,North Heidelberg,municipality
PA,North Sewickley,municipality
PA,North Whitehall,municipality
PA,North York,municipality
PA,Northampton,municipality
PA,Northumberland,municipality
PA,Nottingham,municipality
PA,Oakland,municipality
PA,Oakmont,municipality
PA,Old Lycoming,municipality
PA,Oley,municipality
PA,Oneida,municipality
PA,Ontelaunee,municipality
PA,Orwell,municipality
PA,Orwigsburg,municipality
PA,Oxford,municipality
PA,Packer,municipality
PA,Paint,municipality
PA,Palmer,municipality
PA,Palmerton,municipality
PA,Palmyra,municipality
PA,Paradise,municipality
PA,Patterson,municipality
PA,Patton,municipality
PA,Penn,municipality
PA,Penn Forest,municipality
PA,Pennsbury Village,municipality
PA,Philipsburg,municipality
PA,Pine Creek,municipality
PA,Pitcairn,municipality
PA,Pittsburgh,municipality
PA,Pittston,municipality
PA,Pleasant,municipality
PA,Plumstead,municipality
PA,Plunketts Creek,municipality
PA,Plymouth,municipality
PA,Pocono,municipality
PA,Polk,municipality
PA,Port Allegany,municipality
PA,Port Vue,municipality
PA,Portage,municipality
PA,Potter,municipality
PA,Pottstown,municipality
PA,Preston,municipality
PA,Prompton,municipality
PA,Pulaski,municipality
PA,Punxsutawney,municipality
PA,Quakertown,municipality
PA,Quarryville,municipality
PA,Raccoon,municipality
PA,Radnor,municipality
PA,Ralpho,municipality
PA,Ransom,municipality
PA,Reading,municipality
PA,Red Lion,municipality
PA,Redstone,municipality
PA,Richland,municipality
PA,Ridgway,municipality
PA,Ridley,municipality
PA,Ridley Park,municipality
PA,Rimersburg,municipality
PA,Riverside,municipality
PA,Robeson,municipality
PA,Rochester,municipality
PA,Rockefeller,municipality
PA,Rose Valley,municipality
PA,Rosslyn Farms,municipality
PA,Rostraver,municipality
PA,Ruscombmanor,municipality
PA,Rye,municipality
PA,Salem,municipality
PA,Salisbury,municipality
PA,Saville,municipality
PA,Saxonburg,municipality
PA,Sayre,municipality
PA,Schuylkill,municipality
PA,Schuylkill Haven,municipality
PA,Scott,municipality
PA,Scottdale,municipality
PA,Selinsgrove,municipality
PA,Seven Valleys,municipality
PA,Sewickley,municipality
PA,Shaler,municipality
PA,Shamokin Dam,municipality
PA,Sharon Hill,municipality
PA,Shenandoah,municipality
PA,Shenango,municipality
PA,Sheshequin,municipality
PA,Shinglehouse,municipality
PA,Shippensburg,municipality
PA,Shippingport,municipality
PA,Shiremanstown,municipality
PA,Shohola,municipality
PA,Silver Lake,municipality
PA,Smithfield,municipality
PA,Somerset,municipality
PA,Souderton,municipality
PA,South Beaver,municipality
PA,South Centre,municipality
PA,South Coatesville,municipality
PA,South Greensburg,municipality
PA,South Londonderry,municipality
PA,South Newton,municipality
PA,South Park,municipality
PA,South Woodbury,municipality
PA,Spring Brook,municipality
PA,Spring Garden,municipality
PA,Springdale,municipality
PA,Springettsbury,municipality
PA,Springfield,municipality
PA,St. Clair,municipality
PA,State College,municipality
PA,Steelton,municipality
PA,Stewartstown,municipality
PA,Stoneboro,municipality
PA,Strasburg,municipality
PA,Stroudsburg,municipality
PA,Sugarcreek,municipality
PA,Summit,municipality
PA,Summit Hill,municipality
PA,Susquehanna Depot,municipality
PA,Swatara,municipality
PA,Swissvale,municipality
PA,Tamaqua,municipality
PA,Tarentum,municipality
PA,Tatamy,municipality
PA,Taylor,municipality
PA,Texas,municipality
PA,Thornburg,municipality
PA,Three Springs,municipality
PA,Tilden,municipality
PA,Tinicum,municipality
PA,Tioga,municipality
PA,Topton,municipality
PA,Towamencin,municipality
PA,Towamensing,municipality
PA,Towanda,municipality
PA,Trafford,municipality
PA,Tredyffrin,municipality
PA,Tullytown,municipality
PA,Tunkhannock,municipality
PA,Tyrone,municipality
PA,Upper Allen,municipality
PA,Upper Bern,municipality
PA,Upper Chichester,municipality
PA,Upper Dublin,municipality
PA,Upper Gwynedd,municipality
PA,Upper Leacock,municipality
PA,Upper Macungie,municipality
PA,Upper Makefield,municipality
PA,Upper Merion,municipality
PA,Upper Moreland,municipality
PA,Upper Mount Bethel,municipality
PA,Upper Providence,municipality
PA,Upper Saucon,municipality
PA,Upper St. Clair,municipality
PA,Upper Uwchlan,municipality
PA,Uwchlan,municipality
PA,Venango,municipality
PA,Walker,municipality
PA,Wallace,municipality
PA,Warminster,municipality
PA,Warren,municipality
PA,Warrington,municipality
PA,Warrior Run,municipality
PA,Warwick,municipality
PA,Washington,municipality
PA,Waterford,municipality
PA,Watsontown,municipality
PA,Waverly,municipality
PA,Wayne,municipality
PA,Weatherly,municipality
PA,Weisenberg,municipality
PA,West Brownsville,municipality
PA,West Conshohocken,municipality
PA,West Deer,municipality
PA,West Grove,municipality
PA,West Hempfield,municipality
PA,West Lampeter,municipality
PA,West Mahanoy,municipality
PA,West Manchester,municipality
PA,West Mayfield,municipality
PA,West Mead,municipality
PA,West Newton,municipality
PA,West Nottingham,municipality
PA,West Pittston,municipality
PA,West View,municipality
PA,West Vincent,municipality
PA,West Whiteland,municipality
PA,Westfield,municipality
PA,White Deer,municipality
PA,White Oak,municipality
PA,Whitehall,municipality
PA,Whitpain,municipality
PA,Wilkes-Barre,municipality
PA,Wilkins,municipality
PA,Windber,municipality
PA,Windsor,municipality
PA,Wright,municipality
PA,Wyalusing,municipality
PA,Wyoming,municipality
PA,Yardley,municipality
PA,York,municipality
PA,Zerbe,municipality
RI,Barrington,municipality
RI,Bristol,municipality
RI,Burrillville,municipality
RI,Charlestown,municipality
RI,Coventry,municipality
RI,Cumberland,municipality
RI,East Greenwich,municipality
RI,Exeter,municipality
RI,Foster,municipality
RI,Glocester,municipality
RI,Hopkinton,municipality
RI,Jamestown,municipality
RI,Johnston,municipality
RI,Little Compton,municipality
RI,Middletown,municipality
RI,Narragansett,municipality
RI,New Shoreham,municipality
RI,North Kingstown,municipality
RI,North Providence,municipality
RI,Portsmouth,municipality
RI,Richmond,municipality
RI,Scituate,municipality
RI,Smithfield,municipality
RI,Tiverton,municipality
RI,Warren,municipality
RI,West Greenwich,municipality
RI,West Warwick,municipality
RI,Westerly,municipality
SC,Abbeville,municipality
SC,Allendale,municipality
SC,Anderson,municipality
SC,Andrews,municipality
SC,Atlantic Beach,municipality
SC,Barnwell,municipality
SC,Batesburg-Leesville,municipality
SC,Beaufort,municipality
SC,Bennettsville,municipality
SC,Bethune,municipality
SC,Blacksburg,municipality
SC,Blythewood,municipality
SC,Cayce,municipality
SC,Chesnee,municipality
SC,Clemson,municipality
SC,Clinton,municipality
SC,Clover,municipality
SC,Conway,municipality
SC,Cowpens,municipality
SC,Easley,municipality
SC,Edisto Beach,municipality
SC,Florence,municipality
SC,Folly Beach,municipality
SC,Forest Acres,municipality
SC,Fort Mill,municipality
SC,Gaffney,municipality
SC,Gaston,municipality
SC,Gilbert,municipality
SC,Hilton Head Island,municipality
SC,Honea Path,municipality
SC,Inman,municipality
SC,Isle of Palms,municipality
SC,James Island,municipality
SC,Kiawah Island,municipality
SC,Kingstree,municipality
SC,Lake City,municipality
SC,Lake View,municipality
SC,Lancaster,municipality
SC,Landrum,municipality
SC,Laurens,municipality
SC,Lexington,municipality
SC,Marion,municipality
SC,Mauldin,municipality
SC,McCormick,municipality
SC,Moncks Corner,municipality
SC,Myrtle Beach,municipality
SC,Olanta,municipality
SC,Orangeburg,municipality
SC,Pawleys Island,municipality
SC,Pickens,municipality
SC,Quinby,municipality
SC,Ridgeland,municipality
SC,Ridgeway,municipality
SC,South Congaree,municipality
SC,Spartanburg,municipality
SC,Springdale,municipality
SC,Sullivan's Island,municipality
SC,Sumter,municipality
SC,Surfside Beach,municipality
SC,Swansea,municipality
SC,Tega Cay,municipality
SC,Turbeville,municipality
SC,Vance,municipality
SC,Walterboro,municipality
SC,Ware Shoals,municipality
SC,West Columbia,municipality
SC,West Union,municipality
SC,Westminster,municipality
SC,Williamston,municipality
SC,Williston,municipality
SD,Alcester,municipality
SD,Armour,municipality
SD,Belle,municipality
SD,Beresford,municipality
SD,Big Stone City,municipality
SD,Bowdle,municipality
SD,Brandt,municipality
SD,Bristol,municipality
SD,Britton,municipality
SD,Bruce,municipality
SD,Buffalo Gap,municipality
SD,Canistota,municipality
SD,Carthage,municipality
SD,Castlewood,municipality
SD,Centerville,municipality
SD,Chancellor,municipality
SD,Clark,municipality
SD,Clear Lake,municipality
SD,Colome,municipality
SD,Colton,municipality
SD,Cresbard,municipality
SD,Crooks,municipality
SD,Day,municipality
SD,De Smet,municipality
SD,Deadwood,municipality
SD,Dell Rapids,municipality
SD,Edgemont,municipality
SD,Egan,municipality
SD,Elkton,municipality
SD,Emery,municipality
SD,Eureka,municipality
SD,Farmer,municipality
SD,Faulkton,municipality
SD,Flandreau,municipality
SD,Fort Pierre,municipality
SD,Freeman,municipality
SD,Garretson,municipality
SD,Gary,municipality
SD,Gayville,municipality
SD,Gregory,municipality
SD,Hartford,municipality
SD,Hayti,municipality
SD,Herreid,municipality
SD,Hosmer,municipality
SD,Howard,municipality
SD,Hurley,municipality
SD,Huron,municipality
SD,Ipswich,municipality
SD,Jefferson,municipality
SD,Kadoka,municipality
SD,Kennebec,municipality
SD,Keystone,municipality
SD,Kimball,municipality
SD,La Bolt,municipality
SD,Lake Norden,municipality
SD,Langford,municipality
SD,Lead,municipality
SD,Lemmon,municipality
SD,Lennox,municipality
SD,Marion,municipality
SD,Mellette,municipality
SD,Menno,municipality
SD,Milbank,municipality
SD,Miller,municipality
SD,Mission Hill,municipality
SD,Mobridge,municipality
SD,Montrose,municipality
SD,New Underwood,municipality
SD,Newell,municipality
SD,North Sioux City,municipality
SD,Onida,municipality
SD,Parkston,municipality
SD,Philip,municipality
SD,Pickstown,municipality
SD,Plankinton,municipality
SD,Redfield,municipality
SD,Roscoe,municipality
SD,Roslyn,municipality
SD,Salem,municipality
SD,Sherman,municipality
SD,Sisseton,municipality
SD,South Shore,municipality
SD,Springfield,municipality
SD,Timber Lake,municipality
SD,Valley Springs,municipality
SD,Vermillion,municipality
SD,Viborg,municipality
SD,Volga,municipality
SD,Wagner,municipality
SD,Webster,municipality
SD,Wentworth,municipality
SD,Wessington,municipality
SD,Wessington Springs,municipality
SD,White,municipality
SD,White Lake,municipality
SD,Whitewood,municipality
SD,Winner,municipality
SD,Wolsey,municipality
SD,Worthing,municipality
TN,Adams,municipality
TN,Adamsville,municipality
TN,Alcoa,municipality
TN,Alexandria,municipality
TN,Arlington,municipality
TN,Ashland City,municipality
TN,Athens,municipality
TN,Atwood,municipality
TN,Baileyton,municipality
TN,Bell Buckle,municipality
TN,Belle Meade,municipality
TN,Bluff City,municipality
TN,Bolivar,municipality
TN,Brownsville,municipality
TN,Bruceton,municipality
TN,Carthage,municipality
TN,Caryville,municipality
TN,Charleston,municipality
TN,Church Hill,municipality
TN,Clarksburg,municipality
TN,Columbia,municipality
TN,Coopertown,municipality
TN,Crab Orchard,municipality
TN,Cumberland City,municipality
TN,Cumberland Gap,municipality
TN,Dandridge,municipality
TN,Dayton,municipality
TN,Decaturville,municipality
TN,Dickson,municipality
TN,Eagleville,municipality
TN,East Ridge,municipality
TN,Elizabethton,municipality
TN,Englewood,municipality
TN,Fairview,municipality
TN,Fayetteville,municipality
TN,Friendship,municipality
TN,Gibson,municipality
TN,Goodlettsville,municipality
TN,Greenback,municipality
TN,Harriman,municipality
TN,Henderson,municipality
TN,Hollow Rock,municipality
TN,Huntingdon,municipality
TN,Jefferson City,municipality
TN,Jellico,municipality
TN,Jonesborough,municipality
TN,Kimball,municipality
TN,La Follette,municipality
TN,Lakesite,municipality
TN,Lenoir City,municipality
TN,Lewisburg,municipality
TN,Lexington,municipality
TN,Lobelville,municipality
TN,Loudon,municipality
TN,Mason,municipality
TN,Maury City,municipality
TN,McEwen,municipality
TN,McKenzie,municipality
TN,McMinnville,municipality
TN,Medina,municipality
TN,Millington,municipality
TN,Monteagle,municipality
TN,Morrison,municipality
TN,Mount Carmel,municipality
TN,Mountain City,municipality
TN,Munford,municipality
TN,Nashville-Davidson County,municipality
TN,New Market,municipality
TN,New Tazewell,municipality
TN,Newbern,municipality
TN,Newport,municipality
TN,Niota,municipality
TN,Nolensville,municipality
TN,Norris,municipality
TN,Oak Hill,municipality
TN,Oliver Springs,municipality
TN,Paris,municipality
TN,Pegram,municipality
TN,Pigeon Forge,municipality
TN,Pikeville,municipality
TN,Pleasant Hill,municipality
TN,Portland,municipality
TN,Red Boiling Springs,municipality
TN,Ridgely,municipality
TN,Rockford,municipality
TN,Rockwood,municipality
TN,Savannah,municipality
TN,Selmer,municipality
TN,Sevierville,municipality
TN,Shelbyville,municipality
TN,Signal Mountain,municipality
TN,Smithville,municipality
TN,Soddy-Daisy,municipality
TN,Somerville,municipality
TN,South Carthage,municipality
TN,Sparta,municipality
TN,Spencer,municipality
TN,Sweetwater,municipality
TN,Tellico Plains,municipality
TN,Tennessee Ridge,municipality
TN,Tiptonville,municipality
TN,Watertown,municipality
TN,Westmoreland,municipality
TN,White Bluff,municipality
TN,White House,municipality
TN,White Pine,municipality
TN,Whitwell,municipality
TN,Woodland Mills,municipality
TX,Abernathy,municipality
TX,Abilene,municipality
TX,Addison,municipality
TX,Alamo,municipality
TX,Alice,municipality
TX,Allen,municipality
TX,Alto,municipality
TX,Alton,municipality
TX,Alvin,municipality
TX,Amherst,municipality
TX,Andrews,municipality
TX,Angleton,municipality
TX,Anna,municipality
TX,Anson,municipality
TX,Arcola,municipality
TX,Arp,municipality
TX,Athens,municipality
TX,Aubrey,municipality
TX,Avery,municipality
TX,Azle,municipality
TX,Balcones Heights,municipality
TX,Balmorhea,municipality
TX,Bardwell,municipality
TX,Bastrop,municipality
TX,Bayou Vista,municipality
TX,Bear Creek,municipality
TX,Beeville,municipality
TX,Bellaire,municipality
TX,Bellmead,municipality
TX,Belton,municipality
TX,Benbrook,municipality
TX,Big Sandy,municipality
TX,Big Spring,municipality
TX,Bishop,municipality
TX,Blooming Grove,municipality
TX,Blue Mound,municipality
TX,Boerne,municipality
TX,Bonney,municipality
TX,Borger,municipality
TX,Boyd,municipality
TX,Breckenridge,municipality
TX,Brenham,municipality
TX,Brownwood,municipality
TX,Bruceville-Eddy,municipality
TX,Bryson,municipality
TX,Buda,municipality
TX,Burkburnett,municipality
TX,Burnet,municipality
TX,Burton,municipality
TX,Caney City,municipality
TX,Carbon,municipality
TX,Chillicothe,municipality
TX,Clarendon,municipality
TX,Clarksville City,municipality
TX,Clear Lake Shores,municipality
TX,Cleveland,municipality
TX,Clint,municipality
TX,Collinsville,municipality
TX,Colmesneil,municipality
TX,Colorado City,municipality
TX,Commerce,municipality
TX,Corinth,municipality
TX,Corsicana,municipality
TX,Crockett,municipality
TX,Crosbyton,municipality
TX,Cross Roads,municipality
TX,Dalhart,municipality
TX,Del Rio,municipality
TX,Denison,municipality
TX,Denton,municipality
TX,Diboll,municipality
TX,Dickinson,municipality
TX,Donna,municipality
TX,Double Horn,municipality
TX,Double Oak,municipality
TX,Dripping Springs,municipality
TX,Dumas,municipality
TX,El Lago,municipality
TX,El Paso,municipality
TX,Ennis,municipality
TX,Everman,municipality
TX,Fair Oaks Ranch,municipality
TX,Fate,municipality
TX,Fayetteville,municipality
TX,Floresville,municipality
TX,Forest Hill,municipality
TX,Forney,municipality
TX,Fort Stockton,municipality
TX,Fredericksburg,municipality
TX,Freeport,municipality
TX,Fulton,municipality
TX,Gainesville,municipality
TX,Gatesville,municipality
TX,Gholson,municipality
TX,Giddings,municipality
TX,Glen Rose,municipality
TX,Granbury,municipality
TX,Granger,municipality
TX,Gun Barrel City,municipality
TX,Gunter,municipality
TX,Hamlin,municipality
TX,Hardin,municipality
TX,Haslet,municipality
TX,Heath,municipality
TX,Helotes,municipality
TX,Hidalgo,municipality
TX,Highland Village,municipality
TX,Hitchcock,municipality
TX,Holland,municipality
TX,Hollywood Park,municipality
TX,Horizon City,municipality
TX,Humble,municipality
TX,Hunters Creek Village,municipality
TX,Hutto,municipality
TX,Ingleside,municipality
TX,Ingleside on the Bay,municipality
TX,Iowa Park,municipality
TX,Jacksonville,municipality
TX,Jones Creek,municipality
TX,Jonestown,municipality
TX,Joshua,municipality
TX,Kemah,municipality
TX,Kemp,municipality
TX,Kempner,municipality
TX,Kerens,municipality
TX,Kilgore,municipality
TX,Kingsville,municipality
TX,Kountze,municipality
TX,Krum,municipality
TX,Kurten,municipality
TX,La Marque,municipality
TX,La Vernia,municipality
TX,Ladonia,municipality
TX,Laguna Vista,municipality
TX,Lake Jackson,municipality
TX,Lake Worth,municipality
TX,Lakeway,municipality
TX,Leander,municipality
TX,Lefors,municipality
TX,Live Oak,municipality
TX,Lone Star,municipality
TX,Lufkin,municipality
TX,Lumberton,municipality
TX,Manor,municipality
TX,Marshall,municipality
TX,Maud,municipality
TX,McLendon-Chisholm,municipality
TX,Meadowlakes,municipality
TX,Mercedes,municipality
TX,Mexia,municipality
TX,Mingus,municipality
TX,Mont Belvieu,municipality
TX,Montgomery,municipality
TX,Mount Enterprise,municipality
TX,Mount Pleasant,municipality
TX,Mount Vernon,municipality
TX,Murphy,municipality
TX,Natalia,municipality
TX,Navasota,municipality
TX,Nederland,municipality
TX,New Berlin,municipality
TX,New Fairview,municipality
TX,Niederwald,municipality
TX,Orange,municipality
TX,Ore City,municipality
TX,Palestine,municipality
TX,Palisades,municipality
TX,Palmview,municipality
TX,Pampa,municipality
TX,Pantego,municipality
TX,Paris,municipality
TX,Parker,municipality
TX,Patton Village,municipality
TX,Pelican Bay,municipality
TX,Penitas,municipality
TX,Pilot Point,municipality
TX,Pinehurst,municipality
TX,Pineland,municipality
TX,Plainview,municipality
TX,Plum Grove,municipality
TX,Point Venture,municipality
TX,Port Lavaca,municipality
TX,Port Neches,municipality
TX,Quintana,municipality
TX,Ranger,municipality
TX,Ravenna,municipality
TX,Raymondville,municipality
TX,Rice,municipality
TX,Rio Grande City,municipality
TX,Rio Hondo,municipality
TX,Riverside,municipality
TX,Robinson,municipality
TX,Robstown,municipality
TX,Rockport,municipality
TX,Rocksprings,municipality
TX,Rollingwood,municipality
TX,Rosebud,municipality
TX,Rosenberg,municipality
TX,Roxton,municipality
TX,Royse City,municipality
TX,Rule,municipality
TX,Sabinal,municipality
TX,Saginaw,municipality
TX,San Antonio,municipality
TX,San Benito,municipality
TX,San Felipe,municipality
TX,San Leanna,municipality
TX,San Marcos,municipality
TX,Sandy Oaks,municipality
TX,Savoy,municipality
TX,Seadrift,municipality
TX,Seagraves,municipality
TX,Sealy,municipality
TX,Selma,municipality
TX,Seymour,municipality
TX,Shallowater,municipality
TX,Shenandoah,municipality
TX,Silsbee,municipality
TX,Smiley,municipality
TX,South Padre Island,municipality
TX,Southlake,municipality
TX,Stafford,municipality
TX,Star Harbor,municipality
TX,Stephenville,municipality
TX,Sudan,municipality
TX,Sulphur Springs,municipality
TX,Sundown,municipality
TX,Sunrise Beach Village,municipality
TX,Surfside Beach,municipality
TX,Tatum,municipality
TX,Texas City,municipality
TX,Thompsons,municipality
TX,Throckmorton,municipality
TX,Tioga,municipality
TX,Todd Mission,municipality
TX,Tolar,municipality
TX,Tomball,municipality
TX,Toyah,municipality
TX,Trenton,municipality
TX,Trophy Club,municipality
TX,Uvalde,municipality
TX,Valley View,municipality
TX,Vidor,municipality
TX,Volente,municipality
TX,Waco,municipality
TX,Waelder,municipality
TX,Watauga,municipality
TX,Wells,municipality
TX,West Lake Hills,municipality
TX,West University Place,municipality
TX,Weston Lakes,municipality
TX,Winfield,municipality
TX,Wink,municipality
TX,Wolfe City,municipality
TX,Woodbranch,municipality
TX,Woodcreek,municipality
TX,Woodway,municipality
TX,Yoakum,municipality
UT,Altamont,municipality
UT,Bluff,municipality
UT,Boulder,municipality
UT,Brigham City,municipality
UT,Castle Valley,municipality
UT,Cottonwood Heights,municipality
UT,Daniel,municipality
UT,Deweyville,municipality
UT,Dutch John,municipality
UT,Elk Ridge,municipality
UT,Enterprise,municipality
UT,Escalante,municipality
UT,Eureka,municipality
UT,Ferron,municipality
UT,Fielding,municipality
UT,Fillmore,municipality
UT,Fountain Green,municipality
UT,Francis,municipality
UT,Fruit Heights,municipality
UT,Garland,municipality
UT,Glendale,municipality
UT,Grantsville,municipality
UT,Hatch,municipality
UT,Heber,municipality
UT,Hideout,municipality
UT,Hildale,municipality
UT,Hooper,municipality
UT,Howell,municipality
UT,Hyrum,municipality
UT,Kanab,municipality
UT,Leeds,municipality
UT,Magna metro,municipality
UT,Mapleton,municipality
UT,Marysvale,municipality
UT,Mendon,municipality
UT,Midway,municipality
UT,Millville,municipality
UT,Mona,municipality
UT,Naples,municipality
UT,Nephi,municipality
UT,Nibley,municipality
UT,North Ogden,municipality
UT,Panguitch,municipality
UT,Paragonah,municipality
UT,Parowan,municipality
UT,Plain City,municipality
UT,Pleasant View,municipality
UT,River Heights,municipality
UT,South Ogden,municipality
UT,South Weber,municipality
UT,Tabiona,municipality
UT,Tremonton,municipality
UT,Uintah,municipality
UT,Vineyard,municipality
UT,Washington Terrace,municipality
UT,West Bountiful,municipality
UT,West Point,municipality
UT,White City metro,municipality
UT,Willard,municipality
UT,Woodland Hills,municipality
VA,Altavista,municipality
VA,Amherst,municipality
VA,Appalachia,municipality
VA,Appomattox,municipality
VA,Big Stone Gap,municipality
VA,Bowling Green,municipality
VA,Bridgewater,municipality
VA,Broadway,municipality
VA,Brookneal,municipality
VA,Buena Vista,municipality
VA,Cape Charles,municipality
VA,Cedar Bluff,municipality
VA,Chase City,municipality
VA,Chilhowie,municipality
VA,Chincoteague,municipality
VA,Christiansburg,municipality
VA,Clifton Forge,municipality
VA,Covington,municipality
VA,Culpeper,municipality
VA,Dumfries,municipality
VA,Dungannon,municipality
VA,Emporia,municipality
VA,Exmore,municipality
VA,Falls Church,municipality
VA,Front Royal,municipality
VA,Gate City,municipality
VA,Glade Spring,municipality
VA,Glasgow,municipality
VA,Gordonsville,municipality
VA,Gretna,municipality
VA,Grottoes,municipality
VA,Haymarket,municipality
VA,Hillsville,municipality
VA,Hopewell,municipality
VA,Iron Gate,municipality
VA,Louisa,municipality
VA,Lovettsville,municipality
VA,Luray,municipality
VA,Madison,municipality
VA,Manassas Park,municipality
VA,Martinsville,municipality
VA,Monterey,municipality
VA,Narrows,municipality
VA,Occoquan,municipality
VA,Onancock,municipality
VA,Onley,municipality
VA,Parksley,municipality
VA,Poquoson,municipality
VA,Portsmouth,municipality
VA,Pulaski,municipality
VA,Purcellville,municipality
VA,Radford,municipality
VA,Smithfield,municipality
VA,South Hill,municipality
VA,Tappahannock,municipality
VA,Timberville,municipality
VA,Urbanna,municipality
VA,Wakefield,municipality
VA,Warrenton,municipality
VA,Waverly,municipality
VA,Waynesboro,municipality
VA,Williamsburg,municipality
VA,Woodstock,municipality
VA,Wytheville,municipality
VT,Addison,municipality
VT,Alburgh,municipality
VT,Arlington,municipality
VT,Athens,municipality
VT,Bakersfield,municipality
VT,Barton,municipality
VT,Bennington,municipality
VT,Benson,municipality
VT,Berlin,municipality
VT,Bethel,municipality
VT,Bolton,municipality
VT,Bradford,municipality
VT,Brandon,municipality
VT,Brattleboro,municipality
VT,Brighton,municipality
VT,Bristol,municipality
VT,Brookline,municipality
VT,Cabot,municipality
VT,Canaan,municipality
VT,Castleton,municipality
VT,Charleston,municipality
VT,Charlotte,municipality
VT,Chelsea,municipality
VT,Chester,municipality
VT,Clarendon,municipality
VT,Colchester,municipality
VT,Concord,municipality
VT,Corinth,municipality
VT,Craftsbury,municipality
VT,Danby,municipality
VT,Derby,municipality
VT,Dummerston,municipality
VT,East Montpelier,municipality
VT,Eden,municipality
VT,Enosburg Falls,municipality
VT,Fair Haven,municipality
VT,Fairfax,municipality
VT,Fairlee,municipality
VT,Ferrisburgh,municipality
VT,Fletcher,municipality
VT,Glover,municipality
VT,Grafton,municipality
VT,Grand Isle,municipality
VT,Greensboro,municipality
VT,Guilford,municipality
VT,Hardwick,municipality
VT,Hartland,municipality
VT,Highgate,municipality
VT,Hinesburg,municipality
VT,Hyde Park,municipality
VT,Isle La Motte,municipality
VT,Jeffersonville,municipality
VT,Johnson,municipality
VT,Killington,municipality
VT,Kirby,municipality
VT,Lincoln,municipality
VT,Ludlow,municipality
VT,Lyndon,municipality
VT,Manchester,municipality
VT,Marlboro,municipality
VT,Middlebury,municipality
VT,Middletown Springs,municipality
VT,Moretown,municipality
VT,Morgan,municipality
VT,Mount Holly,municipality
VT,New Haven,municipality
VT,Newfane,municipality
VT,North Hero,municipality
VT,Norwich,municipality
