post_pi_wave_rank,original_priority_rank,post_pi_wave_id,worker_batch,worker_batch_row,future_live_queue_id,municipality_id,census_gov_id,state,municipality,government_name,government_type,geography_type,population,county_relationship_count,multi_county_flag,county_context_summary,total_priority_score,priority_tier,priority_confidence,population_score,government_type_score,state_yield_score,research_design_score,geographic_value_score,evidence_signal_score,retry_flag,failure_only_flag,scout_coverage_status,candidate_row_count,future_scout_eligible_flag,future_scout_exclusion_reason,priority_reason_summary,source_priority_file,source_priority_commit,search_hints_available,search_hint_1,search_hint_2,search_hint_3,search_hint_4,search_hint_5,already_canonical_flag,candidate_positive_flag,expected_units_to_search,verification_notes,recommended_scout_status
11,17,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_1,11,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_209196,209196,OR,Grants Pass,CITY OF GRANTS PASS,municipal,place,39149,1,no,Josephine County (41033; primary),76.736,Tier 1,low,23.523,10.000,16.964,12.684,8.565,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 96.4; municipal/place; state evidence low; smoothed yield component 17.0/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF GRANTS PASS"" OR official website","""CITY OF GRANTS PASS"" OR collective bargaining agreement","""CITY OF GRANTS PASS"" OR police union contract","""CITY OF GRANTS PASS"" OR fire union contract","""CITY OF GRANTS PASS"" OR salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF GRANTS PASS (Census government ID 209196; locked municipality ID cog_2025_209196). County context: Josephine County (41033; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only
12,18,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_1,12,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_173710,173710,OR,Tigard,CITY OF TIGARD,municipal,place,55590,1,no,Washington County (41067; primary),76.711,Tier 1,low,24.060,10.000,16.964,12.684,8.002,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 97.6; municipal/place; state evidence low; smoothed yield component 17.0/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF TIGARD"" OR official website","""CITY OF TIGARD"" OR collective bargaining agreement","""CITY OF TIGARD"" OR police union contract","""CITY OF TIGARD"" OR fire union contract","""CITY OF TIGARD"" OR salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF TIGARD (Census government ID 173710; locked municipality ID cog_2025_173710). County context: Washington County (41067; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only
13,19,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_1,13,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_172618,172618,OH,Canton,CITY OF CANTON,municipal,place,69197,1,no,Stark County (39151; primary),76.703,Tier 1,low,24.382,10.000,16.670,11.977,8.673,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 98.2; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF CANTON"" OH official website","""CITY OF CANTON"" OH collective bargaining agreement","""CITY OF CANTON"" OH police union contract","""CITY OF CANTON"" OH fire union contract","""CITY OF CANTON"" OH salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF CANTON (Census government ID 172618; locked municipality ID cog_2025_172618). County context: Stark County (39151; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only
14,20,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_1,14,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_110739,110739,OH,Westerville,CITY OF WESTERVILLE,municipal,place,37958,2,yes,Franklin County (39049; primary); Delaware County (39041),76.701,Tier 1,low,23.469,10.000,16.670,11.977,9.584,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 96.3; municipal/place; state evidence low; smoothed yield component 16.7/20; 3 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF WESTERVILLE"" OH official website","""CITY OF WESTERVILLE"" OH collective bargaining agreement","""CITY OF WESTERVILLE"" OH police union contract","""CITY OF WESTERVILLE"" OH fire union contract","""CITY OF WESTERVILLE"" OH salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF WESTERVILLE (Census government ID 110739; locked municipality ID cog_2025_110739). County context: Franklin County (39049; primary); Delaware County (39041). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only
15,21,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_1,15,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_173633,173633,OR,Wilsonville,CITY OF WILSONVILLE,municipal,place,26345,2,yes,Clackamas County (41005; primary); Washington County (41067),76.687,Tier 1,low,22.848,10.000,16.964,12.684,9.190,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 94.5; municipal/place; state evidence low; smoothed yield component 17.0/20; 3 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF WILSONVILLE"" OR official website","""CITY OF WILSONVILLE"" OR collective bargaining agreement","""CITY OF WILSONVILLE"" OR police union contract","""CITY OF WILSONVILLE"" OR fire union contract","""CITY OF WILSONVILLE"" OR salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF WILSONVILLE (Census government ID 173633; locked municipality ID cog_2025_173633). County context: Clackamas County (41005; primary); Washington County (41067). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only
16,22,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_1,16,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_161448,161448,CT,West Haven,CITY OF WEST HAVEN,municipal,place,54790,1,no,South Central Connecticut Planning Region (09170; primary),76.639,Tier 1,low,24.038,10.000,16.671,12.477,8.454,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 97.5; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF WEST HAVEN"" CT official website","""CITY OF WEST HAVEN"" CT collective bargaining agreement","""CITY OF WEST HAVEN"" CT police union contract","""CITY OF WEST HAVEN"" CT fire union contract","""CITY OF WEST HAVEN"" CT salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF WEST HAVEN (Census government ID 161448; locked municipality ID cog_2025_161448). County context: South Central Connecticut Planning Region (09170; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only
17,24,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_1,17,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_193131,193131,CT,Middletown,CITY OF MIDDLETOWN,municipal,place,47984,1,no,Lower Connecticut River Valley Planning Region (09130; primary),76.629,Tier 1,low,23.840,10.000,16.671,12.477,8.642,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 97.2; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF MIDDLETOWN"" CT official website","""CITY OF MIDDLETOWN"" CT collective bargaining agreement","""CITY OF MIDDLETOWN"" CT police union contract","""CITY OF MIDDLETOWN"" CT fire union contract","""CITY OF MIDDLETOWN"" CT salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF MIDDLETOWN (Census government ID 193131; locked municipality ID cog_2025_193131). County context: Lower Connecticut River Valley Planning Region (09130; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only
18,25,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_1,18,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_209074,209074,OH,Lorain,CITY OF LORAIN,municipal,place,65337,1,no,Lorain County (39093; primary),76.621,Tier 1,low,24.301,10.000,16.670,11.977,8.673,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 98.1; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF LORAIN"" OH official website","""CITY OF LORAIN"" OH collective bargaining agreement","""CITY OF LORAIN"" OH police union contract","""CITY OF LORAIN"" OH fire union contract","""CITY OF LORAIN"" OH salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF LORAIN (Census government ID 209074; locked municipality ID cog_2025_209074). County context: Lorain County (39093; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only
19,26,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_1,19,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_202433,202433,OR,Keizer,CITY OF KEIZER,municipal,place,38564,1,no,Marion County (41047; primary),76.561,Tier 1,low,23.497,10.000,16.964,12.684,8.415,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 96.4; municipal/place; state evidence low; smoothed yield component 17.0/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF KEIZER"" OR official website","""CITY OF KEIZER"" OR collective bargaining agreement","""CITY OF KEIZER"" OR police union contract","""CITY OF KEIZER"" OR fire union contract","""CITY OF KEIZER"" OR salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF KEIZER (Census government ID 202433; locked municipality ID cog_2025_202433). County context: Marion County (41047; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only
20,27,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_1,20,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_111626,111626,OR,McMinnville,CITY OF MCMINNVILLE,municipal,place,34450,1,no,Yamhill County (41071; primary),76.523,Tier 1,low,23.310,10.000,16.964,12.684,8.565,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 95.9; municipal/place; state evidence low; smoothed yield component 17.0/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF MCMINNVILLE"" OR official website","""CITY OF MCMINNVILLE"" OR collective bargaining agreement","""CITY OF MCMINNVILLE"" OR police union contract","""CITY OF MCMINNVILLE"" OR fire union contract","""CITY OF MCMINNVILLE"" OR salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF MCMINNVILLE (Census government ID 111626; locked municipality ID cog_2025_111626). County context: Yamhill County (41071; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only
21,28,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_1,21,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_183887,183887,CT,Milford city (balance),CITY OF MILFORD,municipal,place,50421,1,no,South Central Connecticut Planning Region (09170; primary),76.518,Tier 1,low,23.916,10.000,16.671,12.477,8.454,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 97.3; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF MILFORD"" CT official website","""CITY OF MILFORD"" CT collective bargaining agreement","""CITY OF MILFORD"" CT police union contract","""CITY OF MILFORD"" CT fire union contract","""CITY OF MILFORD"" CT salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF MILFORD (Census government ID 183887; locked municipality ID cog_2025_183887). County context: South Central Connecticut Planning Region (09170; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only
22,29,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_1,22,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_209743,209743,WA,Marysville,CITY OF MARYSVILLE,municipal,place,72916,1,no,Snohomish County (53061; primary),76.502,Tier 1,medium,24.455,10.000,16.923,12.131,7.993,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 98.3; municipal/place; state evidence medium; smoothed yield component 16.9/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF MARYSVILLE"" WA official website","""CITY OF MARYSVILLE"" WA collective bargaining agreement","""CITY OF MARYSVILLE"" WA police union contract","""CITY OF MARYSVILLE"" WA fire union contract","""CITY OF MARYSVILLE"" WA salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF MARYSVILLE (Census government ID 209743; locked municipality ID cog_2025_209743). County context: Snohomish County (53061; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only
23,30,POST-PI-SCALEUP-WAVE1-2026-07-23,post_pi_wave1_worker_1,23,COORD-POST-PI-WAVE1-SERIAL150-2026-07-23,cog_2025_114647,114647,WA,Lacey,CITY OF LACEY,municipal,place,58326,1,no,Thurston County (53067; primary),76.478,Tier 1,medium,24.130,10.000,16.923,12.131,8.293,0.000,false,false,not_scouted,0,true,eligible_new_scout,population percentile 97.7; municipal/place; state evidence medium; smoothed yield component 16.9/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF LACEY"" WA official website","""CITY OF LACEY"" WA collective bargaining agreement","""CITY OF LACEY"" WA police union contract","""CITY OF LACEY"" WA fire union contract","""CITY OF LACEY"" WA salary schedule employee compensation plan",false,false,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF LACEY (Census government ID 114647; locked municipality ID cog_2025_114647). County context: Thurston County (53067; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post_pi_wave1_worker_prep_dry_run_only
