pa_batch_id,pa_runner_shard_id,pa_priority_rank,state,municipality,municipality_id,census_gov_id,government_name,government_type,geography_type,population,population_year,county_relationship_count,multi_county_flag,county_context_summary,batching_county_geoid,batching_county_name,already_scouted,scout_positive_status,already_in_corpus,already_in_city_coverage,government_website_available,pa_priority_score,pa_priority_tier,selection_reason,expected_units_to_search,verification_notes,recommended_scout_status
PA-FULL-2026-07-16-B021,PA-FULL-2026-07-16-RUN-083,2070,PA,Neville,cog_2025_174199,174199,TOWNSHIP OF NEVILLE,township,county_subdivision,1065,2023,1,no,Allegheny County [42003; county; government-units-primary=yes; basis=2024_county_subdivision_geoid],42003,Allegheny County,no,not_scouted,no,no,no,20,tier_4_small_low_information,"tier_4_small_low_information (score=20): population band under 2,000; Census political type township; no official website is recorded in Government Units; shares county context with a previously scouted municipality; shares county context with a scout-positive municipality. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Confirm the township government—not a same-name borough/city, county, school district, or statistical place—is the employer. No official website is recorded in Government Units, so expect lower source-discovery and verification yield. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B021,PA-FULL-2026-07-16-RUN-083,2071,PA,Mahanoy,cog_2025_209413,209413,TOWNSHIP OF MAHANOY,township,county_subdivision,3001,2023,1,no,Schuylkill County [42107; county; government-units-primary=yes; basis=2024_county_subdivision_geoid],42107,Schuylkill County,no,not_scouted,no,no,no,15,tier_4_small_low_information,"tier_4_small_low_information (score=15): population band 2,000-4,999; Census political type township; no official website is recorded in Government Units. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Confirm the township government—not a same-name borough/city, county, school district, or statistical place—is the employer. No official website is recorded in Government Units, so expect lower source-discovery and verification yield. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B021,PA-FULL-2026-07-16-RUN-083,2072,PA,Houston,cog_2025_112060,112060,BOROUGH OF HOUSTON,municipal,place,1152,2023,1,no,Washington County [42125; county; government-units-primary=yes; basis=2020_place_by_county],42125,Washington County,no,not_scouted,no,no,no,8,tier_4_small_low_information,"tier_4_small_low_information (score=8): population band under 2,000; Census political type borough; no official website is recorded in Government Units. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. No official website is recorded in Government Units, so expect lower source-discovery and verification yield. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B021,PA-FULL-2026-07-16-RUN-083,2073,PA,Koppel,cog_2025_173801,173801,BOROUGH OF KOPPEL,municipal,place,696,2023,1,no,Beaver County [42007; county; government-units-primary=yes; basis=2020_place_by_county],42007,Beaver County,no,not_scouted,no,no,no,8,tier_4_small_low_information,"tier_4_small_low_information (score=8): population band under 2,000; Census political type borough; no official website is recorded in Government Units. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. No official website is recorded in Government Units, so expect lower source-discovery and verification yield. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B021,PA-FULL-2026-07-16-RUN-083,2074,PA,Clark,cog_2025_174041,174041,BOROUGH OF CLARK,municipal,place,562,2023,1,no,Mercer County [42085; county; government-units-primary=yes; basis=2020_place_by_county],42085,Mercer County,no,not_scouted,no,no,no,8,tier_4_small_low_information,"tier_4_small_low_information (score=8): population band under 2,000; Census political type borough; no official website is recorded in Government Units. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. No official website is recorded in Government Units, so expect lower source-discovery and verification yield. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B021,PA-FULL-2026-07-16-RUN-083,2075,PA,Sutersville,cog_2025_174159,174159,BOROUGH OF SUTERSVILLE,municipal,place,550,2023,1,no,Westmoreland County [42129; county; government-units-primary=yes; basis=2020_place_by_county],42129,Westmoreland County,no,not_scouted,no,no,no,8,tier_4_small_low_information,"tier_4_small_low_information (score=8): population band under 2,000; Census political type borough; no official website is recorded in Government Units. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. No official website is recorded in Government Units, so expect lower source-discovery and verification yield. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B021,PA-FULL-2026-07-16-RUN-084,2076,PA,Manorville,cog_2025_111892,111892,BOROUGH OF MANORVILLE,municipal,place,370,2023,1,no,Armstrong County [42005; county; government-units-primary=yes; basis=2020_place_by_county],42005,Armstrong County,no,not_scouted,no,no,no,8,tier_4_small_low_information,"tier_4_small_low_information (score=8): population band under 2,000; Census political type borough; no official website is recorded in Government Units. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. No official website is recorded in Government Units, so expect lower source-discovery and verification yield. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B021,PA-FULL-2026-07-16-RUN-084,2077,PA,Dawson,cog_2025_173953,173953,BOROUGH OF DAWSON,municipal,place,339,2023,1,no,Fayette County [42051; county; government-units-primary=yes; basis=2020_place_by_county],42051,Fayette County,no,not_scouted,no,no,no,8,tier_4_small_low_information,"tier_4_small_low_information (score=8): population band under 2,000; Census political type borough; no official website is recorded in Government Units. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. No official website is recorded in Government Units, so expect lower source-discovery and verification yield. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B021,PA-FULL-2026-07-16-RUN-084,2078,PA,Stoystown,cog_2025_205277,205277,BOROUGH OF STOYSTOWN,municipal,place,292,2023,1,no,Somerset County [42111; county; government-units-primary=yes; basis=2020_place_by_county],42111,Somerset County,no,not_scouted,no,no,no,8,tier_4_small_low_information,"tier_4_small_low_information (score=8): population band under 2,000; Census political type borough; no official website is recorded in Government Units. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. No official website is recorded in Government Units, so expect lower source-discovery and verification yield. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B021,PA-FULL-2026-07-16-RUN-084,2079,PA,Portersville,cog_2025_173848,173848,BOROUGH OF PORTERSVILLE,municipal,place,224,2023,1,no,Butler County [42019; county; government-units-primary=yes; basis=2020_place_by_county],42019,Butler County,no,not_scouted,no,no,no,8,tier_4_small_low_information,"tier_4_small_low_information (score=8): population band under 2,000; Census political type borough; no official website is recorded in Government Units. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. No official website is recorded in Government Units, so expect lower source-discovery and verification yield. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B021,PA-FULL-2026-07-16-RUN-084,2080,PA,Burnside,cog_2025_191340,191340,BOROUGH OF BURNSIDE,municipal,place,185,2023,1,no,Clearfield County [42033; county; government-units-primary=yes; basis=2020_place_by_county],42033,Clearfield County,no,not_scouted,no,no,no,8,tier_4_small_low_information,"tier_4_small_low_information (score=8): population band under 2,000; Census political type borough; no official website is recorded in Government Units. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. No official website is recorded in Government Units, so expect lower source-discovery and verification yield. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B021,PA-FULL-2026-07-16-RUN-084,2081,PA,Birmingham,cog_2025_173968,173968,BOROUGH OF BIRMINGHAM,municipal,place,87,2023,1,no,Huntingdon County [42061; county; government-units-primary=yes; basis=2020_place_by_county],42061,Huntingdon County,no,not_scouted,no,no,no,8,tier_4_small_low_information,"tier_4_small_low_information (score=8): population band under 2,000; Census political type borough; no official website is recorded in Government Units. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. No official website is recorded in Government Units, so expect lower source-discovery and verification yield. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B021,PA-FULL-2026-07-16-RUN-084,2082,PA,Smicksburg,cog_2025_173981,173981,BOROUGH OF SMICKSBURG,municipal,place,56,2023,1,no,Indiana County [42063; county; government-units-primary=yes; basis=2020_place_by_county],42063,Indiana County,no,not_scouted,no,no,no,8,tier_4_small_low_information,"tier_4_small_low_information (score=8): population band under 2,000; Census political type borough; no official website is recorded in Government Units. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. No official website is recorded in Government Units, so expect lower source-discovery and verification yield. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B021,PA-FULL-2026-07-16-RUN-084,2083,PA,Summit,cog_2025_174406,174406,TOWNSHIP OF SUMMIT,township,county_subdivision,1879,2023,1,no,Crawford County [42039; county; government-units-primary=yes; basis=2024_county_subdivision_geoid],42039,Crawford County,no,not_scouted,no,no,no,5,tier_4_small_low_information,"tier_4_small_low_information (score=5): population band under 2,000; Census political type township; no official website is recorded in Government Units. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Confirm the township government—not a same-name borough/city, county, school district, or statistical place—is the employer. No official website is recorded in Government Units, so expect lower source-discovery and verification yield. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B021,PA-FULL-2026-07-16-RUN-084,2084,PA,East Providence,cog_2025_191363,191363,TOWNSHIP OF EAST PROVIDENCE,township,county_subdivision,1800,2023,1,no,Bedford County [42009; county; government-units-primary=yes; basis=2024_county_subdivision_geoid],42009,Bedford County,no,not_scouted,no,no,no,5,tier_4_small_low_information,"tier_4_small_low_information (score=5): population band under 2,000; Census political type township; no official website is recorded in Government Units. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Confirm the township government—not a same-name borough/city, county, school district, or statistical place—is the employer. No official website is recorded in Government Units, so expect lower source-discovery and verification yield. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B021,PA-FULL-2026-07-16-RUN-084,2085,PA,Great Bend,cog_2025_174729,174729,TOWNSHIP OF GREAT BEND,township,county_subdivision,1683,2023,1,no,Susquehanna County [42115; county; government-units-primary=yes; basis=2024_county_subdivision_geoid],42115,Susquehanna County,no,not_scouted,no,no,no,5,tier_4_small_low_information,"tier_4_small_low_information (score=5): population band under 2,000; Census political type township; no official website is recorded in Government Units. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Confirm the township government—not a same-name borough/city, county, school district, or statistical place—is the employer. No official website is recorded in Government Units, so expect lower source-discovery and verification yield. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B021,PA-FULL-2026-07-16-RUN-084,2086,PA,Redbank,cog_2025_205297,205297,TOWNSHIP OF REDBANK,township,county_subdivision,1301,2023,1,no,Clarion County [42031; county; government-units-primary=yes; basis=2024_county_subdivision_geoid],42031,Clarion County,no,not_scouted,no,no,no,5,tier_4_small_low_information,"tier_4_small_low_information (score=5): population band under 2,000; Census political type township; no official website is recorded in Government Units. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Confirm the township government—not a same-name borough/city, county, school district, or statistical place—is the employer. No official website is recorded in Government Units, so expect lower source-discovery and verification yield. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B021,PA-FULL-2026-07-16-RUN-084,2087,PA,Ulster,cog_2025_133689,133689,TOWNSHIP OF ULSTER,township,county_subdivision,1300,2023,1,no,Bradford County [42015; county; government-units-primary=yes; basis=2024_county_subdivision_geoid],42015,Bradford County,no,not_scouted,no,no,no,5,tier_4_small_low_information,"tier_4_small_low_information (score=5): population band under 2,000; Census political type township; no official website is recorded in Government Units. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Confirm the township government—not a same-name borough/city, county, school district, or statistical place—is the employer. No official website is recorded in Government Units, so expect lower source-discovery and verification yield. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B021,PA-FULL-2026-07-16-RUN-084,2088,PA,Perry,cog_2025_191384,191384,TOWNSHIP OF PERRY,township,county_subdivision,1222,2023,1,no,Jefferson County [42065; county; government-units-primary=yes; basis=2024_county_subdivision_geoid],42065,Jefferson County,no,not_scouted,no,no,no,5,tier_4_small_low_information,"tier_4_small_low_information (score=5): population band under 2,000; Census political type township; no official website is recorded in Government Units. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Confirm the township government—not a same-name borough/city, county, school district, or statistical place—is the employer. No official website is recorded in Government Units, so expect lower source-discovery and verification yield. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B021,PA-FULL-2026-07-16-RUN-084,2089,PA,Cleveland,cog_2025_174385,174385,TOWNSHIP OF CLEVELAND,township,county_subdivision,1138,2023,1,no,Columbia County [42037; county; government-units-primary=yes; basis=2024_county_subdivision_geoid],42037,Columbia County,no,not_scouted,no,no,no,5,tier_4_small_low_information,"tier_4_small_low_information (score=5): population band under 2,000; Census political type township; no official website is recorded in Government Units. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Confirm the township government—not a same-name borough/city, county, school district, or statistical place—is the employer. No official website is recorded in Government Units, so expect lower source-discovery and verification yield. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B021,PA-FULL-2026-07-16-RUN-084,2090,PA,Greenwood,cog_2025_112262,112262,TOWNSHIP OF GREENWOOD,township,county_subdivision,1042,2023,1,no,Perry County [42099; county; government-units-primary=yes; basis=2024_county_subdivision_geoid],42099,Perry County,no,not_scouted,no,no,no,5,tier_4_small_low_information,"tier_4_small_low_information (score=5): population band under 2,000; Census political type township; no official website is recorded in Government Units. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Confirm the township government—not a same-name borough/city, county, school district, or statistical place—is the employer. No official website is recorded in Government Units, so expect lower source-discovery and verification yield. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B021,PA-FULL-2026-07-16-RUN-084,2091,PA,Preston,cog_2025_112305,112305,TOWNSHIP OF PRESTON,township,county_subdivision,1009,2023,1,no,Wayne County [42127; county; government-units-primary=yes; basis=2024_county_subdivision_geoid],42127,Wayne County,no,not_scouted,no,no,no,5,tier_4_small_low_information,"tier_4_small_low_information (score=5): population band under 2,000; Census political type township; no official website is recorded in Government Units. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Confirm the township government—not a same-name borough/city, county, school district, or statistical place—is the employer. No official website is recorded in Government Units, so expect lower source-discovery and verification yield. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B021,PA-FULL-2026-07-16-RUN-084,2092,PA,Tioga,cog_2025_174747,174747,TOWNSHIP OF TIOGA,township,county_subdivision,927,2023,1,no,Tioga County [42117; county; government-units-primary=yes; basis=2024_county_subdivision_geoid],42117,Tioga County,no,not_scouted,no,no,no,5,tier_4_small_low_information,"tier_4_small_low_information (score=5): population band under 2,000; Census political type township; no official website is recorded in Government Units. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Confirm the township government—not a same-name borough/city, county, school district, or statistical place—is the employer. No official website is recorded in Government Units, so expect lower source-discovery and verification yield. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B021,PA-FULL-2026-07-16-RUN-084,2093,PA,Plum,cog_2025_174759,174759,TOWNSHIP OF PLUM,township,county_subdivision,890,2023,1,no,Venango County [42121; county; government-units-primary=yes; basis=2024_county_subdivision_geoid],42121,Venango County,no,not_scouted,no,no,no,5,tier_4_small_low_information,"tier_4_small_low_information (score=5): population band under 2,000; Census political type township; no official website is recorded in Government Units. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Confirm the township government—not a same-name borough/city, county, school district, or statistical place—is the employer. No official website is recorded in Government Units, so expect lower source-discovery and verification yield. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B021,PA-FULL-2026-07-16-RUN-084,2094,PA,Logan,cog_2025_133734,133734,TOWNSHIP OF LOGAN,township,county_subdivision,876,2023,1,no,Clinton County [42035; county; government-units-primary=yes; basis=2024_county_subdivision_geoid],42035,Clinton County,no,not_scouted,no,no,no,5,tier_4_small_low_information,"tier_4_small_low_information (score=5): population band under 2,000; Census political type township; no official website is recorded in Government Units. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Confirm the township government—not a same-name borough/city, county, school district, or statistical place—is the employer. No official website is recorded in Government Units, so expect lower source-discovery and verification yield. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B021,PA-FULL-2026-07-16-RUN-084,2095,PA,East Chillisquaque,cog_2025_174655,174655,TOWNSHIP OF EAST CHILLISQUAQUE,township,county_subdivision,657,2023,1,no,Northumberland County [42097; county; government-units-primary=yes; basis=2024_county_subdivision_geoid],42097,Northumberland County,no,not_scouted,no,no,no,5,tier_4_small_low_information,"tier_4_small_low_information (score=5): population band under 2,000; Census political type township; no official website is recorded in Government Units. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Confirm the township government—not a same-name borough/city, county, school district, or statistical place—is the employer. No official website is recorded in Government Units, so expect lower source-discovery and verification yield. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B021,PA-FULL-2026-07-16-RUN-084,2096,PA,Elk,cog_2025_174765,174765,TOWNSHIP OF ELK,township,county_subdivision,468,2023,1,no,Warren County [42123; county; government-units-primary=yes; basis=2024_county_subdivision_geoid],42123,Warren County,no,not_scouted,no,no,no,5,tier_4_small_low_information,"tier_4_small_low_information (score=5): population band under 2,000; Census political type township; no official website is recorded in Government Units. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Confirm the township government—not a same-name borough/city, county, school district, or statistical place—is the employer. No official website is recorded in Government Units, so expect lower source-discovery and verification yield. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
