rank,state,municipality,municipality_id,census_gov_id,government_name,government_type,population,total_priority_score,priority_tier,priority_confidence,population_score,government_type_score,state_yield_score,research_design_score,geographic_value_score,data_completeness_score,evidence_signal_score,retry_flag,retry_priority,priority_reason_summary,recommended_future_wave
1,NV,Las Vegas,cog_2025_169988,169988,CITY OF LAS VEGAS,municipal,660929,79.537,Tier 1,low,27.137,10.000,17.256,12.360,6.783,5.000,1.000,yes,high,population percentile 99.9; municipal/place; state evidence low; smoothed yield component 17.3/20; 2 county relationship(s); failure-only retry candidate,next_cross_state_150_priority_pool
261,OH,Ottawa,cog_2025_205139,205139,VILLAGE OF OTTAWA,municipal,4416,73.114,Tier 1,high,18.845,10.000,19.353,15.076,4.840,5.000,0.000,no,not_applicable,population percentile 78.0; municipal/place; state evidence high; smoothed yield component 19.4/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
262,PA,Lansdale,cog_2025_209261,209261,BOROUGH OF LANSDALE,municipal,18978,73.113,Tier 1,medium,22.240,10.000,17.177,10.934,7.761,5.000,0.000,no,not_applicable,population percentile 92.6; municipal/place; state evidence medium; smoothed yield component 17.2/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
263,WI,Ashwaubenon,cog_2025_184071,184071,VILLAGE OF ASHWAUBENON,municipal,16986,73.112,Tier 1,medium,22.022,10.000,17.902,11.561,6.627,5.000,0.000,no,not_applicable,population percentile 91.8; municipal/place; state evidence medium; smoothed yield component 17.9/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
264,CA,Atascadero,cog_2025_207601,207601,CITY OF ATASCADERO,municipal,29700,73.101,Tier 1,high,23.062,10.000,18.043,13.079,3.917,5.000,0.000,no,not_applicable,population percentile 95.2; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
265,AK,Kenai,cog_2025_194907,194907,CITY OF KENAI,municipal,7746,73.101,Tier 1,low,20.300,10.000,16.907,12.054,8.840,5.000,0.000,no,not_applicable,population percentile 84.8; municipal/place; state evidence low; smoothed yield component 16.9/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
266,MN,Chaska,cog_2025_167417,167417,CITY OF CHASKA,municipal,29034,73.100,Tier 1,medium,23.024,10.000,16.681,10.550,7.845,5.000,0.000,no,not_applicable,population percentile 95.1; municipal/place; state evidence medium; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
267,OH,Whitehouse,cog_2025_194841,194841,VILLAGE OF WHITEHOUSE,municipal,5063,73.096,Tier 1,high,19.236,10.000,19.353,15.076,4.431,5.000,0.000,no,not_applicable,population percentile 80.0; municipal/place; state evidence high; smoothed yield component 19.4/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
268,NY,Rockville Centre,cog_2025_186644,186644,VILLAGE OF ROCKVILLE CENTRE,municipal,25578,73.090,Tier 1,medium,22.794,10.000,16.739,10.760,7.798,5.000,0.000,no,not_applicable,population percentile 94.4; municipal/place; state evidence medium; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
269,PA,West Mifflin,cog_2025_133474,133474,BOROUGH OF WEST MIFFLIN,municipal,18916,73.088,Tier 1,medium,22.234,10.000,17.177,10.934,7.743,5.000,0.000,no,not_applicable,population percentile 92.5; municipal/place; state evidence medium; smoothed yield component 17.2/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
270,WI,Chippewa Falls,cog_2025_209773,209773,CITY OF CHIPPEWA FALLS,municipal,14656,73.083,Tier 1,medium,21.727,10.000,17.902,11.561,6.893,5.000,0.000,no,not_applicable,population percentile 90.7; municipal/place; state evidence medium; smoothed yield component 17.9/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
271,NE,North Platte,cog_2025_194957,194957,CITY OF NORTH PLATTE,municipal,22523,73.082,Tier 1,low,22.563,10.000,16.914,9.986,8.619,5.000,0.000,no,not_applicable,population percentile 93.6; municipal/place; state evidence low; smoothed yield component 16.9/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
272,WI,Bellevue,cog_2025_213621,213621,VILLAGE OF BELLEVUE,municipal,16730,73.081,Tier 1,medium,21.991,10.000,17.902,11.561,6.627,5.000,0.000,no,not_applicable,population percentile 91.7; municipal/place; state evidence medium; smoothed yield component 17.9/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
273,MS,Clinton,cog_2025_129294,129294,CITY OF CLINTON,municipal,26698,73.075,Tier 1,low,22.872,10.000,16.122,10.554,8.527,5.000,0.000,no,not_applicable,population percentile 94.6; municipal/place; state evidence low; smoothed yield component 16.1/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
274,MN,Owatonna,cog_2025_212200,212200,CITY OF OWATONNA,municipal,26534,73.075,Tier 1,medium,22.862,10.000,16.681,10.550,7.981,5.000,0.000,no,not_applicable,population percentile 94.6; municipal/place; state evidence medium; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
275,OH,Mount Orab,cog_2025_132397,132397,VILLAGE OF MOUNT ORAB,municipal,4349,73.075,Tier 1,high,18.806,10.000,19.353,15.076,4.840,5.000,0.000,no,not_applicable,population percentile 77.8; municipal/place; state evidence high; smoothed yield component 19.4/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
276,LA,Houma,cog_2025_127857,127857,CONSOLIDATED GOVERNMENT OF TERREBONNE,municipal,31733,73.071,Tier 1,low,23.173,10.000,15.814,10.317,8.767,5.000,0.000,no,not_applicable,population percentile 95.5; municipal/place; state evidence low; smoothed yield component 15.8/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
277,CA,Foster City,cog_2025_100738,100738,CITY OF FOSTER CITY,municipal,32180,73.067,Tier 1,high,23.199,10.000,18.043,13.079,3.746,5.000,0.000,no,not_applicable,population percentile 95.6; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
278,TN,Jackson,cog_2025_209517,209517,CITY OF JACKSON,municipal,68264,73.061,Tier 1,low,24.363,10.000,15.382,9.820,8.496,5.000,0.000,no,not_applicable,population percentile 98.2; municipal/place; state evidence low; smoothed yield component 15.4/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
279,OH,Nelsonville,cog_2025_132394,132394,CITY OF NELSONVILLE,municipal,4518,73.057,Tier 1,high,18.913,10.000,19.353,15.076,4.715,5.000,0.000,no,not_applicable,population percentile 78.3; municipal/place; state evidence high; smoothed yield component 19.4/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
280,NV,Winnemucca,cog_2025_169991,169991,CITY OF WINNEMUCCA,municipal,8261,73.051,Tier 1,low,20.451,10.000,17.256,12.360,7.983,5.000,0.000,no,not_applicable,population percentile 85.5; municipal/place; state evidence low; smoothed yield component 17.3/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
281,MN,Austin,cog_2025_193555,193555,CITY OF AUSTIN,municipal,26171,73.048,Tier 1,medium,22.835,10.000,16.681,10.550,7.981,5.000,0.000,no,not_applicable,population percentile 94.5; municipal/place; state evidence medium; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
282,WI,Waunakee,cog_2025_211238,211238,VILLAGE OF WAUNAKEE,municipal,15152,73.044,Tier 1,medium,21.794,10.000,17.902,11.561,6.787,5.000,0.000,no,not_applicable,population percentile 91.0; municipal/place; state evidence medium; smoothed yield component 17.9/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
283,CA,Highland,cog_2025_100726,100726,CITY OF HIGHLAND,municipal,56202,73.043,Tier 1,high,24.075,10.000,18.043,13.079,2.846,5.000,0.000,no,not_applicable,population percentile 97.6; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
284,CA,Palm Springs,cog_2025_161236,161236,CITY OF PALM SPRINGS,municipal,45218,73.040,Tier 1,high,23.750,10.000,18.043,13.079,3.167,5.000,0.000,no,not_applicable,population percentile 97.0; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
285,MN,Winona,cog_2025_167693,167693,CITY OF WINONA,municipal,26029,73.040,Tier 1,medium,22.827,10.000,16.681,10.550,7.981,5.000,0.000,no,not_applicable,population percentile 94.5; municipal/place; state evidence medium; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
286,CA,Menlo Park,cog_2025_161264,161264,CITY OF MENLO PARK,municipal,31690,73.038,Tier 1,high,23.170,10.000,18.043,13.079,3.746,5.000,0.000,no,not_applicable,population percentile 95.5; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
287,CA,West Sacramento,cog_2025_161305,161305,CITY OF WEST SACRAMENTO,municipal,55842,73.035,Tier 1,high,24.067,10.000,18.043,13.079,2.846,5.000,0.000,no,not_applicable,population percentile 97.6; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
288,CA,Danville,cog_2025_161137,161137,TOWN OF DANVILLE,municipal,42999,73.032,Tier 1,high,23.669,10.000,18.043,13.079,3.240,5.000,0.000,no,not_applicable,population percentile 96.8; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
289,NM,Grants,cog_2025_131041,131041,CITY OF GRANTS,municipal,8996,73.028,Tier 1,low,20.667,10.000,17.299,11.771,8.291,5.000,0.000,no,not_applicable,population percentile 86.5; municipal/place; state evidence low; smoothed yield component 17.3/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
290,MS,Pascagoula,cog_2025_107425,107425,CITY OF PASCAGOULA,municipal,21582,73.020,Tier 1,low,22.484,10.000,16.122,10.554,8.860,5.000,0.000,no,not_applicable,population percentile 93.4; municipal/place; state evidence low; smoothed yield component 16.1/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
291,VA,Harrisonburg,cog_2025_194637,194637,CITY OF HARRISONBURG,municipal,51082,73.017,Tier 1,low,23.936,10.000,15.297,10.272,8.512,5.000,0.000,no,not_applicable,population percentile 97.4; municipal/place; state evidence low; smoothed yield component 15.3/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
292,MN,Fridley,cog_2025_167391,167391,CITY OF FRIDLEY,municipal,30156,73.013,Tier 1,medium,23.086,10.000,16.681,10.550,7.695,5.000,0.000,no,not_applicable,population percentile 95.2; municipal/place; state evidence medium; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
293,OH,West Jefferson,cog_2025_172514,172514,VILLAGE OF WEST JEFFERSON,municipal,4488,73.012,Tier 1,high,18.893,10.000,19.353,15.076,4.690,5.000,0.000,no,not_applicable,population percentile 78.2; municipal/place; state evidence high; smoothed yield component 19.4/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
294,MO,Wildwood,cog_2025_190688,190688,CITY OF WILDWOOD,municipal,34851,73.008,Tier 1,low,23.330,10.000,15.797,10.173,8.708,5.000,0.000,no,not_applicable,population percentile 95.9; municipal/place; state evidence low; smoothed yield component 15.8/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
295,MN,Prior Lake,cog_2025_167640,167640,CITY OF PRIOR LAKE,municipal,28027,73.008,Tier 1,medium,22.962,10.000,16.681,10.550,7.814,5.000,0.000,no,not_applicable,population percentile 94.9; municipal/place; state evidence medium; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
296,MN,Oakdale,cog_2025_186066,186066,CITY OF OAKDALE,municipal,28226,73.007,Tier 1,medium,22.975,10.000,16.681,10.550,7.799,5.000,0.000,no,not_applicable,population percentile 94.9; municipal/place; state evidence medium; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
297,MT,Lewistown,cog_2025_130003,130003,CITY OF LEWISTOWN,municipal,6149,73.001,Tier 1,low,19.737,10.000,17.294,12.360,8.610,5.000,0.000,no,not_applicable,population percentile 82.3; municipal/place; state evidence low; smoothed yield component 17.3/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
298,MS,Madison,cog_2025_168667,168667,CITY OF MADISON,municipal,27987,72.995,Tier 1,low,22.959,10.000,16.122,10.554,8.360,5.000,0.000,no,not_applicable,population percentile 94.9; municipal/place; state evidence low; smoothed yield component 16.1/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
299,CA,Morgan Hill,cog_2025_161278,161278,CITY OF MORGAN HILL,municipal,44478,72.992,Tier 1,high,23.724,10.000,18.043,13.079,3.146,5.000,0.000,no,not_applicable,population percentile 96.9; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
300,WI,Plover,cog_2025_115097,115097,VILLAGE OF PLOVER,municipal,14110,72.991,Tier 1,medium,21.648,10.000,17.902,11.561,6.880,5.000,0.000,no,not_applicable,population percentile 90.4; municipal/place; state evidence medium; smoothed yield component 17.9/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
301,OH,East Palestine,cog_2025_191160,191160,VILLAGE OF EAST PALESTINE,municipal,4658,72.990,Tier 1,high,19.002,10.000,19.353,15.076,4.558,5.000,0.000,no,not_applicable,population percentile 78.8; municipal/place; state evidence high; smoothed yield component 19.4/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
302,OH,Deer Park,cog_2025_110747,110747,CITY OF DEER PARK,municipal,5336,72.988,Tier 1,high,19.379,10.000,19.353,15.076,4.180,5.000,0.000,no,not_applicable,population percentile 80.7; municipal/place; state evidence high; smoothed yield component 19.4/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
303,MT,Sidney,cog_2025_108121,108121,CITY OF SIDNEY,municipal,6112,72.987,Tier 1,low,19.723,10.000,17.294,12.360,8.610,5.000,0.000,no,not_applicable,population percentile 82.2; municipal/place; state evidence low; smoothed yield component 17.3/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
304,NY,Ossining,cog_2025_212887,212887,VILLAGE OF OSSINING,municipal,26542,72.985,Tier 1,medium,22.863,10.000,16.739,10.760,7.624,5.000,0.000,no,not_applicable,population percentile 94.6; municipal/place; state evidence medium; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
305,CA,Yucaipa,cog_2025_183841,183841,CITY OF YUCAIPA,municipal,53947,72.983,Tier 1,high,24.015,10.000,18.043,13.079,2.846,5.000,0.000,no,not_applicable,population percentile 97.5; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
306,CA,Coachella,cog_2025_161234,161234,CITY OF COACHELLA,municipal,43590,72.981,Tier 1,high,23.691,10.000,18.043,13.079,3.167,5.000,0.000,no,not_applicable,population percentile 96.8; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
307,NM,Artesia,cog_2025_193759,193759,CITY OF ARTESIA,municipal,12326,72.980,Tier 1,low,21.368,10.000,17.299,11.771,7.541,5.000,0.000,no,not_applicable,population percentile 89.4; municipal/place; state evidence low; smoothed yield component 17.3/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
308,MT,Whitefish,cog_2025_208669,208669,CITY OF WHITEFISH,municipal,9163,72.976,Tier 1,low,20.712,10.000,17.294,12.360,7.610,5.000,0.000,no,not_applicable,population percentile 86.7; municipal/place; state evidence low; smoothed yield component 17.3/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
309,MO,University City,cog_2025_169152,169152,CITY OF UNIVERSITY CITY,municipal,34096,72.971,Tier 1,low,23.293,10.000,15.797,10.173,8.708,5.000,0.000,no,not_applicable,population percentile 95.8; municipal/place; state evidence low; smoothed yield component 15.8/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
310,CA,Rancho Palos Verdes,cog_2025_184452,184452,CITY OF RANCHO PALOS VERDES,municipal,39980,72.969,Tier 1,high,23.557,10.000,18.043,13.079,3.289,5.000,0.000,no,not_applicable,population percentile 96.5; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
311,CA,Colton,cog_2025_161244,161244,CITY OF COLTON,municipal,53357,72.967,Tier 1,high,23.998,10.000,18.043,13.079,2.846,5.000,0.000,no,not_applicable,population percentile 97.5; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
312,MS,Brandon,cog_2025_129320,129320,TOWN OF BRANDON,municipal,25719,72.965,Tier 1,low,22.804,10.000,16.122,10.554,8.485,5.000,0.000,no,not_applicable,population percentile 94.4; municipal/place; state evidence low; smoothed yield component 16.1/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
313,VA,Leesburg,cog_2025_209698,209698,TOWN OF LEESBURG,municipal,49312,72.964,Tier 1,low,23.883,10.000,15.297,10.272,8.512,5.000,0.000,no,not_applicable,population percentile 97.3; municipal/place; state evidence low; smoothed yield component 15.3/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
314,CA,Santee,cog_2025_123152,123152,CITY OF SANTEE,municipal,59478,72.963,Tier 1,high,24.162,10.000,18.043,13.079,2.679,5.000,0.000,no,not_applicable,population percentile 97.8; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
315,AL,Auburn,cog_2025_160662,160662,CITY OF AUBURN,municipal,82025,72.961,Tier 1,low,24.617,10.000,15.110,9.633,8.601,5.000,0.000,no,not_applicable,population percentile 98.6; municipal/place; state evidence low; smoothed yield component 15.1/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
316,TN,Hendersonville,cog_2025_209525,209525,CITY OF HENDERSONVILLE,municipal,63618,72.960,Tier 1,low,24.262,10.000,15.382,9.820,8.496,5.000,0.000,no,not_applicable,population percentile 98.0; municipal/place; state evidence low; smoothed yield component 15.4/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
317,TN,Oak Ridge,cog_2025_134866,134866,CITY OF OAK RIDGE,municipal,33397,72.958,Tier 1,low,23.260,10.000,15.382,9.820,9.496,5.000,0.000,no,not_applicable,population percentile 95.7; municipal/place; state evidence low; smoothed yield component 15.4/20; 3 county relationship(s); unscouted,next_two_to_four_priority_waves
318,OH,Groveport,cog_2025_194860,194860,CITY OF GROVEPORT,municipal,5806,72.953,Tier 1,high,19.591,10.000,19.353,15.076,3.933,5.000,0.000,no,not_applicable,population percentile 81.6; municipal/place; state evidence high; smoothed yield component 19.4/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
319,MN,Elk River,cog_2025_167643,167643,CITY OF ELK RIVER,municipal,27342,72.951,Tier 1,medium,22.914,10.000,16.681,10.550,7.805,5.000,0.000,no,not_applicable,population percentile 94.7; municipal/place; state evidence medium; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
320,MN,Richfield,cog_2025_167491,167491,CITY OF RICHFIELD,municipal,36445,72.949,Tier 1,medium,23.403,10.000,16.681,10.550,7.314,5.000,0.000,no,not_applicable,population percentile 96.1; municipal/place; state evidence medium; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
321,OH,Mogadore,cog_2025_209097,209097,VILLAGE OF MOGADORE,municipal,3799,72.947,Tier 1,high,18.420,10.000,19.353,15.076,5.097,5.000,0.000,no,not_applicable,population percentile 75.9; municipal/place; state evidence high; smoothed yield component 19.4/20; 3 county relationship(s); unscouted,next_two_to_four_priority_waves
322,OH,Newton Falls,cog_2025_202339,202339,VILLAGE OF NEWTON FALLS,municipal,4534,72.944,Tier 1,high,18.924,10.000,19.353,15.076,4.590,5.000,0.000,no,not_applicable,population percentile 78.4; municipal/place; state evidence high; smoothed yield component 19.4/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
323,CA,Goleta,cog_2025_213288,213288,CITY OF GOLETA,municipal,32665,72.943,Tier 1,high,23.225,10.000,18.043,13.079,3.596,5.000,0.000,no,not_applicable,population percentile 95.7; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
324,CA,Burlingame,cog_2025_161262,161262,CITY OF BURLINGAME,municipal,29910,72.941,Tier 1,high,23.073,10.000,18.043,13.079,3.746,5.000,0.000,no,not_applicable,population percentile 95.2; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
325,ME,Brewer,cog_2025_201865,201865,CITY OF BREWER,municipal,9646,72.938,Tier 1,low,20.831,10.000,16.731,11.464,8.912,5.000,0.000,no,not_applicable,population percentile 87.2; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
326,MN,Faribault,cog_2025_204761,204761,CITY OF FARIBAULT,municipal,24642,72.937,Tier 1,medium,22.724,10.000,16.681,10.550,7.981,5.000,0.000,no,not_applicable,population percentile 94.1; municipal/place; state evidence medium; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
327,CA,Fountain Valley,cog_2025_161226,161226,CITY OF FOUNTAIN VALLEY,municipal,55468,72.936,Tier 1,high,24.056,10.000,18.043,13.079,2.758,5.000,0.000,no,not_applicable,population percentile 97.6; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
328,OH,Ottawa Hills,cog_2025_172510,172510,VILLAGE OF OTTAWA HILLS,municipal,4786,72.936,Tier 1,high,19.076,10.000,19.353,15.076,4.431,5.000,0.000,no,not_applicable,population percentile 79.2; municipal/place; state evidence high; smoothed yield component 19.4/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
329,NM,Lovington,cog_2025_208796,208796,CITY OF LOVINGTON,municipal,11237,72.934,Tier 1,low,21.172,10.000,17.299,11.771,7.691,5.000,0.000,no,not_applicable,population percentile 88.6; municipal/place; state evidence low; smoothed yield component 17.3/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
330,CA,Culver City,cog_2025_100677,100677,CITY OF CULVER CITY,municipal,39041,72.930,Tier 1,high,23.518,10.000,18.043,13.079,3.289,5.000,0.000,no,not_applicable,population percentile 96.4; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
331,MN,Ramsey,cog_2025_192092,192092,CITY OF RAMSEY,municipal,28560,72.924,Tier 1,medium,22.997,10.000,16.681,10.550,7.695,5.000,0.000,no,not_applicable,population percentile 95.0; municipal/place; state evidence medium; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
332,VT,Essex Junction,cog_2025_176547,176547,CITY OF ESSEX JUNCTION,municipal,10817,72.922,Tier 1,low,21.088,10.000,16.605,11.443,8.786,5.000,0.000,no,not_applicable,population percentile 88.2; municipal/place; state evidence low; smoothed yield component 16.6/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
333,OH,Waverly,cog_2025_172580,172580,VILLAGE OF WAVERLY,municipal,4114,72.920,Tier 1,high,18.651,10.000,19.353,15.076,4.840,5.000,0.000,no,not_applicable,population percentile 77.0; municipal/place; state evidence high; smoothed yield component 19.4/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
334,SD,Sturgis,cog_2025_112998,112998,CITY OF STURGIS,municipal,7067,72.919,Tier 1,low,20.082,10.000,16.907,12.054,8.875,5.000,0.000,no,not_applicable,population percentile 83.9; municipal/place; state evidence low; smoothed yield component 16.9/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
335,OH,Moraine,cog_2025_194853,194853,CITY OF MORAINE,municipal,6586,72.919,Tier 1,high,19.908,10.000,19.353,15.076,3.582,5.000,0.000,no,not_applicable,population percentile 83.1; municipal/place; state evidence high; smoothed yield component 19.4/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
336,CA,Sanger,cog_2025_100666,100666,CITY OF SANGER,municipal,26343,72.916,Tier 1,high,22.848,10.000,18.043,13.079,3.946,5.000,0.000,no,not_applicable,population percentile 94.5; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
337,WI,Pewaukee,cog_2025_140778,140778,CITY OF PEWAUKEE,municipal,16293,72.913,Tier 1,medium,21.936,10.000,17.902,11.561,6.513,5.000,0.000,no,not_applicable,population percentile 91.5; municipal/place; state evidence medium; smoothed yield component 17.9/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
338,CA,South Lake Tahoe,cog_2025_183823,183823,CITY OF SOUTH LAKE TAHOE,municipal,21079,72.912,Tier 1,high,22.443,10.000,18.043,13.079,4.346,5.000,0.000,no,not_applicable,population percentile 93.3; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
339,NY,Peekskill,cog_2025_170682,170682,CITY OF PEEKSKILL,municipal,25442,72.907,Tier 1,medium,22.785,10.000,16.739,10.760,7.624,5.000,0.000,no,not_applicable,population percentile 94.3; municipal/place; state evidence medium; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
340,SD,Tea,cog_2025_209479,209479,CITY OF TEA,municipal,7381,72.901,Tier 1,low,20.185,10.000,16.907,12.054,8.755,5.000,0.000,no,not_applicable,population percentile 84.3; municipal/place; state evidence low; smoothed yield component 16.9/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
341,PA,Hanover,cog_2025_139810,139810,BOROUGH OF HANOVER,municipal,16573,72.899,Tier 1,medium,21.971,10.000,17.177,10.934,7.816,5.000,0.000,no,not_applicable,population percentile 91.6; municipal/place; state evidence medium; smoothed yield component 17.2/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
342,MS,Vicksburg,cog_2025_107454,107454,CITY OF VICKSBURG,municipal,20192,72.896,Tier 1,low,22.360,10.000,16.122,10.554,8.860,5.000,0.000,no,not_applicable,population percentile 93.0; municipal/place; state evidence low; smoothed yield component 16.1/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
343,CA,Lathrop,cog_2025_207599,207599,CITY OF LATHROP,municipal,39857,72.893,Tier 1,high,23.550,10.000,18.043,13.079,3.221,5.000,0.000,no,not_applicable,population percentile 96.5; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
344,CA,Campbell,cog_2025_123158,123158,CITY OF CAMPBELL,municipal,41700,72.892,Tier 1,high,23.624,10.000,18.043,13.079,3.146,5.000,0.000,no,not_applicable,population percentile 96.7; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
345,TN,Morristown,cog_2025_175759,175759,CITY OF MORRISTOWN,municipal,32099,72.892,Tier 1,low,23.194,10.000,15.382,9.820,9.496,5.000,0.000,no,not_applicable,population percentile 95.6; municipal/place; state evidence low; smoothed yield component 15.4/20; 3 county relationship(s); unscouted,next_two_to_four_priority_waves
346,LA,Slidell,cog_2025_105788,105788,CITY OF SLIDELL,municipal,28510,72.892,Tier 1,low,22.994,10.000,15.814,10.317,8.767,5.000,0.000,no,not_applicable,population percentile 95.0; municipal/place; state evidence low; smoothed yield component 15.8/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
347,CA,Reedley,cog_2025_161147,161147,CITY OF REEDLEY,municipal,25958,72.890,Tier 1,high,22.822,10.000,18.043,13.079,3.946,5.000,0.000,no,not_applicable,population percentile 94.5; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
