source_domain,verification_rows,verified_reachable,unavailable,blocked_or_timeout,verification_error,global_analysis_readiness
mylakealfred.com,1,0,1,0,0,false
myosceola.com,1,1,0,0,0,false
myquincy.net,1,0,1,0,0,false
myrantoul.com,3,0,3,0,0,false
mysanibel.com,2,0,2,0,0,false
mytwinsburg.com,1,1,0,0,0,false
nantucket-ma.gov,6,1,5,0,0,false
naplescityut.gov,3,3,0,0,0,false
nappanee.in.gov,1,0,1,0,0,false
narragansettri.gov,1,0,1,0,0,false
natickma.gov,1,0,1,0,0,false
nazarethboroughpa.com,1,1,0,0,0,false
nbfl.gov,2,2,0,0,0,false
nc-hopemills.civicplus.com,2,2,0,0,0,false
ndnewengland.com,2,2,0,0,0,false
ndpublicnotices.com,1,0,0,1,0,false
ndpublicnotices.newzgroup.com,1,0,0,1,0,false
ndrolla.com,2,2,0,0,0,false
nebraska.gov,1,1,0,0,0,false
nebraskacityne.gov,1,0,1,0,0,false
nebula.wsimg.com,3,3,0,0,0,false
needhamma.gov,1,0,1,0,0,false
neligh.org,2,2,0,0,0,false
neoshomo.gov,3,2,1,0,0,false
nepba.org,1,0,1,0,0,false
nephi.utah.gov,1,1,0,0,0,false
nevadamo.gov,2,0,2,0,0,false
newarkohiofire.org,1,1,0,0,0,false
newbostonvillage.com,1,1,0,0,0,false
newbrightonpa.org,2,2,0,0,0,false
newcastleok.gov,2,2,0,0,0,false
newconcord-oh.gov,1,1,0,0,0,false
newfairfield.org,2,0,2,0,0,false
newgloucester.com,1,1,0,0,0,false
newgloucester.govoffice.com,1,1,0,0,0,false
newhamptonia.com,1,1,0,0,0,false
newhaven.in.gov,2,0,2,0,0,false
newlebanonoh.gov,1,1,0,0,0,false
newlondon.nh.gov,3,3,0,0,0,false
newlondonoh.com,2,1,1,0,0,false
newmarketnh.gov,2,0,2,0,0,false
newmilford.org,1,1,0,0,0,false
newport-wa.org,1,0,1,0,0,false
newportky.gov,2,2,0,0,0,false
newportnh.gov,1,0,1,0,0,false
newpraguemn.gov,1,1,0,0,0,false
newroads.net,1,0,0,1,0,false
news.leanderisd.org,1,1,0,0,0,false
newsalem-nd.com,2,2,0,0,0,false
newton-nh.gov,2,0,2,0,0,false
newtown-ct.gov,1,0,1,0,0,false
newunderwood.com,1,1,0,0,0,false
nh.gov,9,0,9,0,0,false
nj.gov,3,3,0,0,0,false
nkc.org,2,0,2,0,0,false
nlrb.gov,2,2,0,0,0,false
noblesville.in.gov,1,0,1,0,0,false
nogalesaz.gov,4,4,0,0,0,false
norfolk.gov,1,0,1,0,0,false
normandypark.civicweb.net,1,1,0,0,0,false
northaugustasc.gov,2,0,2,0,0,false
northaurora.org,3,3,0,0,0,false
northbeachmd.gov,2,0,2,0,0,false
northbendne.com,1,1,0,0,0,false
northbendwa.gov,2,1,1,0,0,false
northbonneville.net,1,1,0,0,0,false
northbranfordct.gov,3,3,0,0,0,false
northcaldwell.org,2,0,2,0,0,false
northeastmd.org,1,1,0,0,0,false
northfayettepa.gov,2,2,0,0,0,false
northfieldnh.org,2,2,0,0,0,false
northhampton-nh.gov,2,2,0,0,0,false
northmanchester.in.gov,1,1,0,0,0,false
northmiamifl.gov,2,0,0,2,0,false
northportny.gov,3,0,3,0,0,false
northprovidenceri.gov,2,2,0,0,0,false
northreadingma.gov,1,0,1,0,0,false
northsiouxcity-sd.gov,1,1,0,0,0,false
northwhitehall.org,1,1,0,0,0,false
northwoodnh.org,3,2,1,0,0,false
northyarmouth.org,2,1,1,0,0,false
nortonma.org,1,0,1,0,0,false
norwich.vt.us,1,1,0,0,0,false
norwoodma.gov,1,0,1,0,0,false
nottingham-nh.gov,1,0,1,0,0,false
ns1.villageofalsip.org,3,3,0,0,0,false
nslcity.org,1,0,1,0,0,false
nsmithfieldri.gov,4,0,4,0,0,false
nutmeglaborunions.com,1,1,0,0,0,false
nvafscme.org,1,1,0,0,0,false
nyspffa.org,4,0,4,0,0,false
oakgroveky.org,2,2,0,0,0,false
oakhilltn.us,1,0,1,0,0,false
oakland-nj.org,1,1,0,0,0,false
oaklandca.gov,2,0,2,0,0,false
oaklandme.gov,1,1,0,0,0,false
oaklandpark.novusagenda.com,1,1,0,0,0,false
oakleyut.gov,2,0,0,2,0,false
oakwoodvillageoh.com,3,3,0,0,0,false
ocbarbs.das.ohio.gov,1,1,0,0,0,false
oceanportboro.com,2,2,0,0,0,false
oceanshores.civicweb.net,2,2,0,0,0,false
oceanviewde.gov,2,2,0,0,0,false
ofallon.org,2,0,2,0,0,false
ofm.wa.gov,1,1,0,0,0,false
ofprs.ok.gov,1,1,0,0,0,false
ogdensburg.org,1,0,1,0,0,false
ogdensburgny.gov,1,0,1,0,0,false
ohioauditor.gov,4,4,0,0,0,false
ojd.contentdm.oclc.org,1,1,0,0,0,false
ok.gov,3,0,3,0,0,false
okanogancity.com,1,0,1,0,0,false
okemahok.gov,1,1,0,0,0,false
okmulgeeonline.com,2,2,0,0,0,false
old.shawneeok.org,1,0,0,1,0,false
oldlyme-ct.gov,2,0,2,0,0,false
oldsaybrookct.gov,3,0,3,0,0,false
oliversprings-tn.gov,2,1,1,0,0,false
olivettemo.com,1,1,0,0,0,false
olmsapps.dol.gov,1,0,0,1,0,false
omahadailyrecord.com,1,1,0,0,0,false
omakcity.com,2,2,0,0,0,false
omro-wi.com,1,0,1,0,0,false
oneidacityny.gov,5,5,0,0,0,false
onidasd.org,1,1,0,0,0,false
online.cityofwhittier.org,1,1,0,0,0,false
online.encodeplus.com,1,1,0,0,0,false
onondaga.gov,1,1,0,0,0,false
oobmaine.com,2,2,0,0,0,false
opendoc.cstx.gov,1,1,0,0,0,false
opramachine.com,3,0,3,0,0,false
oradell.org,2,2,0,0,0,false
orange-ct.gov,2,0,2,0,0,false
orangebeachal.gov,2,0,2,0,0,false
orangeburg.sc.us,3,3,0,0,0,false
orangetexas.gov,4,3,1,0,0,false
orangevillage.com,2,2,0,0,0,false
ordinancewatch.com,1,1,0,0,0,false
oregon.gov,2,2,0,0,0,false
oregonwi.gov,1,0,1,0,0,false
orlandpark.legistar.com,1,1,0,0,0,false
orlandpark.org,2,0,2,0,0,false
orono.org,1,0,1,0,0,false
orovalleyaz.gov,2,0,2,0,0,false
oroville-wa.com,3,3,0,0,0,false
orrington.org,1,1,0,0,0,false
osagebeach-mo.gov,2,2,0,0,0,false
osagecity.com,2,2,0,0,0,false
osageia.org,1,1,0,0,0,false
osawatomieks.org,2,0,2,0,0,false
ose.louisiana.gov,8,8,0,0,0,false
oshtemo.org,1,0,1,0,0,false
ossipee.org,1,1,0,0,0,false
oswegoil.org,1,0,1,0,0,false
othellowa.gov,1,1,0,0,0,false
ottawaks.citycode.net,1,1,0,0,0,false
ottawaks.gov,2,2,0,0,0,false
ourclark.com,1,0,1,0,0,false
overlandmo.org,3,3,0,0,0,false
oxford-ct.gov,3,0,3,0,0,false
oxfordma.us,3,1,2,0,0,false
oxfordmd.gov,1,0,1,0,0,false
oxfordnc.community.diligentoneplatform.com,1,1,0,0,0,false
oxnard.gov,3,3,0,0,0,false
oysterbaytown.com,1,1,0,0,0,false
ozaukeecounty.gov,1,0,1,0,0,false
pa.gov,8,8,0,0,0,false
paauditor.gov,2,2,0,0,0,false
pacificmo.gov,1,1,0,0,0,false
pacificwa.gov,1,1,0,0,0,false
paducahky.gov,2,2,0,0,0,false
pageturnpro2.com.s3-website-us-east-1.amazonaws.com,1,0,0,1,0,false
painesville.com,1,1,0,0,0,false
palatine.il.us,1,0,1,0,0,false
palmbeach.novusagenda.com,1,0,0,1,0,false
palmertonborough.com,1,1,0,0,0,false
palmspringsca.gov,1,0,1,0,0,false
palmview.community.diligentoneplatform.com,1,1,0,0,0,false
panguitchutah.gov,1,1,0,0,0,false
paperzz.com,1,0,1,0,0,false
paradisevalleyaz.legistar.com,1,1,0,0,0,false
paris.ky.gov,2,2,0,0,0,false
paristexas.gov,1,0,1,0,0,false
paristn.gov,2,2,0,0,0,false
paristwp.com,1,1,0,0,0,false
parkcity.org,1,0,1,0,0,false
parkcityks.gov,1,1,0,0,0,false
parkerco.gov,2,0,2,0,0,false
parkersd.org,1,1,0,0,0,false
parkridgeboro.com,2,2,0,0,0,false
parma.id.gov,1,0,1,0,0,false
parowan.gov,2,2,0,0,0,false
pass-christian.com,1,1,0,0,0,false
patagoniaregionaltimes.org,1,1,0,0,0,false
patch.com,2,2,0,0,0,false
paulsboronj.org,3,3,0,0,0,false
paysonaz.gov,3,0,3,0,0,false
paysonutah.gov,1,0,1,0,0,false
pbcpba.org,2,2,0,0,0,false
pbjcal.org,8,8,0,0,0,false
pdffiller.com,1,0,1,0,0,false
peachtree-city.org,2,0,2,0,0,false
pearlriverla.com,1,1,0,0,0,false
pelhamalabama.gov,1,0,1,0,0,false
pelhamny.gov,2,2,0,0,0,false
pelhampd.com,2,0,2,0,0,false
pelhamweb.com,2,0,2,0,0,false
pell-city.com,1,1,0,0,0,false
pellcity.gov,1,1,0,0,0,false
pelrb.nm.gov,3,3,0,0,0,false
pembroke-ma.gov,3,0,3,0,0,false
pembroke-nh.com,2,0,2,0,0,false
peqtwp.org,2,0,2,0,0,false
perb.delaware.gov,3,3,0,0,0,false
perb.ny.gov,36,36,0,0,0,false
perry-ga.gov,2,2,0,0,0,false
perryvillemd.org,2,1,1,0,0,false
peru.il.us,2,2,0,0,0,false
pffok.org,6,6,0,0,0,false
pffpnc.org,1,1,0,0,0,false
philipsd.us,1,1,0,0,0,false
philomathoregon.gov,2,1,1,0,0,false
phl.applitrack.com,1,1,0,0,0,false
phoenix.gov,3,3,0,0,0,false
piedmont.ca.gov,2,2,0,0,0,false
piketonohio.gov,2,2,0,0,0,false
pikevilleky.gov,1,1,0,0,0,false
pimatown.az.gov,2,2,0,0,0,false
pinecitymn.gov,1,1,0,0,0,false
pinehavenwy.govoffice2.com,1,1,0,0,0,false
pinehurst.novusagenda.com,2,2,0,0,0,false
pineislandmn.govoffice3.com,1,1,0,0,0,false
pinetoplakesideaz.gov,2,1,1,0,0,false
pinole.gov,3,3,0,0,0,false
pipestone-mn.municodemeetings.com,1,0,0,1,0,false
pittsburgca.gov,1,0,1,0,0,false
pittsfield-mi.gov,3,0,3,0,0,false
pittsfieldnh.gov,2,0,2,0,0,false
pittsfordvermont.com,2,2,0,0,0,false
pittstoncity.gov,1,0,1,0,0,false
pittsvillemd.gov,1,1,0,0,0,false
plaincityutah.gov,1,1,0,0,0,false
plainviewtx.org,3,3,0,0,0,false
plainvillect.com,2,1,1,0,0,false
plattecity.org,1,1,0,0,0,false
plattsmouth.org,3,3,0,0,0,false
play.champds.com,2,2,0,0,0,false
pleasanthill.com,1,1,0,0,0,false
pleasantviewut.gov,1,1,0,0,0,false
pleasantville-ny.gov,1,0,1,0,0,false
pleasantville.novusagenda.com,1,1,0,0,0,false
plumstead.org,1,1,0,0,0,false
plymouth-ma.gov,2,0,2,0,0,false
plymouthboroughpa.gov,2,2,0,0,0,false
plymouthin.com,2,2,0,0,0,false
plymouthnh.gov,1,1,0,0,0,false
plymouthoh.org,1,1,0,0,0,false
poam.net,2,2,0,0,0,false
pocatello.gov,2,2,0,0,0,false
polandtownoffice.org,1,1,0,0,0,false
polc.org,1,1,0,0,0,false
policeapp.com,1,1,0,0,0,false
policycommons.net,2,0,2,0,0,false
polkcityia.gov,2,2,0,0,0,false
pomptonlakes-nj.gov,2,1,1,0,0,false
poncacityok.gov,2,2,0,0,0,false
pontiac.org,2,2,0,0,0,false
poolesvillemd.gov,2,2,0,0,0,false
poplarbluff-mo.gov,1,1,0,0,0,false
poplarvillems.gov,1,0,1,0,0,false
portagein.gov,1,0,1,0,0,false
portal.laserfiche.com,1,1,0,0,0,false
portallen.org,2,0,2,0,0,false
portdeposit.org,2,1,1,0,0,false
portjervisny.gov,1,1,0,0,0,false
portlandct.org,2,2,0,0,0,false
portorford.org,2,2,0,0,0,false
portroyal.org,1,0,1,0,0,false
portsmouthri.com,1,0,1,0,0,false
portsmouthri.gov,2,0,2,0,0,false
potsdam.edu,1,1,0,0,0,false
poultneyvt.gov,3,3,0,0,0,false
poway.org,1,0,1,0,0,false
powd.legistar.com,1,1,0,0,0,false
powderspringsga.gov,3,1,2,0,0,false
powerdms.com,1,1,0,0,0,false
prairiegrovearkansas.org,1,1,0,0,0,false
prescottwi.gov,1,1,0,0,0,false
princeton.in.gov,1,1,0,0,0,false
princetonky.us,2,2,0,0,0,false
princetonmn.org,1,1,0,0,0,false
princetonnj.gov,1,0,1,0,0,false
princetonnj.legistar.com,1,1,0,0,0,false
princetontx.gov,1,0,1,0,0,false
prospect-heights.il.us,5,2,3,0,0,false
prospectky.gov,1,0,1,0,0,false
prospectparkboro.com,2,0,2,0,0,false
prosserwa.govoffice2.com,1,1,0,0,0,false
pryorcreek.org,2,0,2,0,0,false
psea.net,1,1,0,0,0,false
pub-hermosabeach.escribemeetings.com,1,0,1,0,0,false
pub-hollister.escribemeetings.com,1,1,0,0,0,false
pub-santamaria.escribemeetings.com,1,1,0,0,0,false
pub-tuckerga.escribemeetings.com,1,1,0,0,0,false
pubhtml5.com,1,1,0,0,0,false
public.destinyhosted.com,11,11,0,0,0,false
public.powerdms.com,2,2,0,0,0,false
pulaskitown.org,1,0,1,0,0,false
punxsutawneyboro.com,1,1,0,0,0,false
purcellok.gov,1,1,0,0,0,false
purcellvilleva.gov,1,1,0,0,0,false
pvestates.org,2,0,2,0,0,false
queenstown-md.com,1,1,0,0,0,false
radfordva.gov,1,1,0,0,0,false
rainsvillealabama.com,3,3,0,0,0,false
ranchesterwy.gov,2,1,1,0,0,false
randolphne.com,1,1,0,0,0,false
randolphtownvt.org,1,1,0,0,0,false
raritanboro.org,1,1,0,0,0,false
raymondmaine.org,1,0,1,0,0,false
raymondwi.com,3,0,3,0,0,false
readingma.gov,5,0,5,0,0,false
readkong.com,1,1,0,0,0,false
records.northandoverma.gov,1,1,0,0,0,false
redbanknj.org,1,0,1,0,0,false
redbanktn.gov,3,0,3,0,0,false
redfordtwp.gov,2,0,2,0,0,false
redlionpa.org,2,2,0,0,0,false
redoaktx.org,1,0,1,0,0,false
redwoodcity.org,2,0,2,0,0,false
reflect-tst-mn.cablecast.tv,1,1,0,0,0,false
rehobothbeachde.gov,1,1,0,0,0,false
reilesacresnd.org,3,3,0,0,0,false
rensselaer.in.gov,2,2,0,0,0,false
reports.saonm.org,2,0,0,2,0,false
resources.finalsite.net,14,14,0,0,0,false
rich227.org,1,1,0,0,0,false
richfieldvillageohio.org,4,0,4,0,0,false
richlandwa.gov,1,0,1,0,0,false
richmondvt.gov,2,2,0,0,0,false
ridgefieldct.gov,1,1,0,0,0,false
ridgefieldct.org,1,1,0,0,0,false
ridgefieldnj.gov,2,2,0,0,0,false
ridgelandsc.gov,2,2,0,0,0,false
ridgelymd.org,1,0,1,0,0,false
ridleyparkborough.org,1,1,0,0,0,false
ridleytwp.org,1,1,0,0,0,false
rifleco.org,2,1,1,0,0,false
rigov.org,1,1,0,0,0,false
rindgenh.gov,3,2,1,0,0,false
ringwoodnj.net,1,0,1,0,0,false
riocommunities.net,2,0,0,2,0,false
riovistacity.com,1,0,1,0,0,false
riponusd.net,1,1,0,0,0,false
riverdalecity.com,1,0,1,0,0,false
riverdalega.gov,1,0,1,0,0,false
riverheights.gov,1,1,0,0,0,false
riverside.il.us,1,0,1,0,0,false
riversidewyo.com,1,1,0,0,0,false
roanokealabama.org,1,1,0,0,0,false
roanokerapidsnc.gov,3,3,0,0,0,false
robertsdale.org,2,2,0,0,0,false
robinsontexas.org,1,1,0,0,0,false
rochestermi.org,3,0,3,0,0,false
rochesterwi.gov,1,0,1,0,0,false
rockawaybeachoregon.gov,1,0,1,0,0,false
rockawayborough.org,1,1,0,0,0,false
rockawaytownship.org,3,0,3,0,0,false
rockland-ma.gov,3,0,3,0,0,false
rocklin.ca.us,1,1,0,0,0,false
rockportmaine.gov,1,1,0,0,0,false
rockrapids.com,1,0,0,1,0,false
rocktonil.gov,2,2,0,0,0,false
rocktonvillage.com,1,1,0,0,0,false
rockyhillct.gov,2,0,2,0,0,false
roelandpark.net,1,0,1,0,0,false
roelandpark.org,1,0,1,0,0,false
rogersvillemo.org,1,1,0,0,0,false
rolesvillenc.gov,2,2,0,0,0,false
romi.gov,2,0,2,0,0,false
roscoeil.gov,2,0,2,0,0,false
roselandnj.org,1,0,1,0,0,false
roselle.il.us,3,0,3,0,0,false
rosenbergtx.gov,1,1,0,0,0,false
rosevilleoh.gov,1,1,0,0,0,false
roundlakeil.gov,1,1,0,0,0,false
roysecity.com,2,1,1,0,0,false
rpcity.org,1,1,0,0,0,false
runnemedenj.org,1,1,0,0,0,false
rupert-idaho.com,1,1,0,0,0,false
russellky.net,1,0,1,0,0,false
russellvilleky.gov,1,1,0,0,0,false
s3.us-west-004.backblazeb2.com,1,1,0,0,0,false
sabattus.org,2,2,0,0,0,false
saddlebrooknj.us,2,2,0,0,0,false
sahuaritaaz.gov,1,0,1,0,0,false
sai.ok.gov,1,1,0,0,0,false
saintpetermn.gov,3,3,0,0,0,false
salemnh.gov,2,0,2,0,0,false
salisburync.gov,2,2,0,0,0,false
salisburytownshippa.org,1,0,0,1,0,false
sallisawok.org,1,0,1,0,0,false
saltilloms.org,3,0,0,3,0,false
sananselmo.gov,3,0,3,0,0,false
sandown.us,2,0,2,0,0,false
sandpointak.com,2,2,0,0,0,false
sandspringsok.gov,2,0,2,0,0,false
sandwich.il.us,2,0,2,0,0,false
sandwichmass.org,3,0,3,0,0,false
sangertexas.org,2,0,2,0,0,false
sanluisaz.gov,1,0,1,0,0,false
sanmarcosca.gov,1,0,1,0,0,false
sanramon.ca.gov,2,2,0,0,0,false
santacruzca.gov,1,0,1,0,0,false
santamonica.gov,2,1,1,0,0,false
santarosanm.gov,1,1,0,0,0,false
sanysidronm.gov,1,1,0,0,0,false
saraland.org,2,0,2,0,0,false
saukcentre.govoffice2.com,1,1,0,0,0,false
saukcentremn.gov,1,1,0,0,0,false
saukcity.net,1,1,0,0,0,false
saukprairiepd.com,1,1,0,0,0,false
sausalito.gov,1,0,1,0,0,false
sausalito.granicus.com,2,2,0,0,0,false
savmn.com,2,0,2,0,0,false
savvycitizenapp.com,1,0,0,0,1,false
sayreborough.org,1,1,0,0,0,false
schaumburg.novusagenda.com,2,2,0,0,0,false
schererville.org,2,2,0,0,0,false
schuylernebraska.net,1,0,1,0,0,false
sciotownshipmi.gov,1,0,1,0,0,false
scituatema.gov,2,0,2,0,0,false
scott-twp.com,1,1,0,0,0,false
scottcityks.org,2,0,2,0,0,false
scottsvalley.gov,2,0,2,0,0,false
sdlocalgov.appssd.sd.gov,1,1,0,0,0,false
seabrooknh.info,2,2,0,0,0,false
seatpleasantmd.gov,2,2,0,0,0,false
sebastopol.planeteria-development.com,1,1,0,0,0,false
secure.munetrix.com,1,1,0,0,0,false
seiu1021.org,5,5,0,0,0,false
seiu1984.org,1,1,0,0,0,false
seiu73.org,4,4,0,0,0,false
selahwa.gov,2,0,2,0,0,false
selinsgrove.org,1,1,0,0,0,false
sellersburgclerk.com,1,1,0,0,0,false
selma-nc.com,1,1,0,0,0,false
senecakansas.com,3,3,0,0,0,false
sequimwa.gov,5,0,5,0,0,false
seymourct.org,1,1,0,0,0,false
seymourin.org,2,2,0,0,0,false
shadycove.org,1,1,0,0,0,false
shaftsburyvt.gov,1,1,0,0,0,false
shannonhills.ar.gov,2,2,0,0,0,false
sharonhillboro.com,1,1,0,0,0,false
sharonma.gov,1,0,1,0,0,false
sharpsburgmd.com,1,1,0,0,0,false
shawlocal.com,2,2,0,0,0,false
shelburnepdvt.org,2,2,0,0,0,false
shelbymt.com,1,1,0,0,0,false
shelbyvillekentucky.com,1,1,0,0,0,false
shelbyvilletn.org,1,1,0,0,0,false
shenandoahiowa.net,3,3,0,0,0,false
shepherdstown.gov,1,1,0,0,0,false
shinnstonwv.org,2,2,0,0,0,false
shivelyky.gov,4,4,0,0,0,false
shoshonecityid.gov,1,1,0,0,0,false
shoshonenewspress.com,1,1,0,0,0,false
shoshoniwyoming.org,1,1,0,0,0,false
shrewsburyma.gov,1,0,1,0,0,false
sidenote.news,1,1,0,0,0,false
sierramadreca.gov,3,3,0,0,0,false
sierravistaaz.gov,1,0,1,0,0,false
sierravistafirefighters.unionactive.com,1,1,0,0,0,false
siloamsprings.com,1,0,1,0,0,false
simivalley.org,2,0,2,0,0,false
simsbury-ct.gov,4,0,4,0,0,false
sinclairwyoming.com,2,2,0,0,0,false
siouxcenter.org,1,1,0,0,0,false
sites.google.com,1,1,0,0,0,false
skowhegan.org,3,0,3,0,0,false
sleepyhollowny.gov,1,0,1,0,0,false
smithfield-nc.com,2,2,0,0,0,false
smithfieldutah.gov,3,0,3,0,0,false
smithfieldva.gov,1,1,0,0,0,false
smithtownny.gov,1,1,0,0,0,false
smithvillemo.org,2,2,0,0,0,false
smyrnaga.gov,1,0,1,0,0,false
snellville.gov,2,2,0,0,0,false
snellville.org,1,1,0,0,0,false
snohomishwa.gov,3,1,2,0,0,false
snowmass.gov,1,1,0,0,0,false
somersct.gov,1,0,1,0,0,false
somersetborough.com,2,2,0,0,0,false
somerspointgov.org,2,2,0,0,0,false
somerswi.gov,2,2,0,0,0,false
soudertonborough.org,1,1,0,0,0,false
southamboynj.gov,1,1,0,0,0,false
southbethany.delaware.gov,2,2,0,0,0,false
southbury-ct.org,2,2,0,0,0,false
southdaytona.org,3,0,3,0,0,false
southernpines.net,4,4,0,0,0,false
southgateky.org,2,2,0,0,0,false
southhadley.org,4,1,3,0,0,false
southhillva.org,2,1,1,0,0,false
southhutch.com,1,0,1,0,0,false
southhutchks.citycode.net,1,1,0,0,0,false
southington.org,1,1,0,0,0,false
southkingstownri.gov,1,0,1,0,0,false
southmiamifl.gov,2,0,2,0,0,false
southorange.org,1,0,1,0,0,false
southparktwp.com,3,3,0,0,0,false
southtucsonaz.gov,1,0,1,0,0,false
southwebercity.com,1,1,0,0,0,false
southwebercity.gov,1,1,0,0,0,false
southwindsor-ct.gov,5,2,3,0,0,false
spartanj.org,1,0,1,0,0,false
spartatn.gov,2,2,0,0,0,false
speedwayin.gov,3,2,1,0,0,false
spencerma.gov,2,1,1,0,0,false
spencervilleoh.com,1,1,0,0,0,false
springdalesc.com,2,2,0,0,0,false
springervilleaz.gov,1,1,0,0,0,false
springfieldmontco.org,1,1,0,0,0,false
springfieldtn.gov,1,0,1,0,0,false
springfieldvt.gov,3,1,2,0,0,false
springgardentwp.org,2,2,0,0,0,false
springhillks.gov,1,1,0,0,0,false
springhilllouisiana.gov,1,1,0,0,0,false
sritownship.net,1,1,0,0,0,false
sslc.gov,1,0,1,0,0,false
staffordtx.gov,3,1,2,0,0,false
staging.covington-oh.gov,1,1,0,0,0,false
staging.ledyardct.gov,3,3,0,0,0,false
stalbansvt.com,1,1,0,0,0,false
stallingsnc.org,2,2,0,0,0,false
stanford.ky.gov,1,1,0,0,0,false
stanleycountysd.gov,1,0,1,0,0,false
stanleynd.com,1,1,0,0,0,false
stanthony.municipalcodeonline.com,1,1,0,0,0,false
stanwoodwa.org,3,0,3,0,0,false
staples.govoffice.com,1,1,0,0,0,false
starcitywv.com,1,1,0,0,0,false
starvalleyaz.com,3,3,0,0,0,false
statereference-attachments-production.nyc3.digitaloceanspaces.com,1,0,1,0,0,false
statereference.com,11,9,2,0,0,false
static1.squarespace.com,28,28,0,0,0,false
staugbch.com,2,0,2,0,0,false
stcloudfl.gov,2,0,2,0,0,false
steeltonpa.com,1,1,0,0,0,false
stephens.com,1,1,0,0,0,false
sterling-il.gov,4,2,2,0,0,false
sterlingks.citycode.net,1,1,0,0,0,false
stewartvillemn.com,1,0,1,0,0,false
stfrancismn.gov,2,0,2,0,0,false
stjohn.town.codes,1,0,1,0,0,false
stjosephmn.gov,1,1,0,0,0,false
stlouismi.com,3,3,0,0,0,false
stmartinville.gov,1,1,0,0,0,false
stmatthewsky.gov,3,3,0,0,0,false
stmichaelsmd.gov,1,1,0,0,0,false
stockton.granicus.com,1,1,0,0,0,false
stockton.legistar.com,1,1,0,0,0,false
stonington-ct.gov,2,0,2,0,0,false
storage.googleapis.com,24,24,0,0,0,false
stoughton.org,4,0,4,0,0,false
stowevt.gov,2,0,2,0,0,false
stpetebeach.org,1,0,1,0,0,false
strafford.nh.gov,1,1,0,0,0,false
strasburgva.com,1,0,1,0,0,false
stratfordnj.org,2,2,0,0,0,false
streamwood.org,1,0,1,0,0,false
stroudsburgboro.com,1,1,0,0,0,false
sturgismi.gov,2,2,0,0,0,false
sturtevant-wi.gov,4,0,4,0,0,false
suffernny.gov,3,3,0,0,0,false
sullivancountyny.legistar.com,1,1,0,0,0,false
sulphurok.city,3,3,0,0,0,false
sultanwa.gov,1,0,1,0,0,false
summerfieldnc.gov,2,2,0,0,0,false
sumtersc.gov,2,2,0,0,0,false
sunapeenh.gov,1,0,1,0,0,false
sundancetimes.com,2,1,1,0,0,false
sunset-hills.com,3,3,0,0,0,false
superioraz.gov,2,0,2,0,0,false
superiortownship.org,2,0,2,0,0,false
surfcitync.gov,1,0,1,0,0,false
surreynd.org,1,1,0,0,0,false
suwanee.com,1,0,1,0,0,false
swagit-attachments.granicus.com,4,4,0,0,0,false
swanseail.org,1,0,1,0,0,false
swantonvt.gov,3,3,0,0,0,false
swarthmorepa.org,1,0,1,0,0,false
sweetwatertn.gov,2,2,0,0,0,false
swissvaleborough.com,1,1,0,0,0,false
symmestownship.org,1,1,0,0,0,false
syracusene.com,1,1,0,0,0,false
tamaquaborough.com,3,3,0,0,0,false
tampa.gov,1,1,0,0,0,false
tamworthnh.gov,2,2,0,0,0,false
tappahannock-va.gov,2,2,0,0,0,false
tarrytownny.gov,1,1,0,0,0,false
taylorborough.com,1,1,0,0,0,false
taylormillky.gov,3,3,0,0,0,false
taylorpress.net,1,1,0,0,0,false
taylortx.gov,1,0,1,0,0,false
tcfp.texas.gov,1,1,0,0,0,false
teachercontracts.conncan.org,2,0,0,2,0,false
ted.cviog.uga.edu,12,12,0,0,0,false
tegacaysc.org,2,2,0,0,0,false
telfordborough.org,1,0,1,0,0,false
tequesta.org,1,0,1,0,0,false
tetoniaidaho.com,3,3,0,0,0,false
tewksbury-ma.gov,2,0,2,0,0,false
thecityofportland.net,3,3,0,0,0,false
thermopoliswy.gov,2,2,0,0,0,false
thetelegraph.com,1,1,0,0,0,false
thetfordvt.gov,1,0,1,0,0,false
thetownofstonewall.com,2,2,0,0,0,false
thevillageok.gov,2,0,2,0,0,false
thomasville.org,1,1,0,0,0,false
thornebay-ak.gov,1,0,1,0,0,false
threeforksmontana.us,2,2,0,0,0,false
tifton.net,1,1,0,0,0,false
tijerasnm.gov,2,2,0,0,0,false
tildenne.com,2,2,0,0,0,false
timnath.civicweb.net,2,2,0,0,0,false
tiogand.net,3,3,0,0,0,false
tipton.in.gov,2,0,2,0,0,false
tiverton.ri.gov,1,0,1,0,0,false
tlsd.us,1,1,0,0,0,false
tocc.us,1,1,0,0,0,false
togwy.us,2,2,0,0,0,false
tok.md.gov,1,1,0,0,0,false
tollandct.gov,2,1,1,0,0,false
tomballtx.gov,1,1,0,0,0,false
tomsrivertownship.com,2,1,1,0,0,false
tonganoxie.org,2,2,0,0,0,false
tonkawaok.gov,1,0,0,1,0,false
tontitown.com,2,2,0,0,0,false
toppenish.gov,1,0,1,0,0,false
tosv.com,2,0,2,0,0,false
totowanj.org,1,1,0,0,0,false
towamencin.org,2,2,0,0,0,false
town-and-country.org,1,0,1,0,0,false
town-atkinsonnh.com,2,0,2,0,0,false
town.boonsboro.md.us,2,2,0,0,0,false
town.canton.ma.us,4,0,4,0,0,false
town.dennis.ma.us,2,0,2,0,0,false
town.duxbury.ma.us,3,3,0,0,0,false
