path,size_bytes,git_status,tracked_or_ignored,classification,proposed_action,safety_basis,active_reference_count,manifest_or_hash_coverage,archive_target_path,deletion_allowed_flag,requires_manual_confirmation_flag,reason,verification_kind,verification_reference,sha256
tmp/source_review_pilot1_live_collection_relay_2026-07-24_d97f5e4,3257803,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/source_review_pilot1_live_collection_relay_2026-07-24_d97f5e4.zip,e49d4d6beb9778655365710463a3fe64b346855533638da2043f264a74801502
tmp/source_review_pilot1_live_collection_relay_2026-07-24_d97f5e4.zip,883221,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/source_review_pilot1_live_collection_validation_2026-07-24,13435,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/source_review_pilot_framework_relay_2026-07-24_b94aad9,3063471,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/source_review_pilot_framework_relay_2026-07-24_b94aad9.zip,af22e23673f0928dc9905816ea7c1afe1c536dd07cba43688e495b87630c3257
tmp/source_review_pilot_framework_relay_2026-07-24_b94aad9.zip,739019,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/source_review_pilots,4524452506,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/source_verification,90967319,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/targeted_evidence_span_extraction_321_relay_2026-07-26_41157b4.zip,19874,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/targeted_evidence_span_rating_201_relay_2026-07-26_6e82efe,16246,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/targeted_evidence_span_rating_201_relay_2026-07-26_6e82efe.zip,e1d117979981287a6969c0ffc8734fe5bc4c22aa48e57286492d921f1c35900d
tmp/targeted_evidence_span_rating_201_relay_2026-07-26_6e82efe.zip,14642,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/targeted_evidence_span_rating_summary_173_relay_2026-07-26_4df4d8a,23123,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/targeted_evidence_span_rating_summary_173_relay_2026-07-26_4df4d8a.zip,44ca8bab4c9ce1daaec987d734bf7e5a6badc3b3cf3a52955c56698b3aa0f7b7
tmp/targeted_evidence_span_rating_summary_173_relay_2026-07-26_4df4d8a.zip,22260,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/targeted_pdf_text_layer_readiness_387_relay_2026-07-26_10a2b4d,14299,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/targeted_pdf_text_layer_readiness_387_relay_2026-07-26_10a2b4d.zip,d6921c13a795fe8e7a819ba8b63dee1dad68c84b8e555392eccf894eb0fc9c4d
tmp/targeted_pdf_text_layer_readiness_387_relay_2026-07-26_10a2b4d.zip,13379,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/targeted_scouting_four_lane_candidate_review_relay_2026-07-26_bc6ef99ab321c05fd0976bd4c08c81da6b8f8321,12043,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/targeted_scouting_four_lane_candidate_review_relay_2026-07-26_bc6ef99ab321c05fd0976bd4c08c81da6b8f8321.zip,311d79991008b06db142a2ebf7b24eb2f58582e1b877fe61fbd940d6c522a878
tmp/targeted_scouting_four_lane_candidate_review_relay_2026-07-26_bc6ef99ab321c05fd0976bd4c08c81da6b8f8321.zip,15343,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/targeted_scouting_four_lane_fixed_stagger_live_relay_2026-07-25_d3a2a094b834986037ba051c87a417e0a9712022,34052,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/targeted_scouting_four_lane_fixed_stagger_live_relay_2026-07-25_d3a2a094b834986037ba051c87a417e0a9712022.zip,2e5fb151c6e5aae92b92dc1bdf2fead0cb640a73752bdd85c4a50730a28b8cf3
tmp/targeted_scouting_four_lane_fixed_stagger_live_relay_2026-07-25_d3a2a094b834986037ba051c87a417e0a9712022.zip,24062,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/targeted_scouting_four_lane_prep_dry_run_relay_2026-07-25_b338003,30746,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/targeted_scouting_four_lane_prep_dry_run_relay_2026-07-25_b338003.zip,49c3fabc556e5566868bb4af86534d7763b12cfe420b510184f14eee01105cbb
tmp/targeted_scouting_four_lane_prep_dry_run_relay_2026-07-25_b338003.zip,28335,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/targeted_scouting_four_lane_staggered_live_relay_2026-07-25_e74afe8,30373,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/targeted_scouting_four_lane_staggered_live_relay_2026-07-25_e74afe8.zip,a35f607a9eb3bc9729693f9c6bb5daacb8704e587e83d9dee2912f76eccc94c4
tmp/targeted_scouting_four_lane_staggered_live_relay_2026-07-25_e74afe8.zip,21516,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/targeted_source_review_download_429_relay_2026-07-26_d39fdd7,11391,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/targeted_source_review_download_429_relay_2026-07-26_d39fdd7.zip,3679ebe47f27059c84f4b29e164a3835fee7a6eea3036ac21fb654062dae7056
tmp/targeted_source_review_download_429_relay_2026-07-26_d39fdd7.zip,12952,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/targeted_source_verification_tier_a_b_relay_2026-07-26_03c7286,10996,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/targeted_source_verification_tier_a_b_relay_2026-07-26_03c7286.zip,6daecfab318b72c3e4398ed0b7e3c10cfd9c97edc1dc7f81157fd9d1331586ef
tmp/targeted_source_verification_tier_a_b_relay_2026-07-26_03c7286.zip,12468,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/targeted_text_layer_extraction_321_relay_2026-07-26_d73bf6a.zip,13958,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/targeted_text_layer_extraction_321_relay_stage_2026-07-26_d73bf6a,13511,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/targeted_tier_c_verification_from_bounded_memo_gaps_relay_2026-07-26_24615fa,1080,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/targeted_tier_c_verification_from_bounded_memo_gaps_relay_2026-07-26_24615fa.zip,14849,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/texas_ohio_extracted_text_2026-07-08,2860292,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/text_table_auto_gabriel_adjudication_gate1_relay_2026-07-24_6b10da8,3357518,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/text_table_auto_gabriel_adjudication_gate1_relay_2026-07-24_6b10da8.zip,085d868a5d40547994bc70037cd171e7252bbe6131fc1154d3dfa3b724d03e46
tmp/text_table_auto_gabriel_adjudication_gate1_relay_2026-07-24_6b10da8.zip,816380,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/text_table_auto_gabriel_gate2_refinement_relay_2026-07-25_90891ea,3483290,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/text_table_auto_gabriel_gate2_refinement_relay_2026-07-25_90891ea.zip,cdb42e5ab1ae7e87f63753df44e9d785daf3461c504d61704040449a99489cd1
tmp/text_table_auto_gabriel_gate2_refinement_relay_2026-07-25_90891ea.zip,834390,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/text_table_auto_gabriel_gate3_compensation_relay_2026-07-25_2076575,3498846,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/text_table_auto_gabriel_gate3_compensation_relay_2026-07-25_2076575.zip,2f6c53604a3d4916ae0275c7a67fe616e6fc1d99ec9f1e24799866a41c839a92
tmp/text_table_auto_gabriel_gate3_compensation_relay_2026-07-25_2076575.zip,845275,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/text_table_calibration,2189995,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/text_table_calibration_refined_review2_relay_2026-07-24_c3580a4.zip,796769,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/text_table_calibration_subset1_relay_2026-07-24_610f5e8.zip,747531,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/text_table_calibration_subset1_relay_2026-07-24_610f5e8_contents,3121718,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/text_table_calibration_subset1_review_relay_2026-07-24_7438f1a,3175312,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/text_table_calibration_subset1_review_relay_2026-07-24_7438f1a.zip,76dd2b03fa42faacbdb67c4014b9684ef412e0f08a7457ac93f1fe02e755c3b7
tmp/text_table_calibration_subset1_review_relay_2026-07-24_7438f1a.zip,755287,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/text_table_detection_full_run_relay_2026-07-24_827917b,9353841,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/text_table_detection_full_run_relay_2026-07-24_827917b.zip,8378bd7c24ecd291ec4484306e85662e00740a6cf6fbab43dfc7641d91d34945
tmp/text_table_detection_full_run_relay_2026-07-24_827917b.zip,2114766,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/text_table_detection_full_run_serial_merge_relay_2026-07-24_32ae355,8572522,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/text_table_detection_full_run_serial_merge_relay_2026-07-24_32ae355.zip,847488bb9de80df11f646849996cc4d957532b6a6c31d707cf483c4d366a136c
tmp/text_table_detection_full_run_serial_merge_relay_2026-07-24_32ae355.zip,1749798,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/text_table_detection_pilot1_150_relay_2026-07-24_4a9c2c7,3473581,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/text_table_detection_pilot1_150_relay_2026-07-24_4a9c2c7.zip,9cc701a72b3153dff2ff9e16b9eff29ad1bed41ef35ef010f6923d3c700742a9
tmp/text_table_detection_pilot1_150_relay_2026-07-24_4a9c2c7.zip,865876,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/text_table_detection_pilots,5695200,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/text_table_detection_refine1_visual_gate_relay_2026-07-24_0e9430b,2962587,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/text_table_detection_refine1_visual_gate_relay_2026-07-24_0e9430b.zip,c641c01fdc438e50a4a0923a509e40eb3f4ab665854e40ad277b184a8fe6ae57
tmp/text_table_detection_refine1_visual_gate_relay_2026-07-24_0e9430b.zip,704617,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/text_table_independent_adjudication_prep1_relay_2026-07-24_51f709a,5252,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/text_table_independent_adjudication_prep1_relay_2026-07-24_51f709a.zip,787821,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/three_worker_50row_batch_prep_2026-07-21_relay_1d68a0e,1898181,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/three_worker_50row_batch_prep_2026-07-21_relay_1d68a0e.zip,01877762aee75ed1261b2ae1733b4ce87b4138482ea1bf3770e4d18ae9f74336
tmp/three_worker_50row_batch_prep_2026-07-21_relay_1d68a0e.zip,469240,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/three_worker_50row_batch_prep_2026-07-21_validation_outputs,12396,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/three_worker_50row_runner_fix_2026-07-21_relay_264ebd5,2186758,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/three_worker_50row_runner_fix_2026-07-21_relay_264ebd5.zip,e7f82c4c314f7bdf849d6aa3f93c8277b60d81f3ff4e23fcbf68fe8e7bf37a33
tmp/three_worker_50row_runner_fix_2026-07-21_relay_264ebd5.zip,585467,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_after_diag_validation_2026-07-22,24417,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_coordinator_150row_serial_live_after_diag_console_2026-07-22_attempt1.log,777,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_coordinator_150row_serial_live_after_diag_direct_sdk_2026-07-22_attempt1,4072890,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_coordinator_150row_serial_live_after_diag_dry_run_2026-07-22_attempt1,1101034,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_coordinator_150row_serial_live_after_diag_exit_code_2026-07-22_attempt1.txt,2,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_coordinator_150row_serial_live_after_diag_finished_at_2026-07-22_attempt1.txt,21,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_coordinator_150row_serial_live_after_diag_lineage_note_staging_2026-07-22_attempt1.txt,486,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_coordinator_150row_serial_live_after_diag_relay_2026-07-22_b6bd6b3,23708029,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/tier1_coordinator_150row_serial_live_after_diag_relay_2026-07-22_b6bd6b3.zip,0682920b89249bc873abd2c5861799b54e810688cdaf92cdb171c2072b3695fe
tmp/tier1_coordinator_150row_serial_live_after_diag_relay_2026-07-22_b6bd6b3.zip,2102724,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_coordinator_150row_serial_live_after_diag_smoke_2026-07-22_attempt1,5413,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_coordinator_150row_serial_live_after_diag_started_at_2026-07-22_attempt1.txt,21,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_coordinator_150row_serial_live_console_2026-07-22.log,672,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_coordinator_150row_serial_live_direct_sdk_2026-07-22,2311123,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_coordinator_150row_serial_live_dry_run_2026-07-22,1101395,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_coordinator_150row_serial_live_protected_hashes_after_2026-07-22.txt,242,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_coordinator_150row_serial_live_protected_hashes_before_2026-07-22.txt,242,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_coordinator_150row_serial_live_relay_2026-07-22_c6b3664,5362117,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/tier1_coordinator_150row_serial_live_relay_2026-07-22_c6b3664.zip,c95fbfef7dc905d43556d693ce7e070cc6633042c050dfbab5a91124b2662d8d
tmp/tier1_coordinator_150row_serial_live_relay_2026-07-22_c6b3664.zip,582459,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_coordinator_150row_serial_live_retry_console_2026-07-22_attempt1.log,732,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_coordinator_150row_serial_live_retry_direct_sdk_2026-07-22_attempt1,2314265,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_coordinator_150row_serial_live_retry_dry_run_2026-07-22_attempt1,1101402,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_coordinator_150row_serial_live_retry_lineage_note_staged_2026-07-22_attempt1.txt,611,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_coordinator_150row_serial_live_retry_premerge_snapshot_2026-07-22_attempt1,37257432,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_coordinator_150row_serial_live_retry_protected_hashes_after_2026-07-22_attempt1.txt,242,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_coordinator_150row_serial_live_retry_protected_hashes_before_2026-07-22_attempt1.txt,242,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_coordinator_150row_serial_live_retry_relay_2026-07-22_25445fe,42638905,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/tier1_coordinator_150row_serial_live_retry_relay_2026-07-22_25445fe.zip,d63d0db6ab11739d7299237d7e1c59e23ba90c4006d5d7612fc12b0362bce04b
tmp/tier1_coordinator_150row_serial_live_retry_relay_2026-07-22_25445fe.zip,3703454,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_coordinator_150row_serial_live_retry_smoke_2026-07-22_attempt1,5611,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_coordinator_150row_serial_live_retry_validation_2026-07-22_attempt1,19881,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_coordinator_150row_serial_live_smoke_2026-07-22,5576,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_coordinator_150row_serial_live_validation_2026-07-22,19907,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_oklahoma_city_one_row_probe_direct_sdk_2026-07-22,43814,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_oklahoma_city_one_row_probe_input_2026-07-22.csv,2817,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_wave2_coordinator_150row_serial_live_direct_sdk_2026-07-22_attempt1,3494512,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_wave2_coordinator_150row_serial_live_dry_run_2026-07-22_attempt1,804381,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_wave2_coordinator_150row_serial_live_relay_2026-07-22_3f2f815,46218894,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/tier1_wave2_coordinator_150row_serial_live_relay_2026-07-22_3f2f815.zip,478c89da4a0d88906467aeda3646d9933de6fa0ebc0a52cecd3c1598d7429965
tmp/tier1_wave2_coordinator_150row_serial_live_relay_2026-07-22_3f2f815.zip,4514776,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_wave2_lineage_note_staged_2026-07-22_attempt1.txt,364,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_wave2_live_command_sanitized_2026-07-22_attempt1.txt,960,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_wave2_one_row_probe_direct_sdk_2026-07-22_attempt1,44015,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_wave2_one_row_probe_input_2026-07-22_attempt1.csv,2961,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_wave2_pre_run_baseline_2026-07-22_attempt1.txt,870,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
