national_readiness_record_id,source_layer,municipality,state,region,source_family,side_label,pay_basis,compensation_type,readiness_status,readiness_gate,claim_boundary,blockers,no_national_claim
BRMNATQA-2af9470ade407eb57b6ffab8,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Baxter,MN,Midwest,cba,police_direct,allowance,allowance_reimbursement,national_readiness_stratum_partial,partial,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""period_anchor_missing_or_unresolved"",""municipality_missing_clear_side_balance""]",true
WCNR-689d99a06853a1cc339207c9,broad_state_4x2500,Roosevelt Park,MI,Midwest,arbitration_award,police_direct,,non_base_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-1dfb3136e0d8488bc1e681d8,broad_state_4x2500,Roosevelt Park,MI,Midwest,arbitration_award,police_direct,,bargaining_or_arbitration_context,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-cec0c6f2d42f29d8c7bd77fd,broad_state_4x2500,Shutesbury,MA,Northeast,agenda_packet_or_minutes,police_direct,,bargaining_or_arbitration_context,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-260c0a34e6951c87bb50a985,broad_state_4x2500,Shutesbury,MA,Northeast,agenda_packet_or_minutes,police_direct,,bargaining_or_arbitration_context,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-1331de9d8acb7a0174cd0d36,broad_state_4x2500,Shutesbury,MA,Northeast,agenda_packet_or_minutes,police_direct,,qualitative_mechanism,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-215436bc7eef2467b60a71bb,broad_state_4x2500,Corydon,IN,Midwest,salary_ordinance,police_direct,,qualitative_mechanism,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-e30f956c906eab0211f6c098,broad_state_4x2500,Corydon,IN,Midwest,salary_ordinance,police_direct,,quantitative_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-29f9f707ce66694630ae54a1,broad_state_4x2500,Fennimore,WI,Midwest,arbitration_award,remains_unclear,,non_base_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-476cbe4b7539f165dadb0ac7,broad_state_4x2500,Fennimore,WI,Midwest,arbitration_award,remains_unclear,,bargaining_or_arbitration_context,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-4d8d8569716cec5af9087af7,broad_state_4x2500,Fennimore,WI,Midwest,arbitration_award,remains_unclear,,non_base_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-aeee5e62c286e680c9c572ec,broad_state_4x2500,Fennimore,WI,Midwest,arbitration_award,remains_unclear,,non_base_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-505b02eb7870922d1575c41e,broad_state_4x2500,Fennimore,WI,Midwest,arbitration_award,remains_unclear,,non_base_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-3eb5dea548c2a6ef4ad25bc3,broad_state_4x2500,Howland,OH,Midwest,cba,remains_unclear,,bargaining_or_arbitration_context,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-a2c45082cc6dd25ea6e96a19,broad_state_4x2500,Howland,OH,Midwest,cba,remains_unclear,,non_base_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-8e68e86ebcc4342280d3df5d,broad_state_4x2500,Howland,OH,Midwest,cba,remains_unclear,,market_or_comparability_context,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-495a3fdf2d9f09c0f47fdff1,broad_state_4x2500,Howland,OH,Midwest,cba,remains_unclear,,non_base_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-f3191fbde6c98c442a3b6eb3,broad_state_4x2500,Howland,OH,Midwest,cba,remains_unclear,,quantitative_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-1e2d1c88cf59407f248528aa,broad_state_4x2500,Howland,OH,Midwest,cba,remains_unclear,,non_base_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-7e646de467dc218841fb7b1c,broad_state_4x2500,Howland,OH,Midwest,cba,remains_unclear,,non_base_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-d77ec61c18876287be5f518b,broad_state_4x2500,Howland,OH,Midwest,cba,remains_unclear,,quantitative_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-972343f31b7674c6b5d41da4,broad_state_4x2500,Howland,OH,Midwest,cba,remains_unclear,,quantitative_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-0a30519a3fe2e6a56b0ee01d,broad_state_4x2500,Howland,OH,Midwest,cba,remains_unclear,,quantitative_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-2e5625eae9e210314492d3d6,broad_state_4x2500,Howland,OH,Midwest,cba,remains_unclear,,quantitative_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-45dddbd6f3708945fbc09309,broad_state_4x2500,Washington,KS,Midwest,civil_service_or_hr_pay_plan,remains_unclear,,quantitative_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-de9c3138127db9ac45ac771f,broad_state_4x2500,Park Falls,WI,Midwest,arbitration_award,remains_unclear,,bargaining_or_arbitration_context,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-a27765b4f9c84d5074b0e1dd,broad_state_4x2500,Park Falls,WI,Midwest,arbitration_award,remains_unclear,,bargaining_or_arbitration_context,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-698d36d99d644f766ab3f1e8,broad_state_4x2500,Park Falls,WI,Midwest,arbitration_award,remains_unclear,,bargaining_or_arbitration_context,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-e35ec0335f9aa9404ce17882,broad_state_4x2500,Park Falls,WI,Midwest,arbitration_award,remains_unclear,,qualitative_mechanism,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-3f675bb1bb1044fc5c314a8f,broad_state_4x2500,Randolph,NJ,Northeast,other_local_government_pay_policy,remains_unclear,,non_base_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-e5b8867375efe632c6b0a796,broad_state_4x2500,Randolph,NJ,Northeast,other_local_government_pay_policy,remains_unclear,,non_base_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-af8eb645fcd5e04323713a29,broad_state_4x2500,Randolph,NJ,Northeast,other_local_government_pay_policy,remains_unclear,,non_base_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-b33c168c8651ff669521bcef,broad_state_4x2500,Randolph,NJ,Northeast,other_local_government_pay_policy,remains_unclear,,quantitative_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-050a71427252ba98ac2faee1,broad_state_4x2500,Randolph,NJ,Northeast,other_local_government_pay_policy,remains_unclear,,quantitative_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-d802e8d702159f87df3fda43,broad_state_4x2500,Randolph,NJ,Northeast,other_local_government_pay_policy,remains_unclear,,quantitative_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-1c9d3b8faf81283e7bdd8842,broad_state_4x2500,Randolph,NJ,Northeast,other_local_government_pay_policy,remains_unclear,,quantitative_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-4afd46f7807344751d249b82,broad_state_4x2500,Barnesville,MN,Midwest,mou_or_memorandum,police_direct,,bargaining_or_arbitration_context,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-dff24f0b73aa7859e4526590,broad_state_4x2500,Rutherfordton,NC,South,budget_or_pay_plan,remains_unclear,,quantitative_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-37f940e3f1e862b908a7ebe9,broad_state_4x2500,Rutherfordton,NC,South,budget_or_pay_plan,remains_unclear,,quantitative_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-71bdd9424183f3533391eed7,broad_state_4x2500,Rutherfordton,NC,South,budget_or_pay_plan,remains_unclear,,quantitative_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-9c9b5b3fa64d70ffcf6c67d3,broad_state_4x2500,Rutherfordton,NC,South,budget_or_pay_plan,remains_unclear,,quantitative_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-c620ddc9516308d2c1bd309f,broad_state_4x2500,Rutherfordton,NC,South,budget_or_pay_plan,remains_unclear,,quantitative_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-3ef0c25f5598b18785f9d69c,broad_state_4x2500,Robstown,TX,South,civil_service_or_hr_pay_plan,remains_unclear,,qualitative_mechanism,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-134667a5100a713c73141e5f,broad_state_4x2500,Robstown,TX,South,civil_service_or_hr_pay_plan,remains_unclear,,quantitative_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-d311b397256492829196adec,broad_state_4x2500,Robstown,TX,South,civil_service_or_hr_pay_plan,remains_unclear,,qualitative_mechanism,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-72641e5a9fc41123f12c3136,broad_state_4x2500,Robstown,TX,South,civil_service_or_hr_pay_plan,remains_unclear,,market_or_comparability_context,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-5049e5c4b21392df2b2cf3fe,broad_state_4x2500,Brule,NE,Midwest,agenda_packet_or_minutes,remains_unclear,,quantitative_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-99c57e00739cea8e203523ca,broad_state_4x2500,Brule,NE,Midwest,agenda_packet_or_minutes,remains_unclear,,quantitative_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-b9c3354a34f7cdebbcf7cc5b,broad_state_4x2500,Liberty,OH,Midwest,cba,police_direct,,quantitative_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-5c29a64bf3414ce6ae5feda0,broad_state_4x2500,Liberty,OH,Midwest,cba,police_direct,,qualitative_mechanism,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-e2e6114f8e8bfe9332c63fdf,broad_state_4x2500,Liberty,OH,Midwest,cba,police_direct,,qualitative_mechanism,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-5a162cc284a5324e9cdeeabe,broad_state_4x2500,Liberty,OH,Midwest,cba,police_direct,,quantitative_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-15b4333b15f41bfa220934dc,broad_state_4x2500,Liberty,OH,Midwest,cba,mixed_direct,,qualitative_mechanism,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-d7234c1c2d54bff97f8f3b10,broad_state_4x2500,Liberty,OH,Midwest,cba,mixed_direct,,qualitative_mechanism,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-1ce5fd264bd846b0ca14b596,broad_state_4x2500,Liberty,OH,Midwest,cba,police_direct,,quantitative_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-998c38bdd98dc09207239ccd,broad_state_4x2500,Liberty,OH,Midwest,cba,police_direct,,qualitative_mechanism,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-e84c2c86ad8f059da92ded99,broad_state_4x2500,Liberty,OH,Midwest,cba,police_direct,,qualitative_mechanism,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-be56d1e753968874ebc63f0b,broad_state_4x2500,Liberty,OH,Midwest,cba,police_direct,,quantitative_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-2b03af7a2832280e60de074e,broad_state_4x2500,Liberty,OH,Midwest,cba,mixed_direct,,qualitative_mechanism,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-90dbd3cc8b970a78a15943a0,broad_state_4x2500,Liberty,OH,Midwest,cba,police_direct,,quantitative_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-aa415d761675bd33c5d0ba68,broad_state_4x2500,Liberty,OH,Midwest,cba,police_direct,,qualitative_mechanism,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-58204d891f4fbf9229f5f30d,broad_state_4x2500,Breckenridge,TX,South,salary_ordinance,remains_unclear,,non_base_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-4f0f84eae8ca925ee6795cda,broad_state_4x2500,Breckenridge,TX,South,salary_ordinance,remains_unclear,,non_base_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-f66e7b7476a2340707839390,broad_state_4x2500,Breckenridge,TX,South,salary_ordinance,remains_unclear,,non_base_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-0a90b7afeb7b0de4831467c4,broad_state_4x2500,Orange,MA,Northeast,mou_or_memorandum,remains_unclear,,quantitative_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-040913eb1b64cb4ccc4be57b,broad_state_4x2500,Orange,MA,Northeast,mou_or_memorandum,remains_unclear,,quantitative_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-44e3e9aab231b457c2b93bf5,broad_state_4x2500,Orange,MA,Northeast,mou_or_memorandum,remains_unclear,,quantitative_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-80bde1825ae67beab4e6da03,broad_state_4x2500,Orange,MA,Northeast,mou_or_memorandum,remains_unclear,,quantitative_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-b2e75179a69af0844746fe19,broad_state_4x2500,Orange,MA,Northeast,mou_or_memorandum,remains_unclear,,non_base_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-7eb49273afefef0fa53646cc,broad_state_4x2500,Orange,MA,Northeast,mou_or_memorandum,remains_unclear,,non_base_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-fd2849f8fd27340f338bfab3,broad_state_4x2500,Orange,MA,Northeast,mou_or_memorandum,remains_unclear,,mixed_quantitative_qualitative,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-7d37fcb97305b9831b3e748d,broad_state_4x2500,Orange,MA,Northeast,mou_or_memorandum,remains_unclear,,market_or_comparability_context,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-b3996e3969ae05c68820a14d,broad_state_4x2500,Orange,MA,Northeast,mou_or_memorandum,remains_unclear,,quantitative_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-a271691d4c30c14048758106,broad_state_4x2500,Orange,MA,Northeast,mou_or_memorandum,remains_unclear,,quantitative_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-abad7a83f251d16a496d2fc5,broad_state_4x2500,Parker,TX,South,personnel_policy,remains_unclear,,non_base_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-7119615a73c14e32336444a7,broad_state_4x2500,Parker,TX,South,personnel_policy,remains_unclear,,non_base_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-594eec5e339200b5a6302462,broad_state_4x2500,Parker,TX,South,personnel_policy,remains_unclear,,non_base_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-dc6eb9f8973e070e5971dbd3,broad_state_4x2500,Parker,TX,South,personnel_policy,remains_unclear,,non_base_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-c916b39f896d924e4481b397,broad_state_4x2500,Parker,TX,South,personnel_policy,remains_unclear,,non_base_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-ce38e591d315540a85b87386,broad_state_4x2500,Parker,TX,South,personnel_policy,remains_unclear,,quantitative_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-e71c84b815ce08bbbecc79e7,broad_state_4x2500,Parker,TX,South,personnel_policy,remains_unclear,,non_base_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-57612b3c2b6644b0777ff0ad,broad_state_4x2500,Parker,TX,South,personnel_policy,remains_unclear,,quantitative_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-029e8979654a13033b453fe9,broad_state_4x2500,Parker,TX,South,personnel_policy,remains_unclear,,qualitative_mechanism,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-692107d49be91dc2deeb734c,broad_state_4x2500,Goshen,OH,Midwest,factfinding_report,fire_direct,,bargaining_or_arbitration_context,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-00a7f20b5c4f15739eba5768,broad_state_4x2500,Goshen,OH,Midwest,factfinding_report,fire_direct,,bargaining_or_arbitration_context,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-261862c147504e47bc431eb2,broad_state_4x2500,Goshen,OH,Midwest,factfinding_report,fire_direct,,bargaining_or_arbitration_context,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-d61a20b16d6a4671a99d2bce,broad_state_4x2500,Goshen,OH,Midwest,factfinding_report,fire_direct,,bargaining_or_arbitration_context,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-32d77411a7e492c0f5250397,broad_state_4x2500,Goshen,OH,Midwest,factfinding_report,fire_direct,,quantitative_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-b93a49ace70e0e65555e2156,broad_state_4x2500,Goshen,OH,Midwest,factfinding_report,fire_direct,,quantitative_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-6a7b872efa505d0e36c7b6f6,broad_state_4x2500,Goshen,OH,Midwest,factfinding_report,fire_direct,,quantitative_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-fcc7429d92bf450dfa13951f,broad_state_4x2500,Fort Branch,IN,Midwest,salary_ordinance,remains_unclear,,quantitative_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-93ec35c1c1fc23a081ca7d55,broad_state_4x2500,Fort Branch,IN,Midwest,salary_ordinance,remains_unclear,,non_base_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-fa33fa1a73713143d9ff4d78,broad_state_4x2500,Fort Branch,IN,Midwest,salary_ordinance,remains_unclear,,non_base_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-9e782f4bd7b2b156987db87f,broad_state_4x2500,Fort Branch,IN,Midwest,salary_ordinance,remains_unclear,,quantitative_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-6a23e0339497cdc0f5e56996,broad_state_4x2500,Fort Branch,IN,Midwest,salary_ordinance,remains_unclear,,non_base_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-bd262ac4b6db0402b82564a5,broad_state_4x2500,Roosevelt,NJ,Northeast,other_local_government_pay_policy,remains_unclear,,quantitative_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-e309948359f2bd0b00aea172,broad_state_4x2500,Roosevelt,NJ,Northeast,other_local_government_pay_policy,remains_unclear,,quantitative_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-dee84bf053e3a3a97296d7a3,broad_state_4x2500,Williams Bay,WI,Midwest,arbitration_award,police_direct,,bargaining_or_arbitration_context,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-151375888e136aa2b3a4e09d,broad_state_4x2500,Williams Bay,WI,Midwest,arbitration_award,police_direct,,bargaining_or_arbitration_context,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-33199ef069e47266f63b9673,broad_state_4x2500,Williams Bay,WI,Midwest,arbitration_award,police_direct,,bargaining_or_arbitration_context,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-067567604744676fcca7abdc,broad_state_4x2500,Williams Bay,WI,Midwest,arbitration_award,police_direct,,bargaining_or_arbitration_context,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-f18ef7d2b7327ea6e576803d,broad_state_4x2500,Rome,WI,Midwest,cba,police_direct,,non_base_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-82b916ef5280c3a5760a08eb,broad_state_4x2500,Rome,WI,Midwest,cba,police_direct,,non_base_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-49f21b9d36cc9f2182a177b3,broad_state_4x2500,Rome,WI,Midwest,cba,police_direct,,qualitative_mechanism,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-98d660a088f6a055abdd94ce,broad_state_4x2500,Rome,WI,Midwest,cba,police_direct,,non_base_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-055414db42c8be3e37c6010a,broad_state_4x2500,Rome,WI,Midwest,cba,police_direct,,non_base_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-37a2812a2f4f0c149f3455b8,broad_state_4x2500,Rome,WI,Midwest,cba,police_direct,,non_base_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-26afa8ab46e60d175ce9dcd0,broad_state_4x2500,Rome,WI,Midwest,cba,police_direct,,quantitative_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-95d9710e981c76f6ed5f10be,broad_state_4x2500,Rome,WI,Midwest,cba,police_direct,,qualitative_mechanism,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-00cd701ebb202953ccb476a8,broad_state_4x2500,Rome,WI,Midwest,cba,police_direct,,qualitative_mechanism,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-41612a360fe6f6d89fe40d20,broad_state_4x2500,Rome,WI,Midwest,cba,police_direct,,quantitative_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-03fa06cfa3f6e31e646f3078,broad_state_4x2500,Rome,WI,Midwest,cba,police_direct,,quantitative_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-c6634dad1cbdb2e1d92d73dc,broad_state_4x2500,Rome,WI,Midwest,cba,police_direct,,quantitative_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-31ce99802a42d681624fb762,broad_state_4x2500,Madelia,MN,Midwest,cba,police_direct,,non_base_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-b9f0e2d81432232936f22284,broad_state_4x2500,Madelia,MN,Midwest,cba,police_direct,,bargaining_or_arbitration_context,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-dee8a2696e9a6d6662391427,broad_state_4x2500,Madelia,MN,Midwest,cba,police_direct,,bargaining_or_arbitration_context,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-bb8ee074ee6b4365e90ed303,broad_state_4x2500,Madelia,MN,Midwest,cba,police_direct,,non_base_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-7d1bc79f394cd66fcd6a64da,broad_state_4x2500,Madelia,MN,Midwest,cba,police_direct,,quantitative_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-85dafdc980751b671bdd92b5,broad_state_4x2500,Madelia,MN,Midwest,cba,police_direct,,non_base_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-32bf74f1e6a3c6ef111a1d42,broad_state_4x2500,Madelia,MN,Midwest,cba,police_direct,,non_base_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-6444d4fae48d6bc80fe28066,broad_state_4x2500,Madelia,MN,Midwest,cba,police_direct,,non_base_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-b3fe7c6a8277718abe8050ec,broad_state_4x2500,Madelia,MN,Midwest,cba,police_direct,,non_base_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-9db334d63fbf3271c3722b40,broad_state_4x2500,Madelia,MN,Midwest,cba,police_direct,,non_base_compensation,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-d94923111c061562466f7e25,broad_state_4x2500,Madelia,MN,Midwest,cba,police_direct,,bargaining_or_arbitration_context,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
