candidate_id,lane_id,priority_tier,quality_label,gap_priority_score,gap_priority_reason,source_url_or_locator,source_title,municipality,state,derived_region,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,same_city_match_status,overlapping_cycle_status,verification_status,verification_reason,verified_municipality,verified_state,verified_region,verified_unit_type,verified_source_family,verified_contract_or_document_period,locator_accessibility_status,verification_timestamp,candidate_only_lineage_status
TS4L-9e016373e796a6ef81a6,lane_4,tier_c,verification_ready_low,119,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://cms3.revize.com/revize/pampatx/Documents/Departments/Finance/Financial%20Services/Budgets/2018-19_actual_budget.pdf,"City of Pampa, TX — 2018-19 Actual Budget (includes General Government Pay Plan with Revised Effective Oct. 1, 2018 reference)",Pampa,TX,South,safety_and_non_safety_compensation_units,General government pay plan classifications; likely includes safety-classified roles within the pay plan structure,,"2018-19 budget document; pay plan section states “Effective October 1, 2015” and “Revised Effective October 1, 2018” (as shown in the pay-plan table area)",2018-10-01,2019-09-30,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"same city (Pampa, TX) inferred from document title/headers","overlaps 2014-2024 target window (explicit revision effective Oct. 1, 2018 within 2014-2024)",verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Pampa,TX,South,safety_and_non_safety_compensation_units,cba_or_compensation_study_or_classification_study_or_wage_schedule,"2018-19 budget document; pay plan section states “Effective October 1, 2015” and “Revised Effective October 1, 2018” (as shown in the pay-plan table area)",head_http_200,2026-07-27T12:59:27Z,verified_source_lead_not_downloaded
TS4L-9e25f5536ff7b9ab5dba,lane_4,tier_c,verification_ready_medium,116,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.stonypointny.gov/userfiles/file/7-8-2014%20TB%20Minutes.pdf,"Stony Point Town Board Meeting – July 8, 2014 (includes PBA Memorandum of Agreement filed; term commencing Jan 1, 2014 for 4 years)",Stony Point,NY,Northeast,safety_and_non_safety_compensation_units,Police (PBA bargaining unit; public safety),Stony Point Policemen’s Benevolent Association (PBA),"Memorandum of Agreement commencing January 1, 2014 for four (4) years (successor CBA period referenced by meeting minutes)",2014-01-01,2017-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same_municipality_match,overlaps_target_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Stony Point,NY,Northeast,safety_and_non_safety_compensation_units,cba_or_compensation_study_or_classification_study_or_wage_schedule,"Memorandum of Agreement commencing January 1, 2014 for four (4) years (successor CBA period referenced by meeting minutes)",head_http_200,2026-07-27T12:59:30Z,verified_source_lead_not_downloaded
TS4L-9f3d0b2652cde59acb00,lane_4,tier_c,verification_ready_low,117,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.walb.com/2019/08/23/americus-city-council-oks-millage-rate-increase/,"WALB (Aug 23, 2019) — “Americus City Council OKs millage rate increase” referencing a salary compensation study",Americus,GA,South,safety_and_non_safety_compensation_units,City employees (public safety + non-safety implied),,Likely prior-year study referenced in 2019 article (exact period not specified in snippet),2018,2019,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"Same municipality (Americus, GA)",Overlaps target window (2014-2024) via 2019 reporting of a completed study,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Americus,GA,South,safety_and_non_safety_compensation_units,cba_or_compensation_study_or_classification_study_or_wage_schedule,Likely prior-year study referenced in 2019 article (exact period not specified in snippet),head_http_200,2026-07-27T12:59:30Z,verified_source_lead_not_downloaded
TS4L-a00be23bfded31856ecf,lane_4,tier_c,verification_ready_low,113,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.tegacaysc.org/AgendaCenter/ViewFile/Item/3169?fileID=10711,"Tega Cay SC — 2023-2024 Budget Summary (AgendaCenter ViewFile, fileID=10711)",Tega Cay,SC,South,safety_and_non_safety_compensation_units,safety_and_non_safety_compensation_units,,2023–2024 (Budget Summary document),2023-10-01,2024-09-30,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same_city,overlaps_2014_2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Tega Cay,SC,South,safety_and_non_safety_compensation_units,cba_or_compensation_study_or_classification_study_or_wage_schedule,2023–2024 (Budget Summary document),head_http_200,2026-07-27T12:59:35Z,verified_source_lead_not_downloaded
TS4L-a2728f1e5e0339f825e0,lane_4,tier_c,verification_ready_low,113,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://cityofportlandtn.gov/AgendaCenter/ViewFile/Agenda/_11062023-389?packet=true,"Board of Mayor and Aldermen packet (Ordinance No. 23-58) • Repealing/replacing Personnel Policy and adopting City of Portland TN Personnel Manual – 2024 (effective Jan 1, 2024)",Portland,TN,South,safety_and_non_safety_compensation_units,Sworn fire service and other city personnel covered by Personnel Manual compensation sections,,"Effective January 1, 2024 (Ordinance No. 23-58; Personnel Manual – 2024)",2024-01-01,,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same_city_match,overlapping_with_2014_2024_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Portland,TN,South,safety_and_non_safety_compensation_units,cba_or_compensation_study_or_classification_study_or_wage_schedule,"Effective January 1, 2024 (Ordinance No. 23-58; Personnel Manual – 2024)",head_http_200,2026-07-27T12:59:35Z,verified_source_lead_not_downloaded
TS4L-a47516b38d9178a7ec1e,lane_4,tier_c,verification_ready_medium,114,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|cycle_metadata_value,https://fortthomasky.org/wp-content/uploads/2024/07/5.20.2024-Minutes.pdf,"May 20, 2024 Minutes (City of Fort Thomas) referencing Ordinance O-03-2024: 24/25 Pay Classification Plan",Fort Thomas,KY,South,safety_and_non_safety_compensation_units,City employees covered by Personnel and Pay Classification Plan (exact roles not extracted),not specified in lead snippet,Ordinance O-03-2024 (described as 24/25 Pay Classification Plan in minutes),2024-07-01,2025-06-30,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"Fort Thomas, KY match (council minutes for local ordinance)",Overlaps 2014-2024 window (FY 24/25 includes 2024),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Fort Thomas,KY,South,safety_and_non_safety_compensation_units,cba_or_compensation_study_or_classification_study_or_wage_schedule,Ordinance O-03-2024 (described as 24/25 Pay Classification Plan in minutes),head_http_200,2026-07-27T12:59:32Z,verified_source_lead_not_downloaded
TS4L-a6e1378c9c89323f9495,lane_4,tier_c,verification_ready_medium,111,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://townofgeddes.com/wp-content/uploads/2022/01/AbouTown-Geddes-Jan-2022.pdf,AbouTown Geddes Jan 2022 (Collective Bargaining section),Geddes,NY,Northeast,safety_and_non_safety_compensation_units,Police + Office/Technical (O&T),Geddes Police Benevolent Association (PBA); Office & Technical union (O&T),"O&T: 2019-2022; PBA: Jan 1, 2022 through Dec 31, 2023 (per document text snippet)",2019-01-01,2023-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"Likely same municipality (Town of Geddes, NY) — not verified as containing wage schedules; only a lead.",Overlaps target window (2014-2024) based on mentioned years; not verified beyond snippet.,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Geddes,NY,Northeast,safety_and_non_safety_compensation_units,cba_or_compensation_study_or_classification_study_or_wage_schedule,"O&T: 2019-2022; PBA: Jan 1, 2022 through Dec 31, 2023 (per document text snippet)",head_http_200,2026-07-27T12:59:36Z,verified_source_lead_not_downloaded
TS4L-a79609a1bea57eb0066e,lane_4,tier_c,verification_ready_low,113,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.tegacaysc.org/AgendaCenter/ViewFile/Item/227?fileID=594,"Tega Cay SC — Budget/Ordinance file (Fiscal Year 2014–2015) (AgendaCenter ViewFile, fileID=594)",Tega Cay,SC,South,safety_and_non_safety_compensation_units,safety_and_non_safety_compensation_units,,Fiscal Year 2014–2015 (FY2014–2015; budget year described in document),2014-10-01,2015-09-30,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same_city,overlaps_2014_2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Tega Cay,SC,South,safety_and_non_safety_compensation_units,cba_or_compensation_study_or_classification_study_or_wage_schedule,Fiscal Year 2014–2015 (FY2014–2015; budget year described in document),head_http_200,2026-07-27T12:59:35Z,verified_source_lead_not_downloaded
TS4L-a82da9e39c8929b3c78a,lane_4,tier_c,verification_ready_low,116,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.townofweddington.com/sites/default/files/uploads/documents/july_2016.pdf,The Weddington Journal (July 2016) – Final Fiscal Year Budget Approved (public safety/fire & police budget summary),Weddington,NC,South,safety_and_non_safety_compensation_units,Public safety (fire and police services—budgeted as primary spending category),,FY2017 budget approval context (referenced in July 2016 journal),2017,2017,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"same municipality (Weddington, NC)",overlaps 2014-2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Weddington,NC,South,safety_and_non_safety_compensation_units,cba_or_compensation_study_or_classification_study_or_wage_schedule,FY2017 budget approval context (referenced in July 2016 journal),head_http_200,2026-07-27T12:59:31Z,verified_source_lead_not_downloaded
TS4L-a87ebf56b522db2cc1ba,lane_4,tier_c,verification_ready_low,113,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.townofarlington.org/documents/departments/administration/annual-budget/495335,Town of Arlington TN — Documents: Annual Budget (Document Depot entry point),Arlington,TN,South,safety_and_non_safety_compensation_units,Police/Fire and other municipal employee groups (via annual budget documents),,Expected period target: 2014-2024 (annual budgets); specific years/documents not visible in captured listing,,,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"same municipality match (Arlington, TN)",unknown (needs locating specific FY 2014-2024 budget PDFs within the depot),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Arlington,TN,South,safety_and_non_safety_compensation_units,cba_or_compensation_study_or_classification_study_or_wage_schedule,Expected period target: 2014-2024 (annual budgets); specific years/documents not visible in captured listing,head_http_200,2026-07-27T12:59:35Z,verified_source_lead_not_downloaded
TS4L-aa02d90716bb0a22f47c,lane_4,tier_c,verification_ready_low,115,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://hartselle.org/253/Join-Hartselle-PD,Join Hartselle PD (City of Hartselle) – includes “Current Pay Plan as of October 2025” plus wage increase rules and shift differentials,Hartselle,AL,South,safety_and_non_safety_compensation_units,Law enforcement (Police Officer / Police Department); includes incentives and shift differentials,,(page states) Current Pay Plan as of October 2025 (not a 2014-2024 dated series on-page),,,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"same municipality (Hartselle, AL)","uncertain; page itself is dated as of Oct 2025, outside 2014-2024",verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Hartselle,AL,South,safety_and_non_safety_compensation_units,cba_or_compensation_study_or_classification_study_or_wage_schedule,(page states) Current Pay Plan as of October 2025 (not a 2014-2024 dated series on-page),head_http_200,2026-07-27T12:59:32Z,verified_source_lead_not_downloaded
TS4L-ad2915ff22b44e4b64f9,lane_4,tier_c,verification_ready_low,114,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.hidalgocounty.us/DocumentCenter/View/36562/FINAL-CCP---CHAPTER-8---POLICIES-AND-PROCEDURES-112018,Hidalgo County Classification & Compensation Plan — Chapter 8 (Policies and Procedures) (112018),Hidalgo,TX,South,safety_and_non_safety_compensation_units,General county classifications (non-safety) and plan framework that references Law Enforcement Pay Plan,,Chapter 8 (Policies and Procedures); labeled final CCP chapter document (112018),2018-11-01,2018-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,likely_same_city,overlaps_2014_to_2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Hidalgo,TX,South,safety_and_non_safety_compensation_units,cba_or_compensation_study_or_classification_study_or_wage_schedule,Chapter 8 (Policies and Procedures); labeled final CCP chapter document (112018),head_http_200,2026-07-27T12:59:33Z,verified_source_lead_not_downloaded
TS4L-b2324824b27e73af618e,lane_4,tier_c,verification_ready_medium,114,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.ci.durham.nh.us/sites/default/files/fileattachments/business_office/page/18581/dpoa_2022-2024_contract_final.pdf,DPOA 2022-2024 Contract Final (Durham Police Officers’ Union / NEPBA Local #21),Durham,NH,Northeast,safety_and_non_safety_compensation_units,Police (sworn),"Durham Police Officers’ Union, NEPBA Local #21 (DPOA)","January 1, 2022 through December 31, 2024",2022-01-01,2024-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same_municipality_match,overlaps_2014_2024_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Durham,NH,Northeast,safety_and_non_safety_compensation_units,cba_or_compensation_study_or_classification_study_or_wage_schedule,"January 1, 2022 through December 31, 2024",head_http_200,2026-07-27T12:59:32Z,verified_source_lead_not_downloaded
TS4L-bc4151c30deb416cd547,lane_4,tier_c,verification_ready_medium,113,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.paauditor.gov/wp-content/uploads/audits-archive/Media/Default/Reports/MunAmityTwpPPP061024.pdf,Pennsylvania Auditor General — Municipal Amity Township Police Pension Plan (PPP) Compliance Audit (PDF),Amity,PA,Northeast,safety_and_non_safety_compensation_units,Safety (Police pension/covered police employes referenced by municipal pension compliance context),Police bargaining/collective bargaining agreement (referenced as affecting the plan in snippet),2014-2024 target window,,,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"Amity Township, PA (direct same-city match as stated in document locator/title)",Likely relevant to 2014–2024 planning/implementation history; exact CBA cycle dates not explicit in snippet,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Amity,PA,Northeast,safety_and_non_safety_compensation_units,cba_or_compensation_study_or_classification_study_or_wage_schedule,2014-2024 target window,head_http_200,2026-07-27T12:59:33Z,verified_source_lead_not_downloaded
TS4L-c0572ef993e472b3ecd0,lane_4,tier_c,verification_ready_medium,116,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://archive.cgr.org/dryden_police/docs/DrydenPDFinalReport11-17.pdf,"Village of Dryden Police Services Restructuring Study (final report, 11/17) — includes collective bargaining / labor agreement period information",Dryden,NY,Northeast,safety_and_non_safety_compensation_units,Police (public safety) — DPBA labor agreement references,Dryden Police Benevolent Association (DPBA) (referenced),"Mentions current labor agreement effective June 1, 2013 to May 31, 2016 (as described in the study)",2013-06-01,2016-05-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same_city_match,overlaps_2014_2024_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Dryden,NY,Northeast,safety_and_non_safety_compensation_units,cba_or_compensation_study_or_classification_study_or_wage_schedule,"Mentions current labor agreement effective June 1, 2013 to May 31, 2016 (as described in the study)",head_http_200,2026-07-27T12:59:30Z,verified_source_lead_not_downloaded
TS4L-c1b20ccb61d8d3ec1929,lane_4,tier_c,verification_ready_medium,116,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.stonypointny.gov/userfiles/tbm_9102019_5943.pdf,"Stony Point Town Board Meeting – September 10, 2019 (Resolution 2019/29: MOA regarding PBA wage increases; notes CBA expired Dec 31, 2017)",Stony Point,NY,Northeast,safety_and_non_safety_compensation_units,Police (PBA bargaining unit; public safety),Stony Point Policemen’s Benevolent Association (PBA),"Wage increases Memorandum of Agreement (successor/supplemental wage MOA referenced; current PBA CBA noted as expired Dec 31, 2017)",2018-01-01,2019-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same_municipality_match,overlaps_target_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Stony Point,NY,Northeast,safety_and_non_safety_compensation_units,cba_or_compensation_study_or_classification_study_or_wage_schedule,"Wage increases Memorandum of Agreement (successor/supplemental wage MOA referenced; current PBA CBA noted as expired Dec 31, 2017)",head_http_200,2026-07-27T12:59:30Z,verified_source_lead_not_downloaded
TS4L-c824c0373224df77a758,lane_4,tier_c,verification_ready_low,111,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|cycle_metadata_value,https://ftthomas.org/wp-content/uploads/2015/05/O-08-2017-Pay-Ordinance-Less-Fire-_2_.pdf,Ordinance O-08-2017: Pay Ordinance (Less Fire) (City of Fort Thomas),Fort Thomas,KY,South,safety_and_non_safety_compensation_units,General municipal positions excluding Fire Department,non-safety / non-fire pay ordinance (exact bargaining units not stated in lead snippet),Ordinance O-08-2017 (2017-2018 Fiscal Year per snippet),,,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"Fort Thomas, KY match (municipal pay ordinance)",Overlaps 2014-2024 window (2017-2018 FY per snippet),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Fort Thomas,KY,South,safety_and_non_safety_compensation_units,cba_or_compensation_study_or_classification_study_or_wage_schedule,Ordinance O-08-2017 (2017-2018 Fiscal Year per snippet),head_http_200,2026-07-27T12:59:37Z,verified_source_lead_not_downloaded
TS4L-c8725857bc608ad74086,lane_4,tier_c,verification_ready_low,116,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.trophyclub.org/DocumentCenter/View/9777/Compensation-Pay-Plan---8262024,"Compensation Pay Plan (Approved 8/26/2024) - Town of Trophy Club, TX",Trophy Club,TX,South,safety_and_non_safety_compensation_units,Fire (safety) + Police (safety) + other Town classifications (non-safety),,Approved 8/26/2024,2024-08-26,2024-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"Same municipality (Town of Trophy Club, TX)",Overlaps target window (2014-2024),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Trophy Club,TX,South,safety_and_non_safety_compensation_units,cba_or_compensation_study_or_classification_study_or_wage_schedule,Approved 8/26/2024,head_http_200,2026-07-27T12:59:31Z,verified_source_lead_not_downloaded
TS4L-cad232a72b561d40b5ec,lane_4,tier_c,verification_ready_low,111,memo_gap_market_or_comparability_pressure|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://mccmeetingspublic.blob.core.usgovcloudapi.net/fruitaco-meet-4bd0af103bf24d28a23bbce2a6bec867/ITEM-Attachment-001-6f716be1c6d94d04880e32098859db7e.pdf,"Fruita City Council Minutes — September 26, 2023 (2024 Budget overview; includes continued implementation of the market-based pay plan and market increase/pay for performance/benefit increases)",Fruita,CO,West,safety_and_non_safety_compensation_units,Citywide (includes ongoing market-based pay plan and employee compensation/benefit changes; public safety discussed elsewhere in snippet context),,"2024 Budget overview (meeting dated Sept 26, 2023)",2024-01-01,2024-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same_city_match,overlaps_2014_2024_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Fruita,CO,West,safety_and_non_safety_compensation_units,cba_or_compensation_study_or_classification_study_or_wage_schedule,"2024 Budget overview (meeting dated Sept 26, 2023)",head_http_200,2026-07-27T12:59:37Z,verified_source_lead_not_downloaded
TS4L-caf8d8bfd58191227aaf,lane_4,tier_c,verification_ready_low,119,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://cms8.revize.com/revize/cityofdumas/20172018_Annual_Budget.pdf,City of Dumas 2017-2018 Annual Budget (includes Wage & Salary Schedule effective 10/1/2015),Dumas,TX,South,safety_and_non_safety_compensation_units,Public Safety (Fire/Police) and other City departments (wage & salary schedule),,2017-2018 Annual Budget (Wage & Salary Schedule effective 10/1/2015),2015-10-01,2016-09-30,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same_city_yes,overlaps_target_window_2014_2024_yes,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Dumas,TX,South,safety_and_non_safety_compensation_units,cba_or_compensation_study_or_classification_study_or_wage_schedule,2017-2018 Annual Budget (Wage & Salary Schedule effective 10/1/2015),head_http_200,2026-07-27T12:59:27Z,verified_source_lead_not_downloaded
TS4L-ccda834ea9541cc99f35,lane_4,tier_c,verification_ready_medium,114,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.plainvillect.com/sites/g/files/vyhlif4866/f/uploads/police_union_contract_2023.pdf,"Plainville Police Union Collective Bargaining Agreement (Local #1706, Council 4, AFSCME) — July 1, 2023 to June 30, 2026",Plainville,CT,Northeast,safety_and_non_safety_compensation_units,Public safety (Police),"Plainville Police Union, Local #1706, Council 4, AFSCME, AFL-CIO","July 1, 2023 — June 30, 2026",2023-07-01,2026-06-30,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same_city_match,overlaps_target_window_2014_2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Plainville,CT,Northeast,safety_and_non_safety_compensation_units,cba_or_compensation_study_or_classification_study_or_wage_schedule,"July 1, 2023 — June 30, 2026",head_http_200,2026-07-27T12:59:32Z,verified_source_lead_not_downloaded
TS4L-cd0e0b78d55a9a2f8962,lane_4,tier_c,verification_ready_medium,114,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://beekmanny.myrec.com/forms/5940_compensation__benefits_manual.pdf,Town of Beekman Compensation and Benefits Manual (March 2016) — public compensation/benefits document,Beekman,NY,Northeast,safety_and_non_safety_compensation_units,Town employees not covered by a collective bargaining agreement (manual notes CBA exclusion),Not applicable (manual states it does not apply to employees covered by a CBA),"Manual adopted effective January 1, 2016 (per referenced description in search snippets)",2016-01-01,(not stated; manual ,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same_city_expected,overlaps_2014_2024_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Beekman,NY,Northeast,safety_and_non_safety_compensation_units,cba_or_compensation_study_or_classification_study_or_wage_schedule,"Manual adopted effective January 1, 2016 (per referenced description in search snippets)",head_http_200,2026-07-27T12:59:32Z,verified_source_lead_not_downloaded
TS4L-cf01cf8ced0f5b484a35,lane_4,tier_c,verification_ready_medium,113,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.exeternh.gov/sites/default/files/fileattachments/human_resources/page/13581/exeter_seiu_local_1984_cba_2022_-2024.pdf,"SEIU Local 1984 CBA 2022-2024 (Town of Exeter, NH) - Public Works/Town Offices/Fire & Police Departments coverage",Exeter,NH,Northeast,safety_and_non_safety_compensation_units,Non-safety / Support & Administrative - SEIU Local 1984 unit,"SEIU Local 1984 (State Employees’ Association of New Hampshire, Inc.)",2022-2024,2022-01-01,2024-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"Same municipality (Exeter, NH) implied by source host and Town-of-Exeter CBA filename",Overlaps target window 2014-2024 (covers 2022-2024 portion),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Exeter,NH,Northeast,safety_and_non_safety_compensation_units,cba_or_compensation_study_or_classification_study_or_wage_schedule,2022-2024,head_http_200,2026-07-27T12:59:34Z,verified_source_lead_not_downloaded
TS4L-d0b3d9bda32e8c371111,lane_4,tier_c,verification_ready_low,116,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.cityofmercedes.com/media/dqnnwypl/item-7a1-7-13-24-minutes.pdf,"City of Mercedes, TX — 7/13/24 Minutes (PDF)",Mercedes,TX,South,safety_and_non_safety_compensation_units,Police (overtime budget / shift schedule) and related operational pay elements (inferred),,2024-07-13 meeting minutes (exact compensation schedule contents not extracted),2024-01-01,2024-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same_city,overlaps_2014_2024_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Mercedes,TX,South,safety_and_non_safety_compensation_units,cba_or_compensation_study_or_classification_study_or_wage_schedule,2024-07-13 meeting minutes (exact compensation schedule contents not extracted),head_http_200,2026-07-27T12:59:31Z,verified_source_lead_not_downloaded
TS4L-d0d9636049e4099ae9fc,lane_4,tier_c,verification_ready_medium,113,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.eastnorritontwp.org/vertical/sites/%7BB7471FAD-6AC4-47AD-BCD7-1688A6B15163%7D/uploads/12-2023_Audit_East_Norriton_Twp._-_FINAL.pdf,East Norriton Township 2023 Audit (Notes to Financial Statements) — references “Police Labor Contract”,East Norriton,PA,Northeast,safety_and_non_safety_compensation_units,Police (safety compensation context via referenced labor contract),Police labor contract (exact bargaining unit name not visible from lead snippet),"December 31, 2023 audit financial statement period",2023,2023,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same_city,overlaps_2014_2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,East Norriton,PA,Northeast,safety_and_non_safety_compensation_units,cba_or_compensation_study_or_classification_study_or_wage_schedule,"December 31, 2023 audit financial statement period",head_http_200,2026-07-27T12:59:34Z,verified_source_lead_not_downloaded
