state,municipality,unit_type,contract_or_document_period,verification_queue_rows,verified_source_leads,mechanism_families,coverage_status
NY,Salina,safety_and_non_safety_bargaining_units,Meeting minutes dated 2024-10-15 (bargaining agreement terms not specified in snippet),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NY,Shawangunk,safety_and_non_safety_compensation_units,"CBA expired Dec 31, 2023; successor negotiations for wages commencing Jan 1, 2024 (wage schedule shown through proposed future dates in the report)",1,1,market_or_comparability_pressure,verified_locator_metadata_only
NY,Smithtown,safety_and_non_safety_bargaining_units,Effective Date: 01/01/2015; Expiration Date: 12/31/2017,1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NY,Stony Point,safety_and_non_safety_compensation_units,"Collective Bargaining Agreement expiring December 31, 2022; MOA dated January 2022 modifies Appendix A salary grades",1,1,market_or_comparability_pressure,verified_locator_metadata_only
NY,Sweden,safety_and_non_safety_compensation_units,"2016 (salary schedule set via resolution dated January 12, 2016)",1,1,market_or_comparability_pressure,verified_locator_metadata_only
NY,Sweden,safety_and_non_safety_compensation_units,"2020 (salary schedule set via resolution dated January 2, 2020)",1,1,market_or_comparability_pressure,verified_locator_metadata_only
NY,Thompson,safety_and_non_safety_compensation_units,commencing 01/01/2025 to 12/31/2027 (outside the 2014–2024 window but indicates existence of a CBA and where to locate it),1,1,market_or_comparability_pressure,verified_locator_metadata_only
NY,Tonawanda,safety_and_non_safety_bargaining_units,2016-2019 (expected from impasse timeline; exact contract period not extracted),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NY,Utica,non_safety_comparator,Four-year agreement retroactive back to 2014 (press release; unit wage/schedule not extracted here),1,1,non_safety_constraint_signal,verified_locator_metadata_only
NY,Van Buren,safety_and_non_safety_compensation_units,2014-2024 target window,1,1,market_or_comparability_pressure,verified_locator_metadata_only
OH,American,safety_and_non_safety_compensation_units,"January 1, 2015 to December 31, 2017",1,0,market_or_comparability_pressure,no_verified_source_lead_in_tier_a_b
OH,American,safety_and_non_safety_compensation_units,"January 1, 2024 to December 31, 2026",1,0,market_or_comparability_pressure,no_verified_source_lead_in_tier_a_b
OH,Anderson,safety_and_non_safety_bargaining_units,"CBA referenced; disciplinary/arbitration activity around May 2017 (with effective demotion date May 6, 2017); decision issued 2019",1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
OH,Austintown,safety_and_non_safety_bargaining_units,"Effective April 1, 2014 through March 31, 2017",1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
OH,Austintown,safety_and_non_safety_bargaining_units,"Fact-finding relating to CBA successor term for agreement originally referenced as April 1, 2011 to March 31, 2014 (issued in 2014)",1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
OH,Batavia,safety_and_non_safety_bargaining_units,2014-2024 window (contract year 2022–2026 referenced by file set; exact term dates not extracted here),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
OH,Bath,safety_and_non_safety_bargaining_units,Fact-finding report dated 2023 (impasse referenced in snippet),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
OH,Blue Ash,non_safety_comparator,"Contract period from February 15, 2025 – February 11, 2028",1,0,non_safety_constraint_signal,no_verified_source_lead_in_tier_a_b
OH,Boardman,safety_and_non_safety_bargaining_units,Fact-Finding Report (2013 case; successor CBA period likely 2014–2016),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
OH,Boardman,safety_and_non_safety_bargaining_units,Fact-Finding Report (2017 case; successor CBA period likely 2018–2020),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
OH,Bucyrus,non_safety_comparator,2024-2025 (school district agreement),1,1,non_safety_constraint_signal,verified_locator_metadata_only
OH,Canfield,safety_and_non_safety_compensation_units,Effective 1/1/2024 - 12/31/2026,1,1,market_or_comparability_pressure,verified_locator_metadata_only
OH,Clear Creek,safety_and_non_safety_bargaining_units,2015-2017,1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
OH,Clear Creek,safety_and_non_safety_bargaining_units,2021-2023,1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
OH,Colerain,non_safety_comparator,"Likely spans within January 1, 2020 through December 31, 2022 (exact dates not captured from locator snippet alone)",1,1,non_safety_constraint_signal,verified_locator_metadata_only
OH,Deerfield,safety_and_non_safety_bargaining_units,"Successor bargaining CBA period following 2013 impasse/fact-finding process (SERB File No. 2013-MED-10-1321; report dated March 14, 2014)",1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
OH,Defiance,safety_and_non_safety_compensation_units,2014-2024 target window,1,1,market_or_comparability_pressure,verified_locator_metadata_only
OH,Delhi,safety_and_non_safety_bargaining_units,Contract entered 1st day of January 2020 (URL indicates 19-MED-10-1139),1,0,strike_or_no_strike_constraint,no_verified_source_lead_in_tier_a_b
OH,Dublin,non_safety_comparator,"January 1, 2023 – December 31, 2025",1,0,non_safety_constraint_signal,no_verified_source_lead_in_tier_a_b
OH,Fairfield,non_safety_municipal_units,2023-2026 (exact dates not extracted),1,0,fiscal_constraint_signal,no_verified_source_lead_in_tier_a_b
OH,Findlay,non_safety_comparator,"Collective bargaining agreement effective January 1, 2016 and expiring December 31, 2018 (MOU addresses wage schedule revision/payment issues within that window)",1,1,non_safety_constraint_signal,verified_locator_metadata_only
OH,Findlay,non_safety_comparator,"effective January 1, 2016; expiring December 31, 2018 (as stated in the document/appendix)",1,0,non_safety_constraint_signal,no_verified_source_lead_in_tier_a_b
OH,Franklin,safety_and_non_safety_bargaining_units,2017-2020 (per document heading),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
OH,Genoa,safety_and_non_safety_bargaining_units,2016-2018,1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
OH,Genoa,safety_and_non_safety_bargaining_units,2019-2020,1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
OH,Goshen,safety_and_non_safety_compensation_units,"Effective January 1, 2020 through December 31, 2022",1,0,market_or_comparability_pressure,no_verified_source_lead_in_tier_a_b
OH,Granville,non_safety_comparator,"Collective bargaining agreement: Jan 1, 2022 through Dec 31, 2024; wage schedule amended beginning July 2, 2024 through Dec 31, 2024",1,0,non_safety_constraint_signal,no_verified_source_lead_in_tier_a_b
OH,Granville,non_safety_comparator,"January 1, 2022 through December 31, 2024 (MOA amends wage schedule beginning July 2, 2024 through December 31, 2024)",1,1,non_safety_constraint_signal,verified_locator_metadata_only
OH,Groveport,non_safety_comparator,"July 1, 2021 through June 30, 2024",1,1,non_safety_constraint_signal,verified_locator_metadata_only
OH,Hamilton,safety_and_non_safety_bargaining_units,"Collective bargaining agreement for the City of Hamilton, Ohio; arbitration/impasse-related provisions present (exact dates not confirmed from search snippet)",1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
OH,Hamilton,safety_and_non_safety_bargaining_units,"Includes provisions referencing successor CBA; appears to include an effective date around Jan 1, 2019 (exact end date not confirmed from search snippet)",1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
OH,Hamilton,safety_and_non_safety_bargaining_units,Successor bargaining / fact-finding context; references the 2022 Agreement in snippet (exact successor cycle dates not confirmed from search snippet),1,0,strike_or_no_strike_constraint,no_verified_source_lead_in_tier_a_b
OH,Hillsboro,non_safety_comparator,"Signed by parties in 2020; document is an addendum referencing an agreement set to expire December 31, 2021",1,0,non_safety_constraint_signal,no_verified_source_lead_in_tier_a_b
OH,Jackson,safety_and_non_safety_bargaining_units,2023 SERB conciliation award document (award-associated bargaining period not fully specified in search snippet),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
OH,Jackson,safety_and_non_safety_bargaining_units,"Effective Jul 1, 2018 to Jun 30, 2021 (referenced agreement period)",1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
OH,Lake,safety_and_non_safety_bargaining_units,2014-2024 target window,1,0,strike_or_no_strike_constraint,no_verified_source_lead_in_tier_a_b
OH,Lawrence,safety_and_non_safety_compensation_units,Fact-finding report dated 2024 (explicit figures and discussion include a multi-year/annual settlement comparison context),1,1,market_or_comparability_pressure,verified_locator_metadata_only
OH,Lawrence,safety_and_non_safety_compensation_units,Referenced as (1/1/2019 - 12/31/21) within the SERB package,1,1,market_or_comparability_pressure,verified_locator_metadata_only
OH,Liberty,safety_and_non_safety_bargaining_units,2014-2024 target window,1,0,strike_or_no_strike_constraint,no_verified_source_lead_in_tier_a_b
OH,Miami,non_safety_comparator,"Effective through June 30, 2026 (start date not confirmed from lead snippet)",1,1,non_safety_constraint_signal,verified_locator_metadata_only
OH,Middletown,non_safety_comparator,"July 1, 2019 – June 30, 2022",1,1,non_safety_constraint_signal,verified_locator_metadata_only
OH,Middletown,non_safety_comparator,"July 1, 2020 – June 30, 2023",2,2,non_safety_constraint_signal,verified_locator_metadata_only
OH,Monroe,safety_and_non_safety_compensation_units,CBA (document hosted under 2016 SERB contract identifier: 16-MED-06-0646),1,1,market_or_comparability_pressure,verified_locator_metadata_only
OH,Monroe,safety_and_non_safety_compensation_units,CBA (document hosted under 2020 SERB contract identifier: 20-MED-02-0109),1,1,market_or_comparability_pressure,verified_locator_metadata_only
OH,Monroe,safety_and_non_safety_compensation_units,Fact-finding report (case year 2019; wage/comparison discussion tied to contract negotiation),1,1,market_or_comparability_pressure,verified_locator_metadata_only
OH,Mount Healthy,non_safety_comparator,"Effective wage schedule dates include 7/1/2021, 7/1/2022, 7/1/2023 (agreement period not fully specified in snippet)",1,1,non_safety_constraint_signal,verified_locator_metadata_only
OH,Munroe Falls,non_safety_comparator,"Effective July 1, 2022 through June 30, 2023",1,1,non_safety_constraint_signal,verified_locator_metadata_only
OH,Ontario,non_safety_comparator,Contract year spanning 2020–2021 (salary schedule effective beginning of the 2020-2021 contract; filename indicates 2020 SERB upload),1,1,non_safety_constraint_signal,verified_locator_metadata_only
OH,Ontario,non_safety_comparator,Contract year spanning 2022–2023 (filename indicates 2022 SERB upload; likely includes teacher wage/salary schedule and contract articles),1,1,non_safety_constraint_signal,verified_locator_metadata_only
OH,Orange,safety_and_non_safety_bargaining_units,2014-2024 target window,1,0,strike_or_no_strike_constraint,no_verified_source_lead_in_tier_a_b
OH,Oxford,non_safety_comparator,"January 1, 2019 through December 31, 2021",1,0,non_safety_constraint_signal,no_verified_source_lead_in_tier_a_b
OH,Oxford,non_safety_comparator,contains 2020 execution date; potential coverage may overlap 2019-2021 (exact term dates not confirmed from snippet),1,0,non_safety_constraint_signal,no_verified_source_lead_in_tier_a_b
OH,Oxford,non_safety_comparator,"three (3) year contract effective January 1, 2021 (end date not confirmed from snippet)",1,1,non_safety_constraint_signal,verified_locator_metadata_only
OH,Pepper Pike,non_safety_comparator,"inferred: 2017-01-01 through 2019-12-31 (agreement termination language references not prior to midnight Dec 31, 2019)",1,0,non_safety_constraint_signal,no_verified_source_lead_in_tier_a_b
OH,Perry,safety_and_non_safety_bargaining_units,2018 (conciliation award; CBA expiration/extension described in the award text but period not extracted),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
OH,Perry,safety_and_non_safety_bargaining_units,2018 (conciliation award; bargaining-cycle period not extracted),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
OH,Perrysburg,safety_and_non_safety_compensation_units,2018 - 2021,1,1,market_or_comparability_pressure,verified_locator_metadata_only
OH,Perrysburg,safety_and_non_safety_compensation_units,Term not fully inferred from snippet; document dated 4/13/2018 (SERB contract PDF).,1,1,market_or_comparability_pressure,verified_locator_metadata_only
OH,Poland,safety_and_non_safety_compensation_units,2014-2024 target window,1,0,market_or_comparability_pressure,no_verified_source_lead_in_tier_a_b
OH,Riverside,non_safety_comparator,"Effective July 1, 2019 through June 30, 2022",1,1,non_safety_constraint_signal,verified_locator_metadata_only
OH,Riverside,non_safety_comparator,"Effective July 1, 2022 through June 30, 2025",1,1,non_safety_constraint_signal,verified_locator_metadata_only
OH,Scioto,safety_and_non_safety_bargaining_units,"Fact-finding report dated March 18, 2025; includes bargaining history referencing 2024 negotiations/reopener within the document",1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
OH,Sheffield,non_safety_comparator,"effective January 1, 2020 to March 31, 2023",2,0,non_safety_constraint_signal,no_verified_source_lead_in_tier_a_b
OH,Springboro,non_safety_comparator,"2019-2021 (amendment states contract remains in force through June 30, 2021; includes salary schedule changes effective 7/1/2019)",1,1,non_safety_constraint_signal,verified_locator_metadata_only
OH,Springfield,safety_and_non_safety_bargaining_units,2014-2024 target window,2,0,strike_or_no_strike_constraint,no_verified_source_lead_in_tier_a_b
OH,Upper Sandusky,non_safety_comparator,"JULY 1, 2021 - JUNE 30, 2024",1,1,non_safety_constraint_signal,verified_locator_metadata_only
OH,Upper Sandusky,non_safety_comparator,"JULY 1, 2021 through JUNE 30, 2024",1,1,non_safety_constraint_signal,verified_locator_metadata_only
OH,Upper Sandusky,non_safety_comparator,"effective July 1, 2022 (incorporated into CBA in effect July 1, 2021 - June 30, 2024)",1,1,non_safety_constraint_signal,verified_locator_metadata_only
OH,Washington,safety_and_non_safety_bargaining_units,"Effective July 1, 2019 through June 30, 2022",1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
OH,Washington,safety_and_non_safety_bargaining_units,"Effective March 1, 2019 through February 28, 2022",1,0,strike_or_no_strike_constraint,no_verified_source_lead_in_tier_a_b
OH,Westerville,non_safety_comparator,"Includes salary base increases effective July 1, 2021; July 1, 2022; July 1, 2023 (within expected 2021–2023 window)",1,1,non_safety_constraint_signal,verified_locator_metadata_only
OH,Westerville,non_safety_comparator,"Signed in Westerville, Ohio, October 2021; SERB contract record associated with a time window including Jan 1, 2021–Dec 31, 2023 (per prior locked search result context)",1,0,non_safety_constraint_signal,no_verified_source_lead_in_tier_a_b
OK,Oklahoma City,non_safety_comparator,FY 2023-2024 (Support CBA FY24),1,0,non_safety_constraint_signal,no_verified_source_lead_in_tier_a_b
OK,Oklahoma City,non_safety_comparator,FY 2024-2025 (Teacher CBA 24-25),1,0,non_safety_constraint_signal,no_verified_source_lead_in_tier_a_b
OR,Milton-Freewater,non_safety_comparator,1993–1994 era (document caption/case context; lead only),1,1,non_safety_constraint_signal,verified_locator_metadata_only
OR,Milton-Freewater,non_safety_comparator,"2024–2027 (effective October 1, 2024 stated in document text snippet; lead only)",1,0,non_safety_constraint_signal,no_verified_source_lead_in_tier_a_b
OR,Milton-Freewater,non_safety_comparator,24–27 (exact dates not extracted; lead only),1,0,non_safety_constraint_signal,no_verified_source_lead_in_tier_a_b
PA,Bensalem,safety_and_non_safety_bargaining_units,"Six (6) year agreement expired June 30, (year not fully confirmed in lead snippet); factfinding hearing held Dec 12, 2018",1,0,strike_or_no_strike_constraint,no_verified_source_lead_in_tier_a_b
PA,Bristol,safety_and_non_safety_bargaining_units,2014 (article referencing arbitration outcome affecting police contract terms),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
PA,Bristol,safety_and_non_safety_bargaining_units,2014 (article referencing arbitration outcome affecting police contract terms/costs),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
PA,Caln,safety_and_non_safety_compensation_units,2018-2022 (as referenced in minutes),1,1,market_or_comparability_pressure,verified_locator_metadata_only
PA,Caln,safety_and_non_safety_compensation_units,"Term until June 30, 2026 (contains compensation clause tied to CBA holiday designation)",1,1,market_or_comparability_pressure,verified_locator_metadata_only
PA,Cheltenham,safety_and_non_safety_bargaining_units,Settlement agreement references arbitration framework; effective dates for the agreement appear within the PDF (within 2014-2024 window for this packet’s publication),1,0,strike_or_no_strike_constraint,no_verified_source_lead_in_tier_a_b
PA,Doylestown,non_safety_municipal_units,2014 Final Budget,1,1,fiscal_constraint_signal,verified_locator_metadata_only
PA,Ephrata,non_safety_comparator,2023-2027 (document snippet indicates successor coverage including 2027; targeted timeframe intersects 2023-2027),1,1,non_safety_constraint_signal,verified_locator_metadata_only
PA,Hempfield,safety_and_non_safety_bargaining_units,2019-2024 (collective bargaining agreement),1,0,strike_or_no_strike_constraint,no_verified_source_lead_in_tier_a_b
PA,Hempfield,safety_and_non_safety_bargaining_units,through June 2026 (secretarial agreement),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
PA,Hempfield,safety_and_non_safety_bargaining_units,through June 2027 (maintenance agreement),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
PA,Lower Makefield,safety_and_non_safety_bargaining_units,2014-2024 target window,1,0,strike_or_no_strike_constraint,no_verified_source_lead_in_tier_a_b
PA,Lower Paxton,safety_and_non_safety_bargaining_units,2024 budget cycle context (2023 actual; 2024 adopted/projected; CBA contractual increase noted),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
PA,Manheim,safety_and_non_safety_bargaining_units,Four-year term retroactive to 1/1/2024 (per minutes snippet for Resolution 2024–56),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
PA,Manheim,safety_and_non_safety_bargaining_units,Minutes reference (including) 2016 arbitration-related matter (exact CBA term not shown in locator snippet),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
PA,Manor,non_safety_municipal_units,2014-2024 target window,1,1,fiscal_constraint_signal,verified_locator_metadata_only
PA,Middletown,safety_and_non_safety_bargaining_units,2020 (document date; contract period not specified in locator snippet),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
PA,Millcreek,safety_and_non_safety_bargaining_units,"Successor agreement deadline tied to June 30, 2015; references arbitration decision dated 11/7/2016",1,0,strike_or_no_strike_constraint,no_verified_source_lead_in_tier_a_b
PA,Northampton,safety_and_non_safety_bargaining_units,"Memorandum of Agreement dated April 28, 2016; ratification referenced in minutes dated June 22, 2016 (full term not confirmed from snippet alone)",1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
PA,Patton,safety_and_non_safety_compensation_units,2023 – 2026 (CBA term stated in meeting minutes),1,1,market_or_comparability_pressure,verified_locator_metadata_only
PA,Pittsburgh,non_safety_comparator,"document shows a date marker (e.g., 7/1/2024 shown in search snippet)",1,0,non_safety_constraint_signal,no_verified_source_lead_in_tier_a_b
PA,Pittsburgh,non_safety_comparator,"six-year collective bargaining agreement signed Aug 4, 2020; issues salary increases through 2025",1,0,non_safety_constraint_signal,no_verified_source_lead_in_tier_a_b
PA,Pottstown,non_safety_comparator,"Three (3) year contract to expire December 31, 2026 (approved/authorized item dated Dec 11, 2023)",1,1,non_safety_constraint_signal,verified_locator_metadata_only
PA,Radnor,safety_and_non_safety_bargaining_units,Case/order issued in 2014 (grievance settlement / bargaining-unit representation dispute; contract referenced in charge attachments),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
PA,Radnor,safety_and_non_safety_bargaining_units,"Referenced as relating to Police collective bargaining agreement through December 31, 2018 (per search snippet; exact text not verified here)",1,0,strike_or_no_strike_constraint,no_verified_source_lead_in_tier_a_b
PA,Reading,non_safety_comparator,"Effective date referenced as November 23, 2020 and January 1, 2021 (MOU Exhibit A)",1,0,non_safety_constraint_signal,no_verified_source_lead_in_tier_a_b
PA,Reading,non_safety_comparator,"September 1, 2012 through August 31, 2019",1,1,non_safety_constraint_signal,verified_locator_metadata_only
PA,Salisbury,safety_and_non_safety_compensation_units,Police CBA covering 2021–2024 (document packet references the STPOA CBA and its timeframe),1,0,market_or_comparability_pressure,no_verified_source_lead_in_tier_a_b
PA,Scott,safety_and_non_safety_compensation_units,Five-year plan covers 2020-2024 workforce expense exhibits; discusses ongoing CBAs and pay scale/growth timing,1,0,market_or_comparability_pressure,no_verified_source_lead_in_tier_a_b
PA,Springettsbury,safety_and_non_safety_bargaining_units,2023-2027 indicated in snippet; exact term coverage for 2014-2024 not extracted,1,0,strike_or_no_strike_constraint,no_verified_source_lead_in_tier_a_b
PA,Springettsbury,safety_and_non_safety_bargaining_units,Published 2024-12; term not extracted (target window overlap possible for 2014-2024),1,0,strike_or_no_strike_constraint,no_verified_source_lead_in_tier_a_b
PA,Swatara,safety_and_non_safety_bargaining_units,"Representation matter; CBA expiration referenced as December 31, 2023 (collective bargaining agreement covering said employes expires on December 31, 2023)",1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
PA,Tredyffrin,safety_and_non_safety_bargaining_units,2016-2017 (as indicated by report period),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
PA,Tredyffrin,safety_and_non_safety_bargaining_units,Not stated on page (Act 111 interest arbitration award referenced; likely near 2013/2014 negotiations),1,0,strike_or_no_strike_constraint,no_verified_source_lead_in_tier_a_b
PA,Upper Gwynedd,safety_and_non_safety_compensation_units,2014-2024 target window,1,0,market_or_comparability_pressure,no_verified_source_lead_in_tier_a_b
PA,Upper Merion,safety_and_non_safety_bargaining_units,2023-2025 PARAMEDIC / EMT COLLECTIVE BARGAINING AGREEMENT (term referenced in packet),1,0,strike_or_no_strike_constraint,no_verified_source_lead_in_tier_a_b
PA,Upper Merion,safety_and_non_safety_bargaining_units,Amending current Collective Bargaining Agreement for contract years 2023 through 2027 (term referenced in agenda/item),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
PA,Upper Uwchlan,safety_and_non_safety_compensation_units,MOU period (not specified in the search snippet; likely within 2014-2024),1,1,market_or_comparability_pressure,verified_locator_metadata_only
PA,Warminster,safety_and_non_safety_bargaining_units,2018 (final orders page listing; PF-U-17-80-E listed under October 2018),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
PA,Wilkes-Barre,non_safety_comparator,Unknown (referenced as an “aforesaid Collective Bargaining Agreement” covering Article VII; posting date March 2020),1,0,non_safety_constraint_signal,no_verified_source_lead_in_tier_a_b
RI,Barrington,safety_and_non_safety_compensation_units,2014-2024 window (ordinance/pay schedule history may include amendments within the requested range),1,0,market_or_comparability_pressure,no_verified_source_lead_in_tier_a_b
RI,Barrington,safety_and_non_safety_compensation_units,2014-2024 window (page is a hub for multiple CBAs; specific contract years vary by linked PDF),1,1,market_or_comparability_pressure,verified_locator_metadata_only
RI,Burrillville,safety_and_non_safety_compensation_units,2019-2022,1,0,market_or_comparability_pressure,no_verified_source_lead_in_tier_a_b
RI,Johnston,safety_and_non_safety_bargaining_units,Listed contract end 06/30/2019 (CBA period in document),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
RI,Middletown,safety_and_non_safety_compensation_units,"Contains compensation adjustments effective 7/1/2023, 7/1/2024, 7/1/2025 (full agreement period not inferred here)",1,1,market_or_comparability_pressure,verified_locator_metadata_only
RI,Middletown,safety_and_non_safety_compensation_units,"July 1, 2021 through June 30, 2024",1,1,market_or_comparability_pressure,verified_locator_metadata_only
RI,Narragansett,safety_and_non_safety_compensation_units,Fiscal Year 2017-18,1,1,market_or_comparability_pressure,verified_locator_metadata_only
RI,Portsmouth,safety_and_non_safety_compensation_units,2022–2027 (restated/amended; revision 8/26/2024 referenced on the contracts index page),1,1,market_or_comparability_pressure,verified_locator_metadata_only
RI,South Kingstown,safety_and_non_safety_bargaining_units,"July 1, 2021 - June 30, 2024",1,0,strike_or_no_strike_constraint,no_verified_source_lead_in_tier_a_b
RI,South Kingstown,safety_and_non_safety_bargaining_units,"July 1, 2022 - June 30, 2025",1,0,strike_or_no_strike_constraint,no_verified_source_lead_in_tier_a_b
RI,South Kingstown,safety_and_non_safety_bargaining_units,"July 1, 2024 - June 30, 2027",1,0,strike_or_no_strike_constraint,no_verified_source_lead_in_tier_a_b
RI,Tiverton,safety_and_non_safety_compensation_units,Duration/term contained within Tiverton_Fire.pdf (includes pay/compensation articles and salary table content),1,1,market_or_comparability_pressure,verified_locator_metadata_only
RI,Tiverton,safety_and_non_safety_compensation_units,"JULY 1, 2016 — JUNE 30, 2019",1,1,market_or_comparability_pressure,verified_locator_metadata_only
SC,Beaufort,safety_and_non_safety_compensation_units,2021 resolution adopting/establishing pay plan (includes Appendix A pay plans within the document),1,1,market_or_comparability_pressure,verified_locator_metadata_only
SC,Beaufort,safety_and_non_safety_compensation_units,FY 2014 (wage and salary report referenced in 2014 agenda packet),1,1,market_or_comparability_pressure,verified_locator_metadata_only
SC,Cayce,safety_and_non_safety_compensation_units,2014 (agenda packet dated 10-7-14),1,0,market_or_comparability_pressure,no_verified_source_lead_in_tier_a_b
SC,Cayce,safety_and_non_safety_compensation_units,2014-2024 target window,1,0,market_or_comparability_pressure,no_verified_source_lead_in_tier_a_b
SC,Moncks Corner,safety_and_non_safety_compensation_units,FY2022 (Requested Budget; includes FOIA Salary Disclosure),1,1,market_or_comparability_pressure,verified_locator_metadata_only
TN,Athens,safety_and_non_safety_compensation_units,2022-12-01 (proposal date; study proposal),1,1,market_or_comparability_pressure,verified_locator_metadata_only
TN,Elizabethton,safety_and_non_safety_compensation_units,"FY 2023 (Adopted budget report as of June 30, 2022; includes multi-year actual columns)",1,1,market_or_comparability_pressure,verified_locator_metadata_only
TN,Goodlettsville,safety_and_non_safety_compensation_units,FY 2023/2024 budget presentation (FY24),1,0,market_or_comparability_pressure,no_verified_source_lead_in_tier_a_b
TN,Goodlettsville,safety_and_non_safety_compensation_units,FY 2024 (referenced as the implementation timing for a classification & compensation study),1,0,market_or_comparability_pressure,no_verified_source_lead_in_tier_a_b
TN,Manchester,safety_and_non_safety_compensation_units,2020 (contract),1,0,market_or_comparability_pressure,no_verified_source_lead_in_tier_a_b
TN,Manchester,safety_and_non_safety_compensation_units,2023-2024 (budget),1,0,market_or_comparability_pressure,no_verified_source_lead_in_tier_a_b
TN,Nashville-Davidson County,non_safety_comparator,Effective 7/1/2023 (pay tables),1,0,non_safety_constraint_signal,no_verified_source_lead_in_tier_a_b
TN,Nolensville,safety_and_non_safety_compensation_units,"Study report (recommendations; not a labor CBA), with projected staffing/wage assumptions described in-report",1,1,market_or_comparability_pressure,verified_locator_metadata_only
TN,Springfield,non_safety_municipal_units,Pay Plan / Compensation Policy (explicit reference to August 2016; broader personnel policy),1,0,fiscal_constraint_signal,no_verified_source_lead_in_tier_a_b
TX,Addison,safety_and_non_safety_compensation_units,2017-12-15 (agenda doc; classification/compensation pay update),1,0,market_or_comparability_pressure,no_verified_source_lead_in_tier_a_b
TX,Addison,safety_and_non_safety_compensation_units,Agenda packet (2025-06-24) referencing FY2024 pay plan ranges,1,1,market_or_comparability_pressure,verified_locator_metadata_only
TX,Alamo,non_safety_municipal_units,FY 2016-2017 budget document,1,1,fiscal_constraint_signal,verified_locator_metadata_only
TX,Alamo,non_safety_municipal_units,FY 2018-2019 budget document,1,1,fiscal_constraint_signal,verified_locator_metadata_only
TX,Alvin,safety_and_non_safety_bargaining_units,2019-2020 Collective Bargaining Labor Agreement (explicitly referenced); document appears to be around FY20/FY21 departmental reporting,1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
TX,Amarillo,non_safety_comparator,2021–2024 (historical context page; used only as a lead entry point to locate the term-specific agreement materials),1,0,non_safety_constraint_signal,no_verified_source_lead_in_tier_a_b
TX,Andrews,safety_and_non_safety_compensation_units,2014-2019 (publication appears to cover multiple fiscal years; exact year mapping requires on-page inspection),1,1,market_or_comparability_pressure,verified_locator_metadata_only
TX,Andrews,safety_and_non_safety_compensation_units,2021-2022 (operating budget cycle),1,1,market_or_comparability_pressure,verified_locator_metadata_only
TX,Bellaire,safety_and_non_safety_compensation_units,Budget consideration summary (dated/period not confirmed from search snippet),1,0,market_or_comparability_pressure,no_verified_source_lead_in_tier_a_b
TX,Bellaire,safety_and_non_safety_compensation_units,Referenced in 2024 council workshop materials (salary/range workshop; exact effective period not confirmed from search snippet),1,1,market_or_comparability_pressure,verified_locator_metadata_only
TX,Bryan,non_safety_comparator,"2016-2021 (overlaps May 2017 through Dec 31, 2019)",1,0,non_safety_constraint_signal,no_verified_source_lead_in_tier_a_b
TX,El Paso,non_safety_comparator,"September 1, 2018 through August 31, 2022",1,0,non_safety_constraint_signal,no_verified_source_lead_in_tier_a_b
TX,Fate,non_safety_municipal_units,FY 2016-2017,1,1,fiscal_constraint_signal,verified_locator_metadata_only
