document_identity_id,retained_content_hash_reference,retained_content_hash_status,extraction_case_id,text_table_detection_id,source_review_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,quantitative_source_row_count,quantitative_active_row_count,qualitative_source_row_count,qualitative_active_row_count,mixed_source_row_count,mixed_active_row_count,non_base_wage_source_row_count,non_base_wage_active_row_count,reference_and_exclusion_source_row_count,reference_and_exclusion_active_row_count,has_inactive_provenance_rows,has_duplicate_provenance,has_explicit_unresolved_conflict
doc_ccf20915869fb4e773bbc346,doc_ccf20915869fb4e773bbc346,opaque_sha256_derived_identity_from_frozen_selection,cex1000_81fc99519469e6b7197edfd5,ttd_7b75483d2726654f6823affd,sr_9a31676b6e2b8cc2c1f02689,NSCQ-CA-20260720-0751,CA,Dixon,CITY OF DIXON,police,cba,0,0,0,0,0,0,5,5,0,0,false,false,false
doc_cd1295957dff69425818fc8b,doc_cd1295957dff69425818fc8b,opaque_sha256_derived_identity_from_frozen_selection,cex1000_9228244ec3449638697eb3c6,ttd_958d4681539a89c83c49715e,sr_19059a9b47f5ad38fbace5dc,NSCQ-WA-20260720-0230,WA,Sumner,CITY OF SUMNER,police,cba,0,0,0,0,0,0,4,4,0,0,false,false,false
doc_cd3b19aaff8a09fe88ffeeb3,doc_cd3b19aaff8a09fe88ffeeb3,opaque_sha256_derived_identity_from_frozen_selection,cexrem_5b4367217a03a130c5a15a50,ttd_5ad3d74c0dcb1bc28e2f40ff,sr_b8702f59a10a34f08a9ea49f,NSCQ-TX-20260720-0011,TX,Fort Worth,CITY OF FORT WORTH,fire,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
doc_cd61bf18ee9aa2e7c7cf33b9,doc_cd61bf18ee9aa2e7c7cf33b9,opaque_sha256_derived_identity_from_frozen_selection,cex1000_f041c0d5ba2157c5061a68bd,ttd_25680bd08a0fe3df7f115601,sr_3955d7bd2f2c98d09752117f,NSCQ-OH-20260720-0558,OH,Cambridge,CITY OF CAMBRIDGE,non_safety,cba,0,0,0,0,0,0,2,2,0,0,false,false,false
doc_cd820d29340d4064159cc009,doc_cd820d29340d4064159cc009,opaque_sha256_derived_identity_from_frozen_selection,cexrem_7d13d1bfdd5b59ce53b1643a,ttd_fdca25f1716fbe9c62d33291,sr_4cb2882e8594d13844c4fc55,NSCQ-MI-20260720-0068,MI,Portage,CITY OF PORTAGE,fire,cba,0,0,0,0,0,0,5,5,0,0,false,false,false
doc_cda955476a5438a0106fdfa0,doc_cda955476a5438a0106fdfa0,opaque_sha256_derived_identity_from_frozen_selection,cexrem_23eff4de49e6864b07fed804,ttd_26f246dbd0cb52b8716c29b2,sr_dcaf8c9e80e8ba6271d71152,NSCQ-CA-20260720-0389,CA,Monterey Park,CITY OF MONTEREY PARK,non_safety,cba,0,0,1,1,0,0,1,1,0,0,false,false,false
doc_cdb29ebdcee1146216eb5a2e,doc_cdb29ebdcee1146216eb5a2e,opaque_sha256_derived_identity_from_frozen_selection,cex1000_b9d96cf87b1f0b7cf5c35375,ttd_f1e1d13a6d5015e66c84fbc4,sr_a688b7aec4314ed2ef31e90f,NSCQ-OH-20260720-0297,OH,Ashland,CITY OF ASHLAND,non_safety,cba,0,0,3,3,0,0,2,2,0,0,false,false,false
doc_cde39dc46cc6609266ae444d,doc_cde39dc46cc6609266ae444d,opaque_sha256_derived_identity_from_frozen_selection,cex_8f53bb6a9675f9abb76a9600,ttd_dce8abe8b1e04f56785dabbe,sr_7002d50e3facdd8b4c81b544,NSCQ-IL-20260720-0108,IL,Glenview,VILLAGE OF GLENVIEW,non_safety,cba,5,5,5,5,1,1,5,5,0,0,false,false,false
doc_cdfb4f236954a15c96ac0b16,doc_cdfb4f236954a15c96ac0b16,opaque_sha256_derived_identity_from_frozen_selection,cexrem_3f540ecceec49ea16393ab90,ttd_9104e712f04a1571f09e9626,sr_9501f16206fb264fa30ed394,NSCQ-OH-20260720-0296,OH,Ashland,CITY OF ASHLAND,non_safety,cba,1,1,3,3,1,1,3,3,0,0,false,false,false
doc_ce0e8e0c1e6ba4dc5364bc75,doc_ce0e8e0c1e6ba4dc5364bc75,opaque_sha256_derived_identity_from_frozen_selection,cexrem_06fa41bf90fd22e63ae80ddf,ttd_e7c2e7abf7ec4506ed526e3b,sr_52033c0c86a156ae75d3eb2c,NSCQ-WY-20260720-0001,WY,Cheyenne,CITY OF CHEYENNE,police,ordinance_or_policy,0,0,0,0,0,0,4,4,0,0,false,false,false
doc_ce346f7783c5c9c52189dd7d,doc_ce346f7783c5c9c52189dd7d,opaque_sha256_derived_identity_from_frozen_selection,cex1000_607bed36d7726512d9b05624,ttd_8ce84345355a64f7e4ce26a5,sr_ef96070ed05e31b2b15ca934,NSCQ-OH-20260720-0340,OH,Tiffin,CITY OF TIFFIN,non_safety,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
doc_ce4e700e7121a7ca9d82b012,doc_ce4e700e7121a7ca9d82b012,opaque_sha256_derived_identity_from_frozen_selection,cexrem_6d4ff82bb59049c0ad965e23,ttd_50e64cc34f5b7c26bbdd4b16,sr_45a4b781daed374bbd555082,NSCQ-CA-20260720-0320,CA,Yorba Linda,CITY OF YORBA LINDA,non_safety,cba,2,2,2,2,1,1,2,2,0,0,false,false,false
doc_ceb096d4e30e04101a9d9a9b,doc_ceb096d4e30e04101a9d9a9b,opaque_sha256_derived_identity_from_frozen_selection,cexrem_820e69a748d4c9301883f8b2,ttd_dce8cd18f65a5a5d0132fe04,sr_7a63f22890063f460f00eb57,NSCQ-MN-20260720-0073,MN,Richfield,CITY OF RICHFIELD,police,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
doc_cf1830c92e5e40d485e07d39,doc_cf1830c92e5e40d485e07d39,opaque_sha256_derived_identity_from_frozen_selection,cex_0444c966561f0e694bd255c9,ttd_54ca790e4c40c2ccd6aa6d2b,sr_d1ffd113e4f064390ba11057,NSCQ-IA-20260720-0015,IA,Urbandale,CITY OF URBANDALE,fire,cba,0,0,3,3,0,0,3,3,0,0,false,false,false
doc_cf4da1cd9ec04f4bb6289305,doc_cf4da1cd9ec04f4bb6289305,opaque_sha256_derived_identity_from_frozen_selection,cex_3e2fa308fbbb0a768ad0c2b0,ttd_b7f33b51e9e0006d6d6877ab,sr_cb7fb1a1f8c778e5c956f7ff,NSCQ-VA-20260720-0004,VA,Richmond,CITY OF RICHMOND,fire,cba,1,1,3,3,1,1,5,5,0,0,false,false,false
doc_cf6c06aaeaad097ce20cead5,doc_cf6c06aaeaad097ce20cead5,opaque_sha256_derived_identity_from_frozen_selection,cex_90d9f913a81a916d833709d0,ttd_4e070bb13f5cb09902bb25be,sr_b82e6e907b6827c3b1f5d874,NSCQ-WA-20260720-0011,WA,Bellevue,CITY OF BELLEVUE,police,cba,0,0,5,5,0,0,5,5,0,0,false,false,false
doc_cf826eb5a1710b371441f7f1,doc_cf826eb5a1710b371441f7f1,opaque_sha256_derived_identity_from_frozen_selection,cex_c6d05d65fa7623ed873ce04b,ttd_f8affd23585743d1709fd4ed,sr_0309741dad81c9569465c962,NSCQ-IA-20260720-0014,IA,Urbandale,CITY OF URBANDALE,police,cba,0,0,0,0,0,0,1,1,1,1,false,false,false
doc_cf88529d14e571fbfa616c20,doc_cf88529d14e571fbfa616c20,opaque_sha256_derived_identity_from_frozen_selection,cex1000_8fa8f1fd4cc2d5742d015f6f,ttd_3d2d74d057672fd0c9762b36,sr_bcd70abb6a05144aed1f1188,NSCQ-FL-20260720-0086,FL,Largo,CITY OF LARGO,police,cba,1,1,1,1,1,1,5,5,0,0,false,false,false
doc_cfcdcb9ce1e453b3296ab4ab,doc_cfcdcb9ce1e453b3296ab4ab,opaque_sha256_derived_identity_from_frozen_selection,cexrem_e71f4309c45190b81be6d99b,ttd_0594fdef1e67adfa418b51fb,sr_7a12a66f7b0f84bc41a183e7,NSCQ-TX-20260720-0058,TX,Pearland,CITY OF PEARLAND,police,cba,0,0,3,3,0,0,1,1,0,0,false,false,false
doc_cff8a366d95098b99901195f,doc_cff8a366d95098b99901195f,opaque_sha256_derived_identity_from_frozen_selection,cexrem_e4c22a5e3dce95c706562572,ttd_c235776dcf5a9b034edf3c9a,sr_07907a017b98b603ff950418,NSCQ-FL-20260720-0094,FL,Doral,CITY OF DORAL,police,cba,0,0,0,0,0,0,2,2,0,0,false,false,false
doc_d012f1c195c3437d4930460c,doc_d012f1c195c3437d4930460c,opaque_sha256_derived_identity_from_frozen_selection,cex1000_72341419b2f2c6621d7eb265,ttd_9cee58c42e414d68f006d7bf,sr_14bc4785b6b82b82c0cb7027,NSCQ-OH-20260720-0360,OH,Miamisburg,CITY OF MIAMISBURG,non_safety,cba,0,0,0,0,0,0,5,5,0,0,false,false,false
doc_d03d44d5c5e22ae00a9d7371,doc_d03d44d5c5e22ae00a9d7371,opaque_sha256_derived_identity_from_frozen_selection,cex_2ee94ea99bcda24d1a44ea76,ttd_eee9c26e27e25af9b9bb9083,sr_fb52323de75af5ca1a6cf480,NSCQ-WA-20260720-0055,WA,Olympia,CITY OF OLYMPIA,police,cba,5,4,3,3,1,1,3,3,0,0,true,false,false
doc_d0482960d739bce71618a1af,doc_d0482960d739bce71618a1af,opaque_sha256_derived_identity_from_frozen_selection,cexrem_b7915067c7bc718d8cf9aaa2,ttd_eedca81d3ced29e8b925d502,sr_80e65eb064a337033d313fc6,NSCQ-CA-20260720-0503,CA,Culver City,CITY OF CULVER CITY,police,cba,0,0,0,0,0,0,5,5,0,0,false,false,false
doc_d068e6f8972d7306560e93f2,doc_d068e6f8972d7306560e93f2,opaque_sha256_derived_identity_from_frozen_selection,cex1000_828b842fe27fb9a84e7709cc,ttd_5afe02792f9d026b9273b74a,sr_e86afa216274922d99671f36,NSCQ-OH-20260720-0271,OH,Broadview Heights,CITY OF BROADVIEW HEIGHTS,fire,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
doc_d0981607274642ec49b528a2,doc_d0981607274642ec49b528a2,opaque_sha256_derived_identity_from_frozen_selection,cexrem_429887ccf791ee39c62b7db7,ttd_bf88170ab5814c21ad51cd79,sr_51611ed5f425cd513ecd863a,NSCQ-ME-20260720-0041,ME,Caribou,CITY OF CARIBOU,police,cba,0,0,0,0,0,0,1,1,0,0,false,false,false
doc_d0aad00271222e6594b4ca45,doc_d0aad00271222e6594b4ca45,opaque_sha256_derived_identity_from_frozen_selection,cexrem_e2f8addc4ad1c9c40ffa7701,ttd_60f6d9bf194d94252de3af80,sr_5a36dc9c9d5950cbf169719f,NSCQ-MA-20260720-0032,MA,Brockton,CITY OF BROCKTON,non_safety,cba,0,0,0,0,0,0,5,5,0,0,false,false,false
doc_d0ad3a3e6d3c2bccbedcfa91,doc_d0ad3a3e6d3c2bccbedcfa91,opaque_sha256_derived_identity_from_frozen_selection,cexrem_fb7e37bca1d99d7659a6fc00,ttd_eb5c699da71cdd0d1615f213,sr_eecbcc4d07a511ab41c565dd,NSCQ-OH-20260720-0071,OH,Pickerington,CITY OF PICKERINGTON,police,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
doc_d102020f18917e035c6349b2,doc_d102020f18917e035c6349b2,opaque_sha256_derived_identity_from_frozen_selection,cex1000_b8d147ec704bed73aa0bf13e,ttd_961517977842d50a55b4dbaf,sr_8723e057b232fb8363961515,NSCQ-IL-20260720-0204,IL,East Moline,CITY OF EAST MOLINE,non_safety,cba,0,0,4,4,0,0,4,4,0,0,false,false,false
doc_d11fd63b4d803df64c61892b,doc_d11fd63b4d803df64c61892b,opaque_sha256_derived_identity_from_frozen_selection,cexrem_bc66f8789880f27c65cd1a08,ttd_22efac623cde05ad29d92744,sr_91411f1b3b0a3ad94dc8c2b0,NSCQ-IL-20260720-0065,IL,Belleville,CITY OF BELLEVILLE,non_safety,cba,0,0,0,0,0,0,3,3,0,0,false,false,false
doc_d13981bdad93b4ff96a26a4e,doc_d13981bdad93b4ff96a26a4e,opaque_sha256_derived_identity_from_frozen_selection,cexrem_f26098ab062312424f3ff0ca,ttd_f0abd510ea7d433527a459fe,sr_1a019e0a3ad5c24bdaa8ac1e,NSCQ-OH-20260720-0395,OH,Willowick,CITY OF WILLOWICK,police,cba,5,5,0,0,0,0,5,5,0,0,false,false,false
doc_d13b1fc846605822385d8827,doc_d13b1fc846605822385d8827,opaque_sha256_derived_identity_from_frozen_selection,cex_d311365a123de527d7950e4a,ttd_1161bec180f1b73ba765d9ba,sr_ac108846d0117628713a0f49,NSCQ-FL-20260720-0010,FL,Orlando,CITY OF ORLANDO,fire,cba,0,0,5,5,0,0,4,4,0,0,false,false,false
doc_d14bed4644d5723e491dd746,doc_d14bed4644d5723e491dd746,opaque_sha256_derived_identity_from_frozen_selection,cexrem_55629e08a38cb6a1c4ce9026,ttd_2e20219d83cb4a7eaf7f1ecf,sr_bc32c3e4a27a4b01403a7a29,NSCQ-FL-20260720-0037,FL,Palm Bay,CITY OF PALM BAY,police,cba,0,0,0,0,0,0,5,5,0,0,false,false,false
doc_d17532db1f6e31d7e3b3f5f1,doc_d17532db1f6e31d7e3b3f5f1,opaque_sha256_derived_identity_from_frozen_selection,cexrem_956398ad969fc9c57a011de6,ttd_a06b46268efbeccb3358b8e8,sr_fcce3ce9952ea97a954274ae,NSCQ-OH-20260720-0746,OH,Groveport,CITY OF GROVEPORT,police,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
doc_d193ee5c48ca8765acd2d22e,doc_d193ee5c48ca8765acd2d22e,opaque_sha256_derived_identity_from_frozen_selection,cexrem_87e419596360e92bcd4af16c,ttd_af8e018d3fd64becac557f2d,sr_c81d3bca5923f18fa553a628,NSCQ-GA-20260720-0002,GA,Savannah,CITY OF SAVANNAH,fire,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
doc_d1989231667afb85f22d5261,doc_d1989231667afb85f22d5261,opaque_sha256_derived_identity_from_frozen_selection,cex_af8d7dc334ba0eec22474847,ttd_ab645cccae6fd64aeb603d65,sr_6ee2d286252cc9f56a12ed7a,NSCQ-HI-20260720-0003,HI,Honolulu,CITY AND COUNTY OF HONOLULU,non_safety,cba,0,0,1,1,0,0,0,0,0,0,false,false,false
doc_d1d97a75226ae2bc738512a8,doc_d1d97a75226ae2bc738512a8,opaque_sha256_derived_identity_from_frozen_selection,cex_b26471f64f9e384674c41493,ttd_8e861bd2c1a8288eb2f035d4,sr_66f1bcfc906b687ba2b5f6b1,NSCQ-AK-20260720-0005,AK,Fairbanks,CITY OF FAIRBANKS,fire,memorandum_or_settlement,1,1,3,3,0,0,3,3,0,0,false,false,false
doc_d201518369b7467b407c6134,doc_d201518369b7467b407c6134,opaque_sha256_derived_identity_from_frozen_selection,cexrem_068a858f024fe200e93c887e,ttd_be02da7aff9aafd0005df3dd,sr_fed808b4c1b263c0d9da46c9,NSCQ-WI-20260720-0145,WI,Grafton,VILLAGE OF GRAFTON,police,cba,0,0,0,0,0,0,5,5,0,0,false,false,false
doc_d211ec7bac57c08da12b2a72,doc_d211ec7bac57c08da12b2a72,opaque_sha256_derived_identity_from_frozen_selection,cexrem_a3dc4a6f2373532e9cd6f5c1,ttd_54888ebb65f7d388f938ee93,sr_bdc9a9282b63194877a5a254,NSCQ-CA-20260720-0070,CA,Huntington Beach,CITY OF HUNTINGTON BEACH,police,cba,3,3,1,1,1,1,2,2,0,0,false,false,false
doc_d2136cb8a855c690e125b0d1,doc_d2136cb8a855c690e125b0d1,opaque_sha256_derived_identity_from_frozen_selection,cex_c71c4b120eb848488a21795f,ttd_7ef88d89c502f25f05c9114e,sr_17d760119fd798e31102faf3,NSCQ-VA-20260720-0019,VA,Charlottesville,CITY OF CHARLOTTESVILLE,fire,cba,4,4,4,4,0,0,4,4,0,0,false,false,false
doc_d219517e1a50e1570d5f09d1,doc_d219517e1a50e1570d5f09d1,opaque_sha256_derived_identity_from_frozen_selection,cexrem_f77ecddc31205980fa212b54,ttd_b88c37bad6c1c490d43af8b5,sr_1b8f43149ae081311c6fb81d,NSCQ-OH-20260720-0618,OH,Hubbard,CITY OF HUBBARD,non_safety,cba,1,1,1,1,1,1,1,1,0,0,false,false,false
doc_d226311bcf545250faf2cfa1,doc_d226311bcf545250faf2cfa1,opaque_sha256_derived_identity_from_frozen_selection,cexrem_6fc1d87177412698f35a90dc,ttd_e25766e0e5abd37b24299e95,sr_067e3af8f9fb7f2afc1a7fee,NSCQ-OH-20260720-0800,OH,Plain,TOWNSHIP OF PLAIN,fire,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
doc_d2273e314efe6e2eed84635a,doc_d2273e314efe6e2eed84635a,opaque_sha256_derived_identity_from_frozen_selection,cex_4ae96d4716c9d16f51e96338,ttd_ca6ed9fa870bc0b823eaf8f4,sr_618a668ac9b41a5cd4636847,NSCQ-FL-20260720-0063,FL,Fort Myers,CITY OF FORT MYERS,non_safety,wage_schedule_or_compensation_plan,5,5,0,0,0,0,0,0,0,0,false,false,false
doc_d2575b9eb45a2bf1997012cc,doc_d2575b9eb45a2bf1997012cc,opaque_sha256_derived_identity_from_frozen_selection,cexrem_b3ca3a49216d077c168039fc,ttd_b692566ad7ce62b173089f11,sr_106d290e9c588cf68ceb4b6a,NSCQ-OH-20260720-0349,OH,New Philadelphia,CITY OF NEW PHILADELPHIA,police,cba,0,0,0,0,0,0,1,1,0,0,false,false,false
doc_d25de88f370697c7e61516d8,doc_d25de88f370697c7e61516d8,opaque_sha256_derived_identity_from_frozen_selection,cex_d56afb42faccde857d6ceaba,ttd_59071f1304f68c0ceb658e8e,sr_d8df8f178d8fcf7c72635f70,NSCQ-FL-20260720-0187,FL,Edgewater,CITY OF EDGEWATER,non_safety,cba,3,1,3,3,1,1,2,2,0,0,true,false,false
doc_d2676d1b74bd757020867e61,doc_d2676d1b74bd757020867e61,opaque_sha256_derived_identity_from_frozen_selection,cex_7a035808de664d52ea7464bd,ttd_ed765c84a00300367a0b8763,sr_a3d1a5615d0d6f84b2e0c202,NSCQ-WA-20260720-0099,WA,Lake Stevens,CITY OF LAKE STEVENS,police,cba,2,2,2,2,1,1,2,2,0,0,false,false,false
doc_d333b9403ec23f26936e5ce9,doc_d333b9403ec23f26936e5ce9,opaque_sha256_derived_identity_from_frozen_selection,cex_a054238f75bb1897197edc0e,ttd_01678faa6bbe2bf305c9a133,sr_9ddf0193f57fe8b0370b162a,NSCQ-OH-20260720-0681,OH,Huron,CITY OF HURON,police,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
doc_d35526b6e96607b1c388ff06,doc_d35526b6e96607b1c388ff06,opaque_sha256_derived_identity_from_frozen_selection,cex1000_45d6824814a56c7b9dc97156,ttd_59b884393ab0f5321be21ae8,sr_9ace937c117ab8f030d04092,NSCQ-CA-20260720-0040,CA,Modesto,CITY OF MODESTO,non_safety,cba,0,0,0,0,0,0,4,4,0,0,false,false,false
doc_d37233a7ecfaadecb34e0c79,doc_d37233a7ecfaadecb34e0c79,opaque_sha256_derived_identity_from_frozen_selection,cex_76ce5cec8b6bf25552be5669,ttd_a27a160a6bf80e656da5d057,sr_82248856e6e7dc056052a730,NSCQ-NV-20260720-0011,NV,Reno,CITY OF RENO,non_safety,cba,3,1,3,3,0,0,4,4,0,0,true,false,false
doc_d382baf5b95c90d22b030e44,doc_d382baf5b95c90d22b030e44,opaque_sha256_derived_identity_from_frozen_selection,cexrem_5e34314a6f5b6d8d25a9e789,ttd_fa32ac11a95aea521e3f76e9,sr_03394887d8ae0e4e74b1f882,NSCQ-OH-20260720-0602,OH,Wauseon,CITY OF WAUSEON,police,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
doc_d3963f12e5b547dd4917f310,doc_d3963f12e5b547dd4917f310,opaque_sha256_derived_identity_from_frozen_selection,cex1000_342ab531be538e339cd57fe8,ttd_3b39989664585da4b347fcf6,sr_d449686f6ebda09cd3f5b338,NSCQ-MI-20260720-0079,MI,Jackson,CITY OF JACKSON,fire,cba,0,0,0,0,0,0,5,5,0,0,false,false,false
doc_d3a1364cc5fbcf674c53d103,doc_d3a1364cc5fbcf674c53d103,opaque_sha256_derived_identity_from_frozen_selection,cexrem_b198de09dae262191beb9f43,ttd_26948fff0b668c1abc792639,sr_789b82552b7bf8db4e517729,NSCQ-TX-20260720-0063,TX,New Braunfels,CITY OF NEW BRAUNFELS,police,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
doc_d3d06ec8757cfbc1a242e6f0,doc_d3d06ec8757cfbc1a242e6f0,opaque_sha256_derived_identity_from_frozen_selection,cexrem_ba8b41e59f0ce13febf5c1fb,ttd_10d84b8f79d819c47f1a4ccf,sr_4ee6fce6ddfd674a46638fc6,NSCQ-NH-20260720-0005,NH,Nashua,CITY OF NASHUA,police,cba,0,0,0,0,0,0,5,5,0,0,false,false,false
doc_d403a3cf904fa4239ce8d268,doc_d403a3cf904fa4239ce8d268,opaque_sha256_derived_identity_from_frozen_selection,cex1000_bd7eedc3eca02e2cbc3dd45e,ttd_b3a091875572f9e6d9a470a7,sr_e8c249165dee50726e10470a,NSCQ-WA-20260720-0165,WA,Washougal,CITY OF WASHOUGAL,police,cba,0,0,0,0,0,0,1,1,0,0,false,false,false
doc_d4512a1a4b549f337b590a5a,doc_d4512a1a4b549f337b590a5a,opaque_sha256_derived_identity_from_frozen_selection,cexrem_c415801ccef193d2f161a905,ttd_d69513226a752d5482619679,sr_bb37c111342c89ff55fb2fd3,NSCQ-OH-20260720-0064,OH,Cuyahoga Falls,CITY OF CUYAHOGA FALLS,police,cba,5,5,0,0,0,0,2,2,0,0,false,false,false
doc_d475e5b940b8c04d93f7d528,doc_d475e5b940b8c04d93f7d528,opaque_sha256_derived_identity_from_frozen_selection,cexrem_8b4761b392d7518d59505c0d,ttd_712e28d8b2f74b89394cb43c,sr_15be542a6a097f85975b6d10,NSCQ-OH-20260720-0712,OH,Uhrichsville,CITY OF UHRICHSVILLE,police,cba,0,0,0,0,0,0,5,5,0,0,false,false,false
doc_d4989a163f5b9238af5e9101,doc_d4989a163f5b9238af5e9101,opaque_sha256_derived_identity_from_frozen_selection,cexrem_1b5c6e679d98e86b0450078a,ttd_b4835883f16ca108b6eeebd0,sr_926ce637873440d218cbd95b,NSCQ-OH-20260720-0682,OH,Huron,CITY OF HURON,police,cba,3,3,2,2,1,1,5,5,0,0,false,false,false
doc_d4c895e36494fabe9dae6476,doc_d4c895e36494fabe9dae6476,opaque_sha256_derived_identity_from_frozen_selection,cexrem_1030c5a0a625b0094c584f7b,ttd_a666dbe4a533c913c5f1d0e2,sr_52043e030e490d0f494ba7eb,NSCQ-WA-20260720-0225,WA,Snoqualmie,CITY OF SNOQUALMIE,fire,cba,0,0,0,0,0,0,2,2,0,0,false,false,false
doc_d4e8f84a7ff11a0fc59fba54,doc_d4e8f84a7ff11a0fc59fba54,opaque_sha256_derived_identity_from_frozen_selection,cexrem_af52a83b90feb45a6204424f,ttd_aaf653d34ebeaf4622f40676,sr_8de8098f7bc623f4c9ee9182,NSCQ-CA-20260720-0542,CA,La Puente,CITY OF LA PUENTE,non_safety,cba,1,1,2,2,1,1,2,2,0,0,false,false,false
doc_d4f8e4858ce5273c95c26fb7,doc_d4f8e4858ce5273c95c26fb7,opaque_sha256_derived_identity_from_frozen_selection,cex_1673b6dcdf53f531acdc832e,ttd_6d2bc365d268a0469c0d525f,sr_af8bae5e93d7829ae1d66c97,NSCQ-MI-20260720-0011,MI,Ann Arbor,CITY OF ANN ARBOR,police,cba,3,3,2,2,1,1,3,3,0,0,false,false,false
doc_d55539619cecce8f1d6c0eeb,doc_d55539619cecce8f1d6c0eeb,opaque_sha256_derived_identity_from_frozen_selection,cex_edaff7347bc9159b42d71422,ttd_d98876a441b30bca257e16d4,sr_afcde77296f2b331fb959973,NSCQ-MI-20260720-0012,MI,Ann Arbor,CITY OF ANN ARBOR,non_safety,cba,3,3,2,2,1,1,3,3,0,0,false,false,false
doc_d5be18d1719af03adfcedbab,doc_d5be18d1719af03adfcedbab,opaque_sha256_derived_identity_from_frozen_selection,cex_35985d1f940adfa358dae2fe,ttd_10fae1fda36f34074d4b9f30,sr_d4d5455f93938dd21c46cf6d,NSCQ-WA-20260720-0220,WA,Cheney,CITY OF CHENEY,non_safety,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
doc_d5e823bf6535203d464763b7,doc_d5e823bf6535203d464763b7,opaque_sha256_derived_identity_from_frozen_selection,cex_fbd8c7925a48246c8fcf6375,ttd_c36fe8b18518fc2f384e97f7,sr_b490d1d764fbac1e0499f4cb,NSCQ-NY-20260720-0042,NY,Watertown,CITY OF WATERTOWN,non_safety,cba,3,3,5,5,0,0,4,4,0,0,false,false,false
doc_d5f00c8ade08f76152fa9e21,doc_d5f00c8ade08f76152fa9e21,opaque_sha256_derived_identity_from_frozen_selection,cex1000_5b6d161f0b61ac989baa63a8,ttd_5c83741f37993a354d053545,sr_3a016655356386d166d110f9,NSCQ-MA-20260720-0035,MA,Cambridge,CITY OF CAMBRIDGE,fire,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
doc_d5f7f25a56eac803ffb0b880,doc_d5f7f25a56eac803ffb0b880,opaque_sha256_derived_identity_from_frozen_selection,cexrem_3563a7eda2480dafb04cff50,ttd_8d45e8ef7f75464dfda6333a,sr_985cd9c20a9876a044929df6,NSCQ-WA-20260720-0208,WA,Yelm,CITY OF YELM,non_safety,cba,0,0,0,0,0,0,3,3,0,0,false,false,false
doc_d61e7c78a1610a9a96dc7c29,doc_d61e7c78a1610a9a96dc7c29,opaque_sha256_derived_identity_from_frozen_selection,cexrem_b5e924e6f21b09d313c6ce12,ttd_4387a342f06c5a878731600e,sr_1d5f34b806017a54333c766e,NSCQ-CA-20260720-0584,CA,Poway,CITY OF POWAY,fire,wage_schedule_or_compensation_plan,5,5,0,0,0,0,0,0,0,0,false,false,false
doc_d63f6673f4b0234ca973815e,doc_d63f6673f4b0234ca973815e,opaque_sha256_derived_identity_from_frozen_selection,cex1000_ec7a1aceb42a04736f3abbac,ttd_52d0393a1118bf8b093af0ac,sr_826a34c750184090cdfa12c3,NSCQ-IL-20260720-0202,IL,East Moline,CITY OF EAST MOLINE,police,cba,5,5,4,4,1,1,4,4,0,0,false,false,false
doc_d65f2e2038ce319f4a8cb2b0,doc_d65f2e2038ce319f4a8cb2b0,opaque_sha256_derived_identity_from_frozen_selection,cex1000_96c39c50fdee03efe699009d,ttd_77b37337dbbb031532e80e10,sr_6c664f9479584e46f85f05b7,NSCQ-OH-20260720-0334,OH,Aurora,CITY OF AURORA,fire,cba,1,1,0,0,0,0,0,0,0,0,false,false,false
doc_d674c119db187af55a841623,doc_d674c119db187af55a841623,opaque_sha256_derived_identity_from_frozen_selection,cexrem_32d564bfc4d6faea175d9e3b,ttd_aad88dfeaa23664373c82288,sr_893560a9a5fd893961c3821a,NSCQ-OH-20260720-0436,OH,University Heights,CITY OF UNIVERSITY HEIGHTS,fire,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
doc_d6fc539a1c0e1cdf369f7248,doc_d6fc539a1c0e1cdf369f7248,opaque_sha256_derived_identity_from_frozen_selection,cex1000_37ab65610bc709c08d69df13,ttd_66d8169c24d008062e5321ca,sr_19802be8d4ea619ca0aa6dbb,NSCQ-CA-20260720-0269,CA,Tustin,CITY OF TUSTIN,non_safety,cba,1,1,0,0,0,0,1,1,0,0,false,false,false
doc_d73e52311eb6c7604548cc6d,doc_d73e52311eb6c7604548cc6d,opaque_sha256_derived_identity_from_frozen_selection,cex1000_de3cd3c391240d0fed455faa,ttd_0c69a1c7225a927b4013a1de,sr_b1be8e090c386e0a188e949e,NSCQ-OH-20260720-0366,OH,Fairview Park,CITY OF FAIRVIEW PARK,fire,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
