municipality,attempted_count,extracted_ok_count,empty_or_too_short_count,low_text_density_count,suspected_bad_text_layer_count,html_noisy_or_shell_count,other_document_extraction_unsupported_count,extraction_error_count
Warren,7,7,0,0,0,0,0,0
Warrensburg,2,2,0,0,0,0,0,0
Warrenton,1,1,0,0,0,0,0,0
Warsaw,5,5,0,0,0,0,0,0
Washburn,3,1,0,0,0,2,0,0
Washington,10,10,0,0,0,0,0,0
Washington Grove,2,2,0,0,0,0,0,0
Washington Terrace,1,1,0,0,0,0,0,0
Watchung,2,2,0,0,0,0,0,0
Water Valley,2,2,0,0,0,0,0,0
Waterboro,2,2,0,0,0,0,0,0
Waterford charter,1,1,0,0,0,0,0,0
Waterloo,5,5,0,0,0,0,0,0
Watertown,5,5,0,0,0,0,0,0
Watervliet,2,2,0,0,0,0,0,0
Watford City,1,1,0,0,0,0,0,0
Wauchula,1,1,0,0,0,0,0,0
Wauconda,3,3,0,0,0,0,0,0
Waukon,2,2,0,0,0,0,0,0
Waupaca,1,1,0,0,0,0,0,0
Waverly,2,2,0,0,0,0,0,0
Waxhaw,1,1,0,0,0,0,0,0
Waycross,1,1,0,0,0,0,0,0
Wayne,5,5,0,0,0,0,0,0
Waynesboro,3,3,0,0,0,0,0,0
Waynesville,4,4,0,0,0,0,0,0
Weare,3,3,0,0,0,0,0,0
Weatherford,4,4,0,0,0,0,0,0
Weathersfield,2,2,0,0,0,0,0,0
Webb City,1,1,0,0,0,0,0,0
Webster,1,1,0,0,0,0,0,0
Webster City,1,1,0,0,0,0,0,0
Weddington,2,1,0,0,0,1,0,0
Weeping Water,2,0,0,0,0,2,0,0
Weiser,2,2,0,0,0,0,0,0
Wellington,3,3,0,0,0,0,0,0
Wells,1,1,0,0,0,0,0,0
Wells River,1,1,0,0,0,0,0,0
Wellton,1,1,0,0,0,0,0,0
Wentzville,2,1,0,0,0,1,0,0
Wessington Springs,2,2,0,0,0,0,0,0
West Bloomfield charter,4,4,0,0,0,0,0,0
West Bountiful,1,1,0,0,0,0,0,0
West Columbia,5,5,0,0,0,0,0,0
West Deptford,1,1,0,0,0,0,0,0
West Greenwich,1,1,0,0,0,0,0,0
West Lafayette,1,1,0,0,0,0,0,0
West Long Branch,1,1,0,0,0,0,0,0
West Manchester,1,1,0,0,0,0,0,0
West Miami,1,1,0,0,0,0,0,0
West Park,1,1,0,0,0,0,0,0
West Plains,1,1,0,0,0,0,0,0
West Point,2,1,0,0,0,1,0,0
West Salem,3,3,0,0,0,0,0,0
West University Place,1,1,0,0,0,0,0,0
West View,1,1,0,0,0,0,0,0
West Wendover,2,2,0,0,0,0,0,0
West Yellowstone,3,3,0,0,0,0,0,0
Westchester,4,4,0,0,0,0,0,0
Westerly,2,1,0,0,0,1,0,0
Westernport,1,1,0,0,0,0,0,0
Westford,3,3,0,0,0,0,0,0
Westlake,1,1,0,0,0,0,0,0
Westminster,2,2,0,0,0,0,0,0
Westport,3,3,0,0,0,0,0,0
Westwego,3,3,0,0,0,0,0,0
Wharton,2,2,0,0,0,0,0,0
Wheat Ridge,1,0,0,0,0,1,0,0
Wheatfield,1,1,0,0,0,0,0,0
Wheatland,1,1,0,0,0,0,0,0
White Bluff,1,1,0,0,0,0,0,0
White Castle,1,1,0,0,0,0,0,0
White City metro,1,1,0,0,0,0,0,0
White House,1,1,0,0,0,0,0,0
White Mountain,1,1,0,0,0,0,0,0
White Oak,3,3,0,0,0,0,0,0
White Sulphur Springs,2,2,0,0,0,0,0,0
Whitehall,2,2,0,0,0,0,0,0
Whitestown,2,2,0,0,0,0,0,0
Whitewood,1,1,0,0,0,0,0,0
Whittier,1,1,0,0,0,0,0,0
Wilber,1,1,0,0,0,0,0,0
Wilder,2,2,0,0,0,0,0,0
Willamina,1,1,0,0,0,0,0,0
Willard,3,3,0,0,0,0,0,0
Willcox,2,2,0,0,0,0,0,0
Williams,3,3,0,0,0,0,0,0
Williamsburg,4,4,0,0,0,0,0,0
Williamston,2,0,0,0,0,2,0,0
Williamstown,3,3,0,0,0,0,0,0
Williston,7,7,0,0,0,0,0,0
Wilmington,1,1,0,0,0,0,0,0
Wilmore,1,1,0,0,0,0,0,0
Wilton,3,3,0,0,0,0,0,0
Wilton Manors,1,1,0,0,0,0,0,0
Winchester,2,2,0,0,0,0,0,0
Windham,3,3,0,0,0,0,0,0
Windsor,1,1,0,0,0,0,0,0
Windsor Locks,2,2,0,0,0,0,0,0
Winfield,5,5,0,0,0,0,0,0
Winlock,1,1,0,0,0,0,0,0
Winnfield,1,1,0,0,0,0,0,0
Winslow,1,1,0,0,0,0,0,0
Winston,1,1,0,0,0,0,0,0
Winterport,2,2,0,0,0,0,0,0
Winterset,2,2,0,0,0,0,0,0
Winterville,1,1,0,0,0,0,0,0
Wiscasset,3,3,0,0,0,0,0,0
Wisconsin Dells,1,1,0,0,0,0,0,0
Wolcott,1,1,0,0,0,0,0,0
Wolfeboro,1,1,0,0,0,0,0,0
Wood River,1,1,0,0,0,0,0,0
Wood-Ridge,2,2,0,0,0,0,0,0
Woodbridge,1,1,0,0,0,0,0,0
Woodbury,3,3,0,0,0,0,0,0
Woodhaven,3,3,0,0,0,0,0,0
Woodland Park,1,1,0,0,0,0,0,0
Woodsfield,2,2,0,0,0,0,0,0
Woodstock,5,4,0,0,0,1,0,0
Woodward,4,4,0,0,0,0,0,0
Woolwich,1,1,0,0,0,0,0,0
Worthing,1,1,0,0,0,0,0,0
Wright,1,1,0,0,0,0,0,0
Wyckoff,1,1,0,0,0,0,0,0
Wymore,2,2,0,0,0,0,0,0
Wyndmere,2,1,0,0,0,1,0,0
Wynne,2,2,0,0,0,0,0,0
Wyoming,4,3,0,0,0,1,0,0
Wytheville,1,1,0,0,0,0,0,0
Yamhill,1,1,0,0,0,0,0,0
Yarmouth,5,5,0,0,0,0,0,0
Yerington,2,2,0,0,0,0,0,0
Yorktown,1,1,0,0,0,0,0,0
Youngsville,1,1,0,0,0,0,0,0
Youngtown,1,0,0,0,0,1,0,0
Yukon,1,1,0,0,0,0,0,0
Zachary,1,1,0,0,0,0,0,0
Zeeland,1,1,0,0,0,0,0,0
Zillah,3,3,0,0,0,0,0,0
Zimmerman,2,2,0,0,0,0,0,0
Zumbrota,2,2,0,0,0,0,0,0
