aggressive_tier,caveat,claim_links,corroboration_status,direction,formula,magnitude,raw_values,relaxation_rule,result_id,semantic_outcome,source_basis,source_coordinates,source_count,source_ids,source_record_id,strict_eligibility,unit_type
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-6288793bdd21202a41a16c99,unresolved_rejected_from_math,55567,"{""character_end"": """", ""character_start"": """", ""column"": ""5"", ""page"": """", ""row"": ""5"", ""table_id"": ""html_table_1214""}",1,EXTSOURCE-9b301cbf2dc9009a9d0d1bc3,XREVIEW-f3cfb51efe7e63a3604b0901,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-2ebe47dceb550179cd9fd026,unresolved_rejected_from_math,114265,"{""character_end"": """", ""character_start"": """", ""column"": ""2"", ""page"": """", ""row"": ""14"", ""table_id"": ""html_table_1438""}",1,EXTSOURCE-9b301cbf2dc9009a9d0d1bc3,XREVIEW-f50fa3d69019637b6dd5a807,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-1620554a62d89394911d580b,unresolved_rejected_from_math,DSS-05-007,"{""character_end"": """", ""character_start"": """", ""column"": ""1"", ""page"": """", ""row"": ""2476"", ""table_id"": ""html_table_1""}",1,EXTSOURCE-139e2c2febabe90bc334030f,XREVIEW-f614c8186b26dd7605b74a5d,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-2a9656a8ceee3bdaecc8b10c,unresolved_rejected_from_math,56900,"{""character_end"": """", ""character_start"": """", ""column"": ""2"", ""page"": """", ""row"": ""5"", ""table_id"": ""html_table_766""}",1,EXTSOURCE-9b301cbf2dc9009a9d0d1bc3,XREVIEW-f6cb86714a3e47549d029e55,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-ce2f69a074b3c121041e79e8,unresolved_rejected_from_math,101672,"{""character_end"": """", ""character_start"": """", ""column"": ""5"", ""page"": """", ""row"": ""3"", ""table_id"": ""html_table_998""}",1,EXTSOURCE-94ded4c1c8d8aedd37e63d9b,XREVIEW-f757f8247efbc4c85229a3e3,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-40daa0c79b580c05e27e505f,unresolved_rejected_from_math,05900,"{""character_end"": """", ""character_start"": """", ""column"": ""2"", ""page"": """", ""row"": ""97"", ""table_id"": ""html_table_10""}",1,EXTSOURCE-5daf48732f6f0a0b0c146a9a,XREVIEW-f997f84410a071de1b253914,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-40acc1054bf699d5f27a2f75,unresolved_rejected_from_math,South Middleton Township,"{""character_end"": """", ""character_start"": """", ""column"": ""3"", ""page"": """", ""row"": ""2"", ""table_id"": ""html_table_21""}",1,EXTSOURCE-27f43945f2ffe7fd43fca30b,XREVIEW-fa2872203542873541de12a0,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-16e895a5d5611eea73b5e667,unresolved_rejected_from_math,170456,"{""character_end"": """", ""character_start"": """", ""column"": ""9"", ""page"": """", ""row"": ""6"", ""table_id"": ""html_table_662""}",1,EXTSOURCE-9d68f7a197a1422459ffbad0,XREVIEW-fa9d759bda79166eb88f864a,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-48be6a09cbe1489fc99d63da,unresolved_rejected_from_math,32106,"{""character_end"": """", ""character_start"": """", ""column"": ""7"", ""page"": """", ""row"": ""2"", ""table_id"": ""html_table_1470""}",1,EXTSOURCE-d18f3cfa7146b4081b1f4564,XREVIEW-fb55802e3c421b55bd7cd621,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-73e0de08371647162cf44e19,unresolved_rejected_from_math,60388,"{""character_end"": """", ""character_start"": """", ""column"": ""10"", ""page"": """", ""row"": ""3"", ""table_id"": ""html_table_1854""}",1,EXTSOURCE-d18f3cfa7146b4081b1f4564,XREVIEW-fdf201346b0caa08077bd842,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-dc6d08ddcca332fbb308e2ef,unresolved_rejected_from_math,S0501_C05_017E,"{""character_end"": """", ""character_start"": """", ""column"": ""1"", ""page"": """", ""row"": ""2261"", ""table_id"": ""html_table_1""}",1,EXTSOURCE-147d69f5a810acff834a01d3,XREVIEW-ff2abff319fd3149ac967f7c,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-b2dcdcfc72494e2cc8edf378,unresolved_rejected_from_math,59252,"{""character_end"": """", ""character_start"": """", ""column"": ""4"", ""page"": """", ""row"": ""5"", ""table_id"": ""html_table_1218""}",1,EXTSOURCE-9d68f7a197a1422459ffbad0,XREVIEW-ffbfe39e829008257124583f,unresolved_conflict,conflict
