selection_rank,extraction_case_id,document_identity_id,text_table_detection_id,pdf_readiness_id,source_review_id,candidate_queue_row_id,triage_id,verification_id,state,municipality,government_name,unit_type,candidate_source_type,contract_period_start,contract_period_end,content_artifact_path,content_hash,pdf_page_count,text_layer_status,wage_table_signal,extraction_pilot_priority,candidate_wage_pages,selection_score,selection_reason_codes,matched_group_id,matched_non_safety_selected,matched_non_safety_case_id,planned_lane,gate3_category,gate3_confidence,existing_rendered_page_count,selection_status,cumulative_cohort,requires_gabriel,seed_selection_rank,inventory_rows_for_content_hash,duplicate_hash_representative_rule,excluded_duplicate_detection_ids
581,cexrem_238b73560e5c16e21d183b25,doc_97433e67fb368fd1f2cb0d6a,ttd_96b606e19e5e475476af4baf,pr_3388a72e26cd66ebd937d11b,sr_3609daf3d0833af58b562d77,NSCQ-OH-20260720-0141,TRI-9865ed3978c5104f3ee4,VER-cc9091ed0bde5d709429,OH,North Royalton,CITY OF NORTH ROYALTON,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0139_sr_3609daf3d0833af58b562d77.pdf,899bac5fc46fa30946ef388217ad7e0c11359a8599ade508c95fb4a30bc8cc97,34,present,possible,p2,"8,12,16,33",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH,match_c7a977b518a6cdfe9d6b23cf,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
582,cexrem_40583a88bdde619507293e8f,doc_37990a9c2d5751bc79d96e80,ttd_549e3a5d63d792240058fdb8,pr_a79b45056b8e49ca3dba6e3a,sr_c90507c5afb016910a457d33,NSCQ-OH-20260720-0717,TRI-2c7184dec591295ec79b,VER-ec741c8b779288295dc1,OH,Northwood,CITY OF NORTHWOOD,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0358_sr_c90507c5afb016910a457d33.pdf,e86e0f48f6b1cc62c96c0278aaba32fc657a5863c5a1f30f69fd62db86d49aad,39,present,possible,p2,"9,18,22",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|MATCHED_NON_SAFETY_OPPORTUNITY,match_b0759d2e3cfed513ea135826,yes,cex1000_ccfb83b3fe367eb8b05790f9,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
583,cexrem_063dd66522a960f84895d42c,doc_a7ec8649f22d1bad1706dab8,ttd_7aa0e1eb1abb277c2f20f977,pr_e26f2a32754ad2e6a4adb304,sr_4276de4a9bf3552f4fe766cb,NSCQ-OH-20260720-0654,TRI-bdf03306613f51ceb425,VER-8cadb4388032af09918e,OH,Oberlin,CITY OF OBERLIN,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0410_sr_4276de4a9bf3552f4fe766cb.pdf,c22b86d2b8535daaf62d9a845635a486eb0eb95e556fe57f9392a2dd90965e48,1,present,unlikely,p3,,0.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH,match_31a7e25dfb489afa442bb8e8,no,,mixed,qual_mechanism_ready,low,1,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
584,cexrem_6334da46c3748079926a6351,doc_db2db4e56cd42528e6cc458b,ttd_d089178ca90bdd0add9edaad,pr_7c80eeb30c70dba17dd305a2,sr_2b826123bcc7f3536de95c70,NSCQ-OH-20260720-0733,TRI-1ac26dd348c5a42dba97,VER-638e5cd2c84d97aedd76,OH,Olmsted Falls,CITY OF OLMSTED FALLS,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0215_sr_2b826123bcc7f3536de95c70.pdf,4042d609d2467196a7237ee21e262b03d71620bc1b187efbeb40949bfdaf9552,29,present,likely,p1,"7,13,17",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY|MATCHED_NON_SAFETY_OPPORTUNITY,match_6aac0ffe4e00eecef50e373d,yes,cexrem_6334da46c3748079926a6351,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
585,cexrem_8bffe7b4078a12883d15352b,doc_f37f6f0a262ddf5c684fcd4c,ttd_509edec1978d473db9432554,pr_972d3ed5b2a79b74c6b603b3,sr_11c831c5e100530c66376425,NSCQ-OH-20260720-0645,TRI-0bf5d5305086309989f1,VER-f55c900210501518d2d8,OH,Ontario,CITY OF ONTARIO,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0344_sr_11c831c5e100530c66376425.pdf,90f652832d96e759ae8a9c311c2c051ca357b90061651c1ae6873c6f7b0fd01b,50,present,possible,p2,"2,12,23,49",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH,match_6560a2979c346806b252dd04,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
586,cexrem_9ce61e7a48f9cf65206138ce,doc_d74f0fc0e24036274f2f2d08,ttd_f01b73a699f2dbfd098c5ad5,pr_c0ec08db32416c34ba95dbb2,sr_2f02bfe9e58c211ee872545b,NSCQ-OH-20260720-0646,TRI-8e9d1249c64b79fc2091,VER-7d7083e91757fd95a8f9,OH,Ontario,CITY OF ONTARIO,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0362_sr_2f02bfe9e58c211ee872545b.pdf,f6fceefda0c19fe51b9a985bb5dc092fc14d0a9594c8fd10b2b7ea271b981779,50,present,possible,p2,"2,12,23",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH,match_6560a2979c346806b252dd04,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
587,cexrem_d16d9b8ee23580d1da570099,doc_8960660b940648cd6af6a69e,ttd_52bfc7bf1f2eb3f94be2bb1e,pr_07886e4c5ea8009b82764e9d,sr_1c27e0698c4fcbed234b8f6c,NSCQ-OH-20260720-0268,TRI-41a7e71283a28a147ab2,VER-90a672caa8f6068ad54d,OH,Oregon,CITY OF OREGON,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0134_sr_1c27e0698c4fcbed234b8f6c.pdf,8a56223594b2ec8a402a418357369727eb23beb1f54e11291ef9d790048c6c89,89,present,possible,p2,2,12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH,match_9bcd77c84686888958970573,no,,quantitative,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
588,cexrem_8889a2ab71970cf49a797991,doc_c6dfd8545ce46975fce43fae,ttd_0fa1b8879d67ea74649687a3,pr_8fe2b5a73b9e75dc1ee8c118,sr_13feca5ff0ae167869b59c9c,NSCQ-OH-20260720-0267,TRI-e9b384c587176d7b6525,VER-9c7178fe5f6be900c902,OH,Oregon,CITY OF OREGON,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0067_sr_13feca5ff0ae167869b59c9c.pdf,46fc9590590d9255e7b661d023e0d1b8c70ad5d351b51e0d06ff20ae4ae859fb,82,present,possible,p2,"42,46",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH,match_9bcd77c84686888958970573,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
589,cexrem_143ce38638b94fcbb8e25967,doc_0ebee1ceeff70373e10b636c,ttd_e177e3e3039095ccea8d6603,pr_deb9d63f135d4355dab71abd,sr_dd62b8761c45970ea961d261,NSCQ-OH-20260720-0273,TRI-518452295046f9fad5d5,VER-4ef912ab79d200fa5968,OH,Oxford,CITY OF OXFORD,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0345_sr_dd62b8761c45970ea961d261.pdf,f5e591c69d18936e17f5a9ef52f396e9a0a2d93fd2a352aedca8ce3594bd8315,29,present,likely,p1,"2,10,13,15,17,29",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY,match_a860962698f3c47a7ea1475d,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
590,cexrem_5fba465916f7f14b04c81c19,doc_70aac4f4bb014794a9ee2f3b,ttd_424215e1a09e805b2c9f4fbc,pr_32b6d644f7305e567dd7515c,sr_291785dc591252b2d59858a5,NSCQ-OH-20260720-0274,TRI-84bf9cae583da4e7b889,VER-8921abcead74974a8ad5,OH,Oxford,CITY OF OXFORD,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0363_sr_291785dc591252b2d59858a5.pdf,ba1a650ddba69729946a40a225567d85892807085409c4f9a9f3f75690cec436,20,present,possible,p2,"2,11",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH,match_a860962698f3c47a7ea1475d,no,,quantitative,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
591,cexrem_c20cdcf2e0996c8b936251e0,doc_dbe5bdce453c666c73afff25,ttd_32cfa63a575ecb7ec623e93a,pr_f5b54a7670f0cc8d2a9e274d,sr_0eec129eee2104b632879c39,NSCQ-OH-20260720-0307,TRI-889649eadb7be2a6c37b,VER-8219895a513d7284cf13,OH,Pataskala,CITY OF PATASKALA,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0064_sr_0eec129eee2104b632879c39.pdf,512386e04cd13ea5b9060dd9d6ff02b9159f13c54f8563f6cc4df0d0f75b68bf,34,present,possible,p2,"12,19",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|MATCHED_NON_SAFETY_OPPORTUNITY,match_53b6a155f7e3aadeb12b64f6,yes,cexrem_c20cdcf2e0996c8b936251e0,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
592,cexrem_dde073fe9a85c1d9a1d72d9b,doc_3fc67378271e11de405e67a0,ttd_a21254de9f79c25e2009e0cf,pr_830f9ba353694ed2ccc3c16f,sr_90cebd28611fbc80460d14f9,NSCQ-OH-20260720-0776,TRI-4d7d20dfd17923ca710d,VER-8fb3fd884b0afe3b1489,OH,Pepper Pike,CITY OF PEPPER PIKE,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0306_sr_90cebd28611fbc80460d14f9.pdf,c38c8c07acd0cb3c206933ad13bc5a7831e872f55758a2f04ddd9f1c19a8ed04,28,present,possible,p2,"4,10,13,15,27,28",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH,match_4c3c4dca292cf4a9ceee870f,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
593,cexrem_7509bbedf57974b7fc290d18,doc_ef0eebd1c7a42315ab6c9d24,ttd_43e65e10aa27823ca022dd36,pr_7eeb3ec06d7a888a69d5af41,sr_81cc9c5ea751bd00953769e7,NSCQ-OH-20260720-0775,TRI-dc1f98668669db57ec3e,VER-a830125e58a5042a0cd5,OH,Pepper Pike,CITY OF PEPPER PIKE,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0363_sr_81cc9c5ea751bd00953769e7.pdf,cd93cd55aba1beaa2e47a7939205d853303e33034743bde260b625b882b398b9,30,present,possible,p2,"29,30",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH,match_4c3c4dca292cf4a9ceee870f,no,,quantitative,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
594,cexrem_e8bd59b45cd503972f9904ef,doc_c76a043487daae630d671e1d,ttd_63f0768297612fb6af2100fb,pr_e95b4ac68d1770b49d707618,sr_b0145906b7999ee672f658d1,NSCQ-OH-20260720-0774,TRI-bd3750e8fb5319aa30d7,VER-634c48a0112781cf1af1,OH,Pepper Pike,CITY OF PEPPER PIKE,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0346_sr_b0145906b7999ee672f658d1.pdf,4a176e07d3c5fb63fc3de6af5c8076b35064764c6cb500dfb86967dd56097c36,29,present,possible,p2,"4,10,13",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH,match_4c3c4dca292cf4a9ceee870f,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
595,cexrem_4f965e867dbaf78c3bb4e6c3,doc_265263197789b3eb1cbbb112,ttd_1e067bbf4edeb89f5011ffe8,pr_cbd0d2aa13f8a691b44ccdf3,sr_752b8f675de30a8d4cc0b9c4,NSCQ-OH-20260720-0185,TRI-711b05a5886ad462e783,VER-056ef0960b4cc68e8f56,OH,Perrysburg,CITY OF PERRYSBURG,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0280_sr_752b8f675de30a8d4cc0b9c4.pdf,7cc50f0d3fe9c9ba57385459169c567a39e61234a77b22fe7ce644703bf4b553,53,present,likely,p1,"7,13,18,52",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY,match_c849599eee0610555017f7f3,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
596,cexrem_1f0707e375256dd6538b9066,doc_e02b890eb4064ff62b8761d4,ttd_6f743d6b91eaa619fc26db0d,pr_4ecef5216f0c1f84d2d69883,sr_426c93364642ddb4242acd8d,NSCQ-OH-20260720-0184,TRI-8dd813836e5f4195b7cd,VER-eadb4db71fbf6a30229a,OH,Perrysburg,CITY OF PERRYSBURG,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0326_sr_426c93364642ddb4242acd8d.pdf,181d421ac151ae9dcd73dc13dc388a7e00c76889d7ca5a95e5954a0582624861,44,present,likely,p1,"6,15,20,23,44",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY,match_c849599eee0610555017f7f3,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
597,cexrem_9a14df939ff93a27609db2d4,doc_07dae4b5dd69bd179a27c43b,ttd_c267211a10504ef011a74567,pr_9f2e5def4a0f143d213b5a9a,sr_85c56ab5824fb977fae5847f,NSCQ-OH-20260720-0072,TRI-985333cc0b86e455053a,VER-60e8da8c0fbda5f99085,OH,Pickerington,CITY OF PICKERINGTON,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0008_sr_85c56ab5824fb977fae5847f.pdf,4bc577c3d6e4e2af284f34d993892fad3cabd4509a5bdac81f1dbc824b5de79c,49,present,possible,p2,"12,17,22,28",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|MATCHED_NON_SAFETY_OPPORTUNITY,match_ef4bee28922e9f050fbc6611,yes,cexrem_9a14df939ff93a27609db2d4,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
598,cexrem_fb7e37bca1d99d7659a6fc00,doc_d0ad3a3e6d3c2bccbedcfa91,ttd_eb5c699da71cdd0d1615f213,pr_866a2df50135e64f2b356b6e,sr_eecbcc4d07a511ab41c565dd,NSCQ-OH-20260720-0071,TRI-f4756a5f02caebbfed34,VER-1f8dd5df24d6784eb03d,OH,Pickerington,CITY OF PICKERINGTON,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0201_sr_eecbcc4d07a511ab41c565dd.pdf,efe171570af4fafd72631afd561e8a9d8885caf9478b6601d89d399dd76b3724,57,present,possible,p2,"13,26,29,32",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|MATCHED_NON_SAFETY_OPPORTUNITY,match_ef4bee28922e9f050fbc6611,yes,cexrem_9a14df939ff93a27609db2d4,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
599,cexrem_8ebf397f14f0b440e23be6db,doc_6d4d199bbbeba281de809f83,ttd_729bf8612adaf75595bab241,pr_3015215c0c9d6d54d1e66f62,sr_64b6b5843961bcd04d831407,NSCQ-OH-20260720-0281,TRI-55998e0d707a0a0289b6,VER-8e8d2a6136153d46101e,OH,Piqua,CITY OF PIQUA,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0357_sr_64b6b5843961bcd04d831407.pdf,e7eebbd6b8a9fb990a3bc4754a8d00fe7f22f99a36ffad316f1b5241f4797746,56,present,possible,p2,"7,19",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|MATCHED_NON_SAFETY_OPPORTUNITY,match_1288d8c86e20aca096b43754,yes,cex1000_c3dba3c5b3f5cb42bfdd4ef8,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
600,cexrem_ffa64d5b461a15398937d8c0,doc_a32f59caf10e2f71c37645d3,ttd_771e98912e6c248b4f34891c,pr_7fb153448a7532da085204ec,sr_00d7f134c9867f132bdf9632,NSCQ-OH-20260720-0280,TRI-618279d40eed74cf80ef,VER-6d726a241c846c9383ab,OH,Piqua,CITY OF PIQUA,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0279_sr_00d7f134c9867f132bdf9632.pdf,cf353a4ce058182325322495d2a4840ab447325b701db85f896026d6e77c9f91,56,present,possible,p2,"7,19,32",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|MATCHED_NON_SAFETY_OPPORTUNITY,match_1288d8c86e20aca096b43754,yes,cex1000_c3dba3c5b3f5cb42bfdd4ef8,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
601,cexrem_6fc1d87177412698f35a90dc,doc_d226311bcf545250faf2cfa1,ttd_e25766e0e5abd37b24299e95,pr_a50bb0aa1966c448d44aa05e,sr_067e3af8f9fb7f2afc1a7fee,NSCQ-OH-20260720-0800,TRI-b4b7b74c5865df69021f,VER-40b82d3928e5387da029,OH,Plain,TOWNSHIP OF PLAIN,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0303_sr_067e3af8f9fb7f2afc1a7fee.pdf,34b5ba02dd635c4047875b2fffe36ddc34ab9ea367b5527e33f2eaf727b02a8d,50,present,possible,p2,2,12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH,match_d3d5ce4e83685bd7ac5cda9f,no,,quantitative,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
602,cexrem_fea3eaf331569bd39dbbd8b8,doc_d80ac71ac17fd1b16877eef2,ttd_286adaad2311973ad9e1f208,pr_04bfb97ea8b7fc2db5548031,sr_0ad86ef2d051f7e70f884ec7,NSCQ-OH-20260720-0344,TRI-6c52ab73ccf402b2a7a2,VER-c63b4398793db57b60d8,OH,Portsmouth,CITY OF PORTSMOUTH,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0271_sr_0ad86ef2d051f7e70f884ec7.pdf,7b9d23f9ead5a182f97554f81ba818d600660b9a62df39ac77ad6f453a543faf,48,present,likely,p1,"6,11,17,22",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY|MATCHED_NON_SAFETY_OPPORTUNITY,match_552a70fc53ccb7bca640c2da,yes,cexrem_cd13c4dd60d0aa096cd69f5b,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
603,cexrem_cd13c4dd60d0aa096cd69f5b,doc_50aca2610d64f45bae06d834,ttd_a3b5905b8e128bd9c0a504ab,pr_7a8808eb7757507a77befce6,sr_8c9640ae1e942966c6330c09,NSCQ-OH-20260720-0345,TRI-c9683a0b86e35e0d076d,VER-ec93f779961b440ca5d9,OH,Portsmouth,CITY OF PORTSMOUTH,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0335_sr_8c9640ae1e942966c6330c09.pdf,686f2882dd7f3156e85a5a4754fe3af8c4b255547214004038a848497e98561d,50,present,possible,p2,"6,12,17,23,26",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|MATCHED_NON_SAFETY_OPPORTUNITY,match_552a70fc53ccb7bca640c2da,yes,cexrem_cd13c4dd60d0aa096cd69f5b,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
604,cexrem_d98848462a5a073db070f850,doc_72fa92adf47179a3746e9e78,ttd_f832d4198d86988664e3458e,pr_c1ed3429390dbca41daf0c18,sr_ba30b76f782e4bddbd6dbbdd,NSCQ-OH-20260720-0549,TRI-692e4b25f4e74be50f8b,VER-b5fc8db30f05863539e1,OH,Reading,CITY OF READING,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0246_sr_ba30b76f782e4bddbd6dbbdd.pdf,4d00518361569a13632b5dcd1ec037ee7b50b29d0418da7b087790f317e39315,30,present,possible,p2,"4,7,11,17,29,30",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|MATCHED_NON_SAFETY_OPPORTUNITY,match_0e260e60a0d70ebd393a3c4d,yes,cexrem_d98848462a5a073db070f850,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
605,cexrem_c8309aa9ecf3a0852f6b793e,doc_1d619b64812923ce8948780c,ttd_f623ff018139e5a74ccf8efd,pr_9b73ed2a267157ad2978103b,sr_3d6221d6e5ea94e41b730f0c,NSCQ-OH-20260720-0548,TRI-7fbac354bd92bb2108d1,VER-1d6e3e369d4cbd90f3bd,OH,Reading,CITY OF READING,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0269_sr_3d6221d6e5ea94e41b730f0c.pdf,24eeeecc6e97090f3dee395ad44299d4aabafdb4c01cfd89b7e3401c8a63db03,27,present,likely,p1,"2,7,13,14,15",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY|MATCHED_NON_SAFETY_OPPORTUNITY,match_0e260e60a0d70ebd393a3c4d,yes,cexrem_d98848462a5a073db070f850,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
