aggressive_tier,caveat,claim_links,computed_percentage,corroboration_status,direction,directional_value_retained,formula,magnitude,mechanism,municipality,period,raw_values,relaxation_rule,reported_percentage,reproduced,result_id,semantic_outcome,side,source_basis,source_coordinates,source_count,source_ids,source_record_id,state,stored_percentage,strict_eligibility,unit_type
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,5.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Landis,->,"["""", """", ""5%""]",GROWTH-3,5.0,True,AGGRES-26a64eae502c74bdc579082f,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-f034bc3ab07ec0d6f728759b""}",1,,B4X2500GROWTHSRC-cb0f204b79aacda72349,NC,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,8.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,New London,->,"["""", """", ""8%""]",GROWTH-3,8.0,True,AGGRES-8bc40e8e307df852b0b823c0,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-8eeb43d389e41266737917d7""}",1,,B4X2500GROWTHSRC-d53509642cbbeef2b57b,NC,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,5.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Valdese,->,"["""", """", ""5%""]",GROWTH-3,5.0,True,AGGRES-faa602362afd5703f2fc6d94,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-a32c555598de0e66db09cb91""}",1,,B4X2500GROWTHSRC-12677197c5fda97b2365,NC,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,5.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Valdese,->,"["""", """", ""5%""]",GROWTH-3,5.0,True,AGGRES-49021c171f6b50f78f1bb6b3,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-752c9c6ed7da9dd290a57304""}",1,,B4X2500GROWTHSRC-a490ccc3dc010bee2921,NC,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,5.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Valdese,->,"["""", """", ""5%""]",GROWTH-3,5.0,True,AGGRES-77e5a5341d4e4f9300dac8e8,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-026bbbeab81b444c931c799a""}",1,,B4X2500GROWTHSRC-ce509f597cda620b888f,NC,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,5.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Whiteville,->,"["""", """", ""5%""]",GROWTH-3,5.0,True,AGGRES-875762fd260c8964471451ee,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-cd9bd65cf51895c093155997""}",1,,B4X2500GROWTHSRC-a665ce564a635045a20c,NC,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,15.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Yadkinville,->,"["""", """", ""15%""]",GROWTH-3,15.0,True,AGGRES-59b7e5e11136c948a34c839a,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-3b8a36424f534c35f6d3b692""}",1,,B4X2500GROWTHSRC-1d1c1f33d5aeb3048b78,NC,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,11.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Yadkinville,->,"["""", """", ""11%""]",GROWTH-3,11.0,True,AGGRES-66e62eeab13baacb22a51b9a,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-c3f6495494029270e91ab99d""}",1,,B4X2500GROWTHSRC-4b402c4d449b9afa4941,NC,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,4.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Bertrand,->,"["""", """", ""4%""]",GROWTH-3,4.0,True,AGGRES-d507095badd1e541db874416,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-676ffa0877728c5b7f267a7a""}",1,,B4X2500GROWTHSRC-8d901a572cbedc0cdeac,NE,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,2.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Lambertville,->,"["""", """", ""2%""]",GROWTH-3,2.0,True,AGGRES-ec93f02978ae4f7a93f50333,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-f90533a630395dc3718adb60""}",1,,B4X2500GROWTHSRC-609771a1607b935ab85c,NJ,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,2.0,source_reported_direction_or_percentage,,COLA_CPI,Buchanan,->,"["""", """", ""2%""]",GROWTH-3,2.0,True,AGGRES-2af389b630eceac59987c379,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-ac049f6d2f0a70a01baf1089""}",1,,B4X2500GROWTHSRC-2362673beee58ce9b51c,NY,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,0.08,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Larchmont,->,"["""", """", ""23%; 0.08%; 0.81%; 0.18%; 0.01%; 1.29%; 0.31%; 4.56%; 9.95%""]",GROWTH-3,0.08,True,AGGRES-f4d3471f7d7e491e75928cb7,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-9d48499785865437634ef3f0""}",1,,B4X2500GROWTHSRC-2ffcab046ef4211995ed,NY,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,1.02,source_reported_direction_or_percentage,,COLA_CPI,Larchmont,->,"["""", """", ""1.02%""]",GROWTH-3,1.02,True,AGGRES-438ac4943c5761d1345391cf,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-4e6a900bcded3aa5f24e621f""}",1,,B4X2500GROWTHSRC-5fb2442bb968e339597b,NY,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,60.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Larchmont,->,"["""", """", ""60%""]",GROWTH-3,60.0,True,AGGRES-109408873fbb02abb1f72658,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-033decbb5ae7e0add217aeed""}",1,,B4X2500GROWTHSRC-afb1f1fe4431660d5a3c,NY,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Howland,->,"["""", """", ""3%""]",GROWTH-3,3.0,True,AGGRES-a6e9daa75f9fda8b38a0585e,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-ab55d81319e56e03fdd2cd8f""}",1,,B4X2500GROWTHSRC-fb20f5ce210d30efd9b2,OH,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,4.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Nimishillen,->,"["""", """", ""4%""]",GROWTH-3,4.0,True,AGGRES-e1d038c36f35ea3ba5a07699,uphold_tier_3_directional,non_safety,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-fce1cfa334549e086c338bd2""}",1,,B4X2500GROWTHSRC-6562c45e7b9ceceb5bb0,OH,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,2.75,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Russell,->,"["""", """", ""2.75%""]",GROWTH-3,2.75,True,AGGRES-461b1eaf371c23713bd6f3e7,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-1882549585f4621eec83ba2d""}",1,,B4X2500GROWTHSRC-fa32549d6a774587c2ff,OH,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.0,source_reported_direction_or_percentage,,COLA_CPI,Turtlecreek,->,"["""", """", ""3%""]",GROWTH-3,3.0,True,AGGRES-988f08bbcc373a4054de4041,uphold_tier_3_directional,fire,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-4eb3c928427d375d73556259""}",1,,B4X2500GROWTHSRC-27cd8ee35c83bce66617,OH,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,40.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Turtlecreek,->,"["""", """", ""40%""]",GROWTH-3,40.0,True,AGGRES-f910ac48c5fda1ae3cd72920,uphold_tier_3_directional,fire,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-20ebbeefccb1305b23a02720""}",1,,B4X2500GROWTHSRC-357bed09cf1776fb9c76,OH,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.0,source_reported_direction_or_percentage,,COLA_CPI,Turtlecreek,->,"["""", """", ""3%""]",GROWTH-3,3.0,True,AGGRES-0d4bfa6969beaade211311ac,uphold_tier_3_directional,fire,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-1634c1bc4411079f248c3403""}",1,,B4X2500GROWTHSRC-88f2ffbd91ad29662dbb,OH,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.0,source_reported_direction_or_percentage,,COLA_CPI,Turtlecreek,->,"["""", """", ""3%""]",GROWTH-3,3.0,True,AGGRES-12d9de304372759f095f4c78,uphold_tier_3_directional,fire,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-0fbb895d78adb4ca64088508""}",1,,B4X2500GROWTHSRC-9976944655809c2b39a5,OH,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Turtlecreek,->,"["""", """", ""3%""]",GROWTH-3,3.0,True,AGGRES-4e20c9337984515cf2a9a8bd,uphold_tier_3_directional,fire,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-7593b81f94f78915c9e2af4e""}",1,,B4X2500GROWTHSRC-b2c989be059dac83c53c,OH,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,16.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Turtlecreek,->,"["""", """", ""16%""]",GROWTH-3,16.0,True,AGGRES-65cd20fa9d150fc6bae42ae6,uphold_tier_3_directional,fire,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-c3822c59608d81724d27f2df""}",1,,B4X2500GROWTHSRC-e61bfbc1f759bb38851d,OH,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,5.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Millersburg,->,"["""", """", ""5%""]",GROWTH-3,5.0,True,AGGRES-0945eb49e082bc70a3eacdb1,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-f1fddcf6411eb7fab0c36842""}",1,,B4X2500GROWTHSRC-d746b9d627f14727d3c8,PA,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,2.0,source_reported_direction_or_percentage,,COLA_CPI,Castle Valley,->,"["""", """", ""2%""]",GROWTH-3,2.0,True,AGGRES-606af45fc242ce4c3530fc3b,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-37d9a3b6d319a13a1d64d059""}",1,,B4X2500GROWTHSRC-d8f4bd18c6465dca0655,UT,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,6.8,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Eden,->,"["""", """", ""$699,615.00; 6.8%""]",GROWTH-3,6.8,True,AGGRES-7c32113768092a773a952b79,uphold_tier_3_directional,non_safety,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-ede2e56b9139b98dcd9ad554""}",1,,B4X2500GROWTHSRC-09a11ee39212b201eaf3,VT,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,6.8,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Eden,->,"["""", """", ""6.8%""]",GROWTH-3,6.8,True,AGGRES-70bc4b283c40a4c1a854a9cc,uphold_tier_3_directional,non_safety,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-6112219393e952ea56a9edaf""}",1,,B4X2500GROWTHSRC-0c1f62f63657a531396f,VT,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,4.38,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Eden,->,"["""", """", ""$564,300.57; 4.38%""]",GROWTH-3,4.38,True,AGGRES-6dbc535df2f41fc27c98f462,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-ca1fb1f0ce81fb682845f8c6""}",1,,B4X2500GROWTHSRC-6ab1c2aa56fed674a947,VT,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,5.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Entiat,->,"["""", """", ""5%""]",GROWTH-3,5.0,True,AGGRES-b31037c6af71961862317bb7,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-64fa2c36625801eedd96aedf""}",1,,B4X2500GROWTHSRC-e937c5189572c6099cbf,WA,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,5.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Entiat,->,"["""", """", ""5%""]",GROWTH-3,5.0,True,AGGRES-1145219a8167af4d0bedf123,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-5881b6a6d96dbcb5b6e1df3e""}",1,,B4X2500GROWTHSRC-fd6aa73001d820048f1f,WA,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,5.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Auburndale,->,"["""", """", ""5%""]",GROWTH-3,5.0,True,AGGRES-83ff30f36dc166f2eaccffd0,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-189113044493411ac2a802dc""}",1,,B4X2500GROWTHSRC-40f3b6dfef3681b82d98,WI,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,10.2,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Valders,->,"["""", """", ""10.2%""]",GROWTH-3,10.2,True,AGGRES-f4a09a5f10fcc5f10133121f,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-ed160dba9715212e6b251147""}",1,,B4X2500GROWTHSRC-46b19e19eccb3b655e89,WI,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,4.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Valders,->,"["""", """", ""4%""]",GROWTH-3,4.0,True,AGGRES-e5faf82b2dc41c82df7f49e0,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-09bbb03dd1d439cad07ef57f""}",1,,B4X2500GROWTHSRC-4cf100279d5b2b9b53b6,WI,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Valders,->,"["""", """", ""3%""]",GROWTH-3,3.0,True,AGGRES-bd45d5ba49990c029f1b379c,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-7fe1dad8244598228b935466""}",1,,B4X2500GROWTHSRC-5167b9f6e1e9b7f2c7f3,WI,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,0.8,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Valders,->,"["""", """", ""$366,874.00; 0.8%""]",GROWTH-3,0.8,True,AGGRES-ad46622cae19e77bb5c54bb9,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-f258c2b71f5541f3653e35e6""}",1,,B4X2500GROWTHSRC-746420e2ee63dca999e8,WI,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,8.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Carmel-by-the-Sea,->,"["""", """", ""8%""]",GROWTH-3,8.0,True,AGGRES-f38685ed349400a7d2c7be16,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-d8d8d116e288919791b748c8""}",1,,B4X2500GROWTHSRC-04b32fec3a86676f6154,CA,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,4.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Sand City,->,"["""", """", ""4%""]",GROWTH-3,4.0,True,AGGRES-eba81e83280151f03e6065a4,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-22be88bc2e011ee949c0ba3d""}",1,,B4X2500GROWTHSRC-55566c31fd1c3515b540,CA,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Sand City,->,"["""", """", ""3%""]",GROWTH-3,3.0,True,AGGRES-0fea7dd21788d39b8b155a71,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-61aa1dd18b06989df1609f61""}",1,,B4X2500GROWTHSRC-64c3e5583bb693e73642,CA,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,4.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Sand City,->,"["""", """", ""4%""]",GROWTH-3,4.0,True,AGGRES-75e3bf7aca970c75d15966c3,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-ba9c4ea906cc5bb3c5e25d18""}",1,,B4X2500GROWTHSRC-67536b7d4ae111243f28,CA,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Sand City,->,"["""", """", ""3%""]",GROWTH-3,3.0,True,AGGRES-3de25423a2b0701916e373b2,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-9b934f1398ba53eb1503da18""}",1,,B4X2500GROWTHSRC-77cb89dddc91b93fc082,CA,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Sand City,->,"["""", """", ""3%""]",GROWTH-3,3.0,True,AGGRES-ee038dfaf4e482700fb92631,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-89632752f0be47b4f2437edd""}",1,,B4X2500GROWTHSRC-8725d1fd83725e76268e,CA,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,2.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Euharlee,->,"["""", """", ""$3,100,814.15; 2%""]",GROWTH-3,2.0,True,AGGRES-f1ef7e7fed1a4c0a0622b0c7,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-196a25d0a8f45006fcf9e776""}",1,,B4X2500GROWTHSRC-0ffa64a15fab67b7a0be,GA,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,5.1,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Euharlee,->,"["""", """", ""5.1%""]",GROWTH-3,5.1,True,AGGRES-15988d1baee663a1d65ab0e4,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-e853d0ff1bcf27f27febacaa""}",1,,B4X2500GROWTHSRC-4f174e7204863fa89fcf,GA,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,39.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Euharlee,->,"["""", """", ""39%""]",GROWTH-3,39.0,True,AGGRES-0367da3dc721e325a23db083,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-82f6443768a91c66aea050f2""}",1,,B4X2500GROWTHSRC-fb4bebbed4b7488225cc,GA,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,5.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Madison,->,"["""", """", ""5%""]",GROWTH-3,5.0,True,AGGRES-9296a64f40ab52c45d1b3bd4,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-9ac929dc8442d4bd2a841909""}",1,,B4X2500GROWTHSRC-99abfe2c25b78b816944,GA,,source_reported_growth_rate,growth
