normalized_record_id,evidence_route,municipality,state,reason,detail
B4X2500NORM-e09b41835bb6d91ee4a6ab4b,source_reported_growth_rate,Larchmont,NY,insufficient_context_to_confirm_recurring_wage_growth,Total Assessment Change 14-15 15-16 16-17 17-18 18-19 19-20 20-21 21-22 22-23 % INCREASE/DECREASE 0.08% 0.81% 0.18% 7211.02% 0.01% -1.29% 0.31% 4.56% 9.95%
B4X2500NORM-fa06bbd83698ac0c9a8dfdf3,source_reported_growth_rate,Larchmont,NY,insufficient_context_to_confirm_recurring_wage_growth,Lesser of 1.02% or inflation factor (percent change in CPI for the 12 month period ending 6 months before the
B4X2500NORM-fc60b7a40fb3b997defe559c,source_reported_growth_rate,Larchmont,NY,percentage_or_amount_is_not_recurring_wage_growth,60% increase due to the return of many commuters
B4X2500NORM-b41113b5baf4ed8514561bf7,source_reported_growth_rate,Lima,NY,insufficient_context_to_confirm_recurring_wage_growth,"Increase $ 42,315 $ 0.38 % Increase 0.07 7.77%"
B4X2500NORM-66c24d3c5cda983a92b31f39,source_reported_growth_rate,Lysander,NY,insufficient_context_to_confirm_recurring_wage_growth,2021 – All full-time employees will receive a 6.0% pay increase and all part time employees will
B4X2500NORM-53e8e98dbbb124671b6e27eb,source_reported_growth_rate,New Castle,NY,insufficient_context_to_confirm_recurring_wage_growth,include the 1.5% lump sum payment and full retroactivity.
B4X2500NORM-04c963977a7f80c0fe6bf17b,source_reported_growth_rate,Niskayuna,NY,insufficient_context_to_confirm_recurring_wage_growth,"b.Effective January 1, 2019: Increase of 2.00%"
B4X2500NORM-7788a0ac0d793a2671d7c8f9,source_reported_growth_rate,Niskayuna,NY,insufficient_context_to_confirm_recurring_wage_growth,"Effective January 1, 2018: Increase of2.25%"
B4X2500NORM-7c310c645491040d3bbf9679,source_reported_growth_rate,South Glens Falls,NY,insufficient_context_to_confirm_recurring_wage_growth,"o Effective June 1, 2019: 2.5% increase"
B4X2500NORM-c12ea9c810886c60bb374d0e,source_reported_growth_rate,South Glens Falls,NY,insufficient_context_to_confirm_recurring_wage_growth,"o Effective June 1, 2020:2.5% increase"
B4X2500NORM-e42ee1c99a6742e6591d27c5,source_reported_growth_rate,South Glens Falls,NY,insufficient_context_to_confirm_recurring_wage_growth,"o Effective June 1, 2018: 2.5% increase"
B4X2500NORM-53b6f789a59bbf99c2993f90,source_reported_growth_rate,Ulster,NY,growth_value_not_a_plausible_percentage_rate,"Effective August 18, 2022, an increase of$ 1."
B4X2500NORM-3d1b79ab17c749514382586e,source_reported_growth_rate,Wellsville,NY,insufficient_context_to_confirm_recurring_wage_growth,"increase on Jan 1, 2015, an additional 2.0% increase on June 1, 2015 and another 2.0% increase on"
B4X2500NORM-8e34470809e3ee48871cb584,source_reported_growth_rate,Bainbridge,OH,insufficient_context_to_confirm_recurring_wage_growth,"after January 1, 2024, each full-time Firefighter shall receive an additional increase of 4.0% to"
B4X2500NORM-0dadf0e525743506faacb0e8,source_reported_growth_rate,Bath,OH,proposal_or_bargaining_context_not_confirmed_implemented_growth,its previous offer of a pattern increase of 2.25%-2% and elimination of the first step of
B4X2500NORM-98a41bed4c3e31b4018cb206,source_reported_growth_rate,Bath,OH,insufficient_context_to_confirm_recurring_wage_growth,"a 4% increase in 2022, and another 3.5% in 2023."
B4X2500NORM-62643fc36981c13dce420c6e,source_reported_growth_rate,Butler,OH,insufficient_context_to_confirm_recurring_wage_growth,2024 4% increase
B4X2500NORM-79f83be66fb789602fa34f8c,source_reported_growth_rate,Champion,OH,insufficient_context_to_confirm_recurring_wage_growth,"May 1, 2021 2% increase $2({{)0"
B4X2500NORM-cc28c6017188650bb63b0479,source_reported_growth_rate,Champion,OH,insufficient_context_to_confirm_recurring_wage_growth,"May 1, 2020 2% increase $28;75"
B4X2500NORM-50390093e5fd8333bbd7d673,source_reported_growth_rate,Chester,OH,percentage_or_amount_is_not_recurring_wage_growth,"Employees shall pay fifteen percent (15%) of the appropriate monthly premium effective January 1, 2018."
B4X2500NORM-b5eda721ce8f6ea6901bfed8,source_reported_growth_rate,Chester,OH,percentage_or_amount_is_not_recurring_wage_growth,"Effective January 1, 2019, employees shall pay fifteen percent (15%)"
B4X2500NORM-2fadeaa641e235bb6914d071,source_reported_growth_rate,Clinton,OH,insufficient_context_to_confirm_recurring_wage_growth,"commencing January, 2024 4% increase :"
B4X2500NORM-3de9bb419d8bc526038b7c46,source_reported_growth_rate,Coal Grove,OH,insufficient_context_to_confirm_recurring_wage_growth,‘ Union Contract 3% raise
B4X2500NORM-1806a329e81cd381c6d19794,source_reported_growth_rate,Glendale,OH,insufficient_context_to_confirm_recurring_wage_growth,"employee performance appraisal, shall receive an increase of 5%, effective"
B4X2500NORM-34539548d901767135da3b00,source_reported_growth_rate,Glendale,OH,insufficient_context_to_confirm_recurring_wage_growth,"employee performance appraisal, shall receive an increase of 2%, effective 1/1/2022."
B4X2500NORM-95ea77d31af29e4ec690cb75,source_reported_growth_rate,Glendale,OH,insufficient_context_to_confirm_recurring_wage_growth,"employee performance appraisal, shall receive an increase of 2%, effective"
B4X2500NORM-b0fd3fad32516595aec8f142,source_reported_growth_rate,Glendale,OH,insufficient_context_to_confirm_recurring_wage_growth,"employee performance appraisal, shall receive an increase of 5%, effective 1/1/2023."
B4X2500NORM-e78ab80f8f018b6993605c31,source_reported_growth_rate,Howland,OH,percentage_or_amount_is_not_recurring_wage_growth,"Effective July 1, 2021, members of the bargaining unit will pay 5% of the 2020 insurance costs"
B4X2500NORM-efbf624d433ae8a1418dcdc9,source_reported_growth_rate,Howland,OH,insufficient_context_to_confirm_recurring_wage_growth,"Section 1: Effective July 1, 2017 to June 30, 2018, employees shall receive a 1% increase to"
B4X2500NORM-23c93c54f23c60bd8d9f95e4,source_reported_growth_rate,Liberty,OH,insufficient_context_to_confirm_recurring_wage_growth,"Beginning August 1, 2022 all members of the bargaining unit shall receive 2% increase."
B4X2500NORM-43418b8701886f5d5c525ec7,source_reported_growth_rate,Liberty,OH,insufficient_context_to_confirm_recurring_wage_growth,"Beginning August 1, 2020 all members of the bargaining unit shall receive a 2% increase."
B4X2500NORM-89ef0a5d55d64deb71ad7ef4,source_reported_growth_rate,Liberty,OH,insufficient_context_to_confirm_recurring_wage_growth,"Beginning August 1, 2021 all members of the bargaining unit shall receive a 2% increase."
B4X2500NORM-d7926404002af8b6dcb0527a,source_reported_growth_rate,Madison,OH,percentage_or_amount_is_not_recurring_wage_growth,"Effective January 1, 2015, employees will be responsible to pay 15% of their"
B4X2500NORM-7ae2226adc7c5f265c0a5c3a,source_reported_growth_rate,Magnolia,OH,insufficient_context_to_confirm_recurring_wage_growth,Motion by Grant Downes to accept the proposed 10% raise (contingent on the acceptance of the contract by East Sparta). The motion was seconded by Jessica Miller. All Ayes.
B4X2500NORM-378b535afa06b4da0b3c60ce,source_reported_growth_rate,New Holland,OH,insufficient_context_to_confirm_recurring_wage_growth,On the anniversary date of hire each year may receive a 3% increase.
B4X2500NORM-17f0f990f4ccfdfabb5458bb,source_reported_growth_rate,Nimishillen,OH,insufficient_context_to_confirm_recurring_wage_growth,"1, 2016: The Road Department employees will receive 2% increase."
B4X2500NORM-6602d007b619114ba215646b,source_reported_growth_rate,Nimishillen,OH,insufficient_context_to_confirm_recurring_wage_growth,"I, 2023: The Road Department employees will receive 4% increase."
B4X2500NORM-89db0ac81017df74c44690af,source_reported_growth_rate,Nimishillen,OH,insufficient_context_to_confirm_recurring_wage_growth,"I, 2017: The Road Department employees will receive 2% increase."
B4X2500NORM-a6cd7d6646d9384c3829e029,source_reported_growth_rate,Nimishillen,OH,insufficient_context_to_confirm_recurring_wage_growth,"1, 2018: The Road Department employees will receive 2% increase."
B4X2500NORM-bda7231e04f49647bf3d2762,source_reported_growth_rate,Nimishillen,OH,insufficient_context_to_confirm_recurring_wage_growth,"I, 2024: The Road Department employees will receive 4% increase."
B4X2500NORM-30f13ce8fca8224d6c4f0df0,source_reported_growth_rate,Turtlecreek,OH,insufficient_context_to_confirm_recurring_wage_growth,increase of 3% for 2025.
B4X2500NORM-f254ce83fed94e0af5e68719,source_reported_growth_rate,Turtlecreek,OH,percentage_or_amount_is_not_recurring_wage_growth,claim of an approximate 16% increase in insurance costs and potential fund
B4X2500NORM-63eddc7148cba761d566d1ba,source_reported_growth_rate,Union,OH,insufficient_context_to_confirm_recurring_wage_growth,"effective December 30, 2019, and a 3.0% raise effective December 28, 2020, and a 3.0% raise"
B4X2500NORM-1c742bdee893bee02b97d1b1,source_reported_growth_rate,Washington,OH,insufficient_context_to_confirm_recurring_wage_growth,"Effective July 1, 2020 (or next closest payroll date): a 3.0% increase will be"
B4X2500NORM-d40402298aa3b491c9c6609e,source_reported_growth_rate,Washington,OH,insufficient_context_to_confirm_recurring_wage_growth,"Effective July 1, 2019 (or next closest payroll date): a 3.0% increase will"
B4X2500NORM-03f22c784ecdfb3a35aa3162,source_reported_growth_rate,Condon,OR,insufficient_context_to_confirm_recurring_wage_growth,Councilor Jamieson asked if the CPI was higher than 2%
B4X2500NORM-315884aa54b57551bcdc4c5d,source_reported_growth_rate,Green Tree,PA,insufficient_context_to_confirm_recurring_wage_growth,"The non-represented staff received a 2.25% raise in 2021, the same annual increase the Borough"
B4X2500NORM-d28d8045078db59712ea9d47,source_reported_growth_rate,Macungie,PA,insufficient_context_to_confirm_recurring_wage_growth,Chart reflects a 5% increase
B4X2500NORM-059f4f9692c1751684248b08,source_reported_growth_rate,Millersburg,PA,insufficient_context_to_confirm_recurring_wage_growth,Council approved a 5% increase to all employees for 2024.
B4X2500NORM-730e5ab45e8ce47f2efe04d7,source_reported_growth_rate,Montoursville,PA,insufficient_context_to_confirm_recurring_wage_growth,"$257,977.00 with a possibility of a 5% increase, second by Mr."
B4X2500NORM-1e7cf455f8acc9bd03c4c770,source_reported_growth_rate,Nanty-Glo,PA,insufficient_context_to_confirm_recurring_wage_growth,Holby asked when any new hire would get the 2.25% raise.
B4X2500NORM-5866b583915f1cfa9fe3f296,source_reported_growth_rate,Topton,PA,insufficient_context_to_confirm_recurring_wage_growth,"Milo presented Council with a final version of the 2023 budget, including a 20% increase to"
B4X2500NORM-99dcbe33665e9c5699337bf8,source_reported_growth_rate,Tullytown,PA,insufficient_context_to_confirm_recurring_wage_growth,"As long as it does not increase by 25% in one area, or 10% in the"
B4X2500NORM-ce94bd20cea8ccc79d925159,source_reported_growth_rate,Kennebec,SD,insufficient_context_to_confirm_recurring_wage_growth,"VISITORS: Melissa Slaba, Lyman Agtegra & Dakota Mill & reflect 2.5% raise for FY 2021."
B4X2500NORM-121d6c648aa488695e559b3a,source_reported_growth_rate,Borger,TX,insufficient_context_to_confirm_recurring_wage_growth,representing an increase of 10% over FY 2023.
B4X2500NORM-5dad03b46a2008a3a432ce5b,source_reported_growth_rate,Borger,TX,insufficient_context_to_confirm_recurring_wage_growth,"Total revenues for all funds are $39,408,343, representing an increase of 8.4% over FY 2023."
B4X2500NORM-7f3f42b9438bd51077a739c9,source_reported_growth_rate,Borger,TX,percentage_or_amount_is_not_recurring_wage_growth,"current provider, the Texas Health Benefits Pool, has projected a 16% increase."
B4X2500NORM-7fd4cf491fa939462b8cd5da,source_reported_growth_rate,Borger,TX,percentage_or_amount_is_not_recurring_wage_growth,"mentioned above, increases in health insurance coverage, an increase in the TMRS contribution rate, and a budgeted 4% cost of living adjustment for all employees."
B4X2500NORM-d5693bcd46b7daf1d2a86e98,source_reported_growth_rate,Borger,TX,insufficient_context_to_confirm_recurring_wage_growth,"$13,909,634,615, representing an increase of 8.02% compared to FY 2023."
B4X2500NORM-68d2ece29d8777fbcf3f1ad7,source_reported_growth_rate,Colorado City,TX,insufficient_context_to_confirm_recurring_wage_growth,"Caterpillar Financial - Fixed Rate of 6.380% for five annual payments at $167, 209."
B4X2500NORM-03a569781139e68b0efc0c13,source_reported_growth_rate,Freeport,TX,insufficient_context_to_confirm_recurring_wage_growth,staff has included a conservative 4% increase over actuals for the upcoming
B4X2500NORM-936783432f8237ea61d45ac9,source_reported_growth_rate,Freeport,TX,insufficient_context_to_confirm_recurring_wage_growth, Solid Waste income is anticipated to increase by 10% over actuals due to the recent rate
B4X2500NORM-98d79d2b9c024fd5348eafde,source_reported_growth_rate,Freeport,TX,insufficient_context_to_confirm_recurring_wage_growth,▪ Solid Waste income is anticipated to increase by 10% over actuals due to the recent rate increase.
B4X2500NORM-a6c72d8713f975af1a681034,source_reported_growth_rate,Freeport,TX,insufficient_context_to_confirm_recurring_wage_growth,included a conservative 4% increase over actuals for the upcoming year.
B4X2500NORM-bb344b4109a69b943763041b,source_reported_growth_rate,Gun Barrel City,TX,insufficient_context_to_confirm_recurring_wage_growth,2019/2020 to include a 2% increase
B4X2500NORM-e8f7020c8fe9fa14b29d0186,source_reported_growth_rate,Gun Barrel City,TX,insufficient_context_to_confirm_recurring_wage_growth,2019/2020 to include a 2% increase
B4X2500NORM-c30a6a13244bea15fb29bd02,source_reported_growth_rate,Woodway,TX,insufficient_context_to_confirm_recurring_wage_growth,• City staﬀ is recommending an 8.58% increase in sanita�on rates for FY 24.
B4X2500NORM-1731261f828979f394a7e160,source_reported_growth_rate,Daniel,UT,insufficient_context_to_confirm_recurring_wage_growth,"He stated this is not a raise per say, but more a token of appreciation of 3% increase."
B4X2500NORM-2be04389f4fe268de999e97d,source_reported_growth_rate,Daniel,UT,insufficient_context_to_confirm_recurring_wage_growth,"Also understanding that these are tough times this year with the recent COVID-19 and believes that people work hard and feels the need to support a 3% increase, as it is a small token of appreciation as jobs that are continuing to be busier"
B4X2500NORM-7f22faa7c38043dd6106922d,source_reported_growth_rate,Eden,VT,proposal_or_bargaining_context_not_confirmed_implemented_growth,"Fund? Budget proposal $564,300.57 4.38% increase"
B4X2500NORM-dcff8ff9349e8dbdaa65da36,source_reported_growth_rate,Eden,VT,insufficient_context_to_confirm_recurring_wage_growth,Jackie Larsen expressed concern regarding the 6.8% increase.
B4X2500NORM-f333110a89cadccb67b3a785,source_reported_growth_rate,Eden,VT,proposal_or_bargaining_context_not_confirmed_implemented_growth,"department? Budget Proposal $699,615.00 6.8% increase"
B4X2500NORM-486e661e251476f31e30afe5,source_reported_growth_rate,Fletcher,VT,insufficient_context_to_confirm_recurring_wage_growth,one school in our supervisory union is proposing roughly a 4.52% increase.
B4X2500NORM-93364d4c129213aa8e770ac4,source_reported_growth_rate,Fletcher,VT,insufficient_context_to_confirm_recurring_wage_growth,"to the anticipated statewide average increase of 4.28%"""
B4X2500NORM-a488d991c9ab135245a7c9e7,source_reported_growth_rate,Fletcher,VT,insufficient_context_to_confirm_recurring_wage_growth,We are currently looking at an education spending increase of 2.79% as compared
B4X2500NORM-a572d3f19dc75170da900b81,source_reported_growth_rate,Fletcher,VT,insufficient_context_to_confirm_recurring_wage_growth,This budget is coming in well below the state average which is currently running at a 3.75% increase.
B4X2500NORM-24b5167fa2a39f6152ba3383,source_reported_growth_rate,New Haven,VT,insufficient_context_to_confirm_recurring_wage_growth,"a 20-30% increase for gravel, stone, salt"
B4X2500NORM-89e16b709f85803db0a04e43,source_reported_growth_rate,Entiat,WA,insufficient_context_to_confirm_recurring_wage_growth,Rate is a 5% increase over the 2024 rate as a whole.
B4X2500NORM-e5a77ce09d9f218891d1a0de,source_reported_growth_rate,Entiat,WA,insufficient_context_to_confirm_recurring_wage_growth,Rate is a 5% increase over the 2025 rate as a whole.
B4X2500NORM-1a741e5861d4d7996b24ffa8,source_reported_growth_rate,Bloomington,WI,insufficient_context_to_confirm_recurring_wage_growth,"$612,492, which is a 3.71% increase."
B4X2500NORM-22b785a954c2cfa2559d40e1,source_reported_growth_rate,Butler,WI,insufficient_context_to_confirm_recurring_wage_growth,"December 31, 2022, the Village's proportion was 0.00990596%, which was an increase of 0.00054973% from its proportion measured as of December 31, 2021."
B4X2500NORM-5d7ced0fc7e76a7861ad9eec,source_reported_growth_rate,Butler,WI,insufficient_context_to_confirm_recurring_wage_growth,"increase of 0.00035297% from its proportion measured as of December 31, 2020."
B4X2500NORM-3681f2442edec801b98f4f9b,source_reported_growth_rate,Valders,WI,insufficient_context_to_confirm_recurring_wage_growth,mandatory small group age rate up applied is 10.2% increase overall.
B4X2500NORM-6c075f90a347f60d64f1f6ca,source_reported_growth_rate,Valders,WI,insufficient_context_to_confirm_recurring_wage_growth,apply to the Public Service Commission for a Simplified Rate Case for a 3% increase
B4X2500NORM-d0aa36aecf8b6078a525c324,source_reported_growth_rate,Valders,WI,insufficient_context_to_confirm_recurring_wage_growth,"6/30/2030, and 4% increase for (5) five-year renewal terms thereafter."
B4X2500NORM-f774429aa3766ec71112bc88,source_reported_growth_rate,Valders,WI,insufficient_context_to_confirm_recurring_wage_growth,"Budget as presented and to set the 2023 levy at $366,874, an increase of 0.8%"
B4X2500NORM-abc2f80e5e2b9d664afe6003,source_reported_growth_rate,Webster,WI,insufficient_context_to_confirm_recurring_wage_growth,The pay increase is the 6.2% CPI.
B4X2500NORM-cca78b9baac72c74c19c8c37,source_reported_growth_rate,Cameron,WV,percentage_or_amount_is_not_recurring_wage_growth,"addition revenue, an increase of 8%."
B4X2500NORM-e5e8837f2c5288d321728e78,source_reported_growth_rate,Cameron,WV,percentage_or_amount_is_not_recurring_wage_growth,"addition revenue, an increase of 8%."
