state,municipality,span_queue_source_count,sources_with_positive_spans,positive_exact_span_count,no_span_or_weak_source_count,ambiguous_source_count,extraction_error_source_count
VT,Arlington,2,2,11,0,0,0
VT,Barton,1,1,3,0,0,0
VT,Bennington,3,3,18,0,0,0
VT,Bradford,1,1,2,0,0,0
VT,Brattleboro,2,2,7,0,0,0
VT,Bristol,1,1,14,0,0,0
VT,Castleton,1,1,2,0,0,0
VT,Charlotte,1,1,4,0,0,0
VT,Chester,4,4,10,0,0,0
VT,Colchester,1,0,0,0,1,0
VT,Derby,2,1,2,0,1,0
VT,Enosburg Falls,1,0,0,0,1,0
VT,Fair Haven,3,1,2,0,2,0
VT,Fairfax,1,1,4,0,0,0
VT,Ferrisburgh,2,2,3,0,0,0
VT,Grand Isle,2,2,7,0,0,0
VT,Hardwick,2,2,4,0,0,0
VT,Hartland,1,1,3,0,0,0
VT,Highgate,1,0,0,1,0,0
VT,Hinesburg,2,1,1,0,1,0
VT,Hyde Park,2,2,7,0,0,0
VT,Johnson,1,1,6,0,0,0
VT,Ludlow,6,3,5,0,3,0
VT,Lyndon,2,1,1,0,1,0
VT,Manchester,3,3,33,0,0,0
VT,Middlebury,1,1,8,0,0,0
VT,Norwich,2,2,23,0,0,0
VT,Pittsford,3,1,1,0,2,0
VT,Poultney,4,0,0,0,4,0
VT,Pownal,1,1,3,0,0,0
VT,Randolph,1,0,0,0,1,0
VT,Richmond,2,2,5,0,0,0
VT,Royalton,2,1,2,0,1,0
VT,Shaftsbury,1,1,3,0,0,0
VT,Shelburne,1,1,16,0,0,0
VT,South Burlington,1,1,3,0,0,0
VT,Springfield,2,2,15,0,0,0
VT,St. Albans,2,2,8,0,0,0
VT,St. Johnsbury,3,2,4,0,1,0
VT,Swanton,4,2,6,0,2,0
VT,Wells River,1,0,0,0,1,0
VT,Westminster,1,0,0,0,1,0
VT,Williston,4,4,43,0,0,0
VT,Wilmington,1,1,3,0,0,0
VT,Woodstock,2,1,16,0,1,0
WA,Airway Heights,1,1,2,0,0,0
WA,Asotin,1,1,2,0,0,0
WA,Brewster,1,0,0,0,1,0
WA,Bridgeport,2,0,0,0,2,0
WA,Brier,1,1,10,0,0,0
WA,Buckley,1,1,3,0,0,0
WA,Carnation,1,1,2,0,0,0
WA,Cashmere,1,1,10,0,0,0
WA,Castle Rock,1,1,5,0,0,0
WA,Clarkston,2,2,28,0,0,0
WA,Cle Elum,2,2,7,0,0,0
WA,Clyde Hill,2,2,21,0,0,0
WA,Connell,2,0,0,2,0,0
WA,Cosmopolis,1,1,1,0,0,0
WA,Coupeville,2,2,12,0,0,0
WA,DuPont,1,1,2,0,0,0
WA,Eatonville,3,3,22,0,0,0
WA,Everson,3,3,28,0,0,0
WA,Fircrest,1,1,12,0,0,0
WA,Forks,1,1,1,0,0,0
WA,Gold Bar,2,1,5,0,1,0
WA,Granite Falls,1,1,16,0,0,0
WA,Hoquiam,2,2,32,0,0,0
WA,Kettle Falls,2,0,0,0,2,0
WA,La Center,3,3,4,0,0,0
WA,Lacey,1,1,1,0,0,0
WA,Lakewood,2,2,32,0,0,0
WA,Leavenworth,2,2,32,0,0,0
WA,Mabton,1,1,16,0,0,0
WA,McCleary,1,1,10,0,0,0
WA,Medical Lake,2,2,11,0,0,0
WA,Medina,1,1,12,0,0,0
WA,Montesano,3,1,3,0,2,0
WA,Normandy Park,1,1,9,0,0,0
WA,North Bend,1,1,2,0,0,0
WA,North Bonneville,1,1,1,0,0,0
WA,Ocean Shores,2,2,30,0,0,0
WA,Omak,2,2,22,0,0,0
WA,Oroville,3,0,0,0,3,0
WA,Othello,2,1,2,0,1,0
WA,Pacific,3,3,42,0,0,0
WA,Raymond,1,1,7,0,0,0
WA,Ritzville,1,0,0,0,1,0
WA,Royal City,1,1,4,0,0,0
WA,Snohomish,1,1,4,0,0,0
WA,Soap Lake,2,1,1,0,1,0
WA,Steilacoom,3,2,27,0,1,0
WA,Stevenson,3,3,21,0,0,0
WA,Tenino,2,2,4,0,0,0
WA,Toppenish,1,1,14,0,0,0
WA,Vancouver,5,5,48,0,0,0
WA,Wapato,2,0,0,0,2,0
WA,Warden,1,1,2,0,0,0
WA,Winlock,1,0,0,1,0,0
WA,Zillah,3,3,26,0,0,0
WI,Algoma,1,1,2,0,0,0
WI,Amery,2,2,9,0,0,0
WI,Arcadia,2,2,20,0,0,0
WI,Bayside,2,2,12,0,0,0
WI,Belleville,3,2,19,1,0,0
WI,Bloomer,2,2,7,0,0,0
WI,Bloomfield,3,0,0,0,3,0
WI,Boscobel,2,2,5,0,0,0
WI,Brodhead,1,0,0,0,1,0
WI,Chilton,1,1,16,0,0,0
WI,Combined Locks,2,1,3,0,1,0
WI,Cross Plains,1,1,2,0,0,0
WI,Cuba City,1,1,14,0,0,0
WI,De Pere,1,0,0,0,1,0
WI,Delafield,5,5,30,0,0,0
WI,Dodgeville,1,1,2,0,0,0
WI,East Troy,1,1,2,0,0,0
WI,Eau Claire,2,2,4,0,0,0
WI,Ellsworth,3,0,0,0,3,0
WI,Elm Grove,2,1,8,0,1,0
WI,Evansville,2,1,16,0,1,0
WI,Genoa City,1,1,4,0,0,0
WI,Grand Chute,5,4,26,0,1,0
WI,Hales Corners,3,3,23,0,0,0
WI,Horicon,2,2,20,0,0,0
WI,Howards Grove,3,0,0,1,2,0
WI,Jackson,2,2,14,0,0,0
WI,Jefferson,3,3,13,0,0,0
WI,Johnson Creek,1,0,0,0,1,0
WI,Kewaskum,1,1,2,0,0,0
WI,Kiel,2,2,7,0,0,0
WI,Kimberly,3,3,31,0,0,0
WI,Ladysmith,3,1,2,0,2,0
WI,Lake Hallie,2,0,0,0,2,0
WI,Lancaster,1,1,3,0,0,0
WI,Marshfield,3,3,36,0,0,0
WI,Mauston,1,1,14,0,0,0
WI,Mayville,1,0,0,0,1,0
WI,Medford,3,3,16,0,0,0
WI,Mosinee,1,1,15,0,0,0
WI,New Richmond,1,1,5,0,0,0
WI,North Fond du Lac,2,2,31,0,0,0
WI,Oconomowoc,5,5,35,0,0,0
WI,Oconto,3,3,25,0,0,0
WI,Oconto Falls,2,2,6,0,0,0
WI,Omro,1,1,2,0,0,0
WI,Osceola,3,3,27,0,0,0
WI,Peshtigo,2,1,2,0,1,0
WI,Prairie du Chien,3,3,13,0,0,0
WI,Prescott,2,2,20,0,0,0
WI,Pulaski,2,2,8,0,0,0
WI,Racine,1,1,14,0,0,0
WI,Richland Center,2,1,2,0,1,0
WI,Rothschild,2,2,32,0,0,0
WI,Sauk City,3,0,0,0,3,0
WI,Seymour,5,5,33,0,0,0
WI,Sheboygan,2,2,7,0,0,0
WI,Somers,2,2,13,0,0,0
WI,Somerset,1,1,6,0,0,0
WI,St. Francis,1,1,14,0,0,0
WI,Tomahawk,1,1,11,0,0,0
WI,Twin Lakes,2,1,1,0,1,0
WI,Vernon,1,1,1,0,0,0
WI,Viroqua,2,2,17,0,0,0
WI,Waterloo,2,2,27,0,0,0
WI,Waupaca,1,1,2,0,0,0
WI,West Salem,3,3,7,0,0,0
WI,Wisconsin Dells,1,1,1,0,0,0
WV,Ansted,2,1,1,1,0,0
WV,Athens,2,1,1,0,1,0
WV,Barboursville,1,0,0,0,1,0
WV,Belle,3,2,9,1,0,0
WV,Benwood,1,1,1,0,0,0
WV,Bridgeport,1,1,13,0,0,0
WV,Buckhannon,3,1,1,0,2,0
WV,Ceredo,1,1,4,0,0,0
WV,Dunbar,1,1,1,0,0,0
WV,Elkins,1,0,0,1,0,0
WV,Fayetteville,3,3,4,0,0,0
WV,Glen Dale,2,0,0,1,1,0
WV,Glenville,1,1,1,0,0,0
WV,Hinton,1,0,0,0,1,0
WV,Kingwood,1,0,0,0,1,0
WV,Lewisburg,2,2,6,0,0,0
WV,Milton,1,0,0,0,1,0
WV,Moorefield,1,1,1,0,0,0
WV,Nitro,1,1,6,0,0,0
WV,Parsons,2,0,0,1,1,0
WV,Petersburg,2,0,0,0,2,0
WV,Richwood,1,1,3,0,0,0
WV,Shepherdstown,1,0,0,0,1,0
WV,Shinnston,3,0,0,0,3,0
WV,Star City,1,0,0,0,1,0
WV,Vienna,1,1,4,0,0,0
WV,White Sulphur Springs,2,0,0,2,0,0
WV,Williamstown,1,1,2,0,0,0
WY,Afton,1,0,0,0,1,0
WY,Alpine,2,1,1,0,1,0
WY,Bar Nunn,3,2,4,0,1,0
WY,Buffalo,3,2,2,0,1,0
WY,Byron,1,0,0,0,1,0
WY,Clearmont,1,0,0,0,1,0
WY,Diamondville,2,1,2,1,0,0
WY,Douglas,1,0,0,1,0,0
WY,Elk Mountain,2,0,0,0,2,0
WY,Fort Laramie,1,0,0,0,1,0
WY,Guernsey,3,0,0,1,2,0
WY,Hulett,5,0,0,5,0,0
WY,Kemmerer,3,2,4,0,1,0
WY,Meeteetse,1,0,0,0,1,0
WY,Moorcroft,1,1,1,0,0,0
WY,Ranchester,2,0,0,1,1,0
WY,Rock River,2,0,0,1,1,0
WY,Shoshoni,2,0,0,0,2,0
WY,Star Valley Ranch,1,1,1,0,0,0
WY,Sundance,1,1,1,0,0,0
WY,Superior,2,0,0,0,2,0
WY,Thermopolis,3,1,5,0,2,0
WY,Torrington,1,0,0,0,1,0
WY,Wamsutter,2,0,0,0,2,0
WY,Wheatland,1,0,0,0,1,0
WY,Wright,1,0,0,0,1,0
