raw_row_number,raw_target_id,classification,prior_compacted_target_id,raw_resolution,terminal_without_search
19686,EXTTARGET-fa734f6ff07e019103846c12,residual,EXTSEARCH-5ca2b99915045225842b560c,linked_to_compacted_live_target,
19687,EXTTARGET-75224ca8fe611f3dac9b9d78,residual,EXTSEARCH-5ca2b99915045225842b560c,linked_to_compacted_live_target,
19688,EXTTARGET-99668fc4cd8c7ebd1527de0d,residual,EXTSEARCH-5ca2b99915045225842b560c,linked_to_compacted_live_target,
19689,EXTTARGET-f4b0533ae8084832b58b5067,residual,EXTSEARCH-5ca2b99915045225842b560c,linked_to_compacted_live_target,
19690,EXTTARGET-2ac35a8a7f5be86aec02c20b,residual,EXTSEARCH-5ca2b99915045225842b560c,linked_to_compacted_live_target,
19691,EXTTARGET-9232ea4800b2829b7d276892,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
19692,EXTTARGET-1cdf0250d5eaa00973753b58,canonical_primary_representative,EXTSEARCH-3ce7a4b387cba08bf92c3280,linked_to_compacted_live_target,prior_wave_primary_representative
19693,EXTTARGET-41576bfbe91f84d889ae07d9,residual,EXTSEARCH-3ce7a4b387cba08bf92c3280,linked_to_compacted_live_target,
19694,EXTTARGET-c124d843b5bbcb0cdff50cf5,residual,EXTSEARCH-3ce7a4b387cba08bf92c3280,linked_to_compacted_live_target,
19695,EXTTARGET-53376bee707a8e89e72ee300,residual,EXTSEARCH-3ce7a4b387cba08bf92c3280,linked_to_compacted_live_target,
19696,EXTTARGET-b052d31855ee645d830f4e3d,residual,EXTSEARCH-3ce7a4b387cba08bf92c3280,linked_to_compacted_live_target,
19697,EXTTARGET-5657cf4bce9339561e88690f,residual,EXTSEARCH-3ce7a4b387cba08bf92c3280,linked_to_compacted_live_target,
19698,EXTTARGET-642231903138dfde9ac6ae20,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
19699,EXTTARGET-a10f2eccfb8c364ebc6cf2c6,residual,EXTSEARCH-6f21ae9e660561586d829daa,linked_to_compacted_live_target,
19700,EXTTARGET-5e53ef4c8fead9a71ddefea1,residual,EXTSEARCH-6f21ae9e660561586d829daa,linked_to_compacted_live_target,
19701,EXTTARGET-5d7e5392ce5f4ec13e52f365,residual,EXTSEARCH-6f21ae9e660561586d829daa,linked_to_compacted_live_target,
19702,EXTTARGET-5a33f32b881c9f699a0650a0,residual,EXTSEARCH-6f21ae9e660561586d829daa,linked_to_compacted_live_target,
19703,EXTTARGET-9c486d595fd65f58a96efd84,residual,EXTSEARCH-6f21ae9e660561586d829daa,linked_to_compacted_live_target,
19704,EXTTARGET-21fa8cdfea8493f85e25a355,canonical_primary_representative,EXTSEARCH-6f21ae9e660561586d829daa,linked_to_compacted_live_target,prior_wave_primary_representative
19705,EXTTARGET-fbd5e1dd028dbe39419428f8,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
19706,EXTTARGET-10dd74ee607d71f36fcf13e4,canonical_primary_representative,EXTSEARCH-6dae5aae3922d0421f7ac65d,linked_to_compacted_live_target,prior_wave_primary_representative
19707,EXTTARGET-43cb5fe6f3ae1005a7442928,residual,EXTSEARCH-6dae5aae3922d0421f7ac65d,linked_to_compacted_live_target,
19708,EXTTARGET-95da6b269ef778681fbc08b9,residual,EXTSEARCH-6dae5aae3922d0421f7ac65d,linked_to_compacted_live_target,
19709,EXTTARGET-42ac004914201986849718c2,residual,EXTSEARCH-6dae5aae3922d0421f7ac65d,linked_to_compacted_live_target,
19710,EXTTARGET-4bda51df821eacbd59653815,residual,EXTSEARCH-6dae5aae3922d0421f7ac65d,linked_to_compacted_live_target,
19711,EXTTARGET-af3f405af4013295c0d08d9e,residual,EXTSEARCH-6dae5aae3922d0421f7ac65d,linked_to_compacted_live_target,
19712,EXTTARGET-44fe74fa10c4b7793b87f98a,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
19713,EXTTARGET-318007141ee7b5eb5531bffb,residual,EXTSEARCH-cc8337fa63c49a09b9a035e0,linked_to_compacted_live_target,
19714,EXTTARGET-1c4ae9e9f235e294f6f8df3b,canonical_primary_representative,EXTSEARCH-cc8337fa63c49a09b9a035e0,linked_to_compacted_live_target,prior_wave_primary_representative
19715,EXTTARGET-3e4edd24a76bf660e1ab5354,residual,EXTSEARCH-cc8337fa63c49a09b9a035e0,linked_to_compacted_live_target,
19716,EXTTARGET-c0752b87aed7c025b2152d12,residual,EXTSEARCH-cc8337fa63c49a09b9a035e0,linked_to_compacted_live_target,
19717,EXTTARGET-7e1a0215afcb833558c394a6,residual,EXTSEARCH-cc8337fa63c49a09b9a035e0,linked_to_compacted_live_target,
19718,EXTTARGET-a69e6a7aecb0d66f6ada0043,residual,EXTSEARCH-cc8337fa63c49a09b9a035e0,linked_to_compacted_live_target,
19719,EXTTARGET-8ac9a6891378dd469c9c530f,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
19720,EXTTARGET-48706a4acbb843d93fcf0811,residual,EXTSEARCH-e6c7f070af31c62dff4dce13,linked_to_compacted_live_target,
19721,EXTTARGET-1271a04f41cadf6c0a13fe19,canonical_primary_representative,EXTSEARCH-e6c7f070af31c62dff4dce13,linked_to_compacted_live_target,prior_wave_primary_representative
19722,EXTTARGET-436a8e2441c5813f5335b41b,residual,EXTSEARCH-e6c7f070af31c62dff4dce13,linked_to_compacted_live_target,
19723,EXTTARGET-9cbc84ddda25c4ede92dd968,residual,EXTSEARCH-e6c7f070af31c62dff4dce13,linked_to_compacted_live_target,
19724,EXTTARGET-fb7029c06b6e328f63d2c07a,residual,EXTSEARCH-e6c7f070af31c62dff4dce13,linked_to_compacted_live_target,
19725,EXTTARGET-656972af7ebe2dfca4c12688,residual,EXTSEARCH-e6c7f070af31c62dff4dce13,linked_to_compacted_live_target,
19726,EXTTARGET-38da381edbb19ec1e2c0ead1,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
19727,EXTTARGET-48706a4acbb843d93fcf0811,residual,EXTSEARCH-e6c7f070af31c62dff4dce13,linked_to_compacted_live_target,
19728,EXTTARGET-1271a04f41cadf6c0a13fe19,residual,EXTSEARCH-e6c7f070af31c62dff4dce13,linked_to_compacted_live_target,
19729,EXTTARGET-436a8e2441c5813f5335b41b,residual,EXTSEARCH-e6c7f070af31c62dff4dce13,linked_to_compacted_live_target,
19730,EXTTARGET-9cbc84ddda25c4ede92dd968,residual,EXTSEARCH-e6c7f070af31c62dff4dce13,linked_to_compacted_live_target,
19731,EXTTARGET-fb7029c06b6e328f63d2c07a,residual,EXTSEARCH-e6c7f070af31c62dff4dce13,linked_to_compacted_live_target,
19732,EXTTARGET-656972af7ebe2dfca4c12688,residual,EXTSEARCH-e6c7f070af31c62dff4dce13,linked_to_compacted_live_target,
19733,EXTTARGET-38da381edbb19ec1e2c0ead1,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
19734,EXTTARGET-ae82bd5eaed23e154458aaea,residual,EXTSEARCH-c241e845746d544f97876842,linked_to_compacted_live_target,
19735,EXTTARGET-beb9c1baa8d763ccbf2d0f5f,residual,EXTSEARCH-c241e845746d544f97876842,linked_to_compacted_live_target,
19736,EXTTARGET-6771eb5526506eef399e564e,residual,EXTSEARCH-c241e845746d544f97876842,linked_to_compacted_live_target,
19737,EXTTARGET-24ff65b5d8504eef4d4d9604,canonical_primary_representative,EXTSEARCH-c241e845746d544f97876842,linked_to_compacted_live_target,prior_wave_primary_representative
19738,EXTTARGET-c75a579ec544619425634ef5,residual,EXTSEARCH-c241e845746d544f97876842,linked_to_compacted_live_target,
19739,EXTTARGET-b62e26fe46fda635f95c8e09,residual,EXTSEARCH-c241e845746d544f97876842,linked_to_compacted_live_target,
19740,EXTTARGET-fb763c00d01020788e9528a8,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
19741,EXTTARGET-ae82bd5eaed23e154458aaea,residual,EXTSEARCH-c241e845746d544f97876842,linked_to_compacted_live_target,
19742,EXTTARGET-beb9c1baa8d763ccbf2d0f5f,residual,EXTSEARCH-c241e845746d544f97876842,linked_to_compacted_live_target,
19743,EXTTARGET-6771eb5526506eef399e564e,residual,EXTSEARCH-c241e845746d544f97876842,linked_to_compacted_live_target,
19744,EXTTARGET-24ff65b5d8504eef4d4d9604,residual,EXTSEARCH-c241e845746d544f97876842,linked_to_compacted_live_target,
19745,EXTTARGET-c75a579ec544619425634ef5,residual,EXTSEARCH-c241e845746d544f97876842,linked_to_compacted_live_target,
19746,EXTTARGET-b62e26fe46fda635f95c8e09,residual,EXTSEARCH-c241e845746d544f97876842,linked_to_compacted_live_target,
19747,EXTTARGET-fb763c00d01020788e9528a8,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
19748,EXTTARGET-400be52c6c47a2b1677239d6,residual,EXTSEARCH-e60a52599a538cba51e68098,linked_to_compacted_live_target,
19749,EXTTARGET-b3eb7f3f107284a6aa868e94,residual,EXTSEARCH-e60a52599a538cba51e68098,linked_to_compacted_live_target,
19750,EXTTARGET-a8b70cc35a1d4635e17cc8a5,residual,EXTSEARCH-e60a52599a538cba51e68098,linked_to_compacted_live_target,
19751,EXTTARGET-3e66eee28598c6077af37065,residual,EXTSEARCH-e60a52599a538cba51e68098,linked_to_compacted_live_target,
19752,EXTTARGET-f268b30d3a4aa85bc852def1,residual,EXTSEARCH-e60a52599a538cba51e68098,linked_to_compacted_live_target,
19753,EXTTARGET-071cd508062cb6457e9e6583,canonical_primary_representative,EXTSEARCH-e60a52599a538cba51e68098,linked_to_compacted_live_target,prior_wave_primary_representative
19754,EXTTARGET-51e6a631d6f755ce8232e263,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
19755,EXTTARGET-2cb0a430562a5150cd44f523,residual,EXTSEARCH-9553e4f891e499ec8fb6a76a,linked_to_compacted_live_target,
19756,EXTTARGET-fc69008a32acc755fecbd97c,residual,EXTSEARCH-9553e4f891e499ec8fb6a76a,linked_to_compacted_live_target,
19757,EXTTARGET-eb07e17daf2be5710657260d,residual,EXTSEARCH-9553e4f891e499ec8fb6a76a,linked_to_compacted_live_target,
19758,EXTTARGET-7509d4531ef8d8126652f5cd,residual,EXTSEARCH-9553e4f891e499ec8fb6a76a,linked_to_compacted_live_target,
19759,EXTTARGET-1362da8ee79f06f3943c9e90,canonical_primary_representative,EXTSEARCH-9553e4f891e499ec8fb6a76a,linked_to_compacted_live_target,prior_wave_primary_representative
19760,EXTTARGET-f901427ffd525a236e694a15,residual,EXTSEARCH-9553e4f891e499ec8fb6a76a,linked_to_compacted_live_target,
19761,EXTTARGET-ff91d073c428bfad5533081c,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
19762,EXTTARGET-26da584578a0ba49e488738b,canonical_primary_representative,EXTSEARCH-d643c15f676c5998bc6b78e1,linked_to_compacted_live_target,prior_wave_primary_representative
19763,EXTTARGET-6c8e7dc9f41b41a341f95961,residual,EXTSEARCH-d643c15f676c5998bc6b78e1,linked_to_compacted_live_target,
19764,EXTTARGET-ce566d23c7311cc09f884990,residual,EXTSEARCH-d643c15f676c5998bc6b78e1,linked_to_compacted_live_target,
19765,EXTTARGET-b35c2ae969a33a81d7778ab1,residual,EXTSEARCH-d643c15f676c5998bc6b78e1,linked_to_compacted_live_target,
19766,EXTTARGET-ea8ad43988d8b5d97d7feaa0,residual,EXTSEARCH-d643c15f676c5998bc6b78e1,linked_to_compacted_live_target,
19767,EXTTARGET-e552c03e2d70c98151b6cbf5,residual,EXTSEARCH-d643c15f676c5998bc6b78e1,linked_to_compacted_live_target,
19768,EXTTARGET-0aab812ee31d94ad4ca166e5,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
19769,EXTTARGET-26da584578a0ba49e488738b,residual,EXTSEARCH-d643c15f676c5998bc6b78e1,linked_to_compacted_live_target,
19770,EXTTARGET-6c8e7dc9f41b41a341f95961,residual,EXTSEARCH-d643c15f676c5998bc6b78e1,linked_to_compacted_live_target,
19771,EXTTARGET-ce566d23c7311cc09f884990,residual,EXTSEARCH-d643c15f676c5998bc6b78e1,linked_to_compacted_live_target,
19772,EXTTARGET-b35c2ae969a33a81d7778ab1,residual,EXTSEARCH-d643c15f676c5998bc6b78e1,linked_to_compacted_live_target,
19773,EXTTARGET-ea8ad43988d8b5d97d7feaa0,residual,EXTSEARCH-d643c15f676c5998bc6b78e1,linked_to_compacted_live_target,
19774,EXTTARGET-e552c03e2d70c98151b6cbf5,residual,EXTSEARCH-d643c15f676c5998bc6b78e1,linked_to_compacted_live_target,
19775,EXTTARGET-0aab812ee31d94ad4ca166e5,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
19776,EXTTARGET-7f3bd50465eaa5ed9da1af6b,residual,EXTSEARCH-f2b69613d4b2447623472a92,linked_to_compacted_live_target,
19777,EXTTARGET-cb357b1da53d79fb7a4e58da,residual,EXTSEARCH-f2b69613d4b2447623472a92,linked_to_compacted_live_target,
19778,EXTTARGET-c52c3700543de2f89829cc20,residual,EXTSEARCH-f2b69613d4b2447623472a92,linked_to_compacted_live_target,
19779,EXTTARGET-82826e1c311366465447043f,residual,EXTSEARCH-f2b69613d4b2447623472a92,linked_to_compacted_live_target,
19780,EXTTARGET-23818d11eb0246eb35cb6127,canonical_primary_representative,EXTSEARCH-f2b69613d4b2447623472a92,linked_to_compacted_live_target,prior_wave_primary_representative
19781,EXTTARGET-dd596de863cc66dc3eb1b66b,residual,EXTSEARCH-f2b69613d4b2447623472a92,linked_to_compacted_live_target,
19782,EXTTARGET-80eb9d21190bc63f145f421d,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
19783,EXTTARGET-7f3bd50465eaa5ed9da1af6b,residual,EXTSEARCH-f2b69613d4b2447623472a92,linked_to_compacted_live_target,
19784,EXTTARGET-cb357b1da53d79fb7a4e58da,residual,EXTSEARCH-f2b69613d4b2447623472a92,linked_to_compacted_live_target,
19785,EXTTARGET-c52c3700543de2f89829cc20,residual,EXTSEARCH-f2b69613d4b2447623472a92,linked_to_compacted_live_target,
19786,EXTTARGET-82826e1c311366465447043f,residual,EXTSEARCH-f2b69613d4b2447623472a92,linked_to_compacted_live_target,
19787,EXTTARGET-23818d11eb0246eb35cb6127,residual,EXTSEARCH-f2b69613d4b2447623472a92,linked_to_compacted_live_target,
19788,EXTTARGET-dd596de863cc66dc3eb1b66b,residual,EXTSEARCH-f2b69613d4b2447623472a92,linked_to_compacted_live_target,
19789,EXTTARGET-80eb9d21190bc63f145f421d,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
19790,EXTTARGET-7f3bd50465eaa5ed9da1af6b,residual,EXTSEARCH-f2b69613d4b2447623472a92,linked_to_compacted_live_target,
19791,EXTTARGET-cb357b1da53d79fb7a4e58da,residual,EXTSEARCH-f2b69613d4b2447623472a92,linked_to_compacted_live_target,
19792,EXTTARGET-c52c3700543de2f89829cc20,residual,EXTSEARCH-f2b69613d4b2447623472a92,linked_to_compacted_live_target,
19793,EXTTARGET-82826e1c311366465447043f,residual,EXTSEARCH-f2b69613d4b2447623472a92,linked_to_compacted_live_target,
19794,EXTTARGET-23818d11eb0246eb35cb6127,residual,EXTSEARCH-f2b69613d4b2447623472a92,linked_to_compacted_live_target,
19795,EXTTARGET-dd596de863cc66dc3eb1b66b,residual,EXTSEARCH-f2b69613d4b2447623472a92,linked_to_compacted_live_target,
19796,EXTTARGET-80eb9d21190bc63f145f421d,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
19797,EXTTARGET-4caddbb860c230954dfc4537,residual,EXTSEARCH-61fb0d95e5588e42f06d3dbd,linked_to_compacted_live_target,
19798,EXTTARGET-99882f18d22bc2ae4f09555d,residual,EXTSEARCH-61fb0d95e5588e42f06d3dbd,linked_to_compacted_live_target,
19799,EXTTARGET-0d0ccf0c3a6f373bba68d324,canonical_primary_representative,EXTSEARCH-61fb0d95e5588e42f06d3dbd,linked_to_compacted_live_target,prior_wave_primary_representative
19800,EXTTARGET-e31c345d68812890b1292eeb,residual,EXTSEARCH-61fb0d95e5588e42f06d3dbd,linked_to_compacted_live_target,
19801,EXTTARGET-6cffd55c9d241c858ab65f28,residual,EXTSEARCH-61fb0d95e5588e42f06d3dbd,linked_to_compacted_live_target,
19802,EXTTARGET-233cc376c5dead4953f83bbf,residual,EXTSEARCH-61fb0d95e5588e42f06d3dbd,linked_to_compacted_live_target,
19803,EXTTARGET-9e903775ca03dcc1ae8ef404,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
19804,EXTTARGET-5e31acfca8033764a21f3ed3,residual,EXTSEARCH-61fb0d95e5588e42f06d3dbd,linked_to_compacted_live_target,
19805,EXTTARGET-0d1eb334c1f2e25d7917fcef,residual,EXTSEARCH-61fb0d95e5588e42f06d3dbd,linked_to_compacted_live_target,
19806,EXTTARGET-c20a2d8ff480e9139e1f619f,residual,EXTSEARCH-61fb0d95e5588e42f06d3dbd,linked_to_compacted_live_target,
19807,EXTTARGET-9911f5866bb18e03d1c95cd2,residual,EXTSEARCH-61fb0d95e5588e42f06d3dbd,linked_to_compacted_live_target,
19808,EXTTARGET-49cdcd53cf3800132eb10dfc,residual,EXTSEARCH-61fb0d95e5588e42f06d3dbd,linked_to_compacted_live_target,
19809,EXTTARGET-841d88e4f748e64ab81aa138,residual,EXTSEARCH-61fb0d95e5588e42f06d3dbd,linked_to_compacted_live_target,
19810,EXTTARGET-a4ec80cf3291b9e07ed0c957,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
19811,EXTTARGET-1f707350e6754cfaecf70783,residual,EXTSEARCH-61fb0d95e5588e42f06d3dbd,linked_to_compacted_live_target,
19812,EXTTARGET-7ed509e8109e4e8697bb1adb,residual,EXTSEARCH-61fb0d95e5588e42f06d3dbd,linked_to_compacted_live_target,
19813,EXTTARGET-3ed1a53b3bcbefd40e7066fb,residual,EXTSEARCH-61fb0d95e5588e42f06d3dbd,linked_to_compacted_live_target,
19814,EXTTARGET-f14c38051bf81cd436695f52,residual,EXTSEARCH-61fb0d95e5588e42f06d3dbd,linked_to_compacted_live_target,
19815,EXTTARGET-464b565dda68c2e5130002e0,residual,EXTSEARCH-61fb0d95e5588e42f06d3dbd,linked_to_compacted_live_target,
19816,EXTTARGET-d7df79140041b10354c28d27,residual,EXTSEARCH-61fb0d95e5588e42f06d3dbd,linked_to_compacted_live_target,
19817,EXTTARGET-3eea596f27d1625cb3d3907a,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
19818,EXTTARGET-1f707350e6754cfaecf70783,residual,EXTSEARCH-61fb0d95e5588e42f06d3dbd,linked_to_compacted_live_target,
19819,EXTTARGET-7ed509e8109e4e8697bb1adb,residual,EXTSEARCH-61fb0d95e5588e42f06d3dbd,linked_to_compacted_live_target,
19820,EXTTARGET-3ed1a53b3bcbefd40e7066fb,residual,EXTSEARCH-61fb0d95e5588e42f06d3dbd,linked_to_compacted_live_target,
19821,EXTTARGET-f14c38051bf81cd436695f52,residual,EXTSEARCH-61fb0d95e5588e42f06d3dbd,linked_to_compacted_live_target,
19822,EXTTARGET-464b565dda68c2e5130002e0,residual,EXTSEARCH-61fb0d95e5588e42f06d3dbd,linked_to_compacted_live_target,
19823,EXTTARGET-d7df79140041b10354c28d27,residual,EXTSEARCH-61fb0d95e5588e42f06d3dbd,linked_to_compacted_live_target,
19824,EXTTARGET-3eea596f27d1625cb3d3907a,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
19825,EXTTARGET-d700940b9d9e814a55767018,residual,EXTSEARCH-3d2431d7554bdc56df495545,linked_to_compacted_live_target,
19826,EXTTARGET-99c974f4ccf4eb76502a3233,residual,EXTSEARCH-3d2431d7554bdc56df495545,linked_to_compacted_live_target,
19827,EXTTARGET-e0e6eb4d9dacc270670e94a7,residual,EXTSEARCH-3d2431d7554bdc56df495545,linked_to_compacted_live_target,
19828,EXTTARGET-a05b6573fb3db76035188978,residual,EXTSEARCH-3d2431d7554bdc56df495545,linked_to_compacted_live_target,
19829,EXTTARGET-f9833346a71e98af3c096994,residual,EXTSEARCH-3d2431d7554bdc56df495545,linked_to_compacted_live_target,
19830,EXTTARGET-670df4a98215835953a9c198,residual,EXTSEARCH-3d2431d7554bdc56df495545,linked_to_compacted_live_target,
19831,EXTTARGET-83b6d567f93b382218ddb450,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
19832,EXTTARGET-bf743e02e816c69aa7d105d7,residual,EXTSEARCH-3d2431d7554bdc56df495545,linked_to_compacted_live_target,
19833,EXTTARGET-93657b96db41e9ccefd31bb5,residual,EXTSEARCH-3d2431d7554bdc56df495545,linked_to_compacted_live_target,
19834,EXTTARGET-1c422062e4fdd9a2fe61d5f9,canonical_primary_representative,EXTSEARCH-3d2431d7554bdc56df495545,linked_to_compacted_live_target,prior_wave_primary_representative
19835,EXTTARGET-6331f001a76e53d7c38e35fc,residual,EXTSEARCH-3d2431d7554bdc56df495545,linked_to_compacted_live_target,
19836,EXTTARGET-c712f2a8d82116cb808237af,residual,EXTSEARCH-3d2431d7554bdc56df495545,linked_to_compacted_live_target,
19837,EXTTARGET-c7b997890bc51c569812450f,residual,EXTSEARCH-3d2431d7554bdc56df495545,linked_to_compacted_live_target,
19838,EXTTARGET-e420d773e03e53836be10295,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
19839,EXTTARGET-b9b20f02c1b19e5917c93187,residual,EXTSEARCH-0fe03d375013904caf6d36da,linked_to_compacted_live_target,
19840,EXTTARGET-f941d28d27e3cef9d2c2bf8b,residual,EXTSEARCH-0fe03d375013904caf6d36da,linked_to_compacted_live_target,
19841,EXTTARGET-c6d9c11fbbdb64c45ccbb3d9,residual,EXTSEARCH-0fe03d375013904caf6d36da,linked_to_compacted_live_target,
19842,EXTTARGET-0a77b177b85f874dae6507fc,residual,EXTSEARCH-0fe03d375013904caf6d36da,linked_to_compacted_live_target,
19843,EXTTARGET-dca6a0e3a9139c164b424406,residual,EXTSEARCH-0fe03d375013904caf6d36da,linked_to_compacted_live_target,
19844,EXTTARGET-c69d79c5d7cf3525b09ab06e,residual,EXTSEARCH-0fe03d375013904caf6d36da,linked_to_compacted_live_target,
19845,EXTTARGET-5f9936057f7c0526c9107925,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
19846,EXTTARGET-92a771b4591efe180bd6801a,residual,EXTSEARCH-0fe03d375013904caf6d36da,linked_to_compacted_live_target,
19847,EXTTARGET-d178601c71da281ff47b17c5,residual,EXTSEARCH-0fe03d375013904caf6d36da,linked_to_compacted_live_target,
19848,EXTTARGET-64cc8d41cec15e245575bedb,residual,EXTSEARCH-0fe03d375013904caf6d36da,linked_to_compacted_live_target,
19849,EXTTARGET-7bc987855949fda79eeb0001,residual,EXTSEARCH-0fe03d375013904caf6d36da,linked_to_compacted_live_target,
19850,EXTTARGET-a4fb4c4b7f7ce23d4e75811d,residual,EXTSEARCH-0fe03d375013904caf6d36da,linked_to_compacted_live_target,
19851,EXTTARGET-0faa276280a9c300a3dca17a,residual,EXTSEARCH-0fe03d375013904caf6d36da,linked_to_compacted_live_target,
19852,EXTTARGET-0b31e137b709cd0de78291c2,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
19853,EXTTARGET-44ed284277f128c705c05b73,residual,EXTSEARCH-0fe03d375013904caf6d36da,linked_to_compacted_live_target,
19854,EXTTARGET-c18108b9aa9ee2ff71e5f734,residual,EXTSEARCH-0fe03d375013904caf6d36da,linked_to_compacted_live_target,
19855,EXTTARGET-6654d343c4f58088d4b7f04c,residual,EXTSEARCH-0fe03d375013904caf6d36da,linked_to_compacted_live_target,
19856,EXTTARGET-2662452a0ec5bbff0c5ef2bf,residual,EXTSEARCH-0fe03d375013904caf6d36da,linked_to_compacted_live_target,
19857,EXTTARGET-09736d8b365c68d44d4effeb,canonical_primary_representative,EXTSEARCH-0fe03d375013904caf6d36da,linked_to_compacted_live_target,prior_wave_primary_representative
19858,EXTTARGET-e4cc4f5718581d0eb31d3292,residual,EXTSEARCH-0fe03d375013904caf6d36da,linked_to_compacted_live_target,
19859,EXTTARGET-e729b54b2cd3fc669dc28af8,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
19860,EXTTARGET-14caee764eb4694644537e1d,canonical_primary_representative,EXTSEARCH-68cf4a904305f7d39642f49e,linked_to_compacted_live_target,prior_wave_primary_representative
19861,EXTTARGET-a78831e3dcf0eccfbc7607eb,residual,EXTSEARCH-68cf4a904305f7d39642f49e,linked_to_compacted_live_target,
19862,EXTTARGET-5732a662f8148b8c708e97c6,residual,EXTSEARCH-68cf4a904305f7d39642f49e,linked_to_compacted_live_target,
19863,EXTTARGET-778b8f983cf326cc0a9076bc,residual,EXTSEARCH-68cf4a904305f7d39642f49e,linked_to_compacted_live_target,
19864,EXTTARGET-2b36c7a2f45dffb7030d0bea,residual,EXTSEARCH-68cf4a904305f7d39642f49e,linked_to_compacted_live_target,
19865,EXTTARGET-86dd5f0fbe3297ee6161f1f9,residual,EXTSEARCH-68cf4a904305f7d39642f49e,linked_to_compacted_live_target,
19866,EXTTARGET-e98e1954f6c3a609777b1df5,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
19867,EXTTARGET-fe07ec334cc8d2e0b30d721c,residual,EXTSEARCH-68cf4a904305f7d39642f49e,linked_to_compacted_live_target,
19868,EXTTARGET-4f380a2a5eb44c807b4ed904,residual,EXTSEARCH-68cf4a904305f7d39642f49e,linked_to_compacted_live_target,
19869,EXTTARGET-680b5ba15c03a57f97177875,residual,EXTSEARCH-68cf4a904305f7d39642f49e,linked_to_compacted_live_target,
19870,EXTTARGET-25c4863d2f548592f1759c5e,residual,EXTSEARCH-68cf4a904305f7d39642f49e,linked_to_compacted_live_target,
19871,EXTTARGET-6babf4ef1e690e58f5fe54c5,residual,EXTSEARCH-68cf4a904305f7d39642f49e,linked_to_compacted_live_target,
19872,EXTTARGET-2dd26a7f6c81249558b661e4,residual,EXTSEARCH-68cf4a904305f7d39642f49e,linked_to_compacted_live_target,
19873,EXTTARGET-92c30aecffc7e8ecd9e49302,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
19874,EXTTARGET-ac7fa566eeab8963f0b01e4c,residual,EXTSEARCH-f819c368b7c3414b566861c8,linked_to_compacted_live_target,
19875,EXTTARGET-723f627b4e8a5670c2141957,residual,EXTSEARCH-f819c368b7c3414b566861c8,linked_to_compacted_live_target,
19876,EXTTARGET-13f04732e5c4e68e6c68c6f2,canonical_primary_representative,EXTSEARCH-f819c368b7c3414b566861c8,linked_to_compacted_live_target,prior_wave_primary_representative
19877,EXTTARGET-a7980bc19ca63625b5aa3999,residual,EXTSEARCH-f819c368b7c3414b566861c8,linked_to_compacted_live_target,
19878,EXTTARGET-2556c80b92f8d1ee7e01685d,residual,EXTSEARCH-f819c368b7c3414b566861c8,linked_to_compacted_live_target,
19879,EXTTARGET-761aecc13201c2f572487efe,residual,EXTSEARCH-f819c368b7c3414b566861c8,linked_to_compacted_live_target,
19880,EXTTARGET-16a54a0e3b69ef0ba73ce30e,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
19881,EXTTARGET-2bc409c565b74fba02b1f409,residual,EXTSEARCH-761383cb3b8b994407b493cc,linked_to_compacted_live_target,
