residual_target_id,raw_target_id,raw_row_number,search_wave,prior_compacted_target_id,municipality,state,period,side_scope,department_scope,external_data_family,missingness_id,missing_external_variable,current_claim_family,current_evidence_status,likely_source_family,expected_claim_upgrade,search_priority,linked_root_event_id,linked_mechanism_exposure_event_ids,query_primary,query_repair,terminal_without_search,lane_id,lane_sequence,raw_resolution,superseded_terminal_status,resume_reason,resume_required,resume_precondition
RESIDUAL-a1314fe25eb1e37baa7f8663,EXTTARGET-a940e066e559d3f97dc52ccd,14753,external_search_wave_002_exhaustive_residual,EXTSEARCH-2cba8ce39cbbbfb415b62c2c,Orland,IL,2015,police,police,tenure_and_progression,EXTMISS-6cac3acece3911fde185eafa,"employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier",step_schedule_seniority,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",distinguishes contractual progression from compositional or tenure differences,Tier 2,ROOTCOMP-386b1bc5e77abbfc2dac05be|ROOTCOMP-4af398dee5803d928ad43482,MECHEXP-0a0a590893ef86ba995fd34b|MECHEXP-5c64816f425a9607e0f9a6a6|MECHEXP-5e19da865d918ef5517f6a45|MECHEXP-63daa5019d9a58a8de70c18b|MECHEXP-94260eebb9eaceb384cdee2c|MECHEXP-bc9b7b4378a53bb6efb4e0a9|MECHEXP-bddfc523c7199a74765f4f8f|MECHEXP-ff702e683ae561560f1c0e58,"""Orland"" ""IL"" ""2015"" police police employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier step_schedule_seniority municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Orland"" ""IL"" 2015 tenure_and_progression employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_002,2627,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-a131c64f604fd0c7ac431bef,EXTTARGET-b4cf4368711025db81c452b3,8690,external_search_wave_002_exhaustive_residual,EXTSEARCH-13d8fe16d99892d443457e86,Helena,MI,2026,unclear,unclear,recruitment_and_retention,EXTMISS-1347995bd4303bf198f7ab92,"applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies",budget_pay_plan,formally_adopted,"municipal payroll/open data, adopted budget, HR report, Census/USDA",tests recruitment and retention pressure with comparable administrative outcomes,Tier 1,ROOTCOMP-67da2220f40c8e83055de640,MECHEXP-13cd7f07f0bcbd2330442766|MECHEXP-44465b76e1051fba456c6208|MECHEXP-80586d910c68bf479562ebb1|MECHEXP-d90101edcc019b286fe82d21|MECHEXP-e442a1037a002f9a00c2ffde,"""Helena"" ""MI"" ""2026"" unclear unclear applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies budget_pay_plan municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Helena"" ""MI"" 2026 recruitment_and_retention applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_001,1548,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-a1327c7d5ee7b4411c5ff5f4,EXTTARGET-66badedb7a7e8fb34def1ac8,13495,external_search_wave_002_exhaustive_residual,EXTSEARCH-6e73efa9bb90202b67038514,Navasota,TX,2025,police,police,benefits_and_total_compensation,EXTMISS-6dc3e28537d381f37e39a8fa,"pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects",step_schedule_seniority,paid_or_observed,"municipal payroll/open data, adopted budget, HR report, Census/USDA",separates wages from benefits and measures recurring total-compensation effects,Tier 2,ROOTCOMP-10a7c78217dc7ab41635ed0e|ROOTCOMP-6fa24b3ecb66a8d98087591b,MECHEXP-80cf0126350d77ccf013ab75|MECHEXP-a8bd84138d55e37b5a5288ae|MECHEXP-c74872994aa917bbc3d37dae|MECHEXP-e01eef389882789a11a3cb99|MECHEXP-e1b0c5018973ee296c9615f1|MECHEXP-ec05f0a6632771464f27160c|MECHEXP-f1e9c6f9f4db45b1e7d2136b,"""Navasota"" ""TX"" ""2025"" police police pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects step_schedule_seniority municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Navasota"" ""TX"" 2025 benefits_and_total_compensation pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_005,2405,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-a133b8132358fbb5b945ff63,EXTTARGET-6cf1d43a3a6e6ee23cbc1fd7,20441,external_search_wave_002_exhaustive_residual,EXTSEARCH-64079a9426b3daebb1715e7a,West Windsor,NJ,2021,police,police,payroll_and_earnings,EXTMISS-0acc16db468a6d0a75626abe,"actual wages paid, total earnings, overtime, premiums, retroactive payments",budget_pay_plan,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",upgrades implementation from documented term to paid outcome,Tier 1,ROOTCOMP-cce6426404e2dee995a1d7cb,MECHEXP-0ccc3de19ab9cb68ce9986a7|MECHEXP-1d3ee229666d61750363d6d8|MECHEXP-7025e233164005204169bc2e|MECHEXP-9d6cbfd461a99abd82d16160,"""West Windsor"" ""NJ"" ""2021"" police police actual wages paid, total earnings, overtime, premiums, retroactive payments budget_pay_plan municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""West Windsor"" ""NJ"" 2021 payroll_and_earnings actual wages paid, total earnings, overtime, premiums, retroactive payments (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_004,3641,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-a139d7357a1d0375b39a91fd,EXTTARGET-e498f13619c8b2771a01163f,12291,external_search_wave_002_exhaustive_residual,EXTSEARCH-675b6d0c8c3e850d2baa538b,Menands,NY,2025,police,police,benefits_and_total_compensation,EXTMISS-daa73c359b0cbb83adc12359,"pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects",step_schedule_seniority,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",separates wages from benefits and measures recurring total-compensation effects,Tier 2,ROOTCOMP-5bd1a7d3b759e1164a63fc79|ROOTCOMP-ad99cb9525879511ac3871dc|ROOTCOMP-f9647271168e04da536f641f,MECHEXP-271bc404a0df833b555cad51|MECHEXP-6630117273248016102510d7|MECHEXP-763e380e93a5835b9d74f863|MECHEXP-769809f7c32a60e3d04cf4c3|MECHEXP-9f03a2217fe9c7fcf70228cf|MECHEXP-d696fc13e4520697a1146b03|MECHEXP-db3ac3dcf54b7288fd84a46d|MECHEXP-e603f77bf0ea3ad71d157259|MECHEXP-eae8e06f97c78e868d81dbd0,"""Menands"" ""NY"" ""2025"" police police pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects step_schedule_seniority municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Menands"" ""NY"" 2025 benefits_and_total_compensation pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_004,2190,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-a13ad09decc7a929356cef39,EXTTARGET-8df5dd7866510fa6702a7b4c,14704,external_search_wave_002_exhaustive_residual,EXTSEARCH-8c2f22ba6b231e1dd513de82,Orchard Park,NY,2020,unclear,unclear,tenure_and_progression,EXTMISS-0857d05058356defc657d222,"employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",distinguishes contractual progression from compositional or tenure differences,Tier 2,ROOTCOMP-df27184ff3ac483b83b15e36,MECHEXP-5b9aa833cde35d5b14bd8b8c|MECHEXP-5dabf1671a3d73ffa32d904f|MECHEXP-98c5b4bc0d8d77a142c24f22|MECHEXP-bdfe05156f58a4c9e56c948a|MECHEXP-d14aa62a153c9ac68ed15efc,"""Orchard Park"" ""NY"" ""2020"" unclear unclear employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Orchard Park"" ""NY"" 2020 tenure_and_progression employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_005,2618,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-a1426feff1f964b7e63546af,EXTTARGET-531238a4fd01ada64b810470,14314,external_search_wave_002_exhaustive_residual,EXTSEARCH-d13263477ecf39899947064d,Oak Park Heights,MN,2024,police,police,benefits_and_total_compensation,EXTMISS-feb239b10a1ad07b8b16b617,"pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",separates wages from benefits and measures recurring total-compensation effects,Tier 2,ROOTCOMP-8c28f9e4341d5bed0ab52f5d,MECHEXP-4a950099cc63edf726a2569e|MECHEXP-4a983ce8758fe1413c7d0c8c|MECHEXP-8be2140e697b22fa3ebbd9e2|MECHEXP-c1f666dbb8b61eee421e18d9|MECHEXP-cef62b0a7b4a91ceca8b42e4|MECHEXP-d3fc33bd639e3f1e0e67d88c|MECHEXP-dd93567871d61890bdcdc79f,"""Oak Park Heights"" ""MN"" ""2024"" police police pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Oak Park Heights"" ""MN"" 2024 benefits_and_total_compensation pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_005,2549,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-a142da27338d53fad3bf16fc,EXTTARGET-c79f6e05d4bf3a03d208b41c,20361,external_search_wave_002_exhaustive_residual,EXTSEARCH-17431e757d569320e46ff7ef,West Bridgewater,MA,2023,unclear,unclear,implementation,EXTMISS-d4c81104adf7f57395b3397b,"payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation",step_schedule_seniority,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",confirms whether negotiated or adopted terms became operative and paid,Tier 1,ROOTCOMP-2d56ff997e4a034f93c565ba|ROOTCOMP-dcc8889168c45771bf5140b8|ROOTCOMP-fc57e257ca434cbff83f505d,MECHEXP-023f308ae018d9e08e42c119|MECHEXP-213317744701c1ae953766a7|MECHEXP-43d16315296c35646225b14a|MECHEXP-471efa8231aab0a62c90245d|MECHEXP-64096c09714b56d0b2a46781|MECHEXP-8e61f0e40bca8ce27471971b|MECHEXP-9480ba3237ff1b81e7343e97|MECHEXP-9cfe3b07cdb2b1fa0cec8343|MECHEXP-ba6e7c69fd6abeba29604243|MECHEXP-c2fb49c509f711aa5766b7bd|MECHEXP-e88610eff33c148c1d0fd061|MECHEXP-f94106158dba2bde8d9318ea,"""West Bridgewater"" ""MA"" ""2023"" unclear unclear payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation step_schedule_seniority municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""West Bridgewater"" ""MA"" 2023 implementation payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_001,3627,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-a1443cdfeb27e0dae68c6ee0,EXTTARGET-f0fed8f3b2ae64f7efc15488,17028,external_search_wave_002_exhaustive_residual,EXTSEARCH-b4f725b5719203e28782e898,Schuylkill,PA,2024,police,police,tenure_and_progression,EXTMISS-1d7436d8701cd97f34a55e06,"employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier",non_base_compensation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",distinguishes contractual progression from compositional or tenure differences,Tier 2,ROOTCOMP-aeb32e9af2543c6b7514060e,MECHEXP-03596c2d03eb057ffe257c45|MECHEXP-32b05631fa5fd449f50bf1c9|MECHEXP-42501edbb40308090d85639a|MECHEXP-c9d6d3d9d7f5c4436709e912,"""Schuylkill"" ""PA"" ""2024"" police police employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier non_base_compensation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Schuylkill"" ""PA"" 2024 tenure_and_progression employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_001,3031,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-a14660b6bfbce4e0b5db4e7b,EXTTARGET-7940d86ce822fa53e5d737f3,10552,external_search_wave_002_exhaustive_residual,EXTSEARCH-c62b7dd66d3e158241719a3b,Lakewood,NY,undated-source-B4X2500LIVE-20260729-006440,mixed,mixed,recruitment_and_retention,EXTMISS-5843bb207b947aff6082269e,"applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies",other_pay_setting_mechanism,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",tests recruitment and retention pressure with comparable administrative outcomes,Tier 1,ROOTCOMP-bcc5369c5bd5e5237d2e6050|ROOTCOMP-d0b14e5e06a8ab8c6d5f22c4,MECHEXP-08d839c332cd50cf1f1268aa|MECHEXP-1c05fcad00384a8ea1b5dae8|MECHEXP-389840b37bcaded0e0e7732d|MECHEXP-46c47eb7357c9b363842428d|MECHEXP-4ed78e9970766507b52ed71f|MECHEXP-59d62c50bd9c0a4b2fe91ced|MECHEXP-6e1377774cc28863d46611f0|MECHEXP-f4037f65d9701ef41eb482dc,"""Lakewood"" ""NY"" ""undated-source-B4X2500LIVE-20260729-006440"" mixed mixed applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies other_pay_setting_mechanism municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Lakewood"" ""NY"" undated-source-B4X2500LIVE-20260729-006440 recruitment_and_retention applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_004,1879,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-a1471694a76bf90b9ced257e,EXTTARGET-675418f3981c28ccb00bff6f,4871,external_search_wave_002_exhaustive_residual,EXTSEARCH-b81b0a9b6e20aa4f6a34da1e,Dinosaur,CO,undated-source-B4X2500LIVE-20260729-004829,unclear,unclear,benefits_and_total_compensation,EXTMISS-07bf41f6bbb5b12693c18ca6,"pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",separates wages from benefits and measures recurring total-compensation effects,Tier 2,ROOTCOMP-0ef92b502abdb6256454c508|ROOTCOMP-8ef3ae30ad55d64d224da752|ROOTCOMP-a5260ce8159f7d5fadc2d149|ROOTCOMP-e436daf894cf91fe6a9006bb,MECHEXP-0240c249d3bad22ab9b54520|MECHEXP-05638b8af85d70e4054173d8|MECHEXP-0a90a8aed6ac6fd39409bbdd|MECHEXP-1663837eec2b9d6e2f76452c|MECHEXP-1a49b9598d8f254871d2f27a|MECHEXP-1d7290f2708af9547f540ea7|MECHEXP-415e119b19cc3346b8471d6f|MECHEXP-574ace834730bd7a079027bc|MECHEXP-5aafd28878e22dd0bd21cadd|MECHEXP-66a1f383127f583fc3eda4dc|MECHEXP-7dc38a94c24019229fff6a87|MECHEXP-928d24b59863ea62446ca21f|MECHEXP-a754dda6968f16baed3318bf|MECHEXP-b7c3649b935613a731c1da08|MECHEXP-d8858d358a37fd8bf6906f4c|MECHEXP-f0ef66cdca0e0d3612ce265a|MECHEXP-f5a8a63d6f5916fd54795527|MECHEXP-fdf707d1bd92d8add3798375|MECHEXP-fe9a3687727e637e01fe3744,"""Dinosaur"" ""CO"" ""undated-source-B4X2500LIVE-20260729-004829"" unclear unclear pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Dinosaur"" ""CO"" undated-source-B4X2500LIVE-20260729-004829 benefits_and_total_compensation pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_001,868,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-a14c369c036c4af71ab918b1,EXTTARGET-9bd7075bad4aef3d1f329563,11467,external_search_wave_002_exhaustive_residual,EXTSEARCH-38315026725bf957b05da3a0,Madison,OH,2021,fire,fire,payroll_and_earnings,EXTMISS-2b87d5288d2ff48c24d57577,"actual wages paid, total earnings, overtime, premiums, retroactive payments",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",upgrades implementation from documented term to paid outcome,Tier 1,ROOTCOMP-60f8a69646cd5bcbed90538e|ROOTCOMP-7f6c55c269704b27e73e5edb|ROOTCOMP-d79d7b9ceb613f6ba37fa3ef,MECHEXP-0803acfb528fc850a6cd1f78|MECHEXP-092d6c21ed7dad53c9637db6|MECHEXP-0a75cdcd0277055ef508cec8|MECHEXP-11d665404cfa49fb4303c6f4|MECHEXP-3563ab953911a07eab3994d6|MECHEXP-553a2efebe019fee2230b6d5|MECHEXP-5b478ec2d5e9c2d06e5fb2e6|MECHEXP-612577cd40bd5903c8ad9105|MECHEXP-6a487d7e609dc62861ffbc10|MECHEXP-7b09ab764ea3a57f9ee631ad|MECHEXP-cf6d3a07319e4c13e682315e|MECHEXP-d4c4e123a2132a95c111619a|MECHEXP-d4eff41ac45acd4be5f8d430|MECHEXP-d78824caaa64fc1cb1a699a5|MECHEXP-f5cf49554d9256bfc747c9e5,"""Madison"" ""OH"" ""2021"" fire fire actual wages paid, total earnings, overtime, premiums, retroactive payments retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Madison"" ""OH"" 2021 payroll_and_earnings actual wages paid, total earnings, overtime, premiums, retroactive payments (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_003,2044,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-a1529ffeefe99fa438a2f6bf,EXTTARGET-8d51860d844fb961bdffb931,15748,external_search_wave_002_exhaustive_residual,EXTSEARCH-6bdd30b22dec24d3fd2eabeb,Porter,IN,2024,police,police,implementation,EXTMISS-923d126ca8b9ea55fca11f41,"payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",confirms whether negotiated or adopted terms became operative and paid,Tier 1,ROOTCOMP-c220ccfa5ae6cc5f6ba5ac1c,MECHEXP-86da2f2d4f627c050e9b0487|MECHEXP-90d31a7ebcf00e6948c16e33|MECHEXP-a358286005778eb47814d926|MECHEXP-b44a68d5ba113d9494fc57c0|MECHEXP-ebe58708750f15515ea63799,"""Porter"" ""IN"" ""2024"" police police payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Porter"" ""IN"" 2024 implementation payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_004,2804,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-a15d12f3c8f9d9fbe306715b,EXTTARGET-fb30399926d87ed021477e2b,17754,external_search_wave_002_exhaustive_residual,EXTSEARCH-9441c9a98ad319aab7f453f0,Southold,NY,2026,unclear,unclear,staffing_and_headcount,EXTMISS-c0cf26332b2e649ea3dcee5d,"authorized positions, filled positions, vacancy rate, layoffs, attrition",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",tests vacancy and staffing-reduction mechanisms with denominators,Tier 1,ROOTCOMP-2cf7cc654b11bfd6c4befd28|ROOTCOMP-7f033dbbe0a9a94d6e45f686,MECHEXP-0d7d47b5f252fb58d759fd22|MECHEXP-3043a3b1983d515fe46e09e1|MECHEXP-460fb57161564a1511e43033|MECHEXP-85e0c789d67258c8d8f47541|MECHEXP-df5053f99bf3b5adf13879d8|MECHEXP-f0fe17e617adfb6c8bd4f46a|MECHEXP-f291b9b7edd592391688371f,"""Southold"" ""NY"" ""2026"" unclear unclear authorized positions, filled positions, vacancy rate, layoffs, attrition retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Southold"" ""NY"" 2026 staffing_and_headcount authorized positions, filled positions, vacancy rate, layoffs, attrition (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_003,3159,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-a164976f88945c6e980565bd,EXTTARGET-e36592aa09248e79674a7e6a,14507,external_search_wave_002_exhaustive_residual,EXTSEARCH-bee3a51b5b3d390ede052d3a,Ogunquit,ME,2022,fire,fire,recruitment_and_retention,EXTMISS-5e2791c1600955c8449f02b2,"applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies",across_the_board_raise,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",tests recruitment and retention pressure with comparable administrative outcomes,Tier 1,ROOTCOMP-4b64b9065448bd03cc57d4fb,MECHEXP-0a43b1878edb583081008d3d|MECHEXP-0c7c6e06823ed4358ccd68b8|MECHEXP-79d6625523d61c7755767973|MECHEXP-a178a3b0ee24e084fbce670b,"""Ogunquit"" ""ME"" ""2022"" fire fire applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies across_the_board_raise municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Ogunquit"" ""ME"" 2022 recruitment_and_retention applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_003,2584,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-a165d38251bf5859e94d3432,EXTTARGET-eca73a5d4b39a546372636f9,9598,external_search_wave_002_exhaustive_residual,EXTSEARCH-adc79915c3bf748a81f087b1,Jefferson,WI,2021,police,police,payroll_and_earnings,EXTMISS-961ab212c5c1c07c46345a3a,"actual wages paid, total earnings, overtime, premiums, retroactive payments",non_base_compensation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",upgrades implementation from documented term to paid outcome,Tier 1,ROOTCOMP-754684f2dae95928988b01e8,MECHEXP-2795d86d6d0c9a9565daeca3|MECHEXP-477c7be71952b2eabbaf4ad7|MECHEXP-d14b3fdec6c27864f67fa7e8|MECHEXP-e849b07ea5a0a13c3d1de6cd,"""Jefferson"" ""WI"" ""2021"" police police actual wages paid, total earnings, overtime, premiums, retroactive payments non_base_compensation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Jefferson"" ""WI"" 2021 payroll_and_earnings actual wages paid, total earnings, overtime, premiums, retroactive payments (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_002,1710,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-a167161123f419752f2f0585,EXTTARGET-cc10076c7f344d833e9a39c1,20484,external_search_wave_002_exhaustive_residual,EXTSEARCH-e9a7b067c7790cd01cd216ea,Westmorland,CA,2024,unclear,unclear,staffing_and_headcount,EXTMISS-240b4bf39f0aac2aa4d60d52,"authorized positions, filled positions, vacancy rate, layoffs, attrition",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",tests vacancy and staffing-reduction mechanisms with denominators,Tier 1,ROOTCOMP-b830aedef8c79c31366acb76,MECHEXP-317e445297f1a9f70f779344|MECHEXP-423c0e4b674c1ea65b4ac934|MECHEXP-4c0c3c7f53d758a24f0465c1|MECHEXP-70319996e30c72933a48d5c0|MECHEXP-de56cbf2699f98a7a466280f|MECHEXP-f3f8e2fc05df26dc16ef16bb,"""Westmorland"" ""CA"" ""2024"" unclear unclear authorized positions, filled positions, vacancy rate, layoffs, attrition retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Westmorland"" ""CA"" 2024 staffing_and_headcount authorized positions, filled positions, vacancy rate, layoffs, attrition (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_003,3649,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-a16936c42c0bfe15508f21f8,EXTTARGET-be2d6296c4808d3d37ae9ac4,18766,external_search_wave_002_exhaustive_residual,EXTSEARCH-043f735d6bfd18cd8764dc02,Tonawanda,NY,undated-source-B4X2500LIVE-20260729-009008,unclear,unclear,benefits_and_total_compensation,EXTMISS-f3bdc1c05149c8608994156b,"pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",separates wages from benefits and measures recurring total-compensation effects,Tier 2,ROOTCOMP-95ebe6db463c5c4500709721|ROOTCOMP-9bb5d52483fcff7fac27a331|ROOTCOMP-b8899867e38c791316a8828c,MECHEXP-05f8c388f881e22b5212f8f7|MECHEXP-1551553d817b8a56a60563a6|MECHEXP-3a795313b3f387cc075714e0|MECHEXP-3c8f82415fc115d871fd1679|MECHEXP-6c08aaa0ad3fa4adc8d9cc22|MECHEXP-6dc1df71822a48af484b9bf8|MECHEXP-7df4eba392cdd987a7c29681|MECHEXP-a590e82473adaee57d4f3908|MECHEXP-ea38314d9e4320daea30647e,"""Tonawanda"" ""NY"" ""undated-source-B4X2500LIVE-20260729-009008"" unclear unclear pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Tonawanda"" ""NY"" undated-source-B4X2500LIVE-20260729-009008 benefits_and_total_compensation pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_002,3342,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
