absolute_difference,aggressive_tier,caveat,claim_links,computed_percentage,corroboration_status,direction,directional_value_retained,duplicate_representations,formula,magnitude,mechanism,municipality,non_safety_value,pay_basis,percentage_difference,period,ratio,raw_values,relaxation_rule,reported_percentage,reproduced,result_id,safety_value,semantic_outcome,side,source_basis,source_coordinates,source_count,source_ids,source_record_id,staffing_review_class,staffing_type,state,stored_percentage,strict_eligibility,unique_mechanism_events,unique_municipalities,unique_root_events,unique_sources,unit_type
,tier_3_directional_or_mechanism_supporting,descriptive channel evidence only; no causal effect and isolated levels are not changes,MECH-06,,not_corroborated,channel_consistent,,,,,,cog_2025_202206,,,,2024,,"[""4.7%""]",STAFF-3,,,AGGRES-cb03f5d25dd3af9f29d478b4,,uphold_tier_3_directional,fire,"e City. Executive Director Robe stated Corporation Counsel was invited to discuss this during executive session at today’s meeting. As of December 31, 2024, vacant positions continue to remain unfilled as budgeted full time equivalent (“FTE”) positions were 2,765 FTE and 2,470 were filled, resulting in 295 vacancies, or a 10.7% vacancy rate. The police department FTE was budgeted at 812, with 774 filled, resulting in 38 vacancies, or a 4.7% vacancy rate. The fire department FTE was budgeted at 743, with 709 filled, resulting in 34 vacancies, or a 4.6% vacancy rate. Historically the City averages between 9-12% vacancy rate at the end of the 2nd quarter. Chair Pro Tempore Floss asked if the 10% staffing cut mentioned by the Mayor at the last Board meeting is reflected in the 2nd quarter report. Principal Analyst Link confirmed the numbers do not reflect the stated cuts as t","{""character_end"": ""8841"", ""character_start"": ""8837"", ""column"": """", ""page"": ""4"", ""row"": """", ""table_id"": """"}",1,EXTSOURCE-cabcb4d0c437b0a976ff71d5,EXTRECON-fd4172685bfb085c6097ea9a,descriptive_channel_consistent,vacant_positions,NY,,staffing_hypothesis_ready,,,,,staffing
,tier_3_directional_or_mechanism_supporting,descriptive channel evidence only; no causal effect and isolated levels are not changes,MECH-06,,not_corroborated,channel_consistent,,,,,,cog_2025_100699,,,,2024,,"[""January 19, 2026""]",STAFF-3,,,AGGRES-14f57e69b9e301e7a3fd9a82,,uphold_tier_3_directional,fire,"Vacancies in 2025: 23% of Vacancies Resulting from: ◦Staffing Growth: 0%◦Internal Opportunities: 56%◦Attrition: 43%◦Turnover: 0%Number of Vacancies Reason for Vacancies0Newly Budgeted Positions12Internal Promotions0Internal Lateral Transfer10Retirement1Involuntary Separation0Turnover- Voluntary Separations23Total Vacancies13 14 === PAGE 11 === 5/15/2026 8 Vacancy Information – Bargaining Units% of Vacancies # of Budgeted FTEs# of VacanciesAs of January 19, 20266.67%151American Federation of State, County, and Municipal Employees 5.8%1388International Association of Firefighters (IAFF), Local 2400-Firefighters and Fire Captains14%71International Association of Firefighters (IAFF), Local 2400- Battalion ChiefsComparison 2024 and 202520252024163163FTEs106Total Vacancies6.13%3.7%Vacancy Rate06Voluntary Separations15 16 === PAGE 12 === 5/15/2026 9 Questions? 17 === PAGE 13 === Board Minutes Page 1 of","{""character_end"": ""11291"", ""character_start"": ""11275"", ""column"": """", ""page"": ""11"", ""row"": """", ""table_id"": """"}",1,EXTSOURCE-c1d71010df8a5ee59c5795d6,EXTRECON-801eee1731a796eb1e7375ef,descriptive_channel_consistent,vacant_positions,CA,,staffing_hypothesis_ready,,,,,staffing
,tier_3_directional_or_mechanism_supporting,descriptive channel evidence only; no causal effect and isolated levels are not changes,MECH-06,,not_corroborated,channel_consistent,,,,,,cog_2025_170646,,,,2025,,"[""21""]",STAFF-3,,,AGGRES-388f08b4a234f32ec0937d44,,uphold_tier_3_directional,police,"h decreases of 9 FTEs in both community services and for civilian employees in the police department, and 5 sworn police officers. The remaining 11 departments had a net decrease of 11 FTE’s. The police department currently has 812 FTE sworn officers budgeted; as of March 31, 2025, 764 positions were filled, leaving 48 vacancies, or a 5.9 percent vacancy rate. As previously discussed, the vacancies do not include the current class of 21 police recruits who are currently participating in field training. The recruits began their field training in February 2025, which would place the recruits in the field under the supervision of a senior patrol officer. Total non-deployable officers and vacancies total 69 FTEs, or 8.5 percent, as of March 31, 2025. Non-sworn police department personnel are budgeted at 208 FTE’s, with 166 filled, creating a vacancy of 42 positions, or 20.2","{""character_end"": ""179607"", ""character_start"": ""179605"", ""column"": """", ""page"": ""76"", ""row"": """", ""table_id"": """"}",1,EXTSOURCE-b9f81ce3ec229666636a3c11,EXTRECON-96380f9f296c13820e61bf47,descriptive_channel_consistent,vacant_positions,NY,,staffing_hypothesis_ready,,,,,staffing
,tier_3_directional_or_mechanism_supporting,descriptive channel evidence only; no causal effect and isolated levels are not changes,,,not_corroborated,channel_consistent,,,,,,cog_2025_170985,,,,2023,,"[""13.2%""]",STAFF-3,,,AGGRES-f17af682989aa2755d8bf475,,uphold_tier_3_directional,police,"ariance for health insurance • $2.0M unfavorable variance for the salary adjustment line o $0.7M favorable variance in utilities o $0.9M unfavorable variance in the other category • Transfers out are unfavorable by $8.5M o Expected to be offset with ARPA program revenue at year-end As of March 31, 2023, vacant positions continue to remain unfilled as the City has 2,751 budgeted positions and 2,388 filled FTEs; a vacancy rate of 363 or 13.2%. Police has 812 positions budgeted and 754 filled, a vacancy rate of 58 or 7.1%. Fire has 743 budgeted positions and 660 filled, a vacancy rate of 83 or 11.2%. Summary • No budget difficulties projected • Includes $12-15M of costs estimated for two winter storms • FEMA reimbursement is expected but not included in the projection as timing is unknown • Positive variances in both sales tax and interest revenue has allowed the City to r","{""character_end"": ""111315"", ""character_start"": ""111310"", ""column"": """", ""page"": ""49"", ""row"": """", ""table_id"": """"}",1,EXTSOURCE-2a85b990cecd1aa334e6942d,EXTRECON-33ef18aca3f3aab64d5e09c8,descriptive_channel_consistent,vacancy_rate_explicit,NY,,staffing_hypothesis_ready,,,,,staffing
,tier_3_directional_or_mechanism_supporting,descriptive channel evidence only; no causal effect and isolated levels are not changes,MECH-06,,not_corroborated,channel_consistent,,,,,,cog_2025_208467,,,,undated-source-B4X2500LIVE-20260729-000495,,"[""2.0""]",STAFF-3,,,AGGRES-28ff10ab54a38d5a7f435f6d,,uphold_tier_3_directional,police,"LICE SPECIAL PROJECTS 17,255,231 17,201,978 15,944,982 16,631,227 686,245 623: IMPOUND LOT 3,989,995 3,287,521 3,318,958 3,409,585 90,627 Total 26,978,806 28,834,964 28,999,236 27,510,541 (1,488,695) Budget Changes Summary The 2026 Police General Fund budget includes several staffing changes, including 11.0 Police Officer FTEs previously funded through the COPS grant shifting to the General Fund. The budget removes several vacant positions: 2.0 Police Officer FTEs, 1.0 Records Management Specialist FTE, 7.53 Community Engagement Cadet FTEs, 2.0 Data Release Specialist FTEs, 1.0 Community Specialist FTE, 1.0 Commander FTE, and 2.0 administrative roles (Executive Assistant I, Office Assistant III). The budget includes the addition of 1.0 Parking Enforcement Officer FTE. The budget also reclassifies a vacant Accountant IV position to an Accounting Technician II, and removes $55,021 in n","{""character_end"": ""5405"", ""character_start"": ""5402"", ""column"": """", ""page"": ""3"", ""row"": """", ""table_id"": """"}",1,EXTSOURCE-38839f53f21739b51678c63c,EXTRECON-3981c14ea5bf3dd5d341feeb,descriptive_channel_consistent,vacant_positions,MN,,staffing_hypothesis_ready,,,,,staffing
,tier_3_directional_or_mechanism_supporting,descriptive channel evidence only; no causal effect and isolated levels are not changes,MECH-06,,not_corroborated,channel_consistent,,,,,,cog_2025_208467,,,,undated-source-B4X2500LIVE-20260729-000495,,"[""two Police Officers, one Records Management Specialist, two Parking Enforcement""]",STAFF-3,,,AGGRES-528a506bcd400597616f748d,,uphold_tier_3_directional,police,"- Other current service level adjustments 4,400,668 103,676 - Subtotal: 6,851,677 103,676 11.00 Mayor's Proposed Changes Change from 2025 Adopted Spending Financing FTE Budget Reductions The budget removes several vacant positions: two Police Officers, one Records Management Specialist, two Parking Enforcement Officers, 7.53 Community Engagement Cadets, one Data Release Specialist, one Commander, and two administrative roles (Executive Assistant I, Office Assistant III). A vacant Accountant IV position will be reclassified as an Accounting Technician II, and non-personnel expenses are reduced. Police Officer (283,024) - (2.00) Records Management Specialist (8","{""character_end"": ""9801"", ""character_start"": ""9721"", ""column"": """", ""page"": ""4"", ""row"": """", ""table_id"": """"}",1,EXTSOURCE-38839f53f21739b51678c63c,EXTRECON-9ed02599463fe21f391ecdc2,descriptive_channel_consistent,vacant_positions,MN,,staffing_hypothesis_ready,,,,,staffing
,tier_3_directional_or_mechanism_supporting,descriptive channel evidence only; no causal effect and isolated levels are not changes,MECH-06,,not_corroborated,channel_consistent,,,,,,cog_2025_193555,,,,2025,,"[""2020""]",STAFF-3,,,AGGRES-d14ee64db9f102a3a40b077f,,uphold_tier_3_directional,police,"ble objectives, providing training for recruitment staff to increase data reliability, creating a social media strategy, and developing a recruitment pipeline for interested applicants. Is Austin’s Police Department effectively, efficiently, and equitably recruiting and hiring sworn staff? What We Found The Austin Police Department (APD) is experiencing staff shortages and is struggling to attract enough cadets to fill the vacancies. Between 2020 and 2024, APD’s police vacancy rate increased from 7.4% to 18%. As of January 2025, APD had over 330 vacancies among its sworn officers, 1 with over 41% of those positions open for over a year. The Society for Human Resource Management (SHRM) says an effective recruitment strategy is vital in addressing hiring challenges and should contain four things: objectives, a strategy, relevant recruitment actions, and a process to measure results an","{""character_end"": ""1579"", ""character_start"": ""1575"", ""column"": """", ""page"": ""2"", ""row"": """", ""table_id"": """"}",1,EXTSOURCE-ce15f5eee1c8cd98a5e61c25,EXTRECON-3ffb17ec080683f72b52b28e,descriptive_channel_consistent,vacant_positions,MN,,staffing_hypothesis_ready,,,,,staffing
,tier_3_directional_or_mechanism_supporting,descriptive channel evidence only; no causal effect and isolated levels are not changes,MECH-06,,not_corroborated,channel_consistent,,,,,,cog_2025_111011,,,,2016,,"[""3""]",STAFF-3,,,AGGRES-1924b78d008b7b5f00e42268,,uphold_tier_3_directional,safety_combined,"n the FY 2024-25 Midcycle Budget is 10.00%across most City Departments. The GPF's vacancy rate (net positions that are frozen as part of the FY 2024-25 Adopted Budget), is 17.0% as shown in Table 4 below. Although the current vacancy rate is higher than the assumed budgeted rate, there is no anticipated vacancy savings due to the projected public safety overspend. Table 4: FY 2024-25 Q3 GPF Filled and Vacant Positions (Percent %) Status as of Q3 FY 2024-25 Percent (%) Filled or Encumbered 83.0%Vacant 17.0%Section intentionally left bank === PAGE 12 === Jestin D. Johnson, City AdministratorSubject: FY 2024-25 Third Quarter (Q3) Revenue and Expenditures (R&E) Report Date: May 14, 2025 Page 12 Finance and Management CommitteeMay 27, 2025 FY 2024-25 Fund Balance The City's GPF Fund Balance, net obligations and before adjustments, is projected to end FY 2024-25 at negative $61.46 million.","{""character_end"": ""26708"", ""character_start"": ""26707"", ""column"": """", ""page"": ""11"", ""row"": """", ""table_id"": """"}",1,EXTSOURCE-e2ea2f8b3efeae9645c7ecc6,EXTRECON-6238e6bb692f661909a62e35,descriptive_channel_consistent,vacant_positions,OH,,staffing_hypothesis_ready,,,,,staffing
,tier_3_directional_or_mechanism_supporting,descriptive channel evidence only; no causal effect and isolated levels are not changes,MECH-06,,not_corroborated,channel_consistent,,,,,,cog_2025_209417,,,,2022,,"[""84""]",STAFF-3,,,AGGRES-bc033e76e133b85f1dda39c6,,uphold_tier_3_directional,police,"of the HR Department. He stated that he has been the director for eight (8) weeks and he noted the great job the HR team has done over the past few years. === P 109 === Mr. Colon stated that in 2022 the City had 543 full-time employees. That number has been reduced to 523 in 2023. There were 45 part-time employees in 2022 and 33 in 2023. There are currently 24 vacant positions. He added that the administration completed the evaluations for 84 employees. He noted the addition of the managing director, chief building official, grants coordinator, human resources director, 23 police officers and 3 paramedics in 2022 and early 2023. === P 110 === Mr. Heim noted that there are separate evaluation processes for the Police and Fire Departments. He explained the goal to increase the number of employees being evaluated to inspire good motivation and good performance. === P 111 === Mr. Colon","{""character_end"": ""6985"", ""character_start"": ""6983"", ""column"": """", ""page"": """", ""row"": """", ""table_id"": """"}",1,EXTSOURCE-f30f29ae65a20be954c1e654,EXTRECON-430652a0f97494e7c63c756c,descriptive_channel_consistent,vacant_positions,PA,,staffing_hypothesis_ready,,,,,staffing
,tier_3_directional_or_mechanism_supporting,descriptive channel evidence only; no causal effect and isolated levels are not changes,MECH-06,,not_corroborated,channel_consistent,,,,,,cog_2025_106593,,,,2021,,"[""1,642,680.00""]",STAFF-3,,,AGGRES-e2ed5f9bb31403e43cab7941,,uphold_tier_3_directional,fire,"8 10,029.90 39,909.28 39,909.28 274035210 3 Fire Driver Engineer ($38,866 ea) 17 35,876.31 13,660.06 49,536.37 49,536.37 274035210 6 Firefighter I ($33,684 ea) 13 62,185.85 25,838.71 88,024.56 88,024.56 27403xxxx Certifications - 15 new positions 9,600.00 734.40 10,334.40 10,334.40 15 287,037.86 287,037.86 274-03-1201 12 SAFER Grant - Heavy Rescue Unit 12 new positions 18 Firefighter from existing vacancies 1,642,680.00 1,642,680.00 33 Total Fire Department #REF! 1,929,717.86 * Stormwater Utility 581044320 5% Increase to Principal Engineer for completing Professional Engineer certification requirements 4,670.00 723.15 5,393.15 5,393.15 Total Stormwater Utility 5,393.15 5,393.15 * 220 === PAGE 223 === AUGUSTA, GEORGIA 2023 NEW PROJECTS/ADDITIONAL FUNDING REQUESTS ADOPTED 11-15-2022 Object Total Commisson Department","{""character_end"": ""231725"", ""character_start"": ""231713"", ""column"": """", ""page"": ""224"", ""row"": """", ""table_id"": """"}",1,EXTSOURCE-df054e50c7a0d26b0657ea43,EXTRECON-df3068649d48689e2c12b886,descriptive_channel_consistent,vacant_positions,MI,,staffing_hypothesis_ready,,,,,staffing
,tier_3_directional_or_mechanism_supporting,descriptive channel evidence only; no causal effect and isolated levels are not changes,MECH-06,,not_corroborated,channel_consistent,,,,,,cog_2025_170801,,,,undated,,"[""$4.8""]",STAFF-3,,,AGGRES-ba29bea6c840285c358e1499,,uphold_tier_3_directional,fire,"e transfer of ARPA program funds to the special revenue fund; this item was not budgeted. The fire department has an unfavorable year-end variance projection of $3.9 million compared to the adopted budget which is related to personal service costs. The unfavorable personal service variance is attributed to an unfavorable variance of $3.3 million for duty-disability salary and $5.2 million in overtime, offset by vacancies in the amount of $4.8 million. There are 21 firefighter vacancies in the fire department. There are approximately 24 firefighters out on injured-on-duty that are non-deployable; these individuals represent a filled budgeted position, but as the individuals cannot work, other firefighters must fill the shifts which impacts overtime costs. Overtime for the fire department is $3.6 million as of September 30, 2024, and is flat compared to the prior-year first qua","{""character_end"": ""136426"", ""character_start"": ""136422"", ""column"": """", ""page"": ""85"", ""row"": """", ""table_id"": """"}",1,EXTSOURCE-bff57724106d07db80fe93d3,EXTRECON-1f679494fb5ec366f0b47709,descriptive_channel_consistent,vacant_positions,NY,,staffing_hypothesis_ready,,,,,staffing
,tier_3_directional_or_mechanism_supporting,descriptive channel evidence only; no causal effect and isolated levels are not changes,MECH-06,,not_corroborated,channel_consistent,,,,,,cog_2025_109598,,,,2019,,"[""419,2""]",STAFF-3,,,AGGRES-9693aa40361441c8f41c0885,,uphold_tier_3_directional,police,"l Specialist. * Denotes employees in the 31XX pay grade series that are not eligible for state supplemental pay. === PAGE 129 === Police Department 2019 Annual Operating Budget Continued 125 Organizational Chart Chief of Police Deputy Chief (3) Uniform Patrol (421)Patrol Administration (3,1)1st District (86,0)2nd District (95,0)3rd District (89,0)4th District (78,0)5th District (12,0)Misdemeanor (4,1)Police Vacancies (52,0)Total (419,2) Criminal Investigations (170)Auto Theft (5,1)Burglary/Pawn (15,3)Crime Scene (13,0)Criminal Administration (5,1)Evidence (3,4)Financial Crimes (10,1)Homicide (16,1)Investigate Support Unit (13,3)Special Victim Unit (12,1)Major Assaults (11,0)Narcotics (22,1)Armed Robbery (10,1)High Tech Support (4,0)Street Crime Unit (14,0)Total (153,17) Special Operations (75)Traffic Bureau (44,1)SRT (7,0)Air Support (6,0)Explosive/HazMat (2,0)Mount","{""character_end"": ""395777"", ""character_start"": ""395772"", ""column"": """", ""page"": ""129"", ""row"": """", ""table_id"": """"}",1,EXTSOURCE-4772c385e4f47125aff49eb6,EXTRECON-9e119c047e8bfb356ac1bbd2,descriptive_channel_consistent,vacant_positions,NY,,staffing_hypothesis_ready,,,,,staffing
,tier_3_directional_or_mechanism_supporting,descriptive channel evidence only; no causal effect and isolated levels are not changes,MECH-06,,not_corroborated,channel_consistent,,,,,,cog_2025_109598,,,,2019,,"[""52,0""]",STAFF-3,,,AGGRES-1fe6a5f0d4f3db9e15356f57,,uphold_tier_3_directional,police,"al Standards (1,4)Total (25,19) Operational Services (116) &Communication (52)Alarm Enforcement (1,2)Bicycle Registration (1,1)Community Resources (4,1)Crime Information Unit (14,0)Crime Stats & Research (0,6)Criminal Records (0,28)Fingerprints (16,1)Firearms (3,0)Fleet Management (4,1)Latents (1,0)Operational Services (3,1)Supply (1,2)Training Services (7,1)Intelligence (2,2)Mobile Video/Data (3,3) Vacancies (4,3)Communications (52,0)Total (116,52) Note: Numbers represent personnel allotted in each area as of 1/1/2019, with the first number in parentheses representing municipal police personnel (791, of which 698 are sworn police personnel) and the second number representing non-municipal personnel, (91). The vacant officers reflected under Uniform Patrol are anticipated to be filled through the December 2018 academy. The Chief of Police and Deputy Chief’s are included in","{""character_end"": ""396895"", ""character_start"": ""396891"", ""column"": """", ""page"": ""130"", ""row"": """", ""table_id"": """"}",1,EXTSOURCE-4772c385e4f47125aff49eb6,EXTRECON-531fd6cbb80fd739d02bf5c1,descriptive_channel_consistent,vacant_positions,NY,,staffing_hypothesis_ready,,,,,staffing
,tier_3_directional_or_mechanism_supporting,descriptive channel evidence only; no causal effect and isolated levels are not changes,MECH-06,,not_corroborated,channel_consistent,,,,,,cog_2025_211455,,,,2026,,"[""2.0""]",STAFF-3,,,AGGRES-d7f380235edda44d07eda5ef,,uphold_tier_3_directional,police,her 5.0 5.0 5.0 5.0 Code Enforcement Supervisor (moved to CD) 1.0 1.0 1.0 0.0 Senior Code Enforcement Officer (moved to CD) 1.0 1.0 1.0 0.0 Code Enforcement Officer (moved to CD) 1.0 1.0 1.0 0.0 Total Full Time 48.0 49.0 49.0 46.0 Part-Time Positions Office Aide 0.0 0.0 0.0 1.0 Parking Enforcement Officer 3.0 3.0 3.0 3.0 Police Cadet 3.0 3.0 3.0 3.0 Police Reserve 0.0 0.0 0.0 4.0 Police Dispatcher (added to backfill Vacant positions) 0.0 0.0 0.0 2.0 Total Part Time 6.0 6.0 6.0 13.0 Public Safety Department Total 54.0 55.0 55.0 59.0 Total Full Time 90.0 94.0 93.0 94.0 Total Part Time 106.0 91.0 90.0 93.0 Total # of Employees 196.0 185.0 183.0 187.0 * Title Reclasses ** CSD: 1 of the 72 PT and 1 FT positions will be assigned to Pritchard Park 21 === PAGE 25 === In-N-Out Ground Breaking City Council Department 22 === PAGE 26 === Account 2023/24 Actuals 2024/25 Adopted Budget 2024/2,"{""character_end"": ""63723"", ""character_start"": ""63720"", ""column"": """", ""page"": ""25"", ""row"": """", ""table_id"": """"}",1,EXTSOURCE-50c9139768ca3d4ff6f4ed6b,EXTRECON-403d5503d2220864820cb39e,descriptive_channel_consistent,vacant_positions,TX,,staffing_hypothesis_ready,,,,,staffing
,tier_3_directional_or_mechanism_supporting,descriptive channel evidence only; no causal effect and isolated levels are not changes,,,not_corroborated,channel_consistent,,,,,,cog_2025_209858,,,,2022,,"[""144""]",STAFF-3,,,AGGRES-e00955fddeeb6bf2edcbd587,,uphold_tier_3_directional,non_safety,"Operator I 1617 1 1 1 Senior Management Analyst 1C44 1 1 1 Event Worker II 1617 1 1 1 Communications Specialist 1C41 1 1 1 Senior Library Assistant (PT-50%) 8622 2 2 2 Librarian 1, 2 1C41 17 18 18 Library Assistant (PT-50%) 8619 26 26 26 Administrative Assistant 1928 1 1 1 Event Worker I (PT-50%) 8615 2 2 2 Administrative Aide II 1623 1 1 1 Clerk I (PT-50%) 8613 31 31 31 Senior Library Assistant 1622 17 17 17 TOTAL AUTHORIZED POSITIONS 142 144 144 Library Assistant 1619 23 23 23 Total Full-Time Equivalent 111.5 113.5 113.5 Account Clerk II 1619 1 1 1 General Fund Full-Time Positions 81 83 83 1 One Librarian is reclassified as a Senior Librarian in the 2023 Revised Budget. 2 Two Librarians are added in the 2023 Revised Budget to manage the Angelou and Walters branches and expand hours at those locations. 262 === PAGE 265 === 2024-2025 Adopted Budget","{""character_end"": ""710923"", ""character_start"": ""710920"", ""column"": """", ""page"": ""269"", ""row"": """", ""table_id"": """"}",1,EXTSOURCE-f90d5b78edab3c2485b7fd82,EXTRECON-125ce621ee3fdb78f9fa468d,descriptive_channel_consistent,authorized_positions,WI,,staffing_hypothesis_ready,,,,,staffing
,tier_3_directional_or_mechanism_supporting,descriptive channel evidence only; no causal effect and isolated levels are not changes,,,not_corroborated,channel_consistent,,,,,,cog_2025_110950,,,,2024,,"[""160.05""]",STAFF-3,,,AGGRES-d45f4b9ffa41422ee7e7650a,,uphold_tier_3_directional,non_safety,"=== Ordinance 11-2024 (PDF)An Ordinance to Amend Chapter 160, Section 160.02 Authorized Positions, Personnel, Classications, and Pay Grades (a) Administration, Section 160.05 Overtime Eligibility, and Section 160.09 Group Insurance (a) for the City of Reynoldsburg, Ohio === P 29 === Ordinance 12-2024 (PDF)An Ordinance to Amend Chapter 160, Section 160.02 Authorized Positions, Personnel, Classications, and Pay Grades (a) Administration, Section 160.05 Overtime Eligibility, and Section 160.09 Group Insurance (a) for the City of Reynoldsburg, Ohio === P 30 === Ordinance 13-2024 (PDF)An Ordinance Assuming Maintenance Responsibility for the Full Width of Summit Road between the Southern Most Boundary of Parcel Number 011-026598-00.003 and the Northern Most Boundary of Parcel Number 0011-26598-00.22 upon Annexation of Said Parcels into the City of Reynoldsburg, Agreeing to Cooperate in the Mainte","{""character_end"": ""3399"", ""character_start"": ""3393"", ""column"": """", ""page"": """", ""row"": """", ""table_id"": """"}",1,EXTSOURCE-39066b3cdc1207d6b13affc6,EXTRECON-b916a147ad4f5f059cf5d973,descriptive_channel_consistent,authorized_positions,OH,,staffing_hypothesis_ready,,,,,staffing
,tier_3_directional_or_mechanism_supporting,descriptive channel evidence only; no causal effect and isolated levels are not changes,MECH-06,,not_corroborated,channel_consistent,,,,,,cog_2025_170794,,,,undated,,"[""48""]",STAFF-3,,,AGGRES-a95727e663a355285b14f268,,uphold_tier_3_directional,police,"June 30, 2025. The budgeted costs reflect step progression for those individuals not at the top step, and approximately 300 vacancies to maintain current personal service levels. All other expenditures, including services, supplies, capital outlay, and travel, comprise the remaining 14.1 percent of the budget, excluding transfers, or $72.7 million. The police department has 90 vacancies as of March 31, 2025, between sworn personnel (48) and civilians (42). The City is planning on hiring approximately 15 police recruits in fiscal year 2025-26, as well as maintaining approximately 60 vacancies; the details of hiring and subsequent training has not been finalized. The number of recruits would depend on the number of available slots through the Erie Community College academy program. Overtime for sworn officers was budgeted at $7.5 million for 2021-22 of which $12.9 milli","{""character_end"": ""213121"", ""character_start"": ""213119"", ""column"": """", ""page"": ""71"", ""row"": """", ""table_id"": """"}",1,EXTSOURCE-5a6e5d9d16d1ebbe0a9e7751,EXTRECON-f8731b4a84316c4bf302c01a,descriptive_channel_consistent,vacant_positions,NY,,staffing_hypothesis_ready,,,,,staffing
,tier_3_directional_or_mechanism_supporting,descriptive channel evidence only; no causal effect and isolated levels are not changes,MECH-06,,not_corroborated,channel_consistent,,,,,,cog_2025_170800,,,,2024,,"[""743""]",STAFF-3,,,AGGRES-89e2fa8f3e1538e19eb4ae4f,,uphold_tier_3_directional,fire,"urance $5.2M favorable variance o $4.0M favorable variance in pension expense • Transfers Out – unfavorable variance of $14.1M o Expected to be offset with ARPA program revenue As of September 30, 2023, the vacant positions included: • City employees: 338 vacancies, or 12.3% of the budgeted 2,751 full-time equivalent (“FTE”) employees • Police: 71 vacancies, or 8.7% of the budgeted 812 FTEs • Fire: 44 vacancies, or 5.9% of the budgeted 743 FTEs No budget difficulties are projected by City management as of the end of the first quarter. Commissioner Dowell thanked Principal Analyst Link for the report and stated the City received 33% of budgeted revenues and incurred 23% of budgeted expenditures. The City received 55% of property tax budgeted revenue as of the first quarter for FY 2023-24. The tax levy increased and the City anticipates capturing the entire levy. It was","{""character_end"": ""110753"", ""character_start"": ""110750"", ""column"": """", ""page"": ""49"", ""row"": """", ""table_id"": """"}",1,EXTSOURCE-29e0bc9e6522ae31a18c4dfc,EXTRECON-584266fffd930341e170fd48,descriptive_channel_consistent,vacant_positions,NY,,staffing_hypothesis_ready,,,,,staffing
,tier_3_directional_or_mechanism_supporting,descriptive channel evidence only; no causal effect and isolated levels are not changes,MECH-06,,not_corroborated,channel_consistent,,,,,,cog_2025_170800,,,,2024,,"[""19.1""]",STAFF-3,,,AGGRES-bcaed56359128865cc58dfc0,,uphold_tier_3_directional,fire,"FTE uniformed officers budgeted, and currently, 691 of those positions are filled. As of December 31, 2023, there were 52 uniformed vacancies in the fire department, as well as approximately 18 employees on long-term injured-on-duty disability, for an effective vacancy of 70 FTE’s or 9.4 percent of the department’s firefighters. There are 11 non-uniform vacancies in the fire department, for a total of 63 out of 330 city-wide vacancies, or 19.1 percent of total City vacancies. On a year-to-year basis, the City has increased the number of filled firefighter positions from 674 FTE’s on December 31, 2023, to 691 FTE’s on December 31, 2023, an increase of 17 FTE’s, or 2.5 percent, on an annual basis. Police FTE’s have decreased over the same period from 742 FTE’s to 737 FTE’s, a net decrease of 5 FTE’s or 0.7 percent. Summary and Recommendation: Significant subsequent event","{""character_end"": ""219071"", ""character_start"": ""219067"", ""column"": """", ""page"": ""99"", ""row"": """", ""table_id"": """"}",1,EXTSOURCE-29e0bc9e6522ae31a18c4dfc,EXTRECON-ec13de2c2d52a85f1f3e79f2,descriptive_channel_consistent,vacant_positions,NY,,staffing_hypothesis_ready,,,,,staffing
,tier_3_directional_or_mechanism_supporting,descriptive channel evidence only; no causal effect and isolated levels are not changes,MECH-06,,not_corroborated,channel_consistent,,,,,,cog_2025_131439,,,,2024,,"[""2023""]",STAFF-3,,,AGGRES-494636a7b04857ba178750a4,,uphold_tier_3_directional,police,".9 million for personnel service costs which includes increases for annual salary and step progression for patrol officers. Overtime is budgeted to increase by $1.6 million, longevity is increasing by $0.6 million, and holiday pay is increasing $0.4 million. In addition, the City has decreased services by $0.7 million and supplies by $0.4 million. The City has experienced attrition in the police department and had over 43 vacancies during 2023-24. The fire department is increasing by $2.0 million, or 2.8 percent, over the prior-year budget for a total departmental cost of $72.9 million. The $1.5 million increase for personnel service costs, which includes increases for annual salary and step progression for Local 282 for approximately $0.4 million and increased overtime of $1.0 million, and all other personal service costs are increasing by $0.1 million on a net basis. In add","{""character_end"": ""167223"", ""character_start"": ""167219"", ""column"": """", ""page"": ""60"", ""row"": """", ""table_id"": """"}",1,EXTSOURCE-59d6108274932707c67376ee,EXTRECON-22eaa69b712c5c475760e416,descriptive_channel_consistent,vacant_positions,NY,,staffing_hypothesis_ready,,,,,staffing
