period_rescue_id,normalization_id,original_period_status,original_period_label,period_rescue_status,cleaned_period_label,period_evidence_basis,period_rescue_confidence,source_title,raw_period_tokens,source_locator_lineage
BRMPERRES-f5d5bf0624e02dc297452dae,BRMQNORM-20260803-c7f7f503be49ed018ee63bbb,explicit_or_bounded_repair,2024–2025,explicit_period_rescued,2024–2025,existing explicit or bounded normalized period,high,Resolution 2024-77: Establishing the Organizational Listings and Pay Rates for City of Franklin Officials and Employees for the Year 2025,"[""2024-77"",""2025""]","{""candidate_id"": ""BRM5C-BRM5-20260731-05998-03"", ""final"": ""https://cms2.revize.com/revize/franklinoh/Document%20Center/Government/City%20Council/Legislation/Resolutions/2024/R-24-77%20Pay%20Rates%202025.pdf"", ""original"": ""https://cms2.revize.com/revize/franklinoh/Document%20Center/Government/City%20Council/Legislation/Resolutions/2024/R-24-77%20Pay%20Rates%202025.pdf"", ""scout_target_id"": ""BRM5-20260731-05998""}"
BRMPERRES-786969816b12921f6810e6b7,BRMQNORM-20260803-c80e3b12bb65316be098a8e6,missing_period_anchor,,period_missing_after_rescue,,no credible bounded period anchor,low,City of Fayetteville TX — City Council Meeting Packet (posted) — (appears to include compensation/pay materials),[],"{""candidate_id"": ""BRM5C-BRM5-20260731-11121-01"", ""final"": ""https://webgen1files.revize.com/cityfayetteville_tx/2025%2004%2021%20CC%20Meeting%20Packet.pdf"", ""original"": ""https://webgen1files.revize.com/cityfayetteville_tx/2025%2004%2021%20CC%20Meeting%20Packet.pdf"", ""scout_target_id"": ""BRM5-20260731-11121""}"
BRMPERRES-0c8c7ff5b7e733faf06b0a85,BRMQNORM-20260803-c81297e34541d2134e0bc7cd,explicit_or_bounded_repair,2023–2026,explicit_period_rescued,2023–2026,existing explicit or bounded normalized period,high,"Resolution 23-230 — Fire Department Wage Scale (Captain and Firefighter/Paramedics) — January 1, 2024 to December 31, 2026 (attached salary scales incorporated)","[""December 2, 2023"",""December 31, 2026"",""January 1, 2024""]","{""candidate_id"": ""BRM5C-BRM5-20260731-06045-01"", ""final"": ""https://jacksontwp.com/wp-content/uploads/2023/01/11-Nov-28-23-Mtg.pdf"", ""original"": ""https://jacksontwp.com/wp-content/uploads/2023/01/11-Nov-28-23-Mtg.pdf"", ""scout_target_id"": ""BRM5-20260731-06045""}"
BRMPERRES-31bf2ecedd44ffba7d6c17df,BRMQNORM-20260803-c817355145f08a9214bd4b52,missing_period_anchor,,period_missing_after_rescue,,no credible bounded period anchor,low,"Master Contract — City of Jackson, Ohio Employees Local #3619 & AFSCME (OAPSE/AFSCME Local 4, Local #410)",[],"{""candidate_id"": ""BRM5C-BRM5-20260731-09770-02"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2016/16-MED-06-0636.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2016/16-MED-06-0636.pdf"", ""scout_target_id"": ""BRM5-20260731-09770""}"
BRMPERRES-261ef89b903da4f3540d16b6,BRMQNORM-20260803-c8190f2c21ae287ae107abb5,explicit_or_bounded_repair,2020–2022,explicit_period_rescued,2020–2022,existing explicit or bounded normalized period,high,Local Law #5 of 2021 — A Local Law Establishing the 2022 Salary of Certain Town of Ancram Elected Officials Serving for Fixed Terms,"[""2020"",""2021"",""2022""]","{""candidate_id"": ""BRM5C-BRM5-20260731-06653-01"", ""final"": ""https://ancramny.org/8639-2"", ""original"": ""https://www.ancramny.org/8639-2/"", ""scout_target_id"": ""BRM5-20260731-06653""}"
BRMPERRES-8d60172b524bf205b018bd5a,BRMQNORM-20260803-c8320fec18df93436af2e8fd,explicit_or_bounded_repair,2025–2026,explicit_period_rescued,2025–2026,existing explicit or bounded normalized period,high,"Collective Bargaining Agreement (City of Huron, SD and Fraternal Order of Police, Lodge #3A) 2025-2026","[""2025-2026""]","{""candidate_id"": ""BRM5C-BRM5-20260731-13755-01"", ""final"": ""https://huronsd.civicweb.net/document/258235"", ""original"": ""https://huronsd.civicweb.net/document/258235"", ""scout_target_id"": ""BRM5-20260731-13755""}"
BRMPERRES-ff3a1059effcee19c09164ec,BRMQNORM-20260803-c83e6a05f0d2511921b25bfc,explicit_or_bounded_repair,2014,explicit_period_rescued,2014,existing explicit or bounded normalized period,high,City of Natalia Adopted FY2014-15 Annual Budgets (Employee Benefits & Compensation section),"[""FY2014-15"",""October 1, 2014""]","{""candidate_id"": ""BRM5C-BRM5-20260731-18643-01"", ""final"": ""https://static1.squarespace.com/static/510d84a9e4b072208fa0916a/t/54233da3e4b065eab39e2c49/1411595683967/Adopted+FY2014-15+Annual+Budgets+9.11.14.pdf"", ""original"": ""https://cityofnatalia.squarespace.com/s/Adopted-FY2014-15-Annual-Budgets-91114-megp.pdf"", ""scout_target_id"": ""BRM5-20260731-18643""}"
BRMPERRES-08abcd38406f9ba30a60fef7,BRMQNORM-20260803-c84359b9350e7134deaf7d78,explicit_or_bounded_repair,2025,explicit_period_rescued,2025,existing explicit or bounded normalized period,high,"August 12, 2025 Regular Meeting Agenda Packet (AFSCME Council 65 Memorandum of Understanding re wage scale increase for Utility Billing Clerk / TAC duties)","[""August 12, 2025""]","{""candidate_id"": ""BRM5C-BRM5-20260731-05154-01"", ""final"": ""https://floodwoodmn.gov/vertical/sites/%7B358D6A07-4251-44D3-9BEC-A85089CE2CD6%7D/uploads/August_12_2025_Agenda__Packet.pdf"", ""original"": ""https://floodwoodmn.gov/vertical/sites/%7B358D6A07-4251-44D3-9BEC-A85089CE2CD6%7D/uploads/August_12_2025_Agenda__Packet.pdf"", ""scout_target_id"": ""BRM5-20260731-05154""}"
BRMPERRES-be6d3a34ab08ee63d42c5fc3,BRMQNORM-20260803-c8448a4f2d179ed1317ec517,missing_period_anchor,,period_missing_after_rescue,,no credible bounded period anchor,low,Collective Bargaining Agreement - Conewago Township Police Officers’ Association,[],"{""candidate_id"": ""BRM5C-BRM5-20260731-06907-01"", ""final"": ""https://conewagotwp.us/wp-content/uploads/2024/08/PD-CBA-2022-2025-1.pdf"", ""original"": ""https://conewagotwp.us/wp-content/uploads/2024/08/PD-CBA-2022-2025-1.pdf"", ""scout_target_id"": ""BRM5-20260731-06907""}"
BRMPERRES-860ed6ff7aea90f4f8314835,BRMQNORM-20260803-c844ba016c7d70cf32cc4a0c,missing_period_anchor,,period_missing_after_rescue,,no credible bounded period anchor,low,"Collective Bargaining Agreement Between Village of Granville and Fraternal Order of Police, Ohio Labor Council Inc.",[],"{""candidate_id"": ""BRM5C-BRM5-20260731-13492-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-09-0836.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-09-0836.pdf"", ""scout_target_id"": ""BRM5-20260731-13492""}"
BRMPERRES-47af82da5562049e0f2c1d07,BRMQNORM-20260803-c853dbba169616bbfa317198,missing_period_anchor,,period_missing_after_rescue,,no credible bounded period anchor,low,EMPLOYMENT CONTRACT (Town of Kinderhook) — TEAMSTERS LOCAL 294 (affiliated with International Brotherhood of Teamsters) (binding CBA-style agreement; police/fire not indicated in snippet),[],"{""candidate_id"": ""BRM5C-BRM5-20260731-14215-01"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/85/44/59/85445921641594557227811551705330764477"", ""original"": ""https://ecommons.cornell.edu/bitstreams/44ef4a8a-2af2-4125-8c8c-dd37fd019615/download"", ""scout_target_id"": ""BRM5-20260731-14215""}"
BRMPERRES-2d66a8deb7cd86c9e531257e,BRMQNORM-20260803-c85a6fb27ac232139ef0993b,explicit_or_bounded_repair,2016,explicit_period_rescued,2016,existing explicit or bounded normalized period,high,"Contract Between the Clerk-Treasurer and the Board of Public Works and Safety of the City of New Castle, Indiana & Local 1478 American Federation of State, County and Municipal Employees (AFL-CIO Council 62) (AFSCME Contract 2016)","[""2016""]","{""candidate_id"": ""BRM5C-BRM5-20260731-00662-03"", ""final"": ""https://cityofnewcastle.net/egov/documents/1449506920_07653.pdf"", ""original"": ""https://www.cityofnewcastle.net/egov/documents/1449506920_07653.pdf"", ""scout_target_id"": ""BRM5-20260731-00662""}"
BRMPERRES-86a06508fe2d4ca9342e2d3a,BRMQNORM-20260803-c864b531ee6b24e5f22cf8c2,explicit_or_bounded_repair,2025,explicit_period_rescued,2025,existing explicit or bounded normalized period,high,Regular Board Meeting - 13 Feb 2025 - Agenda (Budget report pages incl. Dept 311 Patrol Division pay components such as SALARY - LONGEVITY and OT),"[""2025""]","{""candidate_id"": ""BRM5C-BRM5-20260731-16064-01"", ""final"": ""https://emmett.civicweb.net/document/91543"", ""original"": ""https://emmett.civicweb.net/document/91543/"", ""scout_target_id"": ""BRM5-20260731-16064""}"
BRMPERRES-1d46c5f4bf895d054260575a,BRMQNORM-20260803-c865748c1bd98a931da55e04,explicit_or_bounded_repair,2025–2026,explicit_period_rescued,2025–2026,existing explicit or bounded normalized period,high,"Resolution 2026-30 Ratifying Collective Bargaining Agreements with the Police Officers Labor Council (POLC) and the Utility Workers Union of America (UWUA) (City of Hart, Oceana County)","[""2025"",""2026"",""2026-30""]","{""candidate_id"": ""BRM5C-BRM5-20260731-08622-01"", ""final"": ""https://cityofhart.org/documents/packet_CC_06_09_26_SUEYV.pdf"", ""original"": ""https://cityofhart.org/documents/packet_CC_06_09_26_SUEYV.pdf"", ""scout_target_id"": ""BRM5-20260731-08622""}"
BRMPERRES-6a9d55223e587531420a4263,BRMQNORM-20260803-c86652b88288c47b12dfeed4,missing_period_anchor,,period_missing_after_rescue,,no credible bounded period anchor,low,City of Amsterdam and Amsterdam Police Benevolent Association — Opinion and Award (PERB Case IA93-026),[],"{""candidate_id"": ""BRM5C-BRM5-20260731-06652-01"", ""final"": ""https://perb.ny.gov/system/files/documents/2024/03/ia93-026-award-6-30-95.pdf"", ""original"": ""https://perb.ny.gov/system/files/documents/2024/03/ia93-026-award-6-30-95.pdf"", ""scout_target_id"": ""BRM5-20260731-06652""}"
BRMPERRES-0b9c17806095dffc8acc9f7e,BRMQNORM-20260803-c86dd615cb788d1745ba108c,explicit_or_bounded_repair,2021,explicit_period_rescued,2021,existing explicit or bounded normalized period,high,"56 PERB ¶ 3000.03 (International Brotherhood of Teamsters, Local 118 v. Town of Macedon) — Order to Negotiate / Certification of Representative","[""2021""]","{""candidate_id"": ""BRM5C-BRM5-20260731-17969-02"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/57/23/68/57236849342082948563260621843974781099"", ""original"": ""https://ecommons.cornell.edu/server/api/core/bitstreams/4afb7637-b4b3-489a-a0c3-f5e33fedee22/content"", ""scout_target_id"": ""BRM5-20260731-17969""}"
BRMPERRES-850581dd9b8275328e7a23ee,BRMQNORM-20260803-c86ecbfe786bfa5d9f54382d,explicit_or_bounded_repair,2025–2027,explicit_period_rescued,2025–2027,existing explicit or bounded normalized period,high,Collective Bargaining Agreement between the City of Duluth and Local 101 International Association of Fire Fighters (2025-2027),"[""2025-2027""]","{""candidate_id"": ""BRM5C-BRM5-20260731-05125-02"", ""final"": ""https://duluthmn.gov/media/pizp0j1s/2025-2027-fire.pdf"", ""original"": ""https://duluthmn.gov/media/pizp0j1s/2025-2027-fire.pdf"", ""scout_target_id"": ""BRM5-20260731-05125""}"
BRMPERRES-743eb3fbeb50d36a6b4dd12e,BRMQNORM-20260803-c873282b4889ecd57394aa07,missing_period_anchor,,period_missing_after_rescue,,no credible bounded period anchor,low,Andrew Code of Ordinances (PDF) — appointive officers & compensation-by-resolution language,[],"{""candidate_id"": ""BRM5C-BRM5-20260731-14966-01"", ""final"": ""https://andrewia.com/documents/526/CODE_OF_ORDINANCES.pdf"", ""original"": ""https://andrewia.com/documents/526/CODE_OF_ORDINANCES.pdf"", ""scout_target_id"": ""BRM5-20260731-14966""}"
BRMPERRES-c8cf1fbed8c05671db718620,BRMQNORM-20260803-c8873421a7f574bfb7d102fa,explicit_or_bounded_repair,2023–2025,explicit_period_rescued,2023–2025,existing explicit or bounded normalized period,high,"Town Board Meeting Minutes — Resolution approving MOA (CSEA Local 1000, AFSCME; Water & Sewer Unit; Essex County Local 816), period Jan 1, 2023–Dec 31, 2025","[""Dec 31, 2025"",""Jan 1, 2023""]","{""candidate_id"": ""BRM5C-BRM5-20260731-18045-03"", ""final"": ""https://townofticonderoga.gov/wp-content/uploads/2022-12-08-Minutes-RTB-Mtg.pdf"", ""original"": ""https://townofticonderoga.gov/wp-content/uploads/2022-12-08-Minutes-RTB-Mtg.pdf"", ""scout_target_id"": ""BRM5-20260731-18045""}"
BRMPERRES-72c6e6790f9cee2c4a4d67d7,BRMQNORM-20260803-c88e4618dc78c2d36075e81e,missing_period_anchor,,period_missing_after_rescue,,no credible bounded period anchor,low,"Employment Application (City of Adams, WI) (form includes salary/pay fields, not a wage policy)",[],"{""candidate_id"": ""BRM5C-BRM5-20260731-17589-02"", ""final"": ""https://cityofadamswi.org/wp-content/uploads/2022/02/Employment-Application.pdf"", ""original"": ""https://cityofadamswi.org/wp-content/uploads/2022/02/Employment-Application.pdf"", ""scout_target_id"": ""BRM5-20260731-17589""}"
BRMPERRES-a615ff46d9a0545045648b31,BRMQNORM-20260803-c88ee594788111b42963c830,explicit_or_bounded_repair,2024,explicit_period_rescued,2024,existing explicit or bounded normalized period,high,2-5-24 Regular Meeting Minutes (Appointment/Compensation for Police Chief; Police Officer Compensation Increase),"[""2024-06"",""February 5, 2024""]","{""candidate_id"": ""BRM5C-BRM5-20260731-13717-01"", ""final"": ""https://static1.squarespace.com/static/600788ba9c24b70ab403e016/t/65ca5533cbdd022f46e20949/1707758900429/2-5-24%2BMeeting%2BMinutes.pdf"", ""original"": ""https://static1.squarespace.com/static/600788ba9c24b70ab403e016/t/65ca5533cbdd022f46e20949/1707758900429/2-5-24%2BMeeting%2BMinutes.pdf"", ""scout_target_id"": ""BRM5-20260731-13717""}"
BRMPERRES-ac066a4bbafe5254dd21c4d1,BRMQNORM-20260803-c8949081af7949b96e66b019,explicit_or_bounded_repair,2018–2021,explicit_period_rescued,2018–2021,existing explicit or bounded normalized period,high,"Collective Bargaining Agreement (Bazetta Township Trustees and International Association of Fire Fighters Local #3703) — Effective March 1, 2018 to February 28, 2021","[""February 28, 2021"",""March 1, 2018"",""March 1, 2021""]","{""candidate_id"": ""BRM5C-BRM5-20260731-17159-02"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-12-1409.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-12-1409.pdf"", ""scout_target_id"": ""BRM5-20260731-17159""}"
BRMPERRES-f9a937d81d47eb7d2e118cdc,BRMQNORM-20260803-c8996090506ac1f5730065b5,explicit_or_bounded_repair,2024–2027,explicit_period_rescued,2024–2027,existing explicit or bounded normalized period,high,"Packet — Approve successor bargaining agreement (Teamsters Local Union #371 – Public Works Department) effective May 1, 2024 through April 30, 2027 and authorize execution","[""April 30, 2027"",""May 1, 2024""]","{""candidate_id"": ""BRM5C-BRM5-20260731-15145-04"", ""final"": ""https://colonail.com/vertical/sites/%7BFC142F78-E9D2-49AE-8B50-7910B5B74E0C%7D/uploads/12.22.25_Packet.pdf"", ""original"": ""https://www.colonail.com/vertical/sites/%7BFC142F78-E9D2-49AE-8B50-7910B5B74E0C%7D/uploads/12.22.25_Packet.pdf"", ""scout_target_id"": ""BRM5-20260731-15145""}"
BRMPERRES-6fd4810ced687af5988c1e3d,BRMQNORM-20260803-c89a72c90ac629314dbb6b06,explicit_or_bounded_repair,2019,explicit_period_rescued,2019,existing explicit or bounded normalized period,high,"Compensation and Benefits Manual (Town of Olive) adopted December 10, 2019","[""December 10, 2019""]","{""candidate_id"": ""BRM5C-BRM5-20260731-14254-03"", ""final"": ""https://townofoliveny.gov/wp-content/uploads/2025/11/Olive-Comp-Benefits-Manual-12-2019.pdf"", ""original"": ""https://townofoliveny.gov/wp-content/uploads/2025/11/Olive-Comp-Benefits-Manual-12-2019.pdf"", ""scout_target_id"": ""BRM5-20260731-14254""}"
BRMPERRES-ea2af7d994787104e1bbe8e4,BRMQNORM-20260803-c8a68e01d9901b363861383e,explicit_or_bounded_repair,2024–2026,explicit_period_rescued,2024–2026,existing explicit or bounded normalized period,high,"Memorandum of Understanding (LPOA) — January 1, 2024 through December 31, 2026","[""2024"",""December 31, 2026"",""January 1, 2024""]","{""candidate_id"": ""BRM5C-BRM5-20260731-04617-01"", ""final"": ""https://lawrenceks.civicweb.net/document/351307"", ""original"": ""https://lawrenceks.civicweb.net/document/351307/"", ""scout_target_id"": ""BRM5-20260731-04617""}"
BRMPERRES-06862cd1a7ea284f1130439f,BRMQNORM-20260803-c8a7b620a574c48cc24484ac,explicit_or_bounded_repair,2025,explicit_period_rescued,2025,existing explicit or bounded normalized period,high,"June 2, 2025 Regular Meeting Minutes of the Plankinton City Council (personnel handbook referenced)","[""June 2, 2025""]","{""candidate_id"": ""BRM5C-BRM5-20260731-02587-03"", ""final"": ""https://cityofplankinton.com/minutes060225.pdf"", ""original"": ""https://cityofplankinton.com/minutes060225.pdf"", ""scout_target_id"": ""BRM5-20260731-02587""}"
BRMPERRES-092a4241f7643aeb586fdeda,BRMQNORM-20260803-c8be56607a7a5433f0cd6608,explicit_or_bounded_repair,2025–2026,explicit_period_rescued,2025–2026,existing explicit or bounded normalized period,high,"AGENDA — Borough of Elizabeth—Regular Meeting of Council (December 23, 2025) (agenda items include wage increases effective Jan 1, 2026)","[""December 23, 2025"",""Jan 1, 2026"",""January 1, 2026""]","{""candidate_id"": ""BRM5C-BRM5-20260731-06959-01"", ""final"": ""https://elizabethpa.net/document/agenda-december-23rd-2025"", ""original"": ""https://elizabethpa.net/document/agenda-december-23rd-2025/"", ""scout_target_id"": ""BRM5-20260731-06959""}"
BRMPERRES-d4d42003022c1413e8e9ab6e,BRMQNORM-20260803-c8c6787abeeefbbb67e66d84,explicit_or_bounded_repair,2023,explicit_period_rescued,2023,existing explicit or bounded normalized period,high,"City of Au Gres Regular City Council Meeting (Nov 7, 2023) - Wage Agreement motion for all hourly staff","[""Nov 7, 2023""]","{""candidate_id"": ""BRM5C-BRM5-20260731-01041-01"", ""final"": ""https://cityofaugresmi.com/wp-content/uploads/2025/12/cc11-7-23.pdf"", ""original"": ""https://cityofaugresmi.com/wp-content/uploads/2025/12/cc11-7-23.pdf"", ""scout_target_id"": ""BRM5-20260731-01041""}"
BRMPERRES-dba7c4fb8d01621115cedbb2,BRMQNORM-20260803-c8c7b05a38ef1245ef8ccca1,missing_period_anchor,,period_missing_after_rescue,,no credible bounded period anchor,low,"Fact Finding Report and Recommendation (SERB) — Fairfield IAFF, Local 4010 vs. City of Fairfield, Ohio",[],"{""candidate_id"": ""BRM5C-BRM5-20260731-13479-03"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2017/17-MED-12-1492.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2017/17-MED-12-1492.pdf"", ""scout_target_id"": ""BRM5-20260731-13479""}"
BRMPERRES-2a50cbf1c3f8ff3221ab6f6d,BRMQNORM-20260803-c8cf7d59ce7d2a80c40432b8,missing_period_anchor,,period_missing_after_rescue,,no credible bounded period anchor,low,COLLECTIVE BARGAINING AGREEMENT / EMPLOYMENT CONTRACT (Town of Kinderhook) — (Teamsters Local 294; binding CBA-style agreement; police/fire not indicated in snippet),[],"{""candidate_id"": ""BRM5C-BRM5-20260731-14215-02"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/26/10/56/26105661363302377713642602586304257685"", ""original"": ""https://ecommons.cornell.edu/bitstreams/9f6ebf94-bd3c-46dd-9388-629e2fadc7d5/download"", ""scout_target_id"": ""BRM5-20260731-14215""}"
BRMPERRES-c19c384e409475877dcd2784,BRMQNORM-20260803-c8d25ab79de4576cadc2524d,missing_period_anchor,FY2026,period_missing_after_rescue,,no credible bounded period anchor,low,Careers (Cross Roads Police Department) — FY2026 Officer Step Pay Plan,"[""FY2026""]","{""candidate_id"": ""BRM5C-BRM5-20260731-03632-01"", ""final"": ""https://crossroadstx.gov/292/Careers"", ""original"": ""https://www.crossroadstx.gov/292/Careers"", ""scout_target_id"": ""BRM5-20260731-03632""}"
BRMPERRES-ef86a6a42b21d650370510e8,BRMQNORM-20260803-c8da322bc10f71c8c1a6c874,explicit_or_bounded_repair,2020–2081,explicit_period_rescued,2020–2081,existing explicit or bounded normalized period,high,"Ordinance No. 2081 (supporting document): Salaries and compensation to be paid to employees and certain other officials (effective April 11, 2020; includes hourly/salary ranges for municipal positions)","[""2081"",""April 11, 2020""]","{""candidate_id"": ""BRM5C-BRM5-20260731-04597-03"", ""final"": ""https://cityofhiawatha.org/media/476"", ""original"": ""https://www.cityofhiawatha.org/media/476"", ""scout_target_id"": ""BRM5-20260731-04597""}"
BRMPERRES-5ea45eea940f8453ca0f1e40,BRMQNORM-20260803-c8e7d9ea0453d2c08c5863c7,explicit_or_bounded_repair,2025–2026,explicit_period_rescued,2025–2026,existing explicit or bounded normalized period,high,"Keeler Township Board Special Budget Meeting Minutes (Salary Resolution / 2025-2026 Fiscal Year) — March 24, 2025","[""2025-2026"",""March 24, 2025""]","{""candidate_id"": ""BRM5C-BRM5-20260731-08637-01"", ""final"": ""https://keelertownshipmi.gov/wp-content/uploads/2025/04/3-24-2025-Special-Budget-Hearing.pdf"", ""original"": ""https://keelertownshipmi.gov/wp-content/uploads/2025/04/3-24-2025-Special-Budget-Hearing.pdf"", ""scout_target_id"": ""BRM5-20260731-08637""}"
BRMPERRES-73bf41c993eb2f3b40684537,BRMQNORM-20260803-c8eaeef33a96736a9de762bd,missing_period_anchor,,period_missing_after_rescue,,no credible bounded period anchor,low,Employee Handbook (includes firefighter pay/step table),[],"{""candidate_id"": ""BRM5C-BRM5-20260731-08092-01"", ""final"": ""https://jacksontwp.org/wp-content/uploads/2021/01/Employee-Handbook-12-26-2020.pdf"", ""original"": ""https://www.jacksontwp.org/wp-content/uploads/2021/01/Employee-Handbook-12-26-2020.pdf"", ""scout_target_id"": ""BRM5-20260731-08092""}"
BRMPERRES-1cd7183c4960f5646039b4c5,BRMQNORM-20260803-c8f4cb7a02b8d43cc2c1ce05,explicit_or_bounded_repair,2023,explicit_period_rescued,2023,existing explicit or bounded normalized period,high,"Reorganization Meeting — January 3, 2023 (WAGES/SALARIES/BENEFITS for covered employees)","[""2023"",""January 3, 2023""]","{""candidate_id"": ""BRM5C-BRM5-20260731-14579-02"", ""final"": ""https://newsewickley.com/wp-content/uploads/2025/05/Reorg-Meeting-Jan3rd-2023-1.pdf"", ""original"": ""https://newsewickley.com/wp-content/uploads/2025/05/Reorg-Meeting-Jan3rd-2023-1.pdf"", ""scout_target_id"": ""BRM5-20260731-14579""}"
BRMPERRES-7c0c00bd950bd7f5c6b2e8c9,BRMQNORM-20260803-c8fc2a3612530d0a50fc906c,explicit_or_bounded_repair,2024–2026,explicit_period_rescued,2024–2026,existing explicit or bounded normalized period,high,"Collective Bargaining Agreement (Term: January 1, 2024 through December 31, 2026) — City of Bedford and Fraternal Order of Police, George Murray Lodge No. 67","[""December 31, 2026"",""January 1, 2024""]","{""candidate_id"": ""BRM5C-BRM5-20260731-09676-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2023/23-MED-10-0992.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2023/23-MED-10-0992.pdf"", ""scout_target_id"": ""BRM5-20260731-09676""}"
BRMPERRES-7b9282d413b17ae2005d1b05,BRMQNORM-20260803-c90241ce1433c2717cd35b39,missing_period_anchor,,period_missing_after_rescue,,no credible bounded period anchor,low,"Collective Bargaining Agreement — City of Warren & International Association of Fire Fighters, Warren Local No. 204",[],"{""candidate_id"": ""BRM5C-BRM5-20260731-02449-02"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-10-1165.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-10-1165.pdf"", ""scout_target_id"": ""BRM5-20260731-02449""}"
BRMPERRES-ac5200a49fd3d91aca781a7b,BRMQNORM-20260803-c914876de2346ee1632e454d,explicit_or_bounded_repair,2022–2024,explicit_period_rescued,2022–2024,existing explicit or bounded normalized period,high,"Collective Bargaining Agreement — Perry Township and Fraternal Order of Police Capital City Lodge No. 9 (January 1, 2022 - December 31, 2024)","[""December 31, 2024"",""January 1, 2022""]","{""candidate_id"": ""BRM5C-BRM5-20260731-09853-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-09-1096.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-09-1096.pdf"", ""scout_target_id"": ""BRM5-20260731-09853""}"
BRMPERRES-a26f770c2c21fa5261991cd1,BRMQNORM-20260803-c92798577774930eec670f76,missing_period_anchor,,period_missing_after_rescue,,no credible bounded period anchor,low,City of Macomb Employee Personnel Manual (Compensation System / Matrix Pay System),[],"{""candidate_id"": ""BRM5C-BRM5-20260731-00320-01"", ""final"": ""https://cityofmacomb.com/wp-content/uploads/2022/09/Personnel-Maual-9-1-2022.pdf"", ""original"": ""https://cityofmacomb.com/wp-content/uploads/2022/09/Personnel-Maual-9-1-2022.pdf"", ""scout_target_id"": ""BRM5-20260731-00320""}"
BRMPERRES-d48e27d039394836811b5e7d,BRMQNORM-20260803-c930a412692d3c2c4f9b1625,explicit_or_bounded_repair,1979,period_not_applicable,1979,existing explicit or bounded normalized period,high,"Ordinance No. 44: An Ordinance Fixing Compensation for Mayor and Councilmen for the City of Badger, Minnesota","[""January 1, 1979""]","{""candidate_id"": ""BRM5C-BRM5-20260731-05039-01"", ""final"": ""https://badgermn.com/documents/703/Ordinance_44_1980_Mayor_and_Council_Pay_.pdf"", ""original"": ""https://badgermn.com/documents/703/Ordinance_44_1980_Mayor_and_Council_Pay_.pdf"", ""scout_target_id"": ""BRM5-20260731-05039""}"
BRMPERRES-eed4e4f527f55ea676c076ba,BRMQNORM-20260803-c937e95bb16eaf984f5b0e31,explicit_or_bounded_repair,2026,explicit_period_rescued,2026,existing explicit or bounded normalized period,high,Town Board Regular Meeting Minutes (includes statement re: town employees pay increase),"[""2026""]","{""candidate_id"": ""BRM5C-BRM5-20260731-06827-01"", ""final"": ""https://somersetny.gov/sites/g/files/vyhlif3826/f/minutes/tb_min_11.6.24.pdf"", ""original"": ""https://www.somersetny.gov/sites/g/files/vyhlif3826/f/minutes/tb_min_11.6.24.pdf"", ""scout_target_id"": ""BRM5-20260731-06827""}"
BRMPERRES-659898b9ae4913e5da4fb5ee,BRMQNORM-20260803-c942fce6252666c4d46bcd5d,explicit_or_bounded_repair,1985–2016,explicit_period_rescued,1985–2016,existing explicit or bounded normalized period,high,"Agreement made and entered into this 1st day of April, 2016 – City of Dover, Ohio and AFSCME Ohio Council 8 / Local 2550 (collective bargaining agreement; wage provisions present)","[""2016"",""May 1, 1985""]","{""candidate_id"": ""BRM5C-BRM5-20260731-02242-03"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2015/15-MED-10-1136.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2015/15-MED-10-1136.pdf"", ""scout_target_id"": ""BRM5-20260731-02242""}"
