growth_candidate_id,normalization_id,municipality,state,region,side_label,role_unit,growth_value,growth_value_candidates,growth_value_type,pay_basis,period_label,normalization_status,normalization_confidence,mechanism_class,quant_qual_link_id,growth_continuity_status,caveats,source_locator_lineage,cleaned_analysis_use_primary_category,cross_side_wage_level_comparison_forced
BRMGROWTHNORM-20260803-4f2a9d411868db54517c439d,BRMQNORM-20260803-b9fef48348f5a1d5b374183b,Plymouth,PA,Northeast,non_safety_direct,non_safety_role,3.5,[3.5],percentage,percentage_raise,2017,normalized_growth_or_percentage_only,moderate,,,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-03379-02"", ""final"": ""https://plymouthtownship.org/download/Plymouth%20Council/previous_years/2017/Minutes/Regular-Meeting-November-2017.pdf"", ""original"": ""https://www.plymouthtownship.org/download/Plymouth%20Council/previous_years/2017/Minutes/Regular-Meeting-November-2017.pdf"", ""scout_target_id"": ""BRM5-20260731-03379""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-930ab9b613df591ae46f8950,BRMQNORM-20260803-bab691afd39eb8fbfb4a6114,Warwick,PA,Northeast,police_direct,police_role,3.25,[3.25],percentage,budget_amount,2024,normalized_budget_context_only,moderate,collective_bargaining,BRMQLINK-20260803-930ab9b613df591ae46f8950,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-07227-03"", ""final"": ""https://warwick-bucks.com/wp-content/uploads/2023/12/2024-Budget.pdf"", ""original"": ""https://www.warwick-bucks.com/wp-content/uploads/2023/12/2024-Budget.pdf"", ""scout_target_id"": ""BRM5-20260731-07227""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-ff2fcb2619cf0844b70f5aa1,BRMQNORM-20260803-bb26ef41d5f7b7645aacea46,Corning,NY,Northeast,police_direct,police_role,7.0,[7.0],percentage,percentage_raise,1982,normalized_growth_or_percentage_only,moderate,retroactivity_implementation,BRMQLINK-20260803-ff2fcb2619cf0844b70f5aa1,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-17911-01"", ""final"": ""https://perb.ny.gov/system/files/documents/2024/03/ia82-038-award-8-5-83.pdf"", ""original"": ""https://perb.ny.gov/system/files/documents/2024/03/ia82-038-award-8-5-83.pdf"", ""scout_target_id"": ""BRM5-20260731-17911""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-7d9d8ba63c78089afd7a6962,BRMQNORM-20260803-bb4c9c17f867124933afc45b,Monroe,OH,Midwest,police_direct,police_role,,"[48342.0,53007.0,58139.0,63784.0,69995.0,73495.0]",step_schedule_values,step_schedule,2020,normalized_partial,moderate,classification_civil_service,BRMQLINK-20260803-7d9d8ba63c78089afd7a6962,growth_partial_review,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-02346-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-02-0110.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-02-0110.pdf"", ""scout_target_id"": ""BRM5-20260731-02346""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-9d809bf559208b602329628d,BRMQNORM-20260803-bb972f36f41823be1290df1c,Waterville,MN,Midwest,police_direct,police_role,,"[2.0,2.5]",percentage,percentage_raise,2026,normalized_growth_or_percentage_only,moderate,collective_bargaining,BRMQLINK-20260803-9d809bf559208b602329628d,growth_partial_review,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-05418-01"", ""final"": ""https://cityofwatervillemn.gov/documents/769/5.5.26_Council_minutes.pdf"", ""original"": ""https://cityofwatervillemn.gov/documents/769/5.5.26_Council_minutes.pdf"", ""scout_target_id"": ""BRM5-20260731-05418""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-d62b10b05ed947af2ea73283,BRMQNORM-20260803-bc8479dfc08c0042f1fd2dc8,Franklin,OH,Midwest,police_direct,police_role,25.92,[25.92],step_schedule_values,hourly,2023–2024,normalized_ready,high,non_base_compensation,BRMQLINK-20260803-d62b10b05ed947af2ea73283,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-05998-02"", ""final"": ""https://cms2.revize.com/revize/franklinoh/Document%20Center/Department/Government/City%20Council/Legislation/Resolutions/2023/R-23-86%20Pay%20Rates%202024.pdf"", ""original"": ""https://cms2.revize.com/revize/franklinoh/Document%20Center/Department/Government/City%20Council/Legislation/Resolutions/2023/R-23-86%20Pay%20Rates%202024.pdf"", ""scout_target_id"": ""BRM5-20260731-05998""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-2ecf78c5e1364809925e46be,BRMQNORM-20260803-be7c861a4d687de39a845a42,Bedford Park,IL,Midwest,non_safety_direct,non_safety_role,5.0,[5.0],percentage,percentage_raise,2024–2028,normalized_growth_or_percentage_only,moderate,non_base_compensation,BRMQLINK-20260803-2ecf78c5e1364809925e46be,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-03859-03"", ""final"": ""https://seiu73.org/wp-content/uploads/2020/11/Bedford-Park-PWW-January-1-2024-December-31-2028-1.pdf"", ""original"": ""https://seiu73.org/wp-content/uploads/2020/11/Bedford-Park-PWW-January-1-2024-December-31-2028-1.pdf"", ""scout_target_id"": ""BRM5-20260731-03859""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-cd47f0bf41629942ca7d2e31,BRMQNORM-20260803-bef21ceeafed1fb1a6f21a74,Wadsworth,OH,Midwest,fire_direct,fire_role,25.0,[25.0],percentage,percentage_raise,2018–2019,normalized_growth_or_percentage_only,moderate,classification_civil_service,BRMQLINK-20260803-cd47f0bf41629942ca7d2e31,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-06184-02"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2018/18-MED-09-0935.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2018/18-MED-09-0935.pdf"", ""scout_target_id"": ""BRM5-20260731-06184""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-0b9764b5ea006ead533055ba,BRMQNORM-20260803-bf065c764593cad568a05c43,Vermillion,SD,Midwest,police_direct,police_role,3.0,[3.0],percentage,cola_cpi,2025–2027,normalized_growth_or_percentage_only,moderate,collective_bargaining,BRMQLINK-20260803-0b9764b5ea006ead533055ba,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-10094-01"", ""final"": ""https://vermillion.us/AgendaCenter/ViewFile/Minutes/_11182024-1031"", ""original"": ""https://www.vermillion.us/AgendaCenter/ViewFile/Minutes/_11182024-1031"", ""scout_target_id"": ""BRM5-20260731-10094""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-1dfbe5a10a8e48e2b79a7dab,BRMQNORM-20260803-bf26ed9cff82088dabb9f799,Franklin,OH,Midwest,police_direct,police_role,27.77,[27.77],step_schedule_values,hourly,2025–2026,normalized_ready,high,non_base_compensation,BRMQLINK-20260803-1dfbe5a10a8e48e2b79a7dab,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-05998-01"", ""final"": ""https://cms2.revize.com/revize/franklinoh/Legislation/Resolutions/2025/R-25-88%20Pay%20Rates%202026.pdf"", ""original"": ""https://cms2.revize.com/revize/franklinoh/Legislation/Resolutions/2025/R-25-88%20Pay%20Rates%202026.pdf?t=202512171012090"", ""scout_target_id"": ""BRM5-20260731-05998""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-b26b19d2387d35baed72b6c9,BRMQNORM-20260803-bf5b96c18435dd7098401365,Pinehurst,GA,South,police_direct,police_role,4.0,[4.0],percentage,monthly,2007,normalized_growth_or_percentage_only,moderate,other_pay_setting_mechanism,BRMQLINK-20260803-b26b19d2387d35baed72b6c9,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-11029-01"", ""final"": ""https://doolycountyga.com/wp-content/uploads/2024/10/2007-Minutes-01.04.2007-thru-12.20.2007.pdf"", ""original"": ""https://doolycountyga.com/wp-content/uploads/2024/10/2007-Minutes-01.04.2007-thru-12.20.2007.pdf"", ""scout_target_id"": ""BRM5-20260731-11029""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-67d8d0dc452266dd674eeff2,BRMQNORM-20260803-bfad1caf7a2a1585eaf94bd1,Franklin,OH,Midwest,non_safety_direct,non_safety_role,,"[23.56,24.97,26.19]",step_schedule_values,step_schedule,2021–2023,normalized_partial,moderate,classification_civil_service,BRMQLINK-20260803-67d8d0dc452266dd674eeff2,growth_partial_review,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-13483-03"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-10-1280.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-10-1280.pdf"", ""scout_target_id"": ""BRM5-20260731-13483""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-11da1de97b485b15e72de4f4,BRMQNORM-20260803-bfe157bf8ebb3a7d2b32b50b,Belle Plaine,MN,Midwest,police_direct,police_role,3.5,[3.5],percentage,percentage_raise,2025–2027,normalized_growth_or_percentage_only,moderate,other_pay_setting_mechanism,BRMQLINK-20260803-11da1de97b485b15e72de4f4,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-05053-01"", ""final"": ""https://static1.squarespace.com/static/66b147b5fbc8bf54fa5072be/t/676ae6394e9a7e2c68a22004/1735059002659/ActiveContract+-+Belle+Plaine+PD+12-31-2027.pdf"", ""original"": ""https://www.lels.org/s/ActiveContract-Belle-Plaine-PD-12-31-2027.pdf"", ""scout_target_id"": ""BRM5-20260731-05053""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-256a23fbad23a4b123436113,BRMQNORM-20260803-c027abea1ab9a894b38f4f30,Berlin,OH,Midwest,non_safety_direct,non_safety_role,3.5,[3.5],percentage,percentage_raise,2023,normalized_growth_or_percentage_only,moderate,other_pay_setting_mechanism,BRMQLINK-20260803-256a23fbad23a4b123436113,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-13420-03"", ""final"": ""https://webgen1files1.revize.com/berlintwpoh/approved%202023%20ORGANIZATIONAL%20MEETING%2012-27-2022.pdf"", ""original"": ""https://webgen1files1.revize.com/berlintwpoh/approved%202023%20ORGANIZATIONAL%20MEETING%2012-27-2022.pdf"", ""scout_target_id"": ""BRM5-20260731-13420""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-9604933e89c84ba74328be4a,BRMQNORM-20260803-c04364b8d14558f9135f9fba,Union Gap,WA,West,police_direct,police_role,5.0,[5.0],percentage,percentage_raise,2022–2024,normalized_growth_or_percentage_only,moderate,ordinance_council_adoption,BRMQLINK-20260803-9604933e89c84ba74328be4a,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-03741-01"", ""final"": ""https://uniongapwa.gov/council/wp-content/uploads/sites/4/1-10-2022-Council-Packet.pdf"", ""original"": ""https://uniongapwa.gov/council/wp-content/uploads/sites/4/1-10-2022-Council-Packet.pdf"", ""scout_target_id"": ""BRM5-20260731-03741""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-61380511c5ad8a404cca5e17,BRMQNORM-20260803-c14d86cfa0ddc3afe5eea261,Perry,OH,Midwest,fire_direct,fire_role,2.0,[2.0],percentage,percentage_raise,2018–2019,normalized_growth_or_percentage_only,moderate,retroactivity_implementation,BRMQLINK-20260803-61380511c5ad8a404cca5e17,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-09853-04"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2018/18-MED-10-0993.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2018/18-MED-10-0993.pdf"", ""scout_target_id"": ""BRM5-20260731-09853""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-cdb27d5b0882bf22fcd37f67,BRMQNORM-20260803-c182a0b2e186aef3106f3cc1,Woodland,MN,Midwest,police_direct,police_role,,"[12.0,7.5]",percentage,percentage_raise,2025,normalized_growth_or_percentage_only,moderate,ordinance_council_adoption,BRMQLINK-20260803-cdb27d5b0882bf22fcd37f67,growth_partial_review,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-05440-01"", ""final"": ""https://cityofwoodlandmn.gov/wp-content/uploads/2025/08/8.11.2025Full-packet.pdf"", ""original"": ""https://woodlandmn.org/wp-content/uploads/2025/08/8.11.2025Full-packet.pdf"", ""scout_target_id"": ""BRM5-20260731-05440""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-54bcf3ccf2f5ecf44da0207f,BRMQNORM-20260803-c21465f7fa2774026c3ee5aa,Jefferson,WI,Midwest,police_direct,police_role,1.0,[1.0],percentage,percentage_raise,2022,normalized_growth_or_percentage_only,moderate,collective_bargaining,BRMQLINK-20260803-54bcf3ccf2f5ecf44da0207f,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-10226-02"", ""final"": ""https://jeffersonwis.com/wp-content/uploads/2021/12/Mins11162021.pdf"", ""original"": ""https://jeffersonwis.com/wp-content/uploads/2021/12/Mins11162021.pdf"", ""scout_target_id"": ""BRM5-20260731-10226""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-312a69d323817c107c2f6f10,BRMQNORM-20260803-c35888d359d14688b5d3c044,Fairfield,OH,Midwest,police_direct,police_role,5.0,[5.0],percentage,percentage_raise,2025,normalized_growth_or_percentage_only,moderate,collective_bargaining,BRMQLINK-20260803-312a69d323817c107c2f6f10,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-13479-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2024/24-MED-12-1397.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2024/24-MED-12-1397.pdf"", ""scout_target_id"": ""BRM5-20260731-13479""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-89adddbd09fe4df59774be98,BRMQNORM-20260803-c36fcbcde4f8b72d53e68701,Rockdale,IL,Midwest,police_direct,police_role,5.0,[5.0],percentage,percentage_raise,2025,normalized_growth_or_percentage_only,moderate,ordinance_council_adoption,BRMQLINK-20260803-89adddbd09fe4df59774be98,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-07911-01"", ""final"": ""https://rockdaleillinois.org/wp-content/uploads/2025/09/Final-Meeting-Minutes-08052025.pdf"", ""original"": ""https://rockdaleillinois.org/wp-content/uploads/2025/09/Final-Meeting-Minutes-08052025.pdf"", ""scout_target_id"": ""BRM5-20260731-07911""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-4e82d351dafc125f84da6e2a,BRMQNORM-20260803-c3a20e0b2700ec2cc3e84472,Kittanning,PA,Northeast,non_safety_direct,non_safety_role,3.0,[3.0],percentage,percentage_raise,2021,normalized_growth_or_percentage_only,moderate,retroactivity_implementation,BRMQLINK-20260803-4e82d351dafc125f84da6e2a,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-10771-03"", ""final"": ""https://kittanning-borough.com/wp-content/uploads/2021/09/July-12-2021-Council-Meeting-Minutes.pdf"", ""original"": ""https://kittanning-borough.com/wp-content/uploads/2021/09/July-12-2021-Council-Meeting-Minutes.pdf"", ""scout_target_id"": ""BRM5-20260731-10771""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-66b2d7a57f7c5cdf5e572bec,BRMQNORM-20260803-c3aafcd1baf93ac6c77c94e9,Kabetogama,MN,Midwest,fire_direct,fire_role,1.5,[1.5],percentage,percentage_raise,2025,normalized_growth_or_percentage_only,moderate,market_recruitment_retention,BRMQLINK-20260803-66b2d7a57f7c5cdf5e572bec,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-05220-01"", ""final"": ""https://kabtownship.com/township-board-minutes/category/all/2"", ""original"": ""https://www.kabtownship.com/township-board-minutes/category/all/2"", ""scout_target_id"": ""BRM5-20260731-05220""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-90c4cccd44a4d7e35556d4be,BRMQNORM-20260803-c468344fca7b37639ffc98bc,Grand View-on-Hudson,NY,Northeast,police_direct,police_role,,"[54837.0,56757.0,59027.0,61388.0]",step_schedule_values,pay_grade,2007–2011,normalized_partial,moderate,classification_civil_service,BRMQLINK-20260803-90c4cccd44a4d7e35556d4be,growth_partial_review,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-06735-01"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/10/56/26/105626199150147161380260627528206291264"", ""original"": ""https://ecommons.cornell.edu/bitstreams/f580dfd9-1662-4ab4-a1b0-084ca6e34b25/download"", ""scout_target_id"": ""BRM5-20260731-06735""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-3afa4e1277c2a5deec074b38,BRMQNORM-20260803-c48227d104399910cf7e7f73,Dover,OH,Midwest,fire_direct,fire_role,2.3,[2.3],percentage,percentage_raise,2020–2023,normalized_growth_or_percentage_only,moderate,ordinance_council_adoption,BRMQLINK-20260803-3afa4e1277c2a5deec074b38,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-02242-02"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-11-1259.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-11-1259.pdf"", ""scout_target_id"": ""BRM5-20260731-02242""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-ba72c103ec2bc10596470ab1,BRMQNORM-20260803-c4e40085245a573e16edca1d,Pendleton,NY,Northeast,non_safety_direct,non_safety_role,1.25,[1.25],percentage,percentage_raise,2012,normalized_growth_or_percentage_only,moderate,collective_bargaining,BRMQLINK-20260803-ba72c103ec2bc10596470ab1,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-14262-02"", ""final"": ""https://perb.ny.gov/system/files/documents/2024/05/m2011-024.pdf"", ""original"": ""https://perb.ny.gov/impasse-between-town-pendleton-and-teamsters-local-264-highway-water-and-sewer-departments"", ""scout_target_id"": ""BRM5-20260731-14262""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-5a9e6216ae11f025689fd016,BRMQNORM-20260803-c5461291f21a610af7b11f16,Kemah,TX,South,police_direct,police_role,,"[10.0,7.0]",percentage,budget_amount,2024–2025,normalized_budget_context_only,moderate,cola_cpi_indexing,BRMQLINK-20260803-5a9e6216ae11f025689fd016,growth_partial_review,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-07406-01"", ""final"": ""https://kemahtx.gov/AgendaCenter/ViewFile/Agenda/_06192024-835"", ""original"": ""https://www.kemahtx.gov/AgendaCenter/ViewFile/Agenda/_06192024-835"", ""scout_target_id"": ""BRM5-20260731-07406""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-a0bae1652554793149476b70,BRMQNORM-20260803-c5604384edff7792d4611228,Thornton,IL,Midwest,police_direct,police_role,,"[3.0,4.5]",percentage,budget_amount,2024,normalized_budget_context_only,moderate,collective_bargaining,BRMQLINK-20260803-a0bae1652554793149476b70,growth_partial_review,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-04230-03"", ""final"": ""https://mccmeetingspublic.blob.core.usgovcloudapi.net/thorntonil-meet-5849103fc544406c8b79e7373a889a7b/ITEM-Attachment-001-3e170b5ff1374419b30a6a314c952026.pdf"", ""original"": ""https://mccmeetingspublic.blob.core.usgovcloudapi.net/thorntonil-meet-5849103fc544406c8b79e7373a889a7b/ITEM-Attachment-001-3e170b5ff1374419b30a6a314c952026.pdf"", ""scout_target_id"": ""BRM5-20260731-04230""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-f557b302135c6380dfe92faf,BRMQNORM-20260803-c5f0ff1043ec68f5220bf888,Upper Uwchlan,PA,Northeast,police_direct,police_role,3.0,[3.0],percentage,budget_amount,2020,normalized_budget_context_only,moderate,non_base_compensation,BRMQLINK-20260803-f557b302135c6380dfe92faf,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-10961-01"", ""final"": ""https://upperuwchlan-pa.gov/ArchiveCenter/ViewFile/Item/1764"", ""original"": ""https://www.upperuwchlan-pa.gov/ArchiveCenter/ViewFile/Item/1764"", ""scout_target_id"": ""BRM5-20260731-10961""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-458dc71b7f7945af9f279bb6,BRMQNORM-20260803-c605132be86534a4cadc5a1c,Stanhope,IA,Midwest,police_direct,police_role,10.0,[10.0],percentage,percentage_raise,2024,normalized_growth_or_percentage_only,moderate,,,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-07567-02"", ""final"": ""https://stanhopeiowa.com/documents/487/EJS_Police_Board_1-2024.pdf"", ""original"": ""https://www.stanhopeiowa.com/documents/487/EJS_Police_Board_1-2024.pdf"", ""scout_target_id"": ""BRM5-20260731-07567""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-cf8971b64e516279a986003a,BRMQNORM-20260803-c6e08a247654c0626bd1e9a0,Andover,MN,Midwest,non_safety_direct,non_safety_role,,"[2.75,3.25]",percentage,cola_cpi,2022,normalized_growth_or_percentage_only,moderate,cola_cpi_indexing,BRMQLINK-20260803-cf8971b64e516279a986003a,growth_partial_review,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-01291-01"", ""final"": ""https://andovermn.gov/AgendaCenter/ViewFile/Minutes/_11222022-942"", ""original"": ""https://www.andovermn.gov/AgendaCenter/ViewFile/Minutes/_11222022-942"", ""scout_target_id"": ""BRM5-20260731-01291""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-eeba38553326489583bb2246,BRMQNORM-20260803-c99aa8bfddcf012a6def9967,Novi,MI,Midwest,police_direct,police_role,4.0,[4.0],percentage,percentage_raise,2025–2028,normalized_growth_or_percentage_only,moderate,retroactivity_implementation,BRMQLINK-20260803-eeba38553326489583bb2246,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-12430-01"", ""final"": ""https://cityofnovi.org/media/ictckhng/polc-contract-2025-2028.pdf"", ""original"": ""https://cityofnovi.org/media/ictckhng/polc-contract-2025-2028.pdf"", ""scout_target_id"": ""BRM5-20260731-12430""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-713838b68babfb0d297f024c,BRMQNORM-20260803-ca0eb768533b80c7eb6da385,Bedford Park,IL,Midwest,non_safety_direct,non_safety_role,20.0,[20.0],percentage,percentage_raise,2024–2028,normalized_growth_or_percentage_only,moderate,non_base_compensation,BRMQLINK-20260803-713838b68babfb0d297f024c,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-03859-03"", ""final"": ""https://seiu73.org/wp-content/uploads/2020/11/Bedford-Park-PWW-January-1-2024-December-31-2028-1.pdf"", ""original"": ""https://seiu73.org/wp-content/uploads/2020/11/Bedford-Park-PWW-January-1-2024-December-31-2028-1.pdf"", ""scout_target_id"": ""BRM5-20260731-03859""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-e6e90a9a228d22f53733657a,BRMQNORM-20260803-ca4fde76db1620f54ae86da0,Shelby,MI,Midwest,non_safety_direct,non_safety_role,8.2,[8.2],percentage,percentage_raise,2022,normalized_growth_or_percentage_only,moderate,market_recruitment_retention,BRMQLINK-20260803-e6e90a9a228d22f53733657a,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-01243-01"", ""final"": ""https://shelbyvillage.com/wp-content/uploads/2025/04/Combined-Minutes-2022.pdf"", ""original"": ""https://shelbyvillage.com/wp-content/uploads/2025/04/Combined-Minutes-2022.pdf"", ""scout_target_id"": ""BRM5-20260731-01243""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-a7fd373a9163470645a1b487,BRMQNORM-20260803-cac547b0f2b3fcc3b3f65582,Woodstock,NY,Northeast,police_direct,police_role,3.0,[3.0],percentage,percentage_raise,2025–2029,normalized_growth_or_percentage_only,moderate,comparability_parity,BRMQLINK-20260803-a7fd373a9163470645a1b487,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-18066-01"", ""final"": ""https://woodstockny.gov/application/files/5817/6796/9507/Tentative_Police_Agreement_2025_2029.pdf"", ""original"": ""https://woodstockny.gov/application/files/5817/6796/9507/Tentative_Police_Agreement_2025_2029.pdf"", ""scout_target_id"": ""BRM5-20260731-18066""}",same_side_growth_evidence,false
