post_pi_wave_rank,original_priority_rank,post_pi_wave_id,worker_batch,worker_batch_row,future_live_queue_id,municipality_id,census_gov_id,state,municipality,government_name,government_type,geography_type,population,county_relationship_count,multi_county_flag,county_context_summary,total_priority_score,priority_tier,priority_confidence,population_score,government_type_score,state_yield_score,research_design_score,geographic_value_score,evidence_signal_score,retry_flag,failure_only_flag,scout_coverage_status,candidate_row_count,future_scout_eligible_flag,future_scout_exclusion_reason,priority_reason_summary,source_priority_file,source_priority_commit,search_hints_available,search_hint_1,search_hint_2,search_hint_3,search_hint_4,search_hint_5,already_canonical_flag,candidate_positive_flag,expected_units_to_search,verification_notes,recommended_scout_status,worker_id,worker_state_scope,worker_rank_min,worker_rank_max,worker_assignment_method
161,175,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,11,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_212237,212237,OH,Wooster,CITY OF WOOSTER,municipal,place,27030,1,no,Wayne County (39169; primary),75.216,Tier 1,low,22.896,10.000,16.670,11.977,8.673,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 94.7; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF WOOSTER"" OH official website","""CITY OF WOOSTER"" OH collective bargaining agreement","""CITY OF WOOSTER"" OH police union contract","""CITY OF WOOSTER"" OH fire union contract","""CITY OF WOOSTER"" OH salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF WOOSTER (Census government ID 212237; locked municipality ID cog_2025_212237). County context: Wayne County (39169; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
162,176,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,12,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_161580,161580,FL,Titusville,CITY OF TITUSVILLE,municipal,place,49680,1,no,Brevard County (12009; primary),75.212,Tier 1,medium,23.895,10.000,17.089,11.950,7.279,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 97.3; municipal/place; state evidence medium; smoothed yield component 17.1/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF TITUSVILLE"" FL official website","""CITY OF TITUSVILLE"" FL collective bargaining agreement","""CITY OF TITUSVILLE"" FL police union contract","""CITY OF TITUSVILLE"" FL fire union contract","""CITY OF TITUSVILLE"" FL salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF TITUSVILLE (Census government ID 161580; locked municipality ID cog_2025_161580). County context: Brevard County (12009; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
163,177,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,13,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_212032,212032,MA,Amherst Town,CITY OF AMHERST TOWN,municipal,place,40277,1,no,Hampshire County (25015; primary),75.211,Tier 1,medium,23.570,10.000,16.998,11.785,7.858,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 96.6; municipal/place; state evidence medium; smoothed yield component 17.0/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF AMHERST TOWN"" MA official website","""CITY OF AMHERST TOWN"" MA collective bargaining agreement","""CITY OF AMHERST TOWN"" MA police union contract","""CITY OF AMHERST TOWN"" MA fire union contract","""CITY OF AMHERST TOWN"" MA salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF AMHERST TOWN (Census government ID 212032; locked municipality ID cog_2025_212032). County context: Hampshire County (25015; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
164,178,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,14,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_193758,193758,NM,Roswell,CITY OF ROSWELL,municipal,place,47109,1,no,Chaves County (35005; primary),75.210,Tier 1,low,23.812,10.000,16.211,11.423,8.764,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 97.1; municipal/place; state evidence low; smoothed yield component 16.2/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF ROSWELL"" NM official website","""CITY OF ROSWELL"" NM collective bargaining agreement","""CITY OF ROSWELL"" NM police union contract","""CITY OF ROSWELL"" NM fire union contract","""CITY OF ROSWELL"" NM salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF ROSWELL (Census government ID 193758; locked municipality ID cog_2025_193758). County context: Chaves County (35005; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
165,179,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,15,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_183910,183910,MA,Fitchburg,CITY OF FITCHBURG,municipal,place,41579,1,no,Worcester County (25027; primary),75.209,Tier 1,medium,23.619,10.000,16.998,11.785,7.808,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 96.7; municipal/place; state evidence medium; smoothed yield component 17.0/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF FITCHBURG"" MA official website","""CITY OF FITCHBURG"" MA collective bargaining agreement","""CITY OF FITCHBURG"" MA police union contract","""CITY OF FITCHBURG"" MA fire union contract","""CITY OF FITCHBURG"" MA salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF FITCHBURG (Census government ID 183910; locked municipality ID cog_2025_183910). County context: Worcester County (25027; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
166,180,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,16,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_161714,161714,FL,Winter Springs,CITY OF WINTER SPRINGS,municipal,place,38941,1,no,Seminole County (12117; primary),75.206,Tier 1,medium,23.514,10.000,17.089,11.950,7.654,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 96.4; municipal/place; state evidence medium; smoothed yield component 17.1/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF WINTER SPRINGS"" FL official website","""CITY OF WINTER SPRINGS"" FL collective bargaining agreement","""CITY OF WINTER SPRINGS"" FL police union contract","""CITY OF WINTER SPRINGS"" FL fire union contract","""CITY OF WINTER SPRINGS"" FL salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF WINTER SPRINGS (Census government ID 161714; locked municipality ID cog_2025_161714). County context: Seminole County (12117; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
167,181,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,17,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_173658,173658,OR,Central Point,CITY OF CENTRAL POINT,municipal,place,19171,1,no,Jackson County (41029; primary),75.202,Tier 1,low,22.261,10.000,16.964,12.684,8.292,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 92.6; municipal/place; state evidence low; smoothed yield component 17.0/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF CENTRAL POINT"" OR official website","""CITY OF CENTRAL POINT"" OR collective bargaining agreement","""CITY OF CENTRAL POINT"" OR police union contract","""CITY OF CENTRAL POINT"" OR fire union contract","""CITY OF CENTRAL POINT"" OR salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF CENTRAL POINT (Census government ID 173658; locked municipality ID cog_2025_173658). County context: Jackson County (41029; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
168,182,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,18,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_166445,166445,MA,Methuen,CITY OF METHUEN,municipal,place,53455,1,no,Essex County (25009; primary),75.200,Tier 1,medium,24.001,10.000,16.998,11.785,7.416,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 97.5; municipal/place; state evidence medium; smoothed yield component 17.0/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF METHUEN"" MA official website","""CITY OF METHUEN"" MA collective bargaining agreement","""CITY OF METHUEN"" MA police union contract","""CITY OF METHUEN"" MA fire union contract","""CITY OF METHUEN"" MA salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF METHUEN (Census government ID 166445; locked municipality ID cog_2025_166445). County context: Essex County (25009; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
169,183,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,19,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_193144,193144,FL,Lauderhill,CITY OF LAUDERHILL,municipal,place,73974,1,no,Broward County (12011; primary),75.199,Tier 1,medium,24.474,10.000,17.089,11.950,6.686,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 98.4; municipal/place; state evidence medium; smoothed yield component 17.1/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF LAUDERHILL"" FL official website","""CITY OF LAUDERHILL"" FL collective bargaining agreement","""CITY OF LAUDERHILL"" FL police union contract","""CITY OF LAUDERHILL"" FL fire union contract","""CITY OF LAUDERHILL"" FL salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF LAUDERHILL (Census government ID 193144; locked municipality ID cog_2025_193144). County context: Broward County (12011; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
170,184,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,20,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_209725,209725,WA,Moses Lake,CITY OF MOSES LAKE,municipal,place,26299,1,no,Grant County (53025; primary),75.192,Tier 1,medium,22.845,10.000,16.923,12.131,8.293,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 94.5; municipal/place; state evidence medium; smoothed yield component 16.9/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF MOSES LAKE"" WA official website","""CITY OF MOSES LAKE"" WA collective bargaining agreement","""CITY OF MOSES LAKE"" WA police union contract","""CITY OF MOSES LAKE"" WA fire union contract","""CITY OF MOSES LAKE"" WA salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF MOSES LAKE (Census government ID 209725; locked municipality ID cog_2025_209725). County context: Grant County (53025; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
171,185,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,21,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_102012,102012,FL,DeLand,CITY OF DE LAND,municipal,place,43009,1,no,Volusia County (12127; primary),75.186,Tier 1,medium,23.670,10.000,17.089,11.950,7.478,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 96.8; municipal/place; state evidence medium; smoothed yield component 17.1/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF DE LAND"" FL official website","""CITY OF DE LAND"" FL collective bargaining agreement","""CITY OF DE LAND"" FL police union contract","""CITY OF DE LAND"" FL fire union contract","""CITY OF DE LAND"" FL salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF DE LAND (Census government ID 102012; locked municipality ID cog_2025_102012). County context: Volusia County (12127; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
172,186,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,22,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_170406,170406,NM,Farmington,CITY OF FARMINGTON,municipal,place,46237,1,no,San Juan County (35045; primary),75.182,Tier 1,low,23.784,10.000,16.211,11.423,8.764,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 97.0; municipal/place; state evidence low; smoothed yield component 16.2/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF FARMINGTON"" NM official website","""CITY OF FARMINGTON"" NM collective bargaining agreement","""CITY OF FARMINGTON"" NM police union contract","""CITY OF FARMINGTON"" NM fire union contract","""CITY OF FARMINGTON"" NM salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF FARMINGTON (Census government ID 170406; locked municipality ID cog_2025_170406). County context: San Juan County (35045; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
173,187,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,23,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_207992,207992,IA,Waterloo,CITY OF WATERLOO,municipal,place,66606,1,no,Black Hawk County (19013; primary),75.174,Tier 1,low,24.329,10.000,15.961,11.137,8.747,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 98.1; municipal/place; state evidence low; smoothed yield component 16.0/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF WATERLOO"" IA official website","""CITY OF WATERLOO"" IA collective bargaining agreement","""CITY OF WATERLOO"" IA police union contract","""CITY OF WATERLOO"" IA fire union contract","""CITY OF WATERLOO"" IA salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF WATERLOO (Census government ID 207992; locked municipality ID cog_2025_207992). County context: Black Hawk County (19013; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
