mechanism_prep_id,span_rating_id,source_rating_id,span_id,side_label,mechanism_class,source_family,municipality,state,source_ids,span_ids,claim_readiness_bucket,downstream_use_bucket,mechanism_strength,clear_side_confidence,attachable_to_quantitative_cluster_flag,attachable_to_growth_cluster_flag,attachable_to_comparison_cluster_flag,recommended_use,reconciliation_reason_codes,source_locator_lineage
BRMMECHPREP-20260803-18cc52245b87dc6aa53383d9,BRMGRT-20260802-1a2781a59281ff9522653ec9,BRMGRS-20260802-dfc4cffc3f03ed51f663fc57,BRMSPAN-20260802-22c98b992e125cdd75eb5dee,non_safety_direct,non_base_compensation,budget_or_pay_plan,Albion,NY,"[""BRMGRS-20260802-dfc4cffc3f03ed51f663fc57""]","[""BRMSPAN-20260802-22c98b992e125cdd75eb5dee""]",source_navigation_or_reference_only,exclude_or_write_off,none,high,true,false,false,write_off,"[""source_title_anchor:non_safety_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-06647-02"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/90/67/07/9067070608493515931018508735253283313"", ""original"": ""https://ecommons.cornell.edu/bitstream/handle/1813/97867/10122_05312014_ABBYY.pdf?isAllowed=y&sequence=1"", ""scout_target_id"": ""BRM5-20260731-06647""}"
BRMMECHPREP-20260803-d32c86029e77c07f0d874372,BRMGRT-20260802-2b6cfb86b72bc6157fd25632,BRMGRS-20260802-dfc4cffc3f03ed51f663fc57,BRMSPAN-20260802-379cae22ef56851a6c9fc765,non_safety_direct,classification_civil_service,budget_or_pay_plan,Albion,NY,"[""BRMGRS-20260802-dfc4cffc3f03ed51f663fc57""]","[""BRMSPAN-20260802-379cae22ef56851a6c9fc765""]",source_navigation_or_reference_only,exclude_or_write_off,none,high,true,false,false,write_off,"[""source_title_anchor:non_safety_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-06647-02"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/90/67/07/9067070608493515931018508735253283313"", ""original"": ""https://ecommons.cornell.edu/bitstream/handle/1813/97867/10122_05312014_ABBYY.pdf?isAllowed=y&sequence=1"", ""scout_target_id"": ""BRM5-20260731-06647""}"
BRMMECHPREP-20260803-456cef06250718bd2b5c1af2,BRMGRT-20260802-db99d2fec3527282c0fc53fa,BRMGRS-20260802-dfc4cffc3f03ed51f663fc57,BRMSPAN-20260802-54e2902c1637a6d9b7d65354,non_safety_direct,non_base_compensation,budget_or_pay_plan,Albion,NY,"[""BRMGRS-20260802-dfc4cffc3f03ed51f663fc57""]","[""BRMSPAN-20260802-54e2902c1637a6d9b7d65354""]",source_navigation_or_reference_only,exclude_or_write_off,none,high,true,false,false,write_off,"[""source_title_anchor:non_safety_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-06647-02"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/90/67/07/9067070608493515931018508735253283313"", ""original"": ""https://ecommons.cornell.edu/bitstream/handle/1813/97867/10122_05312014_ABBYY.pdf?isAllowed=y&sequence=1"", ""scout_target_id"": ""BRM5-20260731-06647""}"
BRMMECHPREP-20260803-486794bd4e0c03635e2b8dd8,BRMGRT-20260802-8b93977a24a37c40c17642fe,BRMGRS-20260802-dfc4cffc3f03ed51f663fc57,BRMSPAN-20260802-61cfe88fee4aab12d5778631,non_safety_direct,market_recruitment_retention,budget_or_pay_plan,Albion,NY,"[""BRMGRS-20260802-dfc4cffc3f03ed51f663fc57""]","[""BRMSPAN-20260802-61cfe88fee4aab12d5778631""]",source_navigation_or_reference_only,exclude_or_write_off,none,high,true,false,false,write_off,"[""source_title_anchor:non_safety_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-06647-02"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/90/67/07/9067070608493515931018508735253283313"", ""original"": ""https://ecommons.cornell.edu/bitstream/handle/1813/97867/10122_05312014_ABBYY.pdf?isAllowed=y&sequence=1"", ""scout_target_id"": ""BRM5-20260731-06647""}"
BRMMECHPREP-20260803-b6577a8f8dfd28b6f3fce4dc,BRMGRT-20260802-413cf1ed6cfaa70fc99fc677,BRMGRS-20260802-dfc4cffc3f03ed51f663fc57,BRMSPAN-20260802-721a52d2c907f65c0f257eb0,non_safety_direct,market_recruitment_retention,budget_or_pay_plan,Albion,NY,"[""BRMGRS-20260802-dfc4cffc3f03ed51f663fc57""]","[""BRMSPAN-20260802-721a52d2c907f65c0f257eb0""]",source_navigation_or_reference_only,exclude_or_write_off,none,high,true,false,false,write_off,"[""source_title_anchor:non_safety_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-06647-02"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/90/67/07/9067070608493515931018508735253283313"", ""original"": ""https://ecommons.cornell.edu/bitstream/handle/1813/97867/10122_05312014_ABBYY.pdf?isAllowed=y&sequence=1"", ""scout_target_id"": ""BRM5-20260731-06647""}"
BRMMECHPREP-20260803-be8e197976ee70fa3c442625,BRMGRT-20260802-6300471a1d59963fa4774a9a,BRMGRS-20260802-dfc4cffc3f03ed51f663fc57,BRMSPAN-20260802-9852134c0deeb65483fa42e3,non_safety_direct,retroactivity_implementation,budget_or_pay_plan,Albion,NY,"[""BRMGRS-20260802-dfc4cffc3f03ed51f663fc57""]","[""BRMSPAN-20260802-9852134c0deeb65483fa42e3""]",mixed_quant_qual_claim_ready,mechanism_summary_candidate,central,high,true,false,false,mechanism summary,"[""source_title_anchor:non_safety_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-06647-02"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/90/67/07/9067070608493515931018508735253283313"", ""original"": ""https://ecommons.cornell.edu/bitstream/handle/1813/97867/10122_05312014_ABBYY.pdf?isAllowed=y&sequence=1"", ""scout_target_id"": ""BRM5-20260731-06647""}"
BRMMECHPREP-20260803-403acb32b87bfbe16c320a6c,BRMGRT-20260802-ab15e4076474c63760fb14ad,BRMGRS-20260802-dfc4cffc3f03ed51f663fc57,BRMSPAN-20260802-9c3f4af2bb51b5c7694cce33,non_safety_direct,non_base_compensation,budget_or_pay_plan,Albion,NY,"[""BRMGRS-20260802-dfc4cffc3f03ed51f663fc57""]","[""BRMSPAN-20260802-9c3f4af2bb51b5c7694cce33""]",source_navigation_or_reference_only,exclude_or_write_off,none,high,true,false,false,write_off,"[""source_title_anchor:non_safety_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-06647-02"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/90/67/07/9067070608493515931018508735253283313"", ""original"": ""https://ecommons.cornell.edu/bitstream/handle/1813/97867/10122_05312014_ABBYY.pdf?isAllowed=y&sequence=1"", ""scout_target_id"": ""BRM5-20260731-06647""}"
BRMMECHPREP-20260803-1f89f5d549c731158082d370,BRMGRT-20260802-b9879fdec571bb10b10d5163,BRMGRS-20260802-dfc4cffc3f03ed51f663fc57,BRMSPAN-20260802-cbf8357aba867778eed1e919,non_safety_direct,market_recruitment_retention,budget_or_pay_plan,Albion,NY,"[""BRMGRS-20260802-dfc4cffc3f03ed51f663fc57""]","[""BRMSPAN-20260802-cbf8357aba867778eed1e919""]",qualitative_mechanism_claim_ready,mechanism_summary_candidate,moderate,high,true,false,false,mechanism summary,"[""source_title_anchor:non_safety_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-06647-02"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/90/67/07/9067070608493515931018508735253283313"", ""original"": ""https://ecommons.cornell.edu/bitstream/handle/1813/97867/10122_05312014_ABBYY.pdf?isAllowed=y&sequence=1"", ""scout_target_id"": ""BRM5-20260731-06647""}"
BRMMECHPREP-20260803-be95a1c8aa88c3c2b0f2cb9e,BRMGRT-20260802-d688f773ca4800c87aa0d37f,BRMGRS-20260802-dfc4cffc3f03ed51f663fc57,BRMSPAN-20260802-d2cf0d904820f51e48df76ea,non_safety_direct,classification_civil_service,budget_or_pay_plan,Albion,NY,"[""BRMGRS-20260802-dfc4cffc3f03ed51f663fc57""]","[""BRMSPAN-20260802-d2cf0d904820f51e48df76ea""]",source_navigation_or_reference_only,exclude_or_write_off,none,high,true,false,false,write_off,"[""source_title_anchor:non_safety_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-06647-02"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/90/67/07/9067070608493515931018508735253283313"", ""original"": ""https://ecommons.cornell.edu/bitstream/handle/1813/97867/10122_05312014_ABBYY.pdf?isAllowed=y&sequence=1"", ""scout_target_id"": ""BRM5-20260731-06647""}"
BRMMECHPREP-20260803-6df724bd907d1402c07bfeeb,BRMGRT-20260802-b3b9b3ae3cfe9fafdd5423b4,BRMGRS-20260802-ee1369db7d3b15e9e2479e53,BRMSPAN-20260802-1a44fdbd51dc640f0fd95498,police_direct,retroactivity_implementation,cba,Novi,MI,"[""BRMGRS-20260802-ee1369db7d3b15e9e2479e53""]","[""BRMSPAN-20260802-1a44fdbd51dc640f0fd95498""]",qualitative_mechanism_claim_ready,mechanism_summary_candidate,moderate,high,true,true,false,mechanism summary,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-12430-01"", ""final"": ""https://cityofnovi.org/media/ictckhng/polc-contract-2025-2028.pdf"", ""original"": ""https://cityofnovi.org/media/ictckhng/polc-contract-2025-2028.pdf"", ""scout_target_id"": ""BRM5-20260731-12430""}"
BRMMECHPREP-20260803-f8ae8c2aaeb21a2fd6fcf264,BRMGRT-20260802-5971d41ce5d1c6d9ee2fdb0f,BRMGRS-20260802-ee1369db7d3b15e9e2479e53,BRMSPAN-20260802-297e6d7346b8830eafa1374e,police_direct,other_pay_setting_mechanism,cba,Novi,MI,"[""BRMGRS-20260802-ee1369db7d3b15e9e2479e53""]","[""BRMSPAN-20260802-297e6d7346b8830eafa1374e""]",qualitative_mechanism_claim_ready,mechanism_summary_candidate,moderate,high,true,true,false,mechanism summary,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-12430-01"", ""final"": ""https://cityofnovi.org/media/ictckhng/polc-contract-2025-2028.pdf"", ""original"": ""https://cityofnovi.org/media/ictckhng/polc-contract-2025-2028.pdf"", ""scout_target_id"": ""BRM5-20260731-12430""}"
BRMMECHPREP-20260803-e80a996b650362986b8f3f10,BRMGRT-20260802-c2be159ad9b0abc1b66e0fcf,BRMGRS-20260802-ee1369db7d3b15e9e2479e53,BRMSPAN-20260802-33dae6ae3b5d4761b3ad3307,police_direct,other_pay_setting_mechanism,cba,Novi,MI,"[""BRMGRS-20260802-ee1369db7d3b15e9e2479e53""]","[""BRMSPAN-20260802-33dae6ae3b5d4761b3ad3307""]",qualitative_mechanism_claim_ready,mechanism_summary_candidate,moderate,high,true,true,false,mechanism summary,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-12430-01"", ""final"": ""https://cityofnovi.org/media/ictckhng/polc-contract-2025-2028.pdf"", ""original"": ""https://cityofnovi.org/media/ictckhng/polc-contract-2025-2028.pdf"", ""scout_target_id"": ""BRM5-20260731-12430""}"
BRMMECHPREP-20260803-962e2a82643fe017debf8302,BRMGRT-20260802-d30e23e50b13e16ffe5a7907,BRMGRS-20260802-ee1369db7d3b15e9e2479e53,BRMSPAN-20260802-36b76465f6843381b1f66d5c,police_direct,strike_no_strike_dispute_process,cba,Novi,MI,"[""BRMGRS-20260802-ee1369db7d3b15e9e2479e53""]","[""BRMSPAN-20260802-36b76465f6843381b1f66d5c""]",qualitative_mechanism_claim_ready,core_finding_candidate,central,high,true,true,false,core,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-12430-01"", ""final"": ""https://cityofnovi.org/media/ictckhng/polc-contract-2025-2028.pdf"", ""original"": ""https://cityofnovi.org/media/ictckhng/polc-contract-2025-2028.pdf"", ""scout_target_id"": ""BRM5-20260731-12430""}"
BRMMECHPREP-20260803-245c82665854ad631336babb,BRMGRT-20260802-0363a142fe79c0f4df79567c,BRMGRS-20260802-ee1369db7d3b15e9e2479e53,BRMSPAN-20260802-841c7025a85641c07929877e,police_direct,strike_no_strike_dispute_process,cba,Novi,MI,"[""BRMGRS-20260802-ee1369db7d3b15e9e2479e53""]","[""BRMSPAN-20260802-841c7025a85641c07929877e""]",source_navigation_or_reference_only,exclude_or_write_off,none,high,true,true,false,write_off,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-12430-01"", ""final"": ""https://cityofnovi.org/media/ictckhng/polc-contract-2025-2028.pdf"", ""original"": ""https://cityofnovi.org/media/ictckhng/polc-contract-2025-2028.pdf"", ""scout_target_id"": ""BRM5-20260731-12430""}"
BRMMECHPREP-20260803-d321e8b5441a33a4b5cf3aef,BRMGRT-20260802-4a93fc968b610ecd0058a1fe,BRMGRS-20260802-ee1369db7d3b15e9e2479e53,BRMSPAN-20260802-86334f1464563dcf172cc62f,police_direct,non_base_compensation,cba,Novi,MI,"[""BRMGRS-20260802-ee1369db7d3b15e9e2479e53""]","[""BRMSPAN-20260802-86334f1464563dcf172cc62f""]",source_navigation_or_reference_only,exclude_or_write_off,none,high,true,true,false,write_off,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-12430-01"", ""final"": ""https://cityofnovi.org/media/ictckhng/polc-contract-2025-2028.pdf"", ""original"": ""https://cityofnovi.org/media/ictckhng/polc-contract-2025-2028.pdf"", ""scout_target_id"": ""BRM5-20260731-12430""}"
BRMMECHPREP-20260803-481ac6e9d8c222e77eb94f9c,BRMGRT-20260802-4688185b76c8f708e53ffff8,BRMGRS-20260802-ee1369db7d3b15e9e2479e53,BRMSPAN-20260802-ad7e8f2d688d7e0c6d1c33ca,police_direct,non_base_compensation,cba,Novi,MI,"[""BRMGRS-20260802-ee1369db7d3b15e9e2479e53""]","[""BRMSPAN-20260802-ad7e8f2d688d7e0c6d1c33ca""]",source_navigation_or_reference_only,exclude_or_write_off,none,high,true,true,false,write_off,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-12430-01"", ""final"": ""https://cityofnovi.org/media/ictckhng/polc-contract-2025-2028.pdf"", ""original"": ""https://cityofnovi.org/media/ictckhng/polc-contract-2025-2028.pdf"", ""scout_target_id"": ""BRM5-20260731-12430""}"
BRMMECHPREP-20260803-7c4df0c52f986c6bff047f7e,BRMGRT-20260802-bba946c810c66c2d6c04a60e,BRMGRS-20260802-ee1369db7d3b15e9e2479e53,BRMSPAN-20260802-b89171a2c272a0090a6749a9,police_direct,other_pay_setting_mechanism,cba,Novi,MI,"[""BRMGRS-20260802-ee1369db7d3b15e9e2479e53""]","[""BRMSPAN-20260802-b89171a2c272a0090a6749a9""]",qualitative_mechanism_claim_ready,mechanism_summary_candidate,weak,high,true,true,false,mechanism summary,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-12430-01"", ""final"": ""https://cityofnovi.org/media/ictckhng/polc-contract-2025-2028.pdf"", ""original"": ""https://cityofnovi.org/media/ictckhng/polc-contract-2025-2028.pdf"", ""scout_target_id"": ""BRM5-20260731-12430""}"
BRMMECHPREP-20260803-a1d0aff1d3e99b34d2ebaae6,BRMGRT-20260802-a9dc310c794f219baf60b99f,BRMGRS-20260802-ee1369db7d3b15e9e2479e53,BRMSPAN-20260802-bb4c4b9d9f6d79846e1508e0,police_direct,strike_no_strike_dispute_process,cba,Novi,MI,"[""BRMGRS-20260802-ee1369db7d3b15e9e2479e53""]","[""BRMSPAN-20260802-bb4c4b9d9f6d79846e1508e0""]",qualitative_mechanism_claim_ready,manual_review_candidate,weak,high,true,true,false,defer,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-12430-01"", ""final"": ""https://cityofnovi.org/media/ictckhng/polc-contract-2025-2028.pdf"", ""original"": ""https://cityofnovi.org/media/ictckhng/polc-contract-2025-2028.pdf"", ""scout_target_id"": ""BRM5-20260731-12430""}"
BRMMECHPREP-20260803-8f0a23deb57712a5716455c6,BRMGRT-20260802-67ccfa7f96891b1673c7dd1d,BRMGRS-20260802-ee1369db7d3b15e9e2479e53,BRMSPAN-20260802-f66ba5b35943a55219f08fbd,police_direct,market_recruitment_retention,cba,Novi,MI,"[""BRMGRS-20260802-ee1369db7d3b15e9e2479e53""]","[""BRMSPAN-20260802-f66ba5b35943a55219f08fbd""]",local_context_only,local_context_candidate,weak,high,true,true,false,local context,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-12430-01"", ""final"": ""https://cityofnovi.org/media/ictckhng/polc-contract-2025-2028.pdf"", ""original"": ""https://cityofnovi.org/media/ictckhng/polc-contract-2025-2028.pdf"", ""scout_target_id"": ""BRM5-20260731-12430""}"
BRMMECHPREP-20260803-6926e33f6b3d3e490d3cf510,BRMGRT-20260802-6632c26ab44d6226dd5d31e7,BRMGRS-20260802-ee1369db7d3b15e9e2479e53,BRMSPAN-20260802-fe1303a7b7450dbea9dbf287,police_direct,non_base_compensation,cba,Novi,MI,"[""BRMGRS-20260802-ee1369db7d3b15e9e2479e53""]","[""BRMSPAN-20260802-fe1303a7b7450dbea9dbf287""]",qualitative_mechanism_claim_ready,mechanism_summary_candidate,moderate,high,true,true,false,mechanism summary,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-12430-01"", ""final"": ""https://cityofnovi.org/media/ictckhng/polc-contract-2025-2028.pdf"", ""original"": ""https://cityofnovi.org/media/ictckhng/polc-contract-2025-2028.pdf"", ""scout_target_id"": ""BRM5-20260731-12430""}"
BRMMECHPREP-20260803-c5427a9ad8d02ee0c0e830dd,BRMGRT-20260802-d0b9ad09a9d8a22f9947d218,BRMGRS-20260802-f437b6422efc52f9f8c885cd,BRMSPAN-20260802-2e23baa370abf57ecf6b980f,police_direct,classification_civil_service,cba,Monroe,OH,"[""BRMGRS-20260802-f437b6422efc52f9f8c885cd""]","[""BRMSPAN-20260802-2e23baa370abf57ecf6b980f""]",qualitative_mechanism_claim_ready,mechanism_summary_candidate,moderate,high,true,true,false,mechanism summary,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-02346-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-02-0110.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-02-0110.pdf"", ""scout_target_id"": ""BRM5-20260731-02346""}"
BRMMECHPREP-20260803-5efbd31d9c3681db6fb9b0e0,BRMGRT-20260802-55f865e3f51e8edd78ca1eb1,BRMGRS-20260802-f437b6422efc52f9f8c885cd,BRMSPAN-20260802-2f87c437a43e43341d1ff872,police_direct,classification_civil_service,cba,Monroe,OH,"[""BRMGRS-20260802-f437b6422efc52f9f8c885cd""]","[""BRMSPAN-20260802-2f87c437a43e43341d1ff872""]",qualitative_mechanism_claim_ready,supporting_example_candidate,moderate,high,true,true,false,supporting,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-02346-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-02-0110.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-02-0110.pdf"", ""scout_target_id"": ""BRM5-20260731-02346""}"
BRMMECHPREP-20260803-adaff840ed9ad0328628323d,BRMGRT-20260802-d8524fb5227ff56f63378220,BRMGRS-20260802-f437b6422efc52f9f8c885cd,BRMSPAN-20260802-5b1f261239bb30e7c4f7dbfd,police_direct,classification_civil_service,cba,Monroe,OH,"[""BRMGRS-20260802-f437b6422efc52f9f8c885cd""]","[""BRMSPAN-20260802-5b1f261239bb30e7c4f7dbfd""]",qualitative_mechanism_claim_ready,supporting_example_candidate,moderate,high,true,true,false,supporting,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-02346-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-02-0110.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-02-0110.pdf"", ""scout_target_id"": ""BRM5-20260731-02346""}"
BRMMECHPREP-20260803-cef9a113254b0cf63a45d1b1,BRMGRT-20260802-10130699a42707d10c1374de,BRMGRS-20260802-f437b6422efc52f9f8c885cd,BRMSPAN-20260802-5d2278ca320320516ead893d,police_direct,retroactivity_implementation,cba,Monroe,OH,"[""BRMGRS-20260802-f437b6422efc52f9f8c885cd""]","[""BRMSPAN-20260802-5d2278ca320320516ead893d""]",qualitative_mechanism_claim_ready,mechanism_summary_candidate,moderate,high,true,true,false,mechanism summary,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-02346-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-02-0110.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-02-0110.pdf"", ""scout_target_id"": ""BRM5-20260731-02346""}"
BRMMECHPREP-20260803-a9004fc57b303f4dc9975e70,BRMGRT-20260802-65319e4174d6a496a9ab52f7,BRMGRS-20260802-f437b6422efc52f9f8c885cd,BRMSPAN-20260802-6a53f1ee5d27b574e3e651c1,police_direct,market_recruitment_retention,cba,Monroe,OH,"[""BRMGRS-20260802-f437b6422efc52f9f8c885cd""]","[""BRMSPAN-20260802-6a53f1ee5d27b574e3e651c1""]",qualitative_mechanism_claim_ready,local_context_candidate,weak,high,true,true,false,local context,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-02346-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-02-0110.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-02-0110.pdf"", ""scout_target_id"": ""BRM5-20260731-02346""}"
BRMMECHPREP-20260803-3368fb839b1c4f4b49c83acc,BRMGRT-20260802-acd06942fde99319841a8a93,BRMGRS-20260802-f437b6422efc52f9f8c885cd,BRMSPAN-20260802-730a33c17d427a483ab28aa1,police_direct,other_pay_setting_mechanism,cba,Monroe,OH,"[""BRMGRS-20260802-f437b6422efc52f9f8c885cd""]","[""BRMSPAN-20260802-730a33c17d427a483ab28aa1""]",mixed_quant_qual_claim_ready,supporting_example_candidate,moderate,high,true,true,false,supporting,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-02346-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-02-0110.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-02-0110.pdf"", ""scout_target_id"": ""BRM5-20260731-02346""}"
BRMMECHPREP-20260803-1d8738f6274e67a60df5948f,BRMGRT-20260802-2c1ce4187e7ab6c329b5efd9,BRMGRS-20260802-f437b6422efc52f9f8c885cd,BRMSPAN-20260802-8ccd960490fbc961c965afc4,police_direct,other_pay_setting_mechanism,cba,Monroe,OH,"[""BRMGRS-20260802-f437b6422efc52f9f8c885cd""]","[""BRMSPAN-20260802-8ccd960490fbc961c965afc4""]",mixed_quant_qual_claim_ready,supporting_example_candidate,weak,high,true,true,false,supporting,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-02346-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-02-0110.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-02-0110.pdf"", ""scout_target_id"": ""BRM5-20260731-02346""}"
BRMMECHPREP-20260803-b56cc98fe17879fe78978479,BRMGRT-20260802-920c5e785bbec970c2efcf59,BRMGRS-20260802-f437b6422efc52f9f8c885cd,BRMSPAN-20260802-a9653353df733b4be32799b1,police_direct,other_pay_setting_mechanism,cba,Monroe,OH,"[""BRMGRS-20260802-f437b6422efc52f9f8c885cd""]","[""BRMSPAN-20260802-a9653353df733b4be32799b1""]",qualitative_mechanism_claim_ready,supporting_example_candidate,moderate,high,true,true,false,supporting,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-02346-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-02-0110.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-02-0110.pdf"", ""scout_target_id"": ""BRM5-20260731-02346""}"
BRMMECHPREP-20260803-6fc3b3cd5bd0841c43ca6696,BRMGRT-20260802-02d031837c5d9fce6ee57069,BRMGRS-20260802-f437b6422efc52f9f8c885cd,BRMSPAN-20260802-b3638f78017ab97789729cdb,police_direct,market_recruitment_retention,cba,Monroe,OH,"[""BRMGRS-20260802-f437b6422efc52f9f8c885cd""]","[""BRMSPAN-20260802-b3638f78017ab97789729cdb""]",qualitative_mechanism_claim_ready,local_context_candidate,weak,original_rating_preserved,true,true,false,local context,[],"{""candidate_id"": ""BRM5C-BRM5-20260731-02346-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-02-0110.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-02-0110.pdf"", ""scout_target_id"": ""BRM5-20260731-02346""}"
BRMMECHPREP-20260803-01dfbff9ed07d3b594e598dd,BRMGRT-20260802-e0e4a01c134d28f3cc6df115,BRMGRS-20260802-f437b6422efc52f9f8c885cd,BRMSPAN-20260802-b53f8c7d5f195e37671f650b,police_direct,market_recruitment_retention,cba,Monroe,OH,"[""BRMGRS-20260802-f437b6422efc52f9f8c885cd""]","[""BRMSPAN-20260802-b53f8c7d5f195e37671f650b""]",qualitative_mechanism_claim_ready,local_context_candidate,weak,high,true,true,false,local context,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-02346-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-02-0110.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-02-0110.pdf"", ""scout_target_id"": ""BRM5-20260731-02346""}"
BRMMECHPREP-20260803-e678cf61efacc811d54cbec3,BRMGRT-20260802-c3bf33025e00d1108d8f546e,BRMGRS-20260802-f437b6422efc52f9f8c885cd,BRMSPAN-20260802-c13cc184f0a8540bb8fa8d86,police_direct,other_pay_setting_mechanism,cba,Monroe,OH,"[""BRMGRS-20260802-f437b6422efc52f9f8c885cd""]","[""BRMSPAN-20260802-c13cc184f0a8540bb8fa8d86""]",qualitative_mechanism_claim_ready,local_context_candidate,moderate,original_rating_preserved,true,true,false,local context,[],"{""candidate_id"": ""BRM5C-BRM5-20260731-02346-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-02-0110.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-02-0110.pdf"", ""scout_target_id"": ""BRM5-20260731-02346""}"
