source_document_cluster_id,source_rating_id,retained_source_id,municipality,state,region,source_type,source_family,span_ids,span_rating_ids,span_count,side_labels_represented,clear_safety_anchor_count,clear_non_safety_anchor_count,quantitative_record_count,qualitative_mechanism_record_count,growth_continuity_record_count,comparison_seed_record_count,raw_period_anchors,pay_basis_hints,same_document_cross_side_candidate,source_locator_lineage
BRMSRCDOC-20260803-9064650ad40987ed15f781e3,BRMGRS-20260802-016d662df52d660aa6e85203,RMSRD-20260802-bd1d8375851b820dcd11,Harper,KS,Midwest,pdf,agenda_packet_or_minutes,"[""BRMSPAN-20260802-0aae1081f64b5e278a811a66"",""BRMSPAN-20260802-0e538bf0df3b5b32855cffbd"",""BRMSPAN-20260802-446f080d3a6119da5f38daf5"",""BRMSPAN-20260802-59af2240df7ee4d25851897b"",""BRMSPAN-20260802-64e57ddc9e2628696faa23f8"",""BRMSPAN-20260802-66739106df3088ae9ff68743"",""BRMSPAN-20260802-6ccfa0fbe38387fd1fc02196"",""BRMSPAN-20260802-7605b92e822e21c0706f383b"",""BRMSPAN-20260802-8829bfea7cd7fd2a5b924078"",""BRMSPAN-20260802-aca194049ac3fe920f49937a"",""BRMSPAN-20260802-c8264c0fc4a7401031806c4f"",""BRMSPAN-20260802-ea4721293d1e56805545c25d"",""BRMSPAN-20260802-edc1dbead5dd78959ab4384b"",""BRMSPAN-20260802-f3b58c9b36b1f11c01784d4c""]","[""BRMGRT-20260802-111e4f4e2c8473804c50491a"",""BRMGRT-20260802-77f5dad1922814992dc4e7c5"",""BRMGRT-20260802-e87ef59f31cf7cd69e86db53"",""BRMGRT-20260802-f9dffa38c0f669e5bc19d225"",""BRMGRT-20260802-e57c8fe1e75192982c65386b"",""BRMGRT-20260802-a091619c019cc5f5729a7a14"",""BRMGRT-20260802-05b2eb880dd2fca4abcef591"",""BRMGRT-20260802-1dc7a1a1f15d0725a5962200"",""BRMGRT-20260802-d56bd9990117168dc3d81180"",""BRMGRT-20260802-3b730a956ae14d794655ff00"",""BRMGRT-20260802-c548501ab46254bb6177d39b"",""BRMGRT-20260802-a5c3e7b3925e4a733e530236"",""BRMGRT-20260802-6574357869198c5f4ea8e925"",""BRMGRT-20260802-f546ad63fe34a2225bc0888f""]",14,"[""fire_direct"",""police_direct""]",14,0,7,9,6,0,[],"[""cola_cpi"",""stipend"",""unknown_or_mixed""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-00858-02"", ""final"": ""https://files.municipalone.com/harper-ks/packet-12-22-25-210633121920251281.pdf"", ""original"": ""https://files.municipalone.com/harper-ks/packet-12-22-25-210633121920251281.pdf"", ""scout_target_id"": ""BRM5-20260731-00858""}"
BRMSRCDOC-20260803-f45d8c7d3eb7be4aa605ad70,BRMGRS-20260802-018ef44d267ec396deb08e51,RMSRD-20260802-1a7796fed890eea41d46,Colona,IL,Midwest,pdf,wage_schedule,"[""BRMSPAN-20260802-02806f4d2efc7c6445f376fd"",""BRMSPAN-20260802-0b1bdcfec2d463cc30b6ef4c"",""BRMSPAN-20260802-5a664b55687518f4950cd854"",""BRMSPAN-20260802-6cddbc45d6330f22e1196b62"",""BRMSPAN-20260802-82540973dbd2940ded782aa6"",""BRMSPAN-20260802-834966d69d9e70926ee7f38a"",""BRMSPAN-20260802-8c3bcc8555be6667dd585200"",""BRMSPAN-20260802-950e8ed98bc682dae136f468"",""BRMSPAN-20260802-9eaad4d8f2e3f9ac137e502e"",""BRMSPAN-20260802-9f41c150552ac2aae587e3cc"",""BRMSPAN-20260802-acefba6428b11e58afda663a"",""BRMSPAN-20260802-c56f8361443912fa4b49090b"",""BRMSPAN-20260802-d529591caa3ddffba72f7da3"",""BRMSPAN-20260802-e6b297cacb596c1f73d3f21a""]","[""BRMGRT-20260802-a647862a59b742b11c4de81a"",""BRMGRT-20260802-da026fe8cc56ef764bed076f"",""BRMGRT-20260802-2d92352b075a78a93a85b9be"",""BRMGRT-20260802-2d873d783dc0cce35966ece6"",""BRMGRT-20260802-890e62c34d3626b19ed9e503"",""BRMGRT-20260802-4454949a22b4012894c600a3"",""BRMGRT-20260802-70efc066e654992ddb8bc3ab"",""BRMGRT-20260802-cac49d0ce754895554770ddd"",""BRMGRT-20260802-5858ffe634da36b6a54598bb"",""BRMGRT-20260802-10e408930a862375592d87a3"",""BRMGRT-20260802-254a5f3f4b0e0c1d682df836"",""BRMGRT-20260802-0445d00d17b81141a259d80e"",""BRMGRT-20260802-6fa1759bfd1b2ba344e71ee3"",""BRMGRT-20260802-eda159a903ab64e168462628""]",14,"[""non_safety_direct""]",0,14,9,8,0,0,"[""2024"",""2025"",""April 30, 2027""]","[""allowance"",""annual_salary"",""unknown_or_mixed""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-15145-04"", ""final"": ""https://colonail.com/vertical/sites/%7BFC142F78-E9D2-49AE-8B50-7910B5B74E0C%7D/uploads/12.22.25_Packet.pdf"", ""original"": ""https://www.colonail.com/vertical/sites/%7BFC142F78-E9D2-49AE-8B50-7910B5B74E0C%7D/uploads/12.22.25_Packet.pdf"", ""scout_target_id"": ""BRM5-20260731-15145""}"
BRMSRCDOC-20260803-f7cc580c89c377002565f0f0,BRMGRS-20260802-01bfb8dca51a4cf1d646679d,RMSRD-20260802-9b3b21a45bec8eb1d825,Robeson,PA,Northeast,pdf,wage_schedule,"[""BRMSPAN-20260802-181901a67ea616c8f31ad1b1"",""BRMSPAN-20260802-c9c83d5f7ef6f2db5dbca340""]","[""BRMGRT-20260802-395c2f43648e58030602a202"",""BRMGRT-20260802-f344473f3a3587b042e32d68""]",2,"[""police_direct""]",2,0,0,2,0,0,"[""2025""]","[""unknown_or_mixed""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-18374-02"", ""final"": ""https://irp.cdn-website.com/f0e37e34/files/uploaded/BOS_2025_Reorganization_Approved_Minutes1-6-25.pdf"", ""original"": ""https://irp.cdn-website.com/f0e37e34/files/uploaded/BOS_2025_Reorganization_Approved_Minutes1-6-25.pdf"", ""scout_target_id"": ""BRM5-20260731-18374""}"
BRMSRCDOC-20260803-35269acff672ee252998f263,BRMGRS-20260802-01c3216fe86d1955d65c7564,RMSRD-20260802-0ded3c09d2757ade442e,Franklin,WI,Midwest,pdf,arbitration_award,"[""BRMSPAN-20260802-1f76d5d9597b47c766103c35"",""BRMSPAN-20260802-321441e727fedfbd528cc9d2"",""BRMSPAN-20260802-3f6c581424b87fe51c9c3e06"",""BRMSPAN-20260802-746edbb4942270b495e0f4d8"",""BRMSPAN-20260802-7f54bb68a239ad0074b8ac20"",""BRMSPAN-20260802-82caf0896ab0871e2525c155"",""BRMSPAN-20260802-c694063f5aaeedc4b85cf387"",""BRMSPAN-20260802-cb30afa5825fc58cf0ac53bc"",""BRMSPAN-20260802-cd91464cccad0678be5afa46""]","[""BRMGRT-20260802-b38aeecfce0c36a6cff2ef93"",""BRMGRT-20260802-02c6cd20f82d057402809473"",""BRMGRT-20260802-5f7ba72cd21159d585c56544"",""BRMGRT-20260802-6b776bd8ba6982eea998c7c5"",""BRMGRT-20260802-92dbd75688c1236a6c01b750"",""BRMGRT-20260802-aa219eb1f0f64dece30cf6e1"",""BRMGRT-20260802-795c46f55259a2288f50e6b3"",""BRMGRT-20260802-3d28c36cbb2c35cf9f41717a"",""BRMGRT-20260802-fe362b904c73758cf107644a""]",9,"[""remains_unclear""]",0,0,0,0,0,0,"[""2004-2006"",""January 1, 2006""]","[""unknown_or_mixed""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-06448-02"", ""final"": ""https://werc.wi.gov/grievance_awards/7164.pdf"", ""original"": ""https://werc.wi.gov/grievance_awards/7164.pdf"", ""scout_target_id"": ""BRM5-20260731-06448""}"
BRMSRCDOC-20260803-c924cf3ee429c01cc4a3cda9,BRMGRS-20260802-01d611e983c1415834249662,RMSRD-20260802-8cc4cecd82e0fa4b2e8b,Noble,IL,Midwest,pdf,other_local_government_pay_policy,"[""BRMSPAN-20260802-183a1ea267cf9cafda6ff677"",""BRMSPAN-20260802-20662ff0f207b03d91bda308"",""BRMSPAN-20260802-2debae2ed10e4f3dbe37cb4f"",""BRMSPAN-20260802-3e41f9a59a631ab2c69584e0"",""BRMSPAN-20260802-4c8d12f7e84e5d1ac8e42846"",""BRMSPAN-20260802-5dd889846ad8d296de7aede1"",""BRMSPAN-20260802-60f630d3961b0f1ed03c6e31"",""BRMSPAN-20260802-62d703ee37e7b18a1b18c5f7"",""BRMSPAN-20260802-66750c342f3976ea111cd3f2"",""BRMSPAN-20260802-74ec8c079709a3bed83e26be"",""BRMSPAN-20260802-77e5a2b4238fbbfc8b9458cc"",""BRMSPAN-20260802-7eb2d637497630c86339e3f5"",""BRMSPAN-20260802-a549a7d9f3fc4652e72bb328"",""BRMSPAN-20260802-addfba9a6b1667baf4ace481"",""BRMSPAN-20260802-b63b3348298ddef45dfcf900"",""BRMSPAN-20260802-c8db18914d430000dee00e9a"",""BRMSPAN-20260802-c9954311811a8d61b92e5ed1"",""BRMSPAN-20260802-d2355953120e11107645988f"",""BRMSPAN-20260802-d6fe6b0de4adb24421be02f0"",""BRMSPAN-20260802-e4f09ef4be1ae49445a23973""]","[""BRMGRT-20260802-a958aaec354916e07ae80290"",""BRMGRT-20260802-80bc323b06e1caf947c4e334"",""BRMGRT-20260802-3aaff91bf51d12407983fe2f"",""BRMGRT-20260802-6f9602afbbfb0e96c23ecf2d"",""BRMGRT-20260802-e51d67333c09e8a6e308f26d"",""BRMGRT-20260802-9a805c00de9bc2d5e0b2c4a1"",""BRMGRT-20260802-ba0d062420e90090b0823627"",""BRMGRT-20260802-11b9d17840bb2ab9f99098a2"",""BRMGRT-20260802-3693b6f50d047123bc6705f2"",""BRMGRT-20260802-12789d6c50b9deabee6ba27a"",""BRMGRT-20260802-1725c00c32db2ca7dc117b91"",""BRMGRT-20260802-796d796a7d9c6d2dd4524785"",""BRMGRT-20260802-69d87e4000b4b30b5c4406f4"",""BRMGRT-20260802-ac1e27e7f46a47c4ac1aea3c"",""BRMGRT-20260802-a51ec706a344136eb278a53d"",""BRMGRT-20260802-4573ca8547f72c584eb2bf0a"",""BRMGRT-20260802-a6516374e5cf5493a40381cb"",""BRMGRT-20260802-08f5375992e7dfd5e5d9dfab"",""BRMGRT-20260802-0c82a891edeff3bd0909d3ee"",""BRMGRT-20260802-24bfd24565fa79204e9c143d""]",20,"[""not_applicable"",""police_direct"",""remains_unclear"",""write_off""]",1,0,0,1,0,0,"[""JANUARY 15, 2018"",""January 15, 2018"",""November 16, 2017""]","[""allowance"",""overtime_rate""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-04118-01"", ""final"": ""https://nobleillinois.com/files/codebook/chapters/2026/05/21-EMPLOYEE-PERSONNEL-CODE-CHAPTER-11-added-light-duty-policy.pdf"", ""original"": ""https://nobleillinois.com/files/codebook/chapters/2026/05/21-EMPLOYEE-PERSONNEL-CODE-CHAPTER-11-added-light-duty-policy.pdf"", ""scout_target_id"": ""BRM5-20260731-04118""}"
BRMSRCDOC-20260803-da2843889c4cc9a09877c698,BRMGRS-20260802-02467f4fc344ea2c40128c38,RMSRD-20260802-1364174f956f6b28a3c1,Middlefield,NY,Northeast,pdf,wage_schedule,"[""BRMSPAN-20260802-0803426a34cfaebe058c5f2a""]","[""BRMGRT-20260802-323a5744e23c754b0b9d9466""]",1,"[""remains_unclear""]",0,0,0,0,0,0,"[""JANUARY 10, 2023""]","[""monthly""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-17977-01"", ""final"": ""https://middlefieldny.org/uploads/1/1/7/6/117681638/2023-01_agenda.pdf"", ""original"": ""https://www.middlefieldny.org/uploads/1/1/7/6/117681638/2023-01_agenda.pdf"", ""scout_target_id"": ""BRM5-20260731-17977""}"
BRMSRCDOC-20260803-fc02f09b39f585ef22540fcf,BRMGRS-20260802-026cedb5782c82953ec30d0a,RMSRD-20260802-234eabb054bafe1dcd92,Minnesota Lake,MN,Midwest,pdf,budget_or_pay_plan,"[""BRMSPAN-20260802-242feb819525d4475887901c"",""BRMSPAN-20260802-39b7f5472656389775fe8a8f"",""BRMSPAN-20260802-799e8878f9c31fdbcf234c97"",""BRMSPAN-20260802-dd0f137fc8d5e2b6818a8f9d"",""BRMSPAN-20260802-e40b35c7377d28256e94c31f"",""BRMSPAN-20260802-e6f75a7923ec2ed9c3cfeacf"",""BRMSPAN-20260802-f8dc3640cf91304670e4e340""]","[""BRMGRT-20260802-caf54858e6bf3c6dbe9ec4b2"",""BRMGRT-20260802-07d32c5f8080be8eca07d15e"",""BRMGRT-20260802-8c4240cb8a67142402c06531"",""BRMGRT-20260802-87ff27d08ce9d14b04e67207"",""BRMGRT-20260802-1dc053b2d7ac66c315acdb6c"",""BRMGRT-20260802-8981d878e5ed707125bacc89"",""BRMGRT-20260802-ff6d0b02d3e57310db2a08d5""]",7,"[""police_direct""]",7,0,3,6,0,0,"[""2022""]","[""annual_salary""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-01541-01"", ""final"": ""https://minnesotalakemn.gov/images/minutes/2022_Master_City_Council_Minutes_January-April.pdf"", ""original"": ""https://minnesotalakemn.gov/images/minutes/2022_Master_City_Council_Minutes_January-April.pdf"", ""scout_target_id"": ""BRM5-20260731-01541""}"
BRMSRCDOC-20260803-60d7e104d9f1a689cce4fd3c,BRMGRS-20260802-0280b1f554c14bcb0ef90876,RMSRD-20260802-ef42af85c8331486b56c,Reading,MI,Midwest,pdf,budget_or_pay_plan,"[""BRMSPAN-20260802-1451b4da57f4da0ea4356e29"",""BRMSPAN-20260802-2c24a28226c3c479b7474533"",""BRMSPAN-20260802-48e357db544a2b2f4386fc8d"",""BRMSPAN-20260802-74207709880fc047f5ed9dba"",""BRMSPAN-20260802-a1ce3d4ad3ea7b1f281d4adc"",""BRMSPAN-20260802-ad90d11364878e1507ec55da"",""BRMSPAN-20260802-e7b1ee802e7be8620fd32b27"",""BRMSPAN-20260802-ea6b8ac0c37d850785986efa"",""BRMSPAN-20260802-f8223eff52bff9f034b75a77""]","[""BRMGRT-20260802-cb89cc3f3b5e39ff6385320d"",""BRMGRT-20260802-2d3094806e58f0df46ff5268"",""BRMGRT-20260802-54f651d65b1ec29caee3b2ba"",""BRMGRT-20260802-b3b2349d985c2c7dc2321d69"",""BRMGRT-20260802-6ead884e39060725119456a5"",""BRMGRT-20260802-45fffbb262a1f801fe0cde81"",""BRMGRT-20260802-c2af9f491de27372192d2cde"",""BRMGRT-20260802-36f2f3d67cb88631058f90fb"",""BRMGRT-20260802-aa7e83b5a682a0892af8c618""]",9,"[""not_applicable""]",0,0,0,0,0,0,"[""2024-2025""]","[""budget_amount""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-01232-01"", ""final"": ""https://reading.mi.us/wp-content/uploads/2024/06/2024-2025-City-of-Reading-Proposed-Budget-Package.pdf"", ""original"": ""https://reading.mi.us/wp-content/uploads/2024/06/2024-2025-City-of-Reading-Proposed-Budget-Package.pdf"", ""scout_target_id"": ""BRM5-20260731-01232""}"
BRMSRCDOC-20260803-c6f351ff4a393fb58d24eb81,BRMGRS-20260802-029f084e1dc6e2f0beac2f00,RMSRD-20260802-bd616d58034f5f9fc2dc,Grayling charter,MI,Midwest,pdf,arbitration_award,"[""BRMSPAN-20260802-2db2dc3350cc6558bb29c805"",""BRMSPAN-20260802-4f237e77c4d8d916f717bcb3"",""BRMSPAN-20260802-5b1912654908f6b554a6922e"",""BRMSPAN-20260802-5f847870fd6c04d473dc02f9"",""BRMSPAN-20260802-77df5a90ec887ea81fbad7fc"",""BRMSPAN-20260802-b405de5958ba645162956dde"",""BRMSPAN-20260802-dcdff97f0fbbd691d70415ee"",""BRMSPAN-20260802-e86b32890f73f666ac2546d9"",""BRMSPAN-20260802-ea06ddbf90671718211b7c5b""]","[""BRMGRT-20260802-308e74f9158cf70cdc2e684d"",""BRMGRT-20260802-0d22a0c7e867230248ab5033"",""BRMGRT-20260802-b05f9e65594b6c4c442149a3"",""BRMGRT-20260802-db365053a8d4720753041489"",""BRMGRT-20260802-5794c9d643b31ad111f15379"",""BRMGRT-20260802-bdaacf4a07ac2038ab54d9a6"",""BRMGRT-20260802-cac7bd9af2f9c9db83fd7241"",""BRMGRT-20260802-18b3a19ec5d582277f4d72f4"",""BRMGRT-20260802-7a3ad69869b66e15384a3e26""]",9,"[""not_applicable"",""remains_unclear"",""write_off""]",0,0,0,0,0,0,"[""1997"",""August 3, 2021""]","[""unknown_or_mixed""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-12354-02"", ""final"": ""https://michigan.gov/-/media/Project/Websites/leo/Folder22/20210401cu18c005.pdf"", ""original"": ""https://www.michigan.gov/-/media/Project/Websites/leo/Folder22/20210401cu18c005.pdf?rev=33798227afdd480ea05da791a37c1ac8"", ""scout_target_id"": ""BRM5-20260731-12354""}"
BRMSRCDOC-20260803-a2d47d375d8bfa038def5e86,BRMGRS-20260802-02e598bb0adc080db9be22ce,RMSRD-20260802-0f6b36e1cd2550bda7a4,Pinehurst,TX,South,pdf,wage_schedule,"[""BRMSPAN-20260802-92223cead99b77223cbbc91d"",""BRMSPAN-20260802-c6f9740c045401362d11a039""]","[""BRMGRT-20260802-6de4019bc64fa2111572dc50"",""BRMGRT-20260802-53d1352c1a436d5cf6f560d9""]",2,"[""police_direct""]",2,0,2,1,0,0,"[""Oct 8, 2024""]","[""allowance""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-14915-02"", ""final"": ""https://cityofpinehursttexas.com/documents/726/100824_minutes__2_.pdf"", ""original"": ""https://cityofpinehursttexas.com/documents/726/100824_minutes__2_.pdf"", ""scout_target_id"": ""BRM5-20260731-14915""}"
BRMSRCDOC-20260803-04e08d1a84e19fc2b8d45983,BRMGRS-20260802-03119db0283cd7d3a165c992,RMSRD-20260802-a2d3fc2c6e611ca28a0b,Jackson,MO,Midwest,pdf,agenda_packet_or_minutes,"[""BRMSPAN-20260802-2901392e62dd6566f9d01764""]","[""BRMGRT-20260802-0bb91a7732bf5f744f625a82""]",1,"[""remains_unclear""]",0,0,0,0,0,0,[],"[""unknown_or_mixed""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-16740-01"", ""final"": ""https://cityofjacksonmo.gov/AgendaCenter/ViewFile/Agenda/_04202026-268"", ""original"": ""https://www.cityofjacksonmo.gov/AgendaCenter/ViewFile/Agenda/_04202026-268"", ""scout_target_id"": ""BRM5-20260731-16740""}"
BRMSRCDOC-20260803-156ec8b5d5f09a7a3848b531,BRMGRS-20260802-03239816dff273efe4f024ce,RMSRD-20260802-cde6ff2f3c95e4a52ba2,Mayfield,NY,Northeast,pdf,budget_or_pay_plan,"[""BRMSPAN-20260802-126b693256b141f6b13bc810"",""BRMSPAN-20260802-2c4cafc1109891bd7c2f6e39"",""BRMSPAN-20260802-c2c676bb63ffc9931e33b51f"",""BRMSPAN-20260802-c97ea15e86105e37e7819c4d""]","[""BRMGRT-20260802-b6996569b3d682df122fdb7a"",""BRMGRT-20260802-109b42969076ea191bf5a287"",""BRMGRT-20260802-c0ca19f24189fdf8e0b6113a"",""BRMGRT-20260802-fa7e2b95364c63b5bd564649""]",4,"[""remains_unclear"",""write_off""]",0,0,0,0,0,0,"[""DECEMBER 31, 2025""]","[""budget_amount""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-06765-01"", ""final"": ""https://townofmayfieldny.gov/application/files/4017/4700/4927/2025Tent.pdf"", ""original"": ""https://townofmayfieldny.gov/download_file/view/90bdb45f-c802-4fe9-9287-ed552937dc2a/365"", ""scout_target_id"": ""BRM5-20260731-06765""}"
BRMSRCDOC-20260803-45cd20a486211efa1bfaa5c1,BRMGRS-20260802-0333a6a2f1b521fa29851bbc,RMSRD-20260802-e911d4c755fcdc553545,Green,OH,Midwest,pdf,wage_schedule,"[""BRMSPAN-20260802-01dbf9199a36d62ee2b2a2a8"",""BRMSPAN-20260802-05bcca25e656fd329f8fced6"",""BRMSPAN-20260802-18bbf2f448a5e78c8fd68596"",""BRMSPAN-20260802-32786cb787ea8bd4af0fce05"",""BRMSPAN-20260802-3bf30d1088c8c51260e02639"",""BRMSPAN-20260802-47ec642ca69531c473caaeb6"",""BRMSPAN-20260802-64d1e58c9f084b6dd550d669"",""BRMSPAN-20260802-69d6a6ce7fa84138354c46ea"",""BRMSPAN-20260802-7482fcc495ff6abd7104e383"",""BRMSPAN-20260802-7df7b0e334e53da497ee7343"",""BRMSPAN-20260802-8c90958cf73a07a3475b714d"",""BRMSPAN-20260802-af9fbd2e6dbc9878e7e955e9"",""BRMSPAN-20260802-bf46bd7237a161538e67c842"",""BRMSPAN-20260802-ca8c8fd259ee397da3d51fa6"",""BRMSPAN-20260802-d2616abfe4a209aab7f2cd73"",""BRMSPAN-20260802-db640f52208d27f95088e69d"",""BRMSPAN-20260802-eb4067b735c1d8a5d10b4d06"",""BRMSPAN-20260802-efedc81775bfd7f298bce84e"",""BRMSPAN-20260802-f4cb98640f7d6132ebf7e518""]","[""BRMGRT-20260802-5e189e475a85c656becd8599"",""BRMGRT-20260802-ef02041878cda15b87615ef3"",""BRMGRT-20260802-b3896917cb1358d8e7c4f4eb"",""BRMGRT-20260802-16a22cc7b74cd3cf03916211"",""BRMGRT-20260802-10eb3d4cf2a987a36cac92a8"",""BRMGRT-20260802-cf14e009cebcc088b002104b"",""BRMGRT-20260802-cb706b99232416f15d9fac1d"",""BRMGRT-20260802-2ca4e27d8e6952e1d652d442"",""BRMGRT-20260802-25d8665137bdf804eb3bc683"",""BRMGRT-20260802-8a72aa58f84ffe3ee290fa61"",""BRMGRT-20260802-475c1e817ed80608a3ac1bcb"",""BRMGRT-20260802-0e49f693be103661cd985f5b"",""BRMGRT-20260802-8b225018becf583e6d567da2"",""BRMGRT-20260802-5d52664a73fd6131bc95ae65"",""BRMGRT-20260802-0ae9d6f56b7de14e5516f43b"",""BRMGRT-20260802-09b71070a5546379cd2e68e3"",""BRMGRT-20260802-fe8e0965bd0f7d5f38280978"",""BRMGRT-20260802-65d0b8e5cee18036cfb41d54"",""BRMGRT-20260802-4efca56c1120c99cc05e42e2""]",19,"[""not_applicable"",""remains_unclear"",""write_off""]",0,0,0,0,0,0,"[""2019"",""2020"",""April 15, 2022""]","[""pay_grade"",""percentage_raise"",""unknown_or_mixed""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-06012-02"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-01-0025.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-01-0025.pdf"", ""scout_target_id"": ""BRM5-20260731-06012""}"
BRMSRCDOC-20260803-cf2472eecfee294aabc954cc,BRMGRS-20260802-039b5d5b4e2848beec6e4c4a,RMSRD-20260802-3d6cad70044c1109462b,Chenango,NY,Northeast,pdf,wage_schedule,"[""BRMSPAN-20260802-0ab31987143417eb17f8b46e"",""BRMSPAN-20260802-113b12fa57e1f796f3972142"",""BRMSPAN-20260802-1d81922facbc3071116c6954"",""BRMSPAN-20260802-2bda30c39547bf9c895250b4"",""BRMSPAN-20260802-6ac8c4f54bc53061192186a2"",""BRMSPAN-20260802-6d5f0c777e395ea0cfe5ef33"",""BRMSPAN-20260802-74faf7d926a8bd8a33824ee1"",""BRMSPAN-20260802-774d321fc65b37599e64803d"",""BRMSPAN-20260802-7c5bee45119a27a941e832b9"",""BRMSPAN-20260802-87a5aa69c6267171bc6a11bd"",""BRMSPAN-20260802-984f5e572398c07d44e193fe"",""BRMSPAN-20260802-a0304f2299bb0e0a6dc7593e"",""BRMSPAN-20260802-c1e76b1dd3d045fc25c8ec90"",""BRMSPAN-20260802-d1e47e90995256dbcbc643ef"",""BRMSPAN-20260802-d5928d2f11cc20435c18f627"",""BRMSPAN-20260802-dd987b53cfbaa1ef10aa09dc""]","[""BRMGRT-20260802-bd965f041f20a7e9a06d4baa"",""BRMGRT-20260802-2b427a631842d1c7dade1f0e"",""BRMGRT-20260802-03a1269702474f0c64b532dd"",""BRMGRT-20260802-909e52da7a7f505a98fa4d79"",""BRMGRT-20260802-4f516b717ea6fcf602c23dfc"",""BRMGRT-20260802-7ec5abe91e2ecc80308a57f7"",""BRMGRT-20260802-de42e8cf426fa5cfac50b933"",""BRMGRT-20260802-9286af998d8c0b878a0b2c6c"",""BRMGRT-20260802-e3d46e3228140a5de15971af"",""BRMGRT-20260802-9a0b0483de6673460f156f03"",""BRMGRT-20260802-a692ef1e32aaf5b22a678fd3"",""BRMGRT-20260802-45980db3346a215dddf5f1b0"",""BRMGRT-20260802-bbc42c6ab3889ecf8cbb48be"",""BRMGRT-20260802-45dd2fcdfe39e527bc1d2e8c"",""BRMGRT-20260802-9bc72ed268db3df3aedfb039"",""BRMGRT-20260802-492f331b7a3695e4caea8bc8""]",16,"[""remains_unclear"",""write_off""]",0,0,0,0,0,0,"[""2023"",""2024""]","[""annual_salary"",""hourly"",""percentage_raise"",""step_schedule""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-02944-01"", ""final"": ""https://townofchenangony.gov/wp-content/uploads/January-3-2024.pdf"", ""original"": ""https://townofchenangony.gov/wp-content/uploads/January-3-2024.pdf"", ""scout_target_id"": ""BRM5-20260731-02944""}"
BRMSRCDOC-20260803-9f4a03f12acab022e5752f69,BRMGRS-20260802-040471768574a91c7b813592,RMSRD-20260802-6a429f6ea02ad0371f28,Hopkins,MI,Midwest,pdf,wage_schedule,"[""BRMSPAN-20260802-7ccc0587c35540e4bbb86954""]","[""BRMGRT-20260802-b6376409877fe962b69efb8a""]",1,"[""remains_unclear""]",0,0,0,0,0,0,"[""January 12, 2026""]","[""percentage_raise""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-04884-01"", ""final"": ""https://villageofhopkins.org/wp-content/uploads/2026/01/january-2026-hopkins-village-council-meeting-agenda-and-minutes.docx.pdf"", ""original"": ""https://villageofhopkins.org/wp-content/uploads/2026/01/january-2026-hopkins-village-council-meeting-agenda-and-minutes.docx.pdf"", ""scout_target_id"": ""BRM5-20260731-04884""}"
BRMSRCDOC-20260803-6fd097d185866a0f00d03fe0,BRMGRS-20260802-041573a50235652535b513aa,RMSRD-20260802-b476ce3dafe742a6ab8a,Upper Bern,PA,Northeast,pdf,agenda_packet_or_minutes,"[""BRMSPAN-20260802-4b0b0cd7dadde5508220e68b"",""BRMSPAN-20260802-b210cd4ef33f8348c0ee29a0""]","[""BRMGRT-20260802-3f25580abc0ee151afe71ba0"",""BRMGRT-20260802-4672dda967ec745b9e503449""]",2,"[""non_safety_direct""]",0,2,1,1,0,0,"[""2025"",""January 6, 2025""]","[""unknown_or_mixed""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-14692-02"", ""final"": ""https://upperberntownship.org/wp-content/uploads/Public-Reorganization-meeting-Agenda-1.pdf"", ""original"": ""https://upperberntownship.org/wp-content/uploads/Public-Reorganization-meeting-Agenda-1.pdf"", ""scout_target_id"": ""BRM5-20260731-14692""}"
