implementation_status,join_status,municipality,root_compensation_event_id,side,state,urbanicity
implemented,matched,Mason,ROOTCOMP-e693c55b9eb4f22e7d748bd4,side_independent,OH,urban
implemented,matched,Mason,ROOTCOMP-0b6f1a6ff8163410c30b39da,side_independent,OH,urban
implemented,matched,Medina,ROOTCOMP-923362169d73f4edc21abe9b,police,OH,unknown
implemented,matched,Medina,ROOTCOMP-8a4d4037a98054d4c6f58c70,police,OH,unknown
implemented,matched,Medina,ROOTCOMP-7a4af96ba4efd4f4c8889dfe,police,OH,unknown
implemented,matched,Miami,ROOTCOMP-0c3a1057c0df513919614dc7,police,OH,rural
implemented,matched,Miami,ROOTCOMP-4a6577f2b2b572a431448adc,police,OH,rural
implemented,matched,Miami,ROOTCOMP-c2d939dcd62c83357e054d89,police,OH,rural
formally_adopted,matched,Miami,ROOTCOMP-5d2d4b756ad7040fe412ed03,remains_unclear,OH,rural
implemented,matched,Middlefield,ROOTCOMP-2ac470cc63844e0a6a152172,police,OH,rural
implemented,matched,Mifflin,ROOTCOMP-dc1e5e169fb02e6af4ea35bc,remains_unclear,OH,unknown
implemented,matched,Mifflin,ROOTCOMP-0db5f6ffbf0221be6417fa99,remains_unclear,OH,unknown
implemented,matched,Mifflin,ROOTCOMP-f5515d3074307e09d82f43c3,remains_unclear,OH,unknown
implemented,matched,Milford,ROOTCOMP-f62e35be8e7cff26ef5a01af,police,OH,rural
implemented,matched,Milford,ROOTCOMP-0a4d2eae87bb1114696c9bd4,police,OH,rural
implemented,matched,Milford Center,ROOTCOMP-89444eaddc8d2208d61c2b7d,side_independent,OH,rural
implemented,matched,Monroe,ROOTCOMP-62029f779c40bf6516bb2e62,police,OH,rural
implemented,matched,Monroe,ROOTCOMP-4b61a6b84851cc29dc30adf2,fire,OH,rural
implemented,matched,Monroe,ROOTCOMP-3884b6f387d84d8fd372ce73,police,OH,rural
implemented,matched,Monroe,ROOTCOMP-d850e0b6c2b5929d98f4494c,fire,OH,rural
implemented,matched,Monroe,ROOTCOMP-0af5405e15a97e472a620a1e,fire,OH,rural
implemented,matched,Monroe,ROOTCOMP-54c81503f1bb92378ab78e62,police,OH,rural
formally_adopted,matched,Monroe,ROOTCOMP-6661961b09ec99922f95ebb7,fire,OH,rural
formally_adopted,matched,Monroe,ROOTCOMP-b0337c8c0e5c2272202ba3a5,safety_combined,OH,rural
implemented,matched,Monroe,ROOTCOMP-e5c70fe258c59f5214de4415,fire,OH,rural
implemented,matched,Monroe,ROOTCOMP-f82b767719006606af055786,police,OH,rural
implemented,matched,Monroe,ROOTCOMP-efbaafcc3192006df8430a9d,police,OH,rural
implemented,matched,Monroe,ROOTCOMP-c96e67dec3872c2db0456ea5,police,OH,rural
implemented,matched,Monroe,ROOTCOMP-d50b188c3b520d5fb2294cde,side_independent,OH,rural
implemented,matched,Monroe,ROOTCOMP-72143df9643453205c2a91cf,fire,OH,rural
implemented,matched,Monroe,ROOTCOMP-db0aea6ffb71db8bca1727a0,side_independent,OH,rural
implemented,matched,Monroe,ROOTCOMP-5d1258fbea0f6bc4f843f384,fire,OH,rural
implemented,matched,Monroe,ROOTCOMP-af5409b2e66d93764e80e189,police,OH,rural
implemented,matched,Monroe,ROOTCOMP-f3cb9ff50b0de23fdac06fc5,side_independent,OH,rural
implemented,matched,Monroe,ROOTCOMP-220ee76c7a8afefe43705163,fire,OH,rural
implemented,matched,Monroe,ROOTCOMP-2733665c83acdee25927a313,fire,OH,rural
implemented,matched,Monroe,ROOTCOMP-98d2cefe154ae53f6f92ecea,fire,OH,rural
implemented,matched,Monroe,ROOTCOMP-866802ea39c52c427f861afb,fire,OH,rural
implemented,matched,Montville,ROOTCOMP-6de607fa4214e305bd2a1830,police,OH,unknown
implemented,matched,Montville,ROOTCOMP-b6d7fa5036f4e57800a79298,police,OH,unknown
implemented,matched,Montville,ROOTCOMP-beb106aae15c24319a5eede3,police,OH,unknown
implemented,matched,Muskingum,ROOTCOMP-3eda3149423939ba61d15625,non_safety,OH,unknown
implemented,matched,Muskingum,ROOTCOMP-3f51141fe3f50c8f17797774,non_safety,OH,unknown
implemented,matched,Muskingum,ROOTCOMP-ffb9476a92bab7fd487418d1,non_safety,OH,unknown
implemented,matched,Muskingum,ROOTCOMP-74af88acd36261d67f2a1692,non_safety,OH,unknown
implemented,matched,Napoleon,ROOTCOMP-7c4dbc360ccef451041a440c,remains_unclear,OH,unknown
implemented,matched,Napoleon,ROOTCOMP-7df99589cf964920a7a68845,police,OH,unknown
implemented,matched,New Holland,ROOTCOMP-181942299a05ae70531253e1,remains_unclear,OH,rural
implemented,matched,New Russia,ROOTCOMP-816b067668f7c8c570707c44,side_independent,OH,unknown
implemented,matched,New Russia,ROOTCOMP-77b0b849c7ae282d4484cb6b,side_independent,OH,unknown
implemented,matched,New Russia,ROOTCOMP-b35ed9fe77cf1b7e1c68e527,side_independent,OH,unknown
implemented,matched,Newark,ROOTCOMP-356a41891dbb83dc4376c461,side_independent,OH,urban
implemented,matched,Nimishillen,ROOTCOMP-1404bbb07dd263d11d7ec11b,remains_unclear,OH,unknown
implemented,matched,Nimishillen,ROOTCOMP-693da716fafd5c5b23f1ab47,remains_unclear,OH,unknown
implemented,matched,Nimishillen,ROOTCOMP-5d3362f16b6ac96bfb2b9c5f,remains_unclear,OH,unknown
implemented,matched,Nimishillen,ROOTCOMP-343ad101c6a15937a8582ea1,remains_unclear,OH,unknown
implemented,matched,Nimishillen,ROOTCOMP-26b52aa49fc2953fc9574217,remains_unclear,OH,unknown
implemented,matched,Nimishillen,ROOTCOMP-8b59357003c493bac2ed5f74,remains_unclear,OH,unknown
implemented,matched,Nimishillen,ROOTCOMP-215a2ea87a7ba0d9950d65a1,remains_unclear,OH,unknown
implemented,matched,Nimishillen,ROOTCOMP-6a0dcd72b36dbbde7a577cba,remains_unclear,OH,unknown
implemented,matched,Nimishillen,ROOTCOMP-e0ca716ca178cd0404961e3e,remains_unclear,OH,unknown
implemented,matched,Northfield Center,ROOTCOMP-a381d2ee0018f8be91653b6c,side_independent,OH,urban
implemented,matched,Norwalk,ROOTCOMP-d96cc408faa945e239d643d4,fire,OH,unknown
implemented,matched,Norwalk,ROOTCOMP-9cfeeaf38ae08fae5c8ce8c1,police,OH,unknown
implemented,matched,Oakwood,ROOTCOMP-8e37ddca1d8411133ba48577,police,OH,urban
implemented,matched,Oakwood,ROOTCOMP-9a1d085d7d6f729299a221fc,police,OH,urban
implemented,matched,Oakwood,ROOTCOMP-005d0f260ac3971b752ccaab,police,OH,urban
implemented,matched,Ohio,ROOTCOMP-f7f5d98df2c7f0d0725e2a1e,police,OH,unknown
implemented,matched,Ohio,ROOTCOMP-e47f540f4f2accc3007864c7,police,OH,unknown
implemented,matched,Ohio,ROOTCOMP-53b2c847d6fff629a0a913ea,police,OH,unknown
implemented,matched,Olmsted,ROOTCOMP-aab3d2fe5733e5d80c2c3ce7,fire,OH,urban
implemented,matched,Olmsted,ROOTCOMP-d79f1c4667975b98f045df54,fire,OH,urban
implemented,matched,Olmsted,ROOTCOMP-078327dcba6e57adf7a3987a,fire,OH,urban
implemented,matched,Oxford,ROOTCOMP-72864e6377069bf7d28c2275,police,OH,unknown
implemented,matched,Oxford,ROOTCOMP-8a8bed7cf100a8f84f59ae3d,remains_unclear,OH,unknown
implemented,matched,Oxford,ROOTCOMP-37702b03b9f79d15641d7e21,police,OH,unknown
implemented,matched,Oxford,ROOTCOMP-8c172a5ff5d37281333de0be,remains_unclear,OH,unknown
implemented,matched,Oxford,ROOTCOMP-10cc33e59d00415119009d2c,police,OH,unknown
implemented,matched,Oxford,ROOTCOMP-556a16461016dd4418150747,remains_unclear,OH,unknown
implemented,matched,Painesville,ROOTCOMP-8fb40a0f0dcd33782b6bbbf0,remains_unclear,OH,urban
implemented,matched,Painesville,ROOTCOMP-bea0bcd322d04a0c34df8b93,remains_unclear,OH,urban
implemented,matched,Peninsula,ROOTCOMP-7b0374aebd53f20879709fb8,police,OH,rural
implemented,matched,Peninsula,ROOTCOMP-0f194b357be80cecee50bdf2,police,OH,rural
implemented,matched,Peninsula,ROOTCOMP-d7ccfbda4c41a8de9d111229,police,OH,rural
implemented,matched,Perkins,ROOTCOMP-984a6aff29187e82e175f880,fire,OH,unknown
implemented,matched,Perkins,ROOTCOMP-95f24cd7456e0d2e19f3b552,non_safety,OH,unknown
implemented,matched,Perkins,ROOTCOMP-b12b0d0b6636720fa9a563f8,police,OH,unknown
implemented,matched,Perry,ROOTCOMP-8b5e0fa7a8fa01532413a39c,fire,OH,unknown
implemented,matched,Perry,ROOTCOMP-87ee6ac8dc2ec32cea0f13e7,fire,OH,unknown
implemented,matched,Perry,ROOTCOMP-c3e4e0e438743f763d4d98aa,police,OH,unknown
implemented,matched,Perry,ROOTCOMP-1eeb9b556d551d6ce3e58975,police,OH,unknown
implemented,matched,Perry,ROOTCOMP-bc811b6ee33bfa9ab9e657fc,police,OH,unknown
implemented,matched,Perry,ROOTCOMP-ad90b5f4105e143894307a44,police,OH,unknown
formally_adopted,matched,Perry,ROOTCOMP-982e69e9514de830ff0e5f17,remains_unclear,OH,unknown
formally_adopted,matched,Perry,ROOTCOMP-437152505fbbaa010b5169c6,remains_unclear,OH,unknown
implemented,matched,Phillipsburg,ROOTCOMP-f30594acaad9c459f43fe3bd,side_independent,OH,rural
implemented,matched,Plain,ROOTCOMP-535b5201a68f42629b8c49e1,fire,OH,unknown
implemented,matched,Plain,ROOTCOMP-3639ff8a9b58a5305530ad67,fire,OH,unknown
implemented,matched,Plain,ROOTCOMP-e58419bd76e4e4d803ca34ba,fire,OH,unknown
implemented,matched,Plain,ROOTCOMP-18c625c02c99e7bfe576214c,remains_unclear,OH,unknown
implemented,matched,Pleasant,ROOTCOMP-655a698b9def728a3e4acbbf,fire,OH,rural
implemented,matched,Pleasant,ROOTCOMP-e51d901e4ef824a61e1789cf,fire,OH,rural
implemented,matched,Poland,ROOTCOMP-e19e690778128e0aad4ebcf5,police,OH,unknown
implemented,matched,Poland,ROOTCOMP-34e3278ac9ba82dd3647a747,remains_unclear,OH,unknown
implemented,matched,Prairie,ROOTCOMP-e98a79ed15557146c227b009,remains_unclear,OH,unknown
implemented,matched,Prairie,ROOTCOMP-db143a0a2f61c0aa1287c075,remains_unclear,OH,unknown
implemented,matched,Prospect,ROOTCOMP-0dfa4bc20c32ea3c7fb16bc6,remains_unclear,OH,rural
implemented,matched,Put-in-Bay,ROOTCOMP-942ba20eaafdf4e2ac0ca10b,side_independent,OH,rural
formally_adopted,matched,Put-in-Bay,ROOTCOMP-eff13273bbea488f5b43cb47,remains_unclear,OH,rural
implemented,matched,Ravenna,ROOTCOMP-b52a7572760ebbcdcc2dccae,remains_unclear,OH,urban
implemented,matched,Ravenna,ROOTCOMP-5abfbd4754b1069cb36323d4,fire,OH,urban
implemented,matched,Ravenna,ROOTCOMP-6b8221b88edb131473a48bf7,fire,OH,urban
implemented,matched,Ravenna,ROOTCOMP-529790adf3399f37f357e2a6,remains_unclear,OH,urban
implemented,matched,Russell,ROOTCOMP-4523d76deae21b953eebd85a,police,OH,unknown
implemented,matched,Russell,ROOTCOMP-eb31283fcc021b5bf7f9dfb4,police,OH,unknown
implemented,matched,Russell,ROOTCOMP-0040ba014d5938c90d7d2dec,police,OH,unknown
implemented,matched,Russell,ROOTCOMP-4094403b2713dc68e66e841f,police,OH,unknown
implemented,matched,Russell,ROOTCOMP-6c5dabc59662f5b1b895c601,police,OH,unknown
implemented,matched,Salem,ROOTCOMP-fb7fc5718b60439b1cdf617a,police,OH,unknown
implemented,matched,Salem,ROOTCOMP-1bd891149c93994d270e1ff2,police,OH,unknown
implemented,matched,Salem,ROOTCOMP-e85484f23221c18f536fce79,side_independent,OH,unknown
implemented,matched,Salem,ROOTCOMP-eccbea1962ad0db5710453f8,police,OH,unknown
implemented,matched,Salem,ROOTCOMP-462aed5cd076445a3f649c83,side_independent,OH,unknown
implemented,matched,Salem,ROOTCOMP-d037b2a6caf307544df28327,fire,OH,unknown
implemented,matched,Salem,ROOTCOMP-e44d6359e2159fae6f83af08,police,OH,unknown
implemented,matched,Sandusky,ROOTCOMP-9c87230e08a05e41a543fcd5,side_independent,OH,urban
implemented,matched,Sandusky,ROOTCOMP-4cbb3b736cebab138fab6c5a,side_independent,OH,urban
implemented,matched,Sandusky,ROOTCOMP-39e286705be3a74dd2dd4169,side_independent,OH,urban
implemented,matched,Saybrook,ROOTCOMP-e54551c6b5476d79f0b38ee6,fire,OH,unknown
implemented,matched,Saybrook,ROOTCOMP-7bcb87669feee07cc26482d4,fire,OH,unknown
implemented,matched,Saybrook,ROOTCOMP-4f4d06c06d05faf550aaaaab,fire,OH,unknown
implemented,matched,Scioto,ROOTCOMP-adde1d06ed36333a2ae875ab,fire,OH,rural
implemented,matched,Scioto,ROOTCOMP-d3819a28e63f9e2e89afe027,fire,OH,rural
implemented,matched,Shawnee,ROOTCOMP-80dad6a1fb18c04bf9e6d54e,police,OH,unknown
implemented,matched,Shawnee,ROOTCOMP-53b00a9e9f30e9aa0e8a9b39,police,OH,unknown
implemented,matched,Shawnee,ROOTCOMP-bb78bf5362c9ba73c3f32ebc,remains_unclear,OH,unknown
implemented,matched,Shawnee,ROOTCOMP-d3b50d18b9664fe74d875ce2,fire,OH,unknown
implemented,matched,Shawnee,ROOTCOMP-acd182e5b46973b65740685f,fire,OH,unknown
implemented,matched,Shawnee,ROOTCOMP-bfefed673e58bd986d53b770,fire,OH,unknown
implemented,matched,Shreve,ROOTCOMP-c85b8011afb2edacf7e87e30,remains_unclear,OH,rural
implemented,matched,South Amherst,ROOTCOMP-75f3cb457a8cc59bb5417ad6,fire,OH,urban
implemented,matched,South Amherst,ROOTCOMP-a8801e672fee6e6ee4c308f4,fire,OH,urban
implemented,matched,South Amherst,ROOTCOMP-017db9ccdf213fbe26714d13,fire,OH,urban
implemented,matched,Springfield,ROOTCOMP-3047d926aac06d3ada9ad59e,police,OH,unknown
implemented,matched,Springfield,ROOTCOMP-fcb026bf1a9030066b607435,fire,OH,unknown
implemented,matched,Springfield,ROOTCOMP-7411df0b2a4a8d5b9dfe45d0,police,OH,unknown
implemented,matched,Springfield,ROOTCOMP-4e913b99b072d14d1fdfa847,side_independent,OH,unknown
implemented,matched,Springfield,ROOTCOMP-76a1136309ba167b83a659fd,fire,OH,unknown
implemented,matched,Springfield,ROOTCOMP-a8dd983ebf12a5617764fd9b,fire,OH,unknown
implemented,matched,Springfield,ROOTCOMP-9968ed8801a13658709543d2,police,OH,unknown
implemented,matched,Springfield,ROOTCOMP-0e3f4a6273f5bcf041097897,police,OH,unknown
implemented,matched,Springfield,ROOTCOMP-8642c3489717e39b9b0d6e23,side_independent,OH,unknown
implemented,matched,Springfield,ROOTCOMP-9c3377de280fda265725f667,police,OH,unknown
implemented,matched,Springfield,ROOTCOMP-6b9726538aed4837acd5042a,police,OH,unknown
implemented,matched,Springfield,ROOTCOMP-a3f5dabdbe69cc88655af505,fire,OH,unknown
implemented,matched,Springfield,ROOTCOMP-28ff8270ca2499e9d0ce1abd,police,OH,unknown
implemented,matched,Springfield,ROOTCOMP-fe50a677eafd1db76238fba4,fire,OH,unknown
implemented,matched,Springfield,ROOTCOMP-328ddf809c19d290c364cda9,remains_unclear,OH,unknown
implemented,matched,Springfield,ROOTCOMP-5a8db580763222ff0256c8da,police,OH,unknown
implemented,matched,Springfield,ROOTCOMP-b50f3ad7bc05115c212d80f1,police,OH,unknown
implemented,matched,Springfield,ROOTCOMP-db3738f258cc25bdf1a70716,non_safety,OH,unknown
implemented,matched,Springfield,ROOTCOMP-a96407adb732c45baac21d47,remains_unclear,OH,unknown
implemented,matched,Springfield,ROOTCOMP-46c8a84fd4822bb433fb7cdd,police,OH,unknown
implemented,matched,Springfield,ROOTCOMP-37f37d0994d4f2ddef78fdf5,remains_unclear,OH,unknown
implemented,matched,Springfield,ROOTCOMP-f0dda61f3704c3b4eb8f42f1,police,OH,unknown
implemented,matched,Springfield,ROOTCOMP-f72824b6e50f7b2add3921e5,remains_unclear,OH,unknown
implemented,matched,Springfield,ROOTCOMP-2d558caeeac1c94d37806fa2,police,OH,unknown
implemented,matched,Springfield,ROOTCOMP-fe5f05512e211eee4c35a7bb,remains_unclear,OH,unknown
implemented,matched,St. Clair,ROOTCOMP-627b7f1e99339647cc238779,remains_unclear,OH,unknown
implemented,matched,St. Clair,ROOTCOMP-64e90c50de5f0b4a55ddf85a,remains_unclear,OH,unknown
implemented,matched,St. Clair,ROOTCOMP-5e32651c8e789f355dfc1e2d,remains_unclear,OH,unknown
implemented,matched,Sugarcreek,ROOTCOMP-3fa55d2fd4bcc4d24dd37438,police,OH,unknown
implemented,matched,Sugarcreek,ROOTCOMP-7bb66b99809de1abe08670ef,police,OH,unknown
implemented,matched,Sugarcreek,ROOTCOMP-eea0c46f158b033249b37eae,fire,OH,unknown
implemented,matched,Sugarcreek,ROOTCOMP-43d2f90fe2f83fab1da43390,fire,OH,unknown
implemented,matched,Sugarcreek,ROOTCOMP-d54d3175ac9193526f949b2d,police,OH,unknown
implemented,matched,Sugarcreek,ROOTCOMP-7bb037d51ae84a7bd9fd18e5,fire,OH,unknown
implemented,matched,Sugarcreek,ROOTCOMP-e1a5f448d8982bee17be66ef,police,OH,unknown
implemented,matched,Swanton,ROOTCOMP-e578b014cd4159319993a086,remains_unclear,OH,rural
implemented,matched,Swanton,ROOTCOMP-ae8d64f24a9027ade468eee5,fire,OH,rural
implemented,matched,Swanton,ROOTCOMP-bd8a9cf9ec77a261cd77b5c3,safety_combined,OH,rural
implemented,matched,Swanton,ROOTCOMP-6ddfc00ebc4e773a3d84b317,remains_unclear,OH,rural
implemented,matched,Tate,ROOTCOMP-f3a1f890cc2e88e10dbcf1bb,fire,OH,rural
implemented,matched,Tate,ROOTCOMP-dafa95f4924fd068b14a09a4,fire,OH,rural
formally_adopted,matched,Toledo,ROOTCOMP-e408d4dccdc6d2a7c06daefa,remains_unclear,OH,urban
formally_adopted,matched,Toledo,ROOTCOMP-9c18f9ba7839d475e88112e8,remains_unclear,OH,urban
implemented,matched,Turtlecreek,ROOTCOMP-9a6612c6616f4b86ee91f709,remains_unclear,OH,unknown
implemented,matched,Turtlecreek,ROOTCOMP-95f9db6d20b98bc398b923de,remains_unclear,OH,unknown
implemented,matched,Tuscarawas,ROOTCOMP-39de40716a9da0a334c31213,remains_unclear,OH,unknown
implemented,matched,Union,ROOTCOMP-4b6ba2ae7667f680bb180f54,remains_unclear,OH,rural
implemented,matched,Union,ROOTCOMP-fa2f60c68bc3bcce34e28d3c,remains_unclear,OH,rural
implemented,matched,Union,ROOTCOMP-a406739a8eb4014a3d768fc3,fire,OH,rural
implemented,matched,Union,ROOTCOMP-0e0ed8c473d2ea48cf587215,police,OH,rural
implemented,matched,Union,ROOTCOMP-7a9294567c04df2af4b573a0,remains_unclear,OH,rural
implemented,matched,Union,ROOTCOMP-77dd1018bed03b0d0deb3944,fire,OH,rural
implemented,matched,Union,ROOTCOMP-4ad0e1b05ef53d8af7838545,police,OH,rural
implemented,matched,Union,ROOTCOMP-f4f741ffc76d1d8959a7682a,fire,OH,rural
implemented,matched,Union,ROOTCOMP-5e99f0a130dfed90489504b1,remains_unclear,OH,rural
implemented,matched,Union,ROOTCOMP-818c54358b2efb82454a5bd5,remains_unclear,OH,rural
implemented,matched,Urbana,ROOTCOMP-a5eba2a126f6faecf04e33fd,police,OH,urban
implemented,matched,Urbana,ROOTCOMP-de90da56b7a1213088cf7150,police,OH,urban
implemented,matched,Urbana,ROOTCOMP-9ab122dbb697bb724aba3b7d,police,OH,urban
implemented,matched,Urbancrest,ROOTCOMP-4b291889e5415adbfb332268,non_safety,OH,urban
implemented,matched,Vanlue,ROOTCOMP-8874618fb87a86b0483c3ca8,non_safety,OH,rural
implemented,matched,Vanlue,ROOTCOMP-10840dc27618195175f357d3,non_safety,OH,rural
implemented,matched,Vienna,ROOTCOMP-2cde8a787bf2116567b89585,side_independent,OH,unknown
implemented,matched,Wadsworth,ROOTCOMP-224e7d4ed3a99680ffbcf952,side_independent,OH,unknown
implemented,matched,Wadsworth,ROOTCOMP-aa064257e1bc4fd66997b9d7,fire,OH,unknown
implemented,matched,Wadsworth,ROOTCOMP-b251cb7b9f054124351f58ae,police,OH,unknown
implemented,matched,Walton Hills,ROOTCOMP-d0ba2efe99d305ac6c02b371,remains_unclear,OH,unknown
implemented,matched,Warren,ROOTCOMP-0b110ce4aa31f3d32aa2e3f4,side_independent,OH,unknown
implemented,matched,Warren,ROOTCOMP-19952c94cd314e4b40860a96,side_independent,OH,unknown
implemented,matched,Warren,ROOTCOMP-01826c84e077209382048c21,police,OH,unknown
implemented,matched,Warren,ROOTCOMP-7a545ddc4257a77463d5dc4d,fire,OH,unknown
implemented,matched,Warren,ROOTCOMP-9d7d1d9cbf3aa77b3101fda0,police,OH,unknown
implemented,matched,Warren,ROOTCOMP-7b74e4685ac8ca7489e4c8d5,police,OH,unknown
implemented,matched,Washington,ROOTCOMP-43ab334068b629029e9d7340,police,OH,unknown
implemented,matched,Washington,ROOTCOMP-0d982c450a2f90db247608a6,police,OH,unknown
implemented,matched,Washington,ROOTCOMP-31194e1e008ea72ae94a8356,police,OH,unknown
implemented,matched,Washington,ROOTCOMP-38c4d8e6619829be43602a96,police,OH,unknown
implemented,matched,Washington,ROOTCOMP-21a74506aded5e161aeb1569,fire,OH,unknown
implemented,matched,Washington,ROOTCOMP-1f1b6036c53ae23d8121d14a,non_safety,OH,unknown
implemented,matched,Washington,ROOTCOMP-d4dbf9ddbe1133377b7cfb3b,police,OH,unknown
implemented,matched,Washington,ROOTCOMP-886347b53ba04820fb3dd02b,side_independent,OH,unknown
implemented,matched,Washington,ROOTCOMP-02387ca128d35fa91a7338eb,fire,OH,unknown
implemented,matched,Washington,ROOTCOMP-1664f985035a0b363afa08f7,police,OH,unknown
implemented,matched,Washington,ROOTCOMP-036a4f0019dba87db09b9fb6,side_independent,OH,unknown
implemented,matched,Washington,ROOTCOMP-e51dc3d1dc05b7cfa5fa498b,fire,OH,unknown
implemented,matched,Washington,ROOTCOMP-64802d775b246ffeb989ee8f,fire,OH,unknown
implemented,matched,Washington,ROOTCOMP-f4ac5458cb946a139e63466d,police,OH,unknown
implemented,matched,Washington,ROOTCOMP-741b27b82caaba923b2d78b6,fire,OH,unknown
implemented,matched,Waterville,ROOTCOMP-e22271f4b82e8dd8c844173b,police,OH,urban
implemented,matched,Weathersfield,ROOTCOMP-2811e69027466b42f5e596eb,police,OH,urban
implemented,matched,Weathersfield,ROOTCOMP-6a02fdda09ce49e5f70cab84,police,OH,urban
implemented,matched,Wooster,ROOTCOMP-f01a9ed473a6890d85df2352,fire,OH,urban
implemented,matched,Wooster,ROOTCOMP-59664aa4f94b5bdcb4e32079,fire,OH,urban
implemented,matched,Wooster,ROOTCOMP-180f3edc174553f4f3c5877f,fire,OH,urban
implemented,matched,Chouteau,ROOTCOMP-3158cbf799971663590e9042,remains_unclear,OK,rural
implemented,matched,Comanche,ROOTCOMP-07ff838a516d5bc0ca501967,remains_unclear,OK,rural
implemented,matched,Comanche,ROOTCOMP-0d46aaa23fb56a253093e6c2,remains_unclear,OK,rural
implemented,matched,Drummond,ROOTCOMP-4f70a00356aadd7eedf3db53,remains_unclear,OK,rural
implemented,matched,Drummond,ROOTCOMP-211cfb97417d7f533f73ba56,remains_unclear,OK,rural
formally_adopted,matched,Eufaula,ROOTCOMP-02c294b80d15adae8dc8260a,police,OK,rural
implemented,matched,Eufaula,ROOTCOMP-73b4d6dcb34c590da91ee854,police,OK,rural
implemented,matched,Geary,ROOTCOMP-40373720538caedb0463157d,remains_unclear,OK,rural
formally_adopted,matched,Kiefer,ROOTCOMP-5acfcd365d2d0f3ad2ef105d,remains_unclear,OK,urban
implemented,matched,Kiefer,ROOTCOMP-b35dc77e3fb1290fc152edbb,remains_unclear,OK,urban
implemented,matched,Kiowa,ROOTCOMP-6bb45501460cfa25f27cf254,remains_unclear,OK,rural
implemented,matched,Krebs,ROOTCOMP-586fc9f91f0ef56c529af005,fire,OK,urban
implemented,matched,Krebs,ROOTCOMP-db18ccdc345d2cec85325796,fire,OK,urban
implemented,matched,Pink,ROOTCOMP-6e475bd71c4c7b1be7796cb2,remains_unclear,OK,rural
implemented,matched,Shattuck,ROOTCOMP-376c9633586eabb321cc0c0a,remains_unclear,OK,rural
implemented,matched,Halsey,ROOTCOMP-d1f872be1bc658023be59aff,remains_unclear,OR,rural
formally_adopted,matched,Manzanita,ROOTCOMP-b12a0594b52c84d1a70bea26,remains_unclear,OR,urban
implemented,matched,Merrill,ROOTCOMP-91b735292528b874dd56b688,non_safety,OR,rural
implemented,matched,Merrill,ROOTCOMP-ff6f2254297e43b717dcb3d3,remains_unclear,OR,rural
implemented,matched,Adams,ROOTCOMP-1a63c59c9fabdbe7a1eb44b3,police,PA,unknown
formally_adopted,matched,Alburtis,ROOTCOMP-2d21519fe66d04d08535df61,police,PA,urban
implemented,matched,Alburtis,ROOTCOMP-0a1781d8acf2fc2b33ef3147,police,PA,urban
implemented,matched,Alburtis,ROOTCOMP-76a255ce691307d289f3f592,remains_unclear,PA,urban
implemented,matched,Allegheny,ROOTCOMP-17db31b69fa64c8159ffff2b,side_independent,PA,unknown
implemented,matched,Beaver,ROOTCOMP-a10fb9661ca8ba6d53cd59f9,police,PA,rural
implemented,matched,Beaver,ROOTCOMP-f43d984ec31986447600721f,police,PA,rural
implemented,matched,Bradford,ROOTCOMP-59c240767cd962f7d5de5400,fire,PA,unknown
implemented,matched,Bradford,ROOTCOMP-51f1fc8bbc5b6e8f8db8ec30,police,PA,unknown
formally_adopted,matched,Brighton,ROOTCOMP-493cb0a9c676a2fff823a35a,police,PA,unknown
implemented,matched,Brighton,ROOTCOMP-ab1bd13b8d59a11f749796d6,mixed,PA,unknown
implemented,matched,Bushkill,ROOTCOMP-f81f107fc1dd30f00e8d20cc,remains_unclear,PA,unknown
implemented,matched,Caernarvon,ROOTCOMP-a37cc1b842e697864f38bf65,police,PA,rural
implemented,matched,Catawissa,ROOTCOMP-7e85b340751045ebc9b91c10,side_independent,PA,urban
formally_adopted,matched,Catawissa,ROOTCOMP-8cdd8fe61ae3e29d8bbd8158,police,PA,urban
implemented,matched,Center,ROOTCOMP-b99303ce4332bcb2360e1332,remains_unclear,PA,rural
implemented,matched,Center,ROOTCOMP-8123a2c4c4549c4f8d20d4b4,police,PA,rural
implemented,matched,Cheltenham,ROOTCOMP-6b2d08c2e4dab3ca20c86ed9,police,PA,urban
implemented,matched,Conemaugh,ROOTCOMP-eb5d912c4a1d565682bd0023,non_safety,PA,unknown
implemented,matched,Conemaugh,ROOTCOMP-e8d3d7131d55faa2a6278da3,police,PA,unknown
implemented,matched,Conemaugh,ROOTCOMP-9e7bdc798793ee82db315b4e,remains_unclear,PA,unknown
implemented,matched,Conewago,ROOTCOMP-9d4feaa2ff42b2abb1bcca35,side_independent,PA,unknown
implemented,matched,Conewago,ROOTCOMP-649b011b90dd70cf1dd78c64,police,PA,unknown
implemented,matched,Conewago,ROOTCOMP-95adb48844c2b0cc36d8fc91,police,PA,unknown
implemented,matched,Conewago,ROOTCOMP-e5689877d44d5e13792db5d0,police,PA,unknown
implemented,matched,Coplay,ROOTCOMP-618879624a27ad945e04c0e8,police,PA,urban
implemented,matched,Coplay,ROOTCOMP-cb707674be2816e83d70a916,police,PA,urban
implemented,matched,Cranberry,ROOTCOMP-3d9fc91a8bcf68fe64042ac2,remains_unclear,PA,unknown
implemented,matched,Cranberry,ROOTCOMP-760f3ec87926e1fa4f4dee0d,remains_unclear,PA,unknown
implemented,matched,Cranberry,ROOTCOMP-03d6b5641b58903da353bf09,remains_unclear,PA,unknown
