qa_resolution_id,review_queue_row_number,review_type,extraction_case_id,page_number,lane,source_observation_ids,source_observation_count,resolution_classification,resolution_status,canonical_observation_id,duplicate_observation_ids,affected_quantitative_observation_ids,affected_non_base_wage_observation_ids,corrected_quantitative_action,corrected_non_base_wage_action,local_evidence_inspected,bounded_evidence_pointer,structured_basis,confidence,unresolved_flag,notes
qares_8777793c06140c1af3b8aa62,116,possible_non_base_wage_in_quantitative_lane,cex_521db4c1d2302b418ddb68d1,22,quantitative,qobs_7fbd00a6fe7b2543dd1087e6,1,route_to_non_base_wage,resolved,,,qobs_7fbd00a6fe7b2543dd1087e6,nobsqa_f1d6f47daca27664d9f65a1c,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0172_sr_0a294c2b93567ccca80f21cc.pdf#page=22,Explicit leave signal occurs in the structured value or reason code.,high,false,
qares_e17145052ada3523b916f08d,117,possible_non_base_wage_in_quantitative_lane,cex_7fb62cac4d915b216871b5a5,20,quantitative,qobs_673dbec5ef3b458bc4bde757,1,route_to_non_base_wage,resolved,,,qobs_673dbec5ef3b458bc4bde757,nobsqa_12e4f0172c17dcf607142a5c,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0145_sr_be95ac3ad1ecc8de7da6a319.pdf#page=20,Explicit overtime signal occurs in the structured value or reason code.,high,false,
qares_0b0805564df61e1386bc898d,118,possible_non_base_wage_in_quantitative_lane,cex_5ae5f98e2beab26ced8cb794,16,quantitative,qobs_3f39b4ea1c776a2a278bbd81,1,route_to_non_base_wage,resolved,,,qobs_3f39b4ea1c776a2a278bbd81,nobsqa_628a41f6cae9f588ce0bb365,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0213_sr_590328e936831c03a7b2f8d4.pdf#page=16,Explicit overtime signal occurs in the structured value or reason code.,high,false,
qares_7507d0bb54463aea182b6233,119,possible_non_base_wage_in_quantitative_lane,cex_90a52d9038b64c1a1778bdcd,13,quantitative,qobs_baf90652f38a8290b492de8e,1,route_to_non_base_wage,resolved,,,qobs_baf90652f38a8290b492de8e,nobsqa_cafc3dd697c78fd8392b6455,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0165_sr_08f63ca8a291f3a735082ac4.pdf#page=13,Explicit overtime signal occurs in the structured value or reason code.,high,false,
qares_af4ec57220396292d2c74e77,120,possible_non_base_wage_in_quantitative_lane,cex_90087bbbbc909a147839a59b,1,quantitative,qobs_4cbcea69a43b58d83d79346f,1,route_to_non_base_wage,resolved,,,qobs_4cbcea69a43b58d83d79346f,nobsqa_0179f1be5bbd3fcc04b2c4f2,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0500_sr_851f74f89b041d028c440a15.pdf#page=1,Explicit overtime signal occurs in the structured value or reason code.,high,false,
qares_d9de896a050b3506db467b53,121,possible_non_base_wage_in_quantitative_lane,cex_3d261d26bd34f8dd1f7c5b3d,11,quantitative,qobs_1989653f876f99e59f391bc0,1,route_to_non_base_wage,resolved,,,qobs_1989653f876f99e59f391bc0,nobsqa_359886b5cea75d018a0b0278,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0241_sr_73011ec445506ac1995e1272.pdf#page=11,Explicit stipend signal occurs in the structured value or reason code.,high,false,
qares_e4bc5a48f412c95183ae4aa2,122,possible_non_base_wage_in_quantitative_lane,cex_aa3dd53a7c01eb85387c1950,10,quantitative,qobs_30ad0849709251a7fa92a9ee,1,route_to_non_base_wage,resolved,,,qobs_30ad0849709251a7fa92a9ee,nobsqa_9f5e776568e6270fff7e2337,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0112_sr_a9fd0cfcb0d2fdcd8bb5577f.pdf#page=10,Explicit stipend signal occurs in the structured value or reason code.,high,false,
qares_2ff98f44966875b6af58ce7b,123,possible_non_base_wage_in_quantitative_lane,cex_aa3dd53a7c01eb85387c1950,10,quantitative,qobs_71b31492d0274f5e5c7abc51,1,route_to_non_base_wage,resolved,,,qobs_71b31492d0274f5e5c7abc51,nobsqa_d83fc789c327a38c12b6f8ad,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0112_sr_a9fd0cfcb0d2fdcd8bb5577f.pdf#page=10,Explicit stipend signal occurs in the structured value or reason code.,high,false,
qares_ee8d75ef72d788bd0e563159,124,possible_non_base_wage_in_quantitative_lane,cex_fc4afc5000531539b3368c8b,58,quantitative,qobs_fe089b76e9d9e10bbfe5a1d2,1,route_to_non_base_wage,resolved,,,qobs_fe089b76e9d9e10bbfe5a1d2,nobsqa_bb0568dbe74760fb25f1b31d,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0415_sr_ad514e05ce6990ea005bc2f1.pdf#page=58,Explicit reimbursements signal occurs in the structured value or reason code.,high,false,
qares_2451892d306225b1eb4bdeca,125,possible_non_base_wage_in_quantitative_lane,cex_2736a539edd4f65fb97e8442,11,quantitative,qobs_9599b61126795a263cd764ca,1,route_to_non_base_wage,resolved,,,qobs_9599b61126795a263cd764ca,nobsqa_c4d2235f10c5a0b8553ffe22,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0054_sr_46ee26b7aa3883a32141442d.pdf#page=11,Explicit stipend signal occurs in the structured value or reason code.,high,false,
qares_716aeaaec853509ec0972c87,126,possible_non_base_wage_in_quantitative_lane,cex_2736a539edd4f65fb97e8442,11,quantitative,qobs_adb43be800b7eceb3ac12fe8,1,route_to_non_base_wage,resolved,,,qobs_adb43be800b7eceb3ac12fe8,nobsqa_4c21db2e92a723d7615827cc,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0054_sr_46ee26b7aa3883a32141442d.pdf#page=11,Explicit stipend signal occurs in the structured value or reason code.,high,false,
qares_a1e0687e519147eb7ed154f1,127,possible_non_base_wage_in_quantitative_lane,cex_c7f6a83f0075983e6133362e,14,quantitative,qobs_f9bb85dab629d683660bbf86,1,route_to_non_base_wage,resolved,,,qobs_f9bb85dab629d683660bbf86,nobsqa_2f8b9795465851ebe6e5fc71,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0125_sr_6321f1a152ec8a147d43e2e3.pdf#page=14,Explicit stipend signal occurs in the structured value or reason code.,high,false,
qares_f31c2fbf4fb0171bec677352,128,possible_non_base_wage_in_quantitative_lane,cex_c7f6a83f0075983e6133362e,15,quantitative,qobs_30e2f3f1ed5fc357e3e8e934,1,route_to_non_base_wage,resolved,,,qobs_30e2f3f1ed5fc357e3e8e934,nobsqa_8b1685200464e6ff908e8988,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0125_sr_6321f1a152ec8a147d43e2e3.pdf#page=15,Explicit pension signal occurs in the structured value or reason code.,high,false,
qares_caebb063a1934c0e7d0d07b1,129,possible_non_base_wage_in_quantitative_lane,cex_c7f6a83f0075983e6133362e,15,quantitative,qobs_3b3bf1a0051b15a40a1b8c9b,1,route_to_non_base_wage,resolved,,,qobs_3b3bf1a0051b15a40a1b8c9b,nobsqa_5078ebfb541d2b3ec3e1f361,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0125_sr_6321f1a152ec8a147d43e2e3.pdf#page=15,Explicit pension signal occurs in the structured value or reason code.,high,false,
qares_48a38c426b6c52186f62022e,130,possible_non_base_wage_in_quantitative_lane,cex_d007a3ad5fc6446b74229fa0,11,quantitative,qobs_6eead01a0a61fe9e35dea3fd,1,route_to_non_base_wage,resolved,,,qobs_6eead01a0a61fe9e35dea3fd,nobsqa_e4e3a5212a439dcc03dfc551,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0010_sr_b9a2055dbdd4fd2994034acd.pdf#page=11,Explicit overtime signal occurs in the structured value or reason code.,high,false,
qares_1edb0c4ab7cdb5d68809cc23,131,possible_non_base_wage_in_quantitative_lane,cex_d007a3ad5fc6446b74229fa0,10,quantitative,qobs_c98662d27ee6ff8e0553062e,1,route_to_non_base_wage,resolved,,,qobs_c98662d27ee6ff8e0553062e,nobsqa_58d87e773427c97603ba9a42,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0010_sr_b9a2055dbdd4fd2994034acd.pdf#page=10,Explicit overtime signal occurs in the structured value or reason code.,high,false,
qares_861150dec01f55c2e81f9f32,132,possible_non_base_wage_in_quantitative_lane,cex_d007a3ad5fc6446b74229fa0,10,quantitative,qobs_8c9efc05fd76f1c0f93f043f,1,route_to_non_base_wage,resolved,,,qobs_8c9efc05fd76f1c0f93f043f,nobsqa_f39eb38bd5528cd9759b3e77,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0010_sr_b9a2055dbdd4fd2994034acd.pdf#page=10,Explicit overtime signal occurs in the structured value or reason code.,high,false,
qares_56c1f75ce3bd137fe2ba88ef,133,possible_non_base_wage_in_quantitative_lane,cex_ad0e70b181e332e57b6db5f0,9,quantitative,qobs_13960f37878cc2a059aae147,1,route_to_non_base_wage,resolved,,,qobs_13960f37878cc2a059aae147,nobsqa_d81bd788247cec1622ddeb30,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0111_sr_5d59ea80e3cb7e6a7692ac7f.pdf#page=9,Explicit overtime signal occurs in the structured value or reason code.,high,false,
qares_99c254c9de0c2600e6ef78d0,134,possible_non_base_wage_in_quantitative_lane,cex_a77466ed39cd0e75324d91ec,6,quantitative,qobs_4a97b826524eb11accd102f4,1,route_to_non_base_wage,resolved,,,qobs_4a97b826524eb11accd102f4,nobsqa_b8769a76721ce7285cb16560,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0061_sr_1f90d83fb5b164600507a048.pdf#page=6,Explicit longevity signal occurs in the structured value or reason code.,high,false,
qares_62b1a781bff9be5e9ca2816d,135,possible_non_base_wage_in_quantitative_lane,cex_88c7246be86ef029ee9ffdb6,9,quantitative,qobs_2a6082628411affd39a3e95a,1,route_to_non_base_wage,resolved,,,qobs_2a6082628411affd39a3e95a,nobsqa_35e09aae978727e325737a25,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0500_sr_710af0ea4068fac7e2b7f3c0.pdf#page=9,Explicit overtime signal occurs in the structured value or reason code.,high,false,
qares_26500b081d9dcf3c87612c2a,136,possible_non_base_wage_in_quantitative_lane,cex_44df6e0011dd33cae7cc142b,12,quantitative,qobs_6d7ff6552ce01eda178e76f5,1,route_to_non_base_wage,resolved,,,qobs_6d7ff6552ce01eda178e76f5,nobsqa_3ad31d6e15775b9f2237e731,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0093_sr_c5b38c45bdcebf19d8b8c190.pdf#page=12,Explicit leave signal occurs in the structured value or reason code.,high,false,
qares_d7bf9b9c6569c7265f6cd551,137,possible_non_base_wage_in_quantitative_lane,cex_44df6e0011dd33cae7cc142b,13,quantitative,qobs_9b4e90d70b3a82ec5d4ed7c3,1,route_to_non_base_wage,resolved,,,qobs_9b4e90d70b3a82ec5d4ed7c3,nobsqa_99bfde3d2287e0a1775bd181,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0093_sr_c5b38c45bdcebf19d8b8c190.pdf#page=13,Explicit leave signal occurs in the structured value or reason code.,high,false,
qares_08ee3ae291e92961027eceaf,138,possible_non_base_wage_in_quantitative_lane,cex_44df6e0011dd33cae7cc142b,13,quantitative,qobs_bd848987b7833703926d9765,1,route_to_non_base_wage,resolved,,,qobs_bd848987b7833703926d9765,nobsqa_60386c8ba8b11bb04dc4ab31,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0093_sr_c5b38c45bdcebf19d8b8c190.pdf#page=13,Explicit leave signal occurs in the structured value or reason code.,high,false,
qares_4d6b377435c94ef8d0891812,139,possible_non_base_wage_in_quantitative_lane,cex_a02ff14c6dec91662c76afe7,19,quantitative,qobs_dd6ac7c753c6a5d1210c69e9,1,route_to_non_base_wage,resolved,,,qobs_dd6ac7c753c6a5d1210c69e9,nobsqa_9539ff6a1e1da13c550c8bac,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0159_sr_59aa0a3304588378022a35f0.pdf#page=19,Explicit overtime signal occurs in the structured value or reason code.,high,false,
qares_010c1f234090e0eecb30b60e,140,possible_non_base_wage_in_quantitative_lane,cex_199b4f19d28d0d021c8f9842,21,quantitative,qobs_a59849b5a39f2e1f87074496,1,route_to_non_base_wage,resolved,,,qobs_a59849b5a39f2e1f87074496,nobsqa_6785aab09e2e7bd0c859dcc7,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0413_sr_1505a6b162f9d0d54e8cab66.pdf#page=21,Explicit benefits signal occurs in the structured value or reason code.,high,false,
qares_ddb87173cc68bb465c197c8a,141,possible_non_base_wage_in_quantitative_lane,cex_199b4f19d28d0d021c8f9842,21,quantitative,qobs_29bcf409c485d59528c036ce,1,route_to_non_base_wage,resolved,,,qobs_29bcf409c485d59528c036ce,nobsqa_b90ec168864db0e769c5c0df,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0413_sr_1505a6b162f9d0d54e8cab66.pdf#page=21,Explicit benefits signal occurs in the structured value or reason code.,high,false,
qares_3b7a88c9560c7484c38fa0ea,142,possible_non_base_wage_in_quantitative_lane,cex_199b4f19d28d0d021c8f9842,21,quantitative,qobs_5ba08fcedbfc7a2a3f09686e,1,route_to_non_base_wage,resolved,,,qobs_5ba08fcedbfc7a2a3f09686e,nobsqa_5677744cc1e77aca8e646cf6,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0413_sr_1505a6b162f9d0d54e8cab66.pdf#page=21,Explicit healthcare_contributions signal occurs in the structured value or reason code.,high,false,
qares_163c8a217b003e957f49ebcc,143,possible_non_base_wage_in_quantitative_lane,cex_20342df70b4375b7d1c4b8bd,20,quantitative,qobs_76801fd740acb796bf678b3c,1,route_to_non_base_wage,resolved,,,qobs_76801fd740acb796bf678b3c,nobsqa_290075521ade8c994edaf873,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0054_sr_c52a1c35a88042471bb527f8.pdf#page=20,Explicit overtime signal occurs in the structured value or reason code.,high,false,
qares_8e6df69d454b5fc1b2d7175e,144,possible_non_base_wage_in_quantitative_lane,cex_1f227725cf3a18071b3d7c20,1,quantitative,qobs_73226eef2dc2176c4a84bfa3,1,route_to_non_base_wage,resolved,,,qobs_73226eef2dc2176c4a84bfa3,nobsqa_b5e7cc0ae93cc40fe65cc3e4,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0468_sr_7973a2e53a643e308c61ae3d.pdf#page=1,Explicit overtime signal occurs in the structured value or reason code.,high,false,
qares_2b73abe695a4dcce9b02ad21,145,possible_non_base_wage_in_quantitative_lane,cex_96041e6bf3594bd45a314de4,16,quantitative,qobs_9335869ecb0a91f3cbe2e17c,1,route_to_non_base_wage,resolved,,,qobs_9335869ecb0a91f3cbe2e17c,nobsqa_5824a195eb63c857e5e8de6f,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0097_sr_5519ee2a1f3da9a74d6740f2.pdf#page=16,Explicit overtime signal occurs in the structured value or reason code.,high,false,
qares_497a8a092007b109f09c68cd,146,possible_non_base_wage_in_quantitative_lane,cex_77ffcd4d041b6c73434fb34f,10,quantitative,qobs_c4ec31482b3bed212f29dbdd,1,route_to_non_base_wage,resolved,,,qobs_c4ec31482b3bed212f29dbdd,nobsqa_7f64f2d6775218d07353734f,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0132_sr_6a86aa2e010e34bbf01b3910.pdf#page=10,Explicit stipend signal occurs in the structured value or reason code.,high,false,
qares_c5df81bf5aa75cfdbab639ff,147,possible_non_base_wage_in_quantitative_lane,cex_77ffcd4d041b6c73434fb34f,10,quantitative,qobs_02338ebf1002459acdf5f17a,1,route_to_non_base_wage,resolved,,,qobs_02338ebf1002459acdf5f17a,nobsqa_d74c1706d8048e3433c5c0f9,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0132_sr_6a86aa2e010e34bbf01b3910.pdf#page=10,Explicit stipend signal occurs in the structured value or reason code.,high,false,
qares_7e577b543e1686eb780013e1,148,possible_non_base_wage_in_quantitative_lane,cex_77ffcd4d041b6c73434fb34f,10,quantitative,qobs_751ff507291eb55fc18c2636,1,route_to_non_base_wage,resolved,,,qobs_751ff507291eb55fc18c2636,nobsqa_571713b550193cb15986fce7,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0132_sr_6a86aa2e010e34bbf01b3910.pdf#page=10,Explicit stipend signal occurs in the structured value or reason code.,high,false,
qares_e7ee5274aa6b2fe4308c179d,149,possible_non_base_wage_in_quantitative_lane,cex_76ce5cec8b6bf25552be5669,18,quantitative,qobs_8974d8064782185a5fbd4357,1,route_to_non_base_wage,resolved,,,qobs_8974d8064782185a5fbd4357,nobsqa_75fbd371045ba6cd3d92ce3f,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0065_sr_82248856e6e7dc056052a730.pdf#page=18,Explicit overtime signal occurs in the structured value or reason code.,high,false,
qares_c9e144f244a2c224f2aca80f,150,possible_non_base_wage_in_quantitative_lane,cex_76ce5cec8b6bf25552be5669,18,quantitative,qobs_6f5a7aa422f9ce6106b69297,1,route_to_non_base_wage,resolved,,,qobs_6f5a7aa422f9ce6106b69297,nobsqa_563a8c703264b8eb8aa8ac0d,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0065_sr_82248856e6e7dc056052a730.pdf#page=18,Explicit overtime signal occurs in the structured value or reason code.,high,false,
qares_d113f51d4364442329e6d936,151,possible_non_base_wage_in_quantitative_lane,cex_bfdc42924c7f5a79c445e581,14,quantitative,qobs_10c6eeb6700cce34bb7f2a17,1,route_to_non_base_wage,resolved,,,qobs_10c6eeb6700cce34bb7f2a17,nobsqa_4b88847e630817ff32b8ab5b,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0056_sr_686d9d15b5e1ad7bd1e10a9d.pdf#page=14,Explicit overtime signal occurs in the structured value or reason code.,high,false,
qares_04946f6001bd245639950f5f,152,possible_non_base_wage_in_quantitative_lane,cex_bfdc42924c7f5a79c445e581,14,quantitative,qobs_850c41de0c6719b9c0935b05,1,route_to_non_base_wage,resolved,,,qobs_850c41de0c6719b9c0935b05,nobsqa_80e033e652412d6c2ae47bd9,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0056_sr_686d9d15b5e1ad7bd1e10a9d.pdf#page=14,Explicit overtime signal occurs in the structured value or reason code.,high,false,
qares_b73f88fb343fcecd13d24725,153,possible_non_base_wage_in_quantitative_lane,cex_bfdc42924c7f5a79c445e581,14,quantitative,qobs_ac159d1e6f029781583b1bc4,1,route_to_non_base_wage,resolved,,,qobs_ac159d1e6f029781583b1bc4,nobsqa_2c1d29bebc0d671257ecec66,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0056_sr_686d9d15b5e1ad7bd1e10a9d.pdf#page=14,Explicit overtime signal occurs in the structured value or reason code.,high,false,
qares_34bfe73c0404e265437e3c76,154,possible_non_base_wage_in_quantitative_lane,cex_bfdc42924c7f5a79c445e581,14,quantitative,qobs_18068778c289a3bb8b395cf4,1,route_to_non_base_wage,resolved,,,qobs_18068778c289a3bb8b395cf4,nobsqa_cda8e089732602f1399efbde,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0056_sr_686d9d15b5e1ad7bd1e10a9d.pdf#page=14,Explicit overtime signal occurs in the structured value or reason code.,high,false,
qares_8bb47d0f49baddaf7110ad45,155,possible_non_base_wage_in_quantitative_lane,cex_438e41bde2151f5a83518d6e,10,quantitative,qobs_3d89c63e2bd7cbca4297cc8b,1,route_to_non_base_wage,resolved,,,qobs_3d89c63e2bd7cbca4297cc8b,nobsqa_aa7615464199b48e95e589c7,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0043_sr_c0eded8c3eb0e30b912518c2.pdf#page=10,Explicit longevity signal occurs in the structured value or reason code.,high,false,
qares_a97acea94e77d069b3e9b870,156,possible_non_base_wage_in_quantitative_lane,cex_27bd58cdf06c8f1ddc1c06a0,31,quantitative,qobs_59cc0d35ca9dcb45ca77493a,1,route_to_non_base_wage,resolved,,,qobs_59cc0d35ca9dcb45ca77493a,nobsqa_a5bf05482a78b891ddbc3395,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0083_sr_4338fac56dd21fb93a61285b.pdf#page=31,Explicit benefits signal occurs in the structured value or reason code.,high,false,
qares_cedc0fdb894eed81a9c41d3b,157,possible_non_base_wage_in_quantitative_lane,cex_27bd58cdf06c8f1ddc1c06a0,31,quantitative,qobs_ab92632f5765d8b925522612,1,route_to_non_base_wage,resolved,,,qobs_ab92632f5765d8b925522612,nobsqa_95c6d18fc72e24f3d5ab4cd3,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0083_sr_4338fac56dd21fb93a61285b.pdf#page=31,Explicit benefits signal occurs in the structured value or reason code.,high,false,
