non_base_wage_observation_id,extraction_case_id,document_identity_id,text_table_detection_id,source_review_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,contract_period_start,contract_period_end,page_number,non_base_wage_type,value_text,effective_date,eligibility_or_implementation_rule,bounded_evidence_pointer,confidence,reason_code,qa_status,source_quantitative_observation_id,qa_original_status,qa_resolution_id,qa_resolution_classification,qa_resolution_status,canonical_observation_id,duplicate_of,active_in_corrected_lane
nobs_a6a48b3db4470c94eaeccb24,cex_ab56877276e411cf524426b4,doc_fccd8ee2f19fc7defcc76b44,ttd_7eba71ce078cbbaf7dc73a54,sr_23c4ff7fd6d18c5b56c9efce,NSCQ-OR-20260720-0119,OR,Cornelius,CITY OF CORNELIUS,fire,cba,,,11,leave,vacation accrual rate and amount of accrued vacation time adjusted via the conversion rate in Schedule C,,Upon assignment to a 40-hour,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0380_sr_23c4ff7fd6d18c5b56c9efce.pdf#page=11,medium,VACATION_ACCRUAL_CONVERSION_TO_40H,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_a6a48b3db4470c94eaeccb24,,true
nobs_01b332e8db2a2ee0832c4c1e,cex_ed9a2b4a19df1546cf996d8a,doc_4871c48a8c802c2d2186f996,ttd_1bb0a452e20698a51cb0e7a6,sr_e1ffd4859fe8d0caa25e3340,NSCQ-OR-20260720-0117,OR,Cornelius,CITY OF CORNELIUS,non_safety,cba,,,8,leave,vacation leave,,Job sharing employees accrue vacation leave based on a pro rate of hours worked in a month.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0078_sr_e1ffd4859fe8d0caa25e3340.pdf#page=8,high,NB1_JOB_SHARING_VACATION_LEAVE_PRORATE,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_01b332e8db2a2ee0832c4c1e,,true
nobs_2a0fbe986e56e76671d03792,cex_ed9a2b4a19df1546cf996d8a,doc_4871c48a8c802c2d2186f996,ttd_1bb0a452e20698a51cb0e7a6,sr_e1ffd4859fe8d0caa25e3340,NSCQ-OR-20260720-0117,OR,Cornelius,CITY OF CORNELIUS,non_safety,cba,,,8,leave,sick leave,,Job sharing employees accrue sick leave based on a pro rate of hours worked in a month.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0078_sr_e1ffd4859fe8d0caa25e3340.pdf#page=8,high,NB2_JOB_SHARING_SICK_LEAVE_PRORATE,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_2a0fbe986e56e76671d03792,,true
nobs_01cf4dde9a822739e8c3a74b,cex_ed9a2b4a19df1546cf996d8a,doc_4871c48a8c802c2d2186f996,ttd_1bb0a452e20698a51cb0e7a6,sr_e1ffd4859fe8d0caa25e3340,NSCQ-OR-20260720-0117,OR,Cornelius,CITY OF CORNELIUS,non_safety,cba,,,8,other,holiday pay,,Job sharing employees accrue holiday pay based on a pro rate of hours worked in a month.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0078_sr_e1ffd4859fe8d0caa25e3340.pdf#page=8,high,NB3_JOB_SHARING_HOLIDAY_PAY_PRORATE,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_01cf4dde9a822739e8c3a74b,,true
nobs_9f71cc84effa0d3d0fb49a3c,cex_15ffb258fee575f1cf429f2a,doc_9cc530fefa99baa11b00c007,ttd_007a01f1a41d9928d0adce85,sr_6d9b57d171fed378bff1db1a,NSCQ-OR-20260720-0041,OR,Corvallis,CITY OF CORVALLIS,non_safety,cba,,,21,leave,accrue prorated hours based on actual hours in paid status per pay period,,proration based on actual paid-status hours per pay period,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0172_sr_6d9b57d171fed378bff1db1a.pdf#page=21,medium,SMAHACCRUAL_RULE_TOKEN,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_9f71cc84effa0d3d0fb49a3c,,true
nobs_9f70de01742ee66fecb82d01,cex_15ffb258fee575f1cf429f2a,doc_9cc530fefa99baa11b00c007,ttd_007a01f1a41d9928d0adce85,sr_6d9b57d171fed378bff1db1a,NSCQ-OR-20260720-0041,OR,Corvallis,CITY OF CORVALLIS,non_safety,cba,,,21,leave,sick leave benefits begins after the first thirty (30) days of employment,after first thirty (30) days of employment,waiting period of thirty (30) days before sick leave benefits begin,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0172_sr_6d9b57d171fed378bff1db1a.pdf#page=21,high,WAITING_PERIOD_TOKEN,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_9f70de01742ee66fecb82d01,,true
nobs_a9bd79dd26722650bba1046d,cex_15ffb258fee575f1cf429f2a,doc_9cc530fefa99baa11b00c007,ttd_007a01f1a41d9928d0adce85,sr_6d9b57d171fed378bff1db1a,NSCQ-OR-20260720-0041,OR,Corvallis,CITY OF CORVALLIS,non_safety,cba,,,21,leave,sick leave can be used to supplement workers’ compensation for an accepted illness or disability,,only for accepted illness/disability covered by workers’ compensation,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0172_sr_6d9b57d171fed378bff1db1a.pdf#page=21,medium,SUPPLEMENT_WS_COMP_TOKEN,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_a9bd79dd26722650bba1046d,,true
nobs_6d681408237e6c98c9d1072d,cex_15ffb258fee575f1cf429f2a,doc_9cc530fefa99baa11b00c007,ttd_007a01f1a41d9928d0adce85,sr_6d9b57d171fed378bff1db1a,NSCQ-OR-20260720-0041,OR,Corvallis,CITY OF CORVALLIS,non_safety,cba,,,21,leave,termination payout rate of 1 hour of pay for every 2 hours of unused sick leave deducted; deducted up to a maximum of 4 ,upon termination,deduction-based conversion applies at 1:2 (pay hours to unused sick leave hours) with a cap,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0172_sr_6d9b57d171fed378bff1db1a.pdf#page=21,low,TRUNCATED_CAP_TOKEN,needs_review,,needs_review,,not_in_targeted_queue,not_applicable,nobs_6d681408237e6c98c9d1072d,,true
nobs_b5883069edbd391e7f28199e,cex_15ffb258fee575f1cf429f2a,doc_9cc530fefa99baa11b00c007,ttd_007a01f1a41d9928d0adce85,sr_6d9b57d171fed378bff1db1a,NSCQ-OR-20260720-0041,OR,Corvallis,CITY OF CORVALLIS,non_safety,cba,,,21,leave,deducted up to a maximum of 436 hours of pay for 872 hours of sick leave deducted,upon termination,cap on converted hours: 436 hours of pay corresponding to 872 hours sick leave deducted,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0172_sr_6d9b57d171fed378bff1db1a.pdf#page=21,high,CAP_AND_MAPPING_TOKEN,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_b5883069edbd391e7f28199e,,true
nobs_28c7ce0c59b41e337c47283a,cex_94eca1be458d3acd471c2557,doc_ac61d3c34c92c8d26ce0722b,ttd_f11c80887df208781a4b531d,sr_4e720083c463417f2d6f96a6,NSCQ-OR-20260720-0010,OR,Eugene,CITY OF EUGENE,fire,cba,,,39,leave,124.5 hours of Paid Time Off at beginning of assignment; additional 124.5 hours at each six month increment; 98 hours of,,Applies to 24 hour shift operations LD workback employees upon rehire.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0144_sr_4e720083c463417f2d6f96a6.pdf#page=39,medium,E39_LWORKBACK_24H_PTO_124_5_AND_98_UNPA,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_28c7ce0c59b41e337c47283a,,true
nobs_0cf42a3c9837cbbde76681c3,cex_94eca1be458d3acd471c2557,doc_ac61d3c34c92c8d26ce0722b,ttd_f11c80887df208781a4b531d,sr_4e720083c463417f2d6f96a6,NSCQ-OR-20260720-0010,OR,Eugene,CITY OF EUGENE,fire,cba,,,39,leave,60 hours of Paid Time Off (supervisor approval); Holiday pay applicable to the position,,Applies to 40 hour assignment LD workback employees upon rehire.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0144_sr_4e720083c463417f2d6f96a6.pdf#page=39,medium,E39_LWORKBACK_40H_PTO_60_AND_HOLIDAY_PAY,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_0cf42a3c9837cbbde76681c3,,true
nobs_d7f53dee77e357d1521fb1c0,cex_94eca1be458d3acd471c2557,doc_ac61d3c34c92c8d26ce0722b,ttd_f11c80887df208781a4b531d,sr_4e720083c463417f2d6f96a6,NSCQ-OR-20260720-0010,OR,Eugene,CITY OF EUGENE,fire,cba,,,39,healthcare_contributions,Pay a portion of the health insurance premium,first of the month after the date of rehire,LD Work Back Employee eligible for Health Insurance effective the first of the month after rehire; required to pay a portion unless coverage is waived.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0144_sr_4e720083c463417f2d6f96a6.pdf#page=39,high,E39_HEALTH_INS_PREMIUM_PORTION_FIRST_OF,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_d7f53dee77e357d1521fb1c0,,true
nobs_07c27e0cd2900af344ee1547,cex_18c146aefb65d766aea0b2ba,doc_dc52d27088f022cc4f69a94d,ttd_a5f6a97ddb04e440500e05be,sr_98dd831c62fb2b2ac16e0774,NSCQ-OR-20260720-0011,OR,Eugene,CITY OF EUGENE,non_safety,cba,,,13,benefits,Workers' compensation benefits through the City will not be received for illnesses,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0056_sr_98dd831c62fb2b2ac16e0774.pdf#page=13,medium,NWB_WORKERS_COMP_BENEFITS_LIMITATION,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_07c27e0cd2900af344ee1547,,true
nobs_df1d4f7ab1e701ac03788bf0,cex_c51161456b9d0310a4a78a9c,doc_76a911a9e3e233c70e2e14bd,ttd_731b3f2ae591415b28c1a9df,sr_9e228b8141763dcd5a8b9b8c,NSCQ-OR-20260720-0009,OR,Eugene,CITY OF EUGENE,police,cba,,,24,leave,"Holiday: City shall not require employee to take off any holidays; if holiday time exhausted, may utilize other personal",,Accrued holiday leave cannot be used until completion of the pay period in which it is earned.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0199_sr_9e228b8141763dcd5a8b9b8c.pdf#page=24,medium,P24E5B1D8C0D7A4B9F4C2F0A1B4D6E1,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_df1d4f7ab1e701ac03788bf0,,true
nobs_a0c3237e1c4ac79c2a02b775,cex_c51161456b9d0310a4a78a9c,doc_76a911a9e3e233c70e2e14bd,ttd_731b3f2ae591415b28c1a9df,sr_9e228b8141763dcd5a8b9b8c,NSCQ-OR-20260720-0009,OR,Eugene,CITY OF EUGENE,police,cba,,,24,leave,Vacation accrual schedule tokens: <2 years: 100 / 3.846; 2 but <5: 116 / 4.462; 5 but <10: 140 / 5.385; 10 but <15: 164-,,Vacation accrue each pay period for hours of regular work and paid leave coded; vacation accrued during first 12 months not credited until employee completes first 12 months.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0199_sr_9e228b8141763dcd5a8b9b8c.pdf#page=24,medium,P24A7C7A2B9C5D6E8F1A2B3C4D5E6F7,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_a0c3237e1c4ac79c2a02b775,,true
nobs_27308fe361f64e5d76217ea6,cex_c51161456b9d0310a4a78a9c,doc_76a911a9e3e233c70e2e14bd,ttd_731b3f2ae591415b28c1a9df,sr_9e228b8141763dcd5a8b9b8c,NSCQ-OR-20260720-0009,OR,Eugene,CITY OF EUGENE,police,cba,,,24,leave,"Maximum vacation accumulation token: 440; If earned but unused vacation credits reach maximum, City may give notice of '",,Earned but unused vacation credits allowed to accumulate up to 440; City may give reasonable notice of mandatory vacation; otherwise may pay out earned but unused vacation credits at employee's current wage rate.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0199_sr_9e228b8141763dcd5a8b9b8c.pdf#page=24,low,P24D3E2F1A0B9C8D7E6F5A4B3C2D1E0,needs_review,,needs_review,,not_in_targeted_queue,not_applicable,nobs_27308fe361f64e5d76217ea6,,true
nobs_67d9cd27a390fab93a1b560d,cex_c51161456b9d0310a4a78a9c,doc_76a911a9e3e233c70e2e14bd,ttd_731b3f2ae591415b28c1a9df,sr_9e228b8141763dcd5a8b9b8c,NSCQ-OR-20260720-0009,OR,Eugene,CITY OF EUGENE,police,cba,,,9,leave,Leave without pay: 1 calendar month or more adjusts seniority date (deduction of time of leave without pay).,,Seniority date adjusted when on leave without pay for one (1) calendar month or more; qualifying seniority while on approved leave of absence due to valid workers' compensation claim.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0199_sr_9e228b8141763dcd5a8b9b8c.pdf#page=9,medium,P09F1E2D3C4B5A69788,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_67d9cd27a390fab93a1b560d,,true
nobs_5de43c7a29d0e576146c26f5,cex_4831ce5a78f76722a6968dee,doc_fd263ab850971de16a12e117,ttd_7aca0f006e2eb6056077bc7e,sr_d27fd936ca4bc1708f2ca139,NSCQ-OR-20260720-0074,OR,Forest Grove,CITY OF FOREST GROVE,fire,cba,,,9,leave,"sixteen (16) hours for each full month of (1,578) hours",,"sick leave benefits at the rate of 16 hours for each full month of 1,578 hours",tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0184_sr_d27fd936ca4bc1708f2ca139.pdf#page=9,high,SICK_LEAVE_RATE_16_HOURS_PER_MONTH_OF_1_,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_5de43c7a29d0e576146c26f5,,true
nobs_853169572fe89cd9d2df06e7,cex_4831ce5a78f76722a6968dee,doc_fd263ab850971de16a12e117,ttd_7aca0f006e2eb6056077bc7e,sr_d27fd936ca4bc1708f2ca139,NSCQ-OR-20260720-0074,OR,Forest Grove,CITY OF FOREST GROVE,fire,cba,,,9,leave,eight (8) hours per month for each full month of service (for 40-hour employees),,40-hour employees sick leave benefits accrue at 8 hours per month for each full month of service,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0184_sr_d27fd936ca4bc1708f2ca139.pdf#page=9,high,SICK_LEAVE_RATE_8_HOURS_PER_MONTH_40_HO,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_853169572fe89cd9d2df06e7,,true
nobs_d91f09d4058223a3f695244a,cex_4831ce5a78f76722a6968dee,doc_fd263ab850971de16a12e117,ttd_7aca0f006e2eb6056077bc7e,sr_d27fd936ca4bc1708f2ca139,NSCQ-OR-20260720-0074,OR,Forest Grove,CITY OF FOREST GROVE,fire,cba,,,12,leave,up to one (1) week of leave with pay,,OFLA bereavement/leave with pay provision tied to 52.64-hour/week shift schedule and eligibility described in Article 10,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0184_sr_d27fd936ca4bc1708f2ca139.pdf#page=12,medium,LEAVE_WITH_PAY_UP_TO_ONE_WEEK_TOKEN,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_d91f09d4058223a3f695244a,,true
nobs_82b0f1f0d0e3305eda4003bd,cex_4831ce5a78f76722a6968dee,doc_fd263ab850971de16a12e117,ttd_7aca0f006e2eb6056077bc7e,sr_d27fd936ca4bc1708f2ca139,NSCQ-OR-20260720-0074,OR,Forest Grove,CITY OF FOREST GROVE,fire,cba,,,12,leave,OFLA bereavement leave request; up to four (4) hours of leave with pay may be granted when an employee serves as [re-ma1,,OFLA bereavement leave can be requested for funeral attendance; per City policy employees must use appropriate available accrued paid leave to cover OFLA bereavement absences; bereavement leave credited against OFLA twelve (12) weeks,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0184_sr_d27fd936ca4bc1708f2ca139.pdf#page=12,low,BEREAVEMENT_AND_PAID_LEAVE_CREDIT_RULES,needs_review,,needs_review,,not_in_targeted_queue,not_applicable,nobs_82b0f1f0d0e3305eda4003bd,,true
nobs_8b18a0ea4ed4a1fb3030c7d7,cex_694303ef4b88bfae07ea8c34,doc_6d3661e98c72c4c5e4a7323d,ttd_7ae780e6af0a03f1abcd19f4,sr_d0bc411fd810a20758d57357,NSCQ-OR-20260720-0075,OR,Forest Grove,CITY OF FOREST GROVE,non_safety,cba,,,17,healthcare_contributions,monthly contributions of $80.00; prorated forty (40) hours per week,under VEBA/health coverage terms (effective upon execution: eligibility stated),VEBA plan; City monthly contributions to said account for full-time employees and prorated amount based on 40 hours/week,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0034_sr_d0bc411fd810a20758d57357.pdf#page=17,high,VISIBLE_DOLLAR_AMOUNT_FOR_CITY_MONTHLY_C,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_8b18a0ea4ed4a1fb3030c7d7,,true
nobs_9f1e00279692186843f4e18c,cex_694303ef4b88bfae07ea8c34,doc_6d3661e98c72c4c5e4a7323d,ttd_7ae780e6af0a03f1abcd19f4,sr_d0bc411fd810a20758d57357,NSCQ-OR-20260720-0075,OR,Forest Grove,CITY OF FOREST GROVE,non_safety,cba,,,17,other,Life and accidental death: amount equal to the employee’s annual salary,eligible for insurance coverage noted in Article 13.1 on first of the following,Provided to full time employees under the referenced health insurance plans section,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0034_sr_d0bc411fd810a20758d57357.pdf#page=17,medium,AMOUNT_DEPENDS_ON_ANNUAL_SALARY_TOKEN,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_9f1e00279692186843f4e18c,,true
nobs_24871000703dc5ae2876e8db,cex_694303ef4b88bfae07ea8c34,doc_6d3661e98c72c4c5e4a7323d,ttd_7ae780e6af0a03f1abcd19f4,sr_d0bc411fd810a20758d57357,NSCQ-OR-20260720-0075,OR,Forest Grove,CITY OF FOREST GROVE,non_safety,cba,,,17,other,"Long-term disability after 90-day waiting period; maximum of sixty-six and two thirds percent (66-2/3%) of first $5,000;",,With maximum benefit and terms until age 65 or until able to return to work,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0034_sr_d0bc411fd810a20758d57357.pdf#page=17,high,VISIBLE_WAITING_PERIOD_AND_PERCENT_CAP,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_24871000703dc5ae2876e8db,,true
nobs_84f4d933d3e1a221f1597747,cex_694303ef4b88bfae07ea8c34,doc_6d3661e98c72c4c5e4a7323d,ttd_7ae780e6af0a03f1abcd19f4,sr_d0bc411fd810a20758d57357,NSCQ-OR-20260720-0075,OR,Forest Grove,CITY OF FOREST GROVE,non_safety,cba,,,17,other,Workers’ compensation coverage effective upon date of hire; City pays full cost of premiums,upon date of hire,City pays full premium cost; coverage provided effective upon date of hire,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0034_sr_d0bc411fd810a20758d57357.pdf#page=17,high,CLEAR_EFD_AND_PAYMENT_RESPONSIBILITY,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_84f4d933d3e1a221f1597747,,true
nobs_d501a0a6bbd51f2f41475f01,cex_58b44cb12e5b9d3c82cf0691,doc_4272c910f382b9c6a805be3c,ttd_6f428a160f6384b1424dc90c,sr_9220b2ed14ba80cc5616ebd2,NSCQ-OR-20260720-0073,OR,Forest Grove,CITY OF FOREST GROVE,police,cba,,,19,leave,Leave with pay not to exceed one (1) work week for funeral arrangements/attendance,,Police Chief may grant leave with pay for funeral arrangements/attendance,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0425_sr_9220b2ed14ba80cc5616ebd2.pdf#page=19,medium,BEREAVEMENT_FUNERAL_LEAVE_PAY_WEEK_LIMIT,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_d501a0a6bbd51f2f41475f01,,true
nobs_10e41f6f8c5d1c14745be80b,cex_58b44cb12e5b9d3c82cf0691,doc_4272c910f382b9c6a805be3c,ttd_6f428a160f6384b1424dc90c,sr_9220b2ed14ba80cc5616ebd2,NSCQ-OR-20260720-0073,OR,Forest Grove,CITY OF FOREST GROVE,police,cba,,,19,leave,Leave with pay of up to four (4) hours may be granted when an employee serves as a pallbearer,,Pallbearer service triggers up to four (4) hours paid leave,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0425_sr_9220b2ed14ba80cc5616ebd2.pdf#page=19,high,PALLBEARER_PAID_LEAVE_4_HOURS_TOKEN,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_10e41f6f8c5d1c14745be80b,,true
nobs_19229b1c2362acdadb3bd016,cex_58b44cb12e5b9d3c82cf0691,doc_4272c910f382b9c6a805be3c,ttd_6f428a160f6384b1424dc90c,sr_9220b2ed14ba80cc5616ebd2,NSCQ-OR-20260720-0073,OR,Forest Grove,CITY OF FOREST GROVE,police,cba,,,19,leave,Additional time off (up to 2 weeks in total),,Employees may request additional time off as allowed by the state annual family leave entitlement per state and/or federal law,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0425_sr_9220b2ed14ba80cc5616ebd2.pdf#page=19,medium,ADDITIONAL_FAMILY_LEAVE_UP_TO_2_WEEKS,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_19229b1c2362acdadb3bd016,,true
nobs_3bd6e6ab852e0500a3ca3d98,cex_58b44cb12e5b9d3c82cf0691,doc_4272c910f382b9c6a805be3c,ttd_6f428a160f6384b1424dc90c,sr_9220b2ed14ba80cc5616ebd2,NSCQ-OR-20260720-0073,OR,Forest Grove,CITY OF FOREST GROVE,police,cba,,,19,other,remit to the City any compensation or fees received for such duties; no loss in regular pay from absence,,"During applicable leave absence, employee does not suffer loss in regular pay and must remit outside compensation/fees (except between daily military salary and regular rate of pay referenced elsewhere on page)",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0425_sr_9220b2ed14ba80cc5616ebd2.pdf#page=19,low,LEAVE_PAY_AND_REMITMENT_RULE_PARTIALLY_C,needs_review,,needs_review,,not_in_targeted_queue,not_applicable,nobs_3bd6e6ab852e0500a3ca3d98,,true
nobs_2c329c2d5e25b2fe071712f1,cex_58b44cb12e5b9d3c82cf0691,doc_4272c910f382b9c6a805be3c,ttd_6f428a160f6384b1424dc90c,sr_9220b2ed14ba80cc5616ebd2,NSCQ-OR-20260720-0073,OR,Forest Grove,CITY OF FOREST GROVE,police,cba,,,19,other,Military leave shall be granted in accordance with state and federal law; approval referenced; between the daily salary/,,Military leave terms governed by state and federal law; pay relationship referenced between daily military salary and regular rate of pay,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0425_sr_9220b2ed14ba80cc5616ebd2.pdf#page=19,low,MILITARY_LEAVE_PAY_RELATION_PARTIALLY_C,needs_review,,needs_review,,not_in_targeted_queue,not_applicable,nobs_2c329c2d5e25b2fe071712f1,,true
nobs_39dac9b6430325d8c0c76f1d,cex_32eb385178a89e3526979826,doc_8fd6f63818ad02e054347d5f,ttd_e62ba1175d2c3480534ed166,sr_61cd793342eddb81038cf83c,NSCQ-OR-20260720-0107,OR,La Grande,CITY OF LA GRANDE,fire,cba,,,16,pension,six percent (6%) employee pre-tax retirement contribution,,In accordance with PERS for firefighters; employees required to make contribution.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0402_sr_61cd793342eddb81038cf83c.pdf#page=16,high,PERS_RETIREMENT_CONTRIBUTION_6PERCENT,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_39dac9b6430325d8c0c76f1d,,true
nobs_38b00871f938efa46c77ec2d,cex_32eb385178a89e3526979826,doc_8fd6f63818ad02e054347d5f,ttd_e62ba1175d2c3480534ed166,sr_61cd793342eddb81038cf83c,NSCQ-OR-20260720-0107,OR,La Grande,CITY OF LA GRANDE,fire,cba,,,16,pension,three percent (3.0%) of gross wages to a deferred compensation plan,beginning of the first pay period following 30 days,City will contribute 3.0% to deferred compensation plan effective after 30 days.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0402_sr_61cd793342eddb81038cf83c.pdf#page=16,high,DEFERRED_COMP_3PERCENT_EFFECTIVE_AFTER_3,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_38b00871f938efa46c77ec2d,,true
nobs_26f2558792e3a578d26cc38a,cex_32eb385178a89e3526979826,doc_8fd6f63818ad02e054347d5f,ttd_e62ba1175d2c3480534ed166,sr_61cd793342eddb81038cf83c,NSCQ-OR-20260720-0107,OR,La Grande,CITY OF LA GRANDE,fire,cba,,,16,other,Longevity Pay - amounts not visible,,"Employees who meet longevity requirements as of March 20; payments included in paychecks ending March 20, 2027/2028/2029 (amounts not shown).",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0402_sr_61cd793342eddb81038cf83c.pdf#page=16,low,LONGLVITY_AMOUNTS_NOT_VISIBLE,needs_review,,needs_review,,not_in_targeted_queue,not_applicable,nobs_26f2558792e3a578d26cc38a,,true
