selection_rank,extraction_case_id,document_identity_id,text_table_detection_id,pdf_readiness_id,source_review_id,candidate_queue_row_id,triage_id,verification_id,state,municipality,government_name,unit_type,candidate_source_type,contract_period_start,contract_period_end,content_artifact_path,content_hash,pdf_page_count,text_layer_status,wage_table_signal,extraction_pilot_priority,candidate_wage_pages,selection_score,selection_reason_codes,matched_group_id,matched_non_safety_selected,matched_non_safety_case_id,planned_lane,gate3_category,gate3_confidence,existing_rendered_page_count,selection_status,cumulative_cohort,requires_gabriel,seed_selection_rank
912,cex1000_f0db58f26747aaf7dcd1eace,doc_430cc96caf0ec7dfc1bb8e2f,ttd_272227b7f82105b7eef483d1,pr_4895f039a33686c64aaac73d,sr_8f56855a422520b604adee10,NSCQ-OH-20260720-0554,TRI-a1c817f6e6109080cf7e,VER-52cf0238a8ba3cd23f35,OH,Tipp City,CITY OF TIPP CITY,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0309_sr_8f56855a422520b604adee10.pdf,871b27834d1edfd2d4737088c298740b2bdf01c5b1a6e7498bf233bdc8d02add,39,present,likely,p1,"9,14,22,38",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_e57b08feed8fe9f2cead36ac,yes,cex1000_f0db58f26747aaf7dcd1eace,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
913,cex1000_290a72fe6c5426716f8afc6b,doc_f2684cc36f778267cbdd0e8e,ttd_13bbe9449f9a5dbb1b190d60,pr_cf61dea3ce26c2dbea5d213b,sr_8e52064e092e3be8e12fbfd6,NSCQ-OH-20260720-0553,TRI-1f09c92d8c9f633f2b2e,VER-d046c00def6d49521679,OH,Tipp City,CITY OF TIPP CITY,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0330_sr_8e52064e092e3be8e12fbfd6.pdf,c562323a00b6ac40daccfed47f887c9cd15e1573e5af58ec5c2a66ce0cbb4987,33,present,likely,p1,"8,15,19,32",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_e57b08feed8fe9f2cead36ac,yes,cex1000_f0db58f26747aaf7dcd1eace,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
914,cex1000_e572719370a33f7ae0832e0b,doc_45a00b9b92089258084f206c,ttd_5a00a0a3f839102e81cfee18,pr_740ed285b157fe24721c4c8e,sr_be9d42afc14a3637c9a56a26,NSCQ-OH-20260720-0181,TRI-ba289690397627c1f7b9,VER-605d0261988a96312e4f,OH,Troy,CITY OF TROY,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0291_sr_be9d42afc14a3637c9a56a26.pdf,ec812f554a5b3af661b0008ca0850edd076d1c6cf86204ebdceb5cb63ef841f8,45,present,likely,p1,"6,11,16,44,45",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_f021a5c1a1a5820e98f4b03c,yes,cex1000_31bfe743a7c2c5b7f29cd179,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
915,cex1000_31bfe743a7c2c5b7f29cd179,doc_7cbdc65514e4851b05e3d4f2,ttd_9c51791063baa7846d514ab2,pr_9e092dfef294bf548348c8e0,sr_47bb6034f143f7ff3b98e44f,NSCQ-OH-20260720-0183,TRI-a0fe588e8c844ba5bf2f,VER-c0bcb93a2b465846f14e,OH,Troy,CITY OF TROY,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0448_sr_47bb6034f143f7ff3b98e44f.pdf,4f6b133dd9d6354b499dadd296d98b174f4f1355d15522094fd8c0dcd745d982,42,present,possible,p2,"6,19,22,24,42",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW,match_f021a5c1a1a5820e98f4b03c,yes,cex1000_31bfe743a7c2c5b7f29cd179,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
916,cex1000_25a1f4648434e9a541c04449,doc_990d42395fbf635b5352e9e7,ttd_6e344d0414b1404fcdeeef35,pr_2ab41f4c86b82085f1e0b20d,sr_aff487b6a63ddf802bde1938,NSCQ-OH-20260720-0180,TRI-a1ffa2ec08e70fd58fee,VER-51c8dbd259b505f29a0e,OH,Troy,CITY OF TROY,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0340_sr_aff487b6a63ddf802bde1938.pdf,42e0918f74c43a219ab768c84916cf18e4db031430634930a78e20500f265450,40,present,likely,p1,"10,14,18,39",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_f021a5c1a1a5820e98f4b03c,yes,cex1000_31bfe743a7c2c5b7f29cd179,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
917,cex1000_9b3cf1b42db44f5591b2725b,doc_68f1071bdfa77249f2c9bdc0,ttd_1c3f89b369dee4cd50d93d78,pr_12df2a79b9a20f67f2c734b1,sr_d1b2519bf0893a5bcd670069,NSCQ-OH-20260720-0715,TRI-d2c459d38f57094f5187,VER-65c7e70d54abee943cfa,OH,Uhrichsville,CITY OF UHRICHSVILLE,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0250_sr_d1b2519bf0893a5bcd670069.pdf,892ef00801ac01dadb865561bd0966ca31a611ed538a7b78bd655ecae36e0a47,54,present,possible,p2,"2,19,25,28,53",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW,match_72ad32325784c41523de12ca,yes,cex1000_3b122c2897a97f4b5cf8ccdc,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
918,cex1000_3b122c2897a97f4b5cf8ccdc,doc_162fdae3385d636f16a75429,ttd_53c51af6787e77a686f27742,pr_088a28b4aec25297088487d0,sr_58ae555644f499457e41dc8c,NSCQ-OH-20260720-0714,TRI-bf8f9d0d5fffce83f16f,VER-c7d747d515f8de164af5,OH,Uhrichsville,CITY OF UHRICHSVILLE,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0284_sr_58ae555644f499457e41dc8c.pdf,10a8e0b404746fffbfd0712e7b1232e3699e477d8cbf9064c965733da2e40d8e,32,present,possible,p2,"4,11",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW,match_72ad32325784c41523de12ca,yes,cex1000_3b122c2897a97f4b5cf8ccdc,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
919,cex1000_613062a9c44a73e8b97b5a1e,doc_516c645d64da4df7ae47c619,ttd_d284842f5581a497ba378669,pr_f5a5524d8b7dbaf7fd2cfd72,sr_14a01c6e9ec94a867ea50841,NSCQ-OH-20260720-0114,TRI-8332e70f8304220c4166,VER-0534d6aeca9ce6ea14fe,OH,Upper Arlington,CITY OF UPPER ARLINGTON,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0272_sr_14a01c6e9ec94a867ea50841.pdf,2d58b50772c0aeaecf4b6a5148803572241fca90c77956555dfaafb547b94538,65,present,possible,p2,"8,22,33,37",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW,match_9718856e6c1d887bf5f5bc18,yes,cex_725c50f0497ea75657efbb1b,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
920,cex1000_a45828cfdb4f6cb82e3e577f,doc_b5c0a69b6ca8c0d753c9fefa,ttd_5c0a8f5cfcfcf3ff77e2359e,pr_4c65730398de4e64c5a8b19f,sr_36ce6b73731305f04bbe5e55,NSCQ-OH-20260720-0112,TRI-64e30a9db21814e4ab36,VER-1113506fd3160a5ca751,OH,Upper Arlington,CITY OF UPPER ARLINGTON,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0318_sr_36ce6b73731305f04bbe5e55.pdf,d409b5689a19c84aaa37a1caedf5ff38240679da8999900e3d526f0d096a9103,50,present,likely,p1,"6,12,17,26",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_9718856e6c1d887bf5f5bc18,yes,cex_725c50f0497ea75657efbb1b,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
921,cex1000_766e7fb59acb57ebd5420964,doc_ccb6f8ff93e141f170815e5c,ttd_d2a9ab8d2770ce0924888087,pr_8531f970909a850db2ad9ef3,sr_11a860c2f629b7c7524e426d,NSCQ-OH-20260720-0502,TRI-8b192adff0d197d1bee5,VER-42af50cad13c85aa7fd1,OH,Urbana,CITY OF URBANA,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0283_sr_11a860c2f629b7c7524e426d.pdf,6d4a313c67f39ab19f3a245953a7c93f1bbf5bb438fc9797c270eb79c13ce086,28,present,likely,p1,"2,7,15,16,27,28",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_be1733671d491ea872559a87,yes,cex1000_0f0c454740a285c476aa7fb6,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
922,cex1000_0f0c454740a285c476aa7fb6,doc_6b4333dd3b2fbc6894a9660c,ttd_51eb6e31fc703f469cf8845e,pr_aafcf5e1f557b0a8dc0cb273,sr_91a4672c947664bdf6a4b3b3,NSCQ-OH-20260720-0503,TRI-0a74677c7bccca57d245,VER-75735a44d609cbcf3416,OH,Urbana,CITY OF URBANA,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0310_sr_91a4672c947664bdf6a4b3b3.pdf,2f21b5d5654868e2a3b236a9447b32d6b3e69c57a4652df9ab6f150cb25640d2,26,partial,likely,p1,"2,7,9,12,14",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_be1733671d491ea872559a87,yes,cex1000_0f0c454740a285c476aa7fb6,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
923,cex1000_a3782c123081699524d18ae8,doc_6c4b44f71584d50221e0c3f4,ttd_ab3c3a713587d986d25d217a,pr_26425e1ab42b522a02e45350,sr_d924c44a347795bd6a15c8b6,NSCQ-OH-20260720-0189,TRI-dca2436bf4c16589e653,VER-1602fc73e532861cfa77,OH,Wadsworth,CITY OF WADSWORTH,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0177_sr_d924c44a347795bd6a15c8b6.pdf,8053afe413a8c385f506e2cd4fe44108f49c4e90104dd2c37ff2571d20b5c675,28,present,likely,p1,"2,13,27,28",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_594a3eaf766b8af3a5722edd,yes,cex1000_2fd738c1a686b7fddc4384fc,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
924,cex1000_2fd738c1a686b7fddc4384fc,doc_88cab4c1d3470e6ff88d467b,ttd_448504e380dd819d4286359e,pr_5b9272cf696c5164294724fd,sr_0ad9375efa82b4edfb95b372,NSCQ-OH-20260720-0190,TRI-456e3cf1c389999a46e6,VER-9a27163162e070f2ce42,OH,Wadsworth,CITY OF WADSWORTH,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0072_sr_0ad9375efa82b4edfb95b372.pdf,4f5015d9c0063b52daf721a032631b111c9a76e187391cabdc2cb2abcfeb598a,62,partial,likely,p1,"2,15,28",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_594a3eaf766b8af3a5722edd,yes,cex1000_2fd738c1a686b7fddc4384fc,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
925,cex1000_7ff8988a7cf263e1c455ee89,doc_0708e524fbdbc4c8d01999a0,ttd_add19f1db87093f452dddc8e,pr_29c0305aff699c57bcb7b6e0,sr_f67b353700ac352fd81508f5,NSCQ-OH-20260720-0187,TRI-7cc67950bede03f2b133,VER-d804500fd33fbb38ea6f,OH,Wadsworth,CITY OF WADSWORTH,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0083_sr_f67b353700ac352fd81508f5.pdf,c320d52e92821845dbe9e21a0900fd6b19f7a1c3127208fd3396a37a4101e8d1,37,present,likely,p1,"2,9,19,21",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_594a3eaf766b8af3a5722edd,yes,cex1000_2fd738c1a686b7fddc4384fc,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
926,cex1000_ea7c9cc35a49cfcb9824ea8c,doc_8989eab62b71b20cd77a52b0,ttd_bac793d4b3a52647ce7b0c16,pr_8de742adebe847b3d437051a,sr_0163c87de5d5b7f647b74503,NSCQ-OH-20260720-0565,TRI-1b69013cc82c6ff5e42d,VER-a41efbc99e8b6876f063,OH,Wapakoneta,CITY OF WAPAKONETA,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0071_sr_0163c87de5d5b7f647b74503.pdf,0cfbf25fecc233e5bf6035fa219b69d8e985c2209b7c88f7506311d981125f6f,50,present,likely,p1,"6,12,23,26,49,50",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_234d1267792526113e1ae73b,yes,cex1000_ea7c9cc35a49cfcb9824ea8c,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
927,cex1000_776e9e547d78f71f8c7ed527,doc_1efe03af6dcae3730b38db1b,ttd_767b4896fecbb1bcf15c99ad,pr_4519331bcc5634acf59494f6,sr_c3c59ac01b9d59d9f09219d4,NSCQ-OH-20260720-0564,TRI-b9e2e8f199d667570ca3,VER-a848fe4152d777db943e,OH,Wapakoneta,CITY OF WAPAKONETA,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0044_sr_c3c59ac01b9d59d9f09219d4.pdf,f7d2ce6abc9119cbe8b4421ea5b3634859b2047584e360df91c90945f5f11288,47,present,likely,p1,"6,21,27",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_234d1267792526113e1ae73b,yes,cex1000_ea7c9cc35a49cfcb9824ea8c,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
928,cex1000_e087a386666184bbb83e36dd,doc_6291752a99cfdf87496efe26,ttd_992a81ba554261bc615337bc,pr_2d9766b7e2cf5472f9b868e1,sr_43b2cc964672d9fb4209b4ff,NSCQ-OH-20260720-0431,TRI-0b4fe8277c7247aee3e3,VER-3be5b193502f4fe26bb0,OH,Warrensville Heights,CITY OF WARRENSVILLE HEIGHTS,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0224_sr_43b2cc964672d9fb4209b4ff.pdf,5e4efa57e3e8804bcc00ae4933c41e65a4940494c910aa8eb1b6136d6a03c9da,18,present,likely,p1,"3,7,9,10,17,18",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_f638e5d5a2f687576a2ba3da,yes,cex1000_e087a386666184bbb83e36dd,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
929,cex1000_fcb7e94b2cad100de11201b6,doc_602bd6d5779cdbbe20307ed1,ttd_8f5d28566d11217366e75a24,pr_ad6094119c429059c84c078f,sr_0595245186a97b8ff1ea3231,NSCQ-OH-20260720-0428,TRI-40c69963f6ede9378c56,VER-0954688050ef248f3e83,OH,Warrensville Heights,CITY OF WARRENSVILLE HEIGHTS,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0247_sr_0595245186a97b8ff1ea3231.pdf,e69be2df6f4237778036b21d4455d6351cd3a31afe8b71edf6846f5c848fffc4,28,present,likely,p1,"13,27",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_f638e5d5a2f687576a2ba3da,yes,cex1000_e087a386666184bbb83e36dd,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
930,cex1000_f1ad073ee60893effd7272e2,doc_c79787c5c6fe8db37a11d6ff,ttd_214c8c15ddc1eeca2d8ce3f5,pr_9388f663fe1b5cb8fa37734c,sr_1cee4a3620f8f900f1253f88,NSCQ-OH-20260720-0392,TRI-e41da6687a0d6dbd7cba,VER-0a5242b166565f8a886d,OH,Washington Court House,CITY OF WASHINGTON COURT HOUSE,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0187_sr_1cee4a3620f8f900f1253f88.pdf,3103b30b5c05e8714889100b843e0ca9fbe075863694d9f5915deaeb8f0c50be,59,present,likely,p1,"2,14,20,27,58,59",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_962b558de44576fb299e67d5,yes,cex1000_e801808ebc10f854bb8b3026,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
931,cex1000_e801808ebc10f854bb8b3026,doc_6d26d890687bfe7d74072ba2,ttd_fdbe0d0e94514bd0cf1e67a7,pr_70d5f725fa17ed43cecb9322,sr_3f2cc36d3731f92ec5972c23,NSCQ-OH-20260720-0393,TRI-c3ab94ce021fbc9ad11a,VER-651bcef1c7620bfd6027,OH,Washington Court House,CITY OF WASHINGTON COURT HOUSE,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0236_sr_3f2cc36d3731f92ec5972c23.pdf,ca0fe4c3e722d619a797282de0df4f74427fc17b0fb2f0e91202023f6f25f63d,87,present,likely,p1,"2,11,20,39,49,86,87",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_962b558de44576fb299e67d5,yes,cex1000_e801808ebc10f854bb8b3026,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
932,cex1000_d678870db21ec9fa9b67175d,doc_92771262c82f89ad935a1784,ttd_b188a44e5f8fbcd035c200e1,pr_88b872ee8f6f54bd88264a46,sr_28e4390df5eee0dc227f7bdd,NSCQ-OH-20260720-0687,TRI-370aa12cc2506a4a7a4c,VER-78951128f731be3b27fe,OH,Wellston,CITY OF WELLSTON,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0319_sr_28e4390df5eee0dc227f7bdd.pdf,4354e4c5c05f421f68962e2b801c15540817c5e73e3cfa0d16222e374e7a83b1,33,present,possible,p2,"8,12,17",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW,match_e24c9a0e79cee15f3bfddd01,yes,cex1000_d678870db21ec9fa9b67175d,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
933,cex1000_d3683c0e119a0eea7e6a31a1,doc_cb0b4119fe27549274cd755b,ttd_a6127e6477415c41848433a4,pr_f67263283e5519c881a1ea88,sr_1a19036e5b2dd7f53506e83a,NSCQ-OH-20260720-0685,TRI-caf85cb3c3eba3b036fc,VER-87f550955daf46e2227e,OH,Wellston,CITY OF WELLSTON,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0339_sr_1a19036e5b2dd7f53506e83a.pdf,419e81420425fc75449bc930d6366a38f85fd06ccfb4da1eb9a4fd5e65f861c5,48,present,likely,p1,27,30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_e24c9a0e79cee15f3bfddd01,yes,cex1000_d678870db21ec9fa9b67175d,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
934,cex1000_e060f7e4de97fec67d55acda,doc_f83a2f1415db11af0891a167,ttd_fa203a44c0f911e204d0ee54,pr_4472a3404cad0e34ad1a4373,sr_d05d09520bf57dcf63574131,NSCQ-OH-20260720-0815,TRI-c7702e965cdba23d7f24,VER-6ca29bdba3ca62c5935f,OH,West Chester,TOWNSHIP OF WEST CHESTER,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0242_sr_d05d09520bf57dcf63574131.pdf,bcb51c4df7b7aef0824e504de3cbb7d78803e48ef28035d47b41b862fb2e1727,60,present,likely,p1,"14,27,34",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_daa42e6b4a1f0fea07e20150,yes,cex1000_27cf8b363b9901852143d56b,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
935,cex1000_2e320a5a78bb2a17f7612c6f,doc_8ee44f2ce85ee94390653190,ttd_126ef91d167db28c46cdd96e,pr_88facb1fdf3223e30f473b47,sr_260724c26e188d0d678ead2d,NSCQ-OH-20260720-0816,TRI-bdcab50e4f5e24cc4aac,VER-3151dac5b36441c8bc01,OH,West Chester,TOWNSHIP OF WEST CHESTER,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0320_sr_260724c26e188d0d678ead2d.pdf,f978cbde0ecc980c6bb10d7adbfbe14b69cf106c903e727eaf9e8a70cdeb266d,54,present,possible,p2,"13,30",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW,match_daa42e6b4a1f0fea07e20150,yes,cex1000_27cf8b363b9901852143d56b,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
936,cex1000_27cf8b363b9901852143d56b,doc_44b81a6f7d6c7eb17f025bf7,ttd_7ccbb2f9fd94160a4835bfa7,pr_eb86039f87bd3382f9042e4d,sr_0b754dc710006d50c6b04a22,NSCQ-OH-20260720-0817,TRI-52364f7aff2d88050cee,VER-d68135109d9b59bc4f37,OH,West Chester,TOWNSHIP OF WEST CHESTER,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0280_sr_0b754dc710006d50c6b04a22.pdf,779d833848df74dbfce5c84f4012ed56099f320fe5063260f88f58f9da8436fa,84,present,possible,p2,"29,43,47,83",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW,match_daa42e6b4a1f0fea07e20150,yes,cex1000_27cf8b363b9901852143d56b,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
937,cex1000_84678c8f9334546f5be65ec7,doc_b6c7282d7c6651c527d6b768,ttd_ae52d610ae1923967bb7069d,pr_6c97e29129e763c3d87adefa,sr_9df35fba75a39c8c55470875,NSCQ-OH-20260720-0118,TRI-76b6f5d22c601e3573fb,VER-8ee62918f49989d9efd1,OH,Westlake,CITY OF WESTLAKE,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0282_sr_9df35fba75a39c8c55470875.pdf,a6236e2a9707974031b57057ef02623236ab2314fed3bb7dfe135523755f4028,34,present,likely,p1,"5,12,16,18,19,33",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_078456c98b9c4332b8e6fd25,yes,cex1000_5e4b4eb449f4a2179ecfeb96,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
