non_base_wage_observation_id,extraction_case_id,document_identity_id,text_table_detection_id,source_review_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,contract_period_start,contract_period_end,page_number,non_base_wage_type,value_text,effective_date,eligibility_or_implementation_rule,bounded_evidence_pointer,confidence,reason_code,qa_status
nobs_dff0990e4d9c2352de911436,cexrem_d22a427f1ffc512a8e4d08fe,doc_ba15dfd9059587d06930c465,ttd_e1c3bde1a274e50964a3265a,sr_5a6a67a9f574af8ccbbb5bee,NSCQ-WA-20260720-0101,WA,Walla Walla,CITY OF WALLA WALLA,police,cba,,,12,leave,Bereavement leave… up to forty (40) hours per occurrence… immediate family; up to twenty-four (24) hours… cousins; and… ,,Up to forty (40) hours immediate family; up to twenty-four (24) hours for cousins; up to eight (8) hours for close friends and acquaintances (close friends/acquaintances),tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0444_sr_5a6a67a9f574af8ccbbb5bee.pdf#page=12,unknown,FC_BEREAVEMENT_HOURS_LIMITS,needs_review
nobs_73c3dd92e2ca33c134c28861,cexrem_d22a427f1ffc512a8e4d08fe,doc_ba15dfd9059587d06930c465,ttd_e1c3bde1a274e50964a3265a,sr_5a6a67a9f574af8ccbbb5bee,NSCQ-WA-20260720-0101,WA,Walla Walla,CITY OF WALLA WALLA,police,cba,,,13,overtime,Upon… termination… compensated at their current rate of pay for all accrued compensatory time,,"Upon thirty (30) days advance written notice from the employee, up to a maximum of eighty (80) hours of accrued compensatory time shall be paid out at the straight time rate in the May payroll and the November payroll",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0444_sr_5a6a67a9f574af8ccbbb5bee.pdf#page=13,unknown,FC_COMP_TIME_PAYOUT_STRAIGHT_TIME_AND_CE,needs_review
nobs_948f684af829b9e1e26deb20,cexrem_d22a427f1ffc512a8e4d08fe,doc_ba15dfd9059587d06930c465,ttd_e1c3bde1a274e50964a3265a,sr_5a6a67a9f574af8ccbbb5bee,NSCQ-WA-20260720-0101,WA,Walla Walla,CITY OF WALLA WALLA,police,cba,,,17,overtime,Recognized holiday… paid at the overtime rate for all hours worked; overtime rate for the first eight hours; excess of (,,Hours worked on the holiday in excess of eight (8) hours paid at two and one-half (2-1/2) times the employee’s hourly rate of base salary plus all FLSA defined premiums; see overtime definition,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0444_sr_5a6a67a9f574af8ccbbb5bee.pdf#page=17,unknown,FC_HOLIDAY_OVERTIME_1ST8_2_5X_EXCESS_8X,needs_review
nobs_0bb880d2771af0250c8fcbc4,cexrem_3563a7eda2480dafb04cff50,doc_d5f7f25a56eac803ffb0b880,ttd_8d45e8ef7f75464dfda6333a,sr_985cd9c20a9876a044929df6,NSCQ-WA-20260720-0208,WA,Yelm,CITY OF YELM,non_safety,cba,,,9,overtime,one and one-half (1 1/2) the regular rate of pay for call-back/call-out when subject to call-back/call-out within four (,,"Call-back/call-out: if an employee is subject to call-back/call-out within four (4) hours before and continuing into the employee's regularly scheduled work period, overtime is paid for the actual time worked prior to the commencement of (o",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0459_sr_985cd9c20a9876a044929df6.pdf#page=9,medium,OVERTIME_RATE_CALLED_OUT_1_5_REGULAR,provisional_unverified
nobs_f81a6c8a7e53397e42031259,cexrem_3563a7eda2480dafb04cff50,doc_d5f7f25a56eac803ffb0b880,ttd_8d45e8ef7f75464dfda6333a,sr_985cd9c20a9876a044929df6,NSCQ-WA-20260720-0208,WA,Yelm,CITY OF YELM,non_safety,cba,,,9,overtime,compensatory time off in lieu of cash overtime payment,,Employees working overtime may elect compensatory time off in lieu of cash; election is made for time off for each overtime hour worked; employees may accumulate up to a maximum of (value not visible).,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0459_sr_985cd9c20a9876a044929df6.pdf#page=9,medium,COMP_TIME_IN_LIEU_OF_CASH_OVERTIME,provisional_unverified
nobs_e17ea3abbcd4f96d79d24ae1,cexrem_3563a7eda2480dafb04cff50,doc_d5f7f25a56eac803ffb0b880,ttd_8d45e8ef7f75464dfda6333a,sr_985cd9c20a9876a044929df6,NSCQ-WA-20260720-0208,WA,Yelm,CITY OF YELM,non_safety,cba,,,9,uniform_or_equipment,$600.00 for work boots provided on an annual basis,,"On an annual basis, the Employer provides $600.00 for work boots; also references allowance for personal protective equipment (e.g., safety vests, safety glasses, hard hats).",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0459_sr_985cd9c20a9876a044929df6.pdf#page=9,medium,ANNUAL_WORK_BOOTS_AND_PPE_ALLOWANCE,provisional_unverified
nobs_e5b54e3f03f4e3817472e18a,cexrem_c6f4c0fc8679e7e37f3cd915,doc_2021f62a1c7d6c3421b933ff,ttd_20a86ca2f4ccc329c4d54b75,sr_d805035b64eb0305e27da0ed,NSCQ-WI-20260720-0007,WI,Appleton,CITY OF APPLETON,police,cba,,,6,overtime,Court pay: three (3) hours straight time plus time and one-half; may be paid out or banked as compensatory time,,For time worked (court pay); may be paid out and/or banked as compensatory time,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0055_sr_d805035b64eb0305e27da0ed.pdf#page=6,medium,ARTICLE_4_OVERTIME_COURT_PAY_THREE_HOURS,provisional_unverified
nobs_bc692362b23039fe3b293bfc,cexrem_c6f4c0fc8679e7e37f3cd915,doc_2021f62a1c7d6c3421b933ff,ttd_20a86ca2f4ccc329c4d54b75,sr_d805035b64eb0305e27da0ed,NSCQ-WI-20260720-0007,WI,Appleton,CITY OF APPLETON,police,cba,,,6,overtime,Re-call pay: three (3) hours straight time plus time and one-half; may be paid out or banked as compensatory time,,For re-call time worked; may be paid out and/or banked as compensatory time,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0055_sr_d805035b64eb0305e27da0ed.pdf#page=6,medium,ARTICLE_4_OVERTIME_RECALL_PAY_THREE_HORS,provisional_unverified
nobs_0f31377f6ed35f727d551c83,cexrem_c6f4c0fc8679e7e37f3cd915,doc_2021f62a1c7d6c3421b933ff,ttd_20a86ca2f4ccc329c4d54b75,sr_d805035b64eb0305e27da0ed,NSCQ-WI-20260720-0007,WI,Appleton,CITY OF APPLETON,police,cba,,,6,overtime,Court cancellation: three (3) hours straight time pay; may be paid out or banked as compensatory time,,For court cancellation; may be paid out and/or banked as compensatory time,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0055_sr_d805035b64eb0305e27da0ed.pdf#page=6,medium,ARTICLE_4_OVERTIME_COURT_CANCELLATION_TH,provisional_unverified
nobs_00058dfb6aaf3b1602323d8f,cexrem_c6f4c0fc8679e7e37f3cd915,doc_2021f62a1c7d6c3421b933ff,ttd_20a86ca2f4ccc329c4d54b75,sr_d805035b64eb0305e27da0ed,NSCQ-WI-20260720-0007,WI,Appleton,CITY OF APPLETON,police,cba,,,9,overtime,Canine handler allowance: entitlement to 20 minutes of overtime pay during scheduled work days if MEG supervisor is able,,Officer assigned as a canine handler of a dog owned by the MEG; on scheduled work days only if the MEG supervisor is unable to handler (text indicates substitute/coverage condition),tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0055_sr_d805035b64eb0305e27da0ed.pdf#page=9,low,ARTICLE_22_CANINE_HANDLER_20_MIN_OVERTIM,needs_review
nobs_7c0488c9b4923b0e3ccb1c15,cexrem_c6f4c0fc8679e7e37f3cd915,doc_2021f62a1c7d6c3421b933ff,ttd_20a86ca2f4ccc329c4d54b75,sr_d805035b64eb0305e27da0ed,NSCQ-WI-20260720-0007,WI,Appleton,CITY OF APPLETON,police,cba,,,9,overtime,Canine handler off-day entitlement: 20 minutes of overtime pay for each off day or leave day if MEG supervisor is unable,,Canine handler assigned to a MEG-owned dog; applies for each off day or leave day when MEG supervisor is unable to handler (coverage condition),tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0055_sr_d805035b64eb0305e27da0ed.pdf#page=9,low,ARTICLE_22_CANINE_HANDLER_OFF_DAY_OVERTI,needs_review
nobs_a32e4ff5b45537c8bbadb274,cexrem_dabb7f7637e1591d1c2c2188,doc_c6a0fb16decb026a42ba27d8,ttd_02459b2743e8a53fcd3d5c5b,sr_eaf17e918183d0809e540118,NSCQ-WI-20260720-0137,WI,Baraboo,CITY OF BARABOO,police,cba,,,64,leave,"up to six months of pay for military active duty per calendar year, less their earned military base pay (“offset pay”) ;",,"Special active duty pay such as hazard duty pay will not be used in calculating the employee’s military base pay. Active duty military leave in excess of six months per calendar year will be unpaid with no benefit accrual; for six months, “",tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0221_sr_eaf17e918183d0809e540118.pdf#page=64,medium,MIL_LEAVE_OFFSET_AND_UNPAID_AFTER_SIX,provisional_unverified
nobs_eff44a937d4c6e3c9c683a43,cexrem_dabb7f7637e1591d1c2c2188,doc_c6a0fb16decb026a42ba27d8,ttd_02459b2743e8a53fcd3d5c5b,sr_eaf17e918183d0809e540118,NSCQ-WI-20260720-0137,WI,Baraboo,CITY OF BARABOO,police,cba,,,64,other,"for six months per calendar year, employees on military active duty will continue to accrue their City benefits such as…",,"Accrues City benefits (e.g., vacation days, health insurance and pension contributions) while on active duty for up to six months per calendar year; beyond six months is unpaid with no benefit accrual.",tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0221_sr_eaf17e918183d0809e540118.pdf#page=64,medium,MILITARY_ACTIVE_DUTY_BENEFIT_ACCRUAL_UPT,provisional_unverified
nobs_e0bea6dcc27a68b9f5069135,cexrem_ca0d5f30d7cda48e495d6181,doc_1e911e1ecf70140d8f93b886,ttd_7b763574e40162173a74b2f4,sr_cfe0288a0c274c41ff8e8c99,NSCQ-WI-20260720-0049,WI,Brookfield,CITY OF BROOKFIELD,fire,cba,,,4,leave,time from duty without deduction from pay,,Association affairs/grievance and bargaining committee participation; meetings occur after 6:00 p.m.,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0052_sr_cfe0288a0c274c41ff8e8c99.pdf#page=4,medium,CBA_BERTH_TIME_NO_DEDUCTION_FROM_PAY,provisional_unverified
nobs_e6877be91076ab997108e9db,cexrem_ca0d5f30d7cda48e495d6181,doc_1e911e1ecf70140d8f93b886,ttd_7b763574e40162173a74b2f4,sr_cfe0288a0c274c41ff8e8c99,NSCQ-WI-20260720-0049,WI,Brookfield,CITY OF BROOKFIELD,fire,cba,,,5,leave,temporarily excused from duty to attend negotiation session (association representatives),,Not more than four (4) representatives; must secure consent of the Chief (or officer in charge if Chief unavailable); consent not unreasonably withheld; remain subject to call to duty from each bargaining session if needed.,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0052_sr_cfe0288a0c274c41ff8e8c99.pdf#page=5,medium,CBA_LIMITED_PAID_TIME_FOR_NEGOTIATIONS,provisional_unverified
nobs_4fc9fcd078f08e0baf90224b,cexrem_a5efa0dc76d8acf54ebc4458,doc_61a0f4d0196ec9e143acea82,ttd_32d572c64ae6688175770bd1,sr_e3384347286b4277ad2777fa,NSCQ-WI-20260720-0048,WI,Brookfield,CITY OF BROOKFIELD,police,cba,,,10,stipend,"$1,000.00 retention pay on the payroll check covering November 1st for 2023; pro-rata share if retirement prior to these","payroll check covering November 1, 2023","All employees receive; if an employee retires prior to these dates within the calendar year, they receive a pro-rata share based on the date of exit.",tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0009_sr_e3384347286b4277ad2777fa.pdf#page=10,high,RETENTION_PAY_NOV_1_2023,provisional_unverified
nobs_075f36f6647dcffa218c19f0,cexrem_a5efa0dc76d8acf54ebc4458,doc_61a0f4d0196ec9e143acea82,ttd_32d572c64ae6688175770bd1,sr_e3384347286b4277ad2777fa,NSCQ-WI-20260720-0048,WI,Brookfield,CITY OF BROOKFIELD,police,cba,,,10,stipend,$500.00 retention pay on the payroll check covering November 1st for 2026; pro-rata share if retirement prior to these,"payroll check covering November 1, 2026","All employees receive; if an employee retires prior to these dates within the calendar year, they receive a pro-rata share based on the date of exit.",tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0009_sr_e3384347286b4277ad2777fa.pdf#page=10,high,RETENTION_PAY_NOV_1_2026,provisional_unverified
nobs_eaf722e487283ec20306ca0c,cexrem_a5efa0dc76d8acf54ebc4458,doc_61a0f4d0196ec9e143acea82,ttd_32d572c64ae6688175770bd1,sr_e3384347286b4277ad2777fa,NSCQ-WI-20260720-0048,WI,Brookfield,CITY OF BROOKFIELD,police,cba,,,20,healthcare_contributions,"Sick leave contribution of 32% of earned but unutilized sick leave in the prior calendar year, to a maximum of 30 hours;",deposit no later than April 1st of the current year (as soon as administratively,For employees with required sick leave balance threshold (balance of 500 hours as of January 1 of the prior calendar year).,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0009_sr_e3384347286b4277ad2777fa.pdf#page=20,medium,SICK_LEAVE_CONTRIBUTION_TO_PLAN,provisional_unverified
nobs_a9a6361ba4d496fa4d595028,cexrem_a5efa0dc76d8acf54ebc4458,doc_61a0f4d0196ec9e143acea82,ttd_32d572c64ae6688175770bd1,sr_e3384347286b4277ad2777fa,NSCQ-WI-20260720-0048,WI,Brookfield,CITY OF BROOKFIELD,police,cba,,,20,leave,Bereavement leave: maximum of three (3) days absence from work with pay for death in immediate family; and one (1) day's,,Allowed with pay; rules consider death/funeral date and location and responsibilities; also includes limits on being absent with pay more than twice in any calendar year (as stated).,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0009_sr_e3384347286b4277ad2777fa.pdf#page=20,medium,BEREAVEMENT_PAY_SECTIONS_12_01_12_02,provisional_unverified
nobs_a3ae9bed7850a8d2a83fd45c,cexrem_345ddbc6d8fa1ce549706c37,doc_fd15a611f08d47c15c6529be,ttd_87a0d4fde942f7a5a52e615f,sr_9cca204cd0096503685bf4dd,NSCQ-WI-20260720-0166,WI,Cudahy,CITY OF CUDAHY,fire,cba,,,21,longevity,Effective 1/1/24 longevity pay calculated on a per-year amount; computed by dividing 2920 hours to determine an hourly/l,1/1/24,Hourly longevity component added to the base rate of pay for hours worked.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0185_sr_9cca204cd0096503685bf4dd.pdf#page=21,medium,LONGEVITY_PAY_CALCULATION_BY_HOURS_DIVIS,provisional_unverified
nobs_9f5a539b4d64bc8c4674ecfb,cexrem_345ddbc6d8fa1ce549706c37,doc_fd15a611f08d47c15c6529be,ttd_87a0d4fde942f7a5a52e615f,sr_9cca204cd0096503685bf4dd,NSCQ-WI-20260720-0166,WI,Cudahy,CITY OF CUDAHY,fire,cba,,,22,uniform_or_equipment,Uniform allowance special pay changed from dollar amount to hourly rate.,1/1/24,Special pays reflect the new calculation of a pay rate rather than a dollar amount and are based on hours worked.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0185_sr_9cca204cd0096503685bf4dd.pdf#page=22,medium,UNIFORM_ALLOWANCE_CHANGED_TO_HOURLY_RATE,provisional_unverified
nobs_20c36e21cb3b1170d46859d1,cexrem_345ddbc6d8fa1ce549706c37,doc_fd15a611f08d47c15c6529be,ttd_87a0d4fde942f7a5a52e615f,sr_9cca204cd0096503685bf4dd,NSCQ-WI-20260720-0166,WI,Cudahy,CITY OF CUDAHY,fire,cba,,,22,education_or_certification,EMT certification / education special pays changed from dollar amount to hourly rate.,1/1/24,Special pays effective 1/1/24; calculated as an hourly pay rate based on hours worked.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0185_sr_9cca204cd0096503685bf4dd.pdf#page=22,medium,EDUCATION_OR_CERTIFICATION_CHANGED_TO_HO,provisional_unverified
nobs_0948d52094fd799072a665a8,cexrem_345ddbc6d8fa1ce549706c37,doc_fd15a611f08d47c15c6529be,ttd_87a0d4fde942f7a5a52e615f,sr_9cca204cd0096503685bf4dd,NSCQ-WI-20260720-0166,WI,Cudahy,CITY OF CUDAHY,fire,cba,,,22,other,Fire inspector duty and mechanic special pays changed from dollar amount to hourly rate.,1/1/24,Special pays effective 1/1/24; changed from dollar amount to hourly rate and tied to hours worked.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0185_sr_9cca204cd0096503685bf4dd.pdf#page=22,medium,SPECIAL_PAYS_FIRE_INSPECTOR_MECHANIC_TO,provisional_unverified
nobs_404ed335694b6f7d1677eaee,cexrem_345ddbc6d8fa1ce549706c37,doc_fd15a611f08d47c15c6529be,ttd_87a0d4fde942f7a5a52e615f,sr_9cca204cd0096503685bf4dd,NSCQ-WI-20260720-0166,WI,Cudahy,CITY OF CUDAHY,fire,cba,,,22,leave,Unused holiday pay increases: $350 to $400 (full holiday) and $150 to $200 (half holiday).,,Proposed change for unused holidays.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0185_sr_9cca204cd0096503685bf4dd.pdf#page=22,high,UNUSED_HOLIDAY_PAY_AMOUNTS_FULL_AND_HALF,provisional_unverified
nobs_841974eecffbe296b4d51fe4,cexrem_c53ae478fd7daa873f4bfca4,doc_a03fe2bac35bca083b0e9f01,ttd_e58c52b7c5178597d281629f,sr_38575ba9cc51ae5d0fc161a2,NSCQ-WI-20260720-0165,WI,Cudahy,CITY OF CUDAHY,police,cba,,,25,uniform_or_equipment,One-twelfth (1/12) of the prevailing unpaid annual uniform allowance of $825.00 per full month of employment (in the yeа,,Uniform allowance calculation stated for employment in the year of termination.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0003_sr_38575ba9cc51ae5d0fc161a2.pdf#page=25,medium,P25_C_1_12_UNIFORM_ALLOWANCE_825,provisional_unverified
nobs_97375ae7fd63286e1648aa54,cexrem_c53ae478fd7daa873f4bfca4,doc_a03fe2bac35bca083b0e9f01,ttd_e58c52b7c5178597d281629f,sr_38575ba9cc51ae5d0fc161a2,NSCQ-WI-20260720-0165,WI,Cudahy,CITY OF CUDAHY,police,cba,,,25,overtime,Accumulated earned overtime paid at the rates set forth in this Agreement,,Termination/benefit payout includes earned accumulated overtime payable per Agreement overtime rates.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0003_sr_38575ba9cc51ae5d0fc161a2.pdf#page=25,medium,P25_OVERTIME_RATES_SET_FORTH,provisional_unverified
nobs_6e10052fc96ecf4c66e39ec5,cexrem_c53ae478fd7daa873f4bfca4,doc_a03fe2bac35bca083b0e9f01,ttd_e58c52b7c5178597d281629f,sr_38575ba9cc51ae5d0fc161a2,NSCQ-WI-20260720-0165,WI,Cudahy,CITY OF CUDAHY,police,cba,,,25,leave,A “day” computed as an eight (8) hour day for sick leave benefit purposes,,Defines how a sick leave “day” is computed for the referenced paragraph.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0003_sr_38575ba9cc51ae5d0fc161a2.pdf#page=25,medium,P25_SICK_LEAVE_DAY_8_HOUR_DEFINITION,provisional_unverified
nobs_c8b718c48fc5af70084dabca,cexrem_c53ae478fd7daa873f4bfca4,doc_a03fe2bac35bca083b0e9f01,ttd_e58c52b7c5178597d281629f,sr_38575ba9cc51ae5d0fc161a2,NSCQ-WI-20260720-0165,WI,Cudahy,CITY OF CUDAHY,police,cba,,,25,leave,Employees may receive lump sum payout of accumulated sick leave upon separation/retirement as referenced in the severed/,,Termination section describes payout of accumulated sick leave/other benefits under the Agreement (text references lump sum payment timing under Wisconsin law).,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0003_sr_38575ba9cc51ae5d0fc161a2.pdf#page=25,low,P25_SICK_LEAVE_LUMP_SUM_TIMING_REFERENCE,needs_review
nobs_67662b6956fa061e2c5b4432,cexrem_c53ae478fd7daa873f4bfca4,doc_a03fe2bac35bca083b0e9f01,ttd_e58c52b7c5178597d281629f,sr_38575ba9cc51ae5d0fc161a2,NSCQ-WI-20260720-0165,WI,Cudahy,CITY OF CUDAHY,police,cba,,,24,leave,Sick leave payout at retirement: accrue up to 408 days; first 45 days commencing in 1998; plus 1 sick leave day of pay 1,,Retirement sick leave benefit rules including maximum payout of 66 days.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0003_sr_38575ba9cc51ae5d0fc161a2.pdf#page=24,medium,P24_RETIREMENT_SICK_LEAVE_408_45_66_RULE,provisional_unverified
nobs_a41dbee6dcdd49faba75d010,cexrem_9112047327500aa6db229601,doc_ef55982162c7f82d3c46c487,ttd_523a6b54f524ba5287708901,sr_93c387c64fe61d3e043a0574,NSCQ-WI-20260720-0100,WI,De Pere,CITY OF DE PERE,fire,cba,,,12,education_or_certification,"reimbursed for actual tuition and book expenses up to $1,500 upon successful completion of initial paramedic training",,reimbursement conditioned on written authorization to deduct entire reimbursement amount from employee paycheck(s) if employee leaves City within three (3) years of completion,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0014_sr_93c387c64fe61d3e043a0574.pdf#page=12,medium,PARAMEDIC_TRAINING_REIMBURSEMENT_UP_TO_1,provisional_unverified
nobs_cb160c106e2f5afabbab423b,cexrem_9112047327500aa6db229601,doc_ef55982162c7f82d3c46c487,ttd_523a6b54f524ba5287708901,sr_93c387c64fe61d3e043a0574,NSCQ-WI-20260720-0100,WI,De Pere,CITY OF DE PERE,fire,cba,,,12,other,"$200 lump sum payment on the first regular payroll after January 1, 2014 for all current non-probationary employees","January 1, 2014","all current non-probationary employees; first regular payroll after January 1, 2014",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0014_sr_93c387c64fe61d3e043a0574.pdf#page=12,medium,SUPPLEMENTAL_LUMP_SUM_200,provisional_unverified
nobs_bb12cd79fcd05cfc7d4e14f6,cexrem_9112047327500aa6db229601,doc_ef55982162c7f82d3c46c487,ttd_523a6b54f524ba5287708901,sr_93c387c64fe61d3e043a0574,NSCQ-WI-20260720-0100,WI,De Pere,CITY OF DE PERE,fire,cba,,,12,other,"$700 lump sum payment to each of four past retirees on the first regular payroll following January 1, 2014","January 1, 2014",four past retirees; payment documented on Form 1099 for tax purposes,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0014_sr_93c387c64fe61d3e043a0574.pdf#page=12,low,SUPPLEMENTAL_LUMP_SUM_700_RETIREES_4,needs_review
nobs_ac03108c5a8a7101a8a1ea6f,cexrem_9112047327500aa6db229601,doc_ef55982162c7f82d3c46c487,ttd_523a6b54f524ba5287708901,sr_93c387c64fe61d3e043a0574,NSCQ-WI-20260720-0100,WI,De Pere,CITY OF DE PERE,fire,cba,,,14,benefits,"Flexible Benefit Plan referenced as provided by Title 26, U.S.C., Section 125",,plan administration referenced; eligibility/terms not provided in visible snippet,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0014_sr_93c387c64fe61d3e043a0574.pdf#page=14,low,FLEXIBLE_BENEFIT_PLAN_SEC125_REFERENCE,needs_review
nobs_d6049e3a4e930dbd42ff8624,cexrem_9112047327500aa6db229601,doc_ef55982162c7f82d3c46c487,ttd_523a6b54f524ba5287708901,sr_93c387c64fe61d3e043a0574,NSCQ-WI-20260720-0100,WI,De Pere,CITY OF DE PERE,fire,cba,,,14,longevity,longevity pay beginning with the first month after qualification,,qualification rules referenced for receiving longevity pay (based on duty days/hours for approved leave or hours actually worked/approved leave),tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0014_sr_93c387c64fe61d3e043a0574.pdf#page=14,low,LONGEVITY_PAY_QUALIFICATION_RULES_ONLY,needs_review
nobs_1d251d1c359b0c37b7b51152,cexrem_1be33ab4b1e606d81a875f63,doc_31f5d1ee2fed022451ab7a74,ttd_ec683f1d74c1b568637d0d37,sr_d842c8e586cc852c6851a14b,NSCQ-WI-20260720-0070,WI,Fitchburg,CITY OF FITCHBURG,police,cba,,,12,other,payout of accrued sick leave (amount equivalent to the value of unused sick leave),,"Upon termination of employment for reasons other than retirement, death, or permanent disability; payout or apply accrued sick leave to payment of health insurance premiums",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0438_sr_d842c8e586cc852c6851a14b.pdf#page=12,medium,SLLLEAVE_PAYOUT_RULE_PRESENT,provisional_unverified
nobs_20dfdfde1fe2431a9d3c1d94,cexrem_1be33ab4b1e606d81a875f63,doc_31f5d1ee2fed022451ab7a74,ttd_ec683f1d74c1b568637d0d37,sr_d842c8e586cc852c6851a14b,NSCQ-WI-20260720-0070,WI,Fitchburg,CITY OF FITCHBURG,police,cba,,,12,healthcare_contributions,apply accrued sick leave funds to the payment of health insurance premiums,,Alternative to sick leave payout amount; tied to termination reasons and eligible accrued sick leave,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0438_sr_d842c8e586cc852c6851a14b.pdf#page=12,medium,SICK_LEAVE_TO_HEALTH_PREMIUM_OPTION,provisional_unverified
nobs_3726af67c1a60099e43ba5fc,cexrem_1be33ab4b1e606d81a875f63,doc_31f5d1ee2fed022451ab7a74,ttd_ec683f1d74c1b568637d0d37,sr_d842c8e586cc852c6851a14b,NSCQ-WI-20260720-0070,WI,Fitchburg,CITY OF FITCHBURG,police,cba,,,12,leave,Bereavement leave: 3 days / 2 days / 1 day (without loss of pay),,In the event of death of spouse/domestic partner/mother/father/brother/sister/son/daughter/grandchild (and like step relations): 3 days; brother-in-law or grandparent-in-law: 1 day; charged against accrued sick leave,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0438_sr_d842c8e586cc852c6851a14b.pdf#page=12,high,BEREAVEMENT_LEAVE_WITHOUT_LOSS_OF_PAY,provisional_unverified
