rescue_id,normalized_record_id,municipality,state,reason
B4X2500RESCUE-07def2575642c1e155ffbc19,B4X2500NORM-ba43d0d78df32877cf7ac1a5,Camillus,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-2be2d555e4a092957f598239,B4X2500NORM-ba4c937ed729bffa0e1b15c6,Arnoldsville,GA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-2d23ce5aa388ed6d2406ca74,B4X2500NORM-ba5941c72006b88f7e6076ba,Gloucester,NJ,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-01f3f1351f8b16dba17219cb,B4X2500NORM-ba69f04b23e9e829e09a67a2,Dos Palos,CA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-cd040d7f1ececa7e2c011785,B4X2500NORM-ba72d8133eff34d525b83da9,Fletcher,VT,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-dc61be10a510ecba60ef7785,B4X2500NORM-ba7708343fb872c428f6e591,Kittanning,PA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-86b11ce9295cabc2d67e64c5,B4X2500NORM-ba7ac1a67772cd9e351b3b10,Newcastle,ME,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-e86f4df43cebf759c3031040,B4X2500NORM-ba7d1673d93a5b7d5cfb3e53,Rogers City,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-b550b0c1fb80c7f9bbb09d59,B4X2500NORM-ba7d274888ee883719ebb5b3,Auburndale,WI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-bd5488bf97f1f0b6b3e33063,B4X2500NORM-ba8a2a60701fe18afefac231,Kennebec,SD,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-eaf724ff99707022323783af,B4X2500NORM-ba8b3c3195c6d0bb712b077b,Hubbard,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-491bfabfc2f6eb770ae995b1,B4X2500NORM-ba8e6483fba67a05840d1fdd,Sand City,CA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-5007b31260baa1020858d656,B4X2500NORM-ba9e83ffc4090384bc58c117,Fort Gratiot charter,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-75a74231989945e2a6212008,B4X2500NORM-ba9f6bb6529c87db325c6171,Delhi,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-f32677cbf40f295b047757ef,B4X2500NORM-bab1fd96337683939c0c430a,Highwood,IL,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-a9e8bce77b3b998d5df32a04,B4X2500NORM-bab35a7f4190888172373822,Vershire,VT,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-2cdc985925dbdc8c933ee44f,B4X2500NORM-babcff52097622d10dfc3094,Larchmont,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-8800f2d0855dca9f7e44462f,B4X2500NORM-bac6651445302c2e30e87fa1,Mullen,NE,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-5a0809794041960003dba4f3,B4X2500NORM-bac70e6ec498c344d0b8985c,Delhi,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-423ed137f0823886d95b7d3e,B4X2500NORM-bad4eb21c6cfe7308cabfec8,Southampton,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-9f017c0b8699e0beb66995e6,B4X2500NORM-bada75a86e2217cde61a8688,Social Circle,GA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-cbb19ade1737bde531e22560,B4X2500NORM-bae8ab9f599e6adb9033dcd8,Lamberton,MN,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-a48463d9e4dd47e317f1c8e3,B4X2500NORM-baef273271633c065be0d3e4,Whitpain,PA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-2ea0b7fae8084f872a6cc5cd,B4X2500NORM-baf34ce3c9c8f5aa5efe1858,Tryon,NC,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-a8b2c15a328724679d3535b2,B4X2500NORM-bb34452ef02a873ca7814452,Shreve,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-5903bfe0e490a74c59921b38,B4X2500NORM-bb344b4109a69b943763041b,Gun Barrel City,TX,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-8cce730f890cca2e9e9750d7,B4X2500NORM-bb34f24ca6aa3eca4424b54f,New Hartford,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-e2a52ffe6971541328fd339a,B4X2500NORM-bb39975f72625f78e23d9ef0,Balcones Heights,TX,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-42d23ba774fbb45c4c9db043,B4X2500NORM-bb4b547ee27f18c3792ecf82,Bradford,ME,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-fbdae5f0612e2e10ff9f48db,B4X2500NORM-bb4fad841833ddeef151165e,Milan,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-0ef9539c01a42d902e89877f,B4X2500NORM-bb57f8a8f789f7e72b7d2014,Lake Mills,IA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-05eaa9da191cec0cdeb25a61,B4X2500NORM-bb7d12c60686dab8b1185e43,Alden,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-c4a1d36c6c96500568a55413,B4X2500NORM-bb90da7bb1b7dd65e6e710f3,Shreve,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-ff651c48b91942aebe14cb7c,B4X2500NORM-bb9d12565d2cc623284e7be9,Langford,SD,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-579645fc80da73bf3bdadc8f,B4X2500NORM-bba71cc2c8591505a7990d4e,North Brunswick,NJ,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-3a0e6b54ab1f533184b387a7,B4X2500NORM-bbad3d450d40c06ecf76bf11,Bladenboro,NC,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-1490b32ce6801007ba46d706,B4X2500NORM-bbad6f2ae0d1599710b67058,Algonac,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-f284ff9d977da4c9df951009,B4X2500NORM-bbbde086ddd36aa6e7edbdd7,Flandreau,SD,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-49c310cae4a9ab456f6cc496,B4X2500NORM-bbc1644555b30559593b8d55,Upper,NJ,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-d12a7a796cb63a39fba47e40,B4X2500NORM-bbd5c485dd8c0e3fd416b9b5,Springfield,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-380122b266f0ee4c9f29089d,B4X2500NORM-bbe8fabf3ba6919a11aafe7d,Grand Island,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-cd7fc1965e0ab8ffdda7c5fe,B4X2500NORM-bbebeba06a4830f5a05d49f9,Fort Gratiot charter,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-faae198952dcd1f8801979ed,B4X2500NORM-bbf604cf21ed7ed8ce99da8c,Blue Earth,MN,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-40c406ce261b207fb3d1e1cf,B4X2500NORM-bbf80da3a5dff58814d736db,Siler City,NC,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-9ca016aafe0982f3f51872aa,B4X2500NORM-bc0ccd9e182ea4aa9d193d5d,Eskridge,KS,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-58630e58d308a23c9aa6e50e,B4X2500NORM-bc1192c1888f1465cd7da159,Alburtis,PA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-3a4ad9d0bf7b0c6d26be3b7b,B4X2500NORM-bc12c64b1876994e341e26f6,Independence charter,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-b3bb3e0f9b3a392e8c85f3f6,B4X2500NORM-bc20a8ea071ead3cd410d971,Dos Palos,CA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-f0dc7081088235f778ade0e3,B4X2500NORM-bc335741596dabcb64b7332b,Lathrup Village,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-e531a55fe09743d3c57f097d,B4X2500NORM-bc36b7d45468e23aa478d12e,Lake Orion,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-5afb68adb3a58c98a2eac288,B4X2500NORM-bc48879a1243eeab7c595302,Buda,TX,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-fbfb931025fc6efd0c8ee2d5,B4X2500NORM-bc5f4b73b554bbf3dc0f0f0f,Fletcher,VT,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-4e6f8fed21c48c893c25d503,B4X2500NORM-bc5f582aec18a96144dc5bcf,Casey,IL,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-d18a0f60ce7e13ba900bb252,B4X2500NORM-bc6381850d2593bef6c5991b,Watkins Glen,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-9f7579de3e88162b7cdf7c7d,B4X2500NORM-bc68c123eac3c314f89c8577,Hayti,SD,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-09c595646f6bcea27b944925,B4X2500NORM-bc6c6374dca6e1846e3f3bbf,Barrington Hills,IL,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-2d063871910db65239cc0f5e,B4X2500NORM-bc7e1a4ef74b8874b58aadb4,Williamston,NC,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-86d983df94ff8c6773076336,B4X2500NORM-bc837dba8212043649c59356,Flora,IL,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-1159e2217ed68e4654f393d9,B4X2500NORM-bc8a1c8a4f6f56b6d763e90e,Southern Shores,NC,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-0ca8fedd6d68d4fdfe0e8807,B4X2500NORM-bc8f6e35d692713edb8095f4,Glendale,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-0aa7cc7bed761c80fe7faaf3,B4X2500NORM-bca4ec7ffb7834674190bab5,Clayton charter,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-4c51f215c72c49d93846e496,B4X2500NORM-bca8dec2b5cb46b466ca0081,Northfield,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-66210eded3744845dafec095,B4X2500NORM-bca922cb23fd72e2a05a7b4e,Carmel-by-the-Sea,CA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-8143b06933a9220a01b69710,B4X2500NORM-bcba887422fc063a2f800870,Petersburg,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-e373fa82df28f5177d9b0eac,B4X2500NORM-bcbcb8b2afa1c002cbd1b6a0,Stanfield,NC,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-5cee33a93ae2b4fe3be1446c,B4X2500NORM-bcc85fd297b60d41f142fb7e,Kingsville,TX,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-1666f516dfd8d70f3087b07e,B4X2500NORM-bcd9f8c43010070c5d4ca476,Paynesville,MN,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-e62f3d155704dff6e2a5731a,B4X2500NORM-bcdc74dd1c405b5025a8ecc2,River Forest,IL,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-4fd14d553e1f223605933d94,B4X2500NORM-bce139fabd015c0905af6506,Colfax,IA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-0fe0ac5ace0287201299be7b,B4X2500NORM-bcff8fbc298d7d03747dc0fa,Pownal,ME,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-41496b5ffc431802556f1f3d,B4X2500NORM-bd08c0d5a41b2a718d49a545,Louisa,KY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-358b564dec74029a37b5be63,B4X2500NORM-bd0a87ef64073b950a00eb98,Lakeport,CA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-5bc769e79a7ba649471df0ec,B4X2500NORM-bd0df2ddd9b716d1569a0196,Magnolia,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-afbef46f104a15077cf7120c,B4X2500NORM-bd1dc48ee99de29c38021228,Springville,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-27ea710c58a505b51557db75,B4X2500NORM-bd1fc2998591ef42075dc882,Union,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-c26f8af734723f354fba42d5,B4X2500NORM-bd20f995e156bdb94c33da92,Grand Rapids charter,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-d7cc872472c480b86d8c694b,B4X2500NORM-bd2dcd4b388597f600e8e046,Manzanita,OR,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-8d0bd2ea9128f85d7e7c5659,B4X2500NORM-bd2e4987e2ac7a2b63a639c1,Stevensville,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-31a9fa549136f28e5b050cdf,B4X2500NORM-bd2f550d60bf4b59b37abb61,East Hampton,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-130dd59a25507e9bfe53f4ab,B4X2500NORM-bd35469fc893555a1301dbb6,Bainbridge,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-15737a244716aeabf879585c,B4X2500NORM-bd3a8ddee78d730736ba7224,Heath,TX,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-39fb31ec2afe6eff76869e79,B4X2500NORM-bd56593403e9fdbc332134ef,Eastchester,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-fe385988f1a366ab377a66ff,B4X2500NORM-bd5ecaa6a8b9aaf4bb5aa31b,Mexico Beach,FL,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-78a3f1ee14b0f07301cd8092,B4X2500NORM-bd6487cf4f63d3f9a76c99f9,Gates Mills,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-afcbcc7d98a5d1e484cd3ffa,B4X2500NORM-bd72ed9435de7c49aab21d8f,Loachapoka,AL,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-e321d4a6a11ae869b1f0d33b,B4X2500NORM-bda4f988c24f992d566cfcc3,Beecher,IL,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-d1fb966b05fdc7c9205675f4,B4X2500NORM-bda7231e04f49647bf3d2762,Nimishillen,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-5d78ef75a2650fa6612e7171,B4X2500NORM-bdb38f06c41e7fa1105e7705,Fingal,ND,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-a4f2fb217f9471b9df1f5402,B4X2500NORM-bdce7b5276a13e8f8ec1946f,North Wilkesboro,NC,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-90f2767730532d210869688f,B4X2500NORM-bdd0b161b9038057478e20ab,Mullen,NE,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-6660fdd0e3410a1c19644cdb,B4X2500NORM-bdd414e1aabf8ee9535956ad,Olmsted,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-b137e0e050bbeb461e981c2c,B4X2500NORM-bddf7b8f8d9431430099ad8f,Cooperstown,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-ef42f0da70f1815d4c093f59,B4X2500NORM-bde47cfb3c262208fbed130c,Woodway,TX,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-cf0ab4832521ea39c9bf79f4,B4X2500NORM-be03078e8b3a5f1b62278f87,Port Lavaca,TX,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-8f6f0508723985760a7595cf,B4X2500NORM-be1fd57fc517e966f8a35bd6,Magnolia,NC,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-3729eff084ebf5ca257980f3,B4X2500NORM-be36b664cb16364209c26083,Cleveland,MN,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-02929ff9aab08614bfb2a267,B4X2500NORM-be46c195d742463a84e77bc5,Howland,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-61f0a378fa205b14c0564719,B4X2500NORM-be4da4969dd7c08a480814f4,Green Tree,PA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-009a01a7bfed3fbabdc49156,B4X2500NORM-be515e51f8df57a148f2529e,York charter,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-294a5e0754b4ee0ce40a2ac9,B4X2500NORM-be57c2dc60dd61b606f9efc2,Akron,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-21c6cd82956836e37784cb65,B4X2500NORM-be5a80ec30dc624e926b3323,Stoddard,WI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-96fb2c9896be5cf941ff814e,B4X2500NORM-be778e13082dc1b77ad79eea,Hancock,MA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-b313f2396b45b8b3ad243e7c,B4X2500NORM-be7d2a1be4897e27c623af61,Loachapoka,AL,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-cad25bc438db9321012694a7,B4X2500NORM-be8375f5c39a79e83fe18222,Goodrich,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-3c4c0ce74a7ba50a201532b1,B4X2500NORM-be8e72f532d139f1aa34e406,Hinckley,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-a990c52194f41f50f0862726,B4X2500NORM-bea1b5ccdd064d8437c50755,Jefferson,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-d8d25579f851b6beb09a846a,B4X2500NORM-beaa0e45e24c1583dd173315,Menands,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-c432f0f683f8ba418484e53a,B4X2500NORM-bee82cb7ede062a4fa167fac,Bradford,ME,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-68c3ffeb60eee5d3ec2e1f20,B4X2500NORM-bef76b81a5d64883792dfeaa,East Brewton,AL,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-b77b97e4b20234c1b5c7235c,B4X2500NORM-bf01c05413c2313880b36b0b,Silsbee,TX,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-e549591354549d46f6eec0ae,B4X2500NORM-bf07471d511e4d3fe32c3b9e,Blowing Rock,NC,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-689ab86821049a40d69e813f,B4X2500NORM-bf117bb77ac3aca835076241,Marathon City,WI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-0114996389f8cf2aa1916cc8,B4X2500NORM-bf194237390057e2f6074497,Jewell Junction,IA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-8438a7dd0fee16079fb07636,B4X2500NORM-bf1f418f73e21fd7ff133f14,Kings Point,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-9018fad257e1f2a9ac5ac0fb,B4X2500NORM-bf2950af21c3c7f0e028a9ab,Killington,VT,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-af51acd8fe779532834bb0bd,B4X2500NORM-bf2aca9ea363d6abdb4b44ce,Oak Park Heights,MN,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-1bee29ed295b8f932e7763f8,B4X2500NORM-bf36fd2346b6571f7793ca43,Astatula,FL,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-66d7d455d6c34a34f262d210,B4X2500NORM-bf46918e488d62fd084a64d4,Hilbert,WI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-1d5039e0d00adaec72d19bf6,B4X2500NORM-bf4f2ee4ef4173897b8f903e,Burnham,IL,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-1160cde741c5c8d7328b8b0b,B4X2500NORM-bf505a74df2a4673dc80ff95,Olney,IL,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-c55c7533fda7e08bd7ad7465,B4X2500NORM-bf6571d78255dfa28be7e5fe,Medina,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-b667a47f9594f1e895cc3496,B4X2500NORM-bf783dfa8a1f3336b8788a8c,Dale,IN,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-20effccbb72b18e342cc26ac,B4X2500NORM-bf7db70f77b15ce178ad3f1e,Bloom,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-4d1b7e24c28ed3f62cb63906,B4X2500NORM-bf85241e5ae115d30327d725,Colfax,CA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-2c6ab2a2da9bc78b02abae58,B4X2500NORM-bf87651141e60d0eff876597,Hilbert,WI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-31d98a48b99ede80460f8bf2,B4X2500NORM-bf9d8fe114796b134dfb6a43,Fountain Green,UT,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-d777392fa49ca4b9a86bb294,B4X2500NORM-bf9f3cd1e3fdd706a46914c7,Ravenna,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-427e2ad30c9076f89e844741,B4X2500NORM-bfba8162c9f6eab20d66c102,Alna,ME,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-16b1b786f5616ac59c1fea3b,B4X2500NORM-bfbf7783ee1be3149c7d4452,Springfield,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-3e66d5b2b2c51a01475356a7,B4X2500NORM-bfcc5398080a34b6033f32dc,Mocksville,NC,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-96fccf7e34ddb319dc48e60f,B4X2500NORM-bfd7be21c942eda9d6230955,Jamestown,NC,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-bc8dbd91928f8be2f6b729ee,B4X2500NORM-bfd9626f101f53a33932379f,Wawarsing,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-60a64e2c463708ed930c7e59,B4X2500NORM-bfdcc809c3974474e3def885,Ocean Ridge,FL,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-114888f6cfdd23d1bd26569b,B4X2500NORM-bfef50ca7db9c97193decfdb,Yadkinville,NC,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-64770bfcc5138a6401a83f20,B4X2500NORM-bffd3ee690be0dd2712d47f3,Middlesex,NC,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-c253c64a3539911b0e738fad,B4X2500NORM-c004ec03412bdb77c06efc31,Bedminster,NJ,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-e2423f2c15628ce029eb771b,B4X2500NORM-c0266567b4d1d3021cf56b32,Beecher,IL,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-6c346c0d5c5ac07f2cbfc66b,B4X2500NORM-c030edfdcc3f40239743d214,Readington,NJ,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-56afedeb4f441d631b39525d,B4X2500NORM-c03a50a98abf68d8385f268e,Walton,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-2737c11dbc633661a5ef68d9,B4X2500NORM-c04d4e2565981e568d6db56e,Golden Beach,FL,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-02fa9985c5d1720a83a57741,B4X2500NORM-c04e354435a4cc9fd4689a31,Melvern,KS,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-ee35c02c5850203e80a2e6b9,B4X2500NORM-c05a8ee60d490e13f28c5cd4,Olmsted,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-d979829310f1c84abe9a6bc3,B4X2500NORM-c07884c612ec686c6d72bbb1,East Jordan,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-59cd5e759833e6318f5ab6f3,B4X2500NORM-c078a392e25522f060ad7fa9,Chester,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-6594f5724d0e7abf77a248d7,B4X2500NORM-c078e235dea8b0d729bdd40d,Copley,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-3ed88fcc2b4cc2de39f1a739,B4X2500NORM-c080b9043c3467961e526934,Newburgh,ME,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-5a52f8425092c5ed08351900,B4X2500NORM-c085328d302f6e72673dfc79,Kahoka,MO,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-f130040527e6e3332da9c598,B4X2500NORM-c08ff39030463483589564da,Alpena,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-79d8d7aa74ed858ff9ae528c,B4X2500NORM-c09965286a4d59aa2bcd012b,Pleasant Ridge,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-9586359afce02f98dc3f780c,B4X2500NORM-c09bb008347686e86048b4c4,Bainbridge,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-de22202db099db5c72e4e2a6,B4X2500NORM-c0a0879b0ec13a1a94cd939e,Iron Gate,VA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
