candidate_id,lane_id,priority_tier,quality_label,source_url_or_locator,source_title,municipality,state,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,same_city_match_status,overlapping_cycle_status,verification_status,verification_reason,verification_timestamp,candidate_only_lineage_status
TS4L-411b5f2fb49c4eecee3c,lane_4,tier_b,verification_ready_medium,https://www.cityofhumbletx.gov/site/wp-content/uploads/2024/09/ADOPTED-BUDGET-Final-09.27.24.pdf,"City of Humble, TX — Adopted Budget Final 09.27.24 (FY 2024-2025 Adopted Budget PDF)",Humble,TX,safety_and_non_safety_compensation_units,Police / Fire / Fire Marshal (and other city personnel categories),,"Fiscal Year 2024-2025 (inferred from adopted budget dated 09/27/2024; typically Oct 1, 2024 – Sep 30, 2025)",2024-10-01,2025-09-30,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"Humble, TX match by document provenance (not verified as containing unit-specific tables)",Partially overlaps expected window (2014-2024) via document year 2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:11Z,verified_source_lead_not_downloaded
TS4L-41f85b2da7e722a849e2,lane_4,tier_b,verification_ready_medium,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2017/17-MED-09-1101.pdf,Perrysburg-OPBA - Patrol Officers - Final 4-13-2018 (SERB Contract PDF),Perrysburg,OH,safety_and_non_safety_compensation_units,Police Patrol Officers (OPBA),Ohio Patrolmen's Benevolent Association (OPBA) - Patrol Officers unit,Term not fully inferred from snippet; document dated 4/13/2018 (SERB contract PDF).,2018-01-01,2021-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"Perrysburg, OH match (City of Perrysburg).",Likely overlaps expected 2014-2024 window given 2018 document date (exact expiration not extracted).,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:54Z,verified_source_lead_not_downloaded
TS4L-425e0f812c6f90d84bbb,lane_4,tier_b,verification_ready_medium,https://municipalfinance.ri.gov/media/10196/download,"COLLECTIVE BARGAINING AGREEMENT — Town of Middletown and (Police) — July 1, 2021 through June 30, 2024",Middletown,RI,safety_and_non_safety_compensation_units,Public Safety (Police),"Middletown Fraternal Order of Police, Lodge #21","July 1, 2021 through June 30, 2024",,,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"Exact match (Middletown, RI)",Overlaps target window (2014-2024),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:54Z,verified_source_lead_not_downloaded
TS4L-42f8eb1de1a2caa25bb1,lane_4,tier_b,verification_ready_medium,https://www.westchester-il.gov/static/documents/finance/FY2024/Compensation-Report.pdf,Village of Westchester (IL) — Compensation Report (FY2024) (Budgeted Compensation Report),Westchester,IL,safety_and_non_safety_compensation_units,safety_and_non_safety_compensation_units,,FY2024 (expected to cover a fiscal year within 2014-2024 window),2019-01-01,2019-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same_city_match_uncertain,overlaps_target_window_uncertain,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:32:07Z,verified_source_lead_not_downloaded
TS4L-4581aa2c0e5c93068f0d,lane_4,tier_b,verification_ready_medium,https://fortpayne.org/wp-content/uploads/2018/10/Personnel-Policy-Adopted-June-3-2014.pdf,"City of Fort Payne, Alabama — Personnel Policy (Adopted June 3, 2014) [PDF]",Fort Payne,AL,safety_and_non_safety_compensation_units,Municipal employees (including separate references to legally certified police and fire employees vs. general employees); compensation policy framework,,"2014 (policy adopted June 3, 2014)",2014-01-01,2014-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"Exact city match (Fort Payne, AL) by document source",Overlaps target window (2014-2024) via adoption date,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:32:07Z,verified_source_lead_not_downloaded
TS4L-4802e54c7a5ea047ca32,lane_4,tier_b,verification_ready_medium,https://dca.georgia.gov/document/reports/2022surveycitypublicsafetyfinalpdf/download,2022 Municipal Government Wage and Salary Survey (Public Safety) - final PDF (DCA),Tifton,GA,safety_and_non_safety_compensation_units,"Public Safety (e.g., patrol officer, dispatcher, and other public safety classifications within the survey)",,2022,2022-01-01,2022-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,Includes Georgia municipal jurisdictions and tables where Tifton may be listed for public safety roles (public safety survey scope).,Overlaps target window (2014-2024).,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:00Z,verified_source_lead_not_downloaded
TS4L-4901febb5e548fb39dab,lane_4,tier_b,verification_ready_medium,https://www.monroemi.gov/UserFiles/Servers/Server_10126506/File/City%20Hall/Departments/Human_Resources/Union%20Agreements/2022/Firefighter%20Contract%20July%202021-2026.pdf,"Firefighter Contract July 2021-2026 (City of Monroe, MI) — PDF",Monroe charter,MI,safety_and_non_safety_compensation_units,Firefighters / Public Safety,Firefighters (labor agreement),July 2021 - 2026,2021-07-01,2026-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,likely_city_of_monroe_match_from_host_domain_monroemi.gov,overlaps_target_window_2014-2024_from_2021-2024_portion,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:54Z,verified_source_lead_not_downloaded
TS4L-49ab66d3fa558f37d11a,lane_4,tier_b,verification_ready_medium,https://mccmeetingspublic.blob.core.usgovcloudapi.net/indpndncia-meet-c00f08ee8cc04df2807c8e4aa300177c/ITEM-Attachment-001-769871a5f26f4d888e9ef42883398aab.pdf,"Meeting packet attachment referencing “City of Americus, Georgia – Classification and Compensation Study” (AutoSolve)",Americus,GA,safety_and_non_safety_compensation_units,Public Safety + Non-Safety (position classifications referenced),,2014-2024 target window (reference indicates 2024 Council Approved / Implementation Completed),2014,2024,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"Same municipality referenced (Americus, GA)",Overlaps target window via 2024 implementation mention (exact dates unknown),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:00Z,verified_source_lead_not_downloaded
TS4L-4ca9ca3426e7155ef7d9,lane_4,tier_b,verification_ready_medium,https://www.californiacity-ca.gov/CC/images/Police_MOU_2019.pdf,City of California City — Police MOU 2019 (California City Police Officer Association),California City,CA,safety_and_non_safety_compensation_units,Sworn police officers / police and related ranks (public safety),California City Police Officer Association,2019-dated MOU (exact start/end to be confirmed via document contents),2019-01-01,2020-01-01,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,likely_same_city_from_source_hosting_and_title,overlaps_2014_2024_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:18Z,verified_source_lead_not_downloaded
TS4L-4d5585b3f58119f2b5a3,lane_4,tier_b,verification_ready_medium,https://www.hanovertownship.com/AgendaCenter/ViewFile/Minutes/_05132021-765,"May 13, 2021 Township of Hanover minutes (Resolution No. 83-2021: adoption of new salaries/rates for public works employees represented by Teamsters Local 97 effective Jan 1, 2021)",Hanover,NJ,safety_and_non_safety_compensation_units,Non-safety (Public Works / Buildings & Grounds / Park Maintenance),IBT Teamsters Local 97,"Effective January 1, 2021; referenced as tied to a collective negotiations agreement covering Jan 1, 2020 through Dec 31, 2021 (per snippet).",2020-01-01,2021-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"Same city (Hanover Township, NJ).",Overlaps target window (2014-2024).,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:54Z,verified_source_lead_not_downloaded
TS4L-514347071f38b9d9b870,lane_4,tier_b,verification_ready_medium,https://diberville.ms.us/wp-content/uploads/city-council/9-15-15.pdf,"City Council Regular Meeting Agenda — September 15, 2015 (Motion to adopt FY 2015-2016 Budget/Set Salary Schedule)",D'Iberville,MS,safety_and_non_safety_compensation_units,Citywide employee job classifications covered by the FY budget/“salary schedule” resolution (safety and non-safety implied),,FY 2015-2016 (agenda motion references budget + set salary schedule),2015,2016,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same_city,overlaps_target_window_2014_2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:00Z,verified_source_lead_not_downloaded
TS4L-534e7cbfe864a4774cd0,lane_4,tier_b,verification_ready_medium,https://www.barrington.ri.gov/362/Union-Contracts,"Barrington, RI — Union Contracts (links to Police CBA and Fire CBA PDFs)",Barrington,RI,safety_and_non_safety_compensation_units,Safety (Police; Fire) — union-represented employees,Police and Fire collective bargaining units (separate CBA PDFs),2014-2024 window (page is a hub for multiple CBAs; specific contract years vary by linked PDF),,,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"Same municipality (Barrington, RI) indicated by site domain and page context",Likely overlaps 2014-2024 via multiple CBA links (exact overlap depends on linked PDFs),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:32:07Z,verified_source_lead_not_downloaded
TS4L-53cb55b2ec502323e8ee,lane_4,tier_b,verification_ready_medium,https://bellairetx.civicweb.net/document/231703/_p%20style%3D_text-align_justify%3B__Workshop%20to%20disc.pdf?handle=EF86C73AAA394E4CAE4988157DEEC09B,"Bellaire TX CivicWeb Workshop to Discuss (salary ranges; includes ranges for Police, Police hours variants, Communications, Fire)",Bellaire,TX,safety_and_non_safety_compensation_units,"Police, Communications, Fire",,Referenced in 2024 council workshop materials (salary/range workshop; exact effective period not confirmed from search snippet),2024-01-01,2024-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"Likely same municipality (Bellaire, TX) per CivicWeb domain and document title context",Expected overlap with 2014-2024 target window (document appears to be 2024),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:00Z,verified_source_lead_not_downloaded
TS4L-55ccf5cd4822e56b8419,lane_4,tier_b,verification_ready_medium,https://www.castlepinesco.gov/wp-content/uploads/2019/08/2019_budget_book_final.pdf,City of Castle Pines — 2019 Budget Book (PDF),Castle Pines,CO,safety_and_non_safety_compensation_units,City workforce compensation (and budgeted public-safety-related costs where applicable),,2019 Budget Book,2019-01-01,2019-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same_city,overlaps_2014_2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:24Z,verified_source_lead_not_downloaded
TS4L-59af0f6a115843e9ed96,lane_4,tier_b,verification_ready_medium,https://www.mtvernon.com/media/laeimcgy/1197-50-final-contract-ratified-and-passed-by-council.pdf,"Laborers’ Local #1197 / Teamsters Local #50 Contract (May 1, 2022–Apr 30, 2026)",Mount Vernon,IL,safety_and_non_safety_compensation_units,Public works / fleet / utility-related employees,"Laborers’ Local #1197 and Teamsters Local #50 (City of Mt. Vernon, Illinois)","May 1, 2022 through April 30, 2026",2022-05-01,2026-04-30,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,exact,overlaps target window (starts 2022; runs through 2024),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:00Z,verified_source_lead_not_downloaded
TS4L-5aef4cc58688807f2304,lane_4,tier_b,verification_ready_medium,https://www.suffield.org/uploaded/Human_Resources/sufteach2013-2016.pdf,Professional Agreement (Suffield) — teachers/education bargaining contract (filename indicates 2013-2016),Suffield,CT,safety_and_non_safety_compensation_units,Teachers / non-safety (education bargaining unit),Suffield teacher bargaining unit (as titled within document),Document filename indicates 2013-2016; includes year-by-year hourly/salary-related amounts (snippet mentions 2014-15 and 2015-16),2013-07-01,2016-06-30,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"Suffield, CT (match by Suffield host and document naming)",Overlaps expected window (2014-2024) via 2014-2016 portion,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:55Z,verified_source_lead_not_downloaded
TS4L-5b3646a5f45b8a36bd85,lane_4,tier_b,verification_ready_medium,https://www.cgr.org/consensuscny/docs/Comparative_Analysis_of_Muni_Labor_Contracts_Report.05.10.13.pdf,"Comparative Analysis of Muni Labor Contracts Report (ConsensusCNY/CGR) (includes Town of Van Buren, Onondaga County; AFSCME Local 2660 listed)",Van Buren,NY,safety_and_non_safety_compensation_units,safety_and_non_safety_compensation_units,AFSCME Local 2660 (listed for Town of Van Buren; other units may be included in the report),2014-2024 target window,,,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,match_expected_onondaga_county_town_of_van_buren,unknown_from_lead_metadata,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:32:10Z,verified_source_lead_not_downloaded
TS4L-5ea0018e85bc41ad4a9d,lane_4,tier_b,verification_ready_medium,https://www.haddontwp.com/wp-content/uploads/2024/06/ORDINANCE-1456-SALARY-ORDINANCE-2024-AS-INTRODUCED-4.23.2024.pdf,"Ordinance 1456 - Salary Ordinance 2024 (as introduced 4.23.2024) - Township of Haddon, NJ",Haddon,NJ,safety_and_non_safety_compensation_units,Public safety and non-safety municipal employee salary schedules (includes police/fire-related positions listed within salary ordinance),,Calendar year 2024 salary ordinance (effective per ordinance text),2014-01-01,2024-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same_city_match_expected,overlaps_2014_2024_target_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:01Z,verified_source_lead_not_downloaded
TS4L-5f273072bcd4de9d16d3,lane_4,tier_b,verification_ready_high,https://www.stonypointny.gov/userfiles/20220110125117_2547.pdf,"Memorandum of Agreement: Town of Stony Point and Civil Service Employees Association, Inc., Local 1000, AFSCME, AFL-CIO (CSEA Town of Stony Point Unit) (Appendix A salary grades referenced)",Stony Point,NY,safety_and_non_safety_compensation_units,Non-safety municipal employees (CSEA unit; likely clerical/administrative and other non-sworn titles covered by Local 1000),"CSEA Town of Stony Point Unit (Local 1000, AFSCME, AFL-CIO)","Collective Bargaining Agreement expiring December 31, 2022; MOA dated January 2022 modifies Appendix A salary grades",2022-01-01,2022-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same_municipality_match,overlaps_target_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:14Z,verified_source_lead_not_downloaded
TS4L-604b81012705eb969b1d,lane_4,tier_b,verification_ready_medium,https://www.dewitttownship.gov/AgendaCenter/ViewFile/Minutes/_11132023-416,"DeWitt Charter Township Board Minutes — November 13, 2023 (includes Wage Compensation and Classification Study Final Report; implementation January 1, 2024)",DeWitt charter,MI,safety_and_non_safety_compensation_units,Mixed (non-union/township-wide implementation plus discussion of public safety items and collective bargaining language items referenced in same board packet),POLC Supervisory Division (mentioned in same minutes packet; includes CBA-related wage schedule context elsewhere in packet),"Final Report concluded in 2023; proposed implementation January 1, 2024",2024-01-01,2024-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,match,"overlaps (Jan 1, 2024 implementation referenced within 2014-2024 window)",verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:12Z,verified_source_lead_not_downloaded
TS4L-608b8751f7db27779a66,lane_4,tier_b,verification_ready_medium,https://www.townofswedenny.gov/static/sitefiles/meetings/01-12-16.pdf,"Organizational Meeting of the Town Board (Town of Sweden, NY) — January 12, 2016 (Setting Salary Schedule for 2016 / Highway Department)",Sweden,NY,safety_and_non_safety_compensation_units,Non-safety (Highway Department operational positions) with potential safety-related employer-provided allowances (work boots/clothing),,"2016 (salary schedule set via resolution dated January 12, 2016)",2016-01-01,2016-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same_city,overlaps_2014_2024_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:32:10Z,verified_source_lead_not_downloaded
TS4L-61965fe90eb701bd26fb,lane_4,tier_b,verification_ready_medium,https://www.cityofandrews.org/CAFR%20-%20Digital%20AJ.pdf,"City of Andrews, Texas CAFR (Digital AJ) – (public finance report; may include personnel/compensation disclosures by department/classification)",Andrews,TX,safety_and_non_safety_compensation_units,"safety_and_non_safety (e.g., police/fire vs other city personnel, depending on how compensation is disclosed)",,2014-2019 (publication appears to cover multiple fiscal years; exact year mapping requires on-page inspection),,,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"exact_city_match_expected (City of Andrews, TX)",overlaps_expected (2014-2024 window not fully confirmed without document inspection),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:32:10Z,verified_source_lead_not_downloaded
TS4L-669720ef20a6058e3d34,lane_4,tier_b,verification_ready_medium,https://storage.googleapis.com/proudcity/palmviewtx/uploads/2022/04/Municipal-Budget-2020.pdf,Municipal Budget 2020 — City of Palmview (Employee Salary Schedule section),Palmview,TX,safety_and_non_safety_compensation_units,Public safety (Police and Fire) + other city positions (salary schedule),,Budget document labeled 2020 (contains an Employee Salary Schedule section),,,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"Same municipality (Palmview, TX) indicated by document/title/hosting path",Potential overlap with 2014-2024 window (document labeled 2020),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:01Z,verified_source_lead_not_downloaded
TS4L-66bba3243693c1d3e51d,lane_4,tier_b,verification_ready_medium,https://www.mtas.tennessee.edu/system/files/mrln/mknowledge/main/Nolensville%20Fire%20Services%20Study.pdf,"MTAS | Nolensville, Tennessee, Fire Services Study (public safety staffing/compensation related recommendations)",Nolensville,TN,safety_and_non_safety_compensation_units,public safety (fire services; may include non-exempt wage/benefit components referenced in study materials),,"Study report (recommendations; not a labor CBA), with projected staffing/wage assumptions described in-report",2012-01-01,2014-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,exact_city_locator,partially_overlaps_2014_2024_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:32:10Z,verified_source_lead_not_downloaded
TS4L-66cafe203eba28e7d937,lane_4,tier_b,verification_ready_medium,https://municipalfinance.ri.gov/media/10181/download,"AGREEMENT BY AND BETWEEN TOWN OF MIDDLETOWN AND (Fire) — includes salary adjustments effective 7/1/2023, 7/1/2024, 7/1/2025",Middletown,RI,safety_and_non_safety_compensation_units,Public Safety (Fire),,"Contains compensation adjustments effective 7/1/2023, 7/1/2024, 7/1/2025 (full agreement period not inferred here)",,,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"Exact match (Middletown, RI)",Overlaps target window (2014-2024),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:12Z,verified_source_lead_not_downloaded
TS4L-672e38d3f5a82994eda1,lane_4,tier_b,verification_ready_medium,https://perb.ny.gov/impasse-between-town-shawangunk-and-town-shawangunk-highway-association,Impasse Between: Town of Shawangunk and Town of Shawangunk Highway Association (Fact Finder’s Recommendations) (Case No. M2024-133 FF),Shawangunk,NY,safety_and_non_safety_compensation_units,"Highway Department employees (non-public-safety unit; includes HMEO, HMEO Mechanic, Working Supervisor titles)",Town of Shawangunk Highway Association (successor bargaining unit per PERB filing/representation process),"CBA expired Dec 31, 2023; successor negotiations for wages commencing Jan 1, 2024 (wage schedule shown through proposed future dates in the report)",2021-01-01,2023-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"exact municipality match (Shawangunk, NY)","overlaps target window (document centers wages commencing Jan 1, 2024; prior CBA years 2021-2023 included)",verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:32:10Z,verified_source_lead_not_downloaded
TS4L-681c850100a5a0dde9bf,lane_4,tier_b,verification_ready_medium,https://www.tpoam.net/signed-sealed/signed-and-sealed-2025/,TPOAM — Signed and Sealed 2025 (includes Harper Woods Department of Public Safety local; lists 2024 wage increase details in the page section),Harper Woods,MI,safety_and_non_safety_compensation_units,Public Safety (TPOAM-labeled department unit employees),Harper Woods Department of Public Safety (as labeled on TPOAM page),Local association section on the page includes a 2025–2027/2029-style duration plus wage increases including 2024 (+3%) (per page content),2024-01-01,2027-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,Same municipality (Harper Woods) named in TPOAM local association section,"Overlaps the target window through explicitly stated 2024 wage increase information on the page, even though the successor term extends beyond 2024",verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:55Z,verified_source_lead_not_downloaded
TS4L-6bda9ff12c744bc078aa,lane_4,tier_b,verification_ready_medium,https://mccmeetingspublic.blob.core.usgovcloudapi.net/moberly-meet-c4580dde70624e64bd8c7b639fff7332/ITEM-Attachment-001-8d61a84a36274cb6811bb34907171844.pdf,"LAW ENFORCEMENT AGREEMENT — City of Moberly, MO (mccmeetingspublic blob attachment PDF)",Moberly,MO,safety_and_non_safety_compensation_units,Law Enforcement (Police Department agreement),Not specified in lead metadata (bargaining unit name not extracted),2014-2024 target window,,,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"Exact municipality match (Moberly, MO) indicated by attachment path/title",Not determined (cycle dates not extracted),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:30Z,verified_source_lead_not_downloaded
TS4L-70c533a0e9abd443f837,lane_4,tier_b,verification_ready_medium,https://agendas.addisontx.gov/docs/2025/CM/20250624_7454/AGENDApacket__06-24-25_0341_7449.pdf,Addison TX City Council agenda packet including 'Existing Pay Plan' table with FY2024 police/fire pay range data,Addison,TX,safety_and_non_safety_compensation_units,Public safety (Firefighter/Paramedic; Police Officer referenced in included pay plan tables),,Agenda packet (2025-06-24) referencing FY2024 pay plan ranges,FY2024 (inferred),FY2024 (inferred),cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"Likely Addison, TX (agenda packet is Addison TX)",Overlaps expected window (2014-2024) via FY2024 referenced pay ranges,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:32:23Z,verified_source_lead_not_downloaded
TS4L-717b38ac7fac6f7efb3f,lane_4,tier_b,verification_ready_medium,https://cms3.revize.com/revize/pampatx/Documents/Departments/Finance/Financial%20Services/Budgets/proposed_budget_web2_201409221621231179.pdf,"City of Pampa, TX — Proposed Budget Web (2014) including General Government Pay Plan and Compensation Plan Effective Oct. 2013",Pampa,TX,safety_and_non_safety_compensation_units,Police services (safety) plus general government pay plan (non-safety classifications),,"Budget-era document surfaced in 2014; includes pay plan effective Oct. 1, 2012 and compensation plan effective Oct. 2013 (as stated within document)",2012-10-01,,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"same city (Pampa, TX) inferred from document title/headers",overlaps 2014-2024 target window (document dated/served in 2014 and contains pay/compensation schedules),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:01Z,verified_source_lead_not_downloaded
TS4L-725db5903336ccb8ce7a,lane_4,tier_b,verification_ready_high,https://municipalfinance.ri.gov/sites/g/files/xkgbur546/files/documents/contracts/Tiverton_Fire.pdf,TOWN OF TIVERTON — Agreement (Fire) [Tiverton_Fire.pdf] (collective bargaining agreement document),Tiverton,RI,safety_and_non_safety_compensation_units,Fire (Firefighters),IAFF (Firefighters) (document indicates Fire Department unit),Duration/term contained within Tiverton_Fire.pdf (includes pay/compensation articles and salary table content),2012-07-01,2015-06-30,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same_city_match,overlaps_target_window_2014-2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:13Z,verified_source_lead_not_downloaded
TS4L-72cbac064da24600a8ee,lane_4,tier_b,verification_ready_medium,https://www.in.gov/dlgf/files/2023-initial-max-levy-orders/Allen-IML23-012-Northeast-Allen-County-FPD.pdf,"Indiana DLGF: IML23-012 Northeast Allen County Fire Protection District initial maximum levy order (includes salaries, wages, and benefits budgeting context)",Cedar Creek,IN,safety_and_non_safety_compensation_units,"Fire/EMS district personnel (salaries, wages & benefits line-item context)",,Order context dated for 2023 initial maximum levy request (budgeting context for district transition covering Cedar Creek unincorporated areas),2023-01-01,2024-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"Cedar Creek, Indiana matched as an unincorporated area included in the district boundary/transition context",Overlaps expected 2014-2024 window (2023 budgeting context; district formation transition relevant to later compensation implementation timing),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:28Z,verified_source_lead_not_downloaded
TS4L-73dffafeb24530593a58,lane_4,tier_b,verification_ready_medium,https://www.cityofmercedes.com/media/oiwdtqfe/3-26-24-agenda-packet.pdf,"City of Mercedes, TX — 3/26/24 Agenda Packet (PDF)",Mercedes,TX,safety_and_non_safety_compensation_units,Police/Fire and other city classifications (inferred from agenda context),,Expected to contain compensation/salary material referencing 2014–2018 (exact document coverage not extracted),2014,2018,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same_city,overlaps_2014_2024_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:55Z,verified_source_lead_not_downloaded
TS4L-764cd7e0409953476641,lane_4,tier_b,verification_ready_high,https://www.mackinac.org/archives/epi/contracts/09/09030_2022-06-30_BTESP_ACFOP.pdf,"Bangor Township Schools — BTESP Administration, Custodial, Food, Office, Professional (Expiration 6/30/2022)",Bangor charter,MI,safety_and_non_safety_compensation_units,Administration; Custodial; Food; Office; Professional (education support),"BTESP (Administration, Custodial, Food, Office, Professional)",2014-2024 window (contract expiration 6/30/2022; inferred cycle ~7/1/2021–6/30/2022),2021-07-01,2022-06-30,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"same_city_match_expected (Bangor Township Schools, Bangor Charter Township area per Mackinac’s Bangor Township district context)",overlaps_2014_2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:14Z,verified_source_lead_not_downloaded
TS4L-76b70aeb1b1f3d968e66,lane_4,tier_b,verification_ready_high,https://municipalfinance.ri.gov/sites/g/files/xkgbur546/files/documents/contracts/Tiverton_GE.pdf,TOWN OF TIVERTON — Agreement (General Employees) [Tiverton_GE.pdf] (collective bargaining agreement document),Tiverton,RI,safety_and_non_safety_compensation_units,Non-safety (Municipal employees / general employees),"Rhode Island Council 94, A.F.S.C.M.E., AFL-CIO (Tiverton Town Employees Local 2670A) (as shown on the document cover/header)","JULY 1, 2016 — JUNE 30, 2019",2016-07-01,2019-06-30,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same_city_match,overlaps_target_window_2014-2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:13Z,verified_source_lead_not_downloaded
TS4L-7c5deb01b061012d7e9b,lane_4,tier_b,verification_ready_medium,https://hurontownshipmi.civicweb.net/filepro/documents/10120/,Huron Charter Township - Document Center (Police Chief Contract and related items),Huron charter,MI,safety_and_non_safety_compensation_units,Public Safety / Police administration,"Not specified (employment contract materials, not a union CBA)",Referenced documents dated 2016-07-13 (including “Police Chief Contract 7-13-16”),2016-07-13,,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"Same municipality match (Huron Charter Township, MI)",Overlaps target window start (2016 within 2014-2024); exact applicability to safety/non-safety compensation units beyond police chief is uncertain,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:01Z,verified_source_lead_not_downloaded
