retained_source_id,candidate_id,lane_id,source_title,municipality,state,source_family,target_mechanism_family,content_type_hint,file_extension,file_size_bytes,file_sha256,local_retained_path,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness
RS429-eb486acee6159c35376a,TS4L-301c22918fbaf0623ec0,lane_4,"Agreement between the Village of Bridgeview and SEIU Local 73 — Department of Public Works (May 1, 2024 – April 30, 2028) [PDF]",Bridgeview,IL,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,application/pdf,.pdf,1847892,ae89845ea339d99fd61946308d539df1e2160a6dd648e3f35feb41c136b50183,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-eb486acee6159c35376a.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-a809564ccc564180b482,TS4L-343ea0d28547b6f102f0,lane_4,"Collective Bargaining Agreement (SERB), City of Defiance (2020 contract identifier: 20-MED-09-1111)",Defiance,OH,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,application/pdf,.pdf,1336943,a2ae61149b4897bc1a3fae8bdf44527db7a6fa92447961ae2ffc1df7ae2a01ba,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-a809564ccc564180b482.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-76e27cf3f7f3bb06c7bf,TS4L-351bbeb73e2de198f704,lane_4,"Town Board Meeting January 07, 2025 (Town of Thompson, Sullivan County, NY) — resolution authorizing a three-year Collective Bargaining Agreement for Parks & Recreation Department employees",Thompson,NY,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,application/pdf,.pdf,811553,46a1ded1315b0604845dee185364d82d4da6552365e2c262cb1628b16f56ddf2,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-76e27cf3f7f3bb06c7bf.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-ebc6cb1d96d08da89d90,TS4L-36748f4d989fa2a34cb9,lane_4,Caln Township Police Department — General Service Agreement (police security services; compensation references CBA/holiday rate),Caln,PA,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,application/pdf,.pdf,288154,74509c1ecc15fb172de6afe1d89538f426f96c06f9f62aab848dc621de057517,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-ebc6cb1d96d08da89d90.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-c475b0d59251f245d14a,TS4L-38b86af7a4d2ccb17a90,lane_4,"Town of Holliston (Archive): Job Compensation Plan, Part I, Schedule B, Hourly Rates (Item 197) (PDF/posted file)",Holliston,MA,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,application/pdf,.pdf,3324833,934429b78d902b5f98f332f5155ef84ecd3055090af2871b4394469d159a523b,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-c475b0d59251f245d14a.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-e9be7da028b1655a3ae0,TS4L-3aa949d7a6585e588b04,lane_4,"Ordinance-08-2024.pdf — Township of Readington (Public Notices, 2024) (Salary/compensation amendment; includes police rates schedule)",Readington,NJ,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,text/html,.html,3355,3be8d598d237120c96f6102e6f4531c9719c3b46303402184009691e2b74bce0,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-e9be7da028b1655a3ae0.html,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-5dce456d856cc1505b63,TS4L-3e44ad51ec46a2f90cf8,lane_4,Bangor Township Schools — USW Transportation (Letter of Agreement) (Expiration 6/30/2022),Bangor charter,MI,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,application/pdf,.pdf,159366,2fa52f8072f9d279397260d2d992c55028de459c1c4a73661ee68915edda49d4,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-5dce456d856cc1505b63.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-abb5730aae663553dcd5,TS4L-411b5f2fb49c4eecee3c,lane_4,"City of Humble, TX — Adopted Budget Final 09.27.24 (FY 2024-2025 Adopted Budget PDF)",Humble,TX,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,application/pdf,.pdf,3351350,1db4623f6611baef3e91d90a5e126edd05f5c2e28f5f3dd8e538583e3f75d292,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-abb5730aae663553dcd5.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-f199db9f23af68783452,TS4L-41f85b2da7e722a849e2,lane_4,Perrysburg-OPBA - Patrol Officers - Final 4-13-2018 (SERB Contract PDF),Perrysburg,OH,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,application/pdf,.pdf,6324246,1af8f71d67e4aae347e670a26f416feb32936e9790c210325e2c42ce7376c742,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-f199db9f23af68783452.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-39f96296daeb9ccf854a,TS4L-425e0f812c6f90d84bbb,lane_4,"COLLECTIVE BARGAINING AGREEMENT — Town of Middletown and (Police) — July 1, 2021 through June 30, 2024",Middletown,RI,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,application/pdf,.pdf,9402017,a5cd1e71552c900fad71d7d19deaf36962bcbc9571d854cbab392a37be9af856,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-39f96296daeb9ccf854a.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-0132ed84f3bf4bf5b701,TS4L-42f8eb1de1a2caa25bb1,lane_4,Village of Westchester (IL) — Compensation Report (FY2024) (Budgeted Compensation Report),Westchester,IL,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,application/pdf,.pdf,147573,b8345506132267e6cefe279a37a09be4f5c069cce0e92b6f35711db9450dc823,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-0132ed84f3bf4bf5b701.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-92b7af85faaa6abf2838,TS4L-4581aa2c0e5c93068f0d,lane_4,"City of Fort Payne, Alabama — Personnel Policy (Adopted June 3, 2014) [PDF]",Fort Payne,AL,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,application/pdf,.pdf,391071,10a9fe126597def83ce137837c70ba8cd8196badd64edcda06b13124e7c75b76,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-92b7af85faaa6abf2838.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-920b49d41a0106fa10a0,TS4L-4802e54c7a5ea047ca32,lane_4,2022 Municipal Government Wage and Salary Survey (Public Safety) - final PDF (DCA),Tifton,GA,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,application/pdf,.pdf,499058,b98a8cfc5da2cd88890a03cc55c36aa016d1254c9385913a6dc37751ba02ba5b,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-920b49d41a0106fa10a0.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-68db620565c5ffc8a222,TS4L-49ab66d3fa558f37d11a,lane_4,"Meeting packet attachment referencing “City of Americus, Georgia – Classification and Compensation Study” (AutoSolve)",Americus,GA,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,application/pdf,.pdf,3761598,b5c3dca6491aea9b8a8cb5a7c9f7225b7f56a3b1323914c634747182288a4500,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-68db620565c5ffc8a222.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-2cd70549172c41368d75,TS4L-4ca9ca3426e7155ef7d9,lane_4,City of California City — Police MOU 2019 (California City Police Officer Association),California City,CA,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,application/pdf,.pdf,1527426,983b9cea847e14c086b451229af255498528fb0d3f55363945237b2aeac3ca24,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-2cd70549172c41368d75.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-1c20553c19a83884f3a2,TS4L-4d5585b3f58119f2b5a3,lane_4,"May 13, 2021 Township of Hanover minutes (Resolution No. 83-2021: adoption of new salaries/rates for public works employees represented by Teamsters Local 97 effective Jan 1, 2021)",Hanover,NJ,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,application/pdf,.pdf,969018,a56f9f4fc583cf05d38339d8ce2b46127d92ac047394fb42f57412ad4911f20e,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-1c20553c19a83884f3a2.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-741f84aadf70bf21723a,TS4L-514347071f38b9d9b870,lane_4,"City Council Regular Meeting Agenda — September 15, 2015 (Motion to adopt FY 2015-2016 Budget/Set Salary Schedule)",D'Iberville,MS,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,application/pdf,.pdf,150933,637037bbc110843359e3c5a437a563610e6e053458333e9f00d8e7e7b5f19419,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-741f84aadf70bf21723a.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-65ef0cb35f257d0fc12f,TS4L-534e7cbfe864a4774cd0,lane_4,"Barrington, RI — Union Contracts (links to Police CBA and Fire CBA PDFs)",Barrington,RI,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,text/html,.html,91362,6e83ca10af2913c64456f141636fa979d2850b841243ecd9e4aaaac8fdd554b4,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-65ef0cb35f257d0fc12f.html,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-251407d41bc1a2f00fd0,TS4L-53cb55b2ec502323e8ee,lane_4,"Bellaire TX CivicWeb Workshop to Discuss (salary ranges; includes ranges for Police, Police hours variants, Communications, Fire)",Bellaire,TX,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,application/pdf,.pdf,1565465,c9deab1b8096aea6cbf0e2f92c4662b5d3d56ce8884f4dbfac4cdfc0efec1d9c,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-251407d41bc1a2f00fd0.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-a614bac0a7896e183761,TS4L-55ccf5cd4822e56b8419,lane_4,City of Castle Pines — 2019 Budget Book (PDF),Castle Pines,CO,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,application/pdf,.pdf,8772267,fbb79cdeff3594b378919831e8fc694745253bf88521bff24630350bbdd41b84,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-a614bac0a7896e183761.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-9a338948c3d7e864dec0,TS4L-59af0f6a115843e9ed96,lane_4,"Laborers’ Local #1197 / Teamsters Local #50 Contract (May 1, 2022–Apr 30, 2026)",Mount Vernon,IL,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,application/pdf,.pdf,482038,263e2f55f33bf2c8191021e152f8ebf2034992833f60dc4167a7efd303dc03f8,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-9a338948c3d7e864dec0.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-8645af4f1c6784809eb5,TS4L-5aef4cc58688807f2304,lane_4,Professional Agreement (Suffield) — teachers/education bargaining contract (filename indicates 2013-2016),Suffield,CT,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,application/pdf,.pdf,645650,033231d8651c2c0f47e5137722b6c87d2e3e4348d235f1b81570e7a742104c1d,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-8645af4f1c6784809eb5.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-b429bdf45594b4b21acb,TS4L-5b3646a5f45b8a36bd85,lane_4,"Comparative Analysis of Muni Labor Contracts Report (ConsensusCNY/CGR) (includes Town of Van Buren, Onondaga County; AFSCME Local 2660 listed)",Van Buren,NY,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,application/pdf,.pdf,3530937,8664d0d2e40e2838c1e8de172d92987acc239ff1c19b648aead6beb4ad20f835,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-b429bdf45594b4b21acb.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-d19633943081b39b5001,TS4L-5ea0018e85bc41ad4a9d,lane_4,"Ordinance 1456 - Salary Ordinance 2024 (as introduced 4.23.2024) - Township of Haddon, NJ",Haddon,NJ,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,application/pdf,.pdf,111492,b7633b8490bb5e8c3944dda5650fe6858a3e79f11f90e44fd2a1e38592a3400f,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-d19633943081b39b5001.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-9621375ebe9baeb3f03a,TS4L-5f273072bcd4de9d16d3,lane_4,"Memorandum of Agreement: Town of Stony Point and Civil Service Employees Association, Inc., Local 1000, AFSCME, AFL-CIO (CSEA Town of Stony Point Unit) (Appendix A salary grades referenced)",Stony Point,NY,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,application/pdf,.pdf,1354008,29d6f52cbc63943ba70d3cdb6d4984cf5942e9bedab49eb5c8bcf09f7aad49db,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-9621375ebe9baeb3f03a.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-0ed24e3adf9aa2354992,TS4L-604b81012705eb969b1d,lane_4,"DeWitt Charter Township Board Minutes — November 13, 2023 (includes Wage Compensation and Classification Study Final Report; implementation January 1, 2024)",DeWitt charter,MI,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,application/pdf,.pdf,207613,fd2d83fd75fdb06d677f5cc55af205fb9ec0280e050e3aad15d54392b2c48a5d,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-0ed24e3adf9aa2354992.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-5b742fb1130165074ed7,TS4L-608b8751f7db27779a66,lane_4,"Organizational Meeting of the Town Board (Town of Sweden, NY) — January 12, 2016 (Setting Salary Schedule for 2016 / Highway Department)",Sweden,NY,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,application/pdf,.pdf,47852,c0593890a17e088c51cd0478b9dcaa6c51515f4ea62ee0d592055502e836dcf4,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-5b742fb1130165074ed7.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-122ecd2cfac40bc7a4a7,TS4L-61965fe90eb701bd26fb,lane_4,"City of Andrews, Texas CAFR (Digital AJ) – (public finance report; may include personnel/compensation disclosures by department/classification)",Andrews,TX,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,application/pdf,.pdf,2600030,835550848d8a7a90997e7ce6b3be8d0bf61f8c4fc89f0435f74fdbd9fd1741b8,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-122ecd2cfac40bc7a4a7.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-3562f188f529e2642700,TS4L-669720ef20a6058e3d34,lane_4,Municipal Budget 2020 — City of Palmview (Employee Salary Schedule section),Palmview,TX,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,application/pdf,.pdf,1298681,424f9ae2ca729afc1255c0efc2dd545a5092ddc0160dfd8846e8e9d3f4467886,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-3562f188f529e2642700.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-9dbd9948043f57c31ff8,TS4L-66bba3243693c1d3e51d,lane_4,"MTAS | Nolensville, Tennessee, Fire Services Study (public safety staffing/compensation related recommendations)",Nolensville,TN,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,application/pdf,.pdf,1179432,543aa6f27a30bd6a5d63a94025133f1089ce1de7c5fdbef354a869b0e3616d25,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-9dbd9948043f57c31ff8.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-631a1cf5fc8ffb1d0dc8,TS4L-66cafe203eba28e7d937,lane_4,"AGREEMENT BY AND BETWEEN TOWN OF MIDDLETOWN AND (Fire) — includes salary adjustments effective 7/1/2023, 7/1/2024, 7/1/2025",Middletown,RI,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,application/pdf,.pdf,2046493,73bc344177a20aa637805de36a7d46418792e60e86d2d95683105b1c6c2f8f3f,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-631a1cf5fc8ffb1d0dc8.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-68fcb1060d1a1f1f42b9,TS4L-681c850100a5a0dde9bf,lane_4,TPOAM — Signed and Sealed 2025 (includes Harper Woods Department of Public Safety local; lists 2024 wage increase details in the page section),Harper Woods,MI,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,text/html,.html,182878,ecb114dc02af1646752f29eeca10a65778ec70af20536f93e5333a4619e2a226,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-68fcb1060d1a1f1f42b9.html,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-fd7a463454b98ba839a0,TS4L-6bda9ff12c744bc078aa,lane_4,"LAW ENFORCEMENT AGREEMENT — City of Moberly, MO (mccmeetingspublic blob attachment PDF)",Moberly,MO,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,application/pdf,.pdf,330882,be17f099a23cdcda5ea759a6f409236f7f544b7d6ef81f2c5991767f9460b9f3,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-fd7a463454b98ba839a0.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-1cf60e8b29dbe4551602,TS4L-70c533a0e9abd443f837,lane_4,Addison TX City Council agenda packet including 'Existing Pay Plan' table with FY2024 police/fire pay range data,Addison,TX,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,application/pdf,.pdf,5558244,e22adc8576dbb9877b1e97b8d5402eec56077aee461616d1ba737ada7f57e135,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-1cf60e8b29dbe4551602.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-da3b4ce2e402ba4b240e,TS4L-717b38ac7fac6f7efb3f,lane_4,"City of Pampa, TX — Proposed Budget Web (2014) including General Government Pay Plan and Compensation Plan Effective Oct. 2013",Pampa,TX,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,application/pdf,.pdf,5142653,07f1397ef101bc67413678bf17849567c6ed8e4fa72e9b324a0f63044457bbe5,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-da3b4ce2e402ba4b240e.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-ade620b32da818763696,TS4L-725db5903336ccb8ce7a,lane_4,TOWN OF TIVERTON — Agreement (Fire) [Tiverton_Fire.pdf] (collective bargaining agreement document),Tiverton,RI,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,application/pdf,.pdf,1638464,f6846b02ad4f24ae8404f8ea57aef0187c3d3dd2fe8ce4ad40c12d08628a7f26,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-ade620b32da818763696.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-d0c2cb5fa7ff6a280663,TS4L-72cbac064da24600a8ee,lane_4,"Indiana DLGF: IML23-012 Northeast Allen County Fire Protection District initial maximum levy order (includes salaries, wages, and benefits budgeting context)",Cedar Creek,IN,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,application/pdf,.pdf,205641,8fe259f2b039f089059b13ca8e2de304e1b288f48ca5eae2ac51e5988ba4ea68,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-d0c2cb5fa7ff6a280663.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-d048772beeacfd00c161,TS4L-73dffafeb24530593a58,lane_4,"City of Mercedes, TX — 3/26/24 Agenda Packet (PDF)",Mercedes,TX,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,application/pdf,.pdf,1841964,fa7c522954ef4771df83e24e206ef4271f25271cddcaca49fb1c18680ce7595f,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-d048772beeacfd00c161.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-bb68ec7cbb8c2aa0f4a5,TS4L-764cd7e0409953476641,lane_4,"Bangor Township Schools — BTESP Administration, Custodial, Food, Office, Professional (Expiration 6/30/2022)",Bangor charter,MI,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,application/pdf,.pdf,2971299,60e294e185e6ebb37f0b64285666646992b7b866cd1c44c5737a9515dff28e12,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-bb68ec7cbb8c2aa0f4a5.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-3e38a656c6c35b8826c9,TS4L-76b70aeb1b1f3d968e66,lane_4,TOWN OF TIVERTON — Agreement (General Employees) [Tiverton_GE.pdf] (collective bargaining agreement document),Tiverton,RI,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,application/pdf,.pdf,1620242,31a082b58e8a0a657952e2d42f928844c27933c9a9a409291ed91ebdab1fbe59,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-3e38a656c6c35b8826c9.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-bccc49760203a7dd114d,TS4L-7c5deb01b061012d7e9b,lane_4,Huron Charter Township - Document Center (Police Chief Contract and related items),Huron charter,MI,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,text/html,.html,59520,b8905c269255f5a0f99326beac94fa08643d4a305f792a58c0e7277ff68b30e3,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-bccc49760203a7dd114d.html,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-d313f74dc07f1b574465,TS4L-7d827c13226bac534364,lane_4,"Fruita City Council Minutes — November 1, 2022 (Personnel and Employee Retention Budget presentation; includes Market-Based Pay Plan discussion and new positions including a Police Officer)",Fruita,CO,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,application/pdf,.pdf,469204,d46ef8a7133ab63b88db383a2cbc0ca64a79fdb7fb8fd5733842a320f837fa28,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-d313f74dc07f1b574465.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-0d3536c73343a706c8bb,TS4L-7dafb4077c191db93062,lane_4,"City of Pampa, TX — Budget 2017-18 (includes “Copy of Compensation Plan for 2017-18 Budget” and pay plan effective Oct. 3, 2015; includes FIRE SERVICES schedule)",Pampa,TX,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,application/pdf,.pdf,3795241,9a37f009bc1454a82a5b468007c293dc74736eb3020831ef2d5b56bd5eabf59b,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-0d3536c73343a706c8bb.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
