comparison_candidate_id,matched_cycle_id,safety_normalized_record_id,non_safety_normalized_record_id,comparison_type,pay_basis_comparable,effective_period_comparable,unit_rank_step_comparable,base_nonbase_comparable,normalization_quality,comparison_readiness,comparison_blocker_tags,allowed_output
B4X2500PAIR-3423e1baf035ff22d3ca4cbf,B4X2500MATCH-cb47df2dba5b4dae5aea680b,B4X2500NORM-936640cacd906538806538f2,B4X2500NORM-0abaf4baf7a4c0d8b9d67f4d,base_wage_level_candidate,false,true,true,true,moderate,needs_manual_review,"[""pay_basis_not_comparable""]",descriptive_structure_only
B4X2500PAIR-179aca2c129a429e03726e55,B4X2500MATCH-cb47df2dba5b4dae5aea680b,B4X2500NORM-a8dcaad4b48efd003866b678,B4X2500NORM-0abaf4baf7a4c0d8b9d67f4d,base_wage_level_candidate,false,true,true,true,moderate,needs_manual_review,"[""pay_basis_not_comparable""]",descriptive_structure_only
B4X2500PAIR-9fb6facd182e4b96f9cc29b6,B4X2500MATCH-cb47df2dba5b4dae5aea680b,B4X2500NORM-c5f1ffd4731bbd8724dd9cd7,B4X2500NORM-0abaf4baf7a4c0d8b9d67f4d,base_wage_level_candidate,false,true,true,true,moderate,needs_manual_review,"[""pay_basis_not_comparable""]",descriptive_structure_only
B4X2500PAIR-1a3187f3b9366f72af9ca691,B4X2500MATCH-cb47df2dba5b4dae5aea680b,B4X2500NORM-d2f1a4023ca3298689c4a724,B4X2500NORM-0abaf4baf7a4c0d8b9d67f4d,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-1e82657c352db6580c1dd022,B4X2500MATCH-cb47df2dba5b4dae5aea680b,B4X2500NORM-d776a3126655fd76e6831095,B4X2500NORM-0abaf4baf7a4c0d8b9d67f4d,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-93674f2f58d89daaa6abf628,B4X2500MATCH-405e86dfa6b021ad892f767d,B4X2500NORM-ece20df3b94f0aa07fb98ac1,B4X2500NORM-46d1c630edf584b6a3f071d7,mechanism_context_pair,false,true,false,false,low,not_ready,"[""pay_basis_not_comparable"",""unit_rank_step_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-7dc70c38b7ed76f54aceb786,B4X2500MATCH-c5e252fb4b73a6cb77d57295,B4X2500NORM-049e39860be09863347c4f2d,B4X2500NORM-fb0192eccdba5597f6f3b8b6,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-dc803c3a6e1f92d5a5637a9d,B4X2500MATCH-c5e252fb4b73a6cb77d57295,B4X2500NORM-2a31cd01d636f0a31e1b2ba8,B4X2500NORM-fb0192eccdba5597f6f3b8b6,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-c0fbac568e2935b06ed7de83,B4X2500MATCH-c5e252fb4b73a6cb77d57295,B4X2500NORM-47157a1d1f1ad4a337ae1ee5,B4X2500NORM-fb0192eccdba5597f6f3b8b6,non_base_component_candidate,false,true,true,true,moderate,needs_manual_review,"[""pay_basis_not_comparable""]",descriptive_structure_only
B4X2500PAIR-bbf18f5a799a53e22d48107d,B4X2500MATCH-c5e252fb4b73a6cb77d57295,B4X2500NORM-77521b0368fe782c56478184,B4X2500NORM-fb0192eccdba5597f6f3b8b6,non_base_component_candidate,false,true,true,true,moderate,needs_manual_review,"[""pay_basis_not_comparable""]",descriptive_structure_only
B4X2500PAIR-430cf7122abd6cc6acae51f3,B4X2500MATCH-c5e252fb4b73a6cb77d57295,B4X2500NORM-78f33ba8da4302b483f8e34d,B4X2500NORM-fb0192eccdba5597f6f3b8b6,non_base_component_candidate,false,true,true,true,moderate,needs_manual_review,"[""pay_basis_not_comparable""]",descriptive_structure_only
B4X2500PAIR-d686a1813ec3b45009f60e0e,B4X2500MATCH-c5e252fb4b73a6cb77d57295,B4X2500NORM-8e0a22f2f0442721f7af3c4c,B4X2500NORM-fb0192eccdba5597f6f3b8b6,non_base_component_candidate,false,true,true,true,moderate,needs_manual_review,"[""pay_basis_not_comparable""]",descriptive_structure_only
B4X2500PAIR-7c446821a922bbbf83a9eb97,B4X2500MATCH-c5e252fb4b73a6cb77d57295,B4X2500NORM-8fc6959923bdf3bdc13e9d2e,B4X2500NORM-fb0192eccdba5597f6f3b8b6,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-759eba3ef87f55f908c1ae28,B4X2500MATCH-c5e252fb4b73a6cb77d57295,B4X2500NORM-a5bafc1fe64d062b02c9ccab,B4X2500NORM-fb0192eccdba5597f6f3b8b6,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-9894d0f58bef9466f501e5d6,B4X2500MATCH-c5e252fb4b73a6cb77d57295,B4X2500NORM-b69d924d2a4408739c4a58f0,B4X2500NORM-fb0192eccdba5597f6f3b8b6,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-030971812232ace4e6ed8f34,B4X2500MATCH-c5e252fb4b73a6cb77d57295,B4X2500NORM-de02f6710acce6219f41f23c,B4X2500NORM-fb0192eccdba5597f6f3b8b6,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-12d317f76284e21ea7cfc1c6,B4X2500MATCH-9e1ebc120cd92407a1a58001,B4X2500NORM-196de6812548c0af80f0c98a,B4X2500NORM-044c5b50479116b5e0d047fa,non_base_component_candidate,false,false,true,true,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-00089825cbd6071d1d6dee7c,B4X2500MATCH-9e1ebc120cd92407a1a58001,B4X2500NORM-6b326f4309cff0cfa94d6ad7,B4X2500NORM-044c5b50479116b5e0d047fa,mechanism_context_pair,false,false,true,false,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-c0d779be3409a55166afb5f2,B4X2500MATCH-9e1ebc120cd92407a1a58001,B4X2500NORM-9ec747b078d4a1351fa7d798,B4X2500NORM-044c5b50479116b5e0d047fa,mechanism_context_pair,false,false,true,false,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-671f532e65ef10c616b92336,B4X2500MATCH-34e5b382f9de3a0b3f7fff3a,B4X2500NORM-c199585ccf01b9f12d6bfbd0,B4X2500NORM-d912237cd565b1b18a0ab9d6,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-fe448e5492ec94694d25ab34,B4X2500MATCH-3ad09b6273ada2c6d47eca99,B4X2500NORM-7daa9082b6cff6712be89095,B4X2500NORM-713da19143fcf441a4eee7dd,percentage_growth_candidate,true,true,true,false,moderate,needs_manual_review,"[""base_nonbase_not_comparable""]",descriptive_structure_only
B4X2500PAIR-8f47d2dea900521987efbb2e,B4X2500MATCH-3ad09b6273ada2c6d47eca99,B4X2500NORM-8cfa51639e827b079c8f4e43,B4X2500NORM-713da19143fcf441a4eee7dd,percentage_growth_candidate,true,true,true,false,moderate,needs_manual_review,"[""base_nonbase_not_comparable""]",descriptive_structure_only
B4X2500PAIR-eac0b6fdc659baed0baae5a3,B4X2500MATCH-63e5d7f846f0cc467da0a0e7,B4X2500NORM-34e7bbdb646bb0ab817343fd,B4X2500NORM-4caef53a6c68fca30dfdf4ad,mechanism_context_pair,false,false,true,false,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-bac25bf0acaa1304b96d7b95,B4X2500MATCH-63e5d7f846f0cc467da0a0e7,B4X2500NORM-49b55cd9776dc0107040a615,B4X2500NORM-4caef53a6c68fca30dfdf4ad,mechanism_context_pair,false,false,true,false,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-2d01de4bfb8d671560d12c20,B4X2500MATCH-63e5d7f846f0cc467da0a0e7,B4X2500NORM-5b36c9e7193b2eb4762ce349,B4X2500NORM-4caef53a6c68fca30dfdf4ad,mechanism_context_pair,false,false,true,false,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-196b43c80d71521d509dec24,B4X2500MATCH-63e5d7f846f0cc467da0a0e7,B4X2500NORM-6485033580ff7785399ae060,B4X2500NORM-4caef53a6c68fca30dfdf4ad,mechanism_context_pair,false,false,true,false,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-db018d66167e4049191e50e1,B4X2500MATCH-63e5d7f846f0cc467da0a0e7,B4X2500NORM-785f22653b9b14ce95c38493,B4X2500NORM-4caef53a6c68fca30dfdf4ad,mechanism_context_pair,false,false,true,false,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-d474a6204d924ef6beb30ecc,B4X2500MATCH-63e5d7f846f0cc467da0a0e7,B4X2500NORM-d9959080758ef8ca27230907,B4X2500NORM-4caef53a6c68fca30dfdf4ad,mechanism_context_pair,false,false,true,false,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-309832018c1c528a80f31213,B4X2500MATCH-d6aaec07402332b299a598c5,B4X2500NORM-08bd6178398644ce1effaa05,B4X2500NORM-0cc1b0dacadd7a6ef4344470,mechanism_context_pair,false,false,true,false,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-a9ec2e3e33c2a0e3eaa2731c,B4X2500MATCH-7a93a0dca906eab4d37d52c3,B4X2500NORM-27eb7dde37ed376df8dd1150,B4X2500NORM-0ec761e2c6c896fc2dc30cbe,base_wage_level_candidate,true,false,true,true,moderate,needs_manual_review,"[""effective_period_not_comparable""]",descriptive_structure_only
B4X2500PAIR-1e42bd8233c61dfb4d4e8cfb,B4X2500MATCH-7a93a0dca906eab4d37d52c3,B4X2500NORM-695cb5807754fd3d651b9928,B4X2500NORM-0ec761e2c6c896fc2dc30cbe,mechanism_context_pair,false,false,true,false,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-b4250874c965924c8ab5e20a,B4X2500MATCH-7a93a0dca906eab4d37d52c3,B4X2500NORM-7e49d34360c88dd5b3aaa661,B4X2500NORM-0ec761e2c6c896fc2dc30cbe,mechanism_context_pair,false,false,true,false,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-2ec9644f58173470d469646d,B4X2500MATCH-38e59a03a2c6d1e10d607889,B4X2500NORM-3ae7ab3b082de8f77dfd52f3,B4X2500NORM-66b0d784fb1efc092c46edb0,non_base_component_candidate,false,true,true,true,moderate,needs_manual_review,"[""pay_basis_not_comparable""]",descriptive_structure_only
B4X2500PAIR-3480c6e9cb09cffe8fdbe616,B4X2500MATCH-38e59a03a2c6d1e10d607889,B4X2500NORM-5270bd65a89f5411caad3a4e,B4X2500NORM-66b0d784fb1efc092c46edb0,non_base_component_candidate,false,true,true,true,moderate,needs_manual_review,"[""pay_basis_not_comparable""]",descriptive_structure_only
B4X2500PAIR-21b751adfbc501cfd206f541,B4X2500MATCH-38e59a03a2c6d1e10d607889,B4X2500NORM-79c3505a2a2a11b8fdc973b2,B4X2500NORM-66b0d784fb1efc092c46edb0,non_base_component_candidate,false,true,true,true,moderate,needs_manual_review,"[""pay_basis_not_comparable""]",descriptive_structure_only
B4X2500PAIR-e950c033ce5e94753fd77f19,B4X2500MATCH-ad6a10786ef69ab67101c4d8,B4X2500NORM-72325e264ca75349e38311d0,B4X2500NORM-af74aa8f07bf989ae6f630f4,base_wage_level_candidate,true,true,true,true,high,ready_for_bounded_review,[],bounded_exploratory_review_possible
B4X2500PAIR-980619fc4faf048ec3106ad1,B4X2500MATCH-5c063d90dd2ba8c2dffc377b,B4X2500NORM-0136525c07176db9f65505d3,B4X2500NORM-9c28dedf7c3ff5548a7b659b,base_wage_level_candidate,true,true,true,true,high,ready_for_bounded_review,[],bounded_exploratory_review_possible
B4X2500PAIR-d5cd411ba080d0ee60a5cf83,B4X2500MATCH-5c063d90dd2ba8c2dffc377b,B4X2500NORM-0388c0ef9f835c3b5b5cc94d,B4X2500NORM-9c28dedf7c3ff5548a7b659b,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-4059b5862fcc3292edf8e193,B4X2500MATCH-5c063d90dd2ba8c2dffc377b,B4X2500NORM-0ae57b8e37ee4d9cf7984343,B4X2500NORM-9c28dedf7c3ff5548a7b659b,base_wage_level_candidate,true,true,false,true,moderate,needs_manual_review,"[""unit_rank_step_not_comparable""]",descriptive_structure_only
B4X2500PAIR-2f234c65e9440a60e34329b6,B4X2500MATCH-5c063d90dd2ba8c2dffc377b,B4X2500NORM-294a0e5d4a6839c8e24b748b,B4X2500NORM-9c28dedf7c3ff5548a7b659b,base_wage_level_candidate,true,true,true,true,high,ready_for_bounded_review,[],bounded_exploratory_review_possible
B4X2500PAIR-6ec8321ab4f99f7c6e5e9be0,B4X2500MATCH-5c063d90dd2ba8c2dffc377b,B4X2500NORM-99a3b2b0077c7efe8bf33392,B4X2500NORM-9c28dedf7c3ff5548a7b659b,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-222cd96012a188446a59e49c,B4X2500MATCH-5c063d90dd2ba8c2dffc377b,B4X2500NORM-a55dde2954c4e02174271539,B4X2500NORM-9c28dedf7c3ff5548a7b659b,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-28d1007f0afb4c85f91d8509,B4X2500MATCH-5c063d90dd2ba8c2dffc377b,B4X2500NORM-a6d119ea1d14dc41e1e03504,B4X2500NORM-9c28dedf7c3ff5548a7b659b,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-e60fac7ab4ac4df858323e19,B4X2500MATCH-5c063d90dd2ba8c2dffc377b,B4X2500NORM-b2c3c52531f96c50508daa4b,B4X2500NORM-9c28dedf7c3ff5548a7b659b,base_wage_level_candidate,true,true,true,true,high,ready_for_bounded_review,[],bounded_exploratory_review_possible
B4X2500PAIR-06805ba87e6fc389aee4c5f7,B4X2500MATCH-5c063d90dd2ba8c2dffc377b,B4X2500NORM-b92aa4c37a6f90899038df50,B4X2500NORM-9c28dedf7c3ff5548a7b659b,base_wage_level_candidate,true,true,true,true,high,ready_for_bounded_review,[],bounded_exploratory_review_possible
B4X2500PAIR-96288dd8334321573001df52,B4X2500MATCH-5c063d90dd2ba8c2dffc377b,B4X2500NORM-bafc28ece02acbbfea0dd17f,B4X2500NORM-9c28dedf7c3ff5548a7b659b,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-6c8a8a5754130c1e83c5431f,B4X2500MATCH-5c063d90dd2ba8c2dffc377b,B4X2500NORM-c72a4f10a5dab868b0085011,B4X2500NORM-9c28dedf7c3ff5548a7b659b,base_wage_level_candidate,false,true,true,true,moderate,needs_manual_review,"[""pay_basis_not_comparable""]",descriptive_structure_only
B4X2500PAIR-62e362ca9817de22a0ee083e,B4X2500MATCH-5c063d90dd2ba8c2dffc377b,B4X2500NORM-e564b7d5247fda1cb0890b3b,B4X2500NORM-9c28dedf7c3ff5548a7b659b,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-cccf5f816b0615e7380f50a7,B4X2500MATCH-ce26f023be4fdffd494a1b77,B4X2500NORM-109bdb38d20bb7dbf99a00a2,B4X2500NORM-1541d8f4eb6ee70cc50d1f33,base_wage_level_candidate,true,false,true,true,moderate,needs_manual_review,"[""effective_period_not_comparable""]",descriptive_structure_only
B4X2500PAIR-3ee593a67ca39469b5085521,B4X2500MATCH-ce26f023be4fdffd494a1b77,B4X2500NORM-53412c98f2a9e11a4927c88f,B4X2500NORM-1541d8f4eb6ee70cc50d1f33,base_wage_level_candidate,false,false,true,true,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-2d5c5ffba96d51911bcb9016,B4X2500MATCH-ce26f023be4fdffd494a1b77,B4X2500NORM-8a6c8a69f31c8c0120083be7,B4X2500NORM-1541d8f4eb6ee70cc50d1f33,base_wage_level_candidate,false,false,true,true,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-ce859311a954f8f1d4d37015,B4X2500MATCH-ce26f023be4fdffd494a1b77,B4X2500NORM-964cec093b42c932214e3724,B4X2500NORM-1541d8f4eb6ee70cc50d1f33,base_wage_level_candidate,false,false,true,true,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-10045086e35580f129ab7d18,B4X2500MATCH-ce26f023be4fdffd494a1b77,B4X2500NORM-af67fb49385aee07bf0004d1,B4X2500NORM-1541d8f4eb6ee70cc50d1f33,base_wage_level_candidate,true,false,false,true,moderate,needs_manual_review,"[""effective_period_not_comparable"",""unit_rank_step_not_comparable""]",descriptive_structure_only
B4X2500PAIR-cfa6f5c598ab799273ff5013,B4X2500MATCH-ce26f023be4fdffd494a1b77,B4X2500NORM-b927afd36a7d7a3e2a5931a9,B4X2500NORM-1541d8f4eb6ee70cc50d1f33,base_wage_level_candidate,false,false,true,true,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-8ac0efb1bafa75129ddc0550,B4X2500MATCH-ce26f023be4fdffd494a1b77,B4X2500NORM-cce5a6fda22dff71163755d8,B4X2500NORM-1541d8f4eb6ee70cc50d1f33,base_wage_level_candidate,false,false,true,true,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-db5745e45e2b9602c05a26ec,B4X2500MATCH-ce26f023be4fdffd494a1b77,B4X2500NORM-fbac1823f8fefb9a384debbb,B4X2500NORM-1541d8f4eb6ee70cc50d1f33,base_wage_level_candidate,false,false,true,true,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-efdb0a1408fd8da21c6a7743,B4X2500MATCH-9c4e7d9e8129e620326eb9b0,B4X2500NORM-74b519ba21abaa093496e448,B4X2500NORM-b3af90f28212004504a273a4,base_wage_level_candidate,true,true,true,true,high,ready_for_bounded_review,[],bounded_exploratory_review_possible
B4X2500PAIR-d8d5dd0f798772ff8085c349,B4X2500MATCH-9c4e7d9e8129e620326eb9b0,B4X2500NORM-9eda8a3b5261e678ed673df8,B4X2500NORM-b3af90f28212004504a273a4,base_wage_level_candidate,true,true,true,true,high,ready_for_bounded_review,[],bounded_exploratory_review_possible
B4X2500PAIR-f9fec8a67022eeb719c3aee6,B4X2500MATCH-9c4e7d9e8129e620326eb9b0,B4X2500NORM-e34cc88ac56dbcaa61df1731,B4X2500NORM-b3af90f28212004504a273a4,base_wage_level_candidate,true,true,true,true,high,ready_for_bounded_review,[],bounded_exploratory_review_possible
B4X2500PAIR-1a656d209fdc64312727468f,B4X2500MATCH-87988cb2446d7a2270538802,B4X2500NORM-21d9ed2b88eab6aa139e7a43,B4X2500NORM-9b67458bef81027f52e72d46,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-33e48d41c649220b0a538afd,B4X2500MATCH-87988cb2446d7a2270538802,B4X2500NORM-77acce621a2e9705aa3e3a79,B4X2500NORM-9b67458bef81027f52e72d46,base_wage_level_candidate,true,true,true,true,high,ready_for_bounded_review,[],bounded_exploratory_review_possible
B4X2500PAIR-14c9485ecca40c258321dd52,B4X2500MATCH-87988cb2446d7a2270538802,B4X2500NORM-9127bc6cbd0cbb0d96a0eda3,B4X2500NORM-9b67458bef81027f52e72d46,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-db9faaefc58c649ad7586264,B4X2500MATCH-87988cb2446d7a2270538802,B4X2500NORM-f86bbb6545a6b7da0e20c3ff,B4X2500NORM-9b67458bef81027f52e72d46,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
