municipality_cycle_id,municipality,state,region,cycle_start,cycle_end,contract_year,fiscal_year,cycle_label,source_count,span_count,normalized_record_count,safety_record_count,non_safety_record_count,unclear_record_count,base_record_count,non_base_record_count,mechanism_clusters_present,comparison_readiness_status,cycle_confidence,blockers
B4X2500MC-bd9ca2bdfcacc4154b16698a,McEwen,TN,South,,,,,undated-source-B4X2500LIVE-20260729-007151,1,4,4,0,0,4,1,3,"[""non_base_compensation"",""weak_context_exclusion""]",unit_classification_incomplete,low,"[""effective_period_or_cycle_unresolved"",""non_compensation_numeric_context"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-bdaf2578375b3a3672199b82,Breese,IL,Midwest,,,,,undated-source-B4X2500LIVE-20260729-007558,1,1,1,0,0,1,0,1,"[""non_base_compensation""]",unit_classification_incomplete,low,"[""effective_period_or_cycle_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-bdb1761fc4f711ba45995b3c,Sherburn,MN,Midwest,2025,2025,2025,,2025,1,2,2,2,0,0,0,0,"[""automatic_wage_growth"",""timing_implementation""]",missing_non_safety_evidence,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-bdb2f5a2e1bd9e9b6935bee8,Marysvale,UT,West,2017,2017,2017,,2017,1,1,1,0,0,1,0,0,"[""timing_implementation""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-bdb594dfcd664e349cb1bc48,Wyckoff,NJ,Northeast,2018,2018,2018,,2018,1,9,9,0,0,9,1,6,"[""non_base_compensation"",""timing_implementation""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-bdc2788c978428397120d44b,West Milwaukee,WI,Midwest,,,,,undated-source-B4X2500LIVE-20260729-003490,1,13,13,4,0,9,3,3,"[""automatic_wage_growth"",""non_base_compensation"",""quantitative_base_wage_needs_normalization"",""timing_implementation""]",missing_non_safety_evidence,low,"[""base_nonbase_unresolved"",""effective_period_or_cycle_unresolved"",""missing_non_safety_unit_in_cycle"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""rank_step_grade_unresolved"",""safety_category_unresolved""]"
B4X2500MC-be0ff60a6cddafda14f55d94,Hamilton,OH,Midwest,,,,,undated-source-B4X2500LIVE-20260729-003273,1,8,8,8,0,0,3,5,"[""non_base_compensation"",""quantitative_base_wage_needs_normalization"",""weak_context_exclusion""]",missing_non_safety_evidence,low,"[""annual_equivalent_uses_standard_2080_assumption"",""effective_period_or_cycle_unresolved"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-be5d8ad0a3af814457050c1f,Utica,NE,Midwest,2035,2035,,2035,2035,1,1,1,0,0,1,0,0,"[""weak_context_exclusion""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-be7ec3022416580e7300f6a7,Dale,IN,Midwest,1991,1991,1991,,1991,1,1,1,0,0,1,0,0,"[""timing_implementation""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-be82f6d7401a67f93524b499,Paragonah,UT,West,2024,2024,2024,,2024,1,4,4,0,4,0,4,0,"[""quantitative_base_wage_needs_normalization""]",missing_safety_evidence,moderate,"[""annual_equivalent_uses_standard_2080_assumption"",""missing_safety_unit_in_cycle""]"
B4X2500MC-beb6df4e24ab9be58ee7324d,Shawnee,OH,Midwest,2020,2021,2020,,2020-2021,1,8,8,0,0,8,0,5,"[""non_base_compensation"",""timing_implementation"",""weak_context_exclusion""]",unit_classification_incomplete,high,"[""base_nonbase_unresolved"",""non_compensation_numeric_context"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-bf7c4333c9ff63b59c32089c,Washington,OH,Midwest,,,,,undated-source-B4X2500LIVE-20260729-000867,1,9,9,0,9,0,0,6,"[""non_base_compensation"",""timing_implementation""]",missing_safety_evidence,low,"[""base_nonbase_unresolved"",""effective_period_or_cycle_unresolved"",""missing_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-bf87eed4d30257d8e6b1f0ed,Beaver Cove,ME,Northeast,2023,2024,2023,2023,2023-2024,1,2,2,0,0,2,0,0,"[""automatic_wage_growth"",""quantitative_base_wage_needs_normalization""]",unit_classification_incomplete,high,"[""base_nonbase_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-bfa64a07977dceafbf81d33c,Onondaga,NY,Northeast,2024,2024,2024,,2024,1,1,1,0,0,1,0,0,"[""timing_implementation""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-c01204c15629cdee5ec52175,Walcott,IA,Midwest,2026,2026,2026,,2026,2,4,4,1,0,3,1,0,"[""automatic_wage_growth"",""quantitative_base_wage_needs_normalization"",""weak_context_exclusion""]",missing_non_safety_evidence,moderate,"[""annual_equivalent_uses_standard_2080_assumption"",""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""missing_non_safety_unit_in_cycle"",""occupation_or_unit_unresolved"",""safety_category_unresolved""]"
B4X2500MC-c0176c1d0c8e83d4f5aa4015,Lansing charter,MI,Midwest,,,,,undated-source-B4X2500LIVE-20260729-000437,1,12,12,12,0,0,3,9,"[""non_base_compensation"",""quantitative_base_wage_needs_normalization"",""weak_context_exclusion""]",missing_non_safety_evidence,low,"[""effective_period_or_cycle_unresolved"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved"",""rank_step_grade_unresolved""]"
B4X2500MC-c033bc956408041d4d7b9b90,Luna Pier,MI,Midwest,2013,2013,2013,,2013,1,5,5,0,1,4,0,2,"[""non_base_compensation"",""timing_implementation""]",missing_safety_evidence,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""missing_safety_unit_in_cycle"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved""]"
B4X2500MC-c04d82e6865cec25a6c037d8,Plain,OH,Midwest,2019,2019,2019,,2019,1,1,1,1,0,0,0,0,"[""timing_implementation""]",missing_non_safety_evidence,moderate,"[""base_nonbase_unresolved"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-c0585f082ff3a399d86784d3,Plymouth,NC,South,2010,2010,2010,,2010,1,12,12,0,0,12,2,9,"[""non_base_compensation"",""rank_step_specialization_classification"",""timing_implementation""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-c0c4f2805b49d32c0fd295db,Mountain Lake,MN,Midwest,2000,2000,2000,,2000,1,1,1,0,0,1,1,0,"[""rank_step_specialization_classification""]",unit_classification_incomplete,moderate,"[""cycle_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-c0d35cfe92f71455155def69,Hildale,UT,West,2024,2024,2024,2024,2024,1,1,1,0,0,1,1,0,"[""rank_step_specialization_classification""]",unit_classification_incomplete,moderate,"[""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-c0f028a33895f793ff9c7340,New Lisbon,WI,Midwest,1995,1997,1995,,1995-1997,1,2,2,0,0,2,0,1,"[""automatic_wage_growth"",""non_base_compensation""]",unit_classification_incomplete,high,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-c0f37fbf2e8bbc0b28cd4850,Benton,KS,Midwest,2024,2024,2024,,2024,1,1,1,0,0,1,0,0,"[""timing_implementation""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-c1069cc71180506f0d19656b,Cowpens,SC,South,1998,1998,1998,,1998,1,1,1,0,0,1,0,0,"[""timing_implementation""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-c11f7bf9166236fac23bed9b,Oakland charter,MI,Midwest,2023,2023,2023,,2023,1,1,1,1,0,0,0,0,"[""timing_implementation""]",missing_non_safety_evidence,moderate,"[""base_nonbase_unresolved"",""missing_non_safety_unit_in_cycle""]"
B4X2500MC-c1519f4e8713c725da354f05,Misenheimer,NC,South,2022,2023,2022,,2022-2023,1,1,1,0,0,1,0,1,"[""non_base_compensation""]",unit_classification_incomplete,high,"[""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-c15312cd5bf229f91322a55a,Augusta charter,MI,Midwest,2023,2023,2023,,2023,1,1,1,0,0,1,0,0,"[""automatic_wage_growth""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""occupation_or_unit_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-c1544400c9b9d50ae970ff5d,Orchard Park,NY,Northeast,2004,2004,2004,,2004,1,1,1,0,1,0,1,0,"[""quantitative_base_wage_needs_normalization""]",missing_safety_evidence,moderate,"[""cycle_outside_2014_2024_observation_window"",""missing_safety_unit_in_cycle"",""pay_basis_unresolved"",""rank_step_grade_unresolved""]"
B4X2500MC-c167b26bafa43c04faf519d3,Lincoln,KS,Midwest,,,,,undated-source-B4X2500LIVE-20260729-007810,1,1,1,0,1,0,1,0,"[""quantitative_base_wage_needs_normalization""]",missing_safety_evidence,low,"[""annual_equivalent_uses_standard_2080_assumption"",""effective_period_or_cycle_unresolved"",""missing_safety_unit_in_cycle""]"
B4X2500MC-c191631ba8c70a83bf864d6d,Wilmington,IL,Midwest,2020,2020,2020,2021,2020,1,11,11,0,0,11,6,4,"[""automatic_wage_growth"",""non_base_compensation"",""quantitative_base_wage_needs_normalization"",""rank_step_specialization_classification"",""weak_context_exclusion""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""rank_step_grade_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-c1cef7388f65751057bf5faf,Wellsville,NY,Northeast,2014,2014,2014,,2014,1,1,1,1,0,0,0,0,"[""timing_implementation""]",missing_non_safety_evidence,moderate,"[""base_nonbase_unresolved"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-c21538db381020080ffd7a54,Giltner,NE,Midwest,2017,2017,2017,2035,2017,1,5,5,0,1,4,3,1,"[""non_base_compensation"",""quantitative_base_wage_needs_normalization"",""weak_context_exclusion""]",missing_safety_evidence,moderate,"[""annual_equivalent_uses_standard_2080_assumption"",""base_nonbase_unresolved"",""missing_safety_unit_in_cycle"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved""]"
B4X2500MC-c2217bccf8a0369ae4f80516,Dunstable,MA,Northeast,,,,,undated-source-B4X2500LIVE-20260729-003517,1,3,3,3,0,0,0,3,"[""non_base_compensation""]",missing_non_safety_evidence,low,"[""effective_period_or_cycle_unresolved"",""missing_non_safety_unit_in_cycle""]"
B4X2500MC-c270518e0419e6b333825af7,Monroe,NJ,Northeast,2026,2026,2026,,2026,1,1,1,0,0,1,1,0,"[""quantitative_base_wage_needs_normalization""]",unit_classification_incomplete,moderate,"[""cycle_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-c282f9451354dfe99c3d0135,Maddock,ND,Midwest,,,,,undated-source-B4X2500LIVE-20260729-003185,1,1,1,0,0,1,0,1,"[""non_base_compensation""]",unit_classification_incomplete,low,"[""effective_period_or_cycle_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-c29393beb3a4c8cdae7f5a17,Breese,IL,Midwest,2011,2011,2011,,2011,1,1,1,0,0,1,0,0,"[""timing_implementation""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-c29e8dd86e05310111d77d00,Fort Ransom,ND,Midwest,2024,2024,2024,,2024,1,2,2,0,1,1,2,0,"[""quantitative_base_wage_needs_normalization"",""rank_step_specialization_classification""]",missing_safety_evidence,moderate,"[""annual_equivalent_uses_standard_2080_assumption"",""missing_safety_unit_in_cycle"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved""]"
B4X2500MC-c2d844066defd81d54614b15,Ortonville,MN,Midwest,,,,,undated-source-B4X2500LIVE-20260729-000543,1,1,1,1,0,0,1,0,"[""quantitative_base_wage_needs_normalization""]",missing_non_safety_evidence,low,"[""effective_period_or_cycle_unresolved"",""missing_non_safety_unit_in_cycle""]"
B4X2500MC-c2ec6d0ab80f72a39792fba3,Copley,OH,Midwest,2021,2021,2021,,2021,3,3,3,2,0,1,0,0,"[""timing_implementation""]",missing_non_safety_evidence,moderate,"[""base_nonbase_unresolved"",""missing_non_safety_unit_in_cycle"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved""]"
B4X2500MC-c318a9df4dba540d567477de,Riverdale,IL,Midwest,2024,2024,2024,,2024,1,1,1,1,0,0,0,0,"[""timing_implementation""]",missing_non_safety_evidence,moderate,"[""base_nonbase_unresolved"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-c319fbc6b992e066a12cb2dd,Occoquan,VA,South,2025,2025,2025,2025,2025,1,8,8,1,0,7,0,0,"[""automatic_wage_growth"",""quantitative_base_wage_needs_normalization"",""weak_context_exclusion""]",missing_non_safety_evidence,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""missing_non_safety_unit_in_cycle"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved""]"
B4X2500MC-c34e93e175eef11c6916278b,Biscoe,NC,South,,,,,undated-source-B4X2500LIVE-20260729-009481,1,1,1,0,0,1,0,1,"[""weak_context_exclusion""]",unit_classification_incomplete,low,"[""effective_period_or_cycle_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-c3522767897bf47df6d9f347,Brookfield,OH,Midwest,2027,2027,2027,,2027,1,1,1,1,0,0,1,0,"[""quantitative_base_wage_needs_normalization""]",missing_non_safety_evidence,moderate,"[""annual_equivalent_uses_standard_2080_assumption"",""cycle_outside_2014_2024_observation_window"",""missing_non_safety_unit_in_cycle""]"
B4X2500MC-c35efe75b6feb4f164167af3,Rock Falls,IL,Midwest,2026,2026,2026,,2026,1,1,1,1,0,0,0,0,"[""timing_implementation""]",missing_non_safety_evidence,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-c38dda7e3821a5ef0dc5b02d,Syracuse,KS,Midwest,,,,,undated-source-B4X2500LIVE-20260729-000365,1,2,2,0,0,2,1,0,"[""automatic_wage_growth"",""quantitative_base_wage_needs_normalization""]",unit_classification_incomplete,low,"[""annual_equivalent_uses_standard_2080_assumption"",""base_nonbase_unresolved"",""effective_period_or_cycle_unresolved"",""occupation_or_unit_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-c39fdd52e717d46c11c871a6,Bogue,NC,South,2026,2027,2026,2026,2026-2027,1,2,2,0,0,2,0,0,"[""quantitative_base_wage_needs_normalization""]",unit_classification_incomplete,high,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-c3a52a2cc52485b2a0078f7a,North Hanover,NJ,Northeast,2024,2024,2024,,2024,1,2,2,0,0,2,0,2,"[""non_base_compensation""]",unit_classification_incomplete,moderate,"[""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-c3aadc95c2f41e01d3596e85,Sewall's Point,FL,South,2021,2021,2021,,2021,1,2,2,0,0,2,0,0,"[""timing_implementation"",""weak_context_exclusion""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-c3ab6accc51431b96658c595,Maple Lake,MN,Midwest,,,,,undated-source-B4X2500LIVE-20260729-005536,1,7,7,0,0,7,1,5,"[""automatic_wage_growth"",""non_base_compensation"",""weak_context_exclusion""]",unit_classification_incomplete,low,"[""base_nonbase_unresolved"",""effective_period_or_cycle_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-c3c4fa2bf92415eb86dd1c79,Copley,OH,Midwest,2010,2010,2010,,2010,1,1,1,1,0,0,0,0,"[""timing_implementation""]",missing_non_safety_evidence,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-c3cc7f05263f80b5cf99c735,Delhi,OH,Midwest,2020,2020,2020,,2020,3,4,4,2,2,0,0,0,"[""timing_implementation""]",safety_non_safety_evidence_present,moderate,"[""base_nonbase_unresolved"",""pay_basis_unresolved""]"
B4X2500MC-c3d7c01679888228791b59d4,Grand Haven charter,MI,Midwest,2024,2024,2024,,2024,1,2,2,2,0,0,0,0,"[""timing_implementation"",""weak_context_exclusion""]",missing_non_safety_evidence,moderate,"[""base_nonbase_unresolved"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-c3ec0286f3eb8533cac86526,Washington,KS,Midwest,2025,2025,2025,,2025,1,4,4,0,0,4,3,0,"[""quantitative_base_wage_needs_normalization"",""weak_context_exclusion""]",unit_classification_incomplete,moderate,"[""annual_equivalent_uses_standard_2080_assumption"",""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-c4146f505e1f36132ad6d4cc,Blacksburg,SC,South,2022,2022,,2022,2022,1,1,1,1,0,0,1,0,"[""rank_step_specialization_classification""]",missing_non_safety_evidence,moderate,"[""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-c41cf1a49e5a829a4901afe1,Rye,NY,Northeast,2018,2018,2018,,2018,1,1,1,0,1,0,0,0,"[""timing_implementation""]",missing_safety_evidence,moderate,"[""base_nonbase_unresolved"",""missing_safety_unit_in_cycle""]"
B4X2500MC-c434d738424cc9aacf0c80cd,Northumberland,PA,Northeast,2015,2015,2015,2015,2015,1,1,1,0,0,1,0,0,"[""weak_context_exclusion""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-c43d98428d4e57a2ccc48154,Medley,FL,South,2002,2002,2002,,2002,1,1,1,1,0,0,1,0,"[""quantitative_base_wage_needs_normalization""]",missing_non_safety_evidence,moderate,"[""annual_equivalent_uses_standard_2080_assumption"",""cycle_outside_2014_2024_observation_window"",""missing_non_safety_unit_in_cycle""]"
B4X2500MC-c44f93649b9cac0ba93c1a41,McLouth,KS,Midwest,,,,,undated-source-B4X2500LIVE-20260729-002847,1,7,7,6,1,0,7,0,"[""quantitative_base_wage_needs_normalization""]",safety_non_safety_evidence_present,low,"[""annual_equivalent_uses_standard_2080_assumption"",""effective_period_or_cycle_unresolved"",""pay_basis_unresolved"",""rank_step_grade_unresolved""]"
B4X2500MC-c459f16abb391bb8333c5cfb,Gary,SD,Midwest,2023,2023,2023,,2023,1,2,2,0,0,2,2,0,"[""quantitative_base_wage_needs_normalization""]",unit_classification_incomplete,moderate,"[""annual_equivalent_uses_standard_2080_assumption"",""occupation_or_unit_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-c45b7d73da2c40d17e038fe9,Coats,NC,South,2025,2026,2025,2025,2025-2026,1,7,7,0,0,7,2,0,"[""quantitative_base_wage_needs_normalization"",""timing_implementation""]",unit_classification_incomplete,high,"[""annual_equivalent_uses_standard_2080_assumption"",""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-c46de51df022fef3bd85e6b4,Siler City,NC,South,,,,,undated-source-B4X2500LIVE-20260729-009541,1,1,1,0,0,1,1,0,"[""quantitative_base_wage_needs_normalization""]",unit_classification_incomplete,low,"[""effective_period_or_cycle_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-c46edb8cd4a62372acc785c0,Washington,NJ,Northeast,2019,2019,2019,,2019,1,7,7,2,0,5,3,3,"[""non_base_compensation"",""quantitative_base_wage_needs_normalization"",""timing_implementation"",""weak_context_exclusion""]",missing_non_safety_evidence,moderate,"[""annual_equivalent_uses_standard_2080_assumption"",""base_nonbase_unresolved"",""missing_non_safety_unit_in_cycle"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved""]"
B4X2500MC-c4b5822e1ca50bf2827a9152,Mantorville,MN,Midwest,,,,,undated-source-B4X2500LIVE-20260729-003046,1,6,6,0,0,6,5,0,"[""automatic_wage_growth"",""market_staffing_pressure"",""quantitative_base_wage_needs_normalization"",""rank_step_specialization_classification"",""timing_implementation""]",unit_classification_incomplete,low,"[""annual_equivalent_uses_standard_2080_assumption"",""base_nonbase_unresolved"",""effective_period_or_cycle_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-c5084c902e5b405218692970,Guyton,GA,South,,,,,undated-source-B4X2500LIVE-20260729-004328,1,1,1,0,0,1,0,1,"[""weak_context_exclusion""]",unit_classification_incomplete,low,"[""effective_period_or_cycle_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-c53313436d3882db746066b0,Lomira,WI,Midwest,2027,2027,2027,,2027,1,1,1,0,0,1,0,0,"[""timing_implementation""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-c54396a2b4e930f13b6ffcba,Fort Stockton,TX,South,2025,2025,2025,,2025,1,1,1,0,0,1,1,0,"[""rank_step_specialization_classification""]",unit_classification_incomplete,moderate,"[""cycle_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""rank_step_grade_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-c5895748f3ea33cb7c77c1e0,Redgranite,WI,Midwest,2006,2006,2006,,2006,1,3,3,0,0,3,0,0,"[""automatic_wage_growth"",""timing_implementation""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-c58ba257b31c9bc45eaa5924,Buchanan,MI,Midwest,,,,,undated-source-B4X2500LIVE-20260729-007881,1,12,12,0,0,12,7,5,"[""non_base_compensation"",""quantitative_base_wage_needs_normalization"",""rank_step_specialization_classification"",""weak_context_exclusion""]",unit_classification_incomplete,low,"[""annual_equivalent_uses_standard_2080_assumption"",""effective_period_or_cycle_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""rank_step_grade_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-c59295922f8483ad4965d0ee,Algonac,MI,Midwest,,,,,undated-source-B4X2500LIVE-20260729-002884,1,10,10,0,1,9,0,6,"[""automatic_wage_growth"",""non_base_compensation"",""timing_implementation""]",missing_safety_evidence,low,"[""base_nonbase_unresolved"",""effective_period_or_cycle_unresolved"",""missing_safety_unit_in_cycle"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved""]"
B4X2500MC-c5cbcb939498b74157272712,Worthington,IN,Midwest,,,,,undated-source-B4X2500LIVE-20260729-005257,1,2,2,2,0,0,0,2,"[""non_base_compensation""]",missing_non_safety_evidence,low,"[""effective_period_or_cycle_unresolved"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-c5cfc58778e6234c9f8073a3,Elroy,WI,Midwest,,,,,undated-source-B4X2500LIVE-20260729-008416,1,1,1,1,0,0,1,0,"[""automatic_wage_growth""]",missing_non_safety_evidence,low,"[""annual_equivalent_uses_standard_2080_assumption"",""effective_period_or_cycle_unresolved"",""missing_non_safety_unit_in_cycle""]"
B4X2500MC-c5e1fcdd2edf367be7487069,Chester,OH,Midwest,2025,2025,2025,,2025,2,4,4,3,0,1,2,0,"[""quantitative_base_wage_needs_normalization"",""rank_step_specialization_classification"",""timing_implementation""]",missing_non_safety_evidence,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""missing_non_safety_unit_in_cycle"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved""]"
B4X2500MC-c5f0cf2efc3c794fd2a19722,Leon,IA,Midwest,2023,2023,2023,,2023,1,3,3,0,3,0,3,0,"[""quantitative_base_wage_needs_normalization""]",missing_safety_evidence,moderate,"[""annual_equivalent_uses_standard_2080_assumption"",""missing_safety_unit_in_cycle""]"
