municipality,state,region,county,shard_id,scout_target_count,prior_scout_covered_flag,newly_planned_this_wave_flag,source_family_diversification_opportunity_flags,matched_safety_non_safety_opportunity_flag,planned_search_query_families,dashboard_map_inclusion_rule,notes
DeWitt,IA,Midwest,Clinton County (19045; primary),broad_shard_004,1,false,true,budget_or_pay_plan,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Evansdale,IA,Midwest,Black Hawk County (19013; primary),broad_shard_004,1,false,true,civil_service_or_hr_pay_plan; personnel_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Forest City,IA,Midwest,Winnebago County (19189; primary); Hancock County (19081),broad_shard_004,1,false,true,compensation_study; classification_study,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Grundy Center,IA,Midwest,Grundy County (19075; primary),broad_shard_004,1,false,true,agenda_packet_or_minutes; other_local_government_pay_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Harlan,IA,Midwest,Shelby County (19165; primary),broad_shard_004,1,false,true,all_controlled_local_government_pay_source_families,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Nevada,IA,Midwest,Story County (19169; primary),broad_shard_004,1,false,true,cba; mou_or_memorandum; settlement_agreement,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Sheldon,IA,Midwest,O'Brien County (19141; primary); Sioux County (19167),broad_shard_004,1,false,true,arbitration_award; factfinding_report,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Spirit Lake,IA,Midwest,Dickinson County (19059; primary),broad_shard_004,1,false,true,salary_ordinance; wage_schedule,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Tama,IA,Midwest,Tama County (19171; primary),broad_shard_004,1,false,true,budget_or_pay_plan,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Williamsburg,IA,Midwest,Iowa County (19095; primary),broad_shard_004,1,false,true,civil_service_or_hr_pay_plan; personnel_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Beach Park,IL,Midwest,Lake County (17097; primary),broad_shard_004,1,false,true,compensation_study; classification_study,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Bloomington,IL,Midwest,McLean County (17113; primary),broad_shard_004,1,false,true,agenda_packet_or_minutes; other_local_government_pay_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Brookfield,IL,Midwest,Cook County (17031; primary),broad_shard_004,1,false,true,all_controlled_local_government_pay_source_families,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Channahon,IL,Midwest,Will County (17197; primary); Grundy County (17063),broad_shard_004,1,false,true,cba; mou_or_memorandum; settlement_agreement,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Columbia,IL,Midwest,Monroe County (17133; primary); St. Clair County (17163),broad_shard_004,1,false,true,arbitration_award; factfinding_report,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Franklin Park,IL,Midwest,Cook County (17031; primary),broad_shard_004,1,false,true,salary_ordinance; wage_schedule,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Harvey,IL,Midwest,Cook County (17031; primary),broad_shard_004,1,false,true,budget_or_pay_plan,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Hinsdale,IL,Midwest,DuPage County (17043; primary); Cook County (17031),broad_shard_004,1,false,true,civil_service_or_hr_pay_plan; personnel_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
La Grange,IL,Midwest,Cook County (17031; primary),broad_shard_004,1,false,true,compensation_study; classification_study,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Lake Forest,IL,Midwest,Lake County (17097; primary),broad_shard_004,1,false,true,agenda_packet_or_minutes; other_local_government_pay_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Lake Zurich,IL,Midwest,Lake County (17097; primary),broad_shard_004,1,false,true,all_controlled_local_government_pay_source_families,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
LaSalle,IL,Midwest,LaSalle County (17099; primary),broad_shard_004,1,false,true,cba; mou_or_memorandum; settlement_agreement,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Matteson,IL,Midwest,Cook County (17031; primary),broad_shard_004,1,false,true,arbitration_award; factfinding_report,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Morris,IL,Midwest,Grundy County (17063; primary),broad_shard_004,1,false,true,salary_ordinance; wage_schedule,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Morton,IL,Midwest,Tazewell County (17179; primary),broad_shard_004,1,false,true,budget_or_pay_plan,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Norridge,IL,Midwest,Cook County (17031; primary),broad_shard_004,1,false,true,civil_service_or_hr_pay_plan; personnel_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
North Aurora,IL,Midwest,Kane County (17089; primary),broad_shard_004,1,false,true,compensation_study; classification_study,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Plano,IL,Midwest,Kendall County (17093; primary),broad_shard_004,1,false,true,agenda_packet_or_minutes; other_local_government_pay_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Round Lake,IL,Midwest,Lake County (17097; primary),broad_shard_004,1,false,true,all_controlled_local_government_pay_source_families,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Steger,IL,Midwest,Will County (17197; primary); Cook County (17031),broad_shard_004,1,false,true,cba; mou_or_memorandum; settlement_agreement,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Waterloo,IL,Midwest,Monroe County (17133; primary),broad_shard_004,1,false,true,arbitration_award; factfinding_report,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Wood River,IL,Midwest,Madison County (17119; primary),broad_shard_004,1,false,true,salary_ordinance; wage_schedule,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Beech Grove,IN,Midwest,Marion County (18097; primary),broad_shard_004,1,false,true,budget_or_pay_plan,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Boonville,IN,Midwest,Warrick County (18173; primary),broad_shard_004,1,false,true,civil_service_or_hr_pay_plan; personnel_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Charlestown,IN,Midwest,Clark County (18019; primary),broad_shard_004,1,false,true,compensation_study; classification_study,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Clarksville,IN,Midwest,Clark County (18019; primary),broad_shard_004,1,false,true,agenda_packet_or_minutes; other_local_government_pay_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Connersville,IN,Midwest,Fayette County (18041; primary),broad_shard_004,1,false,true,all_controlled_local_government_pay_source_families,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Gas City,IN,Midwest,Grant County (18053; primary),broad_shard_004,1,false,true,cba; mou_or_memorandum; settlement_agreement,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Greencastle,IN,Midwest,Putnam County (18133; primary),broad_shard_004,1,false,true,arbitration_award; factfinding_report,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Kendallville,IN,Midwest,Noble County (18113; primary),broad_shard_004,1,false,true,salary_ordinance; wage_schedule,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
La Porte,IN,Midwest,LaPorte County (18091; primary),broad_shard_004,1,false,true,budget_or_pay_plan,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Linton,IN,Midwest,Greene County (18055; primary),broad_shard_004,1,false,true,civil_service_or_hr_pay_plan; personnel_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Logansport,IN,Midwest,Cass County (18017; primary),broad_shard_004,1,false,true,compensation_study; classification_study,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
McCordsville,IN,Midwest,Hancock County (18059; primary),broad_shard_004,1,false,true,agenda_packet_or_minutes; other_local_government_pay_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
New Haven,IN,Midwest,Allen County (18003; primary),broad_shard_004,1,false,true,all_controlled_local_government_pay_source_families,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Pendleton,IN,Midwest,Madison County (18095; primary),broad_shard_004,1,false,true,cba; mou_or_memorandum; settlement_agreement,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Peru,IN,Midwest,Miami County (18103; primary),broad_shard_004,1,false,true,arbitration_award; factfinding_report,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Portland,IN,Midwest,Jay County (18075; primary),broad_shard_004,1,false,true,salary_ordinance; wage_schedule,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Salem,IN,Midwest,Washington County (18175; primary),broad_shard_004,1,false,true,budget_or_pay_plan,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Schererville,IN,Midwest,Lake County (18089; primary),broad_shard_004,1,false,true,civil_service_or_hr_pay_plan; personnel_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Sellersburg,IN,Midwest,Clark County (18019; primary),broad_shard_004,1,false,true,compensation_study; classification_study,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Vincennes,IN,Midwest,Knox County (18083; primary),broad_shard_004,1,false,true,agenda_packet_or_minutes; other_local_government_pay_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Washington,IN,Midwest,Daviess County (18027; primary),broad_shard_004,1,false,true,all_controlled_local_government_pay_source_families,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Whitestown,IN,Midwest,Boone County (18011; primary),broad_shard_004,1,false,true,cba; mou_or_memorandum; settlement_agreement,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Augusta,KS,Midwest,Butler County (20015; primary),broad_shard_004,1,false,true,arbitration_award; factfinding_report,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Baldwin City,KS,Midwest,Douglas County (20045; primary),broad_shard_004,1,false,true,salary_ordinance; wage_schedule,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Chanute,KS,Midwest,Neosho County (20133; primary),broad_shard_004,1,false,true,budget_or_pay_plan,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Cheney,KS,Midwest,Sedgwick County (20173; primary),broad_shard_004,1,false,true,civil_service_or_hr_pay_plan; personnel_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Edwardsville,KS,Midwest,Wyandotte County (20209; primary),broad_shard_004,1,false,true,compensation_study; classification_study,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Eureka,KS,Midwest,Greenwood County (20073; primary),broad_shard_004,1,false,true,agenda_packet_or_minutes; other_local_government_pay_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Frontenac,KS,Midwest,Crawford County (20037; primary),broad_shard_004,1,false,true,all_controlled_local_government_pay_source_families,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Galena,KS,Midwest,Cherokee County (20021; primary),broad_shard_004,1,false,true,cba; mou_or_memorandum; settlement_agreement,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Haysville,KS,Midwest,Sedgwick County (20173; primary),broad_shard_004,1,false,true,arbitration_award; factfinding_report,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Holton,KS,Midwest,Jackson County (20085; primary),broad_shard_004,1,false,true,salary_ordinance; wage_schedule,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Iola,KS,Midwest,Allen County (20001; primary),broad_shard_004,1,false,true,budget_or_pay_plan,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Kingman,KS,Midwest,Kingman County (20095; primary),broad_shard_004,1,false,true,civil_service_or_hr_pay_plan; personnel_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Lindsborg,KS,Midwest,McPherson County (20113; primary),broad_shard_004,1,false,true,compensation_study; classification_study,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Maize,KS,Midwest,Sedgwick County (20173; primary),broad_shard_004,1,false,true,agenda_packet_or_minutes; other_local_government_pay_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Merriam,KS,Midwest,Johnson County (20091; primary),broad_shard_004,1,false,true,all_controlled_local_government_pay_source_families,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Mission,KS,Midwest,Johnson County (20091; primary),broad_shard_004,1,false,true,cba; mou_or_memorandum; settlement_agreement,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Oakley,KS,Midwest,Logan County (20109; primary); Gove County (20063); Thomas County (20193),broad_shard_004,1,false,true,arbitration_award; factfinding_report,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Osawatomie,KS,Midwest,Miami County (20121; primary),broad_shard_004,1,false,true,salary_ordinance; wage_schedule,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Seneca,KS,Midwest,Nemaha County (20131; primary),broad_shard_004,1,false,true,budget_or_pay_plan,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
South Hutchinson,KS,Midwest,Reno County (20155; primary),broad_shard_004,1,false,true,civil_service_or_hr_pay_plan; personnel_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Tonganoxie,KS,Midwest,Leavenworth County (20103; primary),broad_shard_004,1,false,true,compensation_study; classification_study,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Albion,MI,Midwest,Calhoun County (26025; primary),broad_shard_004,1,false,true,agenda_packet_or_minutes; other_local_government_pay_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Benton Harbor,MI,Midwest,Berrien County (26021; primary),broad_shard_004,1,false,true,all_controlled_local_government_pay_source_families,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Big Rapids,MI,Midwest,Mecosta County (26107; primary),broad_shard_004,1,false,true,cba; mou_or_memorandum; settlement_agreement,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Center Line,MI,Midwest,Macomb County (26099; primary),broad_shard_004,1,false,true,arbitration_award; factfinding_report,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Davison,MI,Midwest,Genesee County (26049; primary),broad_shard_004,1,false,true,salary_ordinance; wage_schedule,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Eaton Rapids,MI,Midwest,Eaton County (26045; primary),broad_shard_004,1,false,true,budget_or_pay_plan,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Farmington,MI,Midwest,Oakland County (26125; primary),broad_shard_004,1,false,true,civil_service_or_hr_pay_plan; personnel_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Grand Haven,MI,Midwest,Ottawa County (26139; primary),broad_shard_004,1,false,true,compensation_study; classification_study,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Grand Ledge,MI,Midwest,Eaton County (26045; primary); Clinton County (26037),broad_shard_004,1,false,true,agenda_packet_or_minutes; other_local_government_pay_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Greenville,MI,Midwest,Montcalm County (26117; primary),broad_shard_004,1,false,true,all_controlled_local_government_pay_source_families,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Hastings,MI,Midwest,Barry County (26015; primary),broad_shard_004,1,false,true,cba; mou_or_memorandum; settlement_agreement,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Howell,MI,Midwest,Livingston County (26093; primary),broad_shard_004,1,false,true,arbitration_award; factfinding_report,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Hudsonville,MI,Midwest,Ottawa County (26139; primary),broad_shard_004,1,false,true,salary_ordinance; wage_schedule,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Melvindale,MI,Midwest,Wayne County (26163; primary),broad_shard_004,1,false,true,budget_or_pay_plan,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Milford,MI,Midwest,Oakland County (26125; primary),broad_shard_004,1,false,true,civil_service_or_hr_pay_plan; personnel_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Negaunee,MI,Midwest,Marquette County (26103; primary),broad_shard_004,1,false,true,compensation_study; classification_study,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Petoskey,MI,Midwest,Emmet County (26047; primary),broad_shard_004,1,false,true,agenda_packet_or_minutes; other_local_government_pay_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Rockford,MI,Midwest,Kent County (26081; primary),broad_shard_004,1,false,true,all_controlled_local_government_pay_source_families,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
South Haven,MI,Midwest,Van Buren County (26159; primary); Allegan County (26005),broad_shard_004,1,false,true,cba; mou_or_memorandum; settlement_agreement,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Springfield,MI,Midwest,Calhoun County (26025; primary),broad_shard_004,1,false,true,arbitration_award; factfinding_report,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Tecumseh,MI,Midwest,Lenawee County (26091; primary),broad_shard_004,1,false,true,salary_ordinance; wage_schedule,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Zeeland,MI,Midwest,Ottawa County (26139; primary),broad_shard_004,1,false,true,budget_or_pay_plan,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Becker,MN,Midwest,Sherburne County (27141; primary),broad_shard_004,1,false,true,civil_service_or_hr_pay_plan; personnel_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Byron,MN,Midwest,Olmsted County (27109; primary),broad_shard_004,1,false,true,compensation_study; classification_study,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Crookston,MN,Midwest,Polk County (27119; primary),broad_shard_004,1,false,true,agenda_packet_or_minutes; other_local_government_pay_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
East Grand Forks,MN,Midwest,Polk County (27119; primary),broad_shard_004,1,false,true,all_controlled_local_government_pay_source_families,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Elko New Market,MN,Midwest,Scott County (27139; primary),broad_shard_004,1,false,true,cba; mou_or_memorandum; settlement_agreement,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Fairmont,MN,Midwest,Martin County (27091; primary),broad_shard_004,1,false,true,arbitration_award; factfinding_report,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Goodview,MN,Midwest,Winona County (27169; primary),broad_shard_004,1,false,true,salary_ordinance; wage_schedule,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Grand Rapids,MN,Midwest,Itasca County (27061; primary),broad_shard_004,1,false,true,budget_or_pay_plan,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
International Falls,MN,Midwest,Koochiching County (27071; primary),broad_shard_004,1,false,true,civil_service_or_hr_pay_plan; personnel_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
La Crescent,MN,Midwest,Houston County (27055; primary); Winona County (27169),broad_shard_004,1,false,true,compensation_study; classification_study,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Le Sueur,MN,Midwest,Le Sueur County (27079; primary); Sibley County (27143),broad_shard_004,1,false,true,agenda_packet_or_minutes; other_local_government_pay_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Lindstrom,MN,Midwest,Chisago County (27025; primary),broad_shard_004,1,false,true,all_controlled_local_government_pay_source_families,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Mahtomedi,MN,Midwest,Washington County (27163; primary),broad_shard_004,1,false,true,cba; mou_or_memorandum; settlement_agreement,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Minnetrista,MN,Midwest,Hennepin County (27053; primary),broad_shard_004,1,false,true,arbitration_award; factfinding_report,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Morris,MN,Midwest,Stevens County (27149; primary),broad_shard_004,1,false,true,salary_ordinance; wage_schedule,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Pine City,MN,Midwest,Pine County (27115; primary),broad_shard_004,1,false,true,budget_or_pay_plan,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Pipestone,MN,Midwest,Pipestone County (27117; primary),broad_shard_004,1,false,true,civil_service_or_hr_pay_plan; personnel_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
St. Francis,MN,Midwest,Anoka County (27003; primary); Isanti County (27059),broad_shard_004,1,false,true,compensation_study; classification_study,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
St. James,MN,Midwest,Watonwan County (27165; primary),broad_shard_004,1,false,true,agenda_packet_or_minutes; other_local_government_pay_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Stewartville,MN,Midwest,Olmsted County (27109; primary),broad_shard_004,1,false,true,all_controlled_local_government_pay_source_families,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Watertown,MN,Midwest,Carver County (27019; primary),broad_shard_004,1,false,true,cba; mou_or_memorandum; settlement_agreement,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Wyoming,MN,Midwest,Chisago County (27025; primary),broad_shard_004,1,false,true,arbitration_award; factfinding_report,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Battlefield,MO,Midwest,Greene County (29077; primary),broad_shard_004,1,false,true,salary_ordinance; wage_schedule,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Black Jack,MO,Midwest,St. Louis County (29189; primary),broad_shard_004,1,false,true,budget_or_pay_plan,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Bonne Terre,MO,Midwest,St. Francois County (29187; primary),broad_shard_004,1,false,true,civil_service_or_hr_pay_plan; personnel_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Cameron,MO,Midwest,Clinton County (29049; primary); Caldwell County (29025); DeKalb County (29063),broad_shard_004,1,false,true,compensation_study; classification_study,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Carl Junction,MO,Midwest,Jasper County (29097; primary),broad_shard_004,1,false,true,agenda_packet_or_minutes; other_local_government_pay_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Chillicothe,MO,Midwest,Livingston County (29117; primary),broad_shard_004,1,false,true,all_controlled_local_government_pay_source_families,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Dexter,MO,Midwest,Stoddard County (29207; primary),broad_shard_004,1,false,true,cba; mou_or_memorandum; settlement_agreement,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Kennett,MO,Midwest,Dunklin County (29069; primary),broad_shard_004,1,false,true,arbitration_award; factfinding_report,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Ladue,MO,Midwest,St. Louis County (29189; primary),broad_shard_004,1,false,true,salary_ordinance; wage_schedule,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Macon,MO,Midwest,Macon County (29121; primary),broad_shard_004,1,false,true,budget_or_pay_plan,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Maplewood,MO,Midwest,St. Louis County (29189; primary),broad_shard_004,1,false,true,civil_service_or_hr_pay_plan; personnel_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Maryville,MO,Midwest,Nodaway County (29147; primary),broad_shard_004,1,false,true,compensation_study; classification_study,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Mountain Grove,MO,Midwest,Wright County (29229; primary); Texas County (29215),broad_shard_004,1,false,true,agenda_packet_or_minutes; other_local_government_pay_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Oak Grove,MO,Midwest,Jackson County (29095; primary); Lafayette County (29107),broad_shard_004,1,false,true,all_controlled_local_government_pay_source_families,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Park Hills,MO,Midwest,St. Francois County (29187; primary),broad_shard_004,1,false,true,cba; mou_or_memorandum; settlement_agreement,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Peculiar,MO,Midwest,Cass County (29037; primary),broad_shard_004,1,false,true,arbitration_award; factfinding_report,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
